label,phase,raceline,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,ADMM_RHO,ADMM_RHO_U,ADMM_TOL,MAX_ADMM_ITER,MIN_LIN_VEL,N,Q_HDG,Q_LAT,Q_LAT_VEL,Q_VEL,Q_YAW,R_ACCEL,R_STEER,STABILITY_LIMIT,WALL_END,WALL_MARGIN,WALL_START,WALL_STRIDE,WP_ADVANCE_MAX,W_ACCEL_RATE,W_DELTA_ACT,W_JERK,dt
bestStruct+WS=1+WST=1,Phase 1b,hardware,600.0,4,1,0.4515,0.0694,0.9845,0.1339,4.42,1.1793,4.3167,7.0,113.3,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,1229.435672,15774.935711,48.350998,26.0,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=12,Phase 2,hardware,600.0,4,1,0.5225,0.0305,1.3035,0.1209,2.85,0.5019,4.3167,7.3,97.0,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,12,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=14,Phase 2,hardware,119.149,4,1,1.3885,0.2837,2.0548,1.0909,3.21,3.0736,4.3167,23.9,288.5,0,0.0,5.3,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,14,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=16,Phase 2,hardware,600.0,4,1,0.9906,0.2261,1.1485,0.2243,4.3,2.2006,4.3167,6.6,126.5,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,16,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=18,Phase 2,hardware,600.0,4,1,1.0206,0.1801,1.1585,0.2873,4.44,2.0266,4.3167,7.0,136.6,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,18,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=20,Phase 2,hardware,600.0,4,1,0.4352,0.0315,0.7328,0.062,3.89,0.559,4.3167,6.8,146.0,1,0.0,1.2,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,20,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=22,Phase 2,hardware,68.638,4,1,0.9179,0.1708,1.6688,0.3636,4.8,1.9546,4.3167,13.2,169.0,0,0.0,2.8,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,22,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=24,Phase 2,hardware,600.0,4,1,0.3361,0.0202,0.6478,0.0349,4.18,0.3808,4.3167,6.4,85.2,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,24,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=26,Phase 2,hardware,47.803,5,0,0.4117,0.0955,1.0397,0.198,4.79,1.7417,4.3167,6.7,133.4,0,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,26,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=28,Phase 2,hardware,42.41,5,0,0.3885,0.0941,0.8176,0.1338,5.09,1.5763,4.3167,7.2,141.4,0,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,28,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=30,Phase 2,hardware,600.0,4,1,0.3341,0.019,0.7777,0.0391,4.84,0.343,4.3167,7.1,95.3,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,30,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=32,Phase 2,hardware,600.0,4,1,0.3358,0.0194,0.8702,0.0459,4.97,0.3374,4.3167,7.9,138.3,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,32,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=35,Phase 2,hardware,600.0,4,1,0.3785,0.021,0.8918,0.0533,5.03,0.3333,4.3167,7.7,117.7,1,0.0,1.5,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,35,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=400+QV=40,Phase 2,hardware,600.0,4,1,0.4977,0.0822,0.9324,0.153,4.9,1.368,4.3167,7.2,114.4,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,400,5000,48.350998,40,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=12,Phase 2,hardware,600.0,3,2,0.8127,0.1875,1.5691,0.5216,3.96,2.4176,4.3167,8.0,131.6,1,0.0,1.6,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,12,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=14,Phase 2,hardware,118.882,4,1,1.389,0.2829,2.0544,1.0893,3.25,3.0702,4.3167,23.7,263.8,0,0.0,5.4,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,14,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=16,Phase 2,hardware,600.0,4,1,0.9803,0.2271,1.1318,0.2365,3.87,2.2441,4.3167,6.9,96.2,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,16,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=18,Phase 2,hardware,84.955,4,1,1.0842,0.2056,1.8282,0.546,4.42,2.3814,4.3167,15.5,134.6,0,0.0,3.4,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,18,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=20,Phase 2,hardware,600.0,4,1,0.4083,0.0313,0.7148,0.0606,3.84,0.5594,4.3167,6.2,113.7,1,0.0,1.2,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,20,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=22,Phase 2,hardware,70.314,4,1,1.0409,0.1866,1.5634,0.3224,4.71,1.9615,4.3167,8.7,136.3,0,0.0,1.7,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,22,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=24,Phase 2,hardware,69.686,4,1,0.9861,0.1867,1.6955,0.3699,5.0,1.9725,4.3167,11.6,186.0,0,0.0,2.4,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,24,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=26,Phase 2,hardware,58.43,5,0,0.8299,0.1536,1.6512,0.2949,4.67,1.8108,4.3167,11.4,129.2,0,0.0,2.4,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,26,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=28,Phase 2,hardware,600.0,4,1,0.3957,0.076,0.672,0.0985,4.78,1.2463,4.3167,7.3,128.1,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,28,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=30,Phase 2,hardware,600.0,4,1,0.3931,0.0188,0.8041,0.038,4.88,0.3455,4.3167,7.0,105.2,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,30,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=32,Phase 2,hardware,600.0,4,1,0.3333,0.019,0.8833,0.0442,4.9,0.34,4.3167,7.6,130.3,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,32,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=35,Phase 2,hardware,600.0,4,1,0.3449,0.0212,0.8817,0.0527,5.04,0.3374,4.3167,8.3,120.5,1,0.0,1.7,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,35,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=500+QV=40,Phase 2,hardware,129.611,3,2,1.3261,0.5002,2.5073,1.5457,3.65,2.5467,4.3167,40.0,166.5,0,0.0,8.9,OK,25.435364,20.0,5.0,20,2.0,10,500,5000,48.350998,40,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=12,Phase 2,hardware,600.0,4,1,0.5232,0.0353,1.3368,0.1308,2.62,0.5137,4.3167,6.9,99.3,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,12,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=14,Phase 2,hardware,119.379,4,1,1.4109,0.2895,2.0325,1.093,3.27,3.0698,4.3167,24.4,131.9,0,0.0,5.3,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,14,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=16,Phase 2,hardware,600.0,4,1,0.9834,0.2311,1.106,0.2276,3.53,2.2828,4.3167,6.9,128.3,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,16,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=18,Phase 2,hardware,600.0,3,2,0.9495,0.1932,1.4418,0.4172,3.91,2.2222,4.3167,10.5,169.1,1,0.0,1.9,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,18,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=20,Phase 2,hardware,600.0,4,1,0.4542,0.0322,0.7157,0.0604,3.83,0.5653,4.3167,6.4,97.7,1,0.0,1.2,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,20,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=22,Phase 2,hardware,600.0,4,1,0.3898,0.033,0.6701,0.0604,4.3,0.5604,4.3167,6.5,89.9,1,0.0,1.2,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,22,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=24,Phase 2,hardware,600.0,4,1,0.388,0.0207,0.6459,0.034,4.02,0.3834,4.3167,7.4,129.2,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,24,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=26,Phase 2,hardware,600.0,4,1,0.2961,0.02,0.5791,0.0343,4.2,0.3582,4.3167,7.0,97.6,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,26,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=28,Phase 2,hardware,54.263,5,0,0.8316,0.1414,1.1718,0.242,4.75,1.6939,4.3167,9.1,145.5,0,0.0,1.8,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,28,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=30,Phase 2,hardware,600.0,4,1,0.3908,0.0189,0.7496,0.0374,4.9,0.3463,4.3167,8.1,136.2,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,30,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=32,Phase 2,hardware,600.0,4,1,0.4113,0.0658,0.9012,0.1113,4.93,1.2304,4.3167,7.5,123.8,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,32,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=35,Phase 2,hardware,45.819,5,0,0.6865,0.1137,1.1377,0.1953,5.05,1.5016,4.3167,7.9,164.4,0,0.0,1.5,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,35,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=600+QV=40,Phase 2,hardware,600.0,4,1,0.4317,0.0617,0.8351,0.096,4.97,0.8954,4.3167,7.1,129.5,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,600,5000,48.350998,40,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=12,Phase 2,hardware,600.0,4,1,0.5882,0.078,1.3233,0.2182,3.77,1.2579,4.3167,6.3,100.6,1,0.0,1.1,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,12,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=14,Phase 2,hardware,118.952,4,1,1.4128,0.2941,2.0441,1.0921,3.29,3.0395,4.3167,27.6,156.2,0,0.0,5.4,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,14,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=16,Phase 2,hardware,600.0,4,1,0.9837,0.2386,1.1213,0.2287,4.05,2.3032,4.3167,6.7,108.2,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,16,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=18,Phase 2,hardware,80.61,4,1,0.8862,0.1834,1.7644,0.4548,3.92,2.2931,4.3167,14.4,210.4,0,0.0,2.8,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,18,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=20,Phase 2,hardware,600.0,4,1,0.4275,0.0324,0.7054,0.0594,3.92,0.5653,4.3167,6.8,99.7,1,0.0,1.2,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,20,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=22,Phase 2,hardware,600.0,4,1,0.4871,0.0689,0.8434,0.1249,4.79,1.1526,4.3167,7.2,117.0,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,22,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=24,Phase 2,hardware,600.0,4,1,0.3291,0.0201,0.6312,0.0302,3.95,0.3787,4.3167,8.2,108.7,1,0.0,1.6,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,24,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=26,Phase 2,hardware,600.0,4,1,0.364,0.0208,0.5516,0.0346,3.91,0.3648,4.3167,6.9,152.5,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,26,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=28,Phase 2,hardware,67.795,4,1,0.9138,0.1719,1.56,0.3951,4.96,1.9232,4.3167,11.9,193.9,0,0.0,2.5,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,28,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=30,Phase 2,hardware,600.0,4,1,0.412,0.0192,0.7635,0.0372,4.85,0.3485,4.3167,7.8,186.6,1,0.0,1.5,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,30,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=32,Phase 2,hardware,600.0,4,1,0.3541,0.0191,0.8252,0.0409,4.84,0.3427,4.3167,7.4,107.4,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,32,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=35,Phase 2,hardware,46.392,5,0,0.7034,0.1152,1.146,0.1983,4.98,1.5097,4.3167,9.1,157.5,0,0.0,1.7,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,35,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=650+QV=40,Phase 2,hardware,39.069,5,0,0.3883,0.0819,0.83,0.1173,4.87,1.4272,4.3167,7.2,257.7,0,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,650,5000,48.350998,40,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=12,Phase 2,hardware,117.166,4,1,1.4115,0.2778,1.8803,1.0146,3.44,3.087,4.3167,22.3,359.3,0,0.0,4.7,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,12,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=14,Phase 2,hardware,118.019,4,1,1.3851,0.2811,2.0386,1.108,3.31,3.0314,4.3167,25.0,195.8,0,0.0,5.4,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,14,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=16,Phase 2,hardware,600.0,4,1,0.979,0.1888,1.123,0.2152,3.44,2.1391,4.3167,7.6,146.1,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,16,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=18,Phase 2,hardware,87.117,4,1,1.078,0.2011,1.7703,0.5216,3.66,2.3762,4.3167,13.5,207.9,0,0.0,2.8,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,18,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=20,Phase 2,hardware,600.0,4,1,0.7087,0.1018,0.8098,0.1141,4.49,1.4381,4.3167,6.9,134.8,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,20,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=22,Phase 2,hardware,600.0,4,1,0.4918,0.0676,0.8415,0.1249,4.63,1.1764,4.3167,6.7,130.2,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,22,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=24,Phase 2,hardware,64.59,4,1,0.7178,0.1457,1.2771,0.3355,4.68,1.9233,4.3167,8.5,115.3,0,0.0,1.7,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,24,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=26,Phase 2,hardware,47.622,5,0,0.3632,0.0909,0.7489,0.1648,4.72,1.7793,4.3167,6.6,118.1,0,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,26,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=28,Phase 2,hardware,47.15,5,0,0.4173,0.0915,0.7916,0.1651,4.56,1.6949,4.3167,7.0,851.2,0,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,28,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=30,Phase 2,hardware,600.0,4,1,0.4386,0.0781,0.6656,0.1181,5.17,1.2419,4.3167,7.6,131.5,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,30,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=32,Phase 2,hardware,600.0,4,1,0.3758,0.019,0.8289,0.0404,4.94,0.3439,4.3167,7.6,101.5,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,32,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=35,Phase 2,hardware,46.255,5,0,0.6976,0.1143,1.1376,0.1948,5.03,1.5167,4.3167,8.3,136.7,0,0.0,1.5,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,35,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=700+QV=40,Phase 2,hardware,600.0,4,1,0.4136,0.0558,0.869,0.0952,4.99,0.8606,4.3167,6.6,154.7,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,700,5000,48.350998,40,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=12,Phase 2,hardware,600.0,4,1,0.53,0.0354,1.3325,0.1297,2.74,0.5133,4.3167,7.3,130.9,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,12,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=14,Phase 2,hardware,118.285,4,1,1.4019,0.2834,2.0328,1.0871,3.27,3.0423,4.3167,23.4,155.7,0,0.0,5.0,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,14,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=16,Phase 2,hardware,600.0,4,1,0.565,0.0379,0.5648,0.0308,3.56,0.6075,4.3167,6.6,96.4,1,0.0,1.2,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,16,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=18,Phase 2,hardware,82.241,4,1,0.956,0.1941,1.7771,0.4831,4.13,2.3348,4.3167,13.4,123.9,0,0.0,2.7,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,18,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=20,Phase 2,hardware,600.0,4,1,0.4393,0.0333,0.6766,0.0575,4.21,0.5703,4.3167,6.5,106.7,1,0.0,1.2,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,20,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=22,Phase 2,hardware,56.858,5,0,0.7512,0.1135,1.3572,0.2594,4.77,1.9296,4.3167,8.1,143.0,0,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,22,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=24,Phase 2,hardware,52.608,5,0,0.5305,0.108,0.735,0.1862,4.56,1.8531,4.3167,7.6,151.4,0,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,24,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=26,Phase 2,hardware,600.0,4,1,0.3571,0.073,0.6818,0.1204,4.4,1.3826,4.3167,7.3,126.6,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,26,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=28,Phase 2,hardware,600.0,4,1,0.4964,0.0536,0.8584,0.1049,4.87,1.0604,4.3167,7.3,142.3,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,28,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=30,Phase 2,hardware,600.0,4,1,0.4273,0.0909,0.8809,0.1562,4.64,1.3962,4.3167,7.5,127.0,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,30,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=32,Phase 2,hardware,600.0,4,1,0.3775,0.019,0.829,0.0396,4.97,0.3443,4.3167,7.6,106.3,1,0.0,1.4,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,32,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=35,Phase 2,hardware,46.438,5,0,0.4032,0.0889,1.5284,0.2657,4.69,1.6203,4.3167,9.1,138.8,0,0.0,1.6,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,35,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=750+QV=40,Phase 2,hardware,600.0,4,1,0.4006,0.0312,0.8637,0.0625,4.87,0.4991,4.3167,7.4,150.7,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,750,5000,48.350998,40,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=800+QV=12,Phase 2,hardware,600.0,4,1,0.5341,0.0329,1.3314,0.1236,2.81,0.5039,4.3167,7.2,111.0,1,0.0,1.3,OK,25.435364,20.0,5.0,20,2.0,10,800,5000,48.350998,12,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=800+QV=14,Phase 2,hardware,118.427,4,1,1.3974,0.2818,2.0313,1.0752,3.23,3.0576,4.3167,23.3,197.3,0,0.0,4.9,OK,25.435364,20.0,5.0,20,2.0,10,800,5000,48.350998,14,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
QL=5000+QH=800+QV=16,Phase 2,hardware,600.0,4,1,0.5536,0.0383,0.5461,0.0306,3.86,0.6078,4.3167,6.8,125.3,1,0.0,1.2,OK,25.435364,20.0,5.0,20,2.0,10,800,5000,48.350998,16,22.0,0.01,0.15,0.9,30,0.02,1,1,10,0.1,0.347091,0.3,0.06
