label,phase,raceline,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,ADMM_RHO,ADMM_RHO_U,ADMM_TOL,MAX_ADMM_ITER,MIN_LIN_VEL,N,Q_HDG,Q_LAT,Q_LAT_VEL,Q_VEL,Q_YAW,R_ACCEL,R_STEER,STABILITY_LIMIT,WALL_END,WALL_MARGIN,WALL_START,WALL_STRIDE,WP_ADVANCE_MAX,W_ACCEL_RATE,W_DELTA_ACT,W_JERK,dt
QL=5000+QH=500+QV=20,Phase 2,hardware,600.0,4,1,0.1785,0.0007,0.1252,0.0008,2.97,0.0411,4.3301,9.3,223.1,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,500,5000,69.0,20,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=500+QV=35,Phase 2,hardware,600.0,4,1,0.2137,0.0052,0.3545,0.0073,3.87,0.1011,4.3301,14.8,2442.7,1,0.0,1.5,OK,32.0,20.0,5.0,20,2.0,10,500,5000,69.0,35,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=14,Phase 2,hardware,600.0,4,1,0.1777,0.0007,0.1156,0.0007,2.58,0.04,4.3301,9.8,45.0,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,14,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=16,Phase 2,hardware,600.0,4,1,0.1779,0.0006,0.1228,0.0007,2.73,0.0385,4.3301,19.2,3033.6,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,16,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=500+QV=28,Phase 2,hardware,600.0,4,1,0.1935,0.0054,0.3542,0.009,3.86,0.1406,4.3301,21.4,3051.6,1,0.0,1.4,OK,32.0,20.0,5.0,20,2.0,10,500,5000,69.0,28,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=500+QV=18,Phase 2,hardware,600.0,4,1,0.1785,0.0007,0.1242,0.0008,2.91,0.0411,4.3301,14.7,2237.7,1,0.0,1.1,OK,32.0,20.0,5.0,20,2.0,10,500,5000,69.0,18,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=18,Phase 2,hardware,600.0,4,1,0.1784,0.0007,0.1235,0.0008,2.84,0.0407,4.3301,15.3,2110.1,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,18,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=20,Phase 2,hardware,600.0,4,1,0.1783,0.0007,0.1304,0.0008,2.95,0.0408,4.3301,22.4,2265.6,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,20,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=12,Phase 2,hardware,600.0,4,1,0.1766,0.001,0.1205,0.0008,2.45,0.0536,4.3301,27.7,4043.1,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,12,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=500+QV=26,Phase 2,hardware,600.0,4,1,0.3533,0.0403,0.6504,0.0586,4.41,0.8159,4.3301,22.4,10983.7,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,500,5000,69.0,26,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=500+QV=30,Phase 2,hardware,600.0,4,1,0.2617,0.0103,0.7486,0.0335,3.72,0.236,4.3301,21.3,3155.0,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,500,5000,69.0,30,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=22,Phase 2,hardware,600.0,4,1,0.1787,0.0007,0.1263,0.0009,3.03,0.04,4.3301,27.2,3072.5,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,22,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=500+QV=40,Phase 2,hardware,600.0,4,1,0.1927,0.0023,0.2867,0.0039,3.43,0.0713,4.3301,18.9,2395.9,1,0.0,1.5,OK,32.0,20.0,5.0,20,2.0,10,500,5000,69.0,40,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=24,Phase 2,hardware,600.0,4,1,0.1788,0.0007,0.1302,0.0009,3.09,0.0392,4.3301,17.2,3040.3,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,24,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=26,Phase 2,hardware,600.0,4,1,0.2224,0.0075,0.3563,0.012,3.63,0.1861,4.3301,24.2,4166.1,1,0.0,1.4,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,26,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=28,Phase 2,hardware,600.0,4,1,0.2008,0.0055,0.3232,0.009,3.89,0.1413,4.3301,20.5,4090.2,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,28,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=35,Phase 2,hardware,600.0,4,1,0.2238,0.0052,0.3572,0.0075,3.96,0.1038,4.3301,22.5,4465.2,1,0.0,1.5,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,35,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=30,Phase 2,hardware,600.0,4,1,0.2485,0.0092,0.7028,0.0302,3.76,0.225,4.3301,26.4,5110.9,1,0.0,1.4,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,30,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=14,Phase 2,hardware,600.0,4,1,0.1777,0.0007,0.1178,0.0007,2.56,0.04,4.3301,24.9,1847.1,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,14,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=32,Phase 2,hardware,600.0,4,1,0.2443,0.0091,0.6989,0.0289,3.76,0.2252,4.3301,12.5,2720.8,1,0.0,1.4,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,32,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=12,Phase 2,hardware,600.0,4,1,0.1773,0.0009,0.118,0.0008,2.46,0.0534,4.3301,27.2,4838.0,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,12,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=600+QV=40,Phase 2,hardware,600.0,4,1,0.1785,0.0022,0.3012,0.0039,3.44,0.0712,4.3301,25.7,4100.9,1,0.0,1.5,OK,32.0,20.0,5.0,20,2.0,10,600,5000,69.0,40,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=16,Phase 2,hardware,600.0,4,1,0.1779,0.0006,0.1204,0.0007,2.69,0.0387,4.3301,23.3,1426.3,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,16,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=24,Phase 2,hardware,600.0,4,1,0.1787,0.0007,0.1359,0.0009,3.06,0.0393,4.3301,17.7,3056.0,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,24,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=20,Phase 2,hardware,600.0,4,1,0.1784,0.0007,0.1264,0.0008,2.92,0.0407,4.3301,11.1,294.6,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,20,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=22,Phase 2,hardware,600.0,4,1,0.1786,0.0007,0.1287,0.0009,3.0,0.0401,4.3301,8.5,57.9,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,22,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=18,Phase 2,hardware,600.0,4,1,0.1783,0.0007,0.1195,0.0008,2.84,0.0407,4.3301,24.9,3051.5,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,18,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=26,Phase 2,hardware,600.0,4,1,0.2162,0.0076,0.3766,0.0124,3.64,0.1872,4.3301,23.3,4067.0,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,26,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=28,Phase 2,hardware,600.0,4,1,0.4,0.0269,0.5413,0.029,3.92,0.4655,4.3301,9.6,536.6,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,28,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=32,Phase 2,hardware,600.0,4,1,0.2605,0.0096,0.7146,0.0308,3.77,0.2236,4.3301,23.7,7134.2,1,0.0,1.4,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,32,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=30,Phase 2,hardware,600.0,4,1,0.2467,0.0089,0.7089,0.0297,3.73,0.2239,4.3301,11.2,150.4,1,0.0,1.5,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,30,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=35,Phase 2,hardware,600.0,4,1,0.2418,0.0063,0.3872,0.0101,3.95,0.1276,4.3301,27.1,3052.4,1,0.0,1.5,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,35,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=650+QV=40,Phase 2,hardware,600.0,4,1,0.183,0.0023,0.2802,0.0039,3.54,0.0716,4.3301,21.5,3049.9,1,0.0,1.5,OK,32.0,20.0,5.0,20,2.0,10,650,5000,69.0,40,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=12,Phase 2,hardware,600.0,4,1,0.1773,0.001,0.1181,0.0008,2.46,0.0539,4.3301,19.6,3680.6,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,12,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=14,Phase 2,hardware,600.0,4,1,0.1776,0.0007,0.1199,0.0007,2.55,0.0402,4.3301,20.0,3045.4,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,14,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=22,Phase 2,hardware,600.0,4,1,0.1784,0.0007,0.1314,0.0009,3.03,0.04,4.3301,11.1,359.1,1,0.0,1.1,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,22,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=16,Phase 2,hardware,600.0,4,1,0.1779,0.0006,0.1224,0.0007,2.7,0.0385,4.3301,10.5,196.4,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,16,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=18,Phase 2,hardware,600.0,4,1,0.178,0.0007,0.1252,0.0008,2.83,0.0409,4.3301,31.5,4048.0,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,18,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=26,Phase 2,hardware,600.0,4,1,0.3475,0.0445,0.6359,0.0684,4.34,0.9092,4.3301,19.2,5063.5,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,26,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=20,Phase 2,hardware,600.0,4,1,0.1785,0.0007,0.1236,0.0008,2.94,0.0407,4.3301,50.5,8033.8,1,0.0,1.1,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,20,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=32,Phase 2,hardware,600.0,4,1,0.2646,0.0097,0.7344,0.0316,3.79,0.2246,4.3301,14.8,3885.5,1,0.0,1.4,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,32,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=24,Phase 2,hardware,600.0,4,1,0.1787,0.0007,0.1374,0.0009,3.05,0.0394,4.3301,26.5,4160.0,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,24,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=30,Phase 2,hardware,600.0,4,1,0.2444,0.0086,0.6936,0.0281,3.75,0.2254,4.3301,20.4,5654.2,1,0.0,1.7,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,30,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=35,Phase 2,hardware,600.0,4,1,0.2413,0.0059,0.3787,0.0095,3.99,0.122,4.3301,26.9,3193.0,1,0.0,1.4,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,35,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=28,Phase 2,hardware,600.0,4,1,0.4498,0.0332,0.9373,0.0862,3.8,0.5874,4.3301,11.2,1919.7,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,28,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=700+QV=40,Phase 2,hardware,600.0,4,1,0.1878,0.0023,0.2921,0.004,3.52,0.0724,4.3301,24.6,5284.9,1,0.0,1.5,OK,32.0,20.0,5.0,20,2.0,10,700,5000,69.0,40,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=12,Phase 2,hardware,600.0,4,1,0.1767,0.001,0.116,0.0008,2.45,0.0544,4.3301,32.0,3734.4,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,12,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=16,Phase 2,hardware,600.0,4,1,0.1779,0.0007,0.1173,0.0007,2.69,0.0387,4.3301,11.0,159.7,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,16,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=14,Phase 2,hardware,600.0,4,1,0.1774,0.0007,0.1179,0.0007,2.53,0.0403,4.3301,16.4,1319.1,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,14,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=20,Phase 2,hardware,600.0,4,1,0.1784,0.0006,0.1235,0.0008,2.9,0.0365,4.3301,19.6,2070.2,1,0.0,1.1,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,20,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=30,Phase 2,hardware,600.0,4,1,0.2542,0.0087,0.7081,0.0293,3.69,0.2276,4.3301,13.0,1114.5,1,0.0,1.6,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,30,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=18,Phase 2,hardware,600.0,4,1,0.1779,0.0007,0.1185,0.0008,2.83,0.0409,4.3301,18.4,3051.0,1,0.0,1.1,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,18,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=22,Phase 2,hardware,600.0,4,1,0.1784,0.0007,0.1264,0.0008,3.0,0.0402,4.3301,9.3,59.3,1,0.0,1.1,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,22,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=24,Phase 2,hardware,600.0,4,1,0.1786,0.0007,0.135,0.0009,3.08,0.0394,4.3301,14.9,1249.6,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,24,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=28,Phase 2,hardware,600.0,4,1,0.3737,0.026,0.5344,0.0278,3.98,0.4712,4.3301,23.2,4769.4,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,28,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=26,Phase 2,hardware,600.0,4,1,0.1784,0.0007,0.1335,0.0009,3.1,0.0389,4.3301,17.9,1281.8,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,26,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=32,Phase 2,hardware,600.0,4,1,0.2669,0.0097,0.7271,0.0323,3.7,0.2244,4.3301,22.1,3101.5,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,32,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=800+QV=12,Phase 2,hardware,600.0,4,1,0.1768,0.001,0.1144,0.0008,2.45,0.0545,4.3301,25.6,3044.3,1,0.0,1.2,OK,32.0,20.0,5.0,20,2.0,10,800,5000,69.0,12,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=40,Phase 2,hardware,600.0,4,1,0.214,0.0047,0.3608,0.007,3.98,0.0958,4.3301,24.9,3183.1,1,0.0,1.4,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,40,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=800+QV=14,Phase 2,hardware,600.0,4,1,0.1774,0.0007,0.1156,0.0007,2.54,0.0404,4.3301,17.8,3097.1,1,0.0,1.1,OK,32.0,20.0,5.0,20,2.0,10,800,5000,69.0,14,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
QL=5000+QH=750+QV=35,Phase 2,hardware,600.0,4,1,0.3961,0.0238,0.6706,0.0424,4.03,0.4013,4.3301,23.3,7091.3,1,0.0,1.3,OK,32.0,20.0,5.0,20,2.0,10,750,5000,69.0,35,22.0,0.01,0.15,0.95,30,0.02,1,1,10,0.1,0.53,0.3,0.06
