monotonic_time_ns,ros_time_sec,ros_time_nsec,cpu_core_0_percent,cpu_core_1_percent,cpu_core_2_percent,cpu_core_3_percent,cpu_core_4_percent,cpu_core_5_percent
4041644911572,1779707258,102662719,100.000,0.000,100.000,100.000,100.000,100.000
4041664908164,1779707258,122658607,0.000,0.000,50.000,100.000,50.000,0.000
4041684908852,1779707258,142659008,100.000,50.000,50.000,0.000,100.000,0.000
4041704907461,1779707258,162658032,100.000,0.000,0.000,100.000,0.000,100.000
4041724911573,1779707258,182662240,75.000,50.000,100.000,100.000,50.000,100.000
4041744910117,1779707258,202659376,50.000,50.000,0.000,100.000,50.000,50.000
4041764911414,1779707258,222661185,100.000,50.000,50.000,0.000,0.000,0.000
4041784907846,1779707258,242658385,0.000,50.000,100.000,50.000,50.000,0.000
4041804908182,1779707258,262658689,0.000,0.000,100.000,50.000,0.000,100.000
4041824897126,1779707258,282646801,50.000,0.000,100.000,100.000,50.000,100.000
4041844908535,1779707258,302658402,50.000,0.000,100.000,50.000,0.000,0.000
4041864907495,1779707258,322658098,0.000,0.000,50.000,50.000,0.000,100.000
4041884909111,1779707258,342658690,50.000,100.000,100.000,0.000,50.000,50.000
4041904911144,1779707258,362661459,100.000,0.000,100.000,100.000,100.000,50.000
4041924907384,1779707258,382657699,100.000,0.000,50.000,50.000,0.000,50.000
4041944905640,1779707258,402655219,50.000,0.000,0.000,0.000,50.000,100.000
4041964907448,1779707258,422657187,0.000,100.000,100.000,50.000,50.000,0.000
4041984909353,1779707258,442659476,0.000,0.000,100.000,50.000,100.000,50.000
4042004909881,1779707258,462660452,100.000,50.000,100.000,100.000,100.000,100.000
4042024908937,1779707258,482658292,100.000,50.000,100.000,0.000,0.000,0.000
4042044911417,1779707258,502661349,50.000,100.000,50.000,0.000,100.000,50.000
4042064904298,1779707258,522654421,0.000,50.000,100.000,50.000,0.000,100.000
4042084912730,1779707258,542662757,0.000,0.000,100.000,0.000,0.000,0.000
4042104906026,1779707258,562656341,100.000,50.000,50.000,100.000,100.000,50.000
4042124907418,1779707258,582657190,0.000,0.000,100.000,50.000,50.000,66.667
4042144906667,1779707258,602656726,0.000,0.000,50.000,0.000,0.000,0.000
4042377215070,1779707258,834967209,0.000,0.000,50.000,0.000,0.000,0.000
4042384905422,1779707258,842655513,50.000,100.000,50.000,50.000,100.000,100.000
4042404904414,1779707258,862654281,50.000,0.000,50.000,50.000,50.000,0.000
4042424947536,1779707258,882697883,0.000,50.000,50.000,0.000,66.667,50.000
4042444906143,1779707258,902655786,0.000,0.000,100.000,0.000,50.000,100.000
4042464909839,1779707258,922659898,50.000,100.000,50.000,0.000,50.000,100.000
4042484906783,1779707258,942656555,0.000,100.000,100.000,100.000,50.000,100.000
4042504908336,1779707258,962658107,50.000,100.000,50.000,66.667,0.000,50.000
4042524907232,1779707258,982657547,0.000,50.000,0.000,0.000,50.000,50.000
4042544907312,1779707259,2656763,50.000,50.000,50.000,0.000,50.000,50.000
4042564911521,1779707259,22661164,100.000,0.000,100.000,0.000,50.000,100.000
4042584906097,1779707259,42655772,0.000,100.000,100.000,50.000,0.000,100.000
4042604907361,1779707259,62656269,100.000,0.000,66.667,0.000,50.000,100.000
4042624906546,1779707259,82655901,0.000,50.000,100.000,50.000,0.000,100.000
4042644906306,1779707259,102655533,0.000,0.000,100.000,0.000,0.000,0.000
4042664910035,1779707259,122660062,0.000,0.000,50.000,0.000,100.000,100.000
4042684908067,1779707259,142657806,0.000,0.000,50.000,50.000,50.000,0.000
4042704910196,1779707259,162660607,66.667,100.000,50.000,66.667,100.000,66.667
4042724907460,1779707259,182657839,50.000,100.000,50.000,0.000,0.000,50.000
4042744906420,1779707259,202655039,100.000,50.000,0.000,0.000,66.667,0.000
4042764906725,1779707259,222656016,0.000,0.000,100.000,50.000,0.000,50.000
4042784907477,1779707259,242657152,100.000,0.000,100.000,100.000,100.000,100.000
4042804908102,1779707259,262657457,0.000,100.000,100.000,0.000,0.000,50.000
4042824906966,1779707259,282656417,0.000,0.000,66.667,0.000,100.000,100.000
4042845101068,1779707259,302851608,100.000,0.000,66.667,0.000,100.000,0.000
4042864905239,1779707259,322654658,100.000,0.000,50.000,0.000,50.000,0.000
4042884906183,1779707259,342655890,0.000,50.000,50.000,0.000,0.000,50.000
4042904907352,1779707259,362656899,0.000,0.000,50.000,50.000,50.000,100.000
4042924904136,1779707259,382653363,0.000,0.000,50.000,0.000,50.000,100.000
4042944907032,1779707259,402655971,66.667,0.000,50.000,50.000,0.000,50.000
4042964902889,1779707259,422652180,0.000,100.000,100.000,0.000,100.000,0.000
4042984910457,1779707259,442659684,100.000,66.667,100.000,0.000,0.000,66.667
4043004904650,1779707259,462653973,0.000,0.000,0.000,100.000,100.000,100.000
4043024904378,1779707259,482653413,0.000,0.000,50.000,50.000,100.000,100.000
4043044903658,1779707259,502652821,0.000,50.000,0.000,0.000,100.000,100.000
4043064912667,1779707259,522661830,0.000,0.000,50.000,0.000,100.000,50.000
4043084908203,1779707259,542657526,0.000,0.000,50.000,50.000,50.000,100.000
4043104904156,1779707259,562653735,50.000,0.000,50.000,0.000,0.000,100.000
4043124905772,1779707259,582654871,0.000,100.000,0.000,66.667,66.667,100.000
4043144906972,1779707259,602655496,100.000,50.000,50.000,0.000,0.000,0.000
4043374189843,1779707259,832051457,0.000,50.000,50.000,0.000,100.000,0.000
4043384992548,1779707259,842742415,0.000,0.000,50.000,50.000,50.000,50.000
