monotonic_time_ns,ros_time_sec,ros_time_nsec,node_name,pid,cache_references,cache_misses,cache_reference_delta,cache_miss_delta,cache_miss_rate_percent,cache_hit_rate_percent,counters_valid
4038334389979,1779707254,792139239,ekf_localization,20908,2484403,63282,0,0,0.000000,-1.000000,true
4038334389979,1779707254,792139239,gpu_amcl_cpp,20906,58649943,870561,416019,18701,4.495227,95.504773,true
4038334389979,1779707254,792139239,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4038334389979,1779707254,792139239,lifecycle_manager_map,21050,0,0,0,0,0.000000,-1.000000,true
4038334389979,1779707254,792139239,map_server,21048,202811,12201,202811,12201,6.015946,93.984054,true
4038334389979,1779707254,792139239,odom_fused,20904,6017115,144188,0,0,0.000000,-1.000000,true
4038334389979,1779707254,792139239,performance_monitor,20912,3252026,67361,0,0,0.000000,-1.000000,true
4038334389979,1779707254,792139239,pipeline_latency_monitor,20910,3533728,95644,371841,14533,3.908391,96.091609,true
4038334389979,1779707254,792139239,scan_splitter_node,21065,614048,26604,614048,26604,4.332560,95.667440,true
4038334389979,1779707254,792139239,static_baselink_to_imu,21086,0,0,0,0,0.000000,-1.000000,true
4038334389979,1779707254,792139239,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4038334389979,1779707254,792139239,system_monitor,21058,2389228,48711,2389228,48711,2.038776,97.961224,true
4038334389979,1779707254,792139239,vesc_driver_node,21052,1701556,54054,1701556,54054,3.176739,96.823261,true
4038334389979,1779707254,792139239,vesc_to_odom_node,21054,0,0,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,ackermann_mux,21060,0,0,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,ackermann_to_vesc_node,21056,0,0,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,ekf_localization,20908,2484403,63282,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,gpu_amcl_cpp,20906,59068727,888909,418784,18348,4.381256,95.618744,true
4038534391257,1779707254,992140676,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,lifecycle_manager_map,21050,0,0,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,map_server,21048,352483,18084,149672,5883,3.930595,96.069405,true
4038534391257,1779707254,992140676,odom_fused,20904,6017115,144188,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,performance_monitor,20912,3252026,67361,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,pipeline_latency_monitor,20910,3902875,110192,369147,14548,3.940977,96.059023,true
4038534391257,1779707254,992140676,scan_splitter_node,21065,1225143,52380,611095,25776,4.218002,95.781998,true
4038534391257,1779707254,992140676,static_baselink_to_imu,21086,0,0,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,static_baselink_to_laser,21080,0,0,0,0,0.000000,-1.000000,true
4038534391257,1779707254,992140676,system_monitor,21058,4748282,96503,2359054,47792,2.025897,97.974103,true
4038534391257,1779707254,992140676,vesc_driver_node,21052,3454600,109395,1753044,55341,3.156852,96.843148,true
4038534391257,1779707254,992140676,vesc_to_odom_node,21054,0,0,0,0,0.000000,-1.000000,true
4038734394136,1779707255,192141187,ackermann_mux,21060,1353829,24375,1353829,24375,1.800449,98.199551,true
4038734394136,1779707255,192141187,ackermann_to_vesc_node,21056,1354784,48161,1354784,48161,3.554884,96.445116,true
4038734394136,1779707255,192141187,ekf_localization,20908,7223860,202123,4739457,138841,2.929471,97.070529,true
4038734394136,1779707255,192141187,gpu_amcl_cpp,20906,63838294,1030988,4769567,142079,2.978866,97.021134,true
4038734394136,1779707255,192141187,hokuyo_scip_driver,21062,0,0,0,0,0.000000,-1.000000,true
4038734394136,1779707255,192141187,lifecycle_manager_map,21050,454565,6926,454565,6926,1.523654,98.476346,true
4038734394136,1779707255,192141187,map_server,21048,3666645,92217,3314162,74133,2.236855,97.763145,true
4038734394136,1779707255,192141187,odom_fused,20904,7184720,206327,1167605,62139,5.321920,94.678080,true
4038734394136,1779707255,192141187,performance_monitor,20912,4921206,100035,1669180,32674,1.957488,98.042512,true
4038734394136,1779707255,192141187,pipeline_latency_monitor,20910,9692146,254169,5789271,143977,2.486963,97.513037,true
4038734394136,1779707255,192141187,scan_splitter_node,21065,3993081,117245,2767938,64865,2.343441,97.656559,true
4038734394136,1779707255,192141187,static_baselink_to_imu,21086,1384927,23102,1384927,23102,1.668102,98.331898,true
