monotonic_time_ns,ros_time_sec,ros_time_nsec,cpu_short_window_percent,gpu_percent
4039624909563,1779707256,82660454,37.238,0.000
4039644909547,1779707256,102659958,39.024,0.000
4039664908827,1779707256,122659046,40.524,0.000
4039685098161,1779707256,142849340,48.460,0.000
4039704932796,1779707256,162683559,62.175,0.000
4039724912779,1779707256,182663446,72.175,0.000
4039744910619,1779707256,202661062,81.460,0.000
4039764946284,1779707256,222697783,94.127,0.000
4039784900795,1779707256,242652198,95.747,0.000
4039804912971,1779707256,262664022,94.610,0.000
4039824911995,1779707256,282663046,90.195,0.000
4039844953964,1779707256,302704856,87.310,0.000
4039864910811,1779707256,322660838,84.372,0.000
4039884908779,1779707256,342658934,77.532,0.000
4039904909115,1779707256,362659398,65.942,0.000
4039924916907,1779707256,382667798,64.481,0.000
4039944909467,1779707256,402658950,55.736,0.000
4039964907659,1779707256,422656950,39.143,0.000
4039984906683,1779707256,442655462,33.667,0.000
4040004982925,1779707256,462731513,29.333,0.000
4040024907163,1779707256,482655270,25.887,0.000
4040044907179,1779707256,502655158,19.619,0.000
4040064907963,1779707256,522655974,18.918,0.000
4040084907051,1779707256,542654966,20.433,0.000
4040104905019,1779707256,562652870,21.143,0.000
4040124906571,1779707256,582655926,20.810,0.000
4040144908571,1779707256,602657286,22.240,0.000
4040406140690,1779707256,863989568,22.240,0.000
4040424893211,1779707256,882642214,21.028,0.000
4040444903755,1779707256,902650870,21.028,0.000
4040464904251,1779707256,922651846,18.734,0.000
4040484905323,1779707256,942652566,18.381,0.000
4040504907227,1779707256,962654406,22.716,0.000
4040524907243,1779707256,982654518,23.321,0.000
4040544991678,1779707257,2740617,24.845,0.000
4040564893419,1779707257,22644022,29.464,0.000
4040584914204,1779707257,42665671,36.274,0.000
4040604919916,1779707257,62669815,49.667,0.000
4040624909692,1779707257,82659943,64.810,0.000
4040644900300,1779707257,102650103,66.952,0.000
4040664899068,1779707257,122649383,66.000,0.000
4040684902988,1779707257,142652471,61.515,0.000
4040704905468,1779707257,162655560,53.290,0.000
4040724892620,1779707257,182642039,39.654,0.000
4040744903581,1779707257,202652872,31.775,0.000
4040764875532,1779707257,222624119,28.745,0.000
4040784898877,1779707257,242647816,26.286,0.000
4040804884588,1779707257,262634328,25.714,0.000
4040824903293,1779707257,282652744,25.190,0.000
4040844905997,1779707257,302655097,26.857,0.000
4040864902973,1779707257,322652297,26.857,0.000
4040884906958,1779707257,342655545,27.143,0.000
4040904905662,1779707257,362654729,27.857,0.000
4040924904398,1779707257,382653657,28.355,0.000
4040944905470,1779707257,402654377,27.143,0.000
4040964906766,1779707257,422657081,28.190,0.000
4040984929855,1779707257,442680810,25.190,0.000
4041004911279,1779707257,462661850,26.857,0.000
4041024906303,1779707257,482656458,26.000,0.000
4041044905743,1779707257,502655418,24.000,0.000
4041064907903,1779707257,522658570,30.000,0.000
4041084908431,1779707257,542658682,41.333,0.000
4041104907711,1779707257,562657675,39.286,0.000
4041124969873,1779707257,582719517,38.745,0.000
4041144907392,1779707257,602656267,28.398,0.000
4041374300982,1779707257,832052962,28.398,0.000
4041384906721,1779707257,842655500,30.988,0.000
4041404908946,1779707257,862657693,29.989,0.000
4041424905442,1779707257,882654701,29.893,0.000
4041444910002,1779707257,902659773,28.994,0.000
4041464911202,1779707257,922661197,27.940,0.000
4041484909106,1779707257,942659485,31.374,0.000
4041504908034,1779707257,962656877,30.429,0.000
4041524905234,1779707257,982654749,27.965,0.000
4041544904770,1779707258,2653614,31.238,0.000
4041564908147,1779707258,22658558,32.294,0.000
4041584910467,1779707258,42659982,26.571,0.000
4041604907059,1779707258,62657118,25.022,0.000
4041624944229,1779707258,82693232,28.381,0.000
4041644911572,1779707258,102662719,35.346,0.000
4041664908164,1779707258,122658607,38.074,0.000
4041684908852,1779707258,142659008,40.060,0.000
4041704907461,1779707258,162658032,43.774,0.000
4041724911573,1779707258,182662240,50.083,0.000
4041744910117,1779707258,202659376,47.803,0.000
4041764911414,1779707258,222661185,43.833,0.000
4041784907846,1779707258,242658385,42.121,0.000
4041804908182,1779707258,262658689,42.197,0.000
4041824897126,1779707258,282646801,43.452,0.000
4041844908535,1779707258,302658402,38.452,0.000
4041864907495,1779707258,322658098,38.452,0.000
4041884909111,1779707258,342658690,40.603,0.000
4041904911144,1779707258,362661459,40.952,0.000
4041924907384,1779707258,382657699,37.048,0.000
4041944905640,1779707258,402655219,37.048,0.000
4041964907448,1779707258,422657187,40.103,0.000
4041984909353,1779707258,442659476,38.016,0.000
4042004909881,1779707258,462660452,41.797,0.000
4042024908937,1779707258,482658292,39.574,0.000
4042044911417,1779707258,502661349,40.532,0.000
4042064904298,1779707258,522654421,42.042,0.000
4042084912730,1779707258,542662757,45.823,41.000
4042104906026,1779707258,562656341,43.190,50.000
4042124907418,1779707258,582657190,44.905,0.000
4042144906667,1779707258,602656726,35.422,0.000
4042377215070,1779707258,834967209,35.422,0.000
4042384905422,1779707258,842655513,39.210,0.000
4042404904414,1779707258,862654281,38.131,53.000
4042424947536,1779707258,882697883,41.595,44.000
4042444906143,1779707258,902655786,40.996,0.000
4042464909839,1779707258,922659898,42.298,44.000
4042484906783,1779707258,942656555,42.998,0.000
4042504908336,1779707258,962658107,40.631,44.000
4042524907232,1779707258,982657547,40.574,43.000
4042544907312,1779707259,2656763,42.131,44.000
4042564911521,1779707259,22661164,43.885,0.000
4042584906097,1779707259,42655772,45.655,19.000
4042604907361,1779707259,62656269,47.154,25.000
4042624906546,1779707259,82655901,42.690,0.000
4042644906306,1779707259,102655533,41.690,44.000
4042664910035,1779707259,122660062,41.190,17.000
4042684908067,1779707259,142657806,41.667,43.000
4042704910196,1779707259,162660607,37.619,44.000
4042724907460,1779707259,182657839,39.833,27.000
4042744906420,1779707259,202655039,38.258,16.000
4042764906725,1779707259,222656016,40.487,44.000
4042784907477,1779707259,242657152,39.917,43.000
4042804908102,1779707259,262657457,41.202,0.000
4042824906966,1779707259,282656417,41.786,43.000
4042845101068,1779707259,302851608,39.821,0.000
4042864905239,1779707259,322654658,38.321,43.000
4042884906183,1779707259,342655890,37.370,43.000
4042904907352,1779707259,362656899,37.673,0.000
4042924904136,1779707259,382653363,37.673,44.000
4042944907032,1779707259,402655971,38.460,43.000
4042964902889,1779707259,422652180,36.587,0.000
4042984910457,1779707259,442659684,37.237,43.000
4043004904650,1779707259,462653973,38.795,25.000
4043024904378,1779707259,482653413,35.175,19.000
4043044903658,1779707259,502652821,36.977,43.000
4043064912667,1779707259,522661830,39.881,43.000
4043084908203,1779707259,542657526,40.095,0.000
4043104904156,1779707259,562653735,36.881,43.000
4043124905772,1779707259,582654871,40.214,0.000
4043144906972,1779707259,602655496,40.405,0.000
4043374189843,1779707259,832051457,41.277,0.000
4043384992548,1779707259,842742415,42.905,0.000
4043404913042,1779707259,862663325,47.869,44.000
4043424904610,1779707259,882654221,44.583,0.000
4043444910643,1779707259,902660574,45.119,43.000
4043464906979,1779707259,922657166,41.548,43.000
4043484907155,1779707259,942657567,39.286,0.000
4043504906916,1779707259,962657199,37.518,43.000
4043524906772,1779707259,982656927,39.020,44.000
4043544907141,1779707260,2656496,39.020,44.000
4043564906997,1779707260,22656768,44.198,43.000
4043584905766,1779707260,42655473,49.271,6.000
4043604906198,1779707260,62656257,44.476,37.000
4043624904615,1779707260,82654066,44.476,0.000
4043644912023,1779707260,102662307,44.069,44.000
4043664908776,1779707260,122658707,41.634,0.000
4043684904152,1779707260,142653731,39.361,43.000
4043704908297,1779707260,162657908,39.665,43.000
4043724905913,1779707260,182655237,40.314,0.000
4043744905098,1779707260,202653941,39.726,44.000
4043764904698,1779707260,222653926,39.310,0.000
4043784908587,1779707260,242658742,40.810,0.000
4043804912604,1779707260,262662375,39.372,43.000
4043824908172,1779707260,282657975,40.887,0.000
4043844904797,1779707260,302654024,39.177,44.000
4043864903917,1779707260,322653496,37.965,43.000
4043884908798,1779707260,342658505,34.978,0.000
4043904913806,1779707260,362664090,35.762,43.000
4043924904287,1779707260,382654378,34.381,43.000
4043944911856,1779707260,402661883,39.214,10.000
4043964907040,1779707260,422657291,37.750,0.000
4043984909136,1779707260,442659324,38.702,43.000
4044004911777,1779707260,462662284,41.548,0.000
4044024906385,1779707260,482656541,39.083,0.000
4044044904354,1779707260,502654701,35.790,43.000
4044064905075,1779707260,522654942,37.002,43.000
4044084912739,1779707260,542663118,37.002,0.000
4044104907316,1779707260,562657503,32.536,43.000
4044124908516,1779707260,582658511,40.184,0.000
4044144910965,1779707260,602659648,33.500,4.000
4044379120423,1779707260,836872242,33.500,4.000
4044384908891,1779707260,842658726,34.214,4.000
4044404906252,1779707260,862656503,34.481,43.000
4044424902108,1779707260,882651751,30.476,0.000
4044444907469,1779707260,902657336,32.976,43.000
4044464904189,1779707260,922653544,35.690,44.000
4044484906638,1779707260,942656249,39.264,0.000
4044504905086,1779707260,962654922,42.476,44.000
4044524907055,1779707260,982656154,38.615,43.000
4044544909184,1779707261,2658475,37.965,44.000
4044564905520,1779707261,22654779,36.147,43.000
4044584906337,1779707261,42655820,32.798,0.000
4044604906610,1779707261,62655613,30.985,44.000
4044625386321,1779707261,83136188,33.258,43.000
4044644907155,1779707261,102657790,38.131,43.000
4044664907908,1779707261,122658255,43.131,0.000
4044684905652,1779707261,142656063,46.595,43.000
4044705099307,1779707261,162850294,43.881,44.000
4044724906550,1779707261,182656801,44.381,0.000
4044744907430,1779707261,202656913,41.861,44.000
4044764910359,1779707261,222660610,37.833,43.000
4044784911464,1779707261,242661235,37.576,0.000
4044804905240,1779707261,262655299,37.229,43.000
4044824910473,1779707261,282660820,37.229,0.000
4044844904697,1779707261,302654725,34.333,43.000
4044864905930,1779707261,322655669,36.439,44.000
4044884907355,1779707261,342657094,37.576,0.000
4044904905868,1779707261,362655671,40.530,57.000
4044924907324,1779707261,382656839,39.058,44.000
4044944906317,1779707261,402656472,37.464,0.000
4044964905054,1779707261,422655113,38.770,44.000
4044984905902,1779707261,442655289,34.306,43.000
4045004985889,1779707261,462735853,32.389,8.000
4045024906640,1779707261,482656731,30.960,36.000
4045044905216,1779707261,502654987,34.675,43.000
4045064909041,1779707261,522658716,33.341,43.000
4045084905922,1779707261,542655181,37.381,0.000
4045104908018,1779707261,562657949,38.976,43.000
4045124904547,1779707261,582654926,43.690,0.000
4045144910900,1779707261,602660031,34.520,43.000
4045380591669,1779707261,838447107,34.520,43.000
4045384905084,1779707261,842653959,37.702,43.000
4045404908204,1779707261,862657720,38.556,44.000
4045424913373,1779707261,882663464,41.806,0.000
4045444912846,1779707261,902662937,48.631,44.000
4045464910462,1779707261,922661258,48.512,44.000
4045484903983,1779707261,942654042,48.345,0.000
4045504906240,1779707261,962656203,48.243,43.000
4045524906256,1779707261,982656507,45.256,43.000
4045544910593,1779707262,2661164,42.280,45.000
4045564909938,1779707262,22660285,44.661,44.000
4045584912643,1779707262,42663022,48.990,0.000
4045604931380,1779707262,62681535,50.000,57.000
4045624907460,1779707262,82657647,55.952,0.000
4045644910197,1779707262,102661472,52.560,38.000
4045664905958,1779707262,122656273,52.036,4.000
4045684906007,1779707262,142656258,44.476,43.000
4045704905927,1779707262,162655699,42.706,43.000
4045724906648,1779707262,182656547,37.810,0.000
4045744906697,1779707262,202655540,41.696,43.000
4045764913754,1779707262,222663077,39.845,0.000
4045784914507,1779707262,242664598,39.437,0.000
4045804912956,1779707262,262662887,43.175,44.000
4045824907436,1779707262,282657911,41.811,0.000
4045844908221,1779707262,302658184,36.508,43.000
4045864908942,1779707262,322658617,37.139,43.000
4045884907071,1779707262,342657290,36.490,0.000
4045904908335,1779707262,362657819,37.083,43.000
4045924906080,1779707262,382655467,39.298,44.000
4045944914193,1779707262,402663836,44.298,0.000
4045964916418,1779707262,422666029,41.798,0.000
4045984913811,1779707262,442663294,38.512,43.000
4046004908643,1779707262,462657903,41.071,0.000
4046024909012,1779707262,482658591,37.240,43.000
4046044910405,1779707262,502660176,34.210,44.000
4046064908854,1779707262,522658529,33.381,43.000
4046084906727,1779707262,542656722,39.437,0.000
4046104907703,1779707262,562657795,38.788,0.000
4046124914953,1779707262,582664212,42.984,0.000
4046144907257,1779707262,602656324,36.389,43.000
4046376302582,1779707262,834054305,36.389,43.000
4046384908355,1779707262,842658446,34.139,43.000
4046404908276,1779707262,862658335,34.298,44.000
4046424906692,1779707262,882656655,35.964,0.000
4046444907925,1779707262,902658272,36.591,43.000
4046464908262,1779707262,922658161,35.250,43.000
4046484923799,1779707262,942673954,32.045,0.000
4046504905095,1779707262,962655155,33.786,43.000
4046524904728,1779707262,982654371,30.714,0.000
4046544908873,1779707263,2658452,32.500,52.000
4046564978748,1779707263,22729415,33.654,0.000
4046584907435,1779707263,42657334,36.187,0.000
4046604905148,1779707263,62654791,35.624,43.000
4046624907597,1779707263,82657752,32.937,43.000
4046645071267,1779707263,102821742,35.556,20.000
4046664910863,1779707263,122661370,42.143,43.000
4046684952961,1779707263,142702988,42.619,43.000
4046704907473,1779707263,162657724,44.805,0.000
4046724906593,1779707263,182656813,46.320,43.000
4046744907154,1779707263,202656318,41.369,43.000
4046764907907,1779707263,222657742,38.972,0.000
4046784912820,1779707263,242662944,39.297,44.000
4046804910757,1779707263,262660976,42.154,0.000
4046824905942,1779707263,282656353,44.048,44.000
4046844905287,1779707263,302655378,44.351,43.000
4046864904920,1779707263,322655011,44.286,0.000
4046884931818,1779707263,342681973,42.500,43.000
4046904907162,1779707263,362657925,36.214,43.000
4046924905867,1779707263,382656758,38.182,41.000
4046944910556,1779707263,402659495,36.250,10.000
4046964908429,1779707263,422658552,35.500,43.000
4046984909310,1779707263,442659817,38.182,47.000
4047004909391,1779707263,462659546,42.987,4.000
4047024906463,1779707263,482656523,39.286,43.000
4047044904496,1779707263,502654299,38.636,43.000
4047064909633,1779707263,522659053,40.667,0.000
4047084907986,1779707263,542657469,40.000,44.000
4047104907139,1779707263,562657838,40.500,0.000
4047124907444,1779707263,582657503,45.260,43.000
4047144909349,1779707263,602658800,34.500,43.000
4047378345251,1779707263,836097390,34.500,43.000
4047384907248,1779707263,842656635,35.036,43.000
4047404912385,1779707263,862662508,35.227,0.000
4047424909586,1779707263,882659325,32.045,43.000
4047444913507,1779707263,902663790,33.831,43.000
4047464906516,1779707263,922655935,30.964,0.000
4047484906981,1779707263,942656368,32.929,56.000
4047504905750,1779707263,962654913,32.214,44.000
4047524905031,1779707263,982654450,34.481,43.000
4047544906648,1779707264,2655331,32.468,43.000
4047564905481,1779707264,22654836,29.545,7.000
4047584905722,1779707264,42655301,28.500,36.000
4047604905419,1779707264,62654934,27.786,43.000
4047625256263,1779707264,83006738,30.821,44.000
4047644908141,1779707264,102658552,37.536,8.000
4047664906846,1779707264,122657065,41.536,43.000
4047684906447,1779707264,142656474,41.169,43.000
4047704907232,1779707264,162657067,37.532,0.000
4047724904433,1779707264,182654204,36.464,43.000
4047744905378,1779707264,202655181,37.131,43.000
4047764904755,1779707264,222654302,33.755,0.000
4047784905636,1779707264,242655600,35.881,44.000
4047804908694,1779707264,262658817,40.881,0.000
4047824914759,1779707264,282664690,40.167,43.000
4047844905976,1779707264,302656035,38.333,43.000
4047864905737,1779707264,322655668,36.500,0.000
4047884907866,1779707264,342657829,34.697,43.000
4047904914411,1779707264,362664022,30.714,43.000
4047924906684,1779707264,382655847,30.714,24.000
4047944909965,1779707264,402659128,30.032,44.000
4047964905374,1779707264,422655145,31.169,44.000
4047984912399,1779707264,442662714,30.260,0.000
4048004906272,1779707264,462656139,35.000,0.000
4048024904849,1779707264,482654460,35.500,43.000
4048044909122,1779707264,502659181,37.500,43.000
4048064907411,1779707264,522657695,39.306,0.000
4048084907716,1779707264,542656784,42.806,58.000
4048104905301,1779707264,562655297,36.806,0.000
4048124912455,1779707264,582662834,37.291,43.000
4048144931608,1779707264,602680931,37.500,43.000
4048375362586,1779707264,833219849,37.500,43.000
4048384904740,1779707264,842655119,39.286,43.000
4048404908213,1779707264,862658401,32.548,0.000
4048425734880,1779707264,883485260,36.298,0.000
4048444906840,1779707264,902656899,34.798,0.000
4048464904008,1779707264,922654068,40.048,0.000
4048484910554,1779707264,942660101,35.667,44.000
4048504905323,1779707264,962655318,34.697,43.000
4048524908476,1779707264,982658631,34.589,44.000
4048544905549,1779707265,2654424,30.271,43.000
4048564911358,1779707265,22661225,31.407,0.000
4048584908943,1779707265,42658714,29.964,43.000
4048604906112,1779707265,62656012,34.964,44.000
4048624907826,1779707265,82658013,40.617,43.000
4048644904547,1779707265,102654446,43.250,0.000
4048664908692,1779707265,122659167,41.742,43.000
4048684911845,1779707265,142661840,41.667,43.000
4048704911607,1779707265,162661986,36.667,0.000
4048724913736,1779707265,182663379,33.202,43.000
4048744865463,1779707265,202621411,31.167,0.000
4048764910474,1779707265,222660277,33.500,44.000
4048784875130,1779707265,242625253,36.861,44.000
4048804910540,1779707265,262660696,36.861,43.000
4048824908382,1779707265,282658025,38.464,43.000
4048844912687,1779707265,302662074,41.262,0.000
4048864909056,1779707265,322659467,39.069,43.000
4048884911121,1779707265,342660476,37.175,43.000
4048904986629,1779707265,362736464,36.429,53.000
4048924912500,1779707265,382662367,38.799,0.000
4048944908901,1779707265,402659056,37.890,43.000
4048964909366,1779707265,422659009,39.708,43.000
4048984908359,1779707265,442658290,43.604,0.000
4049004943609,1779707265,462693093,44.631,43.000
4049024913482,1779707265,482663861,41.437,0.000
4049044908123,1779707265,502658694,37.437,0.000
4049064915340,1779707265,522665463,40.389,44.000
4049084912733,1779707265,542663368,39.389,43.000
4049104909038,1779707265,562659225,40.808,0.000
4049124908319,1779707265,582658379,41.566,43.000
4049144950866,1779707265,602699869,53.381,0.000
