monotonic_time_ns,ros_time_sec,ros_time_nsec,node_name,pid,cache_references,cache_misses,cache_reference_delta,cache_miss_delta,cache_miss_rate_percent,cache_hit_rate_percent,counters_valid
4764771868334,1781364885,111845275,static_baselink_to_imu,30631,1361740,22548,0,0,0.000000,-1.000000,true
4764771868334,1781364885,111845275,static_baselink_to_laser,30612,654767,13235,0,0,0.000000,-1.000000,true
4764771868334,1781364885,111845275,system_monitor,30584,216715332,4676082,31748601,692787,2.182102,97.817898,true
4764771868334,1781364885,111845275,vesc_driver_node,30578,20947743,791430,2038606,85276,4.183054,95.816946,true
4764771868334,1781364885,111845275,vesc_to_odom_node,30580,26263505,1732157,3963270,269149,6.791084,93.208916,true
4764971869873,1781364885,305794623,ackermann_mux,30586,1730836,30572,0,0,0.000000,-1.000000,true
4764971869873,1781364885,305794623,ackermann_to_vesc_node,30582,25502706,1360306,3313584,180672,5.452465,94.547535,true
4764971869873,1781364885,305794623,ekf_localization,30481,28047983,807107,3360899,103647,3.083907,96.916093,true
4764971869873,1781364885,305794623,gpu_amcl_cpp,30479,348125096,1956593,2481931,103379,4.165265,95.834735,true
4764971869873,1781364885,305794623,hokuyo_scip_driver,30588,1900390,34662,0,0,0.000000,-1.000000,true
4764971869873,1781364885,305794623,lateral_planner_node,30719,16103463,105578,16103463,105578,0.655623,99.344377,true
4764971869873,1781364885,305794623,lifecycle_manager_map,30576,2782611,75272,31170,1313,4.212384,95.787616,true
4764971869873,1781364885,305794623,map_server,30574,184784463,410413,151100,5586,3.696889,96.303111,true
