label,phase,raceline,score,base_score,promotable,promotable_deficit,promotable_reason,passed,failed,failed_non_speed,scenario_count,scenario_failures,recovery_failures,main_failed,lap_time_est,completed_laps,progress_m,avg_progress_mps,max_steer_change,steer_reversals,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,solver_optimal_rate,solver_max_iter_rate,avg_lap_time,status,return_code,scenario_race_status,scenario_race_lap_time_est,scenario_race_avg_progress_mps,scenario_race_avg_lat_err,scenario_race_avg_vx,scenario_race_wall_collisions,scenario_race_failed_non_speed,scenario_race_speed_check_pass,Q_LAT,Q_HDG,Q_VEL,Q_LAT_VEL,Q_YAW,R_STEER,R_ACCEL,W_JERK,W_ACCEL_RATE,RHO,RHO_U,TOL,MAX_ITER,HORIZON,PRED_DT
1/1 BASELINE,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,0,0.0,status_not_ok|wall_collision|scenario_failure|race_not_ok,4,2,2,1,1,0,1,7.076344805887185,0,8.6957,5.7209,0.1565,1.0,0.811,0.1061,1.5696,0.3992,6.88,4.4578,0.9515,3.8981,3968.9,6481.7,1,1.1,14.8,0.574257,0.425743,0.0,EXIT_FAIL,1,EXIT_FAIL,7.076344805887185,5.7209,0.1061,4.4578,1,2,1,1000.0,28.8,30.0,1.04,1.5,1.5,0.01,0.04,0.1,8.0,12.0,0.01,100,20,0.03
