label,phase,raceline,score,tracker_score,fastest_score,promotable,promotable_deficit,promotable_reason,passed,failed,failed_non_speed,scenario_count,scenario_failures,recovery_failures,main_failed,lap_time_est,completed_laps,progress_m,avg_progress_mps,max_steer_change,steer_reversals,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,solver_optimal_rate,solver_max_iter_rate,avg_lap_time,status,return_code,scenario_race_status,scenario_race_lap_time_est,scenario_race_avg_progress_mps,scenario_race_avg_lat_err,scenario_race_avg_vx,scenario_race_wall_collisions,scenario_race_failed_non_speed,scenario_race_speed_check_pass,Q_LAT,Q_HDG,Q_VEL,Q_LAT_VEL,Q_YAW,R_STEER,R_ACCEL,W_JERK,W_ACCEL_RATE,RHO,RHO_U,TOL,MAX_ITER,HORIZON,PRED_DT
BASELINE,Phase 1: One-at-a-time sensitivity,my_track,8.270413,71.845,8.270413,1,0.0,,5,1,0,1,0,0,0,8.05,1,41.655,2.777,0.1681,0.0,1.0961,0.1176,0.6038,0.1053,4.73,2.8176,0.6536,4.4994,2725.3,59393.4,0,0.0,4.1,0.967667,0.032333,8.05,OK,1,OK,8.05,2.777,0.1176,2.8176,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=9000,Phase 1: One-at-a-time sensitivity,my_track,8.142822,70.73,8.142822,1,0.0,,5,1,0,1,0,0,0,7.93,1,41.9986,2.7999,0.1966,0.0,1.0961,0.1108,0.6207,0.1054,4.65,2.8458,0.6254,4.4994,2830.0,68125.6,0,0.0,4.0,0.970333,0.029667,7.93,OK,1,OK,7.93,2.7999,0.1108,2.8458,0,0,0,9000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=10000,Phase 1: One-at-a-time sensitivity,my_track,8.194486,70.902,8.194486,1,0.0,,5,1,0,1,0,0,0,7.98,1,41.9047,2.7936,0.1966,0.0,1.0961,0.112,0.6117,0.1038,4.69,2.8324,0.6392,4.4994,2571.7,58478.2,0,0.0,4.1,0.968,0.032,7.98,OK,1,OK,7.98,2.7936,0.112,2.8324,0,0,0,10000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=11000,Phase 1: One-at-a-time sensitivity,my_track,8.224978,71.39,8.224978,1,0.0,,5,1,0,1,0,0,0,8.01,1,41.7932,2.7862,0.1966,0.0,1.0961,0.1123,0.6098,0.1024,4.71,2.8205,0.6486,4.4994,2913.8,61010.1,0,0.0,4.1,0.969333,0.030667,8.01,OK,1,OK,8.01,2.7862,0.1123,2.8205,0,0,0,11000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=12000,Phase 1: One-at-a-time sensitivity,my_track,8.33231,72.41,8.33231,1,0.0,,5,1,0,1,0,0,0,8.11,1,41.2943,2.753,0.1966,0.0,1.0961,0.1172,0.6026,0.1017,4.76,2.7833,0.6825,4.4994,2713.9,60591.2,0,0.0,4.3,0.968667,0.031333,8.11,OK,1,OK,8.11,2.753,0.1172,2.7833,0,0,0,12000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=13000,Phase 1: One-at-a-time sensitivity,my_track,8.38559,73.069,8.38559,1,0.0,,5,1,0,1,0,0,0,8.16,1,41.0436,2.7362,0.1966,0.0,1.0961,0.1196,0.6115,0.1007,4.78,2.7649,0.6985,4.4994,2753.8,58682.9,0,0.0,4.4,0.968333,0.031667,8.16,OK,1,OK,8.16,2.7362,0.1196,2.7649,0,0,0,13000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=14000,Phase 1: One-at-a-time sensitivity,my_track,8.391786,73.169,8.391786,1,0.0,,5,1,0,1,0,0,0,8.165,1,40.9941,2.7329,0.1966,0.0,1.0961,0.1207,0.6111,0.0997,4.77,2.7588,0.7047,4.4994,2665.3,58576.7,0,0.0,4.4,0.969,0.031,8.165,OK,1,OK,8.165,2.7329,0.1207,2.7588,0,0,0,14000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT=15000,Phase 1: One-at-a-time sensitivity,my_track,8.42981,73.795,8.42981,1,0.0,,5,1,0,1,0,0,0,8.2,1,40.7682,2.7179,0.1966,0.0,1.0961,0.1227,0.6115,0.0997,4.72,2.7426,0.7175,4.4994,2872.5,59945.9,0,0.0,4.4,0.969333,0.030667,8.2,OK,1,OK,8.2,2.7179,0.1227,2.7426,0,0,0,15000,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=2600,Phase 1: One-at-a-time sensitivity,my_track,8.50463,74.274,8.50463,1,0.0,,5,1,0,1,0,0,0,8.265,1,39.5959,2.6397,0.1966,0.0,1.0961,0.1308,0.5872,0.1023,4.55,2.7029,0.726,4.4994,2534.3,59235.5,0,0.0,4.1,0.972,0.028,8.265,OK,1,OK,8.265,2.6397,0.1308,2.7029,0,0,0,9660.42,2600,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=3000,Phase 1: One-at-a-time sensitivity,my_track,8.64335,76.055,8.64335,1,0.0,,5,1,0,1,0,0,0,8.39,1,38.8535,2.5902,0.1966,0.0,1.0961,0.1414,0.5804,0.1034,4.53,2.6572,0.7595,4.4994,2677.0,59976.2,0,0.0,4.2,0.97,0.03,8.39,OK,1,OK,8.39,2.5902,0.1414,2.6572,0,0,0,9660.42,3000,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=3200,Phase 1: One-at-a-time sensitivity,my_track,8.661366,76.406,8.661366,1,0.0,,5,1,0,1,0,0,0,8.405,1,38.6552,2.577,0.1966,0.0,1.0961,0.144,0.5794,0.1032,4.52,2.6462,0.7657,4.4994,2740.6,59645.0,0,0.0,4.1,0.971667,0.028333,8.405,OK,1,OK,8.405,2.577,0.144,2.6462,0,0,0,9660.42,3200,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=3400,Phase 1: One-at-a-time sensitivity,my_track,8.712882,77.071,8.712882,1,0.0,,5,1,0,1,0,0,0,8.45,1,38.3968,2.5598,0.1966,0.0,1.0961,0.1489,0.5747,0.1044,4.51,2.629,0.7799,4.4994,2676.2,59467.8,0,0.0,4.1,0.971667,0.028333,8.45,OK,1,OK,8.45,2.5598,0.1489,2.629,0,0,0,9660.42,3400,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=3600,Phase 1: One-at-a-time sensitivity,my_track,8.72505,77.226,8.72505,1,0.0,,5,1,0,1,0,0,0,8.46,1,38.2469,2.5498,0.1966,0.0,1.0961,0.1511,0.5733,0.1035,4.5,2.6213,0.784,4.4994,2596.8,56338.2,0,0.0,4.1,0.970667,0.029333,8.46,OK,1,OK,8.46,2.5498,0.1511,2.6213,0,0,0,9660.42,3600,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=3800,Phase 1: One-at-a-time sensitivity,my_track,8.887462,79.167,8.887462,1,0.0,,5,1,0,1,0,0,0,8.61,1,37.7472,2.5165,0.1966,0.0,1.0961,0.16,0.5755,0.1061,4.55,2.5896,0.8149,4.4994,2973.1,61202.1,0,0.0,4.1,0.969,0.031,8.61,OK,1,OK,8.61,2.5165,0.16,2.5896,0,0,0,9660.42,3800,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=4000,Phase 1: One-at-a-time sensitivity,my_track,8.878242,78.842,8.878242,1,0.0,,5,1,0,1,0,0,0,8.6,1,37.713,2.5142,0.1966,0.0,1.0961,0.1611,0.572,0.1055,4.53,2.5896,0.8139,4.4994,2570.6,59869.2,0,0.0,4.1,0.967,0.033,8.6,OK,1,OK,8.6,2.5142,0.1611,2.5896,0,0,0,9660.42,4000,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=4200,Phase 1: One-at-a-time sensitivity,my_track,8.901358,79.316,8.901358,1,0.0,,5,1,0,1,0,0,0,8.62,1,37.5976,2.5065,0.1966,0.0,1.0961,0.1638,0.5698,0.1052,4.51,2.5823,0.8206,4.4994,2765.6,59193.6,0,0.0,4.0,0.971667,0.028333,8.62,OK,1,OK,8.62,2.5065,0.1638,2.5823,0,0,0,9660.42,4200,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_HDG=4600,Phase 1: One-at-a-time sensitivity,my_track,9.073166,81.337,9.073166,1,0.0,,5,1,0,1,0,0,0,8.76,1,36.9685,2.4646,0.1966,1.0,1.0961,0.1764,0.5671,0.1077,4.39,2.5453,0.8607,4.4994,2757.3,63882.4,0,0.0,4.1,0.969,0.031,8.76,OK,1,OK,8.76,2.4646,0.1764,2.5453,0,0,0,9660.42,4600,132.192,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=42,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,2.05,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,4,2,1,1,1,0,1,999.0,0,0.0,0.0,0.0912,0.0,1.0961,1.0961,0.0568,0.0568,0.0,0.0,4.4994,4.4994,1632.4,58024.7,0,0.0,2.1,0.996,0.004,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,9660.42,1400.0,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=45,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,2.05,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,4,2,1,1,1,0,1,999.0,0,0.0,0.0,0.0912,0.0,1.0961,1.096,0.0568,0.0568,0.02,0.0,4.4993,4.4994,1419.8,46430.2,0,0.0,2.2,0.995667,0.004333,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,9660.42,1400.0,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=48,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,2.05,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,4,2,1,1,1,0,1,999.0,0,0.0,0.0,0.0912,0.0,1.0961,1.096,0.0568,0.0568,0.04,0.0,4.4993,4.4994,1498.9,59127.9,0,0.0,2.2,0.996333,0.003667,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,9660.42,1400.0,48,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=50,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,2.05,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,4,2,1,1,1,0,1,999.0,0,0.0,0.0,0.0912,0.0,1.0961,1.096,0.0568,0.0568,0.05,0.0,4.4993,4.4994,1693.1,58810.8,0,0.0,2.4,0.995667,0.004333,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,9660.42,1400.0,50,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=53,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,2.04995,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,4,2,1,1,1,0,1,999.0,0,0.0005,0.0,0.0912,0.0,1.0961,1.096,0.0568,0.0568,0.08,0.0001,4.4993,4.4994,2426.7,59605.8,0,0.0,3.0,0.994667,0.005333,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0001,0,1,0,9660.42,1400.0,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_VEL=56,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,2.04965,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,4,2,1,1,1,0,1,999.0,0,0.0013,0.0001,0.0912,0.0,1.0961,1.0959,0.0568,0.0567,0.1,0.0001,4.4992,4.4994,2046.2,59232.5,0,0.0,2.8,0.995,0.005,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,9660.42,1400.0,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=3.8,Phase 1: One-at-a-time sensitivity,my_track,8.17901,70.96,8.17901,1,0.0,,5,1,0,1,0,0,0,7.965,1,41.9503,2.7967,0.1966,0.0,1.0961,0.1117,0.6117,0.1042,4.67,2.8378,0.635,4.4994,2798.8,60059.7,0,0.0,4.1,0.969333,0.030667,7.965,OK,1,OK,7.965,2.7967,0.1117,2.8378,0,0,0,9660.42,1400.0,132.192,3.8,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=4.2,Phase 1: One-at-a-time sensitivity,my_track,8.206018,71.375,8.206018,1,0.0,,5,1,0,1,0,0,0,7.99,1,41.8639,2.7909,0.1966,0.0,1.0961,0.1133,0.6198,0.104,4.69,2.8318,0.6411,4.4994,2908.0,62880.2,0,0.0,4.1,0.968333,0.031667,7.99,OK,1,OK,7.99,2.7909,0.1133,2.8318,0,0,0,9660.42,1400.0,132.192,4.2,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=4.6,Phase 1: One-at-a-time sensitivity,my_track,8.21617,71.542,8.21617,1,0.0,,5,1,0,1,0,0,0,8.0,1,41.849,2.7899,0.1966,0.0,1.0961,0.1133,0.6152,0.1042,4.7,2.8308,0.642,4.4994,3093.0,72706.4,0,0.0,4.1,0.969333,0.030667,8.0,OK,1,OK,8.0,2.7899,0.1133,2.8308,0,0,0,9660.42,1400.0,132.192,4.6,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=5.0,Phase 1: One-at-a-time sensitivity,my_track,8.162402,70.853,8.162402,1,0.0,,5,1,0,1,0,0,0,7.95,1,41.9425,2.7962,0.1966,0.0,1.0961,0.1103,0.6154,0.1039,4.66,2.8375,0.6339,4.4994,2866.5,62254.7,0,0.0,4.0,0.970333,0.029667,7.95,OK,1,OK,7.95,2.7962,0.1103,2.8375,0,0,0,9660.42,1400.0,132.192,5.0,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_LAT_VEL=5.4,Phase 1: One-at-a-time sensitivity,my_track,8.231954,71.506,8.231954,1,0.0,,5,1,0,1,0,0,0,8.015,1,41.7523,2.7835,0.1966,0.0,1.0961,0.1139,0.614,0.1039,4.7,2.825,0.6458,4.4994,2882.9,65073.6,0,0.0,4.1,0.969,0.031,8.015,OK,1,OK,8.015,2.7835,0.1139,2.825,0,0,0,9660.42,1400.0,132.192,5.4,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_YAW=1.8,Phase 1: One-at-a-time sensitivity,my_track,8.173958,70.958,8.173958,1,0.0,,5,1,0,1,0,0,0,7.96,1,41.9447,2.7963,0.1966,0.0,1.0961,0.1116,0.6174,0.1041,4.67,2.8372,0.6361,4.4994,2781.6,60209.3,0,0.0,4.0,0.969333,0.030667,7.96,OK,1,OK,7.96,2.7963,0.1116,2.8372,0,0,0,9660.42,1400.0,132.192,4.59,1.8,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_YAW=2.1,Phase 1: One-at-a-time sensitivity,my_track,8.195258,71.042,8.195258,1,0.0,,5,1,0,1,0,0,0,7.98,1,41.8627,2.7908,0.1966,0.0,1.0961,0.1127,0.6099,0.1037,4.67,2.8319,0.6406,4.4994,2671.5,58189.0,0,0.0,4.1,0.97,0.03,7.98,OK,1,OK,7.98,2.7908,0.1127,2.8319,0,0,0,9660.42,1400.0,132.192,4.59,2.1,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_YAW=2.4,Phase 1: One-at-a-time sensitivity,my_track,8.178198,71.036,8.178198,1,0.0,,5,1,0,1,0,0,0,7.965,1,41.9059,2.7937,0.1966,0.0,1.0961,0.111,0.6211,0.1038,4.66,2.8353,0.6356,4.4994,2885.2,58883.5,0,0.0,4.1,0.968667,0.031333,7.965,OK,1,OK,7.965,2.7937,0.111,2.8353,0,0,0,9660.42,1400.0,132.192,4.59,2.4,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
Q_YAW=2.7,Phase 1: One-at-a-time sensitivity,my_track,8.189014,71.223,8.189014,1,0.0,,5,1,0,1,0,0,0,7.975,1,41.856,2.7904,0.1966,0.0,1.0961,0.1116,0.6164,0.1039,4.67,2.8324,0.6378,4.4994,3016.9,60574.6,0,0.0,4.1,0.969667,0.030333,7.975,OK,1,OK,7.975,2.7904,0.1116,2.8324,0,0,0,9660.42,1400.0,132.192,4.59,2.7,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=1.8,Phase 1: One-at-a-time sensitivity,my_track,7.69887,69.473,7.69887,1,0.0,,5,1,0,1,0,0,0,7.4875,2,42.1043,2.807,0.1966,0.0,1.0961,0.1099,0.6186,0.1036,4.71,2.8462,0.6275,4.4994,2727.7,59315.8,0,0.0,4.1,0.97,0.03,7.4875,OK,1,OK,7.4875,2.807,0.1099,2.8462,0,0,0,9660.42,1400.0,132.192,4.59,2.112,1.8,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=2.0,Phase 1: One-at-a-time sensitivity,my_track,8.161982,70.614,8.161982,1,0.0,,5,1,0,1,0,0,0,7.95,1,42.042,2.8028,0.1966,0.0,1.0961,0.1102,0.6146,0.1037,4.67,2.8417,0.6309,4.4994,2656.7,62637.3,0,0.0,4.0,0.970333,0.029667,7.95,OK,1,OK,7.95,2.8028,0.1102,2.8417,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.0,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=2.2,Phase 1: One-at-a-time sensitivity,my_track,8.168442,70.805,8.168442,1,0.0,,5,1,0,1,0,0,0,7.955,1,41.9541,2.7969,0.1966,0.0,1.0961,0.1113,0.62,0.1039,4.66,2.8378,0.6344,4.4994,2658.0,60638.2,0,0.0,4.0,0.97,0.03,7.955,OK,1,OK,7.955,2.7969,0.1113,2.8378,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.2,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=2.4,Phase 1: One-at-a-time sensitivity,my_track,8.249614,71.493,8.249614,1,0.0,,5,1,0,1,0,0,0,8.03,1,41.694,2.7796,0.1966,0.0,1.0961,0.1158,0.6088,0.1051,4.71,2.8202,0.6493,4.4994,2571.5,59015.2,0,0.0,4.1,0.968,0.032,8.03,OK,1,OK,8.03,2.7796,0.1158,2.8202,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.4,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=2.6,Phase 1: One-at-a-time sensitivity,my_track,8.168186,70.757,8.168186,1,0.0,,5,1,0,1,0,0,0,7.955,1,41.8925,2.7928,0.1966,0.0,1.0961,0.1107,0.6218,0.105,4.63,2.8352,0.6332,4.4994,2625.1,60772.9,0,0.0,4.0,0.970667,0.029333,7.955,OK,1,OK,7.955,2.7928,0.1107,2.8352,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.6,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_STEER=2.8,Phase 1: One-at-a-time sensitivity,my_track,8.168578,70.826,8.168578,1,0.0,,5,1,0,1,0,0,0,7.955,1,41.8434,2.7896,0.1966,0.0,1.0961,0.1109,0.6159,0.1052,4.63,2.8332,0.6346,4.4994,2699.4,61042.0,0,0.0,4.0,0.969333,0.030667,7.955,OK,1,OK,7.955,2.7896,0.1109,2.8332,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.8,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_ACCEL=0.0055,Phase 1: One-at-a-time sensitivity,my_track,8.281166,71.842,8.281166,1,0.0,,5,1,0,1,0,0,0,8.06,1,41.5636,2.7709,0.1966,0.0,1.0961,0.117,0.5998,0.1045,4.72,2.8126,0.6567,4.4994,2730.6,59203.1,0,0.0,4.1,0.969667,0.030333,8.06,OK,1,OK,8.06,2.7709,0.117,2.8126,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0055,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_ACCEL=0.0075,Phase 1: One-at-a-time sensitivity,my_track,8.210898,71.436,8.210898,1,0.0,,5,1,0,1,0,0,0,7.995,1,41.8434,2.7896,0.1966,0.0,1.0961,0.1131,0.614,0.104,4.69,2.8301,0.6421,4.4994,3006.8,69362.7,0,0.0,4.1,0.97,0.03,7.995,OK,1,OK,7.995,2.7896,0.1131,2.8301,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0075,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_ACCEL=0.0085,Phase 1: One-at-a-time sensitivity,my_track,8.243738,71.775,8.243738,1,0.0,,5,1,0,1,0,0,0,8.025,1,41.7429,2.7829,0.1966,0.0,1.0961,0.1153,0.6141,0.1044,4.71,2.8229,0.6481,4.4994,2995.5,61245.3,0,0.0,4.1,0.970667,0.029333,8.025,OK,1,OK,8.025,2.7829,0.1153,2.8229,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0085,0.063,0.17,18.0,24.0,0.1,50,10,0.032
R_ACCEL=0.0095,Phase 1: One-at-a-time sensitivity,my_track,8.277026,72.177,8.277026,1,0.0,,5,1,0,1,0,0,0,8.055,1,41.694,2.7796,0.1966,0.0,1.0961,0.1179,0.6045,0.1052,4.72,2.8193,0.6527,4.4994,3116.8,61114.2,0,0.0,4.1,0.968667,0.031333,8.055,OK,1,OK,8.055,2.7796,0.1179,2.8193,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0095,0.063,0.17,18.0,24.0,0.1,50,10,0.032
W_JERK=0.05,Phase 1: One-at-a-time sensitivity,my_track,8.210434,71.074,8.210434,1,0.0,,5,1,0,1,0,0,0,7.995,1,41.846,2.7897,0.1966,0.0,1.0961,0.1129,0.6206,0.1035,4.69,2.8308,0.6413,4.4994,2557.7,59158.9,0,0.0,4.1,0.970667,0.029333,7.995,OK,1,OK,7.995,2.7897,0.1129,2.8308,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.05,0.17,18.0,24.0,0.1,50,10,0.032
W_JERK=0.08,Phase 1: One-at-a-time sensitivity,my_track,8.211238,71.275,8.211238,1,0.0,,5,1,0,1,0,0,0,7.995,1,41.81,2.7873,0.1966,0.0,1.0961,0.1134,0.6153,0.104,4.71,2.8287,0.6426,4.4994,2759.0,62452.6,0,0.0,4.1,0.970667,0.029333,7.995,OK,1,OK,7.995,2.7873,0.1134,2.8287,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.08,0.17,18.0,24.0,0.1,50,10,0.032
W_JERK=0.1,Phase 1: One-at-a-time sensitivity,my_track,8.216586,71.302,8.216586,1,0.0,,5,1,0,1,0,0,0,8.0,1,41.8527,2.7902,0.1966,0.0,1.0961,0.1137,0.6145,0.1042,4.7,2.8308,0.6422,4.4994,2758.2,61668.4,0,0.0,4.1,0.968667,0.031333,8.0,OK,1,OK,8.0,2.7902,0.1137,2.8308,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.1,0.17,18.0,24.0,0.1,50,10,0.032
W_JERK=0.12,Phase 1: One-at-a-time sensitivity,my_track,8.177698,71.015,8.177698,1,0.0,,5,1,0,1,0,0,0,7.965,1,41.9425,2.7962,0.1966,0.0,1.0961,0.1105,0.6178,0.1042,4.66,2.8366,0.6336,4.4994,2958.1,60531.9,0,0.0,4.1,0.968667,0.031333,7.965,OK,1,OK,7.965,2.7962,0.1105,2.8366,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.12,0.17,18.0,24.0,0.1,50,10,0.032
W_ACCEL_RATE=0.13,Phase 1: One-at-a-time sensitivity,my_track,8.23731,71.855,8.23731,1,0.0,,5,1,0,1,0,0,0,8.02,1,41.6639,2.7776,0.1966,0.0,1.0961,0.114,0.6175,0.1038,4.71,2.819,0.6495,4.4994,3188.8,80466.0,0,0.0,4.1,0.968667,0.031333,8.02,OK,1,OK,8.02,2.7776,0.114,2.819,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.13,18.0,24.0,0.1,50,10,0.032
W_ACCEL_RATE=0.16,Phase 1: One-at-a-time sensitivity,my_track,8.223266,71.478,8.223266,1,0.0,,5,1,0,1,0,0,0,8.005,1,41.7932,2.7862,0.1966,0.0,1.0961,0.1149,0.6142,0.1048,4.7,2.8265,0.6452,4.4994,2771.9,61969.9,0,0.0,4.1,0.970667,0.029333,8.005,OK,1,OK,8.005,2.7862,0.1149,2.8265,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.16,18.0,24.0,0.1,50,10,0.032
W_ACCEL_RATE=0.19,Phase 1: One-at-a-time sensitivity,my_track,8.194369,71.364,8.194369,1,0.0,,5,1,0,1,0,0,0,7.98,1,41.8956,2.793,0.1681,0.0,1.0961,0.1131,0.6114,0.1045,4.68,2.8342,0.6383,4.4994,3051.4,65154.4,0,0.0,4.1,0.970667,0.029333,7.98,OK,1,OK,7.98,2.793,0.1131,2.8342,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.19,18.0,24.0,0.1,50,10,0.032
W_ACCEL_RATE=0.22,Phase 1: One-at-a-time sensitivity,my_track,8.158274,70.271,8.158274,1,0.0,,5,1,0,1,0,0,0,7.945,1,42.0163,2.8011,0.1966,0.0,1.0961,0.1111,0.6154,0.1046,4.66,2.8424,0.6313,4.4994,2118.3,58900.8,0,0.0,4.0,0.970333,0.029667,7.945,OK,1,OK,7.945,2.8011,0.1111,2.8424,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.22,18.0,24.0,0.1,50,10,0.032
W_ACCEL_RATE=0.25,Phase 1: One-at-a-time sensitivity,my_track,7.698829,68.198,7.698829,1,0.0,,5,1,0,1,0,0,0,7.4875,2,42.1021,2.8068,0.1681,0.0,1.0961,0.1109,0.6138,0.1047,4.68,2.8478,0.6268,4.4994,1083.7,14591.3,0,0.0,4.0,0.969,0.031,7.4875,OK,1,OK,7.4875,2.8068,0.1109,2.8478,0,0,0,9660.42,1400.0,132.192,4.59,2.112,2.244,0.0065,0.063,0.25,18.0,24.0,0.1,50,10,0.032
