label,phase,raceline,score,tracker_score,fastest_score,promotable,promotable_deficit,promotable_reason,passed,failed,failed_non_speed,scenario_count,scenario_failures,recovery_failures,main_failed,lap_time_est,completed_laps,progress_m,avg_progress_mps,max_steer_change,steer_reversals,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,solver_optimal_rate,solver_max_iter_rate,avg_lap_time,status,return_code,scenario_race_status,scenario_race_lap_time_est,scenario_race_avg_progress_mps,scenario_race_avg_lat_err,scenario_race_avg_vx,scenario_race_wall_collisions,scenario_race_failed_non_speed,scenario_race_speed_check_pass,scenario_avoid_single_status,scenario_avoid_single_lap_time_est,scenario_avoid_single_avg_progress_mps,scenario_avoid_single_avg_lat_err,scenario_avoid_single_avg_vx,scenario_avoid_single_wall_collisions,scenario_avoid_single_failed_non_speed,scenario_avoid_single_speed_check_pass,scenario_avoid_double_status,scenario_avoid_double_lap_time_est,scenario_avoid_double_avg_progress_mps,scenario_avoid_double_avg_lat_err,scenario_avoid_double_avg_vx,scenario_avoid_double_wall_collisions,scenario_avoid_double_failed_non_speed,scenario_avoid_double_speed_check_pass,Q_LAT,Q_HDG,Q_VEL,Q_LAT_VEL,Q_YAW,R_STEER,R_ACCEL,W_JERK,W_ACCEL_RATE,RHO,RHO_U,TOL,MAX_ITER,HORIZON,PRED_DT
L=10000+H=3800+V=53+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,11.056547,102.531,11.056547,1,0.0,,15,3,0,3,0,0,0,10.543625,19,136.72965,2.06725,0.1966,6.25,1.0961,0.254,0.5857,0.078475,4.52,2.04575,1.5494,4.4994,2386.8999999999996,65059.4,0,0.0,3.65,0.98152475,0.01847525,10.543625,OK,1,OK,12.4533,1.6923,0.4018,1.7172,0,0,0,OK,8.5679,2.4535,0.0984,2.4151,0,0,0,OK,8.7,2.4309,0.114,2.3335,0,0,0,10000,3800,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,12,0.032
L=10000+H=3800+V=53+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049987,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.000975,0.0,0.2057,0.0,1.0961,1.09595,0.0602,0.057525,0.11,2.5e-05,4.49935,4.4994,2012.05,33234.9,0,0.0,3.0999999999999996,0.9944375,0.0055625,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0956,0.0001,0,1,0,10000,3800,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,25,0.04
L=10000+H=3800+V=56+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049625,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.017,0.000275,0.1108,0.0,1.0961,1.09535,0.0806,0.059375,0.24,0.00019999999999999998,4.4990749999999995,4.4994,1677.725,55999.6,0,0.0,2.575,0.99644575,0.0035542499999999997,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,EXIT_FAIL,999.0,0.0003,1.0958,0.0003,0,1,0,EXIT_FAIL,999.0,0.0008,1.0936,0.0005,0,1,0,10000,3800,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.034
L=10000+H=3800+V=53+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049987,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.000975,0.0,0.2057,0.0,1.0961,1.09595,0.0602,0.057525,0.11,2.5e-05,4.49935,4.4994,2023.325,53523.5,0,0.0,3.0999999999999996,0.9944375,0.0055625,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0956,0.0001,0,1,0,10000,3800,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,31,0.04
L=10000+H=3800+V=50+N=30+dt=0.05,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049425,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.016375,0.000225,0.1854,0.0,1.0961,1.09365,0.0731,0.065275,0.41,0.00030000000000000003,4.4990749999999995,4.4994,3037.8999999999996,59414.6,0,0.0,4.75,0.97463325,0.02536675,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0943,0.0002,0,1,0,EXIT_FAIL,999.0,0.0004,1.0929,0.0004,0,1,0,EXIT_FAIL,999.0,0.0003,1.0931,0.0004,0,1,0,10000,3800,50,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,30,0.05
L=10000+H=3800+V=56+N=14+dt=0.036,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.047963,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.028475,0.0004,0.1272,0.0,1.0961,1.0943,0.0882,0.062075,0.64,0.000475,4.49865,4.4994,1772.425,59612.3,0,0.0,2.7,0.9951125000000001,0.0048875,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0934,0.0008,0,1,0,EXIT_FAIL,999.0,0.0001,1.0954,0.0002,0,1,0,EXIT_FAIL,999.0,0.0001,1.095,0.0001,0,1,0,10000,3800,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,14,0.036
L=10000+H=3800+V=56+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,11.697716,106.196,11.697716,1,0.0,,15,3,0,3,0,0,0,11.162600000000001,19,133.858575,2.034225,0.1966,6.25,1.0961,0.2723,0.5742,0.078025,4.55,2.0128250000000003,1.600325,4.4994,2381.975,64777.2,0,0.0,3.675,0.981425,0.018575,11.162600000000001,OK,1,OK,13.897,1.5738,0.4501,1.5966,0,0,0,OK,8.3521,2.516,0.0807,2.4803,0,0,0,OK,8.5043,2.4733,0.1083,2.3778,0,0,0,10000,3800,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,12,0.032
L=10000+H=4200+V=42+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049962,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.0014,2.5e-05,0.1131,0.0,1.0961,1.09595,0.0619,0.057475,0.13,2.5e-05,4.49935,4.4994,1808.8,48050.3,0,0.0,2.775,0.9948585,0.0051415,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0,0,1,0,10000,4200,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.034
L=10000+H=3800+V=56+N=19+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049962,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.0012749999999999999,2.5e-05,0.1378,0.0,1.0961,1.09595,0.0618,0.05745,0.12,2.5e-05,4.49935,4.4994,2053.7,44835.2,0,0.0,3.175,0.99450825,0.00549175,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0,0,1,0,10000,3800,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,19,0.04
L=10000+H=3800+V=56+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049962,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.0012749999999999999,2.5e-05,0.1378,0.0,1.0961,1.09595,0.0618,0.05745,0.12,2.5e-05,4.49935,4.4994,2054.25,41553.2,0,0.0,3.175,0.99450825,0.00549175,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0,0,1,0,10000,3800,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,25,0.04
L=10000+H=3800+V=56+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049962,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.0012749999999999999,2.5e-05,0.1378,0.0,1.0961,1.09595,0.0618,0.05745,0.12,2.5e-05,4.49935,4.4994,2063.65,62477.8,0,0.0,3.175,0.99450825,0.00549175,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0,0,1,0,10000,3800,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,31,0.04
L=10000+H=3800+V=53+N=30+dt=0.05,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.047725,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.042874999999999996,0.00065,0.1994,0.0,1.0961,1.0946,0.0782,0.06195,0.44,0.00045,4.498775,4.4994,3151.575,97861.9,0,0.0,4.95,0.9721084999999999,0.0278915,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0956,0.0004,0,1,0,EXIT_FAIL,999.0,0.0008,1.0934,0.0006,0,1,0,EXIT_FAIL,999.0,0.0004,1.0938,0.0004,0,1,0,10000,3800,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,30,0.05
L=10000+H=4200+V=42+N=14+dt=0.036,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.048,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.02725,0.0004,0.1908,0.0,1.0961,1.094525,0.0714,0.060625,0.61,0.0004,4.498675,4.4994,1931.575,60442.9,0,0.0,3.0,0.99434575,0.0056542499999999996,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0938,0.0007,0,1,0,EXIT_FAIL,999.0,0.0002,1.0947,0.0002,0,1,0,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,10000,4200,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,14,0.036
L=10000+H=4200+V=42+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,0.1956,status_not_ok|scenario_failure|race_not_ok|race_progress_low,14,4,1,3,1,0,1,39.538124999999994,10,69.142975,1.095825,0.1966,7.0,1.0961,0.513275,0.5727,0.115025,4.42,1.08495,2.62685,4.4994,2032.8249999999998,51182.7,0,0.0,3.1,0.986046,0.013954,39.538124999999994,EXIT_FAIL,1,EXIT_FAIL,69.225,0.4522,0.8949,0.4653,0,1,0,OK,9.3658,2.2502,0.1358,2.22,0,0,0,OK,10.3367,1.2287,0.1275,1.1892,0,0,0,10000,4200,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,12,0.032
L=10000+H=4200+V=42+N=19+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049975,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.0018,0.0,0.2137,0.0,1.0961,1.0959750000000001,0.0607,0.057300000000000004,0.18,5e-05,4.49935,4.4994,1925.1499999999999,58184.5,0,0.0,2.9250000000000003,0.9948414999999999,0.0051585,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,10000,4200,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,19,0.04
L=10000+H=4200+V=42+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049975,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.0018,0.0,0.2137,0.0,1.0961,1.0959750000000001,0.0607,0.057300000000000004,0.18,5e-05,4.49935,4.4994,1904.125,57001.2,0,0.0,2.9250000000000003,0.9948414999999999,0.0051585,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,10000,4200,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,31,0.04
L=10000+H=4200+V=42+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049975,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.0018,0.0,0.2137,0.0,1.0961,1.0959750000000001,0.0607,0.057300000000000004,0.18,5e-05,4.49935,4.4994,1926.9,52629.6,0,0.0,2.9250000000000003,0.9948414999999999,0.0051585,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,10000,4200,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,25,0.04
L=10000+H=4200+V=45+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049925,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.00235,5e-05,0.122,0.0,1.0961,1.095875,0.0646,0.057725,0.18,5e-05,4.499325,4.4994,1884.025,44805.7,0,0.0,2.925,0.9940625000000001,0.0059375,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0958,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,10000,4200,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.034
L=10000+H=3800+V=56+N=30+dt=0.05,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.047875,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.035525,0.000525,0.189,0.0,1.0961,1.093175,0.0787,0.066725,0.4,0.0004,4.4989,4.4994,2973.875,61187.7,0,0.0,4.65,0.97393325,0.02606675,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0929,0.0004,0,1,0,EXIT_FAIL,999.0,0.0004,1.093,0.0004,0,1,0,EXIT_FAIL,999.0,0.0003,1.0939,0.0004,0,1,0,10000,3800,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,30,0.05
L=10000+H=4200+V=45+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,0.0,status_not_ok|scenario_failure|race_not_ok,13,5,2,3,2,1,1,260.716225,10,82.786975,1.2177,0.1966,3.5,1.0961,0.5693499999999999,0.5058,0.09507499999999999,4.39,1.2211,2.7145,4.4994,2023.375,56417.4,0,0.0,3.075,0.98615425,0.01384575,14.621633333333335,EXIT_FAIL,1,EXIT_FAIL,17.3012,1.2969,0.5418,1.3182,0,1,0,OK,9.2625,2.2753,0.1345,2.2458,0,0,0,EXIT_FAIL,999.0,0.0017,1.0593,0.0022,0,1,0,10000,4200,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,12,0.032
L=10000+H=4200+V=45+N=14+dt=0.036,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.048062,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.025525,0.00035,0.1371,0.0,1.0961,1.093825,0.0813,0.06285,0.61,0.000375,4.49855,4.4994,1910.0,34298.2,0,0.0,2.95,0.994754,0.005246,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0918,0.0007,0,1,0,EXIT_FAIL,999.0,0.0,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,10000,4200,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,14,0.036
L=10000+H=4200+V=45+N=19+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.05,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.001,0.0,0.1382,0.0,1.0961,1.095925,0.0599,0.057575,0.14,0.0,4.499325,4.4994,1839.55,44322.1,0,0.0,2.8,0.9949835,0.0050165,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,10000,4200,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,19,0.04
L=10000+H=4200+V=45+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.05,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.001,0.0,0.1382,0.0,1.0961,1.095925,0.0599,0.057575,0.14,0.0,4.499325,4.4994,1847.675,47174.4,0,0.0,2.8,0.9949835,0.0050165,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,10000,4200,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,25,0.04
L=10000+H=4200+V=45+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.05,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.001,0.0,0.1382,0.0,1.0961,1.095925,0.0599,0.057575,0.14,0.0,4.499325,4.4994,1836.975,45737.9,0,0.0,2.8,0.9949835,0.0050165,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,10000,4200,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,31,0.04
L=10000+H=4200+V=48+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.04965,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.006925000000000001,7.500000000000001e-05,0.1188,0.0,1.0961,1.0955499999999998,0.0659,0.058875,0.29,0.00015000000000000001,4.49925,4.4994,1770.05,51061.9,0,0.0,2.725,0.9950335,0.0049665,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0956,0.0002,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0953,0.0001,0,1,0,10000,4200,48,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.034
L=10000+H=4200+V=42+N=30+dt=0.05,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049563,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.010324999999999999,0.00015,0.1945,0.0,1.0961,1.094775,0.0748,0.061925,0.29,0.000175,4.499175,4.4994,2997.975,57372.7,0,0.0,4.7,0.97364575,0.02635425,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0946,0.0001,0,1,0,EXIT_FAIL,999.0,0.0003,1.0943,0.0004,0,1,0,EXIT_FAIL,999.0,0.0001,1.0956,0.0001,0,1,0,10000,4200,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,30,0.05
L=10000+H=4200+V=48+N=14+dt=0.036,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049962,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.001375,2.5e-05,0.1307,0.0,1.0961,1.095925,0.0613,0.0575,0.12,2.5e-05,4.49935,4.4994,1925.55,66469.0,0,0.0,2.95,0.9958582500000001,0.00414175,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0956,0.0,0,1,0,10000,4200,48,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,14,0.036
L=10000+H=4200+V=48+N=19+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049725,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.002875,5e-05,0.1624,0.0,1.0961,1.0958,0.063,0.057999999999999996,0.22,5e-05,4.4993,4.4994,1927.0500000000002,63920.5,0,0.0,2.9250000000000003,0.9946627499999999,0.00533725,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0956,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0959,0.0,0,1,0,10000,4200,48,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,19,0.04
L=10000+H=4200+V=50+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.04995,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.00165,2.5e-05,0.1106,0.0,1.0961,1.095825,0.0613,0.057625,0.15,5e-05,4.49935,4.4994,1620.525,54446.6,0,0.0,2.45,0.9959415,0.0040585000000000005,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0956,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0001,0,1,0,10000,4200,50,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,10,0.034
L=10000+H=4200+V=48+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049725,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.002875,5e-05,0.1624,0.0,1.0961,1.0958,0.063,0.057999999999999996,0.22,5e-05,4.4993,4.4994,1943.275,55582.9,0,0.0,2.9250000000000003,0.9946627499999999,0.00533725,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0956,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0959,0.0,0,1,0,10000,4200,48,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,25,0.04
L=10000+H=4200+V=48+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049725,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low,12,6,3,3,3,2,1,999.0,0,0.002875,5e-05,0.1624,0.0,1.0961,1.0958,0.063,0.057999999999999996,0.22,5e-05,4.4993,4.4994,1950.225,43682.0,0,0.0,2.9250000000000003,0.9946627499999999,0.00533725,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0956,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0959,0.0,0,1,0,10000,4200,48,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.1,50,31,0.04
