label,phase,raceline,score,tracker_score,fastest_score,promotable,promotable_deficit,promotable_reason,passed,failed,failed_non_speed,scenario_count,scenario_failures,recovery_failures,main_failed,lap_time_est,completed_laps,progress_m,avg_progress_mps,max_steer_change,steer_reversals,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,solver_optimal_rate,solver_max_iter_rate,avg_lap_time,status,return_code,scenario_race_status,scenario_race_lap_time_est,scenario_race_avg_progress_mps,scenario_race_avg_lat_err,scenario_race_avg_vx,scenario_race_wall_collisions,scenario_race_failed_non_speed,scenario_race_speed_check_pass,scenario_avoid_single_status,scenario_avoid_single_lap_time_est,scenario_avoid_single_avg_progress_mps,scenario_avoid_single_avg_lat_err,scenario_avoid_single_avg_vx,scenario_avoid_single_wall_collisions,scenario_avoid_single_failed_non_speed,scenario_avoid_single_speed_check_pass,scenario_avoid_double_status,scenario_avoid_double_lap_time_est,scenario_avoid_double_avg_progress_mps,scenario_avoid_double_avg_lat_err,scenario_avoid_double_avg_vx,scenario_avoid_double_wall_collisions,scenario_avoid_double_failed_non_speed,scenario_avoid_double_speed_check_pass,Q_LAT,Q_HDG,Q_VEL,Q_LAT_VEL,Q_YAW,R_STEER,R_ACCEL,W_JERK,W_ACCEL_RATE,RHO,RHO_U,TOL,MAX_ITER,HORIZON,PRED_DT
R_ACCEL=0.0095,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0986,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.87,12,72.450125,1.207425,0.1966,9.5,1.0961,0.591475,0.575,0.076625,4.56,1.168,2.7798999999999996,4.4994,2127.275,61004.0,0,0.0,3.4,0.98842475,0.01157525,8.74,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0924,0.0004,0,1,0,OK,8.715,2.4258,0.0851,2.377,0,0,0,OK,8.765,2.4025,0.096,2.2942,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0095,0.063,0.17,18.0,24.0,0.08,100,10,0.032
R_ACCEL=0.0075,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0994,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.863125,12,72.5492,1.2091,0.1966,8.75,1.0961,0.591675,0.5657,0.0765,4.56,1.169725,2.7802249999999997,4.4994,2154.525,54295.3,0,0.0,3.425,0.9887085,0.0112915,8.72625,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0003,1.0932,0.0003,0,1,0,OK,8.7008,2.43,0.0846,2.3804,0,0,0,OK,8.7517,2.4058,0.0957,2.2979,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0075,0.063,0.17,18.0,24.0,0.08,100,10,0.032
R_ACCEL=0.0085,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0994,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.866875,12,72.524925,1.208725,0.1966,8.0,1.0961,0.5917749999999999,0.5663,0.0765,4.57,1.16945,2.780025,4.4994,2169.2,67479.0,0,0.0,3.5,0.98759975,0.01240025,8.73375,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0003,1.0935,0.0003,0,1,0,OK,8.705,2.4293,0.0846,2.3801,0,0,0,OK,8.7625,2.405,0.0955,2.2971,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0085,0.063,0.17,18.0,24.0,0.08,100,10,0.032
R_ACCEL=0.0055,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0986,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.8652,12,72.496025,1.2082,0.1966,10.0,1.0961,0.590425,0.5621,0.07947499999999999,4.57,1.16885,2.7803,4.4994,2238.125,41377.4,0,0.0,3.525,0.9874499999999999,0.01255,8.7304,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0909,0.0006,0,1,0,OK,8.7033,2.4302,0.0845,2.381,0,0,0,OK,8.7575,2.4012,0.0954,2.2932,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0055,0.063,0.17,18.0,24.0,0.08,100,10,0.032
W_JERK=0.05,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0986,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.86625,12,72.554725,1.209175,0.1966,8.75,1.0961,0.5909749999999999,0.5744,0.0781,4.57,1.1697,2.7797,4.4994,2217.5,57662.4,0,0.0,3.525,0.9878709999999999,0.012129000000000001,8.7325,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0915,0.0005,0,1,0,OK,8.7158,2.4258,0.0849,2.3767,0,0,0,OK,8.7492,2.4095,0.096,2.3011,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.05,0.17,18.0,24.0,0.08,100,10,0.032
W_ACCEL_RATE=0.19,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0996,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.853325,12,72.7639,1.212675,0.1966,6.75,1.0961,0.5919000000000001,0.5691,0.075325,4.57,1.1733250000000002,2.7776750000000003,4.4994,2078.15,51514.8,0,0.0,3.425,0.987671,0.012329,8.70665,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0002,1.0941,0.0002,0,1,0,OK,8.6708,2.4395,0.0829,2.3898,0,0,0,OK,8.7425,2.4108,0.0965,2.3031,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.063,0.19,18.0,24.0,0.08,100,10,0.032
W_ACCEL_RATE=0.22,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0994,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.8548,12,72.78705,1.2131,0.1966,8.0,1.0961,0.5921,0.5678,0.0771,4.5,1.17385,2.777825,4.4994,2083.675,37587.5,0,0.0,3.4,0.98743325,0.01256675,8.7096,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0003,1.0932,0.0003,0,1,0,OK,8.7075,2.4292,0.0876,2.3802,0,0,0,OK,8.7117,2.4226,0.0944,2.3146,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.063,0.22,18.0,24.0,0.08,100,10,0.032
W_ACCEL_RATE=0.25,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0986,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.805525,13,73.479325,1.224575,0.1966,9.25,1.0961,0.589375,0.5674,0.076825,4.6,1.185225,2.770625,4.4994,2104.875,45571.8,0,0.0,3.525,0.98737075,0.01262925,8.611049999999999,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0924,0.0004,0,1,0,OK,8.5571,2.4561,0.0808,2.4074,0,0,0,OK,8.665,2.4408,0.0919,2.3327,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.063,0.25,18.0,24.0,0.08,100,10,0.032
W_JERK=0.08,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0996,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.8746,12,72.360275,1.2060000000000002,0.1966,11.25,1.0961,0.5929500000000001,0.564,0.0752,4.54,1.16665,2.7822750000000003,4.4994,2193.5,59030.0,0,0.0,3.55,0.9887835,0.0112165,8.7492,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0002,1.0941,0.0002,0,1,0,OK,8.7392,2.4176,0.0879,2.3683,0,0,0,OK,8.7592,2.406,0.0957,2.2979,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.08,0.17,18.0,24.0,0.08,100,10,0.032
W_ACCEL_RATE=0.13,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0986,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.896875,12,71.713225,1.1951500000000002,0.1966,9.75,1.0961,0.593125,0.5764,0.07627500000000001,4.56,1.155925,2.788275,4.4994,2120.375,38190.6,0,0.0,3.45,0.9876165,0.0123835,8.79375,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0929,0.0005,0,1,0,OK,8.7975,2.39,0.0909,2.341,0,0,0,OK,8.79,2.3892,0.0958,2.2817,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.063,0.13,18.0,24.0,0.08,100,10,0.032
W_JERK=0.12,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,1.0986,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,503.873525,12,72.3125,1.20515,0.1966,9.75,1.0961,0.5918749999999999,0.5694,0.0761,4.54,1.16595,2.781975,4.4994,2143.225,44605.3,0,0.0,3.5,0.9874545,0.0125455,8.74705,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0934,0.0004,0,1,0,OK,8.7183,2.425,0.0849,2.3761,0,0,0,OK,8.7758,2.3942,0.0958,2.2869,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.12,0.17,18.0,24.0,0.08,100,10,0.032
W_JERK=0.1,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,0.8376,status_not_ok|scenario_failure|race_not_ok|race_progress_low|solver_maxiter_rate_high,14,4,1,3,1,0,1,84.66618506097561,12,77.34475,1.2727,0.1966,8.75,1.0961,0.5644750000000001,0.575,0.08259999999999999,4.56,1.2376500000000001,2.680825,4.4994,2246.9,46956.5,0,0.0,3.75,0.983554,0.016446,8.738299999999999,EXIT_FAIL,1,EXIT_FAIL,160.5940701219512,0.1312,1.0381,0.1398,0,1,0,OK,8.7183,2.425,0.085,2.3757,0,0,0,OK,8.7583,2.4034,0.0967,2.2953,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.1,0.17,18.0,24.0,0.08,100,10,0.032
W_ACCEL_RATE=0.16,Phase 1: One-at-a-time sensitivity,my_track,1200.0,1300.0,1200.0,0,0.0,solver_maxiter_rate_high,15,3,0,3,0,0,0,11.804174999999999,17,125.76825,1.9175,0.1966,6.5,1.0961,0.294675,0.5756,0.076075,4.56,1.886425,1.7547,4.4994,2244.1,44785.3,0,0.0,3.825,0.98190825,0.01809175,11.804174999999999,OK,1,OK,14.85,1.429,0.496,1.4455,0,0,0,OK,8.7717,2.4025,0.0905,2.3534,0,0,0,OK,8.745,2.4095,0.0962,2.3013,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.063,0.16,18.0,24.0,0.08,100,10,0.032
PRED_DT=0.034,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,2.049937,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0029749999999999998,2.5e-05,0.115,0.0,1.0961,1.095875,0.0682,0.057725,0.19,7.500000000000001e-05,4.499325,4.4994,1091.35,36149.2,0,0.0,3.175,0.99360025,0.00639975,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0958,0.0002,0,1,0,EXIT_FAIL,999.0,0.0,1.0955,0.0001,0,1,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,10,0.034
PRED_DT=0.03,Phase 1: One-at-a-time sensitivity,my_track,5000.0,5000.0,5000.0,0,0.0,status_not_ok|scenario_failure|race_not_ok|solver_maxiter_rate_high,14,4,1,3,1,0,1,16.7314,17,105.754975,1.6565500000000002,0.1852,9.0,1.0961,0.42025,0.5652,0.07585,4.57,1.62995,2.14515,4.4994,1136.825,34137.5,0,0.0,3.425,0.9854915,0.0145085,16.7314,EXIT_FAIL,1,EXIT_FAIL,24.9317,0.8484,0.7497,0.8645,0,1,0,OK,8.4929,2.4761,0.0853,2.437,0,0,0,OK,8.5693,2.4533,0.0963,2.3538,0,0,0,12000.0,3600.0,50.0,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,10,0.03
