label,phase,raceline,score,tracker_score,fastest_score,promotable,promotable_deficit,promotable_reason,passed,failed,failed_non_speed,scenario_count,scenario_failures,recovery_failures,main_failed,lap_time_est,completed_laps,progress_m,avg_progress_mps,max_steer_change,steer_reversals,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,solver_optimal_rate,solver_max_iter_rate,avg_lap_time,status,return_code,scenario_race_status,scenario_race_lap_time_est,scenario_race_avg_progress_mps,scenario_race_avg_lat_err,scenario_race_avg_vx,scenario_race_wall_collisions,scenario_race_failed_non_speed,scenario_race_speed_check_pass,scenario_avoid_single_status,scenario_avoid_single_lap_time_est,scenario_avoid_single_avg_progress_mps,scenario_avoid_single_avg_lat_err,scenario_avoid_single_avg_vx,scenario_avoid_single_wall_collisions,scenario_avoid_single_failed_non_speed,scenario_avoid_single_speed_check_pass,scenario_avoid_double_status,scenario_avoid_double_lap_time_est,scenario_avoid_double_avg_progress_mps,scenario_avoid_double_avg_lat_err,scenario_avoid_double_avg_vx,scenario_avoid_double_wall_collisions,scenario_avoid_double_failed_non_speed,scenario_avoid_double_speed_check_pass,Q_LAT,Q_HDG,Q_VEL,Q_LAT_VEL,Q_YAW,R_STEER,R_ACCEL,W_JERK,W_ACCEL_RATE,RHO,RHO_U,TOL,MAX_ITER,WALL_END,WALL_STRIDE,WALL_MARGIN,HORIZON,PRED_DT
L=9000+H=3000+V=50+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,0.0,status_not_ok|scenario_failure|race_not_ok|solver_maxiter_rate_high,14,4,1,3,1,0,1,11.513549999999999,19,129.90359999999998,1.9822,0.1966,9.0,1.0961,0.29957500000000004,0.5835,0.07835,4.53,1.9582000000000002,1.69755,4.4994,1304.3000000000002,35960.3,0,0.0,3.7249999999999996,0.9814625,0.0185375,11.513549999999999,EXIT_FAIL,1,EXIT_FAIL,14.616,1.4627,0.5018,1.4835,0,1,0,OK,8.3929,2.5068,0.0893,2.4679,0,0,0,OK,8.4293,2.4966,0.1054,2.3979,0,0,0,9000,3000,50,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,12,1,0.2,12,0.032
L=9000+H=3000+V=50+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049688,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.00435,7.500000000000001e-05,0.1889,0.0,1.0961,1.0956,0.0629,0.05865,0.22,7.500000000000001e-05,4.4993,4.4994,1091.525,34162.2,0,0.0,3.15,0.992875,0.007125,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0954,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0,0,1,0,9000,3000,50,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,25,1,0.2,25,0.04
L=9000+H=3000+V=50+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049688,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.00435,7.500000000000001e-05,0.1889,0.0,1.0961,1.0956,0.0629,0.05865,0.22,7.500000000000001e-05,4.4993,4.4994,1098.225,21288.8,0,0.0,3.15,0.992875,0.007125,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0954,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0,0,1,0,9000,3000,50,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,31,1,0.2,31,0.04
L=9000+H=3000+V=53+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.0476,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0494,0.00075,0.1394,0.0,1.0961,1.09365,0.0952,0.064925,0.38,0.0005,4.4986,4.4994,1028.3,26537.3,0,0.0,3.125,0.99334175,0.00665825,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0932,0.0004,0,1,0,EXIT_FAIL,999.0,0.0008,1.0959,0.0005,0,1,0,EXIT_FAIL,999.0,0.0008,1.0923,0.0007,0,1,0,9000,3000,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,10,1,0.2,10,0.034
L=9000+H=3000+V=53+N=14+dt=0.036,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049875,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.005525,7.500000000000001e-05,0.1534,0.0,1.0961,1.095275,0.0727,0.059925000000000006,0.21,0.0001,4.499225,4.4994,1019.175,16774.3,0,0.0,3.0999999999999996,0.9943125,0.0056875,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,EXIT_FAIL,999.0,0.0002,1.0945,0.0002,0,1,0,EXIT_FAIL,999.0,0.0001,1.0946,0.0002,0,1,0,9000,3000,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,14,1,0.2,14,0.036
L=9000+H=3000+V=48+N=30+dt=0.05,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.045737,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.074525,0.00105,0.2706,0.5,1.0961,1.0865,0.1108,0.08307500000000001,0.48,0.001225,4.4967749999999995,4.4994,2350.2250000000004,71725.9,0,0.0,7.25,0.92775825,0.07224175000000001,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0013,1.0853,0.0014,0,1,0,EXIT_FAIL,999.0,0.0008,1.0869,0.0011,0,1,0,EXIT_FAIL,999.0,0.0008,1.0885,0.001,0,1,0,9000,3000,48,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,30,1,0.2,30,0.05
L=9000+H=3000+V=53+N=19+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049675,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0044,7.500000000000001e-05,0.2051,0.0,1.0961,1.095625,0.0625,0.058575,0.22,0.0001,4.4993,4.4994,1203.375,32100.4,0,0.0,3.425,0.991746,0.008254000000000001,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0956,0.0001,0,1,0,9000,3000,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,19,1,0.2,19,0.04
L=9000+H=3000+V=53+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049675,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0044,7.500000000000001e-05,0.2051,0.0,1.0961,1.095625,0.0625,0.058575,0.22,0.0001,4.4993,4.4994,1190.1999999999998,26976.7,0,0.0,3.425,0.991746,0.008254000000000001,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0956,0.0001,0,1,0,9000,3000,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,25,1,0.2,25,0.04
L=9000+H=3000+V=53+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,1200.0,1300.0,1200.0,0,0.0,solver_maxiter_rate_high,15,3,0,3,0,0,0,10.3138,20,140.311775,2.12415,0.1966,8.5,1.0961,0.24785000000000001,0.5978,0.07985,4.56,2.10175,1.5010000000000001,4.4994,1321.9,30458.5,0,0.0,3.8,0.9807122500000001,0.01928775,10.3138,OK,1,OK,12.3508,1.715,0.4072,1.7373,0,0,0,OK,8.215,2.5466,0.076,2.5096,0,0,0,OK,8.3386,2.52,0.101,2.4228,0,0,0,9000,3000,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,12,1,0.2,12,0.032
L=9000+H=3000+V=53+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049675,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0044,7.500000000000001e-05,0.2051,0.0,1.0961,1.095625,0.0625,0.058575,0.22,0.0001,4.4993,4.4994,1195.425,37499.0,0,0.0,3.425,0.991746,0.008254000000000001,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0956,0.0001,0,1,0,9000,3000,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,31,1,0.2,31,0.04
L=9000+H=3000+V=56+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.04765,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.042825,0.00065,0.1253,0.0,1.0961,1.0931,0.113,0.065325,0.4,0.0006000000000000001,4.4981,4.4994,1073.525,25099.7,0,0.0,3.1750000000000003,0.99296275,0.00703725,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.093,0.0005,0,1,0,EXIT_FAIL,999.0,0.0004,1.0956,0.0004,0,1,0,EXIT_FAIL,999.0,0.0008,1.0908,0.001,0,1,0,9000,3000,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,10,1,0.2,10,0.034
L=9000+H=3000+V=45+N=30+dt=0.05,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.04775,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0411,0.000625,0.2991,0.75,1.0961,1.092,0.0816,0.0697,0.33,0.00045,4.498200000000001,4.4994,2783.225,69576.3,0,0.0,8.175,0.9099835000000001,0.0900165,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0902,0.0005,0,1,0,EXIT_FAIL,999.0,0.0008,1.093,0.0005,0,1,0,EXIT_FAIL,999.0,0.0003,1.0946,0.0003,0,1,0,9000,3000,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,30,1,0.2,30,0.05
L=9000+H=3000+V=56+N=14+dt=0.036,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049187,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.017025,0.000275,0.1404,0.0,1.0961,1.0952250000000001,0.0827,0.0599,0.33,0.000275,4.499025,4.4994,1101.65,21705.5,0,0.0,3.2,0.9934835,0.0065165,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0002,1.0956,0.0002,0,1,0,EXIT_FAIL,999.0,0.0004,1.0959,0.0004,0,1,0,EXIT_FAIL,999.0,0.0003,1.0938,0.0003,0,1,0,9000,3000,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,14,1,0.2,14,0.036
L=9000+H=3000+V=56+N=19+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049688,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0042,7.500000000000001e-05,0.2136,0.0,1.0961,1.095575,0.0623,0.0589,0.22,7.500000000000001e-05,4.4993,4.4994,1135.8249999999998,55675.6,0,0.0,3.275,0.99306225,0.00693775,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,9000,3000,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,19,1,0.2,19,0.04
L=9000+H=3000+V=56+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,1200.0,1300.0,1200.0,0,0.0,solver_maxiter_rate_high,15,3,0,3,0,0,0,11.05175,19,135.81754999999998,2.0668,0.1966,6.25,1.0961,0.275,0.6691,0.079525,4.61,2.043475,1.57365,4.4994,1323.825,38595.4,0,0.0,3.75,0.98042525,0.019574750000000002,11.05175,OK,1,OK,13.916,1.5745,0.463,1.5944,0,0,0,OK,8.1379,2.5767,0.0756,2.5397,0,0,0,OK,8.2371,2.5415,0.0984,2.4454,0,0,0,9000,3000,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,12,1,0.2,12,0.032
L=9000+H=3000+V=56+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049688,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0042,7.500000000000001e-05,0.2136,0.0,1.0961,1.095575,0.0623,0.0589,0.22,7.500000000000001e-05,4.4993,4.4994,1138.525,38500.5,0,0.0,3.275,0.99306225,0.00693775,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,9000,3000,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,25,1,0.2,25,0.04
L=9000+H=3000+V=56+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049688,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0042,7.500000000000001e-05,0.2136,0.0,1.0961,1.095575,0.0623,0.0589,0.22,7.500000000000001e-05,4.4993,4.4994,1135.55,38534.6,0,0.0,3.275,0.99306225,0.00693775,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,9000,3000,56,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,31,1,0.2,31,0.04
L=9000+H=3400+V=42+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049138,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.012450000000000001,0.000175,0.1204,0.0,1.0961,1.095,0.0742,0.060625,0.38,0.000175,4.49915,4.4994,1000.325,49825.6,0,0.0,2.95,0.9939375,0.0060625,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0003,1.0944,0.0003,0,1,0,EXIT_FAIL,999.0,0.0,1.0958,0.0,0,1,0,EXIT_FAIL,999.0,0.0001,1.0954,0.0001,0,1,0,9000,3400,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,10,1,0.2,10,0.034
L=9000+H=3000+V=50+N=30+dt=0.05,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.047562,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0494,0.00075,0.2706,0.5,1.0961,1.089925,0.0862,0.074325,0.51,0.000575,4.497475,4.4994,2599.875,173168.6,0,0.0,7.675,0.91782925,0.08217075,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0902,0.0004,0,1,0,EXIT_FAIL,999.0,0.0008,1.0899,0.0007,0,1,0,EXIT_FAIL,999.0,0.0008,1.0894,0.0008,0,1,0,9000,3000,50,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,30,1,0.2,30,0.05
L=9000+H=3400+V=42+N=14+dt=0.036,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049713,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.005025000000000001,5e-05,0.1215,0.0,1.0961,1.0955499999999998,0.0657,0.059025,0.18,7.500000000000001e-05,4.49925,4.4994,1113.55,70991.9,0,0.0,3.075,0.993671,0.0063289999999999996,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0954,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0957,0.0,0,1,0,9000,3400,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,14,1,0.2,14,0.036
L=9000+H=3400+V=45+N=10+dt=0.034,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.0491,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.012775,0.00019999999999999998,0.1291,0.0,1.0961,1.0948,0.0731,0.06145,0.36,0.00019999999999999998,4.49915,4.4994,1045.225,42441.5,0,0.0,3.05,0.99324975,0.00675025,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0003,1.0941,0.0003,0,1,0,EXIT_FAIL,999.0,0.0001,1.0957,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0953,0.0001,0,1,0,9000,3400,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,10,1,0.2,10,0.034
L=9000+H=3400+V=42+N=19+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049725,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0024,5e-05,0.1709,0.0,1.0961,1.095775,0.0624,0.058050000000000004,0.19,5e-05,4.499325,4.4994,1176.525,40669.5,0,0.0,3.4250000000000003,0.9913585,0.0086415,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,9000,3400,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,19,1,0.2,19,0.04
L=9000+H=3400+V=42+N=25+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049725,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0024,5e-05,0.1709,0.0,1.0961,1.095775,0.0624,0.058050000000000004,0.19,5e-05,4.499325,4.4994,1194.5500000000002,50138.6,0,0.0,3.4250000000000003,0.9913585,0.0086415,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,9000,3400,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,25,1,0.2,25,0.04
L=9000+H=3400+V=42+N=31+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049725,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0024,5e-05,0.1709,0.0,1.0961,1.095775,0.0624,0.058050000000000004,0.19,5e-05,4.499325,4.4994,1194.7,30352.5,0,0.0,3.4250000000000003,0.9913585,0.0086415,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0961,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.096,0.0,0,1,0,9000,3400,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,31,1,0.2,31,0.04
L=9000+H=3400+V=42+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,0.0,status_not_ok|scenario_failure|race_not_ok|solver_maxiter_rate_high,14,4,1,3,1,0,1,22.137500000000003,14,95.1816,1.4979749999999998,0.1966,9.25,1.0961,0.466725,0.5796,0.0798,4.49,1.4755500000000001,2.3163,4.4994,1218.725,61850.7,0,0.0,3.45,0.98329575,0.01670425,22.137500000000003,EXIT_FAIL,1,EXIT_FAIL,35.09,0.707,0.7956,0.7199,0,1,0,OK,9.1075,2.3002,0.1287,2.2696,0,0,0,OK,9.2625,2.2777,0.147,2.1928,0,0,0,9000,3400,42,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,12,1,0.2,12,0.032
L=9000+H=3000+V=53+N=30+dt=0.05,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.047537,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0494,0.00075,0.2991,0.0,1.0961,1.08985,0.0876,0.07617499999999999,0.46,0.0006249999999999999,4.4977,4.4994,2476.25,50930.4,0,0.0,7.8,0.91812075,0.08187925,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0007,1.0893,0.0006,0,1,0,EXIT_FAIL,999.0,0.0008,1.09,0.0007,0,1,0,EXIT_FAIL,999.0,0.0008,1.0908,0.0006,0,1,0,9000,3000,53,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,30,1,0.2,30,0.05
L=9000+H=3400+V=45+N=12+dt=0.032,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,0.0,status_not_ok|scenario_failure|race_not_ok|solver_maxiter_rate_high,14,4,1,3,1,0,1,22.47625,14,94.762,1.497025,0.1966,6.0,1.0961,0.476625,0.579,0.079375,4.54,1.47435,2.335025,4.4994,1221.6,89992.6,0,0.0,3.375,0.9838585,0.0161415,22.47625,EXIT_FAIL,1,EXIT_FAIL,35.9625,0.6584,0.8232,0.6723,0,1,0,OK,8.9267,2.3487,0.1209,2.3192,0,0,0,OK,9.0533,2.3226,0.1392,2.2336,0,0,0,9000,3400,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,12,1,0.2,12,0.032
L=9000+H=3400+V=45+N=14+dt=0.036,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049675,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.00495,7.500000000000001e-05,0.1908,0.0,1.0961,1.095625,0.0638,0.05865,0.15,0.0001,4.499275,4.4994,1106.075,36759.2,0,0.0,3.175,0.992196,0.007804,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0001,1.0959,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0956,0.0001,0,1,0,9000,3400,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,14,1,0.2,14,0.036
L=9000+H=3400+V=45+N=19+dt=0.04,Phase 2: Primary grid (Q_LAT x Q_HDG x Q_VEL x HORIZON x PRED_DT),my_track,5000.0,5000.0,5000.0,0,2.049725,status_not_ok|scenario_failure|race_not_ok|race_progress_low|overall_progress_low|avg_vx_low|solver_maxiter_rate_high,12,6,3,3,3,2,1,999.0,0,0.0032,5e-05,0.1911,0.0,1.0961,1.0957,0.0624,0.058425,0.22,5e-05,4.4993,4.4994,1107.275,30322.0,0,0.0,3.3,0.99176675,0.008233250000000001,0.0,EXIT_FAIL,1,EXIT_FAIL,999.0,0.0001,1.0955,0.0001,0,1,0,EXIT_FAIL,999.0,0.0,1.0959,0.0,0,1,0,EXIT_FAIL,999.0,0.0,1.0959,0.0,0,1,0,9000,3400,45,4.59,2.112,2.244,0.0065,0.063,0.17,18.0,24.0,0.08,100,19,1,0.2,19,0.04
