idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp
7192,1778515529836477567,0,0,2,-38455,489056,-75463,-1007,1661886,166199,-252363,-38595,487319
7193,1778515529841360318,0,0,2,-34751,414745,-75045,-782,1661471,168231,-256060,-34788,489056
7194,1778515529846337982,0,0,2,-38467,432673,-74413,-1382,1660640,170087,-263759,-39175,414745
7195,1778515529851401823,0,0,2,-34287,368776,-73105,-1916,1659809,172462,-268399,-34830,432673
7196,1778515529856338239,0,0,2,-37676,385469,-72474,-2569,1659750,174615,-275578,-38856,368776
7197,1778515529861363552,0,0,2,-33757,297342,-71984,-2541,1660462,177294,-279276,-34271,385469
7198,1778515529866350976,0,0,2,-36678,302414,-71336,-3255,1659928,179739,-285124,-38418,297342
7199,1778515529871344608,0,0,2,-32645,220256,-70837,-3262,1658088,182623,-286346,-33537,302414
7200,1778515529876344609,0,0,2,-36458,185707,-70504,-2581,1656189,185204,-290928,-37647,220256
7201,1778515529881435843,0,0,2,-31717,100433,-70023,-3008,1654943,188150,-294013,-34068,185707
7202,1778515529886345506,0,0,2,-32956,75913,-69533,-3045,1653460,190822,-300191,-37047,100433
7203,1778515529891362147,0,0,2,-28133,-15488,-69019,-3154,1651561,193926,-304670,-33193,75913
7204,1778515529896394980,0,0,2,-27744,72,-68317,-4014,1649365,196912,-310891,-36013,-15488
7205,1778515529901443109,0,0,2,-23294,-38867,-66437,-5651,1646754,200315,-312197,-31471,72
7206,1778515529906353668,0,0,2,-24381,5554,-65775,-6474,1643965,203442,-313417,-33459,-38867
7207,1778515529911351205,0,0,2,-22735,-38200,-65243,-6596,1641117,206800,-311554,-29887,5554
7208,1778515529916348549,0,0,2,-24393,21705,-64559,-7441,1637853,209811,-311662,-32738,-38200
7209,1778515529921427047,0,0,2,-23450,-11694,-64005,-7581,1634351,212988,-309867,-29511,21705
7210,1778515529926337158,0,0,2,-27406,-20254,-63827,-6176,1630969,215673,-311333,-33172,-11694
7211,1778515529931451176,0,0,3,-25498,-66262,-63457,-5243,1627527,218493,-313592,-32142,-20254
7212,1778515529936339111,0,0,2,-26417,-37046,-62937,-5278,1623907,220964,-318502,-35315,-66262
7213,1778515529941409320,0,0,2,-24492,-5558,-62188,-6129,1619813,223696,-323594,-33687,-37046
7214,1778515529946350472,0,0,2,-28021,55123,-61671,-6164,1615303,226294,-330001,-35591,-5558
7215,1778515529951500330,0,0,2,-29099,134092,-61476,-7042,1610674,229107,-336581,-35510,55123
7216,1778515529956202247,0,0,2,-33930,282960,-60614,-8650,1606817,231615,-341961,-38157,134092
7217,1778515529961350058,0,0,2,-39134,385478,-60054,-8760,1604562,234414,-347274,-38728,282960
7218,1778515529966380938,0,0,2,-44440,532313,-59334,-9673,1604562,236951,-351729,-43407,385478
7219,1778515529971347851,0,0,2,-46042,587906,-58820,-9677,1607588,239535,-352340,-43919,532313
7220,1778515529976353835,0,0,2,-50797,598880,-58516,-8801,1613166,241893,-352941,-48066,587906
7221,1778515529981437485,0,0,2,-50572,518044,-57256,-8367,1620347,244312,-351458,-48305,598880
7222,1778515529986397069,0,0,2,-52735,438437,-56727,-8316,1628536,246429,-350404,-51898,518044
7223,1778515529991377389,0,0,2,-48691,294981,-56202,-8234,1632215,248642,-347873,-49815,438437
7224,1778515529996406030,0,0,2,-46975,240202,-55439,-9076,1629841,250604,-348225,-51720,294981
7225,1778515530001438319,0,0,2,-40822,139268,-54868,-9190,1627290,252811,-347344,-46965,240202
7226,1778515530006363118,0,0,2,-34601,73006,-54115,-10009,1626222,254769,-349751,-44270,139268
7227,1778515530011342894,0,0,2,-32271,39480,-53555,-9953,1626162,257066,-350559,-44270,73006
7228,1778515530016412272,0,0,2,-32185,86073,-52772,-10846,1626815,259211,-354384,-47022,39480
7229,1778515530021456145,0,0,2,-29831,6276,-52188,-10857,1627942,261740,-353966,-42139,86073
7230,1778515530026423793,0,0,2,-29759,28205,-51622,-10842,1628536,263984,-354343,-45096,6276
7231,1778515530031423857,0,0,2,-27390,-84962,-51756,-8894,1626518,266480,-349970,-40409,28205
7232,1778515530036392689,0,0,3,-26812,-37080,-51149,-8881,1623195,268493,-346918,-44277,-84962
7233,1778515530041392753,0,0,2,-24298,-67191,-50305,-9723,1619694,270665,-338934,-39166,-37080
7234,1778515530046432146,0,0,2,-27406,-14999,-49671,-9703,1616252,272350,-332549,-41847,-67191
7235,1778515530051353074,0,0,2,-28053,-40595,-49672,-9198,1612810,273876,-323902,-39463,-14999
7236,1778515530056419571,0,0,2,-30771,73561,-48592,-10819,1609250,274870,-319878,-43150,-40595
7237,1778515530061344723,0,0,4,-34361,77724,-47926,-10696,1605867,275783,-315328,-41141,73561
7238,1778515530066394804,0,0,2,-39528,201563,-47057,-11457,1603137,276154,-317030,-47085,77724
7239,1778515530071360052,0,0,2,-44391,248635,-46390,-11371,1601535,276599,-317466,-46232,201563
7240,1778515530076335732,0,0,2,-52502,356839,-45930,-10477,1600882,276605,-322666,-53308,248635
7241,1778515530081425205,0,0,2,-54977,447364,-47803,-10091,1602247,276738,-328362,-54110,356839
7242,1778515530086387765,0,0,2,-60889,557826,-47142,-10089,1605867,276740,-336383,-59604,447364
7243,1778515530091374421,0,0,2,-61241,597459,-46496,-10103,1610496,277020,-343480,-59858,557826
7244,1778515530096404374,0,0,2,-64488,676985,-45642,-11014,1611920,277289,-351888,-63835,597459
7245,1778515530101495512,0,0,2,-62825,712993,-48400,-9702,1609250,277888,-357454,-62276,676985
7246,1778515530106331446,0,0,2,-66999,821408,-47563,-10581,1606401,278335,-362060,-66495,712993
7247,1778515530111398519,0,0,2,-63900,830829,-46899,-10647,1606223,279104,-364444,-63753,821408
7248,1778515530116360087,0,0,2,-68413,896803,-46062,-11563,1608063,279646,-366271,-68535,830829
7249,1778515530121471737,0,0,2,-63623,852026,-45421,-11574,1610080,280529,-363369,-64385,896803
7250,1778515530126360888,0,0,2,-69363,903252,-44847,-11446,1610377,280974,-360052,-69379,852026
7251,1778515530131436954,0,0,2,-66992,825619,-47662,-7429,1609902,281606,-353477,-64681,903252
7252,1778515530136430042,0,0,2,-73447,914490,-46758,-8206,1609487,281486,-349977,-73325,825619
7253,1778515530141507675,0,0,2,-67951,865501,-46077,-8077,1609902,281639,-340617,-67135,914490
7254,1778515530146827136,0,0,2,-73174,967681,-48672,-8045,1611445,281016,-337567,-74787,865501
7255,1778515530154509027,0,0,2,-64337,944000,-46966,-10744,1613166,280019,-351347,-67444,967681
7256,1778515530157800941,0,0,3,-69957,971713,-46420,-10969,1613463,279889,-323803,-71640,944000
7257,1778515530161939715,0,0,2,-67251,964543,-45562,-12269,1612810,279016,-314185,-71087,971713
7258,1778515530166351131,0,0,2,-63546,908861,-45085,-11120,1613107,278365,-306148,-64893,964543
7259,1778515530171347932,0,0,2,-70548,977491,-44699,-9457,1614887,277049,-309088,-70887,908861
7260,1778515530176390429,0,0,2,-65269,928445,-43983,-9415,1617142,276160,-307922,-65995,977491
7261,1778515530181434814,0,0,8,-80400,854238,-47325,2402,1617380,274889,-310529,-72036,928445
7262,1778515530186351037,0,0,2,-81624,903257,-46250,1685,1616252,273489,-313957,-76426,854238
7263,1778515530191391806,0,0,5,-84801,983729,-45482,1712,1614887,271905,-320468,-81003,903257
7264,1778515530196430847,0,0,3,-84771,1056656,-44417,918,1614828,270393,-326537,-83801,983729
7265,1778515530201441376,0,0,3,-82438,1151191,-47197,-1195,1616727,269011,-331074,-85811,1056656
7266,1778515530206381535,0,0,3,-74922,1127554,-44614,-7881,1618151,267959,-331636,-83604,1151191
7267,1778515530211454977,0,0,2,-71003,1104504,-43682,-8730,1618092,267199,-330310,-78900,1127554
7268,1778515530216434881,0,0,3,-69618,1093551,-42942,-8715,1617736,266634,-326608,-75371,1104504
7269,1778515530221487426,0,0,2,-68007,1083485,-42047,-9496,1619338,266125,-323245,-72850,1093551
7270,1778515530226494146,0,0,3,-68710,1074006,-41936,-6704,1622305,265693,-319005,-70569,1083485
