idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp
40,1779177349957440248,0,0,1,-9263,1851568,27100,-42004,0,0,25,0,1851568
41,1779177349962438165,0,0,1,-9263,1851568,27100,-42004,0,0,-72,0,1851568
42,1779177349967435539,0,0,1,-9259,1851568,27100,-42005,0,0,-103,0,1851568
43,1779177349972436977,0,0,1,-9259,1851568,27100,-42005,0,0,-49,0,1851568
44,1779177349977428174,0,0,1,-9257,1851568,27100,-42005,0,0,60,0,1851568
45,1779177349982431116,0,0,1,-9256,1851568,27100,-42004,0,0,88,0,1851568
46,1779177349987441450,0,0,1,-9254,1851568,27100,-42004,0,0,40,0,1851568
47,1779177349992428615,0,0,1,-9253,1851568,27100,-42004,0,0,51,0,1851568
48,1779177349997456934,0,0,1,-9254,1851568,27100,-42003,0,0,135,0,1851568
49,1779177350002446147,0,0,1,-9249,1851568,27100,-42002,0,0,181,0,1851568
50,1779177350007434368,0,0,1,-9251,1851568,27100,-42002,0,0,149,0,1851568
51,1779177350012438110,0,0,1,-9248,1851568,27100,-42001,0,0,122,0,1851568
52,1779177350017453915,0,0,1,-9247,1851568,27100,-42000,0,0,124,0,1851568
53,1779177350022433208,0,0,1,-9245,1851568,27100,-42000,0,0,124,0,1851568
54,1779177350027450102,0,0,1,-9243,1851568,27100,-41999,0,0,104,0,1851568
55,1779177350032435859,0,0,1,-9243,1851568,27100,-41999,0,0,44,0,1851568
56,1779177350037430928,0,0,1,-9241,1851568,27100,-41999,0,0,-20,0,1851568
57,1779177350042453806,0,0,1,-9240,1851568,27100,-41999,0,0,-49,0,1851568
58,1779177350047449644,0,0,1,-9239,1851568,27100,-42000,0,0,-70,0,1851568
59,1779177350052445961,0,0,1,-9240,1851568,27100,-42000,0,0,-102,0,1851568
60,1779177350057431558,0,0,1,-9239,1851568,27100,-42001,0,0,-165,0,1851568
61,1779177350062448196,0,0,1,-9238,1851568,27100,-42002,0,0,-243,0,1851568
62,1779177350067449345,0,0,1,-9236,1851568,27100,-42003,0,0,-211,0,1851568
63,1779177350072439582,0,0,1,-9233,1851568,27100,-42004,0,0,-74,0,1851568
64,1779177350077446108,0,0,1,-9232,1851568,27100,-42004,0,0,-2,0,1851568
65,1779177350082437529,0,0,1,-9231,1851568,27100,-42004,0,0,-44,0,1851568
66,1779177350087432022,0,0,1,-9229,1851568,27100,-42004,0,0,-81,0,1851568
67,1779177350092436788,0,0,1,-9227,1851568,27100,-42004,0,0,-22,0,1851568
68,1779177350097429329,0,0,1,-9226,1851568,27100,-42004,0,0,85,0,1851568
69,1779177350102442607,0,0,1,-9222,1851568,27100,-42003,0,0,139,0,1851568
70,1779177350107434668,0,0,1,-9220,1851568,27100,-42003,0,0,59,0,1851568
71,1779177350112497035,0,0,1,-9221,1851568,27100,-42004,0,0,-107,0,1851568
72,1779177350117443975,0,0,1,-9224,1851568,27100,-42004,0,0,-158,0,1851568
73,1779177350122435204,0,0,1,-9219,1851568,27100,-42005,0,0,-58,0,1851568
74,1779177350127441602,0,0,1,-9217,1851568,27100,-42005,0,0,-5,0,1851568
75,1779177350132443807,0,0,1,-9216,1851568,27100,-42005,0,0,-117,0,1851568
76,1779177350137430620,0,0,1,-9215,1851568,27100,-42006,0,0,-248,0,1851568
77,1779177350142452314,0,0,1,-9213,1851568,27100,-42008,0,0,-226,0,1851568
78,1779177350147450775,0,0,1,-9211,1851568,27100,-42008,0,0,-55,0,1851568
79,1779177350152461813,0,0,1,-9209,1851568,27100,-42007,0,0,124,0,1851568
80,1779177350157462802,0,0,1,-9206,1851568,27100,-42006,0,0,213,0,1851568
81,1779177350162454672,0,0,1,-9204,1851568,27100,-42005,0,0,228,0,1851568
82,1779177350167456013,0,0,1,-9204,1851568,27100,-42004,0,0,211,0,1851568
83,1779177350172448746,0,0,1,-9203,1851568,27100,-42003,0,0,170,0,1851568
84,1779177350177446664,0,0,1,-9202,1851568,27100,-42003,0,0,92,0,1851568
