idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp
1,1779177893990638379,0,0,9,-13718,1851568,27100,-42073,0,0,-76,-9297,0
2,1779177893995273728,0,0,6,-16237,1851568,27100,-42073,0,0,-76,-9297,1851568
3,1779177894000185017,0,0,2,-23699,1851568,27100,-42074,0,0,-87,-16865,1851568
4,1779177894005194291,0,0,1,-29000,1851568,27100,-42075,0,0,-200,-23603,1851568
5,1779177894010266317,0,0,1,-33052,1851568,27100,-42076,0,0,-208,-28952,1851568
6,1779177894015381576,0,0,1,-36104,1851568,27100,-42077,0,0,-161,-33034,1851568
7,1779177894020128830,0,0,1,-38139,1851568,27100,-42077,0,0,-128,-36097,1851568
8,1779177894025713470,0,0,1,-39194,1851568,27100,-42078,0,0,-94,-38136,1851568
9,1779177894030318739,0,0,1,-39457,1851568,27100,-42078,0,0,-94,-39193,1851568
10,1779177894035283053,0,0,1,-39179,1851568,27100,-42078,0,0,11,-39458,1851568
11,1779177894040339111,0,0,1,-38598,1851568,27100,-42078,0,0,24,-39178,1851568
12,1779177894045239295,0,0,1,-37916,1851568,27100,-42078,0,0,7,-38596,1851568
13,1779177894050340602,0,0,1,-37281,1851568,27100,-42078,0,0,13,-37915,1851568
14,1779177894055186129,0,0,1,-36775,1851568,27100,-42077,0,0,34,-37280,1851568
15,1779177894060191403,0,0,1,-36429,1851568,27100,-42078,0,0,-31,-36774,1851568
16,1779177894065208709,0,0,1,-36236,1851568,27100,-42079,0,0,-201,-36428,1851568
17,1779177894070254879,0,0,1,-36167,1851568,27100,-42081,0,0,-409,-36236,1851568
18,1779177894075217208,0,0,1,-36183,1851568,27100,-42085,0,0,-905,-36167,1851568
19,1779177894080225489,0,0,1,-36239,1851568,27100,-42095,0,0,-1946,-36183,1851568
20,1779177894085212395,0,0,1,-36295,1851568,27100,-42113,0,0,-3653,-36239,1851568
21,1779177894090215236,0,0,1,-36306,1851568,27100,-42144,0,0,-6164,-36295,1851568
22,1779177894095638146,0,0,1,-36221,1851568,27100,-42196,0,0,-9508,-36305,1851568
23,1779177894100100758,0,0,1,-36003,1851568,27100,-42256,0,0,-13665,-36220,1851568
24,1779177894105234193,0,0,1,-35641,1851568,27100,-42348,0,0,-17769,-36002,1851568
25,1779177894110251466,0,0,1,-35165,1851568,27100,-42453,0,0,-20893,-35641,1851568
26,1779177894115239940,0,0,1,-34651,1851568,27100,-42564,0,0,-22310,-35164,1851568
27,1779177894120274430,0,0,1,-34226,1851568,27100,-42672,0,0,-21392,-34651,1851568
28,1779177894124948915,0,0,1,-34006,1851568,27100,-42755,0,0,-17927,-34224,1851568
29,1779177894130660021,0,0,1,-34070,1851568,27100,-42825,0,0,-12134,-34005,1851568
30,1779177894135506893,0,0,1,-34391,1851568,27100,-42852,0,0,-5726,-34070,1851568
31,1779177894140794442,0,0,1,-34867,1851568,27100,-42851,0,0,203,-34391,1851568
32,1779177894145659106,0,0,1,-35456,1851568,27100,-42828,0,0,4753,-34867,1851568
33,1779177894150527642,0,0,9,-35724,1851568,27067,-42812,39403,-350,3373,-35456,1851568
34,1779177894155194351,0,0,1,-35762,1851568,27033,-42797,41718,-405,3216,-35723,1851568
35,1779177894160187337,0,0,1,-35595,1851568,26995,-42789,43973,-460,1466,-35760,1851568
36,1779177894165182914,0,0,2,-35233,1851568,26956,-42797,46168,-488,-1496,-35594,1851568
37,1779177894170180252,0,0,2,-34758,1851568,26914,-42828,48245,-506,-6286,-35231,1851568
38,1779177894175187221,0,0,2,-34191,1851568,26870,-42893,50263,-518,-12838,-34757,1851568
39,1779177894180181966,0,0,2,-33505,1851568,26825,-42992,52103,-521,-19975,-34190,1851568
40,1779177894185188584,0,0,1,-32894,1851568,26779,-43125,52103,-521,-19975,-33504,1851568
41,1779177894190176673,0,0,1,-32082,1851568,26731,-43282,53824,-519,-26410,-32741,1851568
42,1779177894195636672,0,0,1,-31223,1851568,26676,-43480,55545,-514,-31618,-31912,1851568
43,1779177894207977614,0,0,1,-31293,1851568,26515,-44036,57206,-558,-36168,-31912,1851568
44,1779177894210671501,0,0,6,-31083,1851568,26481,-44152,70440,-1364,-45071,-31912,1851568
45,1779177894215362659,0,0,1,-30113,1851568,26416,-44371,72991,-619,-43232,-31118,1851568
46,1779177894220495422,0,0,1,-28995,1851568,25591,-41832,78332,-666,-46565,-29949,1851568
47,1779177894225420823,0,0,3,-28175,1851568,25520,-42066,83376,-744,-47552,-28941,1851568
48,1779177894230221998,0,0,2,-27649,1851568,25447,-42301,86106,-741,-47512,-28173,1851568
49,1779177894235270024,0,0,2,-27955,1851568,25365,-42564,90082,-722,-48790,-28173,1851568
50,1779177894240340450,0,0,3,-27451,1851568,25279,-42850,96194,-788,-52240,-27894,1851568
51,1779177894245182426,0,0,2,-26840,1851568,25192,-43140,99695,-823,-56350,-27408,1851568
52,1779177894250187123,0,0,4,-26184,1851568,25097,-43456,110614,-865,-62983,-26815,1851568
53,1779177894255185069,0,0,1,-25597,1851568,24996,-43785,110614,-865,-62983,-26184,1851568
54,1779177894260234759,0,0,5,-24963,1851568,24887,-44132,123432,-938,-68832,-25562,1851568
55,1779177894264910237,0,0,1,-24431,1851568,24778,-44465,123432,-938,-68832,-24965,1851568
56,1779177894270250778,0,0,5,-23887,1851568,24650,-44852,136132,-1030,-72576,-24414,1851568
57,1779177894275214867,0,0,1,-23788,1851568,23799,-42499,139989,-1036,-74611,-24073,1851568
58,1779177894280169356,0,0,1,-23542,1851568,23672,-42885,139989,-1036,-74611,-23813,1851568
59,1779177894285309543,0,0,5,-23175,1851568,23536,-43304,155181,-1157,-81564,-23542,1851568
60,1779177894290215616,0,0,1,-22737,1851568,23404,-43723,155181,-1157,-81564,-23174,1851568
61,1779177894295189241,0,0,5,-22156,1851568,23258,-44162,168058,-1207,-88207,-22720,1851568
62,1779177894300167058,0,0,1,-21553,1851568,23109,-44608,170254,-1202,-89672,-22156,1851568
63,1779177894305167052,0,0,1,-20928,1851568,22955,-45058,170254,-1202,-89672,-21550,1851568
64,1779177894310165573,0,0,4,-20729,1851568,22082,-42832,182359,-1226,-88763,-21107,1851568
65,1779177894315174751,0,0,3,-20342,1851568,21922,-43269,187760,-1268,-87071,-20730,1851568
66,1779177894320285881,0,0,3,-19910,1851568,21752,-43704,193278,-1350,-85230,-20342,1851568
67,1779177894325322707,0,0,3,-20025,1851568,21577,-44123,200162,-1437,-83114,-20394,1851568
68,1779177894330109386,0,0,4,-19124,1851568,21402,-44513,208114,-1517,-81502,-19822,1851568
69,1779177894335177061,0,0,1,-18438,1851568,21210,-44920,208114,-1517,-81502,-19124,1851568
70,1779177894340174846,0,0,2,-17966,1851568,20318,-42690,221526,-1702,-79982,-18423,1851568
71,1779177894345381562,0,0,1,-17593,1851568,20116,-43106,221526,-1702,-79982,-17974,1851568
72,1779177894350721719,0,0,3,-17229,1851568,19902,-43530,231851,-1893,-79417,-17606,1851568
73,1779177894355287628,0,0,2,-16793,1851568,19714,-43895,236836,-1946,-79852,-17229,1851568
74,1779177894360291589,0,0,1,-16521,1851568,18816,-41721,240337,-2010,-79406,-16798,1851568
75,1779177894365206910,0,0,1,-16232,1851568,18617,-42115,242651,-2062,-80039,-16527,1851568
76,1779177894370164983,0,0,2,-15860,1851568,18409,-42517,246924,-2122,-81074,-16248,1851568
77,1779177894375176752,0,0,3,-15354,1851568,18194,-42928,251315,-2178,-82009,-15872,1851568
78,1779177894380164650,0,0,1,-14756,1851568,17977,-43340,252562,-2196,-82680,-15358,1851568
79,1779177894385304037,0,0,1,-14341,1851568,17079,-41226,255113,-2191,-82098,-14768,1851568
80,1779177894390424192,0,0,1,-13950,1851568,16860,-41642,255113,-2191,-82098,-14350,1851568
81,1779177894395249367,0,0,3,-13497,1851568,16649,-42029,260751,-2243,-80225,-13950,1851568
82,1779177894400299569,0,0,1,-13021,1851568,16426,-42425,262234,-2225,-78571,-13516,1851568
83,1779177894405175689,0,0,2,-12711,1851568,15550,-40333,262234,-2225,-78571,-13027,1851568
84,1779177894410172035,0,0,4,-12391,1851568,15329,-40722,274103,-2149,-77827,-12715,1851568
85,1779177894415177692,0,0,4,-11961,1851568,15094,-41114,288464,-2094,-78467,-12391,1851568
86,1779177894420168726,0,0,3,-11403,1851568,14852,-41510,295882,-2013,-79250,-11963,1851568
87,1779177894425162415,0,0,3,-11011,1851568,13965,-39483,299620,-1898,-80001,-11403,1851568
88,1779177894430173577,0,0,1,-10639,1851568,13723,-39889,299620,-1898,-80001,-11012,1851568
89,1779177894435251299,0,0,5,-10113,1799062,13469,-40306,309412,-1763,-81068,-10602,1851568
90,1779177894440343870,0,0,3,-9631,1699405,13210,-40733,321755,-1452,-83809,-10169,1799062
91,1779177894445261494,0,0,2,-9805,1685240,12952,-41156,321755,-1452,-83809,-10169,1699405
92,1779177894450236879,0,0,3,-9465,1598752,12083,-39224,336057,-1067,-87760,-9860,1685240
93,1779177894455163368,0,0,2,-9151,1590097,11826,-39663,336057,-1067,-87760,-9545,1598752
94,1779177894460316739,0,0,2,-8865,1568761,10939,-37776,342169,-852,-89112,-9139,1590097
95,1779177894465163131,0,0,3,-8612,1521362,10688,-38194,348281,-605,-88375,-8912,1568761
96,1779177894470166549,0,0,3,-8283,1418468,10424,-38606,360921,-171,-82355,-8663,1521362
97,1779177894475178318,0,0,2,-8170,1431090,9565,-36742,360921,-171,-82355,-8341,1418468
98,1779177894480170632,0,0,3,-7996,1369271,9307,-37112,369170,148,-74218,-8196,1431090
99,1779177894485202337,0,0,2,-7689,1363305,9042,-37473,369170,148,-74218,-8013,1369271
100,1779177894490453470,0,0,2,-7234,1339947,8763,-37843,372315,256,-71574,-7708,1363305
101,1779177894495188148,0,0,2,-7257,1317394,7939,-35950,378486,426,-72268,-7518,1339947
102,1779177894500176014,0,0,2,-6853,1283728,7680,-36320,382462,550,-74339,-7257,1317394
103,1779177894505182215,0,0,2,-6584,1304415,6850,-34521,382462,550,-74339,-6853,1283728
104,1779177894510175073,0,0,3,-6278,1252371,6598,-34900,389821,894,-75926,-6584,1304415
105,1779177894515323196,0,0,2,-6144,1241665,5774,-33168,393737,1091,-74207,-6281,1252371
106,1779177894520169587,0,0,2,-5944,1241587,5536,-33516,393737,1091,-74207,-6145,1241665
107,1779177894525227086,0,0,3,-5670,1182567,5283,-33865,401630,1410,-68840,-5972,1241587
108,1779177894530175399,0,0,2,-5500,1203006,4482,-32099,401630,1410,-68840,-5675,1182567
109,1779177894535192288,0,0,3,-5346,1148931,4238,-32420,409285,1654,-63933,-5529,1203006
110,1779177894540445021,0,0,2,-5004,1140765,3978,-32749,409285,1654,-63933,-5343,1148931
111,1779177894545162323,0,0,2,-5164,1129633,3216,-31020,414151,1745,-62656,-5296,1140765
112,1779177894550171532,0,0,2,-4888,1100192,2975,-31332,418068,1828,-62602,-5179,1129633
113,1779177894555172230,0,0,3,-4744,1061750,2206,-29645,425901,2026,-62047,-4895,1100192
114,1779177894560175295,0,0,2,-4520,1032258,1973,-29956,429224,2135,-62182,-4735,1061750
115,1779177894565192953,0,0,2,-4168,1006306,1735,-30272,432369,2256,-62902,-4519,1032258
116,1779177894570161394,0,0,2,-3958,1027847,989,-28626,432369,2256,-62902,-4167,1006306
117,1779177894575170156,0,0,3,-3761,980053,761,-28958,439312,2566,-66210,-3976,1027847
118,1779177894580163269,0,0,2,-3653,999021,25,-27369,439312,2566,-66210,-3743,980053
119,1779177894585179775,0,0,3,-3509,951959,-195,-27720,446018,2960,-69950,-3655,999021
120,1779177894590172632,0,0,2,-3154,946085,-417,-28074,446018,2960,-69950,-3497,951959
121,1779177894595169714,0,0,2,-2967,948047,-1130,-26525,449163,3180,-70895,-3171,946085
122,1779177894600243500,0,0,3,-2763,894714,-1347,-26881,456462,3662,-70077,-2972,948047
123,1779177894605186213,0,0,2,-2698,886736,-2047,-25343,459726,3892,-69063,-2742,894714
124,1779177894610255583,0,0,2,-2598,860796,-2254,-25686,463465,4109,-67819,-2692,886736
125,1779177894615311577,0,0,2,-2632,855052,-2945,-24183,467085,4307,-66871,-2598,860796
126,1779177894620480213,0,0,2,-2533,854348,-3147,-24526,467085,4307,-66871,-2632,855052
127,1779177894625177003,0,0,2,-2587,854064,-3812,-23022,470586,4488,-66340,-2563,854348
128,1779177894630171300,0,0,2,-2506,822731,-3999,-23359,474918,4645,-67007,-2592,854064
129,1779177894635222718,0,0,2,-2488,819842,-4667,-21902,478122,4811,-67486,-2495,822731
130,1779177894640193591,0,0,3,-2381,774234,-4844,-22245,484175,5151,-68891,-2479,819842
131,1779177894645174289,0,0,2,-2036,769014,-5025,-22589,484175,5151,-68891,-2359,774234
132,1779177894650299244,0,0,2,-1921,753867,-5666,-21172,489635,5527,-67954,-2054,769014
133,1779177894655294405,0,0,2,-2027,759455,-6301,-19760,492009,5697,-66179,-1899,753867
134,1779177894660437728,0,0,2,-2085,761143,-6465,-20089,492009,5697,-66179,-2028,759455
135,1779177894665173143,0,0,3,-2052,717810,-6618,-20385,497883,5951,-62420,-2121,761143
136,1779177894670166352,0,0,2,-1742,693669,-6784,-20685,500376,6048,-60084,-2029,717810
137,1779177894675172010,0,0,2,-1584,715847,-7380,-19253,500376,6048,-60084,-1739,693669
138,1779177894680167203,0,0,2,-1833,721366,-7976,-17823,503462,6138,-57148,-1630,715847
139,1779177894685320222,0,0,3,-2086,677557,-8124,-18087,509633,6218,-51252,-1853,721366
140,1779177894690321496,0,0,2,-2686,671472,-8700,-16674,512956,6175,-49422,-2347,677557
141,1779177894695377650,0,0,2,-2737,673909,-8836,-16917,512956,6175,-49422,-2716,671472
142,1779177894700128009,0,0,3,-2571,631113,-8967,-17141,518653,6030,-47351,-2778,673909
143,1779177894705171299,0,0,2,-2455,631577,-9522,-15725,521205,5957,-46813,-2551,631113
144,1779177894710170332,0,0,2,-2646,639024,-10072,-14330,523460,5893,-46912,-2451,631577
145,1779177894715520570,0,0,2,-2812,619088,-10197,-14584,526605,5823,-47521,-2644,639024
146,1779177894720213136,0,0,26,19594,642095,-121188,-36922,528682,5765,-48998,-2810,619088
147,1779177894725164808,0,0,14,41998,606616,-121522,-37101,530641,7206,-36039,19594,642095
148,1779177894730172450,0,0,13,64402,588578,-121947,-35594,533074,9903,-15502,41998,606616
149,1779177894735250620,0,0,10,86806,586822,-122352,-33983,534973,13702,9350,64402,588578
150,1779177894740117940,0,0,5,102236,559636,-122601,-33819,536990,18220,33769,86806,586822
151,1779177894745221551,0,0,5,102236,892143,-125593,-16079,536990,18220,33769,102236,559636
152,1779177894750182216,0,0,7,102236,925820,-125618,-15734,541500,27757,69386,102236,892143
153,1779177894755076736,0,0,3,102236,964758,-126330,-12665,544823,31688,74240,102236,925820
154,1779177894760295388,0,0,1,102236,974047,-126281,-12249,544823,31688,74240,102236,964758
155,1779177894765183733,0,0,2,102236,955387,-126215,-11865,547969,35558,79750,102236,974047
156,1779177894770301391,0,0,2,102236,946663,-127424,-13790,551114,38880,78543,102236,955387
157,1779177894775542252,0,0,2,102236,903776,-127338,-13359,557048,45277,82218,102236,946663
158,1779177894780385891,0,0,2,102236,874381,-127242,-12976,559837,47951,79165,102236,903776
159,1779177894785270171,0,0,2,102236,921830,-127810,-9952,559837,47951,79165,102236,874381
160,1779177894790259765,0,0,2,102236,940314,-128004,-8268,562507,50522,78097,102236,921830
161,1779177894795278543,0,0,2,101961,927032,-127814,-7860,565000,53006,79061,102236,940314
162,1779177894800391625,0,0,2,101394,908782,-127604,-7423,567433,55343,81163,101948,927032
163,1779177894805167904,0,0,2,100291,902981,-127733,-5703,571349,59378,87181,101384,908782
164,1779177894810174426,0,0,4,99247,889912,-127487,-5232,573486,61115,94081,100404,902981
165,1779177894815520247,0,0,5,97960,914201,-127534,-3386,573486,61115,94081,99207,889912
166,1779177894820206125,0,0,4,98461,900727,-128254,-7691,578174,63777,114075,97917,914201
167,1779177894825216199,0,0,2,99380,878557,-128011,-7033,580904,64830,131432,98572,900727
168,1779177894830223136,0,0,2,99759,879612,-128089,-5002,584108,65676,151609,99415,878557
169,1779177894835189913,0,0,2,97744,880883,-128148,-2889,587491,66234,172317,99420,879612
170,1779177894840211731,0,0,2,95331,890593,-127842,-1923,587491,66234,172317,97627,880883
171,1779177894845161292,0,0,5,92708,878184,-127530,-883,590814,66405,192357,95110,890593
172,1779177894850221926,0,0,2,89718,855492,-127512,1500,598172,65565,227365,92551,878184
173,1779177894855247104,0,0,2,87419,859398,-127163,2718,598172,65565,227365,89844,855492
174,1779177894860213849,0,0,2,84548,871377,-127117,5234,601139,64615,242495,87247,859398
175,1779177894865306580,0,0,2,81381,879227,-127044,7821,605115,61850,266334,84490,871377
176,1779177894870191980,0,0,2,80617,902583,-127528,4200,605115,61850,266334,81440,879227
177,1779177894875243526,0,0,2,80244,900803,-127176,5641,606480,60141,274765,80549,902583
178,1779177894880214655,0,0,2,78853,892537,-127130,8313,611465,56472,296289,80095,900803
179,1779177894885171832,0,0,2,76655,922013,-127079,11071,611465,56472,296289,78874,892537
180,1779177894890169010,0,0,2,73533,893537,-126678,12660,617696,52384,318091,76516,922013
181,1779177894895218956,0,0,2,70266,920362,-126568,15494,617696,52384,318091,73564,893537
182,1779177894900235717,0,0,3,66656,873891,-126134,17187,626657,47436,337453,70123,920362
183,1779177894905169406,0,0,2,62838,862492,-126004,20106,631641,44680,347102,66368,873891
184,1779177894910225432,0,0,2,59534,889547,-125844,23113,631641,44680,347102,62836,862492
185,1779177894915186769,0,0,2,55644,868830,-125674,26129,640009,38461,370240,59317,889547
186,1779177894920163850,0,0,2,53925,851975,-125428,23917,642917,35043,382963,55709,868830
187,1779177894925243173,0,0,2,52293,861819,-125261,27127,644637,31460,396809,53951,851975
188,1779177894930173886,0,0,2,50368,868051,-124783,29150,644637,31460,396809,52296,861819
189,1779177894935177047,0,0,2,47547,883955,-124585,32445,647189,24157,421164,50306,868051
190,1779177894940225841,0,0,2,44091,913146,-124359,35767,647189,24157,421164,47546,883955
191,1779177894945160042,0,0,2,40091,931111,-124136,39085,649622,20261,427972,44013,913146
192,1779177894950183428,0,0,2,36515,925931,-123573,41249,652174,16337,431057,40087,931111
193,1779177894955167581,0,0,2,33098,914030,-123301,44557,657693,8170,428952,36554,925931
194,1779177894960168406,0,0,2,29667,934792,-123010,47860,657693,8170,428952,33127,914030
195,1779177894965177648,0,0,2,26109,919131,-122699,51152,664398,2,424362,29662,934792
196,1779177894970235114,0,0,2,23932,902484,-122314,50897,667128,-4117,423305,26148,919131
197,1779177894975235460,0,0,2,22174,883619,-121695,53015,669561,-8113,423737,23916,902484
198,1779177894980245277,0,0,2,19611,887078,-121347,56311,671520,-12058,423037,21801,883619
199,1779177894985200374,0,0,2,16580,919986,-121289,60699,672647,-15887,419297,19611,887078
200,1779177894990361618,0,0,2,13150,916406,-120706,63854,674012,-19824,409849,16579,919986
201,1779177894995304586,0,0,2,9921,919054,-120002,65819,674012,-19824,409849,13153,916406
202,1779177895000179330,0,0,2,6712,927525,-119576,68850,675377,-23489,397660,9726,919054
203,1779177895005216444,0,0,2,4110,930893,-119105,71854,677454,-26982,383448,6895,927525
204,1779177895010342295,0,0,2,2074,898684,-118314,73673,681667,-33683,354895,4313,930893
205,1779177895015187535,0,0,2,-384,907258,-117829,76499,681667,-33683,354895,2068,898684
206,1779177895020191272,0,0,2,-3643,890886,-117367,80335,686177,-39500,336015,-665,907258
207,1779177895025243170,0,0,2,-6803,902674,-116793,83114,686177,-39500,336015,-3639,890886
208,1779177895030192539,0,0,2,-9377,888967,-115930,84656,688076,-42363,325062,-6672,902674
209,1779177895035225493,0,0,2,-11870,883909,-115607,88403,692171,-47692,293658,-9202,888967
210,1779177895040514674,0,0,2,-15131,855425,-114423,92296,694485,-50231,270834,-11872,883909
211,1779177895044929829,0,0,2,-18035,848052,-113572,93406,694485,-50231,270834,-15133,855425
212,1779177895050205217,0,0,2,-19967,828308,-112812,95696,697927,-54062,219840,-17816,848052
213,1779177895055215195,0,0,2,-21789,819381,-112083,97775,699945,-55658,191254,-19975,828308
214,1779177895060214260,0,0,2,-23095,794113,-111063,98591,702081,-56893,163209,-21793,819381
215,1779177895065249710,0,0,2,-24358,782836,-110287,100395,704158,-57769,136235,-23093,794113
216,1779177895070223495,0,0,2,-26235,778150,-109423,102122,706057,-58323,110926,-24730,782836
217,1779177895075695526,0,0,2,-27430,753628,-108244,102593,708371,-58517,86060,-26229,778150
218,1779177895080538718,0,0,2,-28883,761418,-107446,104029,708371,-58517,86060,-27435,753628
219,1779177895085313365,0,0,2,-30115,738021,-106642,105337,712525,-58251,45354,-28705,761418
220,1779177895090357231,0,0,2,-31642,714545,-105446,106289,714127,-57871,24957,-30134,738021
221,1779177895095197254,0,0,2,-33174,705102,-104584,107420,716264,-57345,5820,-31644,714545
222,1779177895100192128,0,0,2,-34674,698752,-103668,108443,718341,-56662,-14075,-33176,705102
223,1779177895105177881,0,0,2,-36105,692279,-102738,109362,720477,-55833,-33488,-34673,698752
224,1779177895110251763,0,0,2,-37467,688971,-101776,110196,722376,-54848,-52175,-36106,692279
225,1779177895115181868,0,0,2,-38421,668959,-100562,109857,724512,-53766,-68798,-37466,688971
226,1779177895120285574,0,0,2,-39137,643919,-99576,110043,726649,-52524,-84397,-38422,668959
227,1779177895125197695,0,0,2,-40082,651450,-98588,110626,726649,-52524,-84397,-39136,643919
228,1779177895130233305,0,0,2,-41034,634554,-97560,111133,730328,-49800,-111878,-39997,651450
229,1779177895135248434,0,0,2,-42198,630123,-96525,111571,732049,-48330,-126341,-41049,634554
230,1779177895140395790,0,0,2,-42932,614133,-95389,110794,734007,-46759,-142289,-42214,630123
231,1779177895145197509,0,0,2,-43577,610413,-94387,111106,735669,-45189,-157485,-42932,614133
232,1779177895150185694,0,0,2,-44296,607360,-93326,111307,737449,-43455,-172691,-43576,610413
233,1779177895155270648,0,0,2,-45171,617569,-92227,111403,737449,-43455,-172691,-44297,607360
234,1779177895160182321,0,0,2,-45601,593606,-90911,110428,740772,-39736,-198613,-45092,617569
235,1779177895165192010,0,0,2,-46139,589261,-89813,110430,742375,-37788,-209210,-45611,593606
236,1779177895170185796,0,0,2,-47217,583763,-88799,111485,744155,-35817,-217960,-46143,589261
237,1779177895175210462,0,0,2,-48117,582160,-87414,110351,744155,-35817,-217960,-47217,583763
238,1779177895180189719,0,0,2,-48913,577574,-86284,110231,746232,-33871,-225717,-48106,582160
239,1779177895185362354,0,0,2,-49961,563171,-85091,110011,750267,-29990,-240872,-49224,577574
240,1779177895190400844,0,0,2,-50248,543753,-83781,108965,752107,-28154,-250729,-49973,563171
241,1779177895195377157,0,0,2,-50829,552395,-82631,108705,752107,-28154,-250729,-50559,543753
242,1779177895200330494,0,0,2,-50950,540098,-81482,108379,755489,-24382,-271871,-50760,552395
243,1779177895205296503,0,0,2,-50945,529250,-80084,106977,756498,-22432,-282360,-50958,540098
244,1779177895210184783,0,0,2,-51103,536420,-78948,106575,756498,-22432,-282360,-50947,529250
245,1779177895215208361,0,0,2,-51388,541440,-77772,106090,757388,-20445,-291364,-51072,536420
246,1779177895220186082,0,0,2,-51618,537736,-77013,105507,760118,-16301,-306094,-51371,541440
247,1779177895225191484,0,0,2,-51628,536288,-75596,103947,760118,-16301,-306094,-51631,537736
248,1779177895230194997,0,0,2,-51687,533133,-74424,103382,761780,-14231,-311819,-51635,536288
249,1779177895235194511,0,0,2,-51942,515583,-73247,102761,765518,-10124,-322545,-51706,533133
250,1779177895240330730,0,0,2,-52767,511418,-72214,102657,767180,-8066,-330100,-52266,515583
251,1779177895245167425,0,0,2,-52839,507175,-70834,101020,768070,-6139,-338547,-52770,511418
252,1779177895250170363,0,0,2,-52730,507349,-69658,100285,769197,-4106,-347420,-52835,507175
253,1779177895255170356,0,0,2,-52678,514642,-68479,99484,769197,-4106,-347420,-52730,507349
254,1779177895260159694,0,0,2,-52390,500315,-67064,97686,771868,91,-360429,-52652,514642
255,1779177895265225768,0,0,2,-52278,497175,-65873,96834,773173,2243,-363349,-52394,500315
256,1779177895270174113,0,0,2,-52913,500785,-65091,97793,773173,2243,-363349,-52280,497175
257,1779177895275185146,0,0,2,-53504,486668,-63657,95963,775903,6272,-365054,-52964,500785
258,1779177895280206068,0,0,2,-53840,485378,-62466,95100,777031,8132,-366134,-53510,486668
259,1779177895285231886,0,0,2,-54007,484001,-61280,94229,778277,9909,-367413,-53842,485378
260,1779177895290413321,0,0,2,-53849,484876,-60101,92671,779523,11683,-369438,-54008,484001
261,1779177895295346402,0,0,2,-53374,484423,-58718,90832,779523,11683,-369438,-53858,484876
262,1779177895300178266,0,0,2,-52974,481223,-57616,89989,780769,13328,-372724,-53369,484423
263,1779177895305170419,0,0,2,-53063,483670,-56469,89018,781481,14951,-377715,-53271,481223
264,1779177895310165868,0,0,2,-52507,470725,-55091,87066,783974,18388,-390873,-53035,483670
265,1779177895315182022,0,0,2,-52036,468188,-53956,86049,784923,20203,-396462,-52515,470725
266,1779177895320213600,0,0,1,-51594,468299,-52836,84597,784923,20203,-396462,-52049,468188
267,1779177895325214873,0,0,2,-51591,476366,-51947,84460,785279,22059,-401316,-51597,468299
268,1779177895330173842,0,0,2,-51432,471581,-50604,82428,786941,25772,-409734,-51598,476366
269,1779177895335173932,0,0,1,-51204,471029,-49500,81320,788068,27630,-412947,-51432,471581
270,1779177895340291078,0,0,2,-50618,463544,-48974,79767,789611,29524,-415240,-51204,471029
271,1779177895345162878,0,0,2,-50334,466926,-47911,78678,789611,29524,-415240,-50907,463544
272,1779177895350168152,0,0,2,-49871,452821,-46822,77521,792460,33130,-417262,-50355,466926
273,1779177895355174769,0,0,2,-49594,458194,-45750,76383,792222,34906,-417146,-49877,452821
274,1779177895360171467,0,0,2,-49469,462910,-44688,75236,792460,36615,-415851,-49595,458194
275,1779177895365454152,0,0,2,-49122,457638,-43324,73053,793706,38337,-413263,-49470,462910
276,1779177895370278175,0,0,2,-49016,462312,-42885,72470,793706,38337,-413263,-49408,457638
277,1779177895375218840,0,0,2,-49092,450081,-41870,71405,795961,41188,-404990,-49386,462312
278,1779177895380167569,0,0,2,-48515,442174,-40620,69417,797088,42477,-401747,-49092,450081
279,1779177895385222411,0,0,2,-47984,443480,-39589,68308,797088,42477,-401747,-48511,442174
280,1779177895390185156,0,0,2,-47385,436550,-38652,66467,798394,43732,-399507,-48036,443480
281,1779177895395216958,0,0,2,-46974,428902,-37654,65400,799699,46068,-397028,-47448,436550
282,1779177895400210551,0,0,2,-46413,427355,-36454,63417,800174,47184,-397047,-46985,428902
283,1779177895405161456,0,0,2,-46849,431846,-35725,63280,800352,48240,-398742,-47018,427355
284,1779177895410287019,0,0,2,-46529,434171,-34748,62147,801005,49330,-401911,-46846,431846
285,1779177895415282596,0,0,2,-45827,432345,-33577,60122,801658,50420,-405377,-46531,434171
286,1779177895420393087,0,0,2,-44597,430466,-32692,57706,802488,51596,-408313,-45840,432345
287,1779177895425221750,0,0,2,-43833,429671,-32049,57548,802666,52781,-409737,-44598,430466
288,1779177895430189295,0,0,2,-43479,432355,-31160,56400,802726,54020,-410154,-43832,429671
289,1779177895435202057,0,0,2,-43037,432545,-30045,54346,803319,55250,-409784,-43479,432355
290,1779177895440225603,0,0,2,-42529,435099,-29341,53196,803319,55250,-409784,-43038,432545
291,1779177895445222908,0,0,2,-42188,421073,-28487,52051,805574,57632,-407058,-42575,435099
292,1779177895450258934,0,0,2,-41864,413017,-27644,50916,806820,58774,-405162,-42191,421073
293,1779177895455189327,0,0,2,-41248,415291,-26600,48927,806820,58774,-405162,-41864,413017
294,1779177895460189832,0,0,2,-40749,407446,-25787,47811,808126,60890,-401747,-41293,415291
