# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
6.093439,-0.585185,0.317097,-0.016802,-0.096429,3.906218,4.975119,0.305000,0.960000
6.143385,-0.535372,0.316147,-0.021251,-0.082108,3.969321,5.054847,0.305000,0.960000
6.193332,-0.485760,0.314997,-0.024963,-0.067455,4.032425,5.094641,0.320000,0.950000
6.243278,-0.435555,0.313663,-0.028077,-0.056619,4.095042,5.172112,0.310000,0.945000
6.293224,-0.385524,0.312191,-0.030638,-0.045649,4.157647,5.250583,0.310000,0.945000
6.343170,-0.335678,0.310612,-0.032636,-0.034452,4.220251,5.329053,0.310000,0.945000
6.393117,-0.286010,0.308952,-0.034066,-0.023035,4.282856,5.166682,0.305000,0.940000
6.443063,-0.235941,0.307221,-0.035002,-0.014996,4.342691,5.181109,0.305000,0.930000
6.493009,-0.185907,0.305453,-0.035570,-0.007663,4.401877,5.251243,0.315000,0.920000
6.542955,-0.136038,0.303672,-0.035767,-0.000206,4.461062,5.321378,0.320000,0.915000
6.592901,-0.086327,0.301896,-0.035589,0.007372,4.520248,5.140423,0.310000,0.915000
6.642848,-0.036324,0.300128,-0.035074,0.012456,4.576694,5.097143,0.315000,0.915000
6.692794,0.013714,0.298389,-0.034349,0.016507,4.631986,5.158353,0.315000,0.900000
6.742740,0.063603,0.296697,-0.033423,0.020614,4.687278,5.219563,0.315000,0.910000
6.792686,0.113347,0.295061,-0.032294,0.024776,4.742570,5.095100,0.320000,0.910000
6.842633,0.163327,0.293479,-0.030978,0.027202,4.795929,5.050573,0.310000,0.895000
6.892579,0.213370,0.291963,-0.029580,0.028681,4.848242,5.105365,0.320000,0.895000
6.942525,0.263274,0.290523,-0.028111,0.030174,4.900555,5.160156,0.320000,0.895000
6.992471,0.313040,0.289162,-0.026571,0.031683,4.952868,5.077131,0.325000,0.890000
7.042417,0.363020,0.287873,-0.024966,0.032105,5.003805,5.051310,0.315000,0.880000
7.092364,0.413060,0.286664,-0.023364,0.031903,5.053974,5.101702,0.335000,0.900000
7.142310,0.462971,0.285537,-0.021777,0.031687,5.104143,5.152095,0.325000,0.900000
7.192256,0.512754,0.284492,-0.020205,0.031457,5.154312,5.096604,0.320000,0.895000
7.242202,0.562745,0.283521,-0.018639,0.031155,5.203464,5.094143,0.330000,0.905000
7.292149,0.612772,0.282627,-0.017089,0.030810,5.252134,5.141568,0.330000,0.905000
7.342095,0.662684,0.281813,-0.015560,0.030447,5.300803,5.188993,0.330000,0.905000
7.392041,0.712485,0.281075,-0.014053,0.030068,5.349472,5.148293,0.330000,0.915000
7.441987,0.762468,0.280411,-0.012544,0.030461,5.397326,5.164868,0.320000,0.925000
7.491934,0.812454,0.279822,-0.011006,0.031076,5.444911,5.210204,0.335000,0.910000
7.541880,0.862366,0.279311,-0.009440,0.031649,5.492497,5.255541,0.335000,0.910000
7.591826,0.912222,0.278880,-0.007849,0.032178,5.540082,1.997866,0.335000,0.920000
7.641772,0.962196,0.278529,-0.006197,0.034163,5.558064,1.452548,0.325000,0.920000
7.691718,1.012162,0.278263,-0.004434,0.036402,5.571102,1.455951,0.335000,0.920000
7.741665,1.062094,0.278088,-0.002560,0.038650,5.584140,1.459354,0.335000,0.920000
7.791611,1.111990,0.278009,-0.000575,0.040905,5.597177,-5.440396,0.335000,0.920000
7.841557,1.161811,0.278035,0.001676,0.049586,5.548418,-5.562592,0.335000,0.910000
7.891503,1.211668,0.278183,0.004362,0.058096,5.498116,-5.511932,0.335000,0.910000
7.941450,1.261639,0.278477,0.007469,0.066160,5.447814,-5.463418,0.335000,0.920000
7.991396,1.311713,0.278937,0.010969,0.072362,5.397493,-5.434176,0.335000,0.920000
8.041342,1.361161,0.279565,0.014365,0.064960,5.346970,-5.383071,0.335000,0.930000
8.091288,1.410923,0.280358,0.017411,0.057466,5.296448,-5.331966,0.330000,0.945000
8.141234,1.461060,0.281300,0.020105,0.049965,5.245926,-5.276068,0.330000,0.955000
8.191181,1.511417,0.282373,0.022433,0.042291,5.195450,-5.192816,0.330000,0.975000
8.241127,1.560764,0.283528,0.024296,0.033283,5.145287,-5.142435,0.330000,1.015000
8.291073,1.610539,0.284775,0.025738,0.024721,5.095124,-5.092054,0.330000,0.980000
8.341019,1.660716,0.286094,0.026772,0.016544,5.044961,-5.041229,0.325000,0.970000
8.390966,1.711225,0.287465,0.027409,0.008731,4.994802,-4.976953,0.325000,0.970000
8.440912,1.760678,0.288828,0.027678,0.002205,4.944784,-4.926863,0.325000,0.960000
8.490858,1.810445,0.290206,0.027630,-0.004115,4.894766,-4.876772,0.330000,0.965000
8.540804,1.860507,0.291582,0.027269,-0.010257,4.844748,-4.826682,0.320000,0.945000
8.590750,1.910848,0.292940,0.026601,-0.016244,4.794730,-4.778397,0.320000,0.935000
8.640697,1.960579,0.294240,0.025643,-0.022287,4.744692,-4.728679,0.320000,0.975000
8.690643,2.010343,0.295486,0.024384,-0.028265,4.694651,-4.678542,0.315000,1.000000
8.740589,2.060321,0.296668,0.022824,-0.034156,4.644609,-4.628405,0.325000,0.960000
8.790535,2.110495,0.297768,0.020963,-0.039981,4.594568,-4.581054,0.325000,0.970000
8.840481,2.160488,0.298763,0.018816,-0.046069,4.544496,-4.533558,0.315000,0.970000
8.890428,2.210284,0.299641,0.016363,-0.052429,4.494393,-4.483300,0.325000,0.970000
8.940374,2.260216,0.300390,0.013586,-0.058781,4.444291,-4.433041,0.320000,0.975000
8.990320,2.310266,0.300993,0.010485,-0.065146,4.394189,-4.383836,0.320000,0.985000
9.040266,2.360367,0.301434,0.007060,-0.071666,4.344075,-4.340243,0.330000,0.975000
9.090213,2.410240,0.301694,0.003303,-0.079015,4.293883,-4.289804,0.320000,0.955000
9.140159,2.460174,0.301758,-0.000828,-0.086434,4.243690,-4.239365,0.310000,0.945000
9.190105,2.510149,0.301605,-0.005334,-0.093944,4.193498,-4.188926,0.330000,0.955000
9.240051,2.560148,0.301218,-0.010222,-0.101568,4.143306,-4.151930,0.320000,0.945000
9.289998,2.610142,0.300576,-0.015508,-0.110112,4.092950,-4.105987,0.340000,0.945000
9.339944,2.660118,0.299660,-0.021236,-0.119106,4.042534,-4.055097,0.335000,0.950000
9.389890,2.710061,0.298447,-0.027414,-0.128288,3.992118,-4.004207,0.325000,0.960000
9.439836,2.759952,0.296915,-0.034051,-0.137684,3.941702,-3.967868,0.335000,0.970000
9.489782,2.809874,0.295039,-0.041169,-0.147287,3.891100,-3.945664,0.350000,0.970000
9.539729,2.859912,0.292788,-0.048791,-0.157097,3.840119,-3.893628,0.340000,0.925000
9.589675,2.909838,0.290150,-0.056897,-0.167213,3.789139,-3.841591,0.355000,0.935000
9.639621,2.959631,0.287101,-0.065497,-0.177662,3.738158,-3.789555,0.335000,0.950000
9.689567,3.009270,0.283620,-0.074605,-0.188471,3.687178,-3.817144,0.360000,0.940000
9.739514,3.059318,0.279635,-0.084419,-0.202684,3.635103,-3.766532,0.355000,0.935000
9.789460,3.109193,0.275154,-0.094938,-0.217520,3.582977,-3.712131,0.380000,0.940000
9.839406,3.158845,0.270147,-0.106174,-0.232871,3.530852,-3.657731,0.375000,0.930000
9.889352,3.208252,0.264586,-0.118145,-0.248767,3.478726,-3.172763,0.380000,0.925000
9.939298,3.257942,0.258366,-0.131042,-0.267002,3.432870,-2.884085,0.400000,0.920000
9.989245,3.307650,0.251468,-0.144939,-0.287002,3.390649,-2.848393,0.395000,0.905000
10.039191,3.357024,0.243890,-0.159792,-0.307812,3.348428,-2.812702,0.415000,0.880000
10.089137,3.406035,0.235597,-0.175627,-0.329463,3.306206,-2.554898,0.425000,0.870000
10.139083,3.455078,0.226469,-0.192606,-0.350231,3.267382,-2.175934,0.435000,0.855000
10.189030,3.504357,0.216399,-0.210693,-0.369171,3.233949,-2.153554,0.465000,0.835000
10.238976,3.553160,0.205481,-0.229649,-0.389105,3.200516,-2.131175,0.480000,0.820000
10.288922,3.601450,0.193690,-0.249507,-0.410055,3.167083,-1.965440,0.495000,0.800000
10.338868,3.649495,0.180915,-0.270425,-0.429922,3.135934,-1.480665,0.510000,0.790000
10.388815,3.697925,0.166916,-0.292449,-0.444051,3.112262,-1.469445,0.540000,0.770000
10.438761,3.745695,0.151946,-0.315059,-0.459473,3.088590,-1.458226,0.560000,0.760000
10.488707,3.792759,0.136003,-0.338302,-0.476245,3.064918,-1.317693,0.580000,0.750000
10.538653,3.839354,0.118981,-0.362357,-0.490924,3.043369,-0.765403,0.615000,0.750000
10.588599,3.886322,0.100507,-0.387148,-0.491426,3.030781,-0.762231,0.680000,0.735000
10.638546,3.932436,0.081040,-0.411760,-0.492015,3.018194,-0.759059,0.730000,0.725000
10.688492,3.977681,0.060618,-0.436202,-0.492746,3.005606,-0.544963,0.740000,0.710000
10.738438,4.022482,0.039062,-0.460730,-0.494725,2.996537,0.013505,0.785000,0.660000
10.788384,4.067483,0.016017,-0.485898,-0.501319,2.996762,0.013506,0.820000,0.655000
10.838330,4.111433,-0.007909,-0.511210,-0.510833,2.996987,0.013507,0.860000,0.645000
10.888277,4.154263,-0.032656,-0.536779,-0.523544,2.997212,0.428664,0.925000,0.615000
10.938223,4.196938,-0.058821,-0.563366,-0.538412,3.004347,0.855299,0.960000,0.595000
10.988169,4.239326,-0.086418,-0.590998,-0.554599,3.018532,0.859328,0.985000,0.585000
11.038115,4.280291,-0.114742,-0.619075,-0.573414,3.032718,0.863357,1.025000,0.575000
11.088062,4.319787,-0.143740,-0.647691,-0.595183,3.046903,1.559177,1.075000,0.560000
11.138008,4.359722,-0.174929,-0.678726,-0.630574,3.072356,1.650413,1.100000,0.550000
11.187954,4.398223,-0.207019,-0.711200,-0.664766,3.099070,1.664701,1.120000,0.550000
11.237900,4.435106,-0.239886,-0.744813,-0.695341,3.125784,1.882125,1.105000,0.545000
11.287847,4.470921,-0.274082,-0.780079,-0.733904,3.155715,2.104756,1.070000,0.560000
11.337793,4.505697,-0.309796,-0.817634,-0.769384,3.188853,2.126743,1.010000,0.560000
11.387739,4.539065,-0.346796,-0.856412,-0.783401,3.221992,2.144415,0.945000,0.570000
11.437685,4.570957,-0.385055,-0.895280,-0.767060,3.255064,2.148734,0.875000,0.570000
11.487631,4.600888,-0.423842,-0.931363,-0.704836,3.287869,2.170281,0.835000,0.575000
11.537578,4.629947,-0.464337,-0.964816,-0.636987,3.320674,2.191828,0.800000,0.585000
11.587524,4.658275,-0.506613,-0.995439,-0.566522,3.353480,2.116631,0.765000,0.595000
11.637470,4.684434,-0.548164,-1.022116,-0.527048,3.384858,2.107609,0.725000,0.615000
11.687416,4.709620,-0.590572,-1.047418,-0.499473,3.415815,2.126797,0.705000,0.625000
11.737362,4.734271,-0.634538,-1.071955,-0.474601,3.446773,2.135458,0.670000,0.645000
11.787309,4.758233,-0.679802,-1.095678,-0.452393,3.477580,2.020343,0.645000,0.665000
11.837255,4.780095,-0.723465,-1.117370,-0.436752,3.506477,2.037062,0.625000,0.690000
11.887201,4.801372,-0.768347,-1.138755,-0.424941,3.535374,2.053780,0.605000,0.700000
11.937147,4.822000,-0.814365,-1.159958,-0.416504,3.564271,2.058992,0.580000,0.715000
11.987094,4.841825,-0.861217,-1.180998,-0.411025,3.593007,1.967595,0.550000,0.735000
12.037040,4.860088,-0.906981,-1.201152,-0.407387,3.620255,1.982460,0.540000,0.755000
12.086986,4.877597,-0.953563,-1.221377,-0.405776,3.647504,1.997325,0.525000,0.765000
12.136932,4.894301,-1.000900,-1.241747,-0.406065,3.674752,2.012190,0.505000,0.780000
