idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp,pub_steer_rad,pub_accel_mps2,used_fallback
17530,1779177981666246123,1,1,50,-34464,1851488,-12023,-24131,1119140,129109,-398073,-56844,1851488,-0.1314697,7.0628662,0
17531,1779177981671252098,1,1,50,-33408,1851488,-12756,-22798,1122166,130641,-397091,-55780,1851488,-0.1274414,7.0628662,0
17532,1779177981676231544,1,1,50,-33312,1851488,-13045,-23124,1122166,130641,-397091,-55689,1851488,-0.1270752,7.0628662,0
17533,1779177981681192687,1,1,50,-33488,1851488,-13333,-23440,1122760,132121,-395629,-55866,1851488,-0.1277466,7.0628662,0
17534,1779177981686228358,1,1,50,-34208,1851488,-15069,-25000,1121395,132738,-393280,-56589,1851488,-0.1304932,7.0628662,0
17535,1779177981691244413,1,1,50,-32384,1851488,-15394,-25321,1119852,133380,-387812,-54767,1851488,-0.1235352,7.0628662,0
17536,1779177981696405110,1,1,50,-30752,1851488,-15285,-27293,1119852,133380,-387812,-53134,1851488,-0.1173096,7.0628662,0
17537,1779177981701232683,1,1,50,-28848,1851488,-15618,-27482,1118725,133990,-382239,-51220,1851488,-0.1100464,7.0628662,0
17538,1779177981706180993,1,1,50,-27552,1851488,-16363,-26136,1121098,135082,-375014,-49926,1851488,-0.1051025,7.0628662,0
17539,1779177981711195992,1,1,50,-27936,1851488,-16268,-28026,1121098,135082,-375014,-50310,1851488,-0.1065674,7.0628662,0
17540,1779177981716227951,1,1,50,-27392,1851488,-18572,-27870,1123709,135575,-376943,-49768,1851488,-0.1044922,7.0628662,0
17541,1779177981721211302,1,1,50,-26224,1851488,-18898,-28200,1125549,136151,-379854,-48603,1851488,-0.1000366,7.0628662,0
17542,1779177981726183388,1,1,50,-24784,1851488,-19637,-26965,1125430,137654,-382906,-47162,1851488,-0.0945435,7.0628662,0
17543,1779177981731250132,1,1,50,-24960,1851488,-19546,-28912,1125430,137654,-382906,-47336,1851488,-0.0952148,7.0628662,0
17544,1779177981736246059,1,1,50,-26240,1851488,-22394,-29044,1124006,138440,-384242,-48610,1851488,-0.1000977,7.0628662,0
17545,1779177981741183105,1,1,50,-24704,1851488,-22342,-30956,1123828,139135,-386251,-47084,1851488,-0.0942383,7.0628662,0
17546,1779177981746179896,1,1,50,-21664,1851488,-22708,-31314,1125786,139962,-387285,-44036,1851488,-0.0826416,7.0628662,0
17547,1779177981751219919,1,1,50,-19360,1851488,-23086,-31620,1128279,141019,-386797,-41729,1851488,-0.0738525,7.0628662,0
17548,1779177981756241766,1,1,50,-17984,1851488,-23892,-30211,1128753,143374,-380346,-40363,1851488,-0.0686035,7.0628662,0
17549,1779177981761187196,1,1,50,-18656,1851488,-23844,-32064,1127685,144346,-374725,-41030,1851488,-0.0711670,7.0628662,0
17550,1779177981766204403,0,0,10,-18816,1851488,-26952,-28132,1126439,145151,-367984,-41193,1851488,-0.0717773,7.0628662,0
17551,1779177981771410124,0,0,4,-20656,1851488,-26847,-30021,1125668,145673,-362925,-43033,1851488,-0.0787964,7.0628662,0
17552,1779177981776240449,0,0,1,-21408,1851488,-27256,-29908,1126142,145991,-358963,-43788,1851488,-0.0816650,7.0628662,0
17553,1779177981781228856,0,0,1,-22480,1851488,-28189,-27890,1128160,146176,-359502,-44860,1851488,-0.0857544,7.0628662,0
17554,1779177981786209583,0,0,4,-22960,1851488,-30372,-29621,1130771,146365,-362811,-45340,1851488,-0.0875854,7.0628662,0
17555,1779177981791189413,0,0,1,-22320,1851488,-31339,-27557,1132314,146678,-366141,-44695,1851488,-0.0851440,7.0628662,0
17556,1779177981795897849,0,0,1,-21040,1851488,-31772,-27305,1132729,147038,-367546,-43419,1851488,-0.0802612,7.0628662,0
17557,1779177981801346613,0,0,1,-19664,1851488,-32176,-27315,1132017,147653,-367962,-42044,1851488,-0.0750122,7.0628662,0
17558,1779177981806262315,0,0,1,-18656,1851488,-32049,-29114,1130949,148186,-366115,-41032,1851488,-0.0711670,7.0628662,0
17559,1779177981811311618,0,0,1,-17216,1851488,-31956,-30949,1131365,148839,-363398,-39597,1851488,-0.0656738,7.0628662,0
17560,1779177981816418010,0,0,1,-16736,1851488,-34626,-28258,1133263,149438,-361373,-39108,1851488,-0.0638428,7.0628662,0
17561,1779177981821352464,0,0,1,-15632,1851488,-34511,-30022,1135400,150077,-357650,-38015,1851488,-0.0596313,7.0628662,0
17562,1779177981826189669,0,0,1,-15584,1851488,-35385,-27737,1136646,150620,-353519,-37965,1851488,-0.0594482,7.0628662,0
17563,1779177981831187452,0,0,1,-14992,1851488,-35731,-27523,1136468,151109,-348790,-37364,1851488,-0.0571899,7.0628662,0
