timestamp_s,cmd_servo,cmd_speed,cmd_steering_angle,odom_x,odom_y,odom_yaw,odom_vx,odom_omega,imu_gz,phase
5.977860895999811,0.5633,1.0,0.0,0.44525263047892644,-0.006846543594524171,-0.02265081742395747,0.5417777777777778,-0.2596651873578299,-0.7613835077418223,servo_0.563
5.9784744500000215,0.5633,1.0,0.0,0.44525263047892644,-0.006846543594524171,-0.02265081742395747,0.5417777777777778,-0.2596651873578299,-0.7311636201672844,servo_0.563
5.9823623869999665,0.5633,1.0,0.0,0.44525263047892644,-0.006846543594524171,-0.02265081742395747,0.5417777777777778,-0.2596651873578299,-0.7311636201672844,servo_0.563
5.983780326999977,0.5633,1.0,0.0,0.4481458736463642,-0.006917389165213173,-0.026312516946570164,0.5035555555555555,-0.40111471720066627,-0.7311636201672844,servo_0.563
5.98443452499987,0.5633,1.0,0.0,0.4481458736463642,-0.006917389165213173,-0.026312516946570164,0.5035555555555555,-0.40111471720066627,-0.23062137808818509,servo_0.563
5.987666726999805,0.5633,1.0,0.0,0.4481458736463642,-0.006917389165213173,-0.026312516946570164,0.5035555555555555,-0.40111471720066627,-0.23062137808818509,servo_0.563
5.989086299999826,0.5633,1.0,0.0,0.45011796065013715,-0.006970421604863222,-0.027457587053855478,0.3671111111111111,-0.34996671546692193,-0.23062137808818509,servo_0.563
5.989796150999837,0.5633,1.0,0.0,0.45011796065013715,-0.006970421604863222,-0.027457587053855478,0.3671111111111111,-0.34996671546692193,0.2396486120114426,servo_0.563
5.993191629999956,0.5633,1.0,0.0,0.45011796065013715,-0.006970421604863222,-0.027457587053855478,0.3671111111111111,-0.34996671546692193,0.2396486120114426,servo_0.563
5.994590113999948,0.5633,1.0,0.0,0.45205528790610106,-0.007022462903609834,-0.026254336438900464,0.35688888888888887,-0.17308211722341255,0.2396486120114426,servo_0.563
5.995308540999986,0.5633,1.0,0.0,0.45205528790610106,-0.007022462903609834,-0.026254336438900464,0.35688888888888887,-0.17308211722341255,0.4148410690548337,servo_0.563
5.998571785999957,0.5633,1.0,0.0,0.45205528790610106,-0.007022462903609834,-0.026254336438900464,0.35688888888888887,-0.17308211722341255,0.4148410690548337,servo_0.563
6.000025025000014,0.5633,1.0,0.0,0.45298449511117117,-0.007045901426117136,-0.024183398589659733,0.1711111111111111,0.0032948386600613194,0.4148410690548337,servo_0.563
6.000707448999947,0.5633,1.0,0.0,0.45298449511117117,-0.007045901426117136,-0.024183398589659733,0.1711111111111111,0.0032948386600613194,0.41925955290889777,servo_0.563
6.004298016999883,0.5633,1.0,0.0,0.45298449511117117,-0.007045901426117136,-0.024183398589659733,0.1711111111111111,0.0032948386600613194,0.40923128666614994,servo_0.563
6.005194378999931,0.5633,1.0,0.0,0.45298449511117117,-0.007045901426117136,-0.024183398589659733,0.1711111111111111,0.0032948386600613194,0.40923128666614994,servo_0.563
6.006725608999886,0.5633,1.0,0.0,0.4534888078804243,-0.007057563188306355,-0.022056494447442454,0.09266666666666666,0.12808425293471223,0.40923128666614994,servo_0.563
6.009675003999973,0.5633,1.0,0.0,0.4534888078804243,-0.007057563188306355,-0.022056494447442454,0.09266666666666666,0.12808425293471223,0.40923128666614994,servo_0.563
6.011281695999969,0.5633,1.0,0.0,0.4541233738049353,-0.007070923779633339,-0.020046672726443227,0.11533333333333333,0.21242836305414353,0.40923128666614994,servo_0.563
6.011998362999975,0.5633,1.0,0.0,0.4541233738049353,-0.007070923779633339,-0.020046672726443227,0.11533333333333333,0.21242836305414353,0.48008225733321336,servo_0.563
6.0150359899998875,0.5633,1.0,0.0,0.4541233738049353,-0.007070923779633339,-0.020046672726443227,0.11533333333333333,0.21242836305414353,0.48008225733321336,servo_0.563
6.016304349999928,0.5633,1.0,0.0,0.4547551501512393,-0.00708282740755564,-0.017631913007968347,0.11511111111111111,0.29272453133786447,0.48008225733321336,servo_0.563
6.016881774000012,0.5633,1.0,0.0,0.4547551501512393,-0.00708282740755564,-0.017631913007968347,0.11511111111111111,0.29272453133786447,0.6384348810137609,servo_0.563
6.017796825000005,0.5633,1.0,0.0,0.4547551501512393,-0.00708282740755564,-0.017631913007968347,0.11511111111111111,0.29272453133786447,0.6384348810137609,servo_0.563
6.019032414999856,0.5633,1.0,0.0,0.4547956603414313,-0.007083541753732926,-0.017631913007968347,0.12066666666666667,0.29272453133786447,0.6384348810137609,servo_0.563
6.020651075999922,0.5633,1.0,0.0,0.4547956603414313,-0.007083541753732926,-0.017631913007968347,0.12066666666666667,0.29272453133786447,0.7865634295324124,servo_0.563
6.021885321999889,0.5633,1.0,0.0,0.45550159792559974,-0.007093469996634287,-0.010494053425296357,0.12777777777777777,0.513475374228167,0.7865634295324124,servo_0.563
