phase,speed_target,avg_speed,avg_ax,ax_std,avg_current,current_std,peak_current,F_net,F_net_std,T_motor_Kt,n_samples
acceleration,1.5,1.304063687043239,1.8613696561265403,2.4730975502290935,23.58703018500487,21.34603141336475,69.37,6.168579040403355,8.195845281459215,0.06439259240506329,1027
acceleration,2.0,1.6649709114414997,2.277223017330902,2.7329885912235543,28.66244117647059,22.699453626089998,68.94,7.546717079434608,9.057124191314859,0.07824846441176471,1020
acceleration,2.5,2.135558135558136,2.3877772841447307,2.739540416831924,27.941859131859133,22.04083332277765,69.45,7.913093919655638,9.078836941380995,0.07628127542997543,1221
acceleration,3.0,2.521615098655991,2.5725717678350617,3.0908694062090967,30.430728624535316,22.885236345552187,69.81,8.525502838605394,10.243141212176946,0.0830758891449814,1345
braking,1.5,,-3.45810473796277,,-12.810949367088607,,-32.27,11.460159101608621,,-0.0349738917721519,
braking,2.0,,-4.235922755771737,,-17.46156695156695,,-37.98,14.037848012627537,,-0.04767007777777777,
braking,2.5,,-4.707569582256035,,-20.38558823529412,,-52.88,15.6008855955965,,-0.05565265588235294,
braking,3.0,,-5.133770361565368,,-22.834342105263158,,-65.58,17.01331497822763,,-0.062337753947368416,
