timestamp_s,odom_vx,imu_ax,imu_ay,imu_az,motor_rpm,motor_current,v_imu,slip_ratio,cmd_speed,phase
0.005809383000269008,0.0,-0.6784167965043124,-0.29377080141697076,10.13104912738204,0.0,0.0,0.0,0.0,3.0,acceleration
0.007039923000320414,0.0,-0.6646661954651026,-0.2602504438048229,10.131008210849762,0.0,0.0,2.980482488556016e-05,-0.0002980482488556016,3.0,acceleration
0.008145016000071337,0.0,-0.6646661954651026,-0.2602504438048229,10.131008210849762,0.0,0.0,4.7105798539044476e-05,-0.00047105798539044474,3.0,acceleration
0.009025102000123297,0.0,-0.6646661954651026,-0.2602504438048229,10.131008210849762,0.0,0.0,6.024171276759104e-05,-0.0006024171276759104,3.0,acceleration
0.011324572000376065,0.0,-0.6646661954651026,-0.2602504438048229,10.131008210849762,0.0,0.0,9.146778097378423e-05,-0.0009146778097378422,3.0,acceleration
0.013643243000387884,0.0,0.00032872765052088804,-0.21257347748111932,10.155673865550757,0.0,0.0,9.223405301657468e-05,-0.0009223405301657467,3.0,acceleration
0.014633641000273201,0.0,0.00032872765052088804,-0.21257347748111932,10.155673865550757,0.0,0.0,9.257428876473249e-05,-0.0009257428876473248,3.0,acceleration
0.01536469400025453,0.0,0.00032872765052088804,-0.21257347748111932,10.155673865550757,0.0,0.0,9.28511734349502e-05,-0.0009285117343495019,3.0,acceleration
0.01836343900004067,0.0,0.00032872765052088804,-0.21257347748111932,10.155673865550757,0.0,0.0,9.380587874163987e-05,-0.0009380587874163987,3.0,acceleration
0.019140159000016865,0.0,-0.009028846748853542,-0.21744459064882246,10.165423690670728,0.0,0.0,8.596084923590582e-05,-0.0008596084923590582,3.0,acceleration
0.019970929999999498,0.0,-0.009028846748853542,-0.21744459064882246,10.165423690670728,0.0,0.0,7.860902951120565e-05,-0.0007860902951120565,3.0,acceleration
0.020653373000186548,0.0,-0.009028846748853542,-0.21744459064882246,10.165423690670728,0.0,0.0,7.201915416144036e-05,-0.0007201915416144035,3.0,acceleration
0.02249095800016221,0.0,-0.009028846748853542,-0.21744459064882246,10.165423690670728,0.0,0.0,5.6238644163136e-05,-0.00056238644163136,3.0,acceleration
0.02328428700002405,0.0,-0.26007215397792016,-0.26999267014022915,10.150509030133485,0.0,0.0,5.23524397793842e-05,-0.000523524397793842,3.0,acceleration
0.024124083000060637,0.0,-0.26007215397792016,-0.26999267014022915,10.150509030133485,-1.0,1.34,4.8467984490122015e-05,-0.0004846798449012201,3.0,acceleration
0.024739865000356076,0.0,-0.26007215397792016,-0.26999267014022915,10.150509030133485,0.0,0.0,4.54988535387796e-05,-0.00045498853538779603,3.0,acceleration
0.02654052000025331,0.0,-0.26007215397792016,-0.26999267014022915,10.150509030133485,0.0,0.0,3.7333154298420384e-05,-0.00037333154298420384,3.0,acceleration
0.027152750000368542,0.0,-0.6059410766363009,-0.31775249244179576,10.135634117084741,0.0,0.0,3.72663131735448e-05,-0.000372663131735448,3.0,acceleration
0.027823416000046564,0.0,-0.6059410766363009,-0.31775249244179576,10.135634117084741,-3.0,46.06,3.719955253886099e-05,-0.0003719955253886099,3.0,acceleration
0.028476032000071427,0.0,-0.6059410766363009,-0.31775249244179576,10.135634117084741,-1.0,1.34,3.7131530786511864e-05,-0.00037131530786511864,3.0,acceleration
0.029928186000233836,0.0,-0.6059410766363009,-0.31775249244179576,10.135634117084741,-1.0,1.34,3.6980991397663665e-05,-0.00036980991397663664,3.0,acceleration
0.030589507000058802,0.0,-0.9509734317714817,-0.2983509322814643,10.106423220169544,-1.0,1.34,5.66242285235638e-05,-0.000566242285235638,3.0,acceleration
0.031188423999992665,0.0,-0.9509734317714817,-0.2983509322814643,10.106423220169544,-5.0,70.56,7.417037244655906e-05,-0.0007417037244655905,3.0,acceleration
0.03221357500024169,0.0,-0.9509734317714817,-0.2983509322814643,10.106423220169544,-3.0,46.06,0.00010133273828246889,-0.001013327382824689,3.0,acceleration
0.0335689230000753,0.0,-0.9509734317714817,-0.2983509322814643,10.106423220169544,-3.0,46.06,0.0001400812768826662,-0.0014008127688266618,3.0,acceleration
0.03418009600000005,0.0,-1.151239333728728,-0.207168239170406,10.082824902439118,-3.0,46.06,0.0001685331271321803,-0.001685331271321803,3.0,acceleration
0.03477139699998588,0.0,-1.151239333728728,-0.207168239170406,10.082824902439118,14.0,62.27,0.00019716978592399604,-0.00197169785923996,3.0,acceleration
0.035304134000398335,0.0,-1.151239333728728,-0.207168239170406,10.082824902439118,-5.0,70.56,0.00022247965835853352,-0.0022247965835853352,3.0,acceleration
0.03660146200036252,0.0,-1.151239333728728,-0.207168239170406,10.082824902439118,-5.0,70.56,0.00028217206737811423,-0.002821720673781142,3.0,acceleration
0.03716520900024989,0.0,-0.7008530498451748,-0.11644613104211166,10.113636220288276,-5.0,70.56,0.0003969681281107019,-0.003969681281107019,3.0,acceleration
0.03771756300011475,0.0,-0.7008530498451748,-0.11644613104211166,10.113636220288276,20.0,66.43,0.0005087032037683247,-0.005087032037683246,3.0,acceleration
0.03823615500004962,0.0,-0.7008530498451748,-0.11644613104211166,10.113636220288276,14.0,62.27,0.0006144255945726644,-0.006144255945726643,3.0,acceleration
0.03986432000010609,0.0,-0.7008530498451748,-0.11644613104211166,10.113636220288276,20.0,66.43,0.0009267090271409676,-0.009267090271409675,3.0,acceleration
0.04105943400008982,0.0,-0.7008530498451748,-0.11644613104211166,10.113636220288276,20.0,66.43,0.0011725495345387225,-0.011725495345387225,3.0,acceleration
0.04160852400036674,0.0,0.3510932628561459,-0.11722812999896705,10.206016397821903,20.0,66.43,0.0013807355511915816,-0.013807355511915816,3.0,acceleration
0.04214084400018692,0.0,0.3510932628561459,-0.11722812999896705,10.206016397821903,25.0,64.63,0.0015666633081525346,-0.015666633081525345,3.0,acceleration
0.04265012400037449,0.0,0.3510932628561459,-0.11722812999896705,10.206016397821903,25.0,64.63,0.0017468162832070275,-0.017468162832070273,3.0,acceleration
0.04498924400013493,0.0,0.3510932628561459,-0.11722812999896705,10.206016397821903,36.0,65.21,0.0025240107247780376,-0.025240107247780374,3.0,acceleration
0.0456377970003814,0.0,0.3510932628561459,-0.11722812999896705,10.206016397821903,36.0,65.21,0.002774734849966388,-0.02774734849966388,3.0,acceleration
0.04704831600020043,0.0,0.3510932628561459,-0.11722812999896705,10.206016397821903,36.0,65.21,0.003266689187558446,-0.032666891875584456,3.0,acceleration
0.04776272800017978,0.0,0.0339473762716814,-0.32752515044808383,10.158729745990037,36.0,65.21,0.003289886719758972,-0.03289886719758972,3.0,acceleration
0.050406251000367774,0.0,0.0339473762716814,-0.32752515044808383,10.158729745990037,43.0,64.92,0.0033789418903539593,-0.03378941890353959,3.0,acceleration
0.05109400600031222,0.0,0.0339473762716814,-0.32752515044808383,10.158729745990037,43.0,64.92,0.003403653848965779,-0.03403653848965779,3.0,acceleration
0.05357703900017441,0.0,0.0339473762716814,-0.32752515044808383,10.158729745990037,43.0,64.92,0.003487150000909701,-0.03487150000909701,3.0,acceleration
