timestamp_s,odom_x,odom_y,odom_vx,motor_rpm,cmd_speed,phase
6.811286899999686,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.814572386998407,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.81597309299832,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.816696789999696,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.81735050199859,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.818692998998813,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.820645525998771,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.821817745998487,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.822377182999844,0.0,0.0,0.0,0.0,1.0,speed_1.0
6.82296289399892,0.0,0.0,0.0,-4.0,1.0,speed_1.0
6.827202515998579,0.0,0.0,0.0,-21.0,1.0,speed_1.0
6.829400104999877,0.0,0.0,0.0,-21.0,1.0,speed_1.0
6.830080088999239,0.0,0.0,0.0,-21.0,1.0,speed_1.0
6.832726360999004,0.0,0.0,0.0,3.0,1.0,speed_1.0
6.833979895000084,0.0,0.0,0.0,3.0,1.0,speed_1.0
6.834606309999799,0.0,0.0,0.0,3.0,1.0,speed_1.0
6.83844320299977,0.0,0.0,0.0,22.0,1.0,speed_1.0
6.839663744000063,0.0,0.0,0.0,22.0,1.0,speed_1.0
6.840300559999378,0.0,0.0,0.0,22.0,1.0,speed_1.0
6.844553589999123,0.0,0.0,0.0,30.0,1.0,speed_1.0
6.845742162999159,0.0,0.0,0.0,30.0,1.0,speed_1.0
6.846327104998636,0.0,0.0,0.0,30.0,1.0,speed_1.0
6.8468698379983834,0.0,0.0,0.0,37.0,1.0,speed_1.0
6.848164012999405,0.0,0.0,0.0,37.0,1.0,speed_1.0
6.851482940999631,0.0,0.0,0.0,37.0,1.0,speed_1.0
6.852603991999786,0.0,0.0,0.0,37.0,1.0,speed_1.0
6.853153093999936,0.0,0.0,0.0,43.0,1.0,speed_1.0
6.854115420999733,0.0,0.0,0.0,43.0,1.0,speed_1.0
6.85824367999885,0.0,0.0,0.0,48.0,1.0,speed_1.0
6.859433628998886,0.0,0.0,0.0,48.0,1.0,speed_1.0
6.860017162998702,0.0,0.0,0.0,48.0,1.0,speed_1.0
6.86419284799922,0.0,0.0,0.0,53.0,1.0,speed_1.0
6.865473967000071,0.0,0.0,0.0,53.0,1.0,speed_1.0
6.866126846998668,0.0,0.0,0.0,53.0,1.0,speed_1.0
6.870158239999,0.0,0.0,0.0,57.0,1.0,speed_1.0
6.8714283509998495,0.0,0.0,0.0,57.0,1.0,speed_1.0
6.872137519998432,0.0,0.0,0.0,57.0,1.0,speed_1.0
6.873389933998624,0.0,0.0,0.0,57.0,1.0,speed_1.0
6.874039196998638,0.0,0.0,0.0,57.0,1.0,speed_1.0
6.874638219998815,0.0,0.0,0.0,62.0,1.0,speed_1.0
6.8772428590000345,0.0,0.0,0.0,62.0,1.0,speed_1.0
6.878265154999099,0.0,0.0,0.0,62.0,1.0,speed_1.0
6.878844688999379,0.0,0.0,0.0,66.0,1.0,speed_1.0
6.882781423999404,0.0,0.0,0.0,68.0,1.0,speed_1.0
6.884173809999993,0.0,0.0,0.0,68.0,1.0,speed_1.0
6.884826177998548,0.0,0.0,0.0,68.0,1.0,speed_1.0
6.889374286998645,0.0,0.0,0.0,71.0,1.0,speed_1.0
6.890921876998618,0.0,0.0,0.0,71.0,1.0,speed_1.0
6.891580324998358,0.0,0.0,0.0,71.0,1.0,speed_1.0
6.894776593999268,0.0,0.0,0.0,76.0,1.0,speed_1.0
6.896256852998704,0.0,0.0,0.0,76.0,1.0,speed_1.0
6.896900836998611,0.0,0.0,0.0,76.0,1.0,speed_1.0
6.897522259998368,0.0,0.0,0.0,81.0,1.0,speed_1.0
6.898796082999979,0.0,0.0,0.0,81.0,1.0,speed_1.0
6.900298679000116,0.0,0.0,0.0,81.0,1.0,speed_1.0
6.901532596999459,0.0,0.0,0.0,81.0,1.0,speed_1.0
6.902106017998449,0.0,0.0,0.0,81.0,1.0,speed_1.0
6.902718448998712,0.0,0.0,0.0,85.0,1.0,speed_1.0
6.905835995999951,0.0,0.0,0.0,89.0,1.0,speed_1.0
6.907061081999927,0.0,0.0,0.0,89.0,1.0,speed_1.0
6.907656039998983,0.0,0.0,0.0,89.0,1.0,speed_1.0
6.91134070499902,0.0,0.0,0.0,93.0,1.0,speed_1.0
6.9126463049997255,0.0,0.0,0.0,93.0,1.0,speed_1.0
6.913249774999713,0.0,0.0,0.0,93.0,1.0,speed_1.0
6.916794180999204,0.0,0.0,0.0,144.0,1.0,speed_1.0
6.918103619998874,0.0,0.0,0.0,144.0,1.0,speed_1.0
6.91875032399912,0.0,0.0,0.0,144.0,1.0,speed_1.0
6.922256871999707,0.0,0.0,0.0,258.0,1.0,speed_1.0
6.9235862489986175,0.00030463046361931597,3.908903594443482e-06,0.05608695652173913,258.0,1.0,speed_1.0
6.924296473998766,0.00030463046361931597,3.908903594443482e-06,0.05608695652173913,258.0,1.0,speed_1.0
6.927655114999652,0.00030463046361931597,3.908903594443482e-06,0.05608695652173913,323.0,1.0,speed_1.0
6.928987146999134,0.0006875621404864162,8.767031969123193e-06,0.07021739130434783,323.0,1.0,speed_1.0
6.929640858999846,0.0006875621404864162,8.767031969123193e-06,0.07021739130434783,323.0,1.0,speed_1.0
6.9332991229985055,0.0006875621404864162,8.767031969123193e-06,0.07021739130434783,377.0,1.0,speed_1.0
6.934614130999762,0.0011443239978791955,1.4567665815919456e-05,0.08195652173913043,377.0,1.0,speed_1.0
6.9352688979997765,0.0011443239978791955,1.4567665815919456e-05,0.08195652173913043,377.0,1.0,speed_1.0
6.93938784599959,0.0011443239978791955,1.4567665815919456e-05,0.08195652173913043,431.0,1.0,speed_1.0
6.940908521999518,0.0017084357308567593,2.1742299601052995e-05,0.09369565217391304,431.0,1.0,speed_1.0
6.941624571998545,0.0017084357308567593,2.1742299601052995e-05,0.09369565217391304,431.0,1.0,speed_1.0
6.945243858999675,0.0017084357308567593,2.1742299601052995e-05,0.09369565217391304,483.0,1.0,speed_1.0
6.946702773999277,0.002326594086074307,2.9566500225583945e-05,0.105,483.0,1.0,speed_1.0
6.947420614998919,0.002326594086074307,2.9566500225583945e-05,0.105,483.0,1.0,speed_1.0
6.948161144999176,0.002326594086074307,2.9566500225583945e-05,0.105,533.0,1.0,speed_1.0
6.949571354998625,0.0024124143996126844,3.0648661518349344e-05,0.11586956521739131,533.0,1.0,speed_1.0
6.950259051998728,0.0024124143996126844,3.0648661518349344e-05,0.11586956521739131,533.0,1.0,speed_1.0
6.951483273000122,0.0024124143996126844,3.0648661518349344e-05,0.11586956521739131,580.0,1.0,speed_1.0
6.953170769998906,0.0030934880095022455,3.925966316626981e-05,0.12608695652173912,580.0,1.0,speed_1.0
6.953898211999331,0.0030934880095022455,3.925966316626981e-05,0.12608695652173912,580.0,1.0,speed_1.0
6.957389687999239,0.0030934880095022455,3.925966316626981e-05,0.12608695652173912,625.0,1.0,speed_1.0
6.95877192899934,0.0039136379627878895,4.962800254652543e-05,0.1358695652173913,625.0,1.0,speed_1.0
6.959476074000122,0.0039136379627878895,4.962800254652543e-05,0.1358695652173913,625.0,1.0,speed_1.0
6.963307878999331,0.0039136379627878895,4.962800254652543e-05,0.1358695652173913,668.0,1.0,speed_1.0
6.964693095998882,0.0047802711173435385,6.051514384481835e-05,0.14521739130434783,668.0,1.0,speed_1.0
6.965346775999933,0.0047802711173435385,6.051514384481835e-05,0.14521739130434783,668.0,1.0,speed_1.0
6.968841003999842,0.0047802711173435385,6.051514384481835e-05,0.14521739130434783,706.0,1.0,speed_1.0
