timestamp_s,odom_x,odom_y,odom_yaw,odom_vx,cmd_speed,cmd_steering,phase
13.703778704000797,0.2349841244488757,0.00538067351099221,-2.99545851015022,0.0,1.0,0.6035665294924555,run_0
13.706227184000454,0.2349841244488757,0.00538067351099221,-2.99545851015022,0.0,1.0,0.6035665294924555,run_0
13.708180561000518,0.2349841244488757,0.00538067351099221,-2.99545851015022,0.0,1.0,0.6035665294924555,run_0
13.711072046000481,0.2349841244488757,0.00538067351099221,-2.9954564880932515,0.0,1.0,0.6035665294924555,run_0
13.712244603000727,0.2349841244488757,0.00538067351099221,-2.9954564880932515,0.0,1.0,0.6035665294924555,run_0
13.71326508600032,0.2349841244488757,0.00538067351099221,-2.9954564880932515,0.0,1.0,0.6035665294924555,run_0
13.71560194400081,0.2349841244488757,0.00538067351099221,-2.9954606841040454,0.0,1.0,0.6035665294924555,run_0
13.716562423000141,0.2349841244488757,0.00538067351099221,-2.9954606841040454,0.0,1.0,0.6035665294924555,run_0
13.717561944000408,0.2349841244488757,0.00538067351099221,-2.9954606841040454,0.0,1.0,0.6035665294924555,run_0
13.719728679000582,0.2349841244488757,0.00538067351099221,-2.995467921034776,0.0,1.0,0.6035665294924555,run_0
13.720584959000007,0.2349841244488757,0.00538067351099221,-2.995467921034776,0.0,1.0,0.6035665294924555,run_0
13.721448760000385,0.2349841244488757,0.00538067351099221,-2.995467921034776,0.0,1.0,0.6035665294924555,run_0
13.723603237000134,0.2349841244488757,0.00538067351099221,-2.995460595532313,0.0,1.0,0.6035665294924555,run_0
13.724519936999968,0.2349841244488757,0.00538067351099221,-2.995460595532313,0.0,1.0,0.6035665294924555,run_0
13.725385466000262,0.2349841244488757,0.00538067351099221,-2.995460595532313,0.0,1.0,0.6035665294924555,run_0
13.727289591000044,0.2349841244488757,0.00538067351099221,-2.995452622758012,0.0,1.0,0.6035665294924555,run_0
13.728188402000342,0.2349841244488757,0.00538067351099221,-2.995452622758012,0.0,1.0,0.6035665294924555,run_0
13.729028361000019,0.2349841244488757,0.00538067351099221,-2.995452622758012,0.0,1.0,0.6035665294924555,run_0
13.730935174000479,0.2349841244488757,0.00538067351099221,-2.9954569126313433,0.0,1.0,0.6035665294924555,run_0
13.731799391000095,0.2349841244488757,0.00538067351099221,-2.9954569126313433,0.0,1.0,0.6035665294924555,run_0
13.732631830000173,0.2349841244488757,0.00538067351099221,-2.9954569126313433,0.0,1.0,0.6035665294924555,run_0
13.734671612000056,0.2349841244488757,0.00538067351099221,-2.9954569126313433,0.0,1.0,0.6035665294924555,run_0
13.7356869740006,0.2349841244488757,0.00538067351099221,-2.9954569126313433,0.0,1.0,0.6035665294924555,run_0
13.736559896000472,0.2349841244488757,0.00538067351099221,-2.9954569126313433,0.0,1.0,0.6035665294924555,run_0
13.738604190000842,0.2349841244488757,0.00538067351099221,-2.995472865664116,0.0,1.0,0.6035665294924555,run_0
13.73961369600056,0.2349841244488757,0.00538067351099221,-2.995472865664116,0.0,1.0,0.6035665294924555,run_0
13.740461912000683,0.2349841244488757,0.00538067351099221,-2.995472865664116,0.0,1.0,0.6035665294924555,run_0
13.742557409000256,0.2349841244488757,0.00538067351099221,-2.995465230870948,0.0,1.0,0.6035665294924555,run_0
13.744182476000788,0.2349841244488757,0.00538067351099221,-2.995465230870948,0.0,1.0,0.6035665294924555,run_0
13.744976064000184,0.2349841244488757,0.00538067351099221,-2.995465230870948,0.0,1.0,0.6035665294924555,run_0
13.746904831000393,0.2349841244488757,0.00538067351099221,-2.995446260012152,0.0,1.0,0.6035665294924555,run_0
13.747798969000542,0.2349841244488757,0.00538067351099221,-2.995446260012152,0.0,1.0,0.6035665294924555,run_0
13.748552747000758,0.2349841244488757,0.00538067351099221,-2.995446260012152,0.0,1.0,0.6035665294924555,run_0
13.750387075000617,0.2349841244488757,0.00538067351099221,-2.99544560251598,0.0,1.0,0.6035665294924555,run_0
13.751156373999947,0.2349841244488757,0.00538067351099221,-2.99544560251598,0.0,1.0,0.6035665294924555,run_0
13.75193559300078,0.2349841244488757,0.00538067351099221,-2.99544560251598,0.0,1.0,0.6035665294924555,run_0
13.753698205000546,0.2349841244488757,0.00538067351099221,-2.9954515518309366,0.0,1.0,0.6035665294924555,run_0
13.754529843000455,0.2349841244488757,0.00538067351099221,-2.9954515518309366,0.0,1.0,0.6035665294924555,run_0
13.755248835000202,0.2349841244488757,0.00538067351099221,-2.9954515518309366,0.0,1.0,0.6035665294924555,run_0
13.756841995000286,0.2349841244488757,0.00538067351099221,-2.995446805771387,0.0,1.0,0.6035665294924555,run_0
