time_s,rpm,motor_current_A,duty_cycle,voltage_V,phase
2.7951,0,-0.01,0.0000,11.6,step_up
2.8001,0,-0.02,0.0000,11.6,step_up
2.8051,0,-0.02,0.0000,11.6,step_up
2.8101,0,0.00,0.0000,11.6,step_up
2.8151,0,0.00,0.0000,11.6,step_up
2.8201,0,-0.03,0.0000,11.6,step_up
2.8251,0,-0.02,0.0000,11.6,step_up
2.8301,0,-0.03,0.0000,11.6,step_up
2.8351,0,-0.02,0.0000,11.6,step_up
2.8401,0,-0.03,0.0000,11.6,step_up
2.8451,0,-0.01,0.0000,11.6,step_up
2.8501,0,-0.02,0.0000,11.6,step_up
2.8551,0,-0.01,0.0000,11.6,step_up
2.8601,0,-0.02,0.0000,11.6,step_up
2.8651,0,0.00,0.0000,11.6,step_up
2.8701,0,-0.02,0.0000,11.6,step_up
2.8751,0,0.00,0.0000,11.6,step_up
2.8801,0,-0.02,0.0000,11.6,step_up
2.8851,0,-0.02,0.0000,11.6,step_up
2.8901,0,-0.01,0.0000,11.6,step_up
2.8951,0,0.00,0.0000,11.6,step_up
2.9001,0,-0.03,0.0000,11.6,step_up
2.9051,0,-0.01,0.0000,11.6,step_up
2.9101,0,0.00,0.0000,11.6,step_up
2.9151,0,0.00,0.0000,11.6,step_up
2.9201,0,-0.02,0.0000,11.6,step_up
2.9251,0,-0.02,0.0000,11.6,step_up
2.9301,0,-0.03,0.0000,11.6,step_up
2.9351,0,0.00,0.0000,11.6,step_up
2.9401,0,-0.01,0.0000,11.6,step_up
2.9451,0,-0.03,0.0000,11.6,step_up
2.9501,0,-0.01,0.0000,11.6,step_up
2.9551,0,-0.02,0.0000,11.6,step_up
2.9601,0,0.00,0.0000,11.6,step_up
2.9651,0,-0.02,0.0000,11.6,step_up
2.9701,0,0.00,0.0000,11.6,step_up
2.9751,0,-0.02,0.0000,11.6,step_up
2.9801,0,-0.02,0.0000,11.6,step_up
2.9851,0,-0.01,0.0000,11.6,step_up
2.9901,0,-0.01,0.0000,11.6,step_up
2.9951,0,-0.01,0.0000,11.6,step_up
3.0001,0,-0.03,0.0000,11.6,step_up
3.0051,0,-0.02,0.0000,11.6,step_up
3.0101,0,-0.02,0.0000,11.6,step_up
3.0151,0,-0.01,0.0000,11.6,step_up
3.0201,0,-0.01,0.0000,11.6,step_up
3.0251,0,0.00,0.0000,11.6,step_up
3.0301,0,-0.01,0.0000,11.6,step_up
3.0351,0,-0.01,0.0000,11.6,step_up
3.0401,0,-0.02,0.0000,11.6,step_up
3.0451,0,-0.03,0.0000,11.6,step_up
3.0502,0,0.00,0.0000,11.6,step_up
3.0551,0,-0.03,0.0000,11.6,step_up
3.0601,0,-0.04,0.0000,11.6,step_up
3.0651,0,-0.01,0.0000,11.6,step_up
3.0701,0,-0.03,0.0000,11.6,step_up
3.0751,0,-0.03,0.0000,11.6,step_up
3.0801,0,-0.04,0.0000,11.6,step_up
3.0851,0,-0.02,0.0000,11.6,step_up
3.0901,0,-0.02,0.0000,11.6,step_up
3.0951,0,-0.02,0.0000,11.6,step_up
3.1001,0,0.00,0.0000,11.6,step_up
3.1051,0,-0.01,0.0000,11.6,step_up
3.1101,0,-0.01,0.0000,11.6,step_up
3.1151,0,-0.02,0.0000,11.6,step_up
3.1201,0,0.00,0.0000,11.6,step_up
3.1251,0,-0.01,0.0000,11.6,step_up
3.1301,0,-0.02,0.0000,11.6,step_up
3.1351,0,-0.03,0.0000,11.6,step_up
3.1401,0,-0.02,0.0000,11.6,step_up
3.1451,0,-0.01,0.0000,11.6,step_up
3.1501,0,-0.04,0.0000,11.6,step_up
3.1551,0,-0.01,0.0000,11.6,step_up
3.1601,0,-0.02,0.0000,11.6,step_up
3.1651,0,0.00,0.0000,11.6,step_up
3.1701,0,-0.02,0.0000,11.6,step_up
3.1751,0,0.00,0.0000,11.6,step_up
3.1801,0,-0.02,0.0000,11.6,step_up
3.1851,0,0.00,0.0000,11.6,step_up
3.1901,0,0.00,0.0000,11.6,step_up
3.1951,0,0.00,0.0000,11.6,step_up
3.2001,0,-0.02,0.0000,11.6,step_up
3.2051,0,-0.01,0.0000,11.6,step_up
3.2101,0,-0.01,0.0000,11.6,step_up
3.2151,0,-0.01,0.0000,11.6,step_up
3.2201,0,-0.03,0.0000,11.6,step_up
3.2251,0,-0.03,0.0000,11.6,step_up
3.2301,0,-0.01,0.0000,11.6,step_up
3.2351,0,-0.01,0.0000,11.6,step_up
3.2401,0,-0.02,0.0000,11.6,step_up
3.2451,0,-0.01,0.0000,11.6,step_up
3.2501,0,-0.02,0.0000,11.6,step_up
3.2551,0,-0.02,0.0000,11.6,step_up
3.2601,0,0.00,0.0000,11.6,step_up
3.2651,0,0.00,0.0000,11.6,step_up
3.2701,0,-0.04,0.0000,11.6,step_up
3.2751,0,-0.01,0.0000,11.6,step_up
3.2801,0,-0.03,0.0000,11.6,step_up
3.2851,0,-0.02,0.0000,11.6,step_up
3.2901,0,-0.02,0.0000,11.6,step_up
3.2951,0,-0.02,0.0000,11.6,step_up
3.3001,0,-0.01,0.0000,11.6,step_up
3.3051,0,0.00,0.0000,11.6,step_up
3.3101,0,-0.02,0.0000,11.6,step_up
3.3151,0,-0.01,0.0000,11.6,step_up
3.3201,0,-0.02,0.0000,11.6,step_up
3.3251,0,0.00,0.0000,11.6,step_up
3.3301,0,-0.01,0.0000,11.6,step_up
3.3351,0,-0.01,0.0000,11.6,step_up
3.3401,0,-0.02,0.0000,11.6,step_up
3.3451,0,-0.02,0.0000,11.6,step_up
3.3501,0,0.00,0.0000,11.6,step_up
3.3551,0,-0.02,0.0000,11.6,step_up
3.3601,0,-0.03,0.0000,11.6,step_up
3.3651,0,-0.01,0.0000,11.6,step_up
3.3701,0,-0.01,0.0000,11.6,step_up
3.3751,0,0.00,0.0000,11.6,step_up
3.3801,0,-0.02,0.0000,11.6,step_up
3.3851,0,-0.01,0.0000,11.6,step_up
3.3901,0,-0.03,0.0000,11.6,step_up
3.3951,0,-0.01,0.0000,11.6,step_up
3.4001,0,-0.02,0.0000,11.6,step_up
3.4051,0,-0.01,0.0000,11.6,step_up
3.4101,0,-0.02,0.0000,11.6,step_up
3.4151,0,0.00,0.0000,11.6,step_up
3.4201,0,-0.03,0.0000,11.6,step_up
3.4251,0,-0.01,0.0000,11.6,step_up
3.4301,0,0.03,0.0000,11.6,step_up
3.4351,0,0.00,0.0000,11.6,step_up
3.4401,0,-0.01,0.0000,11.6,step_up
3.4451,0,-0.01,-0.0010,11.6,step_up
3.4501,0,-0.01,0.0000,11.6,step_up
3.4551,0,-0.02,0.0000,11.6,step_up
3.4601,0,-0.02,0.0000,11.6,step_up
3.4651,0,-0.02,0.0000,11.6,step_up
3.4701,0,-0.01,0.0000,11.6,step_up
3.4751,0,-0.02,0.0000,11.6,step_up
3.4801,0,-0.03,0.0000,11.6,step_up
3.4851,0,-0.01,0.0000,11.6,step_up
3.4901,0,-0.03,0.0000,11.6,step_up
3.4951,0,-0.01,0.0000,11.6,step_up
3.5001,0,-0.04,0.0000,11.6,step_up
3.5051,0,-0.02,0.0000,11.6,step_up
3.5101,0,0.00,0.0000,11.6,step_up
3.5151,0,-0.02,0.0000,11.6,step_up
3.5201,0,-0.02,0.0000,11.6,step_up
3.5251,0,-0.01,0.0000,11.6,step_up
3.5301,0,-0.02,0.0000,11.6,step_up
3.5351,0,-0.02,0.0000,11.6,step_up
3.5401,0,-0.01,0.0000,11.6,step_up
3.5451,0,-0.03,0.0000,11.6,step_up
3.5501,0,-0.02,0.0000,11.6,step_up
3.5551,0,-0.01,0.0000,11.6,step_up
3.5601,0,-0.02,0.0000,11.6,step_up
3.5651,0,0.00,0.0000,11.6,step_up
3.5701,0,-0.02,0.0000,11.6,step_up
3.5751,0,-0.01,0.0000,11.6,step_up
3.5801,0,-0.01,0.0000,11.6,step_up
3.5851,0,0.00,0.0000,11.6,step_up
3.5901,0,-0.01,0.0000,11.6,step_up
3.5951,0,-0.01,0.0000,11.6,step_up
3.6001,0,-0.02,0.0000,11.6,step_up
3.6051,0,-0.01,0.0000,11.6,step_up
3.6101,0,0.00,0.0000,11.6,step_up
3.6151,0,-0.02,0.0000,11.6,step_up
3.6201,0,0.03,-0.0010,11.6,step_up
3.6251,0,-0.03,0.0000,11.6,step_up
3.6301,0,-0.01,0.0000,11.6,step_up
3.6351,0,-0.01,-0.0010,11.6,step_up
3.6401,0,-0.04,0.0000,11.6,step_up
3.6451,0,-0.01,0.0000,11.6,step_up
3.6501,0,-0.03,0.0000,11.6,step_up
3.6551,0,-0.02,0.0000,11.6,step_up
3.6601,0,-0.02,0.0000,11.6,step_up
3.6651,0,-0.02,0.0000,11.6,step_up
3.6701,0,-0.02,0.0000,11.6,step_up
3.6751,0,0.00,0.0000,11.6,step_up
3.6801,0,-0.02,0.0000,11.6,step_up
3.6851,0,-0.03,0.0000,11.6,step_up
3.6901,0,-0.02,0.0000,11.6,step_up
3.6951,0,-0.03,0.0000,11.6,step_up
3.7001,0,0.00,0.0000,11.6,step_up
3.7051,0,-0.01,0.0000,11.6,step_up
3.7101,0,-0.03,0.0000,11.6,step_up
3.7151,0,-0.01,0.0000,11.6,step_up
3.7201,0,-0.02,0.0000,11.6,step_up
3.7251,0,-0.02,0.0000,11.6,step_up
3.7301,0,-0.01,0.0000,11.6,step_up
3.7351,0,-0.01,0.0000,11.6,step_up
3.7401,0,-0.03,0.0000,11.6,step_up
3.7451,0,-0.02,0.0000,11.6,step_up
3.7501,0,0.00,0.0000,11.6,step_up
3.7551,0,-0.01,0.0000,11.6,step_up
3.7601,0,-0.01,0.0000,11.6,step_up
3.7651,0,-0.02,0.0000,11.6,step_up
3.7701,0,-0.01,0.0000,11.6,step_up
3.7751,0,-0.01,0.0000,11.6,step_up
3.7801,0,-0.02,0.0000,11.6,step_up
3.7851,0,-0.03,0.0000,11.6,step_up
3.7901,0,-0.03,0.0000,11.6,step_up
3.7951,0,0.00,0.0000,11.6,step_up
3.8001,0,-0.01,0.0000,11.6,step_up
3.8051,0,0.00,0.0000,11.6,step_up
3.8101,0,0.00,0.0000,11.6,step_up
3.8151,0,-0.02,0.0000,11.6,step_up
3.8201,0,-0.02,0.0000,11.6,step_up
3.8251,0,-0.02,0.0000,11.6,step_up
3.8301,0,-0.02,0.0000,11.6,step_up
3.8351,0,-0.01,0.0000,11.6,step_up
3.8401,0,0.00,0.0000,11.6,step_up
3.8451,0,-0.01,0.0000,11.6,step_up
3.8501,0,-0.02,0.0000,11.6,step_up
3.8551,0,-0.03,0.0000,11.6,step_up
3.8601,0,-0.02,0.0000,11.6,step_up
3.8651,0,-0.01,0.0000,11.6,step_up
3.8701,0,-0.02,0.0000,11.6,step_up
3.8751,0,-0.01,0.0000,11.6,step_up
3.8801,0,-0.02,0.0000,11.6,step_up
3.8851,0,-0.01,0.0000,11.6,step_up
3.8901,0,-0.02,0.0000,11.6,step_up
3.8951,0,-0.02,-0.0020,11.6,step_up
3.9001,0,-0.03,0.0000,11.6,step_up
3.9051,0,-0.02,0.0000,11.6,step_up
3.9101,0,-0.02,0.0000,11.6,step_up
3.9151,0,-0.02,0.0000,11.6,step_up
3.9201,0,-0.03,0.0000,11.6,step_up
3.9251,0,-0.02,-0.0010,11.6,step_up
3.9301,0,-0.01,0.0000,11.6,step_up
3.9351,0,-0.01,-0.0020,11.6,step_up
3.9401,0,-0.02,0.0000,11.6,step_up
3.9451,0,-0.02,0.0000,11.6,step_up
3.9501,0,-0.02,0.0000,11.6,step_up
3.9551,0,-0.01,0.0000,11.6,step_up
3.9601,0,-0.03,-0.0010,11.6,step_up
3.9651,0,0.00,0.0000,11.6,step_up
3.9701,0,-0.01,0.0000,11.6,step_up
3.9751,0,-0.02,0.0000,11.6,step_up
3.9801,0,-0.01,0.0000,11.6,step_up
3.9851,0,-0.02,0.0000,11.6,step_up
3.9901,0,-0.02,0.0000,11.6,step_up
3.9951,0,-0.02,0.0000,11.6,step_up
4.0001,0,-0.02,-0.0010,11.6,step_up
4.0051,0,0.00,-0.0010,11.6,step_up
4.0101,0,-0.02,0.0000,11.6,step_up
4.0151,0,-0.02,0.0000,11.6,step_up
4.0201,0,-0.04,0.0000,11.6,step_up
4.0251,0,-0.02,-0.0010,11.6,step_up
4.0301,0,0.00,0.0000,11.6,step_up
4.0351,0,-0.01,0.0000,11.6,step_up
4.0401,0,-0.03,0.0000,11.6,step_up
4.0451,0,-0.02,0.0000,11.6,step_up
4.0501,0,-0.01,0.0000,11.6,step_up
4.0551,0,-0.01,0.0000,11.6,step_up
4.0601,0,-0.02,0.0000,11.6,step_up
4.0651,0,-0.03,0.0000,11.6,step_up
4.0701,0,-0.01,0.0000,11.6,step_up
4.0751,0,0.00,0.0000,11.6,step_up
4.0801,0,-0.03,-0.0010,11.6,step_up
4.0851,0,-0.02,0.0000,11.6,step_up
4.0901,0,-0.03,0.0000,11.6,step_up
4.0951,0,0.00,-0.0010,11.6,step_up
4.1001,0,-0.03,0.0000,11.6,step_up
4.1051,0,-0.02,0.0000,11.6,step_up
4.1101,0,-0.02,0.0000,11.6,step_up
4.1151,0,-0.01,-0.0010,11.6,step_up
4.1201,0,-0.02,-0.0010,11.6,step_up
4.1251,0,-0.02,0.0000,11.6,step_up
4.1301,0,-0.01,-0.0010,11.6,step_up
4.1351,0,0.00,-0.0010,11.6,step_up
4.1401,0,0.00,-0.0010,11.6,step_up
4.1451,0,-0.01,-0.0010,11.6,step_up
4.1501,0,-0.03,0.0000,11.6,step_up
4.1551,0,-0.02,0.0000,11.6,step_up
4.1601,0,-0.03,-0.0010,11.6,step_up
4.1651,0,-0.02,0.0000,11.6,step_up
4.1701,0,-0.01,0.0000,11.6,step_up
4.1751,0,-0.01,0.0000,11.6,step_up
4.1801,0,-0.03,-0.0010,11.6,step_up
4.1851,0,-0.04,-0.0020,11.6,step_up
4.1901,0,-0.02,0.0000,11.6,step_up
4.1951,0,-0.03,0.0000,11.6,step_up
4.2001,0,-0.03,0.0000,11.6,step_up
4.2051,0,0.00,-0.0010,11.6,step_up
4.2101,0,-0.01,0.0000,11.6,step_up
4.2151,0,-0.02,-0.0010,11.6,step_up
4.2201,0,0.00,0.0000,11.6,step_up
4.2251,0,-0.01,-0.0010,11.6,step_up
4.2301,0,-0.02,-0.0010,11.6,step_up
4.2351,0,-0.01,0.0000,11.6,step_up
4.2401,0,0.00,-0.0010,11.6,step_up
4.2451,0,-0.02,0.0000,11.6,step_up
4.2501,0,-0.02,0.0000,11.6,step_up
4.2551,0,-0.03,-0.0010,11.6,step_up
4.2601,0,-0.02,0.0000,11.6,step_up
4.2651,0,-0.01,0.0000,11.6,step_up
4.2701,0,-0.02,0.0000,11.6,step_up
4.2751,0,0.00,-0.0010,11.6,step_up
4.2801,0,0.00,0.0000,11.6,step_up
4.2851,0,-0.03,0.0000,11.6,step_up
4.2901,0,-0.03,0.0000,11.6,step_up
4.2951,0,-0.03,0.0000,11.6,step_up
4.3001,0,-0.02,-0.0010,11.6,step_up
4.3051,0,-0.02,0.0000,11.6,step_up
4.3101,0,-0.02,0.0000,11.6,step_up
4.3151,0,-0.01,0.0000,11.6,step_up
4.3201,0,-0.01,-0.0010,11.6,step_up
4.3251,0,-0.02,0.0000,11.6,step_up
4.3301,0,0.00,0.0000,11.6,step_up
4.3351,0,-0.01,0.0000,11.6,step_up
4.3401,0,-0.03,0.0000,11.6,step_up
4.3451,0,-0.01,-0.0010,11.6,step_up
4.3501,0,-0.03,0.0000,11.6,step_up
4.3551,0,-0.02,0.0000,11.6,step_up
4.3601,0,-0.02,0.0000,11.6,step_up
4.3651,0,-0.02,-0.0010,11.6,step_up
4.3701,0,-0.02,0.0000,11.6,step_up
4.3751,0,-0.01,-0.0010,11.6,step_up
4.3801,0,-0.02,0.0000,11.6,step_up
4.3851,0,-0.02,0.0000,11.6,step_up
4.3901,0,-0.03,0.0000,11.6,step_up
4.3951,0,-0.03,-0.0020,11.6,step_up
4.4001,0,0.00,0.0000,11.6,step_up
4.4051,0,-0.01,0.0000,11.6,step_up
4.4101,0,-0.02,0.0000,11.6,step_up
4.4151,0,-0.02,-0.0010,11.6,step_up
4.4201,0,-0.01,0.0000,11.6,step_up
4.4251,0,0.00,0.0000,11.6,step_up
4.4301,0,-0.01,0.0000,11.6,step_up
4.4351,0,0.00,-0.0010,11.6,step_up
4.4401,0,-0.03,0.0000,11.6,step_up
4.4451,0,-0.02,0.0000,11.6,step_up
4.4501,0,0.00,0.0000,11.6,step_up
4.4551,0,-0.03,0.0000,11.6,step_up
4.4601,0,-0.01,0.0000,11.6,step_up
4.4651,0,-0.03,-0.0010,11.6,step_up
4.4701,0,-0.02,0.0000,11.6,step_up
4.4751,0,-0.01,-0.0020,11.6,step_up
4.4801,0,-0.05,-0.0010,11.6,step_up
4.4851,0,-0.01,-0.0010,11.6,step_up
4.4901,0,0.00,0.0000,11.6,step_up
4.4951,0,-0.01,0.0000,11.6,step_up
4.5001,0,-0.02,-0.0010,11.6,step_up
4.5051,0,-0.02,0.0000,11.6,step_up
4.5101,0,-0.02,0.0000,11.6,step_up
4.5151,0,-0.02,0.0000,11.6,step_up
4.5201,0,-0.02,-0.0010,11.6,step_up
4.5251,0,-0.02,0.0000,11.6,step_up
4.5301,0,0.00,0.0000,11.6,step_up
4.5351,0,0.00,0.0000,11.6,step_up
4.5401,0,0.00,0.0000,11.6,step_up
4.5451,0,-0.02,0.0000,11.6,step_up
4.5501,0,-0.03,0.0000,11.6,step_up
4.5551,0,-0.02,0.0000,11.6,step_up
4.5601,0,-0.03,0.0000,11.6,step_up
4.5651,0,-0.02,0.0000,11.6,step_up
4.5701,0,-0.02,0.0000,11.6,step_up
4.5751,0,-0.01,-0.0010,11.6,step_up
4.5801,0,0.01,-0.0010,11.6,step_up
4.5851,0,-0.02,0.0000,11.6,step_up
4.5901,0,-0.01,-0.0010,11.6,step_up
4.5951,0,0.00,0.0000,11.6,step_up
4.6001,0,-0.03,0.0000,11.6,step_up
4.6051,0,-0.01,-0.0010,11.6,step_up
4.6101,0,-0.02,0.0000,11.6,step_up
4.6151,0,-0.03,-0.0020,11.6,step_up
4.6201,0,-0.02,0.0000,11.6,step_up
4.6251,0,-0.03,0.0000,11.6,step_up
4.6301,0,-0.01,0.0000,11.6,step_up
4.6351,0,0.00,-0.0010,11.6,step_up
4.6401,0,-0.02,0.0000,11.6,step_up
4.6451,0,-0.02,0.0000,11.6,step_up
4.6501,0,-0.02,0.0000,11.6,step_up
4.6551,0,0.00,0.0000,11.6,step_up
4.6601,0,-0.02,-0.0010,11.6,step_up
4.6651,0,0.00,0.0000,11.6,step_up
4.6701,0,-0.04,0.0000,11.6,step_up
4.6751,0,-0.03,0.0000,11.6,step_up
4.6801,0,0.00,-0.0010,11.6,step_up
4.6851,0,0.00,0.0000,11.6,step_up
4.6901,0,-0.04,0.0000,11.6,step_up
4.6951,0,-0.01,0.0000,11.6,step_up
4.7001,0,-0.02,0.0000,11.6,step_up
4.7051,0,-0.03,-0.0010,11.6,step_up
4.7101,0,0.00,0.0000,11.6,step_up
4.7151,0,-0.01,-0.0010,11.6,step_up
4.7201,0,-0.02,0.0000,11.6,step_up
4.7251,0,0.00,0.0000,11.6,step_up
4.7301,0,-0.02,0.0000,11.6,step_up
4.7351,0,-0.02,0.0000,11.6,step_up
4.7401,0,-0.02,0.0000,11.6,step_up
4.7451,0,0.00,0.0000,11.6,step_up
4.7501,0,-0.01,0.0000,11.6,step_up
4.7551,0,-0.02,0.0000,11.6,step_up
4.7601,0,-0.02,0.0000,11.6,step_up
4.7651,0,-0.01,0.0000,11.6,step_up
4.7701,0,-0.03,-0.0010,11.6,step_up
4.7751,0,-0.01,0.0000,11.6,step_up
4.7801,0,-0.02,0.0000,11.6,step_up
4.7851,0,-0.02,0.0000,11.6,step_up
4.7901,0,-0.02,0.0000,11.6,step_up
4.7951,0,0.00,0.0000,11.6,step_up
4.8001,0,-0.01,0.0000,11.6,step_up
4.8051,0,-0.02,0.0000,11.6,step_up
4.8101,0,-0.03,-0.0010,11.6,step_up
4.8151,0,-0.01,0.0000,11.6,step_up
4.8201,0,-0.02,0.0000,11.6,step_up
4.8251,0,-0.01,0.0000,11.6,step_up
4.8301,0,-0.04,0.0000,11.6,step_up
4.8351,0,-0.02,0.0000,11.6,step_up
4.8401,0,0.00,0.0000,11.6,step_up
4.8451,0,0.00,0.0000,11.6,step_up
4.8501,0,-0.02,-0.0010,11.6,step_up
4.8551,0,-0.01,0.0000,11.6,step_up
4.8601,0,0.00,0.0000,11.6,step_up
4.8651,0,0.00,0.0000,11.6,step_up
4.8701,0,0.00,0.0000,11.6,step_up
4.8751,0,0.00,0.0000,11.6,step_up
4.8801,0,0.00,0.0000,11.6,step_up
4.8851,0,0.00,0.0000,11.6,step_up
4.8901,0,0.00,0.0000,11.6,step_up
4.8951,0,0.00,0.0000,11.6,step_up
4.9001,0,0.00,0.0000,11.6,step_up
4.9051,0,0.00,0.0000,11.6,step_up
4.9101,0,0.00,0.0000,11.6,step_up
4.9151,0,0.00,0.0000,11.6,step_up
4.9201,0,0.00,0.0000,11.6,step_up
4.9251,0,0.00,0.0000,11.6,step_up
4.9301,0,0.00,0.0000,11.6,step_up
4.9351,0,0.00,0.0000,11.6,step_up
4.9401,0,0.00,0.0000,11.6,step_up
4.9451,0,0.00,0.0000,11.6,step_up
4.9501,0,0.00,0.0000,11.6,step_up
4.9551,0,0.00,0.0000,11.6,step_up
4.9601,0,0.00,0.0000,11.6,step_up
4.9651,0,0.00,0.0000,11.6,step_up
4.9701,0,0.00,0.0000,11.6,step_up
4.9751,0,0.00,0.0000,11.6,step_up
4.9801,0,0.00,0.0000,11.6,step_up
4.9851,0,0.00,0.0000,11.6,step_up
4.9901,0,-0.01,0.0000,11.6,step_up
4.9951,0,0.00,0.0000,11.6,step_up
5.0003,0,0.00,-0.0010,11.6,step_down
5.0051,0,0.00,-0.0010,11.6,step_down
5.0101,0,0.00,0.0000,11.6,step_down
5.0151,0,0.00,-0.0010,11.6,step_down
5.0202,0,0.00,-0.0010,11.6,step_down
5.0251,0,0.00,0.0000,11.6,step_down
5.0301,0,0.00,-0.0010,11.6,step_down
5.0351,0,0.00,-0.0010,11.6,step_down
5.0401,0,0.00,0.0000,11.6,step_down
5.0451,0,0.00,0.0000,11.6,step_down
5.0501,0,0.00,-0.0010,11.6,step_down
5.0551,0,0.00,-0.0010,11.6,step_down
5.0601,0,0.00,-0.0010,11.6,step_down
5.0651,0,0.00,-0.0020,11.6,step_down
5.0701,0,0.00,-0.0010,11.6,step_down
5.0751,0,0.00,-0.0010,11.6,step_down
5.0801,0,0.00,0.0010,11.6,step_down
5.0851,0,0.00,-0.0010,11.6,step_down
5.0901,0,0.00,0.0000,11.6,step_down
5.0951,0,0.00,-0.0010,11.6,step_down
5.1001,0,0.00,-0.0020,11.6,step_down
5.1051,0,0.00,-0.0010,11.6,step_down
5.1101,0,0.00,-0.0010,11.6,step_down
5.1151,0,0.00,-0.0010,11.6,step_down
5.1201,0,0.00,0.0000,11.6,step_down
5.1251,0,0.00,-0.0010,11.6,step_down
5.1301,0,0.00,-0.0010,11.6,step_down
5.1351,0,0.00,-0.0010,11.6,step_down
5.1401,0,0.00,-0.0020,11.6,step_down
5.1451,0,0.00,-0.0010,11.6,step_down
5.1501,0,0.00,-0.0010,11.6,step_down
5.1551,0,0.00,-0.0010,11.6,step_down
5.1601,0,0.00,0.0000,11.6,step_down
5.1651,0,0.00,-0.0010,11.6,step_down
5.1701,0,0.00,-0.0020,11.6,step_down
5.1751,0,0.00,0.0000,11.6,step_down
5.1801,0,0.00,0.0000,11.6,step_down
5.1851,0,0.00,0.0000,11.6,step_down
5.1901,0,0.00,-0.0010,11.6,step_down
5.1951,0,0.00,0.0010,11.6,step_down
5.2001,0,0.00,-0.0010,11.6,step_down
5.2051,0,0.00,-0.0010,11.6,step_down
5.2101,0,0.00,0.0010,11.6,step_down
5.2151,0,0.00,-0.0010,11.6,step_down
5.2201,0,0.00,-0.0010,11.6,step_down
5.2251,0,0.00,0.0000,11.6,step_down
5.2301,0,0.00,0.0000,11.6,step_down
5.2351,0,0.00,0.0000,11.6,step_down
5.2401,0,0.00,-0.0010,11.6,step_down
5.2451,0,0.00,-0.0010,11.6,step_down
5.2501,0,0.00,0.0010,11.6,step_down
5.2551,0,0.00,-0.0010,11.6,step_down
5.2601,0,0.00,-0.0010,11.6,step_down
5.2651,0,0.00,-0.0010,11.6,step_down
5.2701,0,0.00,-0.0010,11.6,step_down
5.2751,0,0.00,-0.0010,11.6,step_down
5.2801,0,0.00,-0.0010,11.6,step_down
5.2851,0,0.00,-0.0010,11.6,step_down
5.2901,0,0.00,-0.0020,11.6,step_down
5.2951,0,0.00,-0.0010,11.6,step_down
5.3001,0,0.00,0.0000,11.6,step_down
5.3051,0,0.00,-0.0010,11.6,step_down
5.3101,0,0.00,-0.0010,11.6,step_down
5.3151,0,0.00,-0.0010,11.6,step_down
5.3201,0,0.00,-0.0010,11.6,step_down
5.3251,0,0.00,-0.0020,11.6,step_down
5.3301,0,0.00,-0.0010,11.6,step_down
5.3351,0,0.00,-0.0010,11.6,step_down
5.3401,0,0.00,-0.0020,11.6,step_down
5.3451,0,0.00,-0.0010,11.6,step_down
5.3501,0,0.00,-0.0010,11.6,step_down
5.3551,0,0.00,-0.0010,11.6,step_down
5.3601,0,0.00,-0.0010,11.6,step_down
5.3651,0,0.00,-0.0010,11.6,step_down
5.3701,0,0.00,0.0000,11.6,step_down
5.3751,0,0.00,-0.0010,11.6,step_down
5.3801,0,0.00,-0.0010,11.6,step_down
5.3851,0,0.00,-0.0010,11.6,step_down
5.3901,0,0.00,-0.0010,11.6,step_down
5.3951,0,0.00,-0.0010,11.6,step_down
5.4001,0,0.00,-0.0010,11.6,step_down
5.4051,0,0.00,-0.0010,11.6,step_down
5.4101,0,0.00,-0.0010,11.6,step_down
5.4151,0,0.00,0.0000,11.6,step_down
5.4201,0,0.00,-0.0010,11.6,step_down
5.4251,0,0.00,0.0000,11.6,step_down
5.4301,0,0.00,-0.0010,11.6,step_down
5.4351,0,0.00,-0.0010,11.6,step_down
5.4401,0,0.00,-0.0010,11.6,step_down
5.4451,0,0.00,-0.0010,11.6,step_down
5.4501,0,0.00,-0.0010,11.6,step_down
5.4551,0,0.00,0.0000,11.6,step_down
5.4601,0,0.00,0.0000,11.6,step_down
5.4651,0,0.00,-0.0010,11.6,step_down
5.4701,0,0.00,-0.0010,11.6,step_down
5.4751,0,0.00,0.0000,11.6,step_down
5.4801,0,0.00,-0.0010,11.6,step_down
5.4851,0,0.00,-0.0010,11.6,step_down
5.4901,0,0.00,0.0000,11.6,step_down
5.4951,0,0.00,-0.0010,11.6,step_down
5.5001,0,0.00,-0.0010,11.6,step_down
5.5051,0,0.00,-0.0010,11.6,step_down
5.5101,0,0.00,-0.0010,11.6,step_down
5.5151,0,0.00,-0.0020,11.6,step_down
5.5201,0,0.00,-0.0020,11.6,step_down
5.5251,0,0.00,-0.0010,11.6,step_down
5.5301,0,0.00,-0.0010,11.6,step_down
5.5351,0,0.00,-0.0010,11.6,step_down
5.5401,0,0.00,-0.0020,11.6,step_down
5.5451,0,0.00,-0.0010,11.6,step_down
5.5501,0,0.00,-0.0010,11.6,step_down
5.5551,0,0.00,-0.0010,11.6,step_down
5.5601,0,0.00,-0.0010,11.6,step_down
5.5651,0,0.00,-0.0010,11.6,step_down
5.5701,0,0.00,-0.0010,11.6,step_down
5.5751,0,0.00,-0.0010,11.6,step_down
5.5801,0,0.00,-0.0010,11.6,step_down
5.5851,0,0.00,-0.0010,11.6,step_down
5.5901,0,0.00,-0.0020,11.6,step_down
5.5951,0,0.00,-0.0010,11.6,step_down
