timestamp_s,odom_x,odom_y,odom_vx,motor_rpm,cmd_speed,phase
4.434420572999898,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.436143431999881,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.437567096000066,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.43987746799985,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.44079518500007,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.441592967999895,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.4433192839999265,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.444058826999935,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.444833538000012,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.446380814999884,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.447106502999986,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.44786102199987,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.449381003999861,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.450106178999931,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.45082405900007,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.452357256999903,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.453152830999898,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.4539129180000145,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.455362468999965,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.456094717000042,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.45685979599989,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.458273571000063,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.458979290999878,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.459613619000038,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.461106496999946,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.461819576999915,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.462585743999853,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.464031390999935,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.464765845999864,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.4654635019999205,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.466870172999961,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.467562932999954,6.249736394195237,-0.9650147895767026,0.0,0.0,10.0,run_0
4.468271116999858,6.249736394195237,-0.9650147895767026,0.0,-2.0,10.0,run_0
4.46976985099991,6.249736394195237,-0.9650147895767026,0.0,-2.0,10.0,run_0
4.470483219000016,6.249736394195237,-0.9650147895767026,0.0,-2.0,10.0,run_0
4.471155690999922,6.249736394195237,-0.9650147895767026,0.0,-10.0,10.0,run_0
