timestamp_s,odom_x,odom_y,odom_vx,motor_rpm,cmd_speed,phase
18.89170216400089,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.892768914000044,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.89495681600056,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.895930571999997,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.89678522000031,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.89993519699965,0.0,0.0,0.0,-1.0,1.0,speed_1.0
18.901711503000115,0.0,0.0,0.0,-1.0,1.0,speed_1.0
18.9025636869992,0.0,0.0,0.0,-1.0,1.0,speed_1.0
18.9053757340007,0.0,0.0,0.0,-3.0,1.0,speed_1.0
18.9071076550008,0.0,0.0,0.0,-3.0,1.0,speed_1.0
18.90803660900019,0.0,0.0,0.0,-3.0,1.0,speed_1.0
18.910947603999375,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.912748901999294,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.913625790999504,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.918290850999256,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.91923353399943,0.0,0.0,0.0,0.0,1.0,speed_1.0
18.921117395000692,0.0,0.0,0.0,1.0,1.0,speed_1.0
18.923154636000618,0.0,0.0,0.0,1.0,1.0,speed_1.0
18.92410544700033,0.0,0.0,0.0,1.0,1.0,speed_1.0
18.92490963000091,0.0,0.0,0.0,7.0,1.0,speed_1.0
18.928051094000693,0.0,0.0,0.0,10.0,1.0,speed_1.0
18.93003988700002,0.0,0.0,0.0,10.0,1.0,speed_1.0
18.930974824999794,0.0,0.0,0.0,10.0,1.0,speed_1.0
18.93183728099939,0.0,0.0,0.0,10.0,1.0,speed_1.0
18.933530321000944,0.0,0.0,0.0,10.0,1.0,speed_1.0
18.934403241999462,0.0,0.0,0.0,10.0,1.0,speed_1.0
18.93605605599987,0.0,0.0,0.0,10.0,1.0,speed_1.0
18.936862734999522,0.0,0.0,0.0,10.0,1.0,speed_1.0
18.93765127000006,0.0,0.0,0.0,12.0,1.0,speed_1.0
18.939526649999607,0.0,0.0,0.0,12.0,1.0,speed_1.0
18.940294448000714,0.0,0.0,0.0,14.0,1.0,speed_1.0
18.941799931000787,0.0,0.0,0.0,14.0,1.0,speed_1.0
18.944917426999382,0.0,0.0,0.0,15.0,1.0,speed_1.0
18.946583810000448,0.0,0.0,0.0,15.0,1.0,speed_1.0
18.947388631999274,0.0,0.0,0.0,15.0,1.0,speed_1.0
18.950360172000728,0.0,0.0,0.0,17.0,1.0,speed_1.0
18.9520717409996,0.0,0.0,0.0,17.0,1.0,speed_1.0
18.952937428999576,0.0,0.0,0.0,17.0,1.0,speed_1.0
18.956101773999762,0.0,0.0,0.0,19.0,1.0,speed_1.0
18.957815423000284,0.0,0.0,0.0,19.0,1.0,speed_1.0
18.95865595900068,0.0,0.0,0.0,19.0,1.0,speed_1.0
18.961630891000823,0.0,0.0,0.0,21.0,1.0,speed_1.0
18.963317113999437,0.0,0.0,0.0,21.0,1.0,speed_1.0
18.964212212000348,0.0,0.0,0.0,21.0,1.0,speed_1.0
18.967233129000306,0.0,0.0,0.0,24.0,1.0,speed_1.0
18.96896242600087,0.0,0.0,0.0,24.0,1.0,speed_1.0
18.969792752999638,0.0,0.0,0.0,24.0,1.0,speed_1.0
18.972662722000678,0.0,0.0,0.0,28.0,1.0,speed_1.0
18.974334417000136,0.0,0.0,0.0,28.0,1.0,speed_1.0
18.975156073000107,0.0,0.0,0.0,28.0,1.0,speed_1.0
18.976014048999787,0.0,0.0,0.0,32.0,1.0,speed_1.0
18.977723600999525,0.0,0.0,0.0,32.0,1.0,speed_1.0
18.978508326999872,0.0,0.0,0.0,32.0,1.0,speed_1.0
18.980237592000776,0.0,0.0,0.0,32.0,1.0,speed_1.0
18.981020974000785,0.0,0.0,0.0,32.0,1.0,speed_1.0
18.981766499000514,0.0,0.0,0.0,38.0,1.0,speed_1.0
18.984033987000657,0.0,0.0,0.0,38.0,1.0,speed_1.0
18.984885275000124,0.0,0.0,0.0,44.0,1.0,speed_1.0
18.986493353000697,0.0,0.0,0.0,44.0,1.0,speed_1.0
18.990263666999454,0.0,0.0,0.0,44.0,1.0,speed_1.0
18.991024872999333,0.0,0.0,0.0,44.0,1.0,speed_1.0
18.99179849400025,0.0,0.0,0.0,47.0,1.0,speed_1.0
18.994977368000036,0.0,0.0,0.0,51.0,1.0,speed_1.0
18.996550469000795,0.0,0.0,0.0,51.0,1.0,speed_1.0
18.99726351299978,0.0,0.0,0.0,51.0,1.0,speed_1.0
19.000352495999323,0.0,0.0,0.0,183.0,1.0,speed_1.0
19.001809912999306,0.0003766456364313039,1.90892223935374e-05,0.0683308443509367,183.0,1.0,speed_1.0
19.002535981999245,0.0003766456364313039,1.90892223935374e-05,0.0683308443509367,183.0,1.0,speed_1.0
19.005872843999896,0.0003766456364313039,1.90892223935374e-05,0.0683308443509367,246.0,1.0,speed_1.0
19.00730155599922,0.0008805761918823069,4.462890707171778e-05,0.09028266009781497,246.0,1.0,speed_1.0
19.0081148270001,0.0008805761918823069,4.462890707171778e-05,0.09028266009781497,246.0,1.0,speed_1.0
19.01146164199963,0.0008805761918823069,4.462890707171778e-05,0.09028266009781497,301.0,1.0,speed_1.0
19.013120472000082,0.0014843463047700504,7.522247133611547e-05,0.10888842372867272,301.0,1.0,speed_1.0
19.0138483970004,0.0014843463047700504,7.522247133611547e-05,0.10888842372867272,301.0,1.0,speed_1.0
19.01749214799929,0.0014843463047700504,7.522247133611547e-05,0.10888842372867272,301.0,1.0,speed_1.0
19.018459758999597,0.0014843463047700504,7.522247133611547e-05,0.10888842372867272,356.0,1.0,speed_1.0
19.020127742000113,0.0021969995524697764,0.00011134266083840161,0.12701570738177562,356.0,1.0,speed_1.0
19.022796330000347,0.0021969995524697764,0.00011134266083840161,0.12701570738177562,424.0,1.0,speed_1.0
19.024091342000247,0.003029706330226751,0.00015356535138621438,0.14881814025936396,424.0,1.0,speed_1.0
19.024741057000938,0.003029706330226751,0.00015356535138621438,0.14881814025936396,424.0,1.0,speed_1.0
19.025339760999486,0.003029706330226751,0.00015356535138621438,0.14881814025936396,462.0,1.0,speed_1.0
19.026541618999545,0.003088646526624895,0.00015655417452970868,0.16072838919391202,462.0,1.0,speed_1.0
19.027217189999647,0.003088646526624895,0.00015655417452970868,0.16072838919391202,462.0,1.0,speed_1.0
19.028723696999805,0.003088646526624895,0.00015655417452970868,0.16072838919391202,462.0,1.0,speed_1.0
19.02938403600092,0.003088646526624895,0.00015655417452970868,0.16072838919391202,512.0,1.0,speed_1.0
19.030722473000424,0.004040788489252273,0.00020479171877073405,0.1761199983393823,512.0,1.0,speed_1.0
19.034001062000243,0.004040788489252273,0.00020479171877073405,0.1761199983393823,559.0,1.0,speed_1.0
19.035407022000072,0.005078177570887717,0.0002572561344061032,0.19031353182976724,559.0,1.0,speed_1.0
19.036167075000776,0.005078177570887717,0.0002572561344061032,0.19031353182976724,559.0,1.0,speed_1.0
19.039505921000455,0.005078177570887717,0.0002572561344061032,0.19031353182976724,605.0,1.0,speed_1.0
19.040895497000747,0.006202714120417983,0.00031405707783034717,0.20396133088494667,605.0,1.0,speed_1.0
19.041618012999606,0.006202714120417983,0.00031405707783034717,0.20396133088494667,605.0,1.0,speed_1.0
19.044967035999434,0.006202714120417983,0.00031405707783034717,0.20396133088494667,648.0,1.0,speed_1.0
19.046303105000334,0.007389721826041715,0.0003740090100074722,0.21651183758889536,648.0,1.0,speed_1.0
19.047039733999554,0.007389721826041715,0.0003740090100074722,0.21651183758889536,648.0,1.0,speed_1.0
19.05045506299939,0.007389721826041715,0.0003740090100074722,0.21651183758889536,692.0,1.0,speed_1.0
19.051883550999264,0.008653068307109357,0.00043799905672201365,0.22915669402948516,692.0,1.0,speed_1.0
19.05257627500032,0.008653068307109357,0.00043799905672201365,0.22915669402948516,692.0,1.0,speed_1.0
19.05614101500032,0.008653068307109357,0.00043799905672201365,0.22915669402948516,730.0,1.0,speed_1.0
19.057614400999228,0.009984922151516229,0.0005057119733515768,0.23992337883578527,730.0,1.0,speed_1.0
19.05834795699957,0.009984922151516229,0.0005057119733515768,0.23992337883578527,730.0,1.0,speed_1.0
19.061523182999736,0.009984922151516229,0.0005057119733515768,0.23992337883578527,767.0,1.0,speed_1.0
19.06311359599931,0.01136802340074358,0.0005760686881916717,0.25027515738173733,767.0,1.0,speed_1.0
19.063893841999743,0.01136802340074358,0.0005760686881916717,0.25027515738173733,767.0,1.0,speed_1.0
19.067957220999233,0.01136802340074358,0.0005760686881916717,0.25027515738173733,803.0,1.0,speed_1.0
19.069470959999308,0.012966768811890253,0.0006572267176748911,0.2602270743477795,803.0,1.0,speed_1.0
19.070176003000597,0.012966768811890253,0.0006572267176748911,0.2602270743477795,803.0,1.0,speed_1.0
19.070896855999308,0.012966768811890253,0.0006572267176748911,0.2602270743477795,837.0,1.0,speed_1.0
19.07227529500051,0.01306737880354063,0.0006623211987466971,0.2695210718975772,837.0,1.0,speed_1.0
19.07296712199968,0.01306737880354063,0.0006623211987466971,0.2695210718975772,837.0,1.0,speed_1.0
19.07430306400056,0.014585788192150567,0.0007390476806174112,0.27817812909494,837.0,1.0,speed_1.0
