phase,speed_target,avg_speed,avg_ax,ax_std,avg_current,current_std,peak_current,F_net,F_net_std,T_motor_Kt,n_samples
acceleration,1.5,1.2915116166785763,2.3736853301308085,3.1860914251300847,28.251942003514937,23.906777439970845,74.3,7.8663931840535,10.5587069828811,0.07712780166959578,1138
acceleration,2.0,1.5932876411018924,2.5519206131876926,2.926621489947754,31.931257005604483,24.189139026817138,70.87,8.457064912104013,9.698823617686857,0.08717233162530023,1249
acceleration,2.5,2.14876657121646,2.1867793778131466,2.76811656713477,27.62728285077951,22.263890364139517,73.52,7.246986858072768,9.173538303484627,0.07542248218262805,1347
acceleration,3.0,2.6081983486127127,2.506622902920861,2.9997213668634912,28.22224447513812,22.278335585672824,72.57,8.306948300279734,9.94107660978561,0.07704672741712706,1448
braking,1.5,,-3.5142224388220376,,-13.669003215434081,,-32.23,11.646133162256232,,-0.03731637877813504,
braking,2.0,,-4.366405089725972,,-18.442622478386166,,-40.51,14.470266467351871,,-0.05034835936599423,
braking,2.5,,-4.546185492440234,,-19.481405152224823,,-50.09,15.066058721946936,,-0.053184236065573764,
braking,3.0,,-5.04488500189593,,-22.142808510638297,,-64.58,16.718748896283113,,-0.06044986723404255,
