phase,speed_target,avg_speed,avg_ax,ax_std,avg_current,current_std,peak_current,F_net,F_net_std,T_motor_Kt,n_samples
acceleration,1.5,1.2183725003649102,2.2907937204767888,2.6399064234896814,29.454278937381403,24.11417241762797,69.39,7.591690389660078,8.748649887444804,0.08041018149905123,1054
acceleration,2.0,1.6973761326392904,2.2114653087257694,2.869058791380793,28.13232943469785,22.46869122388918,72.79,7.3287960331172,9.508060834635948,0.07680125935672513,1026
acceleration,2.5,2.117931806869089,2.429350189203919,2.799543559931874,28.67550522648084,22.395247679969636,68.42,8.050866527021787,9.27768735761423,0.07828412926829269,1148
acceleration,3.0,2.5560181793515127,2.4435843634114636,2.7339926541475923,28.528271604938272,22.313701202341033,70.9,8.098038580345591,9.060451655845121,0.07788218148148147,1458
braking,1.5,,-3.612582492483484,,-13.846677740863788,,-30.83,11.972098380090266,,-0.037801430232558136,
braking,2.0,,-4.177735109819806,,-17.507982954545454,,-38.28,13.845014153942836,,-0.047796793465909086,
braking,2.5,,-4.810312706566404,,-20.69393564356436,,-50.81,15.941376309561063,,-0.056494444306930694,
braking,3.0,,-5.102470375625818,,-22.73610619469027,,-59.2,16.90958682482396,,-0.062069569911504426,
