idx,stamp_sec,stamp_nsec,stamp_ns,x_fp,y_fp,theta_fp,velocity_fp,vy_fp,omega_fp,steering_angle_fp,horizon_length_msg,ref_ey_fp_0,ref_ey_fp_1,ref_ey_fp_2,ref_ey_fp_3,ref_ey_fp_4,ref_ey_fp_5,ref_ey_fp_6,ref_ey_fp_7,ref_ey_fp_8,ref_ey_fp_9,ref_ey_fp_10,ref_ey_fp_11,ref_ey_fp_12,ref_ey_fp_13,ref_ey_fp_14,ref_ey_fp_15,ref_ey_fp_16,ref_ey_fp_17,ref_ey_fp_18,ref_ey_fp_19,ref_epsi_fp_0,ref_epsi_fp_1,ref_epsi_fp_2,ref_epsi_fp_3,ref_epsi_fp_4,ref_epsi_fp_5,ref_epsi_fp_6,ref_epsi_fp_7,ref_epsi_fp_8,ref_epsi_fp_9,ref_epsi_fp_10,ref_epsi_fp_11,ref_epsi_fp_12,ref_epsi_fp_13,ref_epsi_fp_14,ref_epsi_fp_15,ref_epsi_fp_16,ref_epsi_fp_17,ref_epsi_fp_18,ref_epsi_fp_19,ref_x_fp_0,ref_x_fp_1,ref_x_fp_2,ref_x_fp_3,ref_x_fp_4,ref_x_fp_5,ref_x_fp_6,ref_x_fp_7,ref_x_fp_8,ref_x_fp_9,ref_x_fp_10,ref_x_fp_11,ref_x_fp_12,ref_x_fp_13,ref_x_fp_14,ref_x_fp_15,ref_x_fp_16,ref_x_fp_17,ref_x_fp_18,ref_x_fp_19,ref_y_fp_0,ref_y_fp_1,ref_y_fp_2,ref_y_fp_3,ref_y_fp_4,ref_y_fp_5,ref_y_fp_6,ref_y_fp_7,ref_y_fp_8,ref_y_fp_9,ref_y_fp_10,ref_y_fp_11,ref_y_fp_12,ref_y_fp_13,ref_y_fp_14,ref_y_fp_15,ref_y_fp_16,ref_y_fp_17,ref_y_fp_18,ref_y_fp_19,ref_psi_fp_0,ref_psi_fp_1,ref_psi_fp_2,ref_psi_fp_3,ref_psi_fp_4,ref_psi_fp_5,ref_psi_fp_6,ref_psi_fp_7,ref_psi_fp_8,ref_psi_fp_9,ref_psi_fp_10,ref_psi_fp_11,ref_psi_fp_12,ref_psi_fp_13,ref_psi_fp_14,ref_psi_fp_15,ref_psi_fp_16,ref_psi_fp_17,ref_psi_fp_18,ref_psi_fp_19,ref_vx_fp_0,ref_vx_fp_1,ref_vx_fp_2,ref_vx_fp_3,ref_vx_fp_4,ref_vx_fp_5,ref_vx_fp_6,ref_vx_fp_7,ref_vx_fp_8,ref_vx_fp_9,ref_vx_fp_10,ref_vx_fp_11,ref_vx_fp_12,ref_vx_fp_13,ref_vx_fp_14,ref_vx_fp_15,ref_vx_fp_16,ref_vx_fp_17,ref_vx_fp_18,ref_vx_fp_19,ref_vy_fp_0,ref_vy_fp_1,ref_vy_fp_2,ref_vy_fp_3,ref_vy_fp_4,ref_vy_fp_5,ref_vy_fp_6,ref_vy_fp_7,ref_vy_fp_8,ref_vy_fp_9,ref_vy_fp_10,ref_vy_fp_11,ref_vy_fp_12,ref_vy_fp_13,ref_vy_fp_14,ref_vy_fp_15,ref_vy_fp_16,ref_vy_fp_17,ref_vy_fp_18,ref_vy_fp_19,ref_omega_ref_fp_0,ref_omega_ref_fp_1,ref_omega_ref_fp_2,ref_omega_ref_fp_3,ref_omega_ref_fp_4,ref_omega_ref_fp_5,ref_omega_ref_fp_6,ref_omega_ref_fp_7,ref_omega_ref_fp_8,ref_omega_ref_fp_9,ref_omega_ref_fp_10,ref_omega_ref_fp_11,ref_omega_ref_fp_12,ref_omega_ref_fp_13,ref_omega_ref_fp_14,ref_omega_ref_fp_15,ref_omega_ref_fp_16,ref_omega_ref_fp_17,ref_omega_ref_fp_18,ref_omega_ref_fp_19,ref_kappa_fp_0,ref_kappa_fp_1,ref_kappa_fp_2,ref_kappa_fp_3,ref_kappa_fp_4,ref_kappa_fp_5,ref_kappa_fp_6,ref_kappa_fp_7,ref_kappa_fp_8,ref_kappa_fp_9,ref_kappa_fp_10,ref_kappa_fp_11,ref_kappa_fp_12,ref_kappa_fp_13,ref_kappa_fp_14,ref_kappa_fp_15,ref_kappa_fp_16,ref_kappa_fp_17,ref_kappa_fp_18,ref_kappa_fp_19,ref_left_bound_fp_0,ref_left_bound_fp_1,ref_left_bound_fp_2,ref_left_bound_fp_3,ref_left_bound_fp_4,ref_left_bound_fp_5,ref_left_bound_fp_6,ref_left_bound_fp_7,ref_left_bound_fp_8,ref_left_bound_fp_9,ref_left_bound_fp_10,ref_left_bound_fp_11,ref_left_bound_fp_12,ref_left_bound_fp_13,ref_left_bound_fp_14,ref_left_bound_fp_15,ref_left_bound_fp_16,ref_left_bound_fp_17,ref_left_bound_fp_18,ref_left_bound_fp_19,ref_right_bound_fp_0,ref_right_bound_fp_1,ref_right_bound_fp_2,ref_right_bound_fp_3,ref_right_bound_fp_4,ref_right_bound_fp_5,ref_right_bound_fp_6,ref_right_bound_fp_7,ref_right_bound_fp_8,ref_right_bound_fp_9,ref_right_bound_fp_10,ref_right_bound_fp_11,ref_right_bound_fp_12,ref_right_bound_fp_13,ref_right_bound_fp_14,ref_right_bound_fp_15,ref_right_bound_fp_16,ref_right_bound_fp_17,ref_right_bound_fp_18,ref_right_bound_fp_19,e_y_fp,e_psi_fp
1371,1778515500,731002077,1778515500731002077,1722945,-2212207,-657791,839162,92972,-376160,-44693,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696898,1676057,1654632,1632642,1610126,1587106,1563535,1539464,1515012,1490271,1465336,1440261,1415181,1390211,1365368,1340646,1316021,1291458,1266918,1242364,-2289884,-2303878,-2316958,-2329065,-2340162,-2350171,-2358798,-2365912,-2371581,-2375821,-2378696,-2379763,-2378804,-2376240,-2372632,-2368270,-2363386,-2358199,-2352906,-2347680,-664107,-674105,-685691,-697573,-709524,-723269,-739968,-756095,-771740,-785940,-801913,-823202,804085,790551,781354,774618,770268,768117,767941,769523,836820,823991,809594,794930,777513,756870,756490,752336,749123,749448,751268,751051,750834,770877,803350,821833,841404,863338,888137,915577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-275069,-373002,-379798,-376669,-379023,-470993,-505972,-459299,-467273,-411032,-573750,-644138,-511743,-331512,-252197,-180444,-107773,-38373,26020,88990,-86169,-118667,-122977,-124214,-127790,-163130,-175333,-160038,-163515,-143772,-200202,-224828,-178668,-112734,-82295,-57557,-33577,-11652,7680,25479,314573,314573,322863,335795,342017,359137,387750,391967,407171,414515,427088,443023,452201,383795,347759,317884,270457,246732,226872,204357,159908,140998,124305,118672,112312,104858,104858,106231,110100,107479,110100,110100,110100,112722,115343,117965,128451,146484,167176,183616,-48863,6316
1372,1778515500,735986784,1778515500735986784,1719847,-2215032,-659635,835898,92823,-370071,-34879,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692581,1671677,1650194,1628157,1605605,1582545,1558936,1534853,1510408,1485697,1460801,1435785,1410790,1385913,1361162,1336529,1311987,1287500,1263029,1238539,-2292890,-2306659,-2319506,-2331377,-2342239,-2351973,-2360283,-2367099,-2372478,-2376461,-2379037,-2379734,-2378452,-2375683,-2371938,-2367484,-2362550,-2357348,-2352069,-2346884,-666399,-676470,-688090,-699968,-711967,-726429,-743190,-758981,-774642,-788614,-805615,820113,801162,788754,780049,773739,769769,767961,768071,769929,834447,821264,806739,792181,772196,756808,756591,751605,749051,750048,751370,751154,751400,776740,806566,825109,844991,867283,892492,920145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279772,-375170,-378865,-376453,-386193,-492921,-504150,-459015,-453081,-425167,-609764,-636258,-474496,-312070,-240324,-168814,-96450,-27930,35652,98072,-87891,-119753,-123109,-124574,-131104,-170738,-174678,-160095,-158564,-148597,-212739,-222047,-165539,-105321,-78108,-53634,-29922,-8442,10472,27940,311951,316617,326515,340787,348931,368350,390595,394342,410117,416809,427295,445995,456131,378457,339280,311992,256087,243794,222902,198517,157286,137469,123208,116202,110100,104858,106555,107479,108928,107560,110100,110100,111931,112722,115343,116231,130741,150528,165190,189456,-48898,6764
1373,1778515500,741031236,1778515500741031236,1716717,-2217845,-661522,829133,91814,-373958,-45250,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688262,1667297,1645762,1623682,1601100,1578000,1554360,1530272,1505841,1481164,1456312,1431362,1406458,1381676,1357019,1332475,1308017,1283607,1259207,1234783,-2295842,-2309384,-2321998,-2333633,-2344259,-2353705,-2361700,-2368224,-2373316,-2377045,-2379311,-2379644,-2378061,-2375104,-2371232,-2366697,-2361720,-2356509,-2351249,-2346108,-668717,-678832,-690482,-702353,-714467,-729642,-746383,-761901,-777405,-791139,-809304,816375,798535,787079,778837,772924,769329,767848,768256,770357,831997,818502,803917,789483,767451,756911,756127,750996,749104,750751,751475,751259,753192,782630,809757,828394,848596,871252,896862,924663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279874,-375790,-380920,-374415,-406160,-500078,-493082,-464347,-429679,-446795,-624320,-625547,-430567,-297068,-230211,-157247,-85015,-17863,45774,107276,-88182,-120355,-124212,-124323,-138735,-173194,-170948,-162086,-150363,-156010,-217787,-218278,-149856,-99504,-74527,-49761,-26262,-5375,13379,30413,311951,317194,329048,340034,351379,365393,395056,397598,413882,416809,434246,448266,443599,367844,336363,306976,251658,243794,220910,194050,152044,134311,121840,115704,110206,104858,104505,107479,105163,109793,110100,110100,115343,112722,118948,117697,134247,154515,174714,191365,-48937,7195
1374,1778515500,746016743,1778515500746016743,1715643,-2217763,-662264,820173,91386,-371699,-36543,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688262,1667293,1645754,1623670,1601082,1577978,1554333,1530240,1505804,1481122,1456265,1431310,1406401,1381614,1356953,1332405,1307942,1283528,1259124,1234694,-2295842,-2309386,-2322002,-2333639,-2344266,-2353714,-2361708,-2368232,-2373323,-2377050,-2379313,-2379643,-2378055,-2375096,-2371220,-2366683,-2361705,-2356492,-2351232,-2346090,-668717,-678834,-690486,-702360,-714477,-729658,-746402,-761921,-777426,-791162,-809343,816330,798504,787055,778818,772911,769321,767846,768260,770367,832156,818655,804065,789625,767580,757055,756266,751135,749247,750900,751617,751402,753384,782862,809959,828607,848823,871495,897125,924942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279928,-375862,-381000,-374477,-406343,-500197,-493063,-464473,-429638,-447082,-624532,-625431,-430127,-296905,-230097,-157072,-84814,-17661,46006,107516,-88182,-120356,-124215,-124321,-138774,-173202,-170910,-162100,-150320,-156079,-217820,-218196,-149665,-99420,-74471,-49693,-26193,-5312,13443,30472,311951,317194,329053,340026,351388,365370,395099,397631,413863,416809,434340,448266,442862,367690,336330,306905,251658,243794,220867,193960,152044,134309,121835,115682,110216,104858,104476,107479,105182,109814,110100,110100,115343,112722,119014,117769,134285,154596,174928,191365,-49602,6452
1375,1778515500,751036970,1778515500751036970,1712576,-2220467,-664161,809491,90158,-377772,-46535,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683937,1662912,1641324,1619203,1596587,1573445,1549777,1525686,1501270,1476628,1451821,1426940,1402125,1377436,1352870,1328412,1304034,1279698,1255367,1231005,-2298742,-2312057,-2324440,-2335841,-2346226,-2355377,-2363060,-2369298,-2374108,-2377582,-2379522,-2379493,-2377629,-2374495,-2370507,-2365896,-2360882,-2355665,-2350429,-2345334,-671066,-681197,-692900,-704714,-717180,-732853,-749441,-764789,-779961,-794038,-813075,812707,796147,785510,777668,772164,768946,767798,768481,770819,829626,815866,801246,787009,763497,757158,755330,750661,749421,751741,751723,751507,757157,788789,813175,831911,852439,875503,901478,929404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279414,-377295,-382290,-372524,-433470,-510457,-480302,-471094,-414877,-488882,-643220,-598579,-390854,-286595,-219243,-145077,-73378,-7348,55454,117056,-88289,-121228,-125074,-124084,-148830,-176731,-166693,-164514,-145122,-170481,-224306,-208799,-135322,-95246,-70678,-45715,-22565,-2200,16126,33016,311951,319136,330301,341285,353854,373890,399709,401686,411574,422862,437780,448266,387996,363104,332962,301540,251658,238020,217691,190778,144179,133693,119297,110100,112682,102956,103487,108084,107472,110100,110100,110100,115343,112722,119295,121860,136288,154665,178258,193127,-49666,6905
1376,1778515500,756087278,1778515500756087278,1709517,-2223129,-666062,797919,89493,-376362,-38108,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679526,1658447,1636814,1614659,1592014,1568838,1545152,1521069,1496679,1472081,1447328,1422528,1397813,1373223,1348753,1324388,1300097,1275840,1251583,1227291,-2301642,-2314724,-2326867,-2338030,-2348161,-2357005,-2364375,-2370325,-2374853,-2378068,-2379669,-2379285,-2377154,-2373865,-2369770,-2365093,-2360046,-2354832,-2349623,-2344579,-673429,-683613,-695343,-707103,-720085,-736206,-752464,-767837,-782548,-797120,-816994,809309,794046,783993,776568,771475,768632,767791,768736,771312,827016,812982,798409,783828,760259,757259,754309,750294,749735,752041,751827,751612,761975,794952,816456,835295,856153,879606,905911,933915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-281830,-380088,-379282,-375143,-449974,-513926,-470727,-478904,-402094,-517295,-659128,-558230,-366727,-276140,-206776,-132229,-62669,3050,64815,127451,-89333,-122558,-124531,-125463,-155155,-177908,-163591,-167324,-140592,-180317,-229822,-194697,-126166,-91060,-66391,-41498,-19189,909,18755,35775,314573,319816,331533,349217,358798,379233,396925,404076,413930,424673,439727,448266,390126,360290,327971,293528,251658,233376,212679,188876,138936,127926,119197,110615,105367,103982,104858,110100,107479,110100,110100,110100,115343,114190,117965,125903,144257,155942,178828,198832,-49736,7367
1377,1778515500,761260148,1778515500761260148,1702648,-2228129,-670972,789255,87976,-382429,-49057,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675116,1653987,1632313,1610130,1587457,1564250,1540556,1516487,1492130,1467580,1442889,1418176,1393563,1369074,1344703,1320432,1296228,1272053,1247871,1223650,-2304485,-2317332,-2329236,-2340161,-2350027,-2358559,-2365625,-2371289,-2375547,-2378496,-2379749,-2379022,-2376655,-2373222,-2369030,-2364290,-2359221,-2354014,-2348837,-2343848,-675799,-686043,-697749,-709522,-723041,-739469,-755434,-770801,-784933,-800298,-820939,806180,792046,782566,775557,770873,768371,767823,769019,771844,824325,810077,795626,778407,757922,757361,753414,750059,750162,752146,751932,751719,767387,800414,819690,838694,859864,883705,910311,938349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-283562,-380048,-377126,-379452,-469981,-507996,-461086,-471257,-407549,-552460,-656213,-533243,-347062,-264333,-193248,-120297,-51700,13085,74278,136924,-90176,-122985,-124256,-127788,-162553,-175832,-160431,-164703,-142418,-192548,-228774,-185956,-118559,-86572,-61802,-37600,-15761,3882,21390,38252,314573,323614,336349,342011,359137,386262,391414,406416,414188,425982,443023,448266,387213,355282,321999,291512,250319,230094,205073,185285,141558,123930,118302,112314,104858,104858,105677,110100,107479,110100,110100,110100,113653,115343,117965,127919,145461,159657,180729,199229,-49837,4828
1378,1778515500,766054516,1778515500766054516,1699714,-2230545,-672786,788009,87342,-378334,-39000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670706,1649532,1627823,1605616,1582916,1559684,1535989,1511939,1487622,1463125,1438502,1413883,1389374,1364987,1340717,1316540,1292424,1268331,1244226,1220078,-2307272,-2319883,-2331547,-2342234,-2351827,-2360045,-2366815,-2372189,-2376192,-2378865,-2379767,-2378707,-2376133,-2372569,-2368283,-2363492,-2358407,-2353210,-2348071,-2343138,-678184,-688446,-700147,-711961,-726171,-742665,-758243,-773695,-787491,-803694,822390,803181,790198,781236,774635,770337,768159,767897,769350,772392,821562,807219,792874,773092,757679,757464,752667,749957,750712,752251,752038,751825,773017,804700,822876,842093,863575,887805,914663,942685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-284649,-379178,-376770,-386590,-491700,-504532,-458231,-460714,-419563,-592476,-638573,-503116,-328019,-251457,-180905,-109343,-40989,22552,84082,145969,-90826,-123138,-124570,-131087,-170120,-174609,-159596,-161040,-146509,-206466,-222593,-175425,-111237,-81916,-57631,-34039,-12443,6659,24098,40591,317194,326893,340787,348925,367548,390595,393746,408745,415892,427295,443330,454173,382947,346992,317955,273619,247718,228190,204472,181651,136315,123208,116391,110100,104858,106162,107479,110100,107479,110100,110100,110100,112722,115343,117965,128451,145498,167272,182589,201080,-49956,5398
1379,1778515500,771038455,1778515500771038455,1696621,-2233044,-674689,793290,86011,-381831,-49782,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670706,1649528,1627814,1605603,1582898,1559662,1535962,1511907,1487585,1463083,1438455,1413832,1389318,1364927,1340652,1316471,1292351,1268253,1244143,1219991,-2307272,-2319885,-2331551,-2342240,-2351834,-2360052,-2366821,-2372195,-2376198,-2378869,-2379766,-2378703,-2376126,-2372559,-2368271,-2363478,-2358391,-2353194,-2348053,-2343121,-678184,-688448,-700152,-711968,-726183,-742681,-758261,-773716,-787513,-803729,822350,803146,790174,781217,774620,770328,768156,767899,769358,772406,821718,807369,793019,773225,757823,757608,752806,750098,750858,752394,752180,751967,773237,804897,823082,842310,863808,888056,914931,942966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-284703,-379249,-376839,-386719,-491878,-504634,-458350,-460726,-419755,-592914,-638667,-502843,-327819,-251335,-180739,-109175,-40803,22756,84321,146212,-90826,-123138,-124570,-131108,-170149,-174611,-159608,-161014,-146547,-206579,-222583,-175296,-111138,-81856,-57564,-33977,-12383,6717,24160,40647,317194,326895,340787,348932,367585,390595,393760,408762,415912,427295,443376,454251,382891,346871,317890,273199,247643,228151,204472,181562,136315,123208,116396,110100,104858,106174,107479,110100,107479,110100,110100,110100,112722,115343,117965,128451,145573,167431,182631,201168,-49460,3495
1380,1778515500,776053498,1778515500776053498,1693460,-2235553,-676572,799937,85607,-375527,-38462,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666247,1645025,1623280,1601048,1578315,1555058,1531365,1507333,1483058,1458611,1434057,1409534,1385125,1360839,1336665,1312579,1288548,1264534,1240502,1216424,-2310034,-2322408,-2333833,-2344281,-2353586,-2361488,-2367965,-2373047,-2376801,-2379179,-2379713,-2378342,-2375576,-2371884,-2367510,-2362673,-2357574,-2352393,-2347292,-2342419,-680608,-690881,-702566,-714498,-729419,-745898,-761225,-776524,-790084,-807418,818665,800381,788443,779949,773767,769838,767991,768021,769720,772979,818892,804495,790285,768427,757924,757284,752155,750122,751520,752498,752286,752858,778994,808033,826266,845770,867582,892232,919290,947281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-285106,-382152,-374605,-407017,-500409,-496624,-463724,-437056,-438374,-620640,-636221,-462095,-309764,-239769,-169452,-98296,-30672,31967,93551,155144,-91268,-124524,-124259,-138851,-173077,-171913,-161619,-152737,-152913,-216209,-221699,-160901,-104241,-77786,-53761,-30467,-9268,9392,26677,42934,317194,329469,339809,351407,365730,393950,396486,413277,416809,429695,447690,456131,376485,338628,312198,256996,243794,224438,201515,177795,133693,121418,115030,110235,104858,105242,107479,105768,108860,110100,110100,113204,112722,115343,116299,130135,149455,165958,186458,204627,-49566,4036
1381,1778515500,781072734,1778515500781072734,1690245,-2238055,-678467,807236,84472,-377473,-49672,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661745,1640484,1618710,1596459,1573698,1550428,1526746,1502743,1478518,1454130,1429657,1405238,1380936,1356756,1332684,1308694,1284752,1260822,1236870,1212866,-2312765,-2324897,-2336080,-2346282,-2355285,-2362871,-2369061,-2373853,-2377361,-2379429,-2379594,-2377939,-2375000,-2371187,-2366738,-2361863,-2356756,-2351596,-2346538,-2341729,-683051,-693360,-704972,-717259,-732675,-749023,-764087,-779138,-792805,-811107,814920,797862,786798,778761,772965,769394,767881,768178,770111,773593,816013,801599,787611,764261,758026,756364,751642,750268,752298,752603,752391,755376,784840,811187,829495,849292,871461,896453,923652,951591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-286888,-382382,-373187,-434601,-510397,-481951,-469189,-420179,-470596,-631002,-618819,-419974,-295351,-229930,-158097,-87121,-20867,41548,102262,164964,-92163,-125049,-124209,-149069,-176508,-167037,-163635,-146811,-163983,-219788,-215606,-145747,-98650,-74304,-49963,-26891,-6277,12150,29023,45444,319816,330301,342645,353954,373223,399375,401135,412317,419938,437780,448266,427762,366599,336231,307190,251658,243794,221734,196181,172368,133693,118816,110100,112633,103089,103152,107534,106728,110100,110100,110100,115343,112722,119212,117483,133900,153342,170591,191365,206436,-49681,4585
1382,1778515500,786001376,1778515500786001376,1687045,-2240503,-680286,813289,84204,-369194,-38825,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657248,1635952,1614154,1591884,1569099,1545821,1522156,1498189,1474018,1449693,1425307,1400994,1376801,1352726,1328756,1304862,1281010,1257164,1233292,1209365,-2315436,-2327325,-2338269,-2348216,-2356913,-2364190,-2370091,-2374608,-2377868,-2379607,-2379419,-2377505,-2374403,-2370481,-2365965,-2361056,-2355948,-2350812,-2345801,-2341058,-685478,-695805,-707372,-720168,-736013,-752017,-767128,-781697,-795790,-814890,811437,795596,785277,777628,772223,769026,767814,768366,770533,774231,813092,798757,784102,761033,758128,755333,751254,750536,752919,752708,752496,759395,790723,814369,832746,852844,875353,900665,927981,955834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-287284,-378879,-376021,-450948,-514522,-473036,-479860,-406787,-508323,-656018,-583540,-385052,-285433,-219127,-146369,-75914,-10909,51150,111174,175621,-92622,-124344,-125713,-155333,-177910,-164171,-167443,-142081,-176983,-228470,-203286,-132920,-94628,-70537,-46076,-23334,-3267,14887,31405,48165,319816,332019,348093,358939,379092,398348,403518,413150,424673,437780,448266,388555,362469,332814,302243,251658,240034,219530,192529,170394,125829,119682,110896,105154,103841,104858,109917,107479,110100,110100,110100,115343,112722,119221,121508,135863,154665,178258,191365,207094,-49799,5192
1383,1778515500,791060708,1778515500791060708,1683881,-2242163,-680647,818392,83142,-368570,-49758,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652747,1631417,1609599,1587309,1564502,1541224,1517580,1493654,1469539,1445281,1420989,1396783,1372699,1348730,1324861,1301063,1277301,1253539,1229746,1205896,-2318054,-2329701,-2340405,-2350088,-2358475,-2365448,-2371061,-2375316,-2378322,-2379715,-2379192,-2377040,-2373785,-2369766,-2365188,-2360251,-2355147,-2350039,-2345078,-2340401,-687946,-698227,-709808,-723137,-739294,-755030,-770095,-784141,-798888,-818835,808202,793545,783806,776562,771554,768709,767785,768598,770986,774890,810150,795953,778646,758710,758230,754410,751003,750920,753023,752812,752602,764126,796772,817563,836028,856423,879275,904904,932293,960038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-286506,-377629,-380535,-471171,-509087,-462387,-473736,-405460,-533915,-661395,-550089,-361490,-275175,-206972,-133898,-65394,-879,60011,120744,186460,-92706,-124370,-128113,-162796,-176007,-160671,-165362,-141545,-185868,-230311,-191605,-124014,-90535,-66364,-41985,-20017,-262,17385,33951,50914,325059,337859,342890,359137,385738,391076,405858,414188,425017,441818,448266,390513,360022,327935,294273,251658,234870,215822,190133,169836,123208,117296,112021,104858,104858,105339,110100,107479,110100,110100,110100,115303,114459,117965,125493,142281,155195,178258,195060,207372,-50565,7299
1384,1778515500,796011206,1778515500796011206,1680615,-2244607,-682427,818392,83142,-368570,-39859,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648153,1626792,1604954,1582641,1559813,1536538,1512916,1489035,1464977,1440789,1416594,1392498,1368521,1344658,1320890,1297186,1273512,1249834,1226121,1202346,-2320667,-2332070,-2342531,-2351935,-2360004,-2366677,-2371996,-2375994,-2378728,-2379760,-2378910,-2376527,-2373135,-2369021,-2364383,-2359426,-2354329,-2349253,-2344343,-2339740,-690435,-700699,-712327,-726362,-742575,-757887,-773073,-786664,-802171,-822747,805069,791550,782384,775546,770943,768430,767799,768870,771480,775619,807213,793116,773251,758542,758331,753625,750867,751429,753127,752917,752708,769781,802081,820818,839438,860125,883348,909287,936708,964330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-288795,-376847,-389929,-493588,-505075,-458122,-463527,-415779,-578681,-648018,-523158,-342843,-262895,-193364,-121847,-54545,9352,69361,130719,195792,-93787,-124557,-132192,-170579,-174597,-159355,-161827,-145049,-201424,-225621,-182199,-116753,-85922,-61755,-38051,-16624,2775,19997,36583,53224,327680,340787,349285,368143,390595,393458,408245,415158,427265,443023,450055,386121,354159,321952,291745,250808,230995,209096,187812,166195,123208,116973,110100,104858,106094,107479,110100,107479,110100,110100,110100,113106,115343,117965,127685,145950,157132,179723,199229,209193,-50678,8008
