# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
2.360279,3.785077,-0.284330,-0.414256,-0.145596,6.090577,-1.094173,1.600997,0.740000
2.380282,3.803376,-0.292407,-0.417170,-0.145346,6.086619,-1.213841,1.615999,0.740000
2.400284,3.821652,-0.300538,-0.420077,-0.145134,6.082622,-1.333833,1.630668,0.740000
2.420286,3.839904,-0.308721,-0.422939,-0.144918,6.078028,-1.452788,1.640675,0.739663
2.440289,3.858131,-0.316958,-0.425841,-0.144719,6.072875,-1.574027,1.650682,0.734659
2.460291,3.876335,-0.325246,-0.428737,-0.144553,6.067681,-1.695755,1.660689,0.730689
2.480293,3.894515,-0.333589,-0.431603,-0.144286,6.061888,-1.817042,1.670690,0.739310
2.500296,3.912672,-0.341981,-0.434469,-0.144291,6.055522,-1.939175,1.680699,0.729301
2.520298,3.930803,-0.350427,-0.437359,-0.144196,6.049113,-2.062689,1.691416,0.720708
2.540300,3.948911,-0.358924,-0.440233,-0.144235,6.042093,-2.186073,1.710712,0.728932
2.560303,3.966994,-0.367476,-0.443105,-0.144019,6.034498,-2.309331,1.720715,0.713928
2.580305,3.985052,-0.376078,-0.445992,-0.143963,6.026857,-2.433217,1.730718,0.699282
2.600308,4.003085,-0.384732,-0.448875,-0.143941,6.018583,-2.556541,1.741093,0.690000
2.620310,4.021093,-0.393438,-0.451720,-0.143917,6.009730,-2.677714,1.756096,0.690000
2.640312,4.039077,-0.402196,-0.454606,-0.143902,6.000830,-2.798724,1.770732,0.691465
2.660315,4.057035,-0.411005,-0.457493,-0.143916,5.991308,-2.918129,1.780738,0.709262
2.680317,4.074968,-0.419865,-0.460379,-0.143960,5.981360,-3.035149,1.790750,0.699250
2.700319,4.092875,-0.428778,-0.463228,-0.144001,5.970994,-3.147978,1.801134,0.689244
2.720322,4.110756,-0.437742,-0.466120,-0.144045,5.960087,-3.258060,1.816134,0.679244
2.740324,4.128612,-0.446757,-0.469013,-0.144105,5.949135,-3.363937,1.830758,0.670758
2.760326,4.146441,-0.455824,-0.471882,-0.144060,5.937618,-3.463937,1.840771,0.679229
2.780329,4.164245,-0.464941,-0.474756,-0.144264,5.925740,-3.559603,1.851944,0.670389
2.800331,4.182021,-0.474110,-0.477657,-0.144329,5.913415,-3.649628,1.876941,0.675388
2.820334,4.199771,-0.483332,-0.480533,-0.144283,5.901042,-3.734054,1.900388,0.679224
2.840336,4.217496,-0.492602,-0.483414,-0.144483,5.888099,-3.814449,1.905394,0.669212
2.860338,4.235192,-0.501925,-0.486321,-0.144540,5.875128,-3.887950,1.910798,0.659202
2.880341,4.252861,-0.511301,-0.489205,-0.144469,5.861805,-3.953826,1.923158,0.649210
2.900343,4.270504,-0.520726,-0.492105,-0.144536,5.848223,-4.012852,1.960794,0.640000
2.920345,4.288120,-0.530201,-0.494992,-0.144700,5.834363,-4.063373,1.970807,0.640000
2.940348,4.305707,-0.539730,-0.497881,-0.144584,5.820488,-4.101597,1.980000,0.639182
2.960350,4.323267,-0.549308,-0.500785,-0.144600,5.806429,-4.129607,1.982418,0.629194
2.980352,4.340799,-0.558936,-0.503677,-0.144719,5.792225,-4.146094,2.011214,0.619190
3.000355,4.358303,-0.568616,-0.506595,-0.144686,5.777854,-4.148334,2.026236,0.609176
3.020357,4.375779,-0.578347,-0.509511,-0.144630,5.763477,-4.136561,2.041673,0.600000
3.040360,4.393226,-0.588129,-0.512402,-0.144435,5.749031,-4.107470,2.060820,0.600820
3.060362,4.410646,-0.597960,-0.515296,-0.144444,5.734530,-4.039538,2.071236,0.608764
3.080364,4.428036,-0.607842,-0.518213,-0.144288,5.720129,-3.944220,2.086260,0.593740
3.100367,4.445398,-0.617775,-0.521126,-0.144103,5.705773,-3.819183,2.100852,0.581705
3.120369,4.462731,-0.627758,-0.523998,-0.143849,5.691943,-3.683588,2.112499,0.599167
3.140371,4.480035,-0.637792,-0.526905,-0.143535,5.678571,-3.554613,2.142555,0.589148
3.160374,4.497309,-0.647876,-0.529780,-0.143054,5.665253,-3.443098,2.170868,0.580000
3.180376,4.514555,-0.658009,-0.532661,-0.142676,5.652550,-3.362229,2.180000,0.580000
3.200379,4.531772,-0.668191,-0.535528,-0.142310,5.640315,-3.321621,2.182107,0.579157
3.220381,4.548961,-0.678420,-0.538362,-0.142092,5.628636,-3.327515,2.207172,0.569131
3.240383,4.566119,-0.688700,-0.541179,-0.141667,5.617023,-3.378242,2.231782,0.558218
3.260386,4.583250,-0.699027,-0.543986,-0.141520,5.606141,-3.477442,2.251310,0.539563
3.280388,4.600352,-0.709400,-0.546765,-0.141622,5.595874,-3.621218,2.266302,0.534566
3.300390,4.617427,-0.719819,-0.549496,-0.142181,5.585659,-3.806214,2.280868,0.530000
3.320393,4.634472,-0.730287,-0.552217,-0.142778,5.576045,-4.016586,2.291840,0.531840
3.340395,4.651490,-0.740799,-0.554937,-0.143956,5.566267,-4.246284,2.311312,0.547814
3.360397,4.668479,-0.751358,-0.557650,-0.145690,5.549856,-4.485420,2.326318,0.522803
3.380400,4.685441,-0.761961,-0.560348,-0.148172,5.533017,-4.731440,2.341776,0.500888
3.400402,4.702371,-0.772614,-0.563095,-0.150887,5.511770,-4.953162,2.361409,0.510470
3.420405,4.719272,-0.783314,-0.565901,-0.154385,5.490600,-5.124721,2.376345,0.515448
3.440407,4.736143,-0.794061,-0.568749,-0.158711,5.469402,-5.228041,2.391725,0.520000
3.460409,4.752980,-0.804861,-0.571712,-0.163262,5.447940,-5.250587,2.411836,0.519082
3.480412,4.769784,-0.815713,-0.574802,-0.168519,5.426948,-5.183095,2.431827,0.509087
3.500414,4.786553,-0.826618,-0.578025,-0.174326,5.406903,-5.022942,2.451292,0.499139
3.520416,4.803286,-0.837578,-0.581382,-0.180740,5.388042,-4.767408,2.466391,0.489072
3.540419,4.819979,-0.848600,-0.584936,-0.187095,5.369385,-4.425931,2.484885,0.480977
3.560421,4.836631,-0.859682,-0.588692,-0.193780,5.352709,-3.993790,2.529121,0.489121
3.580423,4.853240,-0.870828,-0.592643,-0.200526,5.337474,-3.498469,2.523005,0.479571
3.600426,4.869804,-0.882041,-0.596753,-0.207199,5.324778,-2.974275,2.558139,0.474552
3.620428,4.886319,-0.893325,-0.601118,-0.213501,5.312350,-2.452643,2.594620,0.471848
3.640431,4.902784,-0.904681,-0.605678,-0.219346,5.302740,-1.970238,2.641711,0.488289
3.660433,4.919196,-0.916113,-0.610416,-0.224535,5.296129,-1.559759,2.661797,0.469102
3.680435,4.935553,-0.927623,-0.615294,-0.228766,5.295810,-1.220183,2.681756,0.459122
3.700438,4.951853,-0.939213,-0.620323,-0.232108,5.295492,-0.966023,2.702583,0.450861
3.720440,4.968095,-0.950884,-0.625455,-0.234286,5.295172,-0.789236,2.732203,0.460000
3.740442,4.984277,-0.962638,-0.630623,-0.235139,5.294853,-0.691242,2.757183,0.460000
3.760445,5.000398,-0.974475,-0.635853,-0.234649,5.294533,-0.667318,2.782601,0.460867
3.780447,5.016458,-0.986395,-0.641064,-0.232803,5.294213,-0.709880,2.811791,0.469105
3.800449,5.032457,-0.998396,-0.646210,-0.229651,5.293683,-0.809478,2.834177,0.458956
3.820452,5.048397,-1.010476,-0.651240,-0.225323,5.291405,-0.954573,2.873880,0.449030
3.840454,5.064279,-1.022634,-0.656079,-0.219914,5.288567,-1.132987,2.910000,0.440000
3.860457,5.080106,-1.034862,-0.660709,-0.214120,5.279996,-1.325706,2.912972,0.439009
