idx,iterations,status,solve_time_us,total_call_us,opencl_overhead_us,input_pack_us,input_migrate_enq_us,kernel_enq_us,output_migrate_enq_us,wait_us,output_unpack_us,input_migrate_us,kernel_us,output_migrate_us,in_mig_submit_us,in_mig_sched_us,gap_in_to_kernel_us,kernel_submit_us,kernel_sched_us,gap_kernel_to_out_us,out_mig_submit_us,out_mig_sched_us,udp_recv_us,crc_us
1,9,0,1226.366,1310.627,746.479,5.760,44.000,875.232,18.550,312.764,0.350,136.132,564.148,19.650,2.650,85.711,355.184,0.790,1.700,38.810,217.043,35.280,7.370,92.811
2,6,0,366.055,406.855,220.063,5.390,19.500,158.742,8.510,190.872,0.240,45.000,186.792,12.250,0.810,27.801,51.291,0.740,1.050,32.981,128.711,31.171,7.200,92.491
3,2,0,254.084,290.094,159.772,4.950,16.650,102.672,8.720,135.472,0.280,14.520,130.322,11.940,0.770,26.251,33.280,0.710,0.950,25.990,79.341,24.250,6.990,92.571
4,1,0,203.443,235.143,137.162,4.840,14.200,83.391,7.581,106.431,0.260,10.451,97.981,10.600,0.820,22.750,26.230,0.710,0.890,23.711,55.270,21.961,6.690,92.521
5,1,0,208.803,241.653,138.962,4.890,15.210,84.261,7.240,111.021,0.260,11.881,102.691,11.180,0.790,23.380,24.080,0.770,0.870,23.971,58.711,22.241,6.520,92.521
6,1,0,211.513,244.283,142.812,5.040,15.000,87.811,7.210,110.372,0.250,11.180,101.471,11.590,0.810,23.160,26.681,0.720,0.840,25.650,56.131,23.950,9.810,92.512
7,1,0,228.233,264.144,151.003,4.881,17.400,94.521,7.380,119.402,0.310,13.840,113.141,11.000,0.740,25.770,27.011,0.710,0.920,25.340,64.411,23.610,8.180,92.511
8,1,0,229.382,262.764,161.312,4.860,15.501,86.041,7.190,130.151,0.260,10.550,101.452,11.100,0.790,23.891,26.190,0.700,0.810,45.370,56.851,43.630,7.300,92.511
9,1,0,207.762,240.824,137.062,4.870,15.620,81.541,7.070,112.651,0.260,10.540,103.762,10.850,0.780,26.160,21.620,0.750,0.820,24.000,60.351,22.270,6.660,92.531
10,1,0,281.804,316.264,139.962,4.870,16.570,83.901,7.180,184.543,0.290,10.441,176.302,11.071,0.810,24.750,23.690,0.700,0.820,23.660,131.012,21.760,6.900,92.511
11,1,0,209.013,241.163,139.251,4.910,14.780,82.801,7.160,112.862,0.250,10.440,101.912,11.280,0.780,24.170,23.440,0.710,0.810,24.360,58.191,22.670,8.840,92.512
12,1,0,203.823,236.213,136.502,4.830,14.980,84.241,7.210,106.222,0.260,10.160,99.711,10.760,0.800,22.660,25.281,0.700,0.850,23.730,55.001,21.950,6.510,92.532
13,1,0,209.923,243.063,139.822,4.860,15.230,85.012,7.190,111.281,0.260,10.790,103.241,11.080,0.740,23.051,26.030,0.730,0.840,24.231,58.940,22.481,7.160,92.501
14,1,0,198.563,230.643,133.222,4.860,14.780,79.181,7.021,106.241,0.250,10.290,97.421,10.580,0.790,22.901,22.820,0.700,0.750,22.991,55.680,21.261,6.620,92.511
15,1,0,266.043,299.093,186.182,4.850,14.750,78.671,7.060,174.072,0.280,10.030,112.911,10.750,0.760,21.710,23.221,0.721,0.840,24.020,70.291,22.170,9.310,92.512
16,1,0,202.972,234.963,135.641,4.840,14.651,83.311,7.310,106.201,0.250,10.570,99.322,11.230,0.790,23.510,23.250,0.660,0.800,22.790,54.941,21.060,6.900,92.521
17,1,0,202.792,234.733,135.141,4.860,14.300,78.451,7.180,111.061,0.250,10.120,99.592,10.750,0.750,22.150,22.900,0.690,0.830,24.830,57.821,23.090,6.610,92.511
18,1,0,201.433,232.773,132.482,4.830,13.950,80.451,7.090,107.842,0.260,10.371,100.291,10.821,0.810,22.070,23.140,0.720,0.810,22.780,57.491,20.980,6.470,92.531
19,1,0,205.202,237.433,135.802,4.850,14.691,82.711,7.200,109.141,0.280,10.680,101.631,10.490,0.890,22.681,24.270,0.710,0.850,23.011,58.050,21.231,7.380,92.501
20,1,0,236.903,270.804,144.682,5.060,15.851,90.991,7.230,132.422,0.250,11.220,126.122,11.860,0.781,24.200,27.630,0.700,0.820,24.100,79.271,22.060,6.970,92.501
21,1,0,246.683,279.194,172.323,4.850,14.721,46.010,7.570,187.013,0.250,12.721,106.871,10.940,0.750,72.321,4.930,33.181,0.740,24.510,132.062,22.480,6.420,92.521
22,1,0,210.333,242.313,138.322,4.830,14.610,82.831,7.190,114.132,0.250,10.080,103.991,10.650,0.770,24.080,24.651,0.710,0.830,22.960,61.611,21.160,6.800,92.522
23,1,0,242.553,274.624,173.143,4.880,14.441,44.870,6.380,185.503,0.280,12.331,101.481,10.640,0.770,75.411,5.000,36.951,0.790,22.930,131.742,21.160,7.270,92.551
24,1,0,207.123,239.833,139.002,4.830,15.190,86.661,7.150,106.872,0.250,12.080,100.831,11.070,0.800,22.030,25.971,0.700,0.820,22.990,55.881,21.190,6.920,92.532
25,1,0,249.634,283.954,177.742,4.840,16.060,49.681,6.460,187.653,0.420,12.950,106.212,11.230,0.910,74.591,4.980,31.590,0.830,26.420,131.332,24.350,6.380,92.511
26,1,0,206.053,238.903,138.542,4.850,15.060,82.241,6.980,110.532,0.260,10.170,100.361,11.260,0.820,22.030,25.031,0.730,0.830,25.150,57.131,23.280,8.790,92.522
27,1,0,241.243,273.493,173.302,4.880,14.570,44.060,6.320,184.972,0.250,11.930,100.191,10.930,0.740,75.261,4.820,36.791,0.740,23.021,130.391,21.171,6.300,92.492
28,1,0,343.115,375.555,140.482,4.860,14.520,83.751,7.160,245.753,0.280,10.100,235.073,10.900,0.810,22.471,25.980,0.760,0.800,23.430,191.282,21.600,7.100,92.521
29,1,0,289.844,323.084,221.663,4.860,15.420,46.671,6.540,230.763,0.270,14.050,101.421,11.180,0.810,73.181,4.910,34.260,0.740,24.941,128.841,23.071,7.040,92.522
30,1,0,204.113,236.313,136.792,4.830,14.580,84.491,7.101,106.221,0.260,10.451,99.521,11.470,0.820,21.760,25.780,0.740,0.910,23.101,54.640,21.331,10.390,92.521
31,1,0,289.534,322.344,218.163,4.860,15.160,46.051,6.430,231.283,0.290,12.130,104.181,10.770,0.800,74.021,5.060,34.060,0.890,23.091,131.711,21.181,6.800,92.522
32,1,0,203.133,234.993,134.902,4.860,14.600,82.301,7.170,107.542,0.280,12.120,100.091,10.800,0.790,21.650,23.761,0.760,0.820,22.510,57.141,20.760,6.991,92.501
33,1,0,238.383,270.634,170.943,4.850,14.601,45.060,6.390,180.993,0.260,12.131,99.691,11.220,0.780,73.411,5.030,34.751,0.730,22.320,127.482,20.460,6.610,92.501
34,1,0,226.413,259.323,138.812,4.870,14.710,83.991,7.541,128.461,0.270,10.451,120.511,11.530,0.760,21.970,26.000,0.730,0.820,23.941,76.331,21.950,6.490,92.521
35,9,0,473.856,506.797,243.973,4.830,15.121,83.071,7.050,377.695,0.270,10.560,262.824,11.820,0.740,24.031,23.600,0.710,0.830,36.850,219.583,34.820,7.060,92.501
36,1,0,227.502,259.894,138.912,4.850,14.891,84.571,7.090,129.671,0.260,10.300,120.982,11.400,0.770,21.711,26.480,0.730,0.840,24.290,77.001,22.270,7.070,92.491
37,1,0,224.682,257.034,138.002,4.850,14.491,82.661,7.060,128.481,0.270,9.730,119.032,10.810,0.760,21.491,26.800,0.750,0.830,24.660,75.801,22.600,6.470,92.501
38,2,0,224.013,255.423,137.351,4.830,13.940,81.752,7.100,129.241,0.250,10.040,118.072,13.430,0.760,22.041,24.830,0.710,0.820,23.710,75.561,21.700,6.620,92.511
39,2,0,222.923,255.804,137.352,4.830,14.940,82.641,7.170,127.032,0.280,9.710,118.452,10.460,0.760,24.710,23.530,0.690,0.800,24.520,75.211,22.500,8.470,92.491
40,2,0,225.803,257.983,139.152,4.850,14.320,83.271,7.121,129.371,0.270,10.691,118.831,13.370,0.810,22.320,24.210,0.730,0.810,24.141,75.021,22.160,6.990,92.521
41,2,0,226.303,258.293,138.002,4.850,14.710,83.571,7.330,129.102,0.260,10.261,120.291,10.420,0.800,23.800,23.890,0.720,0.830,24.221,76.211,22.191,6.830,92.511
42,1,0,292.954,323.974,138.192,4.820,13.840,80.571,7.340,199.063,0.250,12.060,185.782,10.950,0.780,21.480,22.641,0.700,0.850,25.930,143.542,23.900,6.630,92.512
43,2,0,251.213,287.303,157.651,4.880,17.240,98.661,7.340,138.031,0.260,11.680,129.652,10.720,0.920,24.980,33.371,0.700,1.010,27.580,80.691,25.620,7.861,92.491
44,1,0,521.077,591.227,312.413,5.760,37.450,203.253,10.300,294.454,0.350,37.161,278.814,35.451,2.490,84.151,40.730,0.710,1.400,34.180,203.333,31.720,27.260,92.752
45,5,0,292.704,328.314,160.882,5.630,16.270,100.542,7.190,178.792,0.280,13.160,167.432,11.670,0.810,28.851,31.240,0.730,0.810,27.741,119.961,25.891,6.280,92.501
46,2,0,250.094,283.244,164.802,4.850,15.300,87.632,7.580,148.522,0.270,12.450,118.442,11.670,0.770,24.091,24.410,0.720,0.840,46.390,72.531,44.440,6.210,92.521
47,3,0,276.894,314.374,162.392,4.840,18.250,112.392,7.500,149.642,0.260,15.400,151.982,12.270,0.950,28.211,33.080,0.730,0.950,26.611,95.091,24.751,6.671,108.481
48,1,0,228.923,265.193,157.452,4.950,17.670,97.911,7.220,116.892,0.250,12.900,107.741,12.101,0.770,26.670,30.681,0.730,1.050,27.630,59.571,25.840,6.630,92.512
49,2,0,246.383,284.724,158.923,4.851,17.910,102.941,7.340,128.902,0.240,15.580,125.801,11.100,0.920,26.200,34.091,0.700,0.960,24.391,77.821,22.441,6.150,92.491
50,2,0,285.353,319.324,198.182,4.840,15.851,93.001,7.410,178.172,0.250,12.610,121.142,13.070,0.760,25.860,28.010,0.680,0.950,73.631,74.811,71.911,7.120,92.511
51,3,0,231.643,266.143,136.271,4.850,17.060,83.812,7.280,133.781,0.220,10.340,129.872,10.130,0.780,24.561,26.450,0.700,0.930,21.440,86.011,19.730,6.430,92.501
52,2,0,271.304,303.464,185.332,4.880,14.490,83.061,7.381,174.652,0.240,10.460,118.132,12.871,0.770,24.861,22.910,0.710,0.820,71.340,74.451,69.570,6.190,92.511
53,2,0,213.282,245.173,132.941,4.850,14.551,80.311,7.090,119.671,0.240,10.280,112.232,9.590,0.750,23.951,22.440,0.740,0.790,22.680,70.031,20.910,6.730,92.521
54,3,0,282.944,314.604,186.912,4.840,14.110,82.132,7.150,187.482,0.260,10.700,127.692,12.310,0.750,23.501,23.100,0.710,0.820,72.261,84.701,70.501,6.440,92.511
55,3,0,224.963,256.704,128.922,4.840,14.160,81.631,7.260,129.602,0.250,10.050,127.782,9.280,0.760,21.670,24.830,0.710,0.810,20.910,83.891,19.130,6.680,92.541
56,4,0,289.393,320.614,181.022,4.860,13.971,79.751,7.250,196.402,0.260,9.810,139.592,12.340,0.780,21.781,23.420,0.700,0.820,71.171,96.721,69.421,6.870,92.511
57,4,0,236.494,269.854,129.002,4.860,16.120,79.431,7.280,143.652,0.240,10.000,140.852,9.120,0.840,21.621,25.700,0.690,0.800,20.760,98.681,18.920,7.000,92.511
58,1,0,288.034,319.814,209.413,4.870,14.110,93.341,7.470,180.533,0.540,9.850,110.401,12.300,0.780,24.430,22.101,0.740,0.830,97.691,54.511,95.861,6.480,92.512
59,2,0,230.813,265.284,144.932,4.860,16.011,91.451,7.300,125.092,0.250,13.280,120.352,10.270,0.880,25.151,27.490,0.720,1.120,22.480,75.071,20.500,6.260,92.521
60,4,0,262.983,297.184,146.242,4.881,15.500,91.521,7.340,157.382,0.260,12.440,150.942,11.710,0.740,26.130,27.591,0.730,0.800,24.470,105.952,22.620,6.720,92.521
61,3,0,250.554,286.554,149.972,4.870,16.940,96.071,7.400,139.952,0.290,15.230,136.582,11.000,0.750,26.421,27.420,0.750,0.840,23.970,89.591,21.950,6.840,92.521
62,1,0,218.122,250.703,146.451,4.880,14.491,87.741,7.210,116.961,0.250,13.730,104.252,11.100,0.760,25.051,22.050,0.680,0.810,27.020,59.231,25.180,6.480,92.521
63,5,0,349.495,382.095,137.992,4.870,14.910,86.901,7.240,248.984,0.250,10.450,244.103,10.210,0.810,22.800,28.051,0.730,0.810,22.970,199.793,20.980,7.020,92.511
64,1,0,243.443,276.264,167.973,4.860,15.021,47.940,6.260,183.723,0.250,12.021,108.291,10.480,0.790,73.671,5.220,31.891,1.190,23.500,134.102,21.590,6.860,92.501
65,1,0,220.873,253.263,133.462,4.850,14.930,82.441,7.251,125.161,0.250,9.821,119.801,10.130,0.790,21.570,24.870,0.710,0.790,24.241,75.320,22.171,6.950,92.481
66,4,0,281.303,312.834,167.542,4.850,13.970,45.610,6.460,223.402,0.260,11.810,145.292,10.310,0.830,73.081,4.910,33.881,0.770,24.840,172.592,22.900,6.710,92.512
67,3,0,223.463,255.873,135.872,4.900,14.610,84.811,7.121,125.491,0.250,10.091,120.001,9.940,0.870,25.500,22.350,0.710,0.800,22.301,75.291,20.251,6.610,92.501
68,3,0,262.373,293.724,165.163,4.830,13.721,46.160,6.380,204.143,0.260,11.891,128.561,9.670,0.770,71.191,4.880,31.811,0.740,25.191,153.642,23.361,7.830,92.501
69,3,0,222.583,255.703,134.971,4.870,15.150,89.421,7.080,119.401,0.240,10.480,120.732,9.180,0.770,22.501,27.650,0.710,0.840,22.040,73.121,20.000,10.730,92.511
70,4,0,325.394,357.115,214.523,4.820,14.040,46.681,6.330,266.653,0.280,12.280,142.592,12.240,0.830,71.311,4.890,31.460,0.770,71.001,167.452,69.171,6.850,92.511
71,2,0,214.803,246.373,131.171,4.850,14.200,82.462,7.240,118.741,0.250,9.850,115.202,11.300,0.740,21.341,25.170,0.750,0.840,21.320,70.661,19.470,7.080,92.531
72,2,0,269.964,301.394,183.472,4.840,13.890,83.111,7.110,173.272,0.250,10.130,117.922,12.290,0.760,21.111,26.660,0.720,0.820,70.891,74.341,69.131,6.410,92.491
73,2,0,215.952,247.854,130.402,4.880,14.261,80.411,7.150,122.291,0.280,10.180,117.452,9.290,0.820,22.970,23.070,0.730,0.810,22.630,74.841,20.880,6.120,92.501
74,2,0,302.514,334.784,217.072,4.850,14.790,47.761,6.490,242.083,0.250,12.170,117.712,12.130,0.940,71.471,5.130,30.210,0.760,71.321,141.162,69.321,6.610,92.501
75,2,0,220.963,253.223,132.502,4.850,14.800,83.411,7.070,124.252,0.260,10.410,120.721,9.531,0.760,21.720,25.351,0.710,0.820,22.340,76.831,20.270,7.450,92.512
76,1,0,289.354,321.415,217.214,4.821,14.220,49.050,6.430,228.013,0.320,12.170,104.201,12.320,0.770,71.611,4.980,29.301,0.720,72.901,126.771,71.081,6.780,92.511
77,1,0,218.773,252.374,133.212,4.840,16.220,84.151,7.090,121.272,0.540,11.650,119.162,9.250,0.780,21.610,26.300,0.720,0.840,21.780,74.941,19.720,7.090,92.501
78,3,0,312.714,343.794,213.942,4.870,13.770,46.721,6.490,253.223,0.260,12.250,129.852,12.460,0.740,71.331,4.980,31.530,0.740,70.421,154.422,68.521,6.450,92.502
79,2,0,222.183,254.083,134.932,4.840,14.810,84.021,7.350,124.622,0.250,9.890,119.151,9.620,0.750,23.490,24.771,0.720,0.841,23.390,74.861,21.400,6.330,92.512
80,1,0,288.124,320.034,215.732,4.940,14.390,45.241,6.300,230.613,0.250,11.900,104.302,11.991,0.760,72.841,4.940,33.550,0.770,71.290,131.282,69.460,6.980,92.491
81,1,0,219.593,252.243,132.162,4.900,15.050,83.951,7.121,122.441,0.240,10.261,120.081,9.720,0.840,23.810,23.060,0.740,0.790,22.301,75.361,20.301,7.150,92.511
82,1,0,232.913,264.773,164.442,4.870,14.100,45.681,6.510,174.982,0.260,11.820,100.331,10.370,0.790,71.041,4.980,32.120,0.750,23.311,125.881,21.251,6.900,92.502
83,1,0,220.113,252.013,133.441,4.880,14.290,82.571,7.060,124.192,0.260,9.810,118.572,9.480,0.760,22.690,23.930,0.710,0.800,22.220,74.471,20.190,6.520,92.512
84,1,0,237.523,268.843,163.002,4.850,13.770,45.461,6.280,179.712,0.250,12.080,105.841,10.190,0.770,71.071,4.960,32.340,0.770,22.511,131.641,20.601,6.721,92.501
85,1,0,218.733,250.643,131.881,4.850,14.540,82.291,7.211,123.081,0.250,9.510,118.762,9.310,0.750,22.691,24.850,0.680,0.810,23.300,75.251,21.310,6.660,92.491
86,4,0,279.363,311.324,166.932,4.890,14.340,47.540,6.490,219.412,0.480,12.510,144.392,9.890,0.760,71.921,4.950,31.381,0.800,24.910,169.102,23.000,10.030,92.502
87,4,0,246.503,279.323,135.201,4.850,15.190,86.091,7.150,147.102,0.250,10.780,144.122,9.550,0.750,24.060,23.280,0.730,0.840,24.281,98.061,22.241,7.340,92.512
88,3,0,263.934,295.354,166.852,4.850,14.150,46.461,6.390,205.363,0.250,12.210,128.502,10.281,0.750,71.001,5.000,31.740,0.770,25.690,153.692,23.710,6.720,92.521
89,2,0,216.372,247.884,130.202,4.870,14.311,79.541,7.170,123.611,0.250,10.320,117.682,9.300,0.760,21.270,23.270,0.710,0.820,22.020,75.131,20.050,6.640,92.501
90,6,0,304.544,336.704,165.582,4.850,14.430,46.191,6.420,245.603,0.260,12.310,171.122,10.120,0.820,71.611,4.980,31.990,0.760,23.491,196.292,21.641,7.210,92.511
91,3,0,228.143,259.893,129.361,4.840,14.540,79.231,7.190,135.632,0.250,9.950,130.532,9.351,0.750,23.350,21.140,0.690,0.840,23.050,87.721,21.290,6.710,92.512
92,3,0,253.493,287.604,150.982,4.880,15.451,92.751,7.210,146.722,0.310,12.050,136.622,11.771,0.760,24.320,30.200,0.730,0.820,26.150,91.321,24.250,8.050,92.501
93,2,0,214.043,244.863,128.932,4.900,13.800,79.371,7.190,121.472,0.270,11.541,115.931,9.720,0.760,23.300,20.750,0.680,0.800,22.591,73.951,20.881,8.330,92.491
94,2,0,217.303,248.503,131.372,4.830,13.840,79.651,7.110,124.422,0.330,9.590,117.131,10.541,0.800,25.140,20.781,0.720,0.820,22.790,75.121,21.040,6.500,92.491
95,3,0,224.493,255.953,128.332,4.860,14.080,78.571,7.220,132.522,0.250,10.161,127.621,9.660,0.750,23.430,21.450,0.690,0.830,21.291,85.821,19.491,6.830,92.511
96,2,0,215.023,247.193,133.412,4.860,14.780,82.421,7.370,119.012,0.240,11.030,113.781,10.411,0.850,22.060,25.231,0.730,0.800,22.040,70.961,20.300,5.960,92.501
97,3,0,234.273,266.223,137.142,4.840,14.470,82.901,7.200,137.782,0.250,11.010,129.081,11.771,0.760,22.740,24.621,0.700,0.811,22.540,85.681,20.800,6.990,92.492
98,3,0,278.583,310.464,182.132,4.920,14.431,79.981,7.120,185.352,0.260,10.060,128.332,11.960,0.750,23.201,22.270,0.710,0.820,71.741,85.941,70.011,6.780,92.521
99,2,0,220.403,252.623,133.842,4.870,14.770,84.171,7.430,122.662,0.260,11.400,118.781,9.520,0.800,21.560,25.961,0.710,0.811,22.820,74.971,20.820,7.190,92.542
100,2,0,305.934,337.624,216.083,4.880,13.900,46.931,6.460,246.963,0.260,11.960,121.541,12.261,0.830,71.381,4.970,31.490,0.750,72.031,146.532,70.110,7.210,92.532
101,2,0,226.713,259.614,137.792,4.840,15.271,87.741,7.190,125.102,0.410,10.570,121.822,9.960,0.810,24.051,26.030,0.710,0.790,24.030,75.871,21.970,12.300,92.481
102,2,0,305.494,337.604,218.313,4.860,14.370,47.811,6.270,245.403,0.310,11.930,119.291,14.111,0.780,72.571,4.880,31.330,0.850,71.501,143.891,69.571,6.810,92.522
103,2,0,221.353,253.394,134.472,4.880,14.481,84.231,7.240,123.852,0.240,10.190,118.922,10.050,0.770,21.390,26.510,0.700,0.820,23.740,74.781,21.740,6.520,92.491
104,2,0,253.453,286.844,166.923,4.851,15.540,46.300,6.471,194.922,0.260,12.130,119.921,10.950,0.750,70.871,4.960,29.951,0.770,23.051,143.211,21.151,6.580,92.491
105,2,0,214.272,246.573,129.771,4.870,14.711,80.961,7.280,119.591,0.250,10.040,116.802,9.050,0.800,23.171,23.070,0.710,0.830,22.140,73.491,20.110,6.560,92.501
106,2,0,250.333,282.364,165.413,4.890,14.241,46.640,6.350,191.233,0.260,12.591,116.951,9.881,0.740,71.861,4.920,32.461,0.730,23.350,142.622,21.420,6.690,92.501
107,2,0,217.003,248.973,130.912,4.850,14.440,82.971,6.990,120.962,0.270,10.641,118.061,9.380,0.730,22.450,23.780,0.680,0.830,22.261,74.081,20.261,6.440,92.491
108,2,0,244.673,276.013,162.211,4.860,13.870,46.411,6.220,186.142,0.260,12.090,113.802,9.330,0.760,70.821,4.970,31.230,0.750,22.840,138.502,20.940,6.391,92.541
109,2,0,217.772,249.474,131.652,4.850,14.431,81.621,7.320,122.731,0.280,9.950,117.822,9.490,0.770,24.690,21.090,0.710,0.820,23.850,73.851,21.780,6.250,92.481
110,2,0,250.923,282.474,164.963,4.860,13.910,46.410,6.460,192.273,0.270,11.640,117.511,9.450,0.750,71.321,5.020,31.331,0.800,25.191,142.102,23.271,6.610,92.491
111,2,0,217.713,249.833,133.271,4.860,14.490,85.321,7.140,119.011,0.240,10.190,116.562,9.380,0.820,24.111,23.790,0.700,0.840,21.280,71.311,19.350,6.200,92.511
112,2,0,317.064,348.854,185.642,4.840,14.230,84.661,7.071,219.292,0.250,10.441,163.212,13.530,0.760,21.480,26.680,0.730,0.850,70.521,119.351,68.741,6.870,92.511
113,2,0,250.383,282.154,166.353,4.870,14.271,45.800,6.330,192.403,0.260,12.121,115.801,10.291,0.770,72.310,4.970,33.001,0.770,24.640,141.962,22.950,6.530,92.491
114,2,0,268.794,300.804,183.113,4.870,14.220,83.051,7.281,172.222,0.490,10.281,117.691,12.271,0.750,21.470,25.430,0.700,0.850,70.391,73.510,68.571,8.350,92.501
115,2,0,212.533,244.053,130.422,4.870,14.220,80.261,7.190,118.802,0.250,10.170,113.631,9.930,0.740,21.480,24.611,0.710,0.820,21.730,71.111,20.000,6.660,92.512
116,2,0,266.823,298.263,182.821,4.880,13.910,81.851,7.210,171.462,0.250,10.940,115.442,12.360,0.750,23.490,22.540,0.670,0.800,70.551,72.321,68.841,6.640,92.502
117,2,0,219.233,251.053,132.552,4.870,14.500,81.271,7.140,124.572,0.250,9.840,118.501,9.440,0.780,23.910,23.541,0.690,0.790,23.731,76.001,21.961,6.920,92.501
118,2,0,264.424,295.764,180.493,4.830,14.180,80.621,7.540,170.092,0.250,9.871,115.271,12.160,0.800,22.430,22.960,0.700,0.820,70.291,71.681,68.571,9.560,92.491
119,2,0,211.533,243.113,128.671,4.850,14.240,81.682,7.000,116.671,0.250,11.720,114.442,9.340,0.740,21.381,22.920,0.690,1.240,21.400,70.561,19.600,6.920,92.511
120,2,0,264.774,296.564,183.013,4.850,14.380,81.311,7.190,170.263,0.250,10.211,113.551,12.160,0.760,23.410,23.500,0.730,0.820,70.721,71.161,68.871,6.680,92.491
121,2,0,216.863,248.763,131.912,4.860,14.100,81.591,7.320,121.982,0.250,9.641,116.851,9.380,0.750,23.060,24.140,0.700,0.820,22.901,73.841,21.171,6.540,92.511
122,2,0,265.263,296.904,182.692,4.840,14.070,79.791,7.250,171.972,0.240,9.880,114.212,12.410,0.730,22.950,23.120,0.710,0.830,71.701,72.031,69.961,6.420,92.501
123,2,0,302.924,335.034,217.222,4.840,14.300,47.111,6.490,243.403,0.270,12.030,117.812,13.620,0.900,72.581,5.050,32.280,0.740,70.731,143.202,68.911,7.110,92.511
124,2,0,318.054,349.315,133.032,4.860,13.911,81.671,7.200,222.943,0.260,9.880,216.283,10.420,0.760,21.230,25.880,0.700,0.870,22.950,173.422,21.000,6.310,92.501
125,2,0,302.154,333.604,215.702,4.850,14.150,46.091,6.290,244.003,0.240,12.140,117.902,11.650,0.730,71.541,5.050,32.140,0.750,70.821,143.492,68.981,6.570,92.521
126,2,0,270.744,302.844,137.202,4.860,14.640,83.661,7.150,173.782,0.270,10.100,165.642,9.880,0.820,22.541,24.980,0.750,0.790,26.551,121.551,24.761,6.750,138.772
127,2,0,298.004,329.944,214.202,4.850,14.400,45.831,6.370,239.663,0.250,12.040,115.742,11.700,0.800,71.731,4.880,31.780,0.720,71.121,140.782,69.331,6.730,92.501
128,2,0,372.045,405.385,187.982,4.850,15.890,85.371,7.660,272.564,0.280,9.950,217.403,12.130,0.770,25.480,24.960,0.720,0.820,70.871,172.042,69.121,6.450,92.501
129,2,0,298.484,330.575,213.674,4.830,14.590,45.860,6.440,240.284,0.280,12.080,116.901,11.830,0.800,71.501,4.910,31.771,0.720,70.871,141.862,69.081,7.070,92.491
130,2,0,320.054,351.985,134.892,4.830,14.530,82.511,7.020,224.573,0.250,10.040,217.093,10.241,0.820,23.330,23.830,0.680,0.820,24.640,173.902,22.850,6.710,92.511
131,2,0,304.114,336.374,217.392,4.840,14.870,48.901,6.320,243.043,0.250,13.120,118.982,11.860,0.750,72.601,5.050,30.740,0.860,72.061,143.452,70.131,7.590,92.511
132,2,0,317.765,348.775,185.683,4.840,13.950,84.031,7.290,219.733,0.250,10.040,163.092,12.160,0.750,21.061,27.410,0.730,0.800,72.461,119.001,70.741,6.590,92.501
133,2,0,211.123,242.523,130.462,4.870,14.200,78.851,7.350,118.822,0.250,12.400,112.061,10.050,0.790,25.360,17.171,0.690,0.800,21.670,69.631,19.970,7.600,92.492
134,2,0,265.574,297.064,181.292,4.840,14.140,80.971,7.050,171.432,0.240,10.180,115.772,12.351,0.790,21.091,24.340,0.740,0.830,70.700,72.581,68.890,6.830,92.481
135,2,0,210.943,242.913,129.322,4.860,14.580,79.911,7.250,117.562,0.250,9.890,113.591,9.581,0.770,22.270,24.461,0.700,0.810,20.950,71.571,19.180,9.861,92.511
136,2,0,213.872,244.954,130.092,4.861,13.870,78.891,7.220,121.391,0.270,9.650,114.862,10.370,0.760,22.920,22.870,0.730,0.800,22.660,72.771,20.900,6.530,92.521
137,2,0,211.593,242.773,129.822,4.890,14.050,79.991,7.170,118.002,0.250,9.900,112.951,10.781,0.800,23.160,23.331,0.720,0.810,21.050,70.701,19.250,6.461,92.501
138,2,0,211.713,242.633,131.712,4.870,13.810,78.941,7.271,119.241,0.240,9.820,110.921,10.060,0.820,22.851,22.870,0.700,0.780,24.121,69.360,22.351,7.840,92.491
139,2,0,205.682,237.584,126.622,4.871,14.740,77.381,7.240,114.951,0.260,9.280,110.962,9.250,0.750,21.370,23.780,0.700,0.830,20.870,69.361,19.170,6.120,92.511
140,2,0,413.595,489.486,313.094,5.830,42.301,214.602,10.291,173.852,0.330,37.870,176.392,20.421,3.020,39.301,96.492,0.701,1.620,39.800,95.461,37.950,11.200,92.892
141,2,0,418.515,500.286,322.794,5.840,48.391,217.463,9.120,177.772,0.360,38.680,177.492,17.100,2.970,45.511,92.262,0.710,1.620,48.631,94.441,46.431,12.211,92.921
142,2,0,405.475,522.196,350.374,5.970,82.311,223.173,9.070,160.032,0.330,42.091,171.822,16.970,3.090,52.180,89.331,0.690,1.460,35.651,89.651,33.621,11.950,92.872
143,2,0,295.843,338.385,200.243,5.310,19.861,135.181,7.331,145.791,0.330,14.420,138.142,12.280,0.890,30.541,54.781,0.730,1.190,30.170,80.471,28.350,9.330,92.501
144,2,0,225.943,259.903,143.472,4.990,15.210,94.731,7.261,118.001,0.300,11.690,116.431,10.190,0.780,25.250,29.791,0.710,0.820,22.361,69.651,20.581,7.151,92.541
145,2,0,227.373,259.943,142.551,4.820,14.630,85.931,7.510,127.841,0.270,10.740,117.392,11.910,0.760,25.681,24.660,0.730,0.920,25.910,73.581,24.200,6.840,92.501
146,2,0,210.373,242.133,129.642,4.870,14.240,80.071,7.070,117.192,0.260,10.091,112.491,9.980,0.750,21.350,24.690,0.670,0.820,21.091,70.411,19.411,7.190,92.511
