idx,iterations,status,solve_time_us,total_call_us,opencl_overhead_us,input_pack_us,input_migrate_enq_us,kernel_enq_us,output_migrate_enq_us,wait_us,output_unpack_us,input_migrate_us,kernel_us,output_migrate_us,in_mig_submit_us,in_mig_sched_us,gap_in_to_kernel_us,kernel_submit_us,kernel_sched_us,gap_kernel_to_out_us,out_mig_submit_us,out_mig_sched_us,udp_recv_us,crc_us
8920,2,0,328.814,360.254,138.741,4.860,14.050,81.331,7.150,234.253,0.240,10.850,221.513,13.871,0.800,20.750,25.630,0.710,0.800,24.670,179.412,22.930,7.240,92.502
8921,3,0,274.824,306.294,133.912,4.870,14.170,79.771,7.220,181.623,0.240,9.331,172.382,8.910,0.760,23.520,23.820,0.710,0.850,23.470,130.962,21.650,6.860,92.521
8922,5,0,257.723,288.403,134.491,4.830,13.650,78.991,7.340,165.322,0.250,9.100,153.912,11.980,0.780,22.650,23.451,0.700,0.840,24.460,112.292,22.550,6.670,92.511
8923,3,0,233.702,277.364,148.232,4.860,26.181,81.981,7.190,138.051,0.260,11.220,129.132,10.410,0.770,27.710,21.590,0.790,0.810,25.210,86.331,23.210,8.700,92.531
8924,6,0,340.045,371.745,137.082,4.820,14.470,84.591,7.120,242.303,0.260,9.310,234.663,9.980,0.760,23.131,27.650,0.720,0.820,21.990,192.372,20.000,10.220,92.531
8925,5,0,342.314,374.045,218.333,4.860,14.381,47.170,6.400,283.024,0.270,13.861,155.712,11.741,0.840,71.140,4.940,32.441,0.730,71.490,181.343,69.720,6.940,92.521
8926,4,0,243.763,275.924,132.482,4.861,14.540,80.051,7.170,150.402,0.250,9.710,143.442,10.051,0.810,22.970,23.970,0.700,0.840,22.690,101.761,20.870,6.590,92.521
8927,5,0,445.195,476.496,224.413,4.840,14.120,45.431,6.360,387.744,0.250,12.520,252.083,11.730,0.790,73.431,4.960,35.250,0.740,79.141,280.353,77.311,6.890,92.521
8928,5,0,426.625,458.515,209.212,4.880,14.600,82.251,7.060,331.214,0.260,10.231,249.303,11.850,0.780,23.250,23.690,0.710,0.850,96.711,206.243,94.831,6.840,92.521
8929,5,0,443.295,474.785,226.822,4.840,14.210,45.031,6.300,386.104,0.260,12.090,247.963,11.770,0.780,72.241,4.980,33.790,0.730,82.261,275.243,80.341,6.911,92.521
8930,21,0,650.738,683.168,214.133,4.890,14.440,84.511,7.400,552.467,0.250,10.120,469.035,12.080,0.790,21.370,26.721,0.720,0.790,97.382,424.615,95.472,6.670,92.521
8931,50,1,1055.193,1086.883,227.073,4.890,14.380,45.880,6.411,997.162,0.260,12.120,859.810,11.740,0.750,73.511,4.900,34.081,0.720,81.281,887.231,79.401,6.480,92.491
8932,1,0,252.173,283.974,137.062,4.840,14.441,81.221,7.260,157.242,0.250,10.330,146.912,12.200,0.870,21.360,25.390,0.710,0.800,24.490,104.401,22.700,7.720,92.511
8933,2,0,294.593,326.504,166.753,4.860,14.281,45.550,6.490,236.643,0.270,11.830,159.751,9.820,0.760,72.371,4.911,32.831,0.700,24.601,185.813,22.810,26.080,92.501
8934,6,0,372.364,404.065,139.391,4.840,14.480,82.281,7.410,276.623,0.250,10.340,264.674,11.860,0.800,22.750,24.400,0.720,0.840,24.610,221.673,22.840,7.160,92.522
8935,5,0,353.974,387.435,137.322,4.860,15.790,103.421,7.580,236.742,0.250,12.361,250.113,9.860,0.910,24.960,22.490,0.730,0.800,23.680,187.082,21.750,8.540,92.491
8936,10,0,320.444,350.614,131.941,4.860,13.520,79.740,7.050,227.792,0.240,9.800,218.673,11.850,0.750,20.551,24.280,0.690,0.770,23.790,175.952,22.050,6.800,92.511
8937,7,0,323.414,354.814,127.201,4.860,14.450,80.561,7.210,229.573,0.260,9.720,227.613,8.831,0.790,21.530,23.930,0.730,0.830,20.880,183.772,19.120,6.780,92.502
8938,50,1,964.912,996.552,136.842,4.870,14.140,80.261,7.130,871.531,0.380,10.181,859.710,12.560,0.800,22.540,23.260,0.720,0.830,24.901,817.520,23.141,7.040,92.531
8939,1,0,316.194,347.604,128.782,4.870,14.450,78.081,7.300,224.803,0.280,9.800,218.822,8.920,0.780,25.540,19.891,0.730,0.810,22.571,177.332,20.841,6.990,92.501
8940,1,0,230.233,265.783,155.182,4.860,17.080,94.561,7.621,121.071,0.310,12.211,110.601,12.560,0.890,23.950,31.590,0.710,0.820,28.631,63.590,26.941,7.440,92.521
8941,1,0,203.612,235.123,134.942,4.870,14.301,80.701,7.060,109.571,0.270,12.250,100.181,9.720,0.810,25.141,19.810,0.720,0.850,23.071,58.290,21.351,9.560,92.521
8942,1,0,197.083,228.583,131.152,4.840,14.260,78.541,7.150,105.172,0.250,9.920,97.431,10.540,0.800,22.801,22.660,0.730,0.800,20.840,55.861,19.070,7.030,92.501
8943,1,0,311.664,343.734,187.622,4.870,14.630,140.812,7.660,156.592,0.250,10.331,156.112,14.040,0.780,21.740,24.060,0.720,0.790,74.661,51.831,72.931,7.700,92.501
8944,2,0,215.033,247.133,135.612,4.890,14.640,85.181,7.261,116.091,0.250,11.260,111.521,10.100,0.820,22.711,27.500,0.680,0.830,21.121,69.150,19.341,7.250,92.501
8945,1,0,286.314,317.434,219.303,4.880,14.030,45.271,6.290,228.783,0.250,12.200,98.131,12.030,0.760,75.901,4.980,37.110,0.740,71.511,128.501,69.781,7.230,92.531
8946,1,0,202.752,234.683,133.661,4.850,14.620,82.261,7.100,107.121,0.230,10.410,101.022,10.140,0.780,21.570,25.250,0.720,0.830,22.660,57.781,20.890,7.510,92.501
8947,1,0,299.724,331.244,230.372,4.860,14.170,43.861,20.510,229.373,0.260,11.670,100.872,11.551,0.800,88.281,4.900,50.390,0.700,71.470,130.632,69.670,7.540,92.531
8948,1,0,202.232,234.503,133.272,4.840,14.421,81.801,7.300,106.801,0.250,9.910,101.231,10.210,0.780,22.301,24.750,0.710,0.810,22.731,57.960,21.021,6.590,92.491
8949,1,0,287.074,320.124,218.843,4.850,15.950,45.081,6.270,229.953,0.260,11.810,101.281,11.560,0.780,76.741,4.980,36.300,0.760,70.911,130.761,69.131,6.640,92.491
8950,1,0,397.705,429.825,208.823,4.850,14.600,81.231,7.140,302.854,0.250,10.160,221.002,11.810,0.790,22.420,24.051,0.710,0.840,96.732,178.162,94.902,6.940,92.491
8951,1,0,370.505,401.825,168.452,4.900,13.980,46.281,6.470,311.924,0.240,12.490,233.373,10.101,0.790,73.501,4.980,34.330,0.700,23.530,260.863,21.660,6.670,92.531
8952,1,0,327.764,360.364,138.842,4.860,15.090,82.571,7.130,231.783,0.280,10.230,221.522,11.900,0.920,22.780,24.681,0.710,0.830,24.641,178.242,22.911,6.671,92.521
8953,1,0,354.985,386.615,168.842,4.870,14.310,45.771,6.450,296.824,0.250,13.300,217.773,10.010,0.810,74.341,5.020,36.310,0.740,23.280,247.203,21.560,7.030,92.521
8954,1,0,396.405,430.356,212.403,4.830,16.500,81.821,7.220,300.974,0.260,10.090,217.953,11.970,0.960,22.940,27.060,0.700,0.910,96.441,176.222,94.611,7.410,92.501
8955,1,0,328.524,360.694,138.392,4.860,14.680,86.151,7.160,228.863,0.250,13.000,222.302,10.300,0.760,24.870,22.741,0.710,0.860,23.551,178.092,21.781,7.970,92.511
8956,1,0,401.575,433.535,212.503,4.890,14.280,83.041,7.030,305.034,0.250,9.920,221.032,12.180,0.790,21.810,26.641,0.720,0.830,96.242,178.193,94.331,7.170,92.511
8957,1,0,318.014,350.465,132.872,4.880,14.830,80.081,7.130,224.743,0.260,10.100,217.593,11.210,0.800,22.350,24.330,0.690,0.810,21.690,175.732,19.960,6.490,92.501
8958,5,0,426.005,458.006,210.543,4.861,14.240,78.951,7.070,333.474,0.240,9.640,247.463,11.730,0.780,20.880,25.130,0.680,0.830,99.692,205.892,97.782,9.520,92.491
8959,4,0,290.173,321.893,132.680,4.850,14.540,81.701,6.960,195.222,0.240,9.570,189.213,9.620,0.780,24.280,22.760,0.710,0.820,23.520,145.642,21.740,7.170,92.511
8960,3,0,322.274,356.275,137.712,4.890,16.660,79.551,7.120,229.453,0.270,9.750,218.563,12.070,0.760,26.950,21.700,0.760,0.810,24.410,176.662,22.630,6.770,92.501
8961,1,0,196.422,228.743,129.492,4.840,14.780,79.841,7.090,103.301,0.240,10.120,99.251,9.060,0.800,21.400,24.680,0.690,0.800,21.091,57.211,19.260,8.440,92.511
8962,1,0,196.202,227.403,129.311,4.841,14.030,78.351,7.240,104.431,0.260,9.910,98.092,9.750,0.790,21.290,23.330,0.710,0.790,20.940,55.991,19.260,6.400,92.501
8963,1,0,289.363,321.654,218.213,4.881,14.860,46.800,6.371,229.822,0.290,13.590,103.441,11.500,0.760,73.521,4.900,34.031,0.730,70.951,130.812,69.141,6.820,92.521
8964,5,0,250.903,282.364,129.572,4.850,14.161,81.101,7.210,156.082,0.250,9.960,152.792,9.810,0.790,23.221,22.740,0.690,0.810,20.610,109.301,18.980,6.750,92.501
8965,3,0,308.674,342.154,222.332,4.870,15.720,46.431,6.430,250.123,0.270,13.000,119.822,11.680,0.740,75.021,5.040,34.880,0.750,73.841,147.952,71.881,7.340,92.501
8966,1,0,255.203,286.623,163.931,4.860,14.040,46.481,6.360,196.412,0.250,12.400,122.692,9.710,0.790,71.851,5.080,32.680,0.750,21.750,148.732,19.710,6.450,92.511
8967,1,0,308.894,353.575,234.024,4.861,14.840,45.250,6.210,251.544,0.250,12.050,119.551,11.710,0.870,73.531,4.840,34.331,0.700,74.021,147.292,72.061,6.960,92.501
8968,1,0,251.453,283.293,164.862,4.900,14.250,46.041,6.190,193.592,0.260,12.000,118.431,9.970,0.810,70.851,4.970,31.700,0.760,23.181,143.802,21.140,6.730,92.511
8969,1,0,303.344,335.314,215.652,4.880,14.730,45.771,6.290,245.223,0.250,12.070,119.662,11.891,0.890,71.631,5.020,32.210,0.740,71.770,145.512,69.660,7.350,92.511
8970,1,0,250.273,282.284,163.963,4.870,14.601,45.560,6.470,192.583,0.260,12.111,118.321,10.330,0.790,70.950,4.950,32.381,0.750,21.930,143.952,19.960,7.170,92.511
8971,2,0,303.053,335.104,215.873,4.840,14.751,46.930,6.270,243.773,0.260,11.880,119.231,11.550,0.810,71.271,5.001,30.130,0.761,73.161,143.022,71.171,6.900,92.501
8972,3,0,250.523,283.004,164.712,4.860,15.090,47.461,6.410,190.782,0.250,12.070,118.292,10.710,0.810,70.841,5.000,30.240,0.760,21.600,141.982,19.560,7.170,92.511
8973,3,0,258.793,290.563,164.382,4.850,14.430,46.680,6.530,199.872,0.470,11.990,126.181,10.060,0.770,70.941,5.020,30.961,0.740,23.401,150.231,21.611,7.170,92.522
8974,3,0,228.863,259.673,130.532,4.830,13.820,81.721,7.110,133.822,0.250,11.880,129.141,9.841,0.760,20.920,23.071,0.710,0.810,22.850,85.561,21.020,6.871,92.511
8975,1,0,235.353,266.613,165.981,4.870,14.140,44.521,6.460,178.322,0.240,11.640,100.632,10.310,0.780,73.621,4.930,35.050,0.760,22.810,128.832,21.060,9.140,92.491
8976,1,0,406.175,438.356,237.344,4.870,14.491,46.430,6.350,347.585,0.280,11.781,201.012,11.750,0.780,71.940,4.950,32.081,0.740,92.981,226.323,91.171,6.890,92.541
8977,1,0,383.854,416.125,196.602,4.850,14.901,80.471,7.240,289.493,0.240,12.310,219.523,11.800,0.840,22.961,22.440,0.740,0.810,83.091,177.882,81.261,7.130,92.491
8978,1,0,355.805,387.115,167.602,4.840,13.930,47.451,6.490,296.054,0.240,12.020,219.513,11.920,0.790,71.021,4.990,30.250,0.730,24.760,243.063,22.990,6.510,92.521
8979,1,0,302.834,335.184,188.422,4.850,14.660,82.871,7.010,206.703,0.250,9.910,146.762,11.781,0.770,23.190,24.861,0.690,0.810,72.410,103.742,70.640,7.061,103.671
8980,1,0,357.654,389.434,169.011,4.850,14.390,48.521,6.250,297.133,0.280,12.540,220.423,12.330,0.800,71.181,5.140,30.100,0.750,24.370,244.013,22.650,7.140,92.502
8981,1,0,299.384,331.294,183.972,4.850,14.480,82.211,7.111,203.782,0.290,11.680,147.322,11.620,0.760,21.871,23.890,0.700,0.840,71.601,104.101,69.851,6.990,92.511
8982,1,0,324.734,355.574,135.301,4.850,13.790,80.201,7.080,231.083,0.240,9.920,220.273,12.011,0.810,21.640,24.580,0.700,0.830,24.540,178.282,22.850,6.760,92.502
8983,1,0,247.703,278.933,133.942,4.890,14.130,80.061,7.180,154.262,0.270,9.580,144.991,10.910,0.820,22.530,24.531,0.710,0.860,22.091,103.591,20.301,9.180,92.491
8984,1,0,201.553,233.053,135.512,4.850,14.160,80.951,7.210,107.142,0.270,9.720,97.541,12.380,0.890,22.800,23.631,0.740,0.820,24.110,54.511,22.360,7.410,92.511
8985,1,0,201.633,233.703,135.002,4.860,14.640,82.311,7.200,105.872,0.270,10.541,98.701,9.100,0.850,22.710,25.250,0.720,0.800,24.420,56.291,22.780,6.430,92.521
8986,1,0,207.543,239.183,131.872,4.860,14.020,91.101,7.360,102.732,0.250,9.510,107.311,12.060,0.780,23.300,22.981,0.720,0.840,21.230,53.751,19.450,6.550,92.511
8987,1,0,195.953,227.693,131.782,4.870,14.190,78.791,7.110,103.972,0.270,10.011,95.911,9.370,0.750,21.410,24.450,0.760,0.790,23.790,54.651,22.040,6.670,92.491
8988,1,0,203.413,234.483,132.742,4.860,13.750,79.400,7.180,110.881,0.310,10.780,101.741,10.430,0.730,22.281,22.790,0.700,0.850,22.441,60.680,20.651,6.550,92.501
8989,1,0,194.393,226.343,128.922,4.820,14.530,76.581,7.080,104.702,0.270,9.450,97.421,9.330,0.830,23.400,22.191,0.730,0.820,22.050,57.471,20.290,7.060,92.521
8990,1,0,265.753,313.294,189.863,4.860,24.021,131.351,7.750,117.492,0.300,17.260,123.431,9.931,1.320,27.741,54.401,0.710,1.060,24.700,66.741,22.650,9.320,92.841
8991,1,0,232.863,268.893,154.231,4.960,16.390,102.642,7.310,116.801,0.240,14.280,114.662,9.660,0.790,27.311,31.100,0.730,0.950,25.440,65.711,23.670,6.650,92.531
8992,1,0,204.812,236.992,135.590,4.850,14.550,87.681,7.100,104.101,0.240,9.510,101.402,10.270,0.780,23.190,27.340,0.710,0.830,22.160,55.891,20.310,6.700,92.512
8993,1,0,200.052,231.903,134.032,4.840,14.330,81.091,7.190,105.741,0.240,11.030,97.871,9.540,0.740,22.680,23.141,0.710,0.810,24.470,55.451,22.700,6.430,92.511
8994,1,0,408.105,439.565,209.183,4.880,13.960,80.311,7.050,314.704,0.290,9.740,230.382,12.780,0.800,24.170,22.361,0.730,0.820,96.542,188.722,94.732,6.510,92.501
8995,1,0,417.625,450.165,225.942,4.840,14.790,62.591,6.540,342.094,0.260,12.190,224.223,11.510,0.800,72.901,5.010,16.320,0.760,80.031,233.683,78.261,7.390,92.511
8996,1,0,401.955,434.035,211.673,4.860,14.600,84.181,7.110,304.524,0.300,9.910,222.362,13.870,0.770,21.470,26.911,0.690,0.800,95.282,178.682,93.432,7.510,92.521
8997,1,0,406.405,438.035,216.812,4.880,14.310,45.611,6.210,348.404,0.270,11.750,221.223,11.881,0.800,73.721,4.970,33.801,0.740,71.500,248.493,69.700,8.390,92.512
8998,1,0,396.335,430.136,209.013,4.841,16.290,82.281,7.070,300.994,0.260,9.940,221.123,12.000,0.770,23.010,26.860,0.720,0.850,93.511,179.182,91.701,6.750,92.511
8999,1,0,353.724,385.734,165.821,4.890,14.450,45.731,6.380,295.643,0.270,11.760,219.913,9.850,0.820,72.841,5.020,33.180,0.730,23.330,246.263,21.560,7.491,92.511
9000,1,0,393.995,425.775,207.043,4.870,14.610,80.851,7.230,300.014,0.250,9.790,218.732,12.221,0.750,21.320,25.331,0.720,0.830,95.451,176.172,93.591,7.170,92.511
9001,1,0,316.634,348.335,130.172,4.870,14.200,80.131,7.190,222.903,0.260,9.780,218.163,9.160,0.790,21.770,25.100,0.700,0.840,21.810,176.142,20.040,6.740,92.501
9002,1,0,393.365,424.355,206.682,4.860,13.940,80.151,7.270,299.954,0.250,9.981,217.673,12.100,0.770,20.910,25.460,0.730,0.840,95.431,175.983,93.551,6.830,92.521
9003,1,0,320.823,352.644,132.941,4.860,14.581,80.501,7.250,226.842,0.250,11.570,219.703,9.580,0.790,23.261,22.300,0.720,0.820,23.470,177.842,21.700,9.730,92.501
9004,1,0,325.553,356.995,136.802,4.830,13.991,80.211,7.060,232.282,0.260,9.570,220.193,12.000,0.800,22.601,23.630,0.720,0.830,24.130,177.942,22.370,6.490,92.511
9005,1,0,204.322,236.633,133.502,4.850,14.751,83.281,7.300,106.971,0.240,10.460,103.131,8.930,0.750,23.031,26.190,0.730,0.820,21.781,60.300,20.031,7.220,92.541
9006,1,0,203.242,235.783,135.472,4.850,14.770,84.691,7.290,104.901,0.240,12.820,100.311,10.030,0.810,23.800,22.321,0.710,0.850,22.940,55.961,21.210,7.031,92.511
9007,1,0,288.383,320.563,222.302,4.850,14.550,45.190,6.400,231.042,0.520,12.220,98.261,11.560,0.770,77.001,4.980,38.581,0.740,73.111,129.881,71.431,6.710,92.522
9008,1,0,199.322,231.013,131.882,4.860,14.191,83.231,7.150,102.601,0.260,10.920,99.131,10.270,0.780,23.030,23.740,0.720,0.850,20.891,55.500,19.091,7.060,92.491
9009,1,0,287.923,319.423,217.942,4.880,14.260,45.230,6.551,230.552,0.270,11.980,101.481,11.470,0.780,75.241,5.000,36.681,0.760,71.081,131.401,69.271,6.540,92.512
9010,1,0,206.942,239.482,136.510,4.850,14.720,82.981,7.320,110.321,0.320,10.570,102.972,9.940,0.790,24.530,23.000,0.700,0.850,22.420,59.781,20.640,6.840,92.512
9011,1,0,309.374,340.844,221.722,4.840,14.090,47.161,6.510,249.933,0.310,12.570,119.122,13.180,0.770,74.811,4.910,34.880,0.740,73.331,147.142,71.291,6.650,92.511
9012,1,0,255.363,287.783,164.731,4.870,14.480,48.211,6.360,194.902,0.270,12.180,123.052,9.940,0.750,71.661,4.850,30.330,0.730,21.960,146.702,19.910,6.760,92.541
9013,1,0,307.724,339.804,219.702,4.850,14.530,45.781,6.300,249.953,0.250,12.310,120.102,12.060,0.780,72.321,5.020,33.330,0.740,74.021,147.042,71.851,6.550,92.521
9014,1,0,254.354,286.084,165.842,4.830,14.000,47.491,6.520,194.513,0.280,13.770,120.242,9.990,0.750,71.791,4.970,33.420,0.740,21.700,146.702,19.730,7.580,92.511
9015,1,0,254.923,286.994,169.082,4.850,14.640,45.711,6.450,196.962,0.250,13.450,117.912,10.300,0.780,71.091,4.930,33.120,0.730,23.930,144.392,21.920,6.620,92.521
9016,1,0,253.113,285.014,166.082,4.850,14.390,47.041,6.390,193.792,0.240,12.380,118.932,10.320,0.780,71.261,4.990,31.160,0.750,23.520,143.702,21.450,6.740,92.561
9017,1,0,253.623,285.783,167.801,4.860,14.630,46.441,6.260,195.192,0.260,12.090,117.982,10.330,0.790,71.451,5.160,31.560,0.860,23.570,143.312,21.580,6.340,92.521
9018,1,0,251.573,284.264,163.273,4.850,14.791,46.750,6.400,192.423,0.250,12.091,120.991,9.700,0.750,71.310,4.960,31.201,0.780,21.540,145.512,19.550,6.740,92.511
9019,1,0,321.814,354.004,166.232,4.860,14.630,46.191,6.440,263.283,0.260,11.720,187.772,10.170,0.770,71.221,5.020,31.500,0.720,24.501,212.542,22.381,6.730,102.642
9020,1,0,251.423,283.433,163.312,4.890,14.410,47.901,6.320,191.382,0.250,12.270,120.121,10.070,0.800,71.411,4.950,30.490,0.740,21.431,144.061,19.421,9.631,92.491
9021,1,0,255.613,287.354,185.542,4.830,14.360,82.291,7.260,159.982,0.260,11.360,101.812,11.981,0.780,22.390,23.050,0.710,0.860,73.720,57.651,72.000,8.410,92.491
9022,1,0,197.442,228.423,133.402,4.830,13.720,79.431,7.260,104.691,0.240,10.010,95.021,9.520,0.760,21.630,24.411,0.680,0.820,25.720,53.741,23.980,7.090,92.501
9023,1,0,193.842,225.643,128.641,4.881,14.640,78.131,7.190,102.451,0.270,10.260,97.002,9.180,0.810,21.410,23.500,0.730,0.830,21.770,55.481,20.000,6.690,102.951
9024,1,0,198.622,233.133,132.462,4.850,17.481,76.741,7.120,108.691,0.250,9.120,100.671,9.860,0.790,26.930,21.530,0.730,0.830,22.401,60.150,20.561,6.410,92.521
9025,4,0,243.583,274.883,133.632,4.840,14.300,78.781,7.200,151.662,0.260,9.670,141.251,9.100,0.780,23.590,22.431,0.700,0.830,24.101,99.991,22.351,6.250,92.521
9026,1,0,219.173,250.523,133.282,4.820,14.060,82.061,7.070,123.272,0.270,9.960,117.241,10.190,0.780,22.860,25.491,0.690,0.830,21.940,75.231,19.990,6.420,92.521
9027,2,0,296.424,328.684,212.923,4.870,14.770,46.221,6.460,237.723,0.310,12.250,115.761,11.690,0.770,70.591,4.990,30.530,0.760,69.951,139.361,68.181,7.290,92.511
9028,1,0,251.133,284.763,164.812,4.830,15.430,49.431,6.450,189.322,0.270,12.360,119.951,10.120,0.800,70.321,4.960,27.720,0.720,22.161,141.021,20.131,6.691,92.531
9029,1,0,299.884,332.084,213.912,4.850,14.790,46.101,6.360,241.523,0.290,13.790,118.172,11.570,0.770,69.641,5.090,31.550,0.730,70.541,143.352,68.541,7.020,92.511
9030,1,0,250.253,281.703,164.222,4.830,14.120,47.360,6.421,190.762,0.250,12.310,117.481,9.741,0.770,69.811,4.970,29.651,0.740,23.080,140.661,21.010,7.370,92.522
9031,1,0,297.864,332.694,214.732,4.850,17.080,48.791,6.370,236.383,0.260,11.960,117.962,11.611,0.770,70.821,5.120,26.280,0.720,70.850,137.502,68.810,7.180,92.511
9032,1,0,231.303,262.983,160.841,4.850,14.270,46.861,6.400,172.082,0.270,12.280,102.142,9.960,0.770,69.441,4.910,29.400,0.740,21.500,124.782,19.590,6.940,92.511
9033,1,0,380.444,413.265,193.632,4.870,14.921,83.301,7.140,283.953,0.230,10.210,219.633,11.920,0.780,24.011,23.170,0.700,0.820,80.411,174.912,78.671,7.220,92.521
9034,4,0,440.815,472.426,240.534,4.890,13.911,46.880,6.430,381.615,0.260,11.830,231.892,13.800,0.790,71.301,4.951,30.731,0.710,94.792,255.933,92.912,7.480,92.511
9035,1,0,380.145,423.045,205.233,4.870,14.830,82.301,7.190,284.304,0.270,10.080,217.812,11.550,0.790,22.220,25.621,0.700,0.820,81.811,174.682,80.001,7.561,92.511
9036,1,0,401.575,433.145,206.053,4.870,14.350,81.911,7.080,306.554,0.240,9.900,227.092,11.810,0.770,21.840,24.951,0.780,0.890,94.522,183.992,92.632,7.990,92.511
9037,3,0,381.375,413.495,194.152,4.830,14.820,82.721,7.231,285.283,0.270,10.290,219.343,11.950,0.830,21.791,26.110,0.700,0.940,80.761,176.163,78.941,9.400,92.521
9038,1,0,280.893,312.133,164.561,4.870,14.120,46.170,6.481,222.362,0.260,11.830,147.572,12.060,0.780,68.651,5.030,28.911,0.860,24.090,169.972,22.260,7.700,92.532
9039,1,0,299.423,331.084,184.602,4.860,14.501,82.261,7.410,203.212,0.250,9.710,146.482,12.170,0.760,23.461,25.650,0.690,0.820,70.501,103.791,68.821,7.100,92.501
9040,2,0,269.593,304.854,181.263,4.870,16.501,59.690,6.661,196.292,0.340,15.301,123.591,12.520,0.770,73.520,5.330,22.651,0.860,27.931,139.411,25.991,8.130,92.551
9041,1,0,304.584,337.514,189.983,4.880,15.380,85.561,6.960,205.893,0.300,11.460,147.531,12.430,0.750,23.730,26.311,0.740,0.840,72.821,104.301,71.081,7.541,92.511
9042,3,0,224.633,255.623,133.001,4.880,13.750,78.821,7.190,132.602,0.240,9.660,122.622,12.020,0.760,21.620,23.870,0.720,0.820,23.280,80.961,21.620,6.990,92.511
9043,2,0,311.944,344.164,184.873,4.850,14.760,80.921,7.010,217.753,0.230,10.540,159.291,13.211,0.740,22.400,24.481,0.710,0.800,70.711,117.132,69.010,6.851,92.511
9044,3,0,277.383,309.304,137.372,4.880,13.961,79.781,7.280,183.962,0.250,10.050,171.932,14.000,0.770,21.161,24.770,0.720,0.820,23.951,129.761,22.261,6.680,92.501
9045,1,0,246.103,278.203,130.572,4.860,14.630,79.731,6.990,153.162,0.240,10.140,147.631,9.210,0.790,24.130,21.821,0.700,0.830,22.661,105.571,20.761,6.721,92.501
9046,3,0,278.763,310.214,138.762,4.851,13.940,79.941,7.230,185.492,0.250,9.330,171.452,12.250,0.810,21.020,25.420,0.710,0.830,23.531,129.341,21.831,6.490,92.511
9047,1,0,271.143,303.894,156.222,4.890,14.640,82.711,7.150,174.762,0.320,10.650,147.672,22.710,0.900,24.040,24.691,0.690,0.800,24.250,105.432,22.470,7.160,92.521
9048,3,0,273.394,305.684,172.602,4.880,14.490,49.971,6.320,210.623,0.240,13.620,133.082,12.340,0.850,71.861,5.070,29.750,0.750,22.730,156.092,20.890,7.570,92.501
9049,1,0,251.373,283.123,183.832,4.840,14.460,82.051,6.980,156.162,0.250,9.820,99.291,11.970,0.790,23.660,23.521,0.720,0.840,71.711,55.931,69.991,6.620,92.511
9050,1,0,228.843,260.153,163.012,4.850,14.150,45.951,6.430,170.782,0.240,11.980,97.141,10.410,0.730,69.801,5.060,30.620,0.730,22.801,121.041,20.991,6.600,92.531
9051,1,0,258.923,291.693,186.242,4.860,14.870,81.541,7.380,163.562,0.650,9.730,105.451,12.280,0.770,23.200,24.851,0.740,0.820,71.511,62.461,69.751,6.460,92.531
9052,1,0,228.803,260.623,161.432,4.860,14.080,45.050,6.331,171.662,0.290,11.600,99.191,10.210,0.790,70.121,5.020,31.851,0.720,20.530,124.231,18.790,7.010,92.522
9053,4,0,340.724,372.865,184.542,4.891,14.910,81.461,7.200,245.823,0.250,10.110,188.323,12.000,0.780,22.330,24.390,0.690,0.820,73.051,144.662,71.291,7.450,92.501
9054,1,0,425.565,457.685,239.372,4.870,14.510,45.721,6.390,367.824,0.270,12.170,218.313,12.380,0.770,69.781,4.970,30.930,0.720,94.561,242.593,92.701,9.580,92.501
9055,1,0,382.384,414.775,194.072,4.880,15.101,82.301,7.470,286.233,0.240,9.840,220.703,12.110,0.750,21.831,25.910,0.700,0.810,79.051,176.952,77.311,7.900,92.491
9056,2,0,423.255,454.676,236.404,4.871,14.030,45.900,6.620,365.085,0.230,11.690,218.272,12.140,0.800,69.771,5.050,30.611,0.730,94.112,242.153,92.242,6.850,92.511
9057,1,0,307.384,341.344,190.303,4.890,16.110,85.621,7.240,207.823,0.540,10.540,151.041,13.590,0.810,24.410,25.321,0.720,0.870,71.341,106.281,69.591,6.911,92.531
9058,5,0,351.524,383.895,136.922,4.850,15.390,81.661,7.090,256.813,0.240,9.980,246.973,12.110,0.760,22.010,25.860,0.700,0.840,24.341,203.742,22.631,6.870,92.511
9059,4,0,382.184,413.655,182.652,4.840,14.381,80.901,7.000,288.023,0.260,10.260,231.003,11.900,0.770,24.300,22.860,0.710,0.780,70.561,189.092,68.851,7.140,92.531
9060,4,0,438.675,469.726,237.854,4.880,13.971,46.820,6.360,379.875,0.260,12.081,231.872,12.150,0.750,69.600,4.940,29.571,0.700,95.922,255.043,93.952,6.740,92.541
9061,1,0,368.774,401.074,184.991,4.840,14.820,81.031,7.250,274.123,0.250,9.840,216.083,11.950,0.750,23.750,23.280,0.730,0.860,70.341,173.282,68.491,7.020,92.532
9062,4,0,439.925,470.996,239.524,4.890,13.711,46.460,6.470,381.285,0.260,12.241,231.472,12.420,0.760,71.060,4.940,31.741,0.730,93.902,256.413,92.002,6.940,92.531
9063,1,0,370.814,403.595,185.312,4.870,14.810,83.931,7.080,273.683,0.260,10.050,218.283,12.000,0.760,21.840,25.820,0.710,0.840,71.751,173.502,70.001,7.000,92.501
9064,3,0,321.024,352.894,135.142,4.860,13.850,79.761,7.380,227.853,0.250,10.280,217.752,11.700,0.760,21.470,23.081,0.700,0.800,24.621,175.012,22.841,7.050,92.551
