idx,stamp_ns,status,status_api,iters,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp,pub_steer_rad,pub_accel_mps2,used_fallback
8205,1779174376125888385,0,0,2,69200,-2000928,22961,-66147,786407,39507,138712,58206,-1979072,0.2639771,-7.6329346,0
8206,1779174376129687360,0,0,1,55184,-2092112,22365,-65644,781303,38673,132456,44620,-2000928,0.2105103,-7.9807739,0
8207,1779174376134875079,0,0,1,64992,-1930416,21767,-67087,774776,38642,144424,58660,-2092112,0.2479248,-7.3639526,0
8208,1779174376139858846,0,0,1,60240,-1926496,22050,-70923,768129,37711,145223,47767,-1930416,0.2297974,-7.3489990,0
8209,1779174376144848823,0,0,2,75840,-1884432,22343,-74841,761483,37913,158960,64434,-1926496,0.2893066,-7.1885376,0
8210,1779174376149706533,0,0,1,67504,-1787088,21489,-74050,755193,37234,162715,54098,-1884432,0.2575073,-6.8171997,0
8211,1779174376154778755,0,0,2,81376,-1866496,21297,-76046,749377,37685,180507,71751,-1787088,0.3104248,-7.1201172,0
8212,1779174376159755322,0,0,2,79280,-1819616,21460,-79856,742849,37483,189857,66258,-1866496,0.3024292,-6.9412842,0
8213,1779174376164727313,0,0,2,92976,-1944016,22789,-88459,736796,38410,210603,85502,-1819616,0.3546753,-7.4158325,0
8214,1779174376169738571,0,0,1,89376,-1754464,22980,-92265,730684,38758,223413,81846,-1944016,0.3409424,-6.6927490,0
8215,1779174376174716066,0,0,1,102224,-1723808,21931,-91061,724394,39795,241813,95582,-1754464,0.3899536,-6.5758057,0
8216,1779174376179734428,0,0,1,96960,-1628192,20902,-89794,718281,40308,252551,92203,-1723808,0.3698730,-6.2110596,0
8217,1779174376184740757,0,0,1,102224,-1559488,21018,-93393,712347,41296,266359,102236,-1628192,0.3899536,-5.9489746,0
8218,1779174376189759344,0,0,2,102224,-1559152,23243,-102447,706354,42049,275325,102236,-1559488,0.3899536,-5.9476929,0
8219,1779174376194733831,0,0,2,102224,-1335280,22121,-101047,700241,42640,281396,102236,-1559152,0.3899536,-5.0936890,0
8220,1779174376199751009,0,0,2,102224,-1307184,22280,-104777,694723,43129,287248,102236,-1335280,0.3899536,-4.9865112,0
8221,1779174376204757178,0,0,1,102224,-1245280,22444,-108506,688907,43520,293208,102236,-1307184,0.3899536,-4.7503662,0
8222,1779174376209958914,0,0,1,102224,-1196128,23725,-116746,682201,43831,300936,102236,-1245280,0.3899536,-4.5628662,0
8223,1779174376214732330,0,0,1,102224,-1044672,21200,-109954,676682,44008,305313,102236,-1196128,0.3899536,-3.9851074,0
8224,1779174376219767910,0,0,3,102224,-954656,21304,-113717,670392,44137,312174,102236,-1044672,0.3899536,-3.6417236,0
8225,1779174376224690713,0,0,4,102224,-927440,21476,-117633,664161,44176,317291,102236,-954656,0.3899536,-3.5379028,0
8226,1779174376229741781,0,0,1,102224,-887168,20245,-116002,657930,44156,323033,102236,-927440,0.3899536,-3.3842773,0
8227,1779174376234737550,0,0,2,102224,-762640,19059,-114363,651818,44073,327982,102236,-887168,0.3899536,-2.9092407,0
8228,1779174376239758600,0,0,2,102224,-715808,19499,-118800,646299,43938,333309,102236,-762640,0.3899536,-2.7305908,0
8229,1779174376244693660,0,0,1,102224,-686624,19567,-122650,640483,43756,338376,102236,-715808,0.3899536,-2.6192627,0
8230,1779174376249687349,0,0,1,102224,-637232,19652,-126548,634727,43527,344528,102236,-686624,0.3899536,-2.4308472,0
8231,1779174376254809143,0,0,2,102224,-572240,19725,-130413,629921,43234,352028,102236,-637232,0.3899536,-2.1829224,0
8232,1779174376259761964,0,0,1,102224,-547888,18443,-128636,625114,42882,358884,102236,-572240,0.3899536,-2.0900269,0
8233,1779174376264698784,0,0,1,102224,-492544,17193,-126824,620900,42474,367096,102236,-547888,0.3899536,-1.8789062,0
8234,1779174376269878823,0,0,1,102224,-445168,15910,-124861,616865,41973,378785,102236,-492544,0.3899536,-1.6981812,0
8235,1779174376274701074,0,0,1,102224,-428464,15957,-128605,613186,41400,390835,102236,-445168,0.3899536,-1.6344604,0
8236,1779174376279692522,0,0,1,102224,-403568,14712,-126573,610219,40699,407019,102236,-428464,0.3899536,-1.5394897,0
8237,1779174376284740359,0,0,1,102224,-372272,14699,-130146,607252,39835,426046,102236,-403568,0.3899536,-1.4201050,0
8238,1779174376289751041,0,0,1,102224,-407360,16930,-143227,604047,38803,446991,102236,-372272,0.3899536,-1.5539551,0
8239,1779174376295036079,0,0,1,102224,-396576,16824,-146406,600131,37519,470202,102236,-407360,0.3899536,-1.5128174,0
8240,1779174376299948833,0,0,1,102224,-381680,15437,-143991,594908,36142,491478,102236,-396576,0.3899536,-1.4559937,0
8241,1779174376305207566,0,0,1,102224,-327648,15335,-146936,588381,34514,512581,102236,-381680,0.3899536,-1.2498779,0
8242,1779174376310086205,0,0,1,102224,-272272,13973,-144357,582387,32881,528694,102236,-327648,0.3899536,-1.0386353,0
8243,1779174376315688004,0,0,1,102224,-195360,12447,-141320,576572,30937,542084,102236,-272272,0.3899536,-0.7452393,0
8244,1779174376319883936,0,0,1,102224,-164192,12599,-144575,572536,29471,547836,102236,-195360,0.3899536,-0.6263428,0
8245,1779174376324967743,0,0,1,102224,-115600,11220,-141766,567967,27748,552459,102236,-164192,0.3899536,-0.4409790,0
8246,1779174376329241281,0,0,1,102224,-62208,10087,-139404,563338,26373,552681,102236,-115600,0.3899536,-0.2373047,0
8247,1779174376334398278,0,0,1,102224,-35696,9947,-142004,559778,24827,552714,102236,-62208,0.3899536,-0.1361694,0
8248,1779174376339763098,0,0,1,102224,-38080,12066,-146613,557107,23347,551970,102236,-35696,0.3899536,-0.1452637,0
8249,1779174376344751058,0,0,1,102224,-36336,11993,-149305,554437,22095,550931,102236,-38080,0.3899536,-0.1386108,0
8250,1779174376349733706,0,0,1,102224,-39888,10606,-146556,553428,20946,551857,102236,-36336,0.3899536,-0.1521606,0
8251,1779174376354862092,0,0,1,102224,-64656,10464,-149030,553428,19832,555297,102236,-39888,0.3899536,-0.2466431,0
8252,1779174376359999024,0,0,1,102224,-68720,9028,-146152,553547,18749,560351,102236,-64656,0.3899536,-0.2621460,0
8253,1779174376364684337,0,0,1,102224,-73520,7738,-143503,553191,17777,565343,102236,-68720,0.3899536,-0.2804565,0
8254,1779174376369680937,0,0,1,102224,-67424,6387,-140653,551944,16755,570348,102236,-73520,0.3899536,-0.2572021,0
8255,1779174376374687075,0,0,1,102224,-90688,6222,-143050,550224,15754,574227,102236,-67424,0.3899536,-0.3459473,0
8256,1779174376379760225,0,0,1,102224,-57264,4858,-140124,547375,14785,576737,102236,-90688,0.3899536,-0.2184448,0
8257,1779174376384743545,0,0,1,102224,-17392,3555,-137246,542034,13911,577387,102236,-57264,0.3899536,-0.0663452,0
8258,1779174376389721712,0,0,1,102224,-5504,6949,-145598,537228,13127,576461,102236,-17392,0.3899536,-0.0209961,0
