unix_time_ns,solve_us,status,iterations,primal_residual,dual_residual,closest_wp,e_y,e_psi,vx,vy,omega,v_ref0,kappa0,left_wall0,right_wall0,cmd_steer,cmd_accel,cmd_speed,actual_steer,use_steering_feedback
1777377309651907723,41.8,0,1,8.958280e-02,1.810598e-02,1,0.0299,0.4435,0.0000,-0.0000,-0.0000,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5461,0.5000,-0.4189,1
1777377309682641124,36.4,0,1,8.935612e-02,1.495314e-02,1,0.0299,0.4435,0.0000,-0.0000,0.0003,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5560,0.5000,-0.4189,1
1777377309716821218,36.7,0,1,9.068561e-02,1.972747e-02,1,0.0299,0.4435,0.0000,-0.0000,-0.0012,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5429,0.5000,-0.4189,1
1777377309746822790,36.9,0,1,9.049481e-02,8.462191e-03,1,0.0299,0.4435,0.0000,-0.0000,-0.0013,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5372,0.5000,-0.4189,1
1777377309777321721,37.6,0,1,8.869809e-02,3.136611e-02,1,0.0299,0.4435,0.0000,-0.0000,0.0006,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5581,0.5000,-0.4189,1
1777377309811780767,38.4,0,1,8.943778e-02,6.491885e-03,1,0.0299,0.4435,0.0000,-0.0000,-0.0001,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5594,0.5000,-0.4189,1
1777377309847372838,38.1,0,1,8.969718e-02,4.927598e-03,1,0.0299,0.4435,0.0000,-0.0000,-0.0004,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5570,0.5000,-0.4189,1
1777377309882027537,36.8,0,1,8.918917e-02,9.011507e-03,1,0.0299,0.4435,0.0000,-0.0000,0.0000,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5630,0.5000,-0.4189,1
1777377309917320207,37.1,0,1,9.048295e-02,2.352691e-02,1,0.0299,0.4435,0.0000,-0.0000,-0.0015,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5473,0.5000,-0.4189,1
1777377309952346501,36.7,0,1,8.869028e-02,2.293253e-02,1,0.0299,0.4434,0.0000,-0.0000,0.0003,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5626,0.5000,-0.4189,1
1777377309982508494,36.0,0,1,8.954597e-02,6.356478e-03,1,0.0299,0.4434,0.0000,-0.0000,-0.0007,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5584,0.5000,-0.4189,1
1777377310017498179,37.5,0,1,9.034139e-02,2.285528e-02,1,0.0299,0.4434,0.0000,-0.0000,-0.0017,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5431,0.5000,-0.4189,1
1777377310051973225,36.5,0,1,8.850706e-02,2.348185e-02,1,0.0299,0.4434,0.0000,-0.0000,0.0001,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5588,0.5000,-0.4189,1
1777377310082618560,36.5,0,1,8.910155e-02,5.210102e-03,1,0.0299,0.4434,0.0000,-0.0000,-0.0006,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5580,0.5000,-0.4189,1
1777377310112790730,36.6,0,1,8.777791e-02,2.751231e-02,1,0.0299,0.4434,0.0000,-0.0000,0.0009,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5763,0.5000,-0.4189,1
1777377310146834915,36.7,0,1,8.732677e-02,2.752519e-02,1,0.0299,0.4434,0.0000,-0.0000,0.0016,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5947,0.5000,-0.4189,1
1777377310177260820,37.8,0,1,8.914512e-02,1.886344e-02,1,0.0299,0.4434,0.0000,-0.0000,-0.0003,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5821,0.5000,-0.4189,1
1777377310212008002,37.9,0,1,8.886188e-02,2.959013e-03,1,0.0299,0.4434,0.0000,-0.0000,-0.0001,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5801,0.5000,-0.4189,1
1777377310247327040,37.6,0,1,8.755320e-02,2.617478e-02,1,0.0299,0.4435,0.0000,-0.0000,0.0013,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5976,0.5000,-0.4189,1
1777377310282061262,36.6,0,1,9.013093e-02,3.971958e-02,1,0.0299,0.4435,0.0000,-0.0000,-0.0016,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5711,0.5000,-0.4189,1
1777377310312181398,37.2,0,1,8.905417e-02,8.515120e-03,1,0.0299,0.4435,0.0000,-0.0000,-0.0007,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5695,0.5000,-0.4189,1
1777377310347203180,36.3,0,1,8.841282e-02,7.877111e-03,1,0.0299,0.4434,0.0000,-0.0000,-0.0002,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5748,0.5000,-0.4189,1
1777377310377270226,35.9,0,1,8.907324e-02,1.271582e-02,1,0.0299,0.4434,0.0000,-0.0000,-0.0011,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5663,0.5000,-0.4189,1
1777377310407472188,37.5,0,1,8.736390e-02,2.670908e-02,1,0.0299,0.4434,0.0000,-0.0000,0.0006,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5841,0.5000,-0.4189,1
1777377310441963043,36.3,0,1,8.846068e-02,9.143114e-03,1,0.0299,0.4434,0.0000,-0.0000,-0.0006,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5780,0.5000,-0.4189,1
1777377310476957784,37.8,0,1,9.009355e-02,4.095054e-02,1,0.0299,0.4434,0.0000,-0.0000,-0.0028,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5507,0.5000,-0.4189,1
1777377310511988014,37.9,0,1,8.827180e-02,1.057506e-02,1,0.0299,0.4434,0.0000,-0.0000,-0.0009,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5574,0.5000,-0.4189,1
1777377310547227978,37.5,0,1,8.650899e-02,3.980398e-02,1,0.0299,0.4434,0.0000,-0.0000,0.0009,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5840,0.5000,-0.4189,1
1777377310582133821,36.8,0,1,8.772135e-02,7.249363e-03,1,0.0299,0.4434,0.0000,-0.0000,-0.0002,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5820,0.5000,-0.4189,1
1777377310617507197,44.8,0,1,8.654118e-02,2.576494e-02,1,0.0299,0.4434,0.0000,-0.0000,0.0011,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5992,0.5000,-0.4189,1
1777377310652022980,43.6,0,1,8.949018e-02,4.694223e-02,1,0.0299,0.4434,0.0000,-0.0000,-0.0021,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5679,0.5000,-0.4189,1
1777377310682576920,37.6,0,1,8.611977e-02,4.420209e-02,1,0.0299,0.4434,0.0000,-0.0000,0.0014,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5974,0.5000,-0.4189,1
1777377310717069215,107.0,0,1,8.901876e-02,3.723907e-02,1,0.0299,0.4434,0.0000,-0.0000,-0.0017,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5725,0.5000,-0.4189,1
1777377310747379084,166.7,0,1,8.802021e-02,5.553246e-03,1,0.0299,0.4434,0.0000,-0.0000,-0.0009,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5712,0.5000,-0.4189,1
1777377310782102105,112.2,0,1,8.740264e-02,8.805513e-03,1,0.0299,0.4433,0.0000,-0.0000,-0.0004,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5771,0.5000,-0.4189,1
1777377310817013836,37.9,0,1,8.659321e-02,2.040410e-02,1,0.0299,0.4433,0.0000,-0.0000,0.0005,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5907,0.5000,-0.4189,1
1777377310847275192,37.0,0,1,8.827525e-02,2.436376e-02,1,0.0299,0.4433,0.0000,-0.0000,-0.0014,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5744,0.5000,-0.4189,1
1777377310881891746,36.8,0,1,8.555669e-02,4.336882e-02,1,0.0299,0.4433,0.0000,-0.0000,0.0015,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.6034,0.5000,-0.4189,1
1777377310911906983,35.3,0,1,8.828598e-02,3.234601e-02,1,0.0299,0.4433,0.0000,-0.0000,-0.0014,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5818,0.5000,-0.4189,1
1777377310942126130,36.7,0,1,8.722925e-02,3.565550e-03,1,0.0299,0.4433,0.0000,-0.0000,-0.0004,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5842,0.5000,-0.4189,1
1777377310977285996,37.0,0,1,8.683926e-02,8.688927e-03,1,0.0299,0.4433,0.0000,-0.0000,-0.0000,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5900,0.5000,-0.4189,1
1777377311012231487,35.9,0,1,8.669877e-02,7.267714e-03,1,0.0299,0.4433,0.0000,-0.0000,0.0001,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5948,0.5000,-0.4189,1
1777377311047423706,38.0,0,1,8.757949e-02,1.482797e-02,1,0.0299,0.4433,0.0000,-0.0000,-0.0009,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5849,0.5000,-0.4189,1
1777377311082114022,40.0,0,1,8.685285e-02,5.460978e-03,1,0.0299,0.4433,0.0000,-0.0000,-0.0003,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5886,0.5000,-0.4189,1
1777377311112592888,38.1,0,1,8.725059e-02,7.167578e-03,1,0.0299,0.4433,0.0000,-0.0000,-0.0008,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5838,0.5000,-0.4189,1
1777377311147596590,37.3,0,1,8.716935e-02,4.612684e-03,1,0.0299,0.4433,0.0000,-0.0000,-0.0009,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5807,0.5000,-0.4189,1
1777377311182123701,37.0,0,1,8.693033e-02,3.632784e-03,1,0.0299,0.4433,0.0000,-0.0000,-0.0008,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5807,0.5000,-0.4189,1
1777377311212192188,35.3,0,1,8.808011e-02,2.824974e-02,1,0.0299,0.4433,0.0000,-0.0000,-0.0022,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5619,0.5000,-0.4189,1
1777377311247402455,38.0,0,1,8.489519e-02,4.820967e-02,1,0.0299,0.4433,0.0000,-0.0000,0.0011,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5940,0.5000,-0.4189,1
1777377311277920298,37.4,0,1,8.718616e-02,2.192187e-02,1,0.0299,0.4432,0.0000,-0.0000,-0.0013,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5794,0.5000,-0.4189,1
1777377311312032326,37.7,0,1,8.663285e-02,1.965545e-03,1,0.0299,0.4432,0.0000,-0.0000,-0.0008,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5785,0.5000,-0.4189,1
1777377311342234224,35.8,0,1,8.614564e-02,8.685350e-03,1,0.0299,0.4432,0.0000,-0.0000,-0.0004,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5843,0.5000,-0.4189,1
1777377311377396682,37.8,0,1,8.499354e-02,2.915096e-02,1,0.0299,0.4432,0.0000,-0.0000,0.0010,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.6037,0.5000,-0.4189,1
1777377311407503409,37.4,0,1,8.532053e-02,1.250768e-02,1,0.0299,0.4432,0.0000,-0.0000,0.0009,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.6120,0.5000,-0.4189,1
1777377311441982775,36.8,0,1,8.701897e-02,2.618265e-02,1,0.0299,0.4433,0.0000,-0.0000,-0.0010,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5946,0.5000,-0.4189,1
1777377311472091487,37.6,0,1,8.547825e-02,1.855874e-02,1,0.0299,0.4433,0.0000,-0.0000,0.0006,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.6069,0.5000,-0.4189,1
1777377311507419645,37.6,0,1,8.778751e-02,4.001856e-02,1,0.0299,0.4432,0.0000,-0.0000,-0.0020,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5803,0.5000,-0.4189,1
1777377311537435746,37.5,0,1,8.703279e-02,1.070094e-02,1,0.0299,0.4432,0.0000,-0.0000,-0.0016,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5731,0.5000,-0.4189,1
1777377311567539946,36.4,0,1,8.534253e-02,2.526355e-02,1,0.0299,0.4432,0.0000,-0.0000,0.0001,3.2777,-0.1975,0.5900,1.1281,-0.4189,-4.5900,0.5000,-0.4189,1
