unix_time_ns,solve_us,status,iterations,primal_residual,dual_residual,closest_wp,e_y,e_psi,vx,vy,omega,v_ref0,kappa0,left_wall0,right_wall0,cmd_steer,cmd_accel,actual_steer,use_steering_feedback
1777392007140712806,1044.444,1,100,0.412710071,0.055032492,0,-0.074785,-0.385675,0.000000,0.000000,-0.001625,1.995208,-0.300139,0.910000,1.020000,0.085470,7.063200,0.000,1
1777392007142240048,1337.509,1,100,0.352943301,0.097789764,0,-0.074785,-0.385674,0.000000,0.000000,-0.001625,1.995208,-0.300139,0.910000,1.020000,0.085470,7.063200,0.000,1
1777392007143510003,1063.613,1,100,0.304983616,0.074325800,0,-0.074785,-0.385669,0.000000,0.000000,-0.001659,1.995208,-0.300139,0.910000,1.020000,0.085470,7.063200,0.085,1
1777392007144589456,1027.100,1,100,0.270744205,0.054677010,0,-0.074785,-0.385662,0.000000,0.000000,-0.001659,1.995208,-0.300139,0.910000,1.020000,0.170940,7.063200,0.085,1
1777392007145825234,1114.879,1,100,0.262601018,0.058167458,0,-0.074785,-0.385655,0.000000,0.000000,-0.001659,1.995683,-0.300139,0.910000,1.020000,0.170940,7.063200,0.085,1
1777392007146992913,1088.701,1,100,0.237922251,0.045214176,0,-0.074785,-0.385653,0.000000,0.000000,-0.001594,1.995683,-0.300139,0.910000,1.020000,0.170940,7.063200,0.171,1
1777392007148091215,1044.732,1,100,0.219974875,0.040034294,0,-0.074785,-0.385643,0.000000,0.000000,-0.001594,1.995683,-0.300139,0.910000,1.020000,0.256410,7.063200,0.171,1
1777392007149188301,1050.556,1,100,0.201512158,0.034921646,0,-0.074785,-0.385643,0.000000,0.000000,-0.001594,1.995683,-0.300139,0.910000,1.020000,0.256410,7.063200,0.171,1
1777392007150271115,1034.588,1,100,0.185302913,0.030487061,0,-0.074785,-0.385647,0.000000,0.000000,-0.001594,1.995683,-0.300139,0.910000,1.020000,0.256410,7.063200,0.256,1
1777392007151538861,1131.775,1,100,0.234933794,0.039186001,0,-0.074785,-0.385655,0.000000,0.000000,-0.001594,1.996153,-0.300139,0.910000,1.020000,0.341880,7.063200,0.256,1
1777392007152647084,1033.821,1,100,0.217598796,0.032413960,0,-0.074785,-0.385653,0.000000,0.000000,-0.001454,1.996153,-0.300139,0.910000,1.020000,0.341880,7.063200,0.256,1
1777392007153776618,1054.748,1,100,0.202730596,0.027893543,0,-0.074785,-0.385664,0.000000,0.000000,-0.001454,1.996153,-0.300139,0.910000,1.020000,0.341880,7.063200,0.342,1
1777392007154864680,1039.036,1,100,0.202997625,0.035960197,0,-0.074785,-0.385669,0.000000,0.000000,-0.001454,1.996153,-0.300139,0.910000,1.020000,0.418900,7.063200,0.342,1
1777392007156113034,1126.239,1,100,0.188356102,0.027096748,0,-0.074785,-0.385677,0.000000,0.000000,-0.001454,1.996625,-0.300139,0.910000,1.020000,0.418900,7.063200,0.342,1
1777392007157212456,1028.540,1,100,0.179000258,0.022690773,0,-0.074785,-0.385682,0.000000,0.000000,-0.000951,1.996625,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007161849574,1008.731,1,100,0.244373262,0.037204742,0,-0.074785,-0.385686,0.000000,0.000000,-0.000823,1.997097,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007167016147,1049.469,1,100,0.228078187,0.030058622,0,-0.074785,-0.385689,0.000000,0.000000,-0.000644,1.997570,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007168107153,1029.148,1,100,0.213306665,0.028529406,0,-0.074785,-0.385684,0.000000,0.000000,-0.000644,1.997570,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007171860055,1015.292,1,100,0.199785590,0.025337219,0,-0.074785,-0.385688,0.000000,0.000000,-0.000745,1.998043,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007176889696,1014.652,1,100,0.188453138,0.022813797,0,-0.074785,-0.385703,0.000000,0.000000,-0.003076,1.998514,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007181959626,1014.011,1,100,0.179463923,0.021029949,0,-0.074785,-0.385731,0.000000,0.000000,-0.005666,1.998990,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007187056853,1091.486,1,100,0.165784717,0.026029587,0,-0.074785,-0.385755,0.000000,0.000000,-0.004692,1.999460,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007192391655,1477.097,1,100,0.151936889,0.023353100,0,-0.074785,-0.385754,0.000000,0.000000,0.000211,1.999933,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007192996759,74.466,0,6,0.151240051,0.023167133,0,-0.074785,-0.385754,0.000000,0.000000,0.000211,1.999933,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007195907110,45.665,0,3,0.148568630,0.375263214,0,-0.074785,-0.385714,0.000000,0.000000,0.008094,2.000406,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007200950320,56.386,0,4,0.148458421,0.618415833,0,-0.074785,-0.385624,0.000000,0.000000,0.017963,2.000877,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007206635723,57.346,0,4,0.148200989,0.748580933,0,-0.074785,-0.385481,0.000000,0.000000,0.028485,2.001349,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007211016834,57.025,0,4,0.148011386,0.790987015,0,-0.074785,-0.385284,0.000000,0.000000,0.038973,2.001822,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007215928104,56.642,0,4,0.147876263,0.852850914,0,-0.074785,-0.385033,0.000000,0.000000,0.050700,2.002294,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007218292328,27.392,0,1,0.148649931,0.749968529,0,-0.074780,-0.385008,0.000000,0.000000,0.050700,2.002294,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007220844814,56.194,0,4,0.147402048,0.869719505,0,-0.074780,-0.384702,0.000000,0.000000,0.062379,2.002767,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007225865591,91.363,0,4,0.148361027,1.059844494,0,-0.074780,-0.384309,0.000000,0.000000,0.078428,2.003238,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007230903040,55.649,0,4,0.142630935,1.157508373,0,-0.074780,-0.383830,0.000000,0.000000,0.094630,2.003711,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007236811649,1015.292,1,100,0.185707182,0.021455526,0,-0.074780,-0.383274,0.000000,0.000000,0.111772,2.004183,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007241769192,1014.203,1,100,0.225824431,0.024229288,0,-0.074780,-0.382644,0.000000,0.000000,0.126339,2.004655,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007243960420,1037.340,1,100,0.204416946,0.021249533,0,-0.074751,-0.382471,0.000000,0.000000,0.126339,2.004655,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007246850355,1027.644,1,100,0.212643996,0.081983328,0,-0.074751,-0.381793,0.000000,0.000000,0.135306,2.005128,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007251867835,1029.052,1,100,0.181901097,0.067427158,0,-0.074751,-0.381107,0.000000,0.000000,0.137127,2.005600,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007256498138,628.754,0,60,0.150991797,0.053362370,0,-0.074751,-0.380429,0.000000,0.000000,0.133466,2.006072,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007260930642,44.961,0,3,0.124151587,0.393696785,0,-0.074751,-0.379804,0.000000,0.000000,0.125594,2.006545,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007265936507,47.138,0,3,0.099137783,0.524065018,0,-0.074751,-0.379220,0.000000,0.000000,0.117066,2.007017,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007271023461,37.569,0,2,0.087972522,0.371930122,0,-0.074751,-0.378644,0.000000,0.000000,0.114111,2.007490,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007272975387,27.393,0,1,0.085739374,0.254834175,0,-0.074707,-0.378188,0.000000,0.000000,0.114111,2.007490,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007275860681,36.417,0,2,0.130724430,0.316563606,0,-0.074707,-0.377616,0.000000,0.000000,0.117466,2.007963,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007280915283,37.409,0,2,0.145167351,0.485401154,0,-0.074707,-0.377003,0.000000,0.000000,0.121186,2.008435,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007285919963,47.809,0,3,0.134098977,0.475682259,0,-0.074707,-0.376369,0.000000,0.000000,0.126822,2.008905,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007291331279,404.747,0,39,0.151130497,0.055340767,0,-0.074707,-0.375697,0.000000,0.000000,0.134271,2.009379,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007292884345,26.081,0,1,0.151325285,0.069748878,0,-0.074648,-0.375538,0.000000,0.000000,0.134271,2.009379,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007296789348,841.751,0,83,0.151129246,0.047495842,0,-0.074648,-0.374820,0.000000,0.000000,0.142391,2.009852,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007301944528,1012.444,1,100,0.174598202,0.063697815,0,-0.074906,-0.373900,0.151218,0.003949,0.184044,2.010325,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007307603210,1010.683,0,100,0.151047379,0.046517372,0,-0.075179,-0.372899,0.160725,0.004733,0.198848,2.010798,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007311300591,179.589,0,16,0.151156604,0.036183357,0,-0.075464,-0.371838,0.169101,0.005066,0.211443,2.011278,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007316120562,101.122,0,8,0.151261955,0.279122472,0,-0.075761,-0.370633,0.177703,0.005332,0.222644,2.011743,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007318719097,274.407,0,22,0.150981069,0.042846680,0,-0.075556,-0.368597,0.177703,0.005332,0.222644,2.011743,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007321192029,88.931,0,7,0.151128173,0.038964272,0,-0.075865,-0.367286,0.184947,0.005613,0.231263,2.012215,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007326114275,117.572,0,10,0.151003242,0.029422760,0,-0.076170,-0.365955,0.190154,0.005646,0.238136,2.012687,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007331140172,29.953,0,1,0.150516868,0.634431839,0,-0.076499,-0.364500,0.197624,0.006061,0.250128,2.013159,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007336038929,29.025,0,1,0.147678703,1.046633720,0,-0.076835,-0.362963,0.203963,0.006284,0.266889,2.013632,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007341070970,29.089,0,1,0.137565106,0.946735382,0,-0.077179,-0.361315,0.210754,0.006487,0.289173,2.014104,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007346071107,28.513,0,1,0.141235828,1.262331963,0,-0.077529,-0.359525,0.216866,0.006640,0.319351,2.014576,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007351026314,39.297,0,2,0.086105615,1.092063904,0,-0.077917,-0.357538,0.238145,0.007354,0.349365,2.015049,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007353032288,27.873,0,1,0.082088053,1.036610126,0,-0.077450,-0.359036,0.238145,0.007354,0.349365,2.015049,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007355965648,43.745,0,2,0.053533942,1.361929893,0,-0.077868,-0.356897,0.260782,0.008077,0.381011,2.015521,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007361063899,37.185,0,2,0.065606058,1.748014927,0,-0.078344,-0.354527,0.296097,0.009383,0.414588,2.015994,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007366092740,28.097,0,1,0.123791218,1.878546238,0,-0.078825,-0.352012,0.303114,0.009838,0.444984,2.016466,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007371102285,27.457,0,1,0.081053376,2.002624512,0,-0.079415,-0.343430,0.328468,0.010730,0.478200,2.029303,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007373105027,26.912,0,1,0.130543709,1.508488655,0,-0.078197,-0.341316,0.328468,0.010730,0.478200,2.029303,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007376157398,37.921,0,2,0.087238967,1.544790745,0,-0.078713,-0.338719,0.341145,0.011319,0.519265,2.029777,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007381248705,37.217,0,2,0.123804688,1.646288395,0,-0.079254,-0.335897,0.358349,0.012044,0.559022,2.030253,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007386095397,36.865,0,2,0.151880503,1.729339600,0,-0.079827,-0.332963,0.391400,0.013102,0.594365,2.030728,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007391426583,335.722,0,32,0.151184678,0.116786957,0,-0.080426,-0.329857,0.409057,0.014083,0.621004,2.031203,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007396367869,295.144,0,28,0.151188791,0.058430672,0,-0.081055,-0.326625,0.435090,0.015266,0.646213,2.031678,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007401590508,276.968,0,25,0.151268542,0.030934811,0,-0.081743,-0.323146,0.471763,0.017186,0.679037,2.032151,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007403054067,28.896,0,1,0.143116832,0.361982346,0,-0.079395,-0.322624,0.471763,0.017186,0.679037,2.032151,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007406653301,39.137,0,2,0.147946596,0.144201279,0,-0.080082,-0.319065,0.491457,0.018339,0.713047,2.032629,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007411232882,127.011,0,10,0.143626392,0.560009480,0,-0.080794,-0.315380,0.520207,0.019736,0.743065,2.033105,-0.292353,0.900000,1.020000,0.418900,-7.063200,0.419,1
1777392007415997780,49.057,0,3,0.127993047,0.222988129,0,-0.081514,-0.311626,0.539675,0.020919,0.763684,2.033580,-0.292353,0.900000,1.020000,0.418900,-7.063200,0.419,1
1777392007421170689,48.225,0,3,0.133732259,0.178374052,0,-0.082215,-0.307673,0.514321,0.020785,0.772446,2.034055,-0.292353,0.900000,1.020000,0.418900,-7.063200,0.419,1
1777392007422987635,35.777,0,2,0.116998911,0.274886370,0,-0.080864,-0.304124,0.514321,0.020785,0.772446,2.034055,-0.292353,0.900000,1.020000,0.418900,-7.063200,0.419,1
1777392007425997509,48.162,0,3,0.132401109,5.541293621,0,-0.081409,-0.300392,0.426035,0.016816,0.758941,2.034530,-0.292353,0.900000,1.020000,0.418900,5.009988,0.419,1
1777392007431850948,890.936,0,88,0.151150525,0.071731567,0,-0.081409,-0.296910,0.000000,0.000000,0.703437,2.035006,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007435999829,58.465,0,4,0.151109755,0.390945911,0,-0.081409,-0.293319,0.000000,0.000000,0.721032,2.035481,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007441062911,146.084,0,13,0.151036084,0.286580086,0,-0.081409,-0.289573,0.000000,0.000000,0.748332,2.035956,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007445964805,26.785,0,1,0.146952450,0.951789379,0,-0.081409,-0.285724,0.000000,0.000000,0.765230,2.036431,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007450968653,27.809,0,1,0.132878661,1.390638828,0,-0.081409,-0.281897,0.000000,0.000000,0.768015,2.036906,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007452994980,37.025,0,2,0.106736362,1.543237209,0,-0.080148,-0.277514,0.000000,0.000000,0.768015,2.036906,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007455970613,28.896,0,1,0.094899416,1.819115639,0,-0.080148,-0.273667,0.000000,0.000000,0.770340,2.037381,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007460964990,27.713,0,1,0.083256841,2.131246090,0,-0.080148,-0.269749,0.000000,0.000000,0.781197,2.037857,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007465993031,26.561,0,1,0.084118128,2.430916786,0,-0.080148,-0.265757,0.000000,0.000000,0.798649,2.038332,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007470975086,28.000,0,1,0.103722334,2.592701912,0,-0.080148,-0.261731,0.000000,0.000000,0.804276,2.038808,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007473749018,668.402,0,65,0.151160359,0.016953707,0,-0.075549,-0.251355,0.000000,0.000000,0.804276,2.038808,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007476478852,327.625,0,31,0.151157558,0.015561104,0,-0.075549,-0.247423,0.000000,0.000000,0.774239,2.039284,-0.292353,0.900000,1.020000,0.418900,7.063200,0.419,1
1777392007481424843,355.434,0,34,0.151065230,0.020464897,0,-0.075318,-0.251826,0.000000,0.000000,0.727816,2.027331,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007486954242,1026.716,1,100,0.164182365,0.017094612,0,-0.075318,-0.248495,0.000000,0.000000,0.667260,2.027803,-0.300139,0.910000,1.020000,0.418900,7.063200,0.419,1
1777392007491990891,1009.851,1,100,0.171946675,0.055131912,0,-0.075318,-0.245427,0.000000,0.000000,0.610826,2.028275,-0.300139,0.910000,1.020000,0.414872,7.063200,0.419,1
1777392007496895249,1009.820,1,100,0.195165381,0.034074783,0,-0.075318,-0.242562,0.000000,0.000000,0.577377,2.028747,-0.300139,0.910000,1.020000,0.397942,7.063200,0.415,1
1777392007501884953,1009.980,1,100,0.196761012,0.031921864,0,-0.075318,-0.239736,0.000000,0.000000,0.566604,2.029219,-0.300139,0.910000,1.020000,0.387979,7.063200,0.398,1
1777392007503304575,339.817,0,32,0.151213616,0.027179718,0,-0.072264,-0.244072,0.000000,0.000000,0.566604,2.029219,-0.300139,0.910000,1.020000,0.382399,7.063200,0.388,1
1777392007506820159,215.206,0,20,0.151224256,0.024480700,0,-0.072264,-0.241212,0.000000,0.000000,0.569968,2.029692,-0.300139,0.910000,1.020000,0.375197,7.063200,0.382,1
1777392007510981137,26.209,0,1,0.144806325,0.643878937,0,-0.072264,-0.238280,0.000000,0.000000,0.585009,2.030165,-0.300139,0.910000,1.020000,0.372837,7.063200,0.375,1
1777392007515949112,27.969,0,1,0.131904662,1.310308456,0,-0.072264,-0.235244,0.000000,0.000000,0.609599,2.030637,-0.300139,0.910000,1.020000,0.372186,7.063200,0.373,1
1777392007521120901,27.969,0,1,0.117437780,1.172472954,0,-0.072264,-0.232022,0.000000,0.000000,0.639536,2.031110,-0.300139,0.910000,1.020000,0.375688,7.063200,0.372,1
1777392007522995096,26.849,0,1,0.137300640,1.262715340,0,-0.074020,-0.224555,0.000000,0.000000,0.639536,2.031110,-0.300139,0.910000,1.020000,0.368809,7.063200,0.376,1
1777392007525972137,27.233,0,1,0.113254845,1.396471024,0,-0.073888,-0.228576,0.000000,0.000000,0.672698,2.019126,-0.302771,0.920000,0.990000,0.379294,7.063200,0.369,1
1777392007530960433,27.649,0,1,0.110059023,1.338778496,0,-0.073888,-0.225142,0.000000,0.000000,0.694135,2.019596,-0.302771,0.920000,0.990000,0.375940,7.063200,0.379,1
1777392007535825494,33.761,0,1,0.128075808,1.761929512,0,-0.073888,-0.221747,0.000000,0.000000,0.686275,2.020066,-0.302771,0.920000,0.990000,0.377615,7.063200,0.376,1
1777392007541914972,1012.956,1,100,0.163430125,0.032976151,0,-0.073888,-0.218424,0.000000,0.000000,0.655918,2.020534,-0.302771,0.920000,0.990000,0.363933,7.063200,0.378,1
1777392007546816161,1026.972,1,100,0.236125648,0.030226707,0,-0.073888,-0.215657,0.000000,0.000000,0.560262,2.021004,-0.302771,0.920000,0.990000,0.336009,7.063200,0.364,1
1777392007552197140,1272.067,1,100,0.331482917,0.042182922,0,-0.073888,-0.213327,0.000000,0.000000,0.458628,2.021473,-0.302771,0.920000,0.990000,0.292815,7.063200,0.336,1
1777392007554165097,1135.999,1,100,0.249037385,0.029572248,0,-0.076929,-0.210917,0.000000,0.000000,0.458628,2.021473,-0.302771,0.920000,0.990000,0.294911,7.063200,0.293,1
1777392007557110874,1007.100,1,100,0.294410735,0.031242371,0,-0.076929,-0.209205,0.000000,0.000000,0.341548,2.021944,-0.302771,0.920000,0.990000,0.237878,7.063200,0.295,1
1777392007562075489,1090.654,1,100,0.312125027,0.114732742,0,-0.076929,-0.207894,0.000000,0.000000,0.261839,2.022415,-0.302771,0.920000,0.990000,0.239694,7.063200,0.238,1
1777392007567119402,1127.646,1,100,0.172134265,0.046686172,0,-0.076929,-0.206747,0.000000,0.000000,0.230100,2.022883,-0.302771,0.920000,0.990000,0.246766,7.063200,0.240,1
1777392007571772009,829.814,0,74,0.007970601,0.057730734,0,-0.076929,-0.205584,0.000000,0.000000,0.232405,2.023352,-0.302771,0.920000,0.990000,0.252674,7.063200,0.247,1
1777392007572961130,36.609,0,2,0.023829699,0.284179688,0,-0.079026,-0.202615,0.000000,0.000000,0.232405,2.023352,-0.302771,0.920000,0.990000,0.252906,7.063200,0.253,1
1777392007575970428,123.812,0,3,0.031411707,0.179686546,0,-0.079026,-0.201377,0.000000,0.000000,0.251196,2.023821,-0.302771,0.920000,0.990000,0.249040,7.063200,0.253,1
1777392007581070919,237.639,0,5,0.062942982,0.336141586,0,-0.079169,-0.195613,0.159367,0.002332,0.286960,2.036777,-0.300139,0.910000,1.020000,0.242325,7.063200,0.249,1
1777392007585958348,113.539,0,2,0.038390160,0.266723156,0,-0.079319,-0.193799,0.168196,0.002680,0.329471,2.037250,-0.300139,0.910000,1.020000,0.251870,7.063200,0.242,1
1777392007590958612,114.019,0,2,0.044487476,0.331030369,0,-0.079474,-0.191748,0.176571,0.002929,0.374262,2.037722,-0.300139,0.910000,1.020000,0.262385,7.063200,0.252,1
1777392007595909179,135.972,0,4,0.034285545,0.246090174,0,-0.079633,-0.189495,0.184495,0.003135,0.418505,2.038194,-0.300139,0.910000,1.020000,0.279709,7.063200,0.262,1
1777392007600944132,111.203,0,2,0.061467171,0.245176792,0,-0.079797,-0.187060,0.191965,0.003494,0.446203,2.038666,-0.300139,0.910000,1.020000,0.290473,7.063200,0.280,1
1777392007603018109,36.993,0,2,0.062292576,0.146119595,0,-0.081052,-0.186962,0.191965,0.003494,0.446203,2.038666,-0.300139,0.910000,1.020000,0.299287,7.063200,0.290,1
1777392007606662784,37.313,0,2,0.074379921,0.100542068,0,-0.081220,-0.184515,0.198756,0.003921,0.443196,2.039139,-0.300139,0.910000,1.020000,0.297538,7.063200,0.299,1
1777392007611026359,39.329,0,2,0.105413437,0.162976027,0,-0.081389,-0.182217,0.206000,0.004049,0.422384,2.039612,-0.300139,0.910000,1.020000,0.287184,7.063200,0.298,1
1777392007615941821,113.091,0,2,0.107855797,0.337811708,0,-0.081562,-0.180080,0.212565,0.004093,0.388485,2.040084,-0.300139,0.910000,1.020000,0.267453,7.063200,0.287,1
1777392007621093001,124.771,0,3,0.094828129,0.223637581,0,-0.081743,-0.178064,0.218677,0.004095,0.349726,2.040556,-0.300139,0.910000,1.020000,0.241296,7.063200,0.267,1
1777392007622885914,35.905,0,2,0.076415062,0.159532070,0,-0.082341,-0.176400,0.218677,0.004095,0.349726,2.040556,-0.300139,0.910000,1.020000,0.231600,7.063200,0.241,1
1777392007626040624,38.305,0,2,0.113752842,0.231302977,0,-0.082521,-0.174657,0.224110,0.003630,0.306825,2.041029,-0.300139,0.910000,1.020000,0.204531,7.063200,0.232,1
1777392007631004023,38.945,0,2,0.123467088,0.220159292,0,-0.082732,-0.168646,0.245163,0.003511,0.273861,2.054016,-0.292353,0.900000,1.020000,0.184668,7.063200,0.205,1
1777392007636064705,116.003,0,2,0.105291963,0.177507162,0,-0.082953,-0.167388,0.283193,0.003792,0.247954,2.054491,-0.292353,0.900000,1.020000,0.175323,7.063200,0.185,1
1777392007641132235,124.771,0,2,0.097537994,0.173788548,0,-0.083217,-0.165921,0.346578,0.004508,0.227308,2.054967,-0.292353,0.900000,1.020000,0.172536,7.063200,0.175,1
1777392007646067250,118.691,0,2,0.085864902,0.120201588,0,-0.083493,-0.164534,0.364235,0.004968,0.206040,2.055442,-0.292353,0.900000,1.020000,0.174540,7.063200,0.173,1
1777392007651137052,120.195,0,2,0.082651794,0.080031395,0,-0.083775,-0.163231,0.376686,0.005400,0.186614,2.055918,-0.292353,0.900000,1.020000,0.180647,7.063200,0.175,1
1777392007652947949,25.600,0,1,0.076786995,0.233316422,0,-0.084690,-0.165493,0.376686,0.005400,0.186614,2.055918,-0.292353,0.900000,1.020000,0.187318,7.063200,0.181,1
1777392007656035393,111.427,0,2,0.097123623,0.104837179,0,-0.084994,-0.164230,0.404530,0.006342,0.173355,2.056392,-0.292353,0.900000,1.020000,0.196058,7.063200,0.187,1
1777392007660978792,110.147,0,2,0.081802249,0.122287989,0,-0.085305,-0.163009,0.422640,0.007224,0.162926,2.056867,-0.292353,0.900000,1.020000,0.203262,7.063200,0.196,1
1777392007666006513,102.659,0,1,0.149128437,0.243865728,0,-0.085622,-0.161775,0.431242,0.007998,0.160530,2.057343,-0.292353,0.900000,1.020000,0.207125,7.063200,0.203,1
1777392007671008185,39.073,0,2,0.108984053,0.190217257,0,-0.085978,-0.155984,0.466103,0.009055,0.174800,2.070357,-0.283824,0.880000,1.030000,0.194233,7.063200,0.207,1
1777392007672983599,27.968,0,1,0.102670789,0.092217922,0,-0.086787,-0.157611,0.466103,0.009055,0.174800,2.070357,-0.283824,0.880000,1.030000,0.199096,7.063200,0.194,1
1777392007676037699,36.929,0,2,0.107796609,0.125523090,0,-0.087126,-0.156132,0.493947,0.009733,0.202376,2.070835,-0.283824,0.880000,1.030000,0.177416,7.063200,0.199,1
1777392007681037419,110.755,0,2,0.121559560,0.143205643,0,-0.087462,-0.154521,0.490099,0.009140,0.229487,2.071313,-0.283824,0.880000,1.030000,0.166103,7.063200,0.177,1
1777392007686074228,158.180,0,3,0.113636732,0.118761420,0,-0.087809,-0.152804,0.506851,0.008696,0.249053,2.071791,-0.283824,0.880000,1.030000,0.185915,7.063200,0.166,1
1777392007691027355,132.580,0,4,0.071105480,0.364161730,0,-0.088179,-0.150989,0.547598,0.009830,0.260439,2.072269,-0.283824,0.880000,1.030000,0.225202,7.063200,0.186,1
1777392007696163335,38.113,0,2,0.076871514,0.119924068,0,-0.088545,-0.149117,0.545787,0.011905,0.259897,2.072747,-0.283824,0.880000,1.030000,0.229839,7.063200,0.225,1
1777392007701068653,46.754,0,3,0.145505428,0.170999050,0,-0.088918,-0.142895,0.552578,0.012871,0.231980,2.085782,-0.278538,0.870000,1.030000,0.254898,7.063200,0.230,1
1777392007702920639,36.769,0,2,0.122255802,0.128662348,0,-0.090072,-0.139075,0.552578,0.012871,0.231980,2.085782,-0.278538,0.870000,1.030000,0.248167,7.063200,0.255,1
1777392007706685222,77.186,0,6,0.060191154,0.287431955,0,-0.090412,-0.137458,0.608040,0.015606,0.213250,2.086263,-0.278538,0.870000,1.030000,0.309720,5.337111,0.248,1
