label,phase,raceline,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,Q_N,Q_CONTOURING,Q_LAG,Q_ALPHA,Q_PROGRESS,Q_VX,VX_REF,Q_VY,Q_OMEGA,R_DELTA,R_AX,R_VTHETA,W_DELTA_RATE,W_AX_RATE,W_VTHETA_RATE,Q_N_TERM,Q_CONTOURING_TERM,Q_LAG_TERM,Q_ALPHA_TERM,Q_PROGRESS_TERM,ADMM_RHO,ADMM_MAX_ITER,ADMM_TOL,HORIZON,DT,V_THETA_MAX
Q_CONTOURING_TERM=200,Phase 1: One-at-a-time,my_track,1131300.0,6,0,9.6822,3.8511,3.1415,1.7413,6.89,1.7189,4.2792,654.3,866.8,11308,1.1,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,200,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_CONTOURING_TERM=1000,Phase 1: One-at-a-time,my_track,75.974,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,14.3,487.1,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,1000,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_CONTOURING_TERM=5000,Phase 1: One-at-a-time,my_track,1127200.0,6,0,6.8798,3.4458,3.141,1.8117,5.47,1.9462,5.0194,684.7,1225.9,11267,0.6,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,5000,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_LAG_TERM=500,Phase 1: One-at-a-time,my_track,671200.0,6,0,4.1421,1.0706,3.1415,1.4991,6.54,2.2786,4.9063,663.3,841.8,6707,1.0,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,500,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_LAG_TERM=2000,Phase 1: One-at-a-time,my_track,1005000.0,5,1,7.784,3.1278,3.1411,1.2207,4.93,1.925,4.7734,664.2,1046.9,10045,0.0,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,2000,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_LAG_TERM=5000,Phase 1: One-at-a-time,my_track,75.975,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,15.2,742.3,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,5000,50.0,5.0,1.0,100,0.01,10,0.06,20.0
Q_ALPHA_TERM=10,Phase 1: One-at-a-time,my_track,1168200.0,5,1,9.1671,4.3755,3.1411,2.0984,6.43,2.9436,5.2224,667.7,756.3,11677,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,10,5.0,1.0,100,0.01,10,0.06,20.0
Q_ALPHA_TERM=100,Phase 1: One-at-a-time,my_track,1168200.0,5,1,9.1671,4.3755,3.1411,2.0984,6.43,2.9436,5.2224,664.7,778.5,11677,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,100,5.0,1.0,100,0.01,10,0.06,20.0
Q_ALPHA_TERM=200,Phase 1: One-at-a-time,my_track,1168200.0,5,1,9.1671,4.3755,3.1411,2.0984,6.43,2.9436,5.2224,668.3,893.9,11677,0.4,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,200,5.0,1.0,100,0.01,10,0.06,20.0
Q_PROGRESS_TERM=1,Phase 1: One-at-a-time,my_track,958400.0,6,0,17.465,5.2473,3.1414,1.5871,5.09,1.5556,3.8086,659.5,854.4,9579,0.2,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,1,1.0,100,0.01,10,0.06,20.0
Q_PROGRESS_TERM=10,Phase 1: One-at-a-time,my_track,1149000.0,6,0,22.9409,7.7701,3.1414,1.4514,5.91,1.5385,3.7518,669.0,1550.9,11485,0.2,100.0,OK,0.0,500.0,1000.0,50.0,100.0,0.0,5.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,10,1.0,100,0.01,10,0.06,20.0
