label,phase,raceline,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,Q_N,Q_CONTOURING,Q_LAG,Q_ALPHA,Q_PROGRESS,Q_VX,VX_REF,Q_VY,Q_OMEGA,R_DELTA,R_AX,R_VTHETA,W_DELTA_RATE,W_AX_RATE,W_VTHETA_RATE,Q_N_TERM,Q_CONTOURING_TERM,Q_LAG_TERM,Q_ALPHA_TERM,Q_PROGRESS_TERM,ADMM_RHO,ADMM_MAX_ITER,ADMM_TOL,HORIZON,DT,V_THETA_MAX
Q_LAG=10000,Phase 1: One-at-a-time,my_track,75.981,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,40.9,728.0,0,0.0,1.0,OK,0.0,500.0,10000,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_ALPHA=5,Phase 1: One-at-a-time,my_track,735900.0,6,0,18.7989,2.5113,3.1407,1.0811,6.02,1.9854,3.2243,1927.5,2458.5,7354,2.2,100.0,OK,0.0,500.0,1000.0,5,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_ALPHA=10,Phase 1: One-at-a-time,my_track,75.98,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,40.3,1048.6,0,0.0,1.0,OK,0.0,500.0,1000.0,10,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_ALPHA=20,Phase 1: One-at-a-time,my_track,75.978,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,38.2,1028.7,0,0.0,1.0,OK,0.0,500.0,1000.0,20,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_ALPHA=100,Phase 1: One-at-a-time,my_track,75.976,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,36.0,573.9,0,0.0,1.0,OK,0.0,500.0,1000.0,100,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_ALPHA=200,Phase 1: One-at-a-time,my_track,782400.0,5,1,5.9615,2.2241,3.1414,1.2985,4.53,1.8776,3.1037,1182.9,1718.7,7819,0.0,100.0,OK,0.0,500.0,1000.0,200,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_ALPHA=500,Phase 1: One-at-a-time,my_track,75.981,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.9,779.0,0,0.0,1.1,OK,0.0,500.0,1000.0,500,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_PROGRESS=0.1,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.7,354.7,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,0.1,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_PROGRESS=0.5,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.2,356.8,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,0.5,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_PROGRESS=2.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.2,355.5,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,2.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_PROGRESS=5.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.5,608.5,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,5.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_PROGRESS=10.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.2,353.0,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,10.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VX=0,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.9,408.2,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VX=5,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.0,440.1,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,5,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VX=10,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.1,336.1,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,10,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VX=25,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.0,987.0,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,25,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VX=50,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.2,320.1,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,50,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VX=100,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.4,395.1,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,100,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
VX_REF=1.0,Phase 1: One-at-a-time,my_track,75.962,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.8,435.5,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,1.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
VX_REF=1.5,Phase 1: One-at-a-time,my_track,75.964,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,23.7,483.8,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,1.5,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
VX_REF=3.0,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.1,348.9,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,3.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
VX_REF=4.0,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.7,350.3,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,4.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VY=0.1,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.1,429.0,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,0.1,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VY=0.5,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.1,307.4,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,0.5,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VY=5.0,Phase 1: One-at-a-time,my_track,75.962,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.9,332.1,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,5.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_VY=10.0,Phase 1: One-at-a-time,my_track,820200.0,6,0,6.1741,1.7701,3.1414,1.1352,6.92,1.712,4.727,963.5,1332.7,8197,1.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,10.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_OMEGA=0.1,Phase 1: One-at-a-time,my_track,976800.0,5,1,12.3358,3.5284,3.1408,1.15,4.6,1.9856,4.6942,966.5,1049.3,9763,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.1,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_OMEGA=1.0,Phase 1: One-at-a-time,my_track,75.962,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.8,386.3,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,1.0,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_OMEGA=5.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.4,87.2,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,5.0,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_OMEGA=10.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.5,196.3,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,10.0,0.5,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_DELTA=0.01,Phase 1: One-at-a-time,my_track,75.962,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,22.1,770.6,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.01,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_DELTA=0.05,Phase 1: One-at-a-time,my_track,866200.0,5,1,3.6632,1.1011,3.1415,1.6434,4.76,3.1421,5.3069,979.8,1160.2,8657,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.05,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_DELTA=0.1,Phase 1: One-at-a-time,my_track,75.962,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.5,305.0,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.1,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_DELTA=1.0,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.7,389.4,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,1.0,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_DELTA=5.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.5,391.9,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,5.0,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_DELTA=10.0,Phase 1: One-at-a-time,my_track,1003500.0,4,2,5.2823,1.3174,3.1414,0.6535,4.14,2.9307,3.6568,972.7,1400.3,10030,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,10.0,0.01,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_AX=0.001,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.3,311.5,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.001,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_AX=0.05,Phase 1: One-at-a-time,my_track,811800.0,5,1,3.7222,1.2035,3.1413,0.807,4.89,2.208,4.0771,973.2,1035.8,8113,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.05,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_AX=0.1,Phase 1: One-at-a-time,my_track,776400.0,5,1,3.3628,1.2563,3.1415,1.4242,4.86,2.5329,4.7601,974.1,1171.5,7759,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.1,1.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_VTHETA=0.1,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.4,338.1,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,0.1,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_VTHETA=0.5,Phase 1: One-at-a-time,my_track,75.981,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.9,786.4,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,0.5,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_VTHETA=5.0,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.6,437.4,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,5.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
R_VTHETA=10.0,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.6,497.9,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,10.0,0.1,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_DELTA_RATE=0.5,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.6,376.1,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.5,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_DELTA_RATE=1.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.3,338.9,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,1.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_DELTA_RATE=2.0,Phase 1: One-at-a-time,my_track,840000.0,6,0,9.5053,3.4814,3.1416,1.1677,5.67,1.7914,3.4721,980.5,1204.7,8395,1.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,2.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_DELTA_RATE=5.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.5,398.9,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,5.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_DELTA_RATE=10.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.4,259.3,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,10.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_DELTA_RATE=20.0,Phase 1: One-at-a-time,my_track,964000.0,4,2,6.0747,1.4694,3.1415,1.3328,4.71,2.2046,4.0728,996.2,1939.6,9635,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,20.0,0.1,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_AX_RATE=0.01,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.5,394.8,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.01,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_AX_RATE=0.05,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.6,443.7,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.05,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_AX_RATE=0.5,Phase 1: One-at-a-time,my_track,75.981,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.8,616.1,0,0.0,1.1,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.5,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_AX_RATE=1.0,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.5,373.5,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,1.0,0.1,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_VTHETA_RATE=0.01,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.2,341.0,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.01,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_VTHETA_RATE=0.05,Phase 1: One-at-a-time,my_track,661200.0,4,2,5.3779,1.0076,3.1407,1.3666,4.5,2.2014,3.1452,978.2,1023.1,6607,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.05,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_VTHETA_RATE=0.5,Phase 1: One-at-a-time,my_track,75.96,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,20.3,350.3,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.5,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
W_VTHETA_RATE=1.0,Phase 1: One-at-a-time,my_track,794400.0,4,2,4.803,1.3766,3.1411,1.2795,4.66,2.4316,5.2554,981.3,1070.4,7939,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,1.0,0.0,500.0,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_CONTOURING_TERM=200,Phase 1: One-at-a-time,my_track,752900.0,5,1,14.8085,6.2506,3.1398,1.2858,4.66,1.7996,2.9495,980.6,1168.3,7524,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,200,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_CONTOURING_TERM=1000,Phase 1: One-at-a-time,my_track,749200.0,5,1,6.1389,1.9826,3.1414,1.2049,4.57,1.7367,3.0865,982.1,1008.2,7487,0.0,100.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,1000,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
Q_CONTOURING_TERM=5000,Phase 1: One-at-a-time,my_track,75.961,3,3,0.0,0.0,0.0,0.0,0.0,2.287,2.287,21.0,475.7,0,0.0,1.0,OK,0.0,500.0,1000.0,50.0,1.0,15.0,2.0,1.0,0.5,0.5,0.01,1.0,0.1,0.1,0.1,0.0,5000,1000.0,50.0,5.0,1.0,100,0.01,10,0.06,3.0
