label,phase,raceline,score,tracker_score,racer_score,passed,failed,max_contouring_err,avg_contouring_err,max_heading_err,avg_heading_err,max_vx,avg_vel,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,avg_rho,avg_rho_u,avg_adapt_updates,avg_clip_events,status,return_code,Q_CONTOURING,Q_LAG,Q_PROGRESS,Q_VX,VX_REF,Q_VY,Q_OMEGA,R_DELTA,R_AX,R_VTHETA,W_DELTA_RATE,W_AX_RATE,W_VTHETA_RATE,Q_CONTOURING_TERM,Q_LAG_TERM,Q_PROGRESS_TERM,ADMM_RHO,ADMM_MAX_ITER,ADMM_TOL,HORIZON,DT,V_THETA_MAX
QC=200+QL=1000+QP=15.0+N=10+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,14000.0,14000.0,14000.0,4,2,0.6214,0.2616,1.3135,1.2817,3.5,3.1388,4.457,30.3,424.5,120,0.0,2.5,97.325,97.325,0.06,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.06,10.0
QC=200+QL=1000+QP=15.0+N=12+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,940800.0,940800.0,940800.0,6,0,2.2229,0.9922,1.9884,1.3217,7.88,2.2885,4.6758,400.3,566.2,9388,7.5,41.1,5.245,5.245,0.6,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.02,10.0
QC=200+QL=1000+QP=15.0+N=12+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,757900.0,757900.0,757900.0,6,0,1.9122,1.0177,2.2082,1.4818,6.73,3.1095,4.9505,446.6,599.8,7559,4.4,45.9,4.028,4.028,0.93,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.025,10.0
QC=200+QL=1000+QP=15.0+N=12+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,999000.0,999000.0,999000.0,6,0,1.9959,1.1861,3.135,2.4216,5.96,3.3506,4.457,461.0,560.5,9970,1.0,48.1,2.801,2.801,0.5,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.03,10.0
QC=200+QL=1000+QP=15.0+N=12+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1138700.0,1138700.0,1138700.0,6,0,3.5433,1.6767,2.1848,1.9808,7.58,4.011,5.3199,475.1,688.1,11367,1.1,49.5,3.684,3.684,0.24,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.035,10.0
QC=200+QL=1000+QP=15.0+N=12+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1171600.0,1171600.0,1171600.0,4,2,1.2508,0.544,1.5698,1.4392,4.22,3.1374,4.457,50.1,990.6,11696,0.0,3.7,95.193,95.193,0.09,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.05,10.0
QC=200+QL=1000+QP=15.0+N=12+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1152800.0,1152800.0,1152800.0,6,0,3.2707,2.9745,2.9421,2.5141,7.79,2.3945,4.457,157.1,523.6,11508,1.9,15.5,73.824,73.824,0.68,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.04,10.0
QC=200+QL=1000+QP=15.0+N=12+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,30500.0,30500.0,30500.0,5,1,1.4988,0.4777,1.346,0.9423,5.5,1.9631,4.457,44.5,563.3,285,0.1,3.2,96.009,96.009,0.07,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.06,10.0
QC=200+QL=1000+QP=15.0+N=15+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1143100.0,1143100.0,1143100.0,6,0,1.9099,1.5772,2.9276,2.7107,6.03,4.4136,4.785,597.2,748.3,11411,0.8,49.2,1.589,1.589,0.13,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.02,10.0
QC=200+QL=1000+QP=15.0+N=15+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1181100.0,1181100.0,1181100.0,4,2,3.3458,2.759,1.5058,0.4817,4.96,4.6209,4.905,627.6,706.4,11791,0.0,49.7,2.138,2.138,0.06,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.025,10.0
QC=200+QL=1000+QP=15.0+N=15+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1099400.0,1099400.0,1099400.0,6,0,2.3515,0.7415,2.1367,1.8595,6.99,2.6162,4.457,112.4,701.8,10974,0.7,8.3,22.593,22.593,0.27,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.035,10.0
QC=200+QL=1000+QP=15.0+N=15+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,900700.0,900700.0,900700.0,6,0,3.6634,1.2433,2.433,1.3446,6.1,2.7971,4.9484,280.6,666.4,8987,0.9,22.4,58.536,58.536,0.51,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.03,10.0
QC=200+QL=1000+QP=15.0+N=15+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1174100.0,1174100.0,1174100.0,4,2,1.7529,1.1769,2.661,2.5856,4.88,3.8321,4.457,57.8,1162.8,11721,0.0,3.0,77.186,77.186,0.07,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.05,10.0
QC=200+QL=1000+QP=15.0+N=15+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1179900.0,1179900.0,1179900.0,4,2,1.838,1.7917,1.6942,1.1786,2.23,3.5855,4.457,52.1,648.9,11779,0.0,3.2,19.788,19.788,0.11,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.06,10.0
QC=200+QL=1000+QP=15.0+N=15+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1002800.0,1002800.0,1002800.0,4,2,2.07,0.6319,2.984,2.6488,4.63,3.0271,4.457,608.6,906.5,10008,0.0,50.0,2.946,2.946,0.09,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,15,0.04,10.0
QC=200+QL=1000+QP=15.0+N=20+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,546200.0,546200.0,546200.0,6,0,2.8041,0.9358,3.1414,1.3334,6.26,2.7184,4.875,809.6,962.7,5442,2.4,48.2,4.862,4.862,0.76,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.02,10.0
QC=200+QL=1000+QP=15.0+N=20+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1086900.0,1086900.0,1086900.0,6,0,2.0302,1.5261,2.4474,1.1322,6.29,4.2045,5.4578,803.9,937.3,10849,0.3,50.0,68.703,68.703,5.05,0.0,OK,0,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.03,10.0
QC=200+QL=1000+QP=15.0+N=20+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,17300.0,17300.0,17300.0,5,1,1.3834,0.328,2.2155,1.5164,6.09,2.4227,4.457,68.7,849.2,153,0.6,3.2,96.177,96.177,0.07,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.035,10.0
QC=200+QL=1000+QP=15.0+N=20+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-3.4004,50.422,-3.4004,4,2,0.2149,0.2017,0.6728,0.2084,4.08,3.4004,4.457,58.3,851.6,0,0.0,2.5,97.294,97.294,0.03,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.04,10.0
QC=200+QL=1000+QP=15.0+N=20+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-4.4272,21.208,-4.4272,3,3,0.0126,0.0125,0.0431,0.0429,0.76,4.4272,4.457,44.6,1181.5,0,0.0,1.5,39.723,39.723,0.02,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.05,10.0
QC=200+QL=1000+QP=15.0+N=20+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-4.2334,42.637,-4.2334,4,2,0.1176,0.1158,0.3139,0.3089,1.62,4.2334,4.457,78.4,5803.3,0,0.0,1.9,78.771,78.771,0.03,0.0,OK,1,200,1000,15.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.06,10.0
QC=200+QL=1500+QP=0.3+N=5+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1174700.0,1174700.0,1174700.0,6,0,3.9936,0.6131,1.9995,1.5565,7.19,2.1542,4.4591,201.8,813.4,11727,2.0,48.3,4.438,4.438,0.13,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.02,10.0
QC=200+QL=1500+QP=0.3+N=5+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1077800.0,1077800.0,1077800.0,6,0,5.7356,1.0685,2.5144,1.267,10.4,2.0974,7.7617,167.7,273.7,10758,7.9,40.6,6.769,6.769,1.24,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.025,10.0
QC=200+QL=1500+QP=0.3+N=5+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,60700.0,60700.0,60700.0,6,0,2.6692,0.115,1.8212,1.4859,6.63,1.9632,4.457,205.2,287.7,587,1.2,48.2,2.442,2.442,2.16,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.03,10.0
QC=200+QL=1500+QP=0.3+N=5+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,33400.0,33400.0,33400.0,5,1,1.8975,0.3127,1.8096,1.5834,6.23,3.4122,4.457,201.2,276.1,314,0.7,49.0,1.875,1.875,1.98,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.035,10.0
QC=200+QL=1500+QP=0.3+N=5+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1141000.0,1141000.0,1141000.0,6,0,3.5338,2.9341,3.1317,1.8845,7.94,4.3431,4.7044,196.8,308.7,11390,2.9,47.6,13.852,13.852,1.21,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.04,10.0
QC=200+QL=1500+QP=0.3+N=5+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-4.2348,31.115,-4.2348,4,2,0.0086,0.007,0.0795,0.0519,1.08,4.2348,4.457,205.9,388.3,0,0.0,49.7,0.963,0.963,1.0,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.05,10.0
QC=200+QL=1500+QP=0.3+N=5+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-4.2175,39.082,-4.2175,4,2,0.0763,0.0456,0.2076,0.133,1.77,4.2175,4.457,205.2,510.3,0,0.0,49.7,2.0,2.0,0.03,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,5,0.06,10.0
QC=200+QL=1500+QP=0.3+N=7+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1183500.0,1183500.0,1183500.0,6,0,3.8118,1.6728,1.5694,0.9033,7.52,3.446,4.457,289.9,362.0,11815,2.2,48.4,9.151,9.151,6.64,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.02,10.0
QC=200+QL=1500+QP=0.3+N=7+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,245600.0,245600.0,245600.0,6,0,2.5453,0.265,1.5699,1.424,7.53,2.5403,4.457,287.2,362.8,2436,1.1,48.0,2.598,2.598,0.35,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.025,10.0
QC=200+QL=1500+QP=0.3+N=7+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1094600.0,1094600.0,1094600.0,5,1,0.8991,0.8433,1.5699,1.0723,5.54,2.889,4.457,296.0,400.4,10926,0.1,49.4,8.224,8.224,4.67,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.03,10.0
QC=200+QL=1500+QP=0.3+N=7+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,26200.0,26200.0,26200.0,6,0,1.1428,0.2702,2.2336,2.0055,5.67,2.8153,4.457,284.8,490.3,242,0.5,47.5,3.903,3.903,0.71,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.035,10.0
QC=200+QL=1500+QP=0.3+N=7+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,-4.2327,31.89,-4.2327,4,2,0.0177,0.0175,0.0984,0.0386,1.79,4.2327,4.457,297.9,364.3,0,0.0,49.8,1.27,1.27,0.01,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.04,10.0
QC=200+QL=1500+QP=0.3+N=7+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1183200.0,1183200.0,1183200.0,4,2,1.4782,0.6714,1.5699,1.5076,3.81,2.6186,4.457,296.9,484.0,11812,0.0,49.6,2.524,2.524,0.03,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.05,10.0
QC=200+QL=1500+QP=0.3+N=7+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,981000.0,981000.0,981000.0,6,0,4.4182,1.8939,3.1416,1.6394,5.02,3.5438,4.9763,293.1,390.2,9790,0.0,48.7,5.066,5.066,0.64,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,7,0.06,10.0
QC=200+QL=1500+QP=0.3+N=8+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1177500.0,1177500.0,1177500.0,6,0,1.9819,1.2005,2.6268,1.4323,6.26,1.9823,4.457,326.7,405.9,11755,1.5,48.4,2.379,2.379,0.08,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.02,10.0
QC=200+QL=1500+QP=0.3+N=8+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,64200.0,64200.0,64200.0,6,0,2.1591,0.2467,1.5697,0.4884,6.93,4.2746,4.7861,91.5,414.3,622,1.4,12.6,1.098,1.098,0.2,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.025,10.0
QC=200+QL=1500+QP=0.3+N=8+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,105100.0,105100.0,105100.0,6,0,2.0667,0.4784,1.5699,1.1084,7.05,2.2793,4.457,305.2,472.0,1031,3.1,47.1,2.65,2.65,1.81,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.03,10.0
QC=200+QL=1500+QP=0.3+N=8+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1140900.0,1140900.0,1140900.0,5,1,2.9871,2.8223,1.5568,0.3959,5.11,2.0335,4.457,333.5,410.2,11389,0.0,49.3,1.41,1.41,0.05,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.035,10.0
QC=200+QL=1500+QP=0.3+N=8+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,935400.0,935400.0,935400.0,6,0,2.1862,1.2271,3.1416,2.1132,6.14,3.1488,4.457,321.4,600.6,9334,1.6,47.0,4.569,4.569,0.62,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.04,10.0
QC=200+QL=1500+QP=0.3+N=8+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,8700.0,8700.0,8700.0,5,1,0.7711,0.1243,1.5697,1.4882,6.09,1.9853,4.457,327.3,1012.4,67,0.6,49.9,7.961,7.961,0.17,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.05,10.0
QC=200+QL=1500+QP=0.3+N=8+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,684200.0,684200.0,684200.0,6,0,2.954,0.9345,2.9568,1.066,5.44,1.8935,4.8964,286.6,447.4,6822,2.1,42.1,18.095,18.095,1.29,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,8,0.06,10.0
QC=200+QL=1500+QP=0.3+N=10+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,403900.0,403900.0,403900.0,6,0,2.0322,0.6719,3.1403,1.9231,6.02,3.4873,4.8272,390.8,469.5,4019,1.2,46.0,4.352,4.352,0.64,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.02,10.0
QC=200+QL=1500+QP=0.3+N=10+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1158800.0,1158800.0,1158800.0,4,2,2.6967,2.5494,1.5697,0.7185,4.9,2.8012,4.457,415.6,470.3,11568,0.0,49.0,1.6,1.6,0.08,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.025,10.0
QC=200+QL=1500+QP=0.3+N=10+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,250500.0,250500.0,250500.0,6,0,1.8891,0.7646,3.1412,1.9981,5.4,3.484,4.457,407.2,745.6,2485,0.2,48.5,2.667,2.667,0.33,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.03,10.0
QC=200+QL=700+QP=8.0+N=20+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,5000.0,5000.0,5000.0,0,6,,,,,,,,,,,,,,,,,TIMEOUT,,200,700,8.0,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,20,0.025,10.0
QC=200+QL=1500+QP=0.3+N=10+dt=0.035,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1156600.0,1156600.0,1156600.0,5,1,3.3419,1.5324,3.1397,2.6846,4.78,3.222,4.8808,417.4,544.3,11546,0.0,49.3,3.617,3.617,0.2,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.035,10.0
QC=200+QL=1500+QP=0.3+N=10+dt=0.04,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,921200.0,921200.0,921200.0,6,0,1.529,1.1495,3.1408,2.3776,5.71,3.3611,4.457,386.3,1114.6,9192,0.2,47.6,2.663,2.663,0.32,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.04,10.0
QC=200+QL=1500+QP=0.3+N=10+dt=0.06,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1081300.0,1081300.0,1081300.0,6,0,1.1715,1.0661,1.5415,0.9334,5.32,2.6225,4.457,70.0,413.5,10793,0.1,7.6,44.746,44.746,0.21,0.0,OK,0,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.06,10.0
QC=200+QL=1500+QP=0.3+N=10+dt=0.05,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1166000.0,1166000.0,1166000.0,4,2,2.7391,2.6452,1.5615,0.2984,4.99,3.5781,4.457,424.9,1775.2,11640,0.0,49.9,2.693,2.693,0.05,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,10,0.05,10.0
QC=200+QL=1500+QP=0.3+N=12+dt=0.02,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,28600.0,28600.0,28600.0,5,1,1.6685,0.1872,2.8943,2.7676,5.57,3.0413,4.457,476.3,693.4,266,0.1,49.2,1.561,1.561,0.08,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.02,10.0
QC=200+QL=1500+QP=0.3+N=12+dt=0.025,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,25900.0,25900.0,25900.0,5,1,0.8159,0.0692,1.1138,1.0619,5.45,3.4659,4.457,495.0,526.9,239,0.2,48.9,1.674,1.674,1.01,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.025,10.0
QC=200+QL=1500+QP=0.3+N=12+dt=0.03,Phase 2: Primary grid (Q_CONTOURING x Q_LAG x Q_PROGRESS x HORIZON x DT),my_track,1180800.0,1180800.0,1180800.0,4,2,3.6225,1.6909,3.1182,2.4172,4.94,3.7063,4.8634,510.8,1019.5,11788,0.0,49.8,3.04,3.04,0.06,0.0,OK,1,200,1500,0.3,0.0,5.0,3.5,0.7,6.5,0.014149,1.0,2.0,0.1,0.1,450.0,950.0,5.0,17.0,50,0.05,12,0.03,10.0
