# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
5.738893,-0.241607,-4.321904,3.018672,-0.858907,2.220825,-1.338579,1.200000,1.415000
5.788797,-0.290664,-4.314761,2.974936,-0.907102,2.190540,-1.278817,1.205000,1.395000
5.838700,-0.339487,-4.305390,2.928602,-0.956422,2.161211,-1.261580,1.225000,1.330000
5.888604,-0.388274,-4.293586,2.879396,-1.003386,2.131881,-1.052876,1.240000,1.310000
5.938507,-0.436130,-4.279431,2.828305,-1.040415,2.107091,-0.835370,1.265000,1.255000
5.988411,-0.482848,-4.262941,2.775988,-1.071570,2.087213,-0.827451,1.295000,1.240000
6.038314,-0.529071,-4.243796,2.721561,-1.103946,2.067334,-0.756933,1.325000,1.200000
6.088217,-0.574497,-4.221957,2.665107,-1.132648,2.048981,0.036295,1.365000,1.170000
6.138121,-0.617662,-4.198134,2.609551,-1.121314,2.049865,0.036311,1.405000,1.140000
6.188024,-0.659856,-4.171687,2.553922,-1.113080,2.050749,0.036326,1.440000,1.120000
6.237928,-0.700923,-4.142639,2.498079,-1.107289,2.051633,1.004664,1.475000,1.120000
6.287831,-0.739922,-4.111681,2.443481,-1.070712,2.075926,1.837965,1.435000,1.105000
6.337735,-0.776973,-4.078916,2.392048,-1.009392,2.119649,1.876272,1.330000,1.100000
6.387638,-0.812724,-4.043951,2.343035,-0.951398,2.163371,1.914580,1.240000,1.095000
6.437541,-0.847146,-4.006901,2.296302,-0.897393,2.207094,3.824369,1.155000,1.095000
6.487445,-0.879014,-3.969371,2.253935,-0.820564,2.291934,4.224684,1.100000,1.095000
6.537348,-0.909537,-3.930322,2.215210,-0.742699,2.382145,4.387758,1.030000,1.105000
6.587252,-0.938953,-3.889671,2.179828,-0.668285,2.472356,4.500120,0.980000,1.110000
6.637155,-0.967255,-3.847648,2.147762,-0.600347,2.561579,3.858448,0.940000,1.115000
6.687059,-0.993364,-3.806235,2.119098,-0.570722,2.635675,3.968467,0.900000,1.120000
6.736962,-1.018619,-3.763562,2.091527,-0.541413,2.709772,4.078486,0.860000,1.130000
6.786865,-1.043035,-3.719641,2.065046,-0.512647,2.783869,4.154486,0.840000,1.140000
6.836769,-1.066574,-3.674589,2.039703,-0.485283,2.857372,3.484192,0.800000,1.155000
6.886672,-1.088125,-3.630777,2.016300,-0.473386,2.917588,3.556852,0.760000,1.165000
6.936576,-1.108933,-3.585869,1.993162,-0.461648,2.977804,3.629512,0.750000,1.175000
