monotonic_time_ns,ros_time_sec,ros_time_nsec,gpu_percent
1320923221589,1779177344,458097969,0.000
1320943224530,1779177344,478104494,0.000
1320963225839,1779177344,498102155,0.000
1320983227020,1779177344,518104488,0.000
1321003224457,1779177344,538101189,0.000
1321023223974,1779177344,558101186,0.000
1321043226147,1779177344,578102527,0.000
1321063221791,1779177344,598098075,0.000
1321083221948,1779177344,618098008,0.000
1321103227801,1779177344,638105109,0.000
1321123223830,1779177344,658100818,0.000
1321143243315,1779177344,678128944,0.000
1321163233584,1779177344,698119724,0.000
1321183232429,1779177344,718117257,0.000
1321203235210,1779177344,738120678,0.000
1321223233927,1779177344,758118883,0.000
1321243239204,1779177344,778124320,0.000
1321263249153,1779177344,798133885,0.000
1321283238141,1779177344,818122906,0.000
1321303239482,1779177344,838123990,0.000
1321323238263,1779177344,858123219,0.000
1321343241140,1779177344,878126160,0.000
1321363234417,1779177344,898119821,0.000
1321383238702,1779177344,918123690,0.000
1321403239338,1779177344,938123847,0.000
1321423236711,1779177344,958121668,0.000
1321443244548,1779177344,978129889,0.000
1321463236641,1779177344,998121757,0.000
1321483234173,1779177345,18112953,0.000
1321503233881,1779177345,38118933,0.000
1321523224020,1779177345,58100176,0.000
1321543221999,1779177345,78098347,0.000
1321563247244,1779177345,98131336,0.000
1321583236967,1779177345,118121059,0.000
1321603234339,1779177345,138116319,0.000
1321623231582,1779177345,158114650,0.000
1321643229210,1779177345,178113110,0.000
1321663230773,1779177345,198113842,60.000
1321683226129,1779177345,218104973,60.000
1321703228045,1779177345,238108649,0.000
1321723225704,1779177345,258103236,0.000
1321743229060,1779177345,278111872,0.000
1321763223583,1779177345,298101627,0.000
1321783226331,1779177345,318108631,0.000
1321803224887,1779177345,338102931,0.000
1321823225394,1779177345,358102030,0.000
1321843251599,1779177345,378132715,0.000
1321863225674,1779177345,398105798,0.000
1321883224165,1779177345,418102529,0.000
1321903224289,1779177345,438102685,0.000
1321923224572,1779177345,458104185,0.000
1321943226808,1779177345,478107444,0.000
1321963232404,1779177345,498113328,0.000
1321983227343,1779177345,518108108,0.000
1322003221515,1779177345,538098279,0.000
1322023218470,1779177345,558094530,0.000
1322043217634,1779177345,578093598,0.000
1322063218718,1779177345,598094618,0.000
1322083224442,1779177345,618102486,0.000
1322103222997,1779177345,638100465,0.000
1322123225201,1779177345,658101709,0.000
1322143221548,1779177345,678097800,0.000
1322163224840,1779177345,698103556,0.000
1322183220740,1779177345,718097280,0.000
1322203221183,1779177345,738097275,0.000
1322223221531,1779177345,758099095,0.000
1322243224951,1779177345,778102579,0.000
1322263227634,1779177345,798105134,0.000
1322283221070,1779177345,818098058,0.000
1322303221929,1779177345,838100037,0.000
1322323223045,1779177345,858099681,0.000
1322343217793,1779177345,878094269,0.000
1322363225884,1779177345,898106200,0.000
1322383227992,1779177345,918108724,0.000
1322403225044,1779177345,938104496,0.000
1322423231951,1779177345,958116364,0.000
1322443229995,1779177345,978114375,0.000
1322463228615,1779177345,998112611,0.000
1322483505512,1779177346,18382660,0.000
1322503227580,1779177346,38109912,0.000
1322523227158,1779177346,58111218,0.000
1322543238801,1779177346,78122797,0.000
1322563230411,1779177346,98114919,0.000
1322583256262,1779177346,118140610,0.000
1322603239008,1779177346,138123836,0.000
1322623314620,1779177346,158199000,0.000
1322643233749,1779177346,178118449,0.000
1322663229039,1779177346,198112459,0.000
1322683226729,1779177346,218110565,0.000
1322703226564,1779177346,238110784,0.000
1322723228094,1779177346,258112154,0.000
1322743223480,1779177346,278103316,0.000
1322763227859,1779177346,298111311,0.000
1322783229069,1779177346,318111145,0.000
1322803226856,1779177346,338105636,0.000
1322823227970,1779177346,358107262,0.000
1322843224796,1779177346,378104824,0.000
1322863231767,1779177346,398115059,0.000
1322883230353,1779177346,418111565,0.000
1322903222124,1779177346,438101000,0.000
1322923220966,1779177346,458102434,0.000
1322943229344,1779177346,478112829,0.000
1322963264636,1779177346,498147448,0.000
1322983215189,1779177346,518098449,0.000
1323003224624,1779177346,538102444,0.000
1323023220650,1779177346,558097766,0.000
1323043227492,1779177346,578111425,0.000
1323063226975,1779177346,598106619,0.000
1323083225433,1779177346,618103541,0.000
1323103224404,1779177346,638101712,0.000
1323123221710,1779177346,658098218,0.000
1323143218440,1779177346,678094404,0.000
1323163228611,1779177346,698112543,0.000
1323183226333,1779177346,718106649,0.000
1323203225464,1779177346,738105460,0.000
1323223219442,1779177346,758097550,0.000
1323243218572,1779177346,778095368,0.000
1323263221031,1779177346,798100643,0.000
1323283227361,1779177346,818106525,0.000
1323303225884,1779177346,838105688,0.000
1323323222038,1779177346,858099346,0.000
1323343224880,1779177346,878103628,0.000
1323363238187,1779177346,898118119,0.000
1323383222565,1779177346,918103329,0.000
1323403222944,1779177346,938105532,0.000
1323423222362,1779177346,958103286,0.000
1323443221748,1779177346,978102832,0.000
1323463221071,1779177346,998099563,0.000
1323483442094,1779177347,18323114,0.000
1323503226145,1779177347,38102782,0.000
1323523224923,1779177347,58103159,0.000
1323543225396,1779177347,78102032,0.000
1323563225101,1779177347,98102569,0.000
1323583228806,1779177347,118110050,0.000
1323603225855,1779177347,138103835,0.000
1323623233785,1779177347,158117301,0.000
1323643236370,1779177347,178121230,0.000
1323663232395,1779177347,198116615,0.000
1323683236420,1779177347,218117536,0.000
1323703245630,1779177347,238130138,0.000
1323723243639,1779177347,258127603,0.000
1323743237712,1779177347,278122380,0.000
1323763250473,1779177347,298134342,0.000
1323783241378,1779177347,318125599,0.000
1323803249660,1779177347,338134744,0.000
1323823251637,1779177347,358136881,0.000
1323843231502,1779177347,378116234,0.000
1323863232487,1779177347,398117379,0.000
1323883233920,1779177347,418117980,0.000
1323903230969,1779177347,438113781,0.000
1323923234002,1779177347,458113935,0.000
1323943230220,1779177347,478107336,0.000
1323963313767,1779177347,498198339,0.000
1323983430307,1779177347,518316511,0.000
1324003448765,1779177347,538332697,0.000
1324023231344,1779177347,558115276,0.000
1324043231241,1779177347,578113574,0.000
1324063750736,1779177347,598633132,0.000
1324084314519,1779177347,619196083,0.000
1324103233813,1779177347,638118225,0.000
1324123229486,1779177347,658113034,0.000
1324143612369,1779177347,678495789,0.000
1324163232449,1779177347,698116189,0.000
1324183321436,1779177347,718204664,0.000
1324204454034,1779177347,739336462,0.000
1324223239404,1779177347,758123240,0.000
1324243227909,1779177347,778109857,0.000
1324263229822,1779177347,798112123,0.000
1324283229336,1779177347,818111572,0.000
1324304134024,1779177347,839017540,0.000
1324323229354,1779177347,858112230,0.000
1324343218947,1779177347,878103263,0.000
1324363190587,1779177347,898073367,0.000
1324383230389,1779177347,918113362,0.000
1324403228527,1779177347,938112171,0.000
1324423224328,1779177347,958105316,0.000
1324443228833,1779177347,978110909,0.000
1324463267611,1779177347,998150199,0.000
1324483228242,1779177348,18110063,0.000
1324503229162,1779177348,38111398,0.000
1324523227938,1779177348,58110046,0.000
1324543229658,1779177348,78112982,0.000
1324563230546,1779177348,98113422,0.000
1324583238698,1779177348,118121543,0.000
1324603263683,1779177348,138145887,0.000
1324623226874,1779177348,158109590,0.000
1324643316564,1779177348,178197456,0.000
1324663354125,1779177348,198234697,0.000
1324683197345,1779177348,218078749,0.000
1324703233338,1779177348,238114198,0.000
1324723240338,1779177348,258123182,0.000
1324743238378,1779177348,278121638,0.000
1324763236386,1779177348,298119198,0.000
1324783235930,1779177348,318118070,0.000
1324803350357,1779177348,338232881,0.000
1324823239338,1779177348,358121510,0.000
1324843236322,1779177348,378118718,0.000
1324863238138,1779177348,398120086,0.000
1324883229010,1779177348,418110542,0.000
1324903705782,1779177348,438587986,0.000
1324923236098,1779177348,458119262,0.000
1324943233658,1779177348,478121878,0.000
1324963358805,1779177348,498242289,0.000
1324983232873,1779177348,518116454,0.000
1325003231265,1779177348,538112606,0.000
1325023230265,1779177348,558113045,0.000
1325043190320,1779177348,578073260,0.000
1325063230665,1779177348,598113189,0.000
1325083269858,1779177348,618151198,0.000
1325103251834,1779177348,638134294,0.000
1325123264114,1779177348,658146222,0.000
1325143231849,1779177348,678122277,0.000
1325163553673,1779177348,698435589,0.000
1325183232089,1779177348,718114677,0.000
1325203305779,1779177348,738188911,0.000
1325223232265,1779177348,758116645,0.000
1325243230337,1779177348,778112413,0.000
1325263239769,1779177348,798122869,0.000
1325283232465,1779177348,818115629,0.000
1325303230569,1779177348,838112837,15.000
1325323327715,1779177348,858209631,15.000
1325343230617,1779177348,878113269,30.000
1325363302706,1779177348,898183695,30.000
1325383232233,1779177348,918114309,0.000
1325403230273,1779177348,938112125,0.000
1325423227128,1779177348,958108597,0.000
1325443230448,1779177348,978111693,0.000
1325463229384,1779177348,998115237,0.000
1325483303777,1779177349,18185373,0.000
1325503230582,1779177349,38112210,0.000
1325523226925,1779177349,58109673,0.000
1325543237060,1779177349,78119008,0.000
1325563227706,1779177349,98108022,0.000
1325583275026,1779177349,118157070,0.000
1325603262473,1779177349,138143013,0.000
1325623233151,1779177349,158115163,0.000
1325643275639,1779177349,178156083,0.000
1325663250317,1779177349,198131081,0.000
1325683236643,1779177349,218115775,0.000
1325703241626,1779177349,238123638,0.000
1325723270737,1779177349,258151790,0.000
1325743240679,1779177349,278121828,0.000
1325763281951,1779177349,298162971,0.000
1325783240565,1779177349,318122321,0.000
1325803278829,1779177349,338160073,0.000
1325823287588,1779177349,358169184,0.000
1325843262938,1779177349,378147062,0.000
1325863274769,1779177349,398155821,0.000
1325883256327,1779177349,418137635,0.000
1325903454307,1779177349,438336671,0.000
1325923351575,1779177349,458232691,0.000
1325944244516,1779177349,479126272,0.000
1325963276290,1779177349,498157311,0.000
1325983386364,1779177349,518264792,0.000
1326003395891,1779177349,538277391,0.000
1326023328328,1779177349,558207076,0.000
1326043402561,1779177349,578283805,0.000
1326063290613,1779177349,598171697,0.000
1326083315916,1779177349,618195816,0.000
1326103277442,1779177349,638158046,0.000
1326123260248,1779177349,658146740,0.000
1326143229198,1779177349,678111274,0.000
1326163257733,1779177349,698139362,0.000
1326183314526,1779177349,718195706,0.000
1326203290932,1779177349,738171952,0.000
1326223287146,1779177349,758168295,0.000
1326243276513,1779177349,778157245,0.000
1326263228758,1779177349,798110035,0.000
1326283261806,1779177349,818143274,0.000
1326303227844,1779177349,838108512,0.000
1326323230779,1779177349,858112087,0.000
1326343234578,1779177349,878115694,0.000
1326363259657,1779177349,898141125,0.000
1326383229855,1779177349,918111451,0.000
1326403253590,1779177349,938134802,0.000
1326423353200,1779177349,958234732,0.000
1326443292805,1779177349,978174625,0.000
1326463228538,1779177349,998110518,0.000
1326483228752,1779177350,18109964,0.000
1326503228165,1779177350,38109985,0.000
1326523231803,1779177350,58113975,0.000
1326543226864,1779177350,78108333,0.000
1326563227110,1779177350,98108418,0.000
1326583227355,1779177350,118109048,0.000
1326603228657,1779177350,138110509,0.000
1326623230567,1779177350,158112867,0.000
1326643235292,1779177350,178117112,0.000
1326663232914,1779177350,198115118,0.000
1326683232967,1779177350,218115139,0.000
1326703269022,1779177350,238149370,0.000
1326723231570,1779177350,258113518,0.000
1326743240648,1779177350,278127204,0.000
1326763235709,1779177350,298117882,0.000
1326783232531,1779177350,318114351,0.000
1326803230504,1779177350,338112485,0.000
1326823240926,1779177350,358123322,0.000
1326843232756,1779177350,378114608,0.000
1326863234057,1779177350,398117349,0.000
1326884073716,1779177350,418951696,0.000
1326904119178,1779177350,439001351,0.000
1326923264138,1779177350,458146439,0.000
1326943902768,1779177350,478785836,0.000
1326963298454,1779177350,498180787,0.000
1326983231818,1779177350,518114342,0.000
1327003237216,1779177350,538119548,0.000
1327023350584,1779177350,558233077,0.000
1327043231371,1779177350,578113607,0.000
1327063231904,1779177350,598115421,0.000
1327083272375,1779177350,618150707,0.000
1327103232908,1779177350,638115016,0.000
1327123273826,1779177350,658155166,0.000
1327143259543,1779177350,678140915,0.000
1327163230188,1779177350,698111816,0.000
1327183686445,1779177350,718568393,0.000
1327203225527,1779177350,738106835,0.000
1327223230989,1779177350,758112425,0.000
1327243228546,1779177350,778110110,0.000
1327263230584,1779177350,798111988,0.000
1327283230125,1779177350,818110281,0.000
1327303229667,1779177350,838109631,0.000
1327323228504,1779177350,858109812,0.000
1327343229710,1779177350,878110346,0.000
1327363299813,1779177350,898180833,0.000
1327383225241,1779177350,918106037,0.000
1327403226638,1779177350,938107659,0.000
1327423229316,1779177350,958111296,0.000
1327443233690,1779177350,978115446,0.000
1327463265072,1779177350,998145676,0.000
1327483965974,1779177351,18843762,0.000
1327503227640,1779177351,38108340,0.000
1327523261837,1779177351,58142473,0.000
1327543249665,1779177351,78130205,0.000
1327563297399,1779177351,98178387,0.000
1327583276203,1779177351,118160295,0.000
1327603253022,1779177351,138134074,0.000
1327623311220,1779177351,158192720,0.000
1327643312745,1779177351,178194597,0.000
1327663271420,1779177351,198152088,0.000
1327683258576,1779177351,218139596,0.000
1327703323974,1779177351,238205506,0.000
1327723302106,1779177351,258183990,0.000
1327744258278,1779177351,279140098,0.000
1327763234465,1779177351,298116701,0.000
1327783242549,1779177351,318125073,0.000
1327803239593,1779177351,338121574,0.000
1327823228029,1779177351,358109914,0.000
1327843348821,1779177351,378230577,0.000
1327863293736,1779177351,398174404,0.000
1327883270875,1779177351,418152568,0.000
1327903298576,1779177351,438179181,0.000
1327923230595,1779177351,458112447,0.000
1327943227831,1779177351,478109460,0.000
1327963248876,1779177351,498133480,0.000
1327983229472,1779177351,518111132,0.000
1328003266133,1779177351,538152050,0.000
1328023375020,1779177351,558256617,0.000
1328043274718,1779177351,578155706,0.000
1328063353269,1779177351,598234769,0.000
1328084169085,1779177351,619047609,0.000
1328104088368,1779177351,638970380,0.000
1328123234095,1779177351,658116107,0.000
1328143232259,1779177351,678114719,0.000
1328163271800,1779177351,698153204,0.000
1328183230987,1779177351,718112360,0.000
1328203233792,1779177351,738115644,0.000
1328223271349,1779177351,758152721,0.000
1328243268265,1779177351,778149702,0.000
1328263284286,1779177351,798165338,69.000
1328283345972,1779177351,818227312,69.000
1328303232934,1779177351,838115074,0.000
1328323260443,1779177351,858141719,0.000
1328343230606,1779177351,878112970,59.000
1328363234051,1779177351,898120223,59.000
1328383230487,1779177351,918112019,44.000
1328403228267,1779177351,938110151,44.000
1328423239136,1779177351,958123324,7.000
1328443235220,1779177351,978117296,7.000
1328463233288,1779177351,998114980,0.000
1328483519427,1779177352,18399103,0.000
1328503234479,1779177352,38116683,5.000
1328523347429,1779177352,58228897,5.000
1328543232853,1779177352,78114385,0.000
1328563283337,1779177352,98164326,0.000
1328583253436,1779177352,118135448,40.000
1328603229358,1779177352,138110794,40.000
1328623306435,1779177352,158187904,0.000
1328643230325,1779177352,178112081,0.000
1328663298473,1779177352,198180806,0.000
1328683261180,1779177352,218143160,0.000
1328703230158,1779177352,238112138,0.000
1328723254754,1779177352,258136766,0.000
1328743229300,1779177352,278111312,39.000
1328763231719,1779177352,298113316,39.000
1328783370142,1779177352,318252378,26.000
1328803238702,1779177352,338120554,26.000
1328823232769,1779177352,358115069,39.000
1328843287125,1779177352,378168914,39.000
1328863237607,1779177352,398119715,39.000
1328883234010,1779177352,418113974,39.000
1328903181100,1779177352,438063496,0.000
1328923237889,1779177352,458119517,0.000
1328943238260,1779177352,478120336,0.000
1328963233351,1779177352,498114851,0.000
1328983228058,1779177352,518110038,39.000
1329003230605,1779177352,538112265,39.000
1329023232288,1779177352,558114588,39.000
1329043228371,1779177352,578109871,39.000
1329063230278,1779177352,598112323,25.000
1329083234938,1779177352,618116918,25.000
1329103240461,1779177352,638123369,39.000
1329123292545,1779177352,658174558,39.000
1329143247731,1779177352,678130032,13.000
1329163232710,1779177352,698114178,13.000
1329183230937,1779177352,718113301,38.000
1329203230668,1779177352,738112489,38.000
1329223226239,1779177352,758108668,39.000
1329243230387,1779177352,778111535,39.000
1329263231750,1779177352,798113570,40.000
1329283241081,1779177352,818123861,40.000
1329303237836,1779177352,838119784,0.000
1329323301857,1779177352,858184317,0.000
1329343283956,1779177352,878166768,39.000
1329363235014,1779177352,898117090,39.000
1329383231961,1779177352,918114069,39.000
1329403237516,1779177352,938119688,39.000
1329423229727,1779177352,958112091,5.000
1329443266803,1779177352,978148559,5.000
1329463229605,1779177352,998111841,40.000
1329483230327,1779177353,18111955,40.000
1329503245578,1779177353,38127302,38.000
1329523226651,1779177353,58108215,38.000
1329543228013,1779177353,78110313,0.000
1329563226943,1779177353,98108635,0.000
1329583374293,1779177353,118256817,39.000
1329603267236,1779177353,138149056,39.000
1329623234965,1779177353,158117361,39.000
1329643259464,1779177353,178141572,39.000
1329663231897,1779177353,198114389,40.000
1329683232075,1779177353,218113223,40.000
1329703233213,1779177353,238115321,0.000
1329723233423,1779177353,258115339,0.000
1329743237889,1779177353,278120221,38.000
1329763286836,1779177353,298168080,38.000
1329783239557,1779177353,318121985,38.000
1329803277528,1779177353,338159348,38.000
1329823232296,1779177353,358114853,33.000
1329843291452,1779177353,378173016,33.000
1329863227468,1779177353,398108616,38.000
1329883981713,1779177353,418860237,0.000
1329903231888,1779177353,438113356,0.000
1329923229442,1779177353,458110814,0.000
1329943225300,1779177353,478106448,0.000
1329963234086,1779177353,498115938,0.000
1329983231896,1779177353,518113332,38.000
1330003234250,1779177353,538116038,38.000
1330023279101,1779177353,558160025,38.000
1330043272463,1779177353,578153867,38.000
1330063282625,1779177353,598164029,19.000
1330083283731,1779177353,618164879,19.000
1330103313382,1779177353,638194018,38.000
1330123232597,1779177353,658113682,38.000
1330143229351,1779177353,678110915,18.000
1330163234617,1779177353,698116342,18.000
1330183229515,1779177353,718110535,39.000
1330203231741,1779177353,738113177,39.000
1330223226415,1779177353,758107435,38.000
1330243291939,1779177353,778172735,38.000
1330263233747,1779177353,798115151,39.000
1330284050457,1779177353,818930517,0.000
1330303289592,1779177353,838170548,0.000
1330323921114,1779177353,858801942,38.000
1330343277084,1779177353,878157912,38.000
1330363232173,1779177353,898113481,38.000
1330383261119,1779177353,918142587,38.000
1330403260433,1779177353,938142157,38.000
1330423280868,1779177353,958162496,13.000
1330443260981,1779177353,978142449,13.000
1330463227654,1779177353,998108962,38.000
1330483232375,1779177354,18113620,38.000
1330503227528,1779177354,38109604,39.000
1330523268794,1779177354,58149878,39.000
1330543229866,1779177354,78112166,39.000
1330563261531,1779177354,98143255,39.000
1330583226475,1779177354,118108007,51.000
1330603231164,1779177354,138112536,51.000
1330623264173,1779177354,158146058,38.000
1330643632295,1779177354,178513667,38.000
1330663237678,1779177354,198119402,38.000
1330683267648,1779177354,218147132,38.000
1330703330130,1779177354,238211534,14.000
1330723264673,1779177354,258145853,14.000
1330743233041,1779177354,278114253,39.000
1330763278883,1779177354,298159807,39.000
1330783226130,1779177354,318107375,39.000
1330803279813,1779177354,338160641,39.000
1330823232276,1779177354,358113936,0.000
1330843261990,1779177354,378143554,0.000
1330863232662,1779177354,398115378,38.000
1330883262983,1779177354,418142435,38.000
1330903233047,1779177354,438114675,38.000
1330923234600,1779177354,458116036,38.000
1330943236089,1779177354,478117525,39.000
1330963290315,1779177354,498171591,39.000
1330983236474,1779177354,518118166,38.000
1331003227979,1779177354,538109639,38.000
1331023229116,1779177354,558110392,38.000
1331043229836,1779177354,578111400,38.000
1331063228925,1779177354,598110681,39.000
1331083227726,1779177354,618109418,39.000
1331103227007,1779177354,638108507,38.000
1331123314161,1779177354,658195854,38.000
1331143227392,1779177354,678109116,38.000
1331163212880,1779177354,698094669,38.000
1331183229154,1779177354,718110718,0.000
1331203258515,1779177354,738140303,0.000
1331223226403,1779177354,758107967,0.000
1331243233012,1779177354,778114544,0.000
1331263228549,1779177354,798110401,38.000
1331283183444,1779177354,818065392,38.000
1331303227174,1779177354,838107426,39.000
1331323229207,1779177354,858110707,39.000
1331343257096,1779177354,878138596,7.000
1331363229816,1779177354,898111572,7.000
1331383230089,1779177354,918111653,38.000
1331403293819,1779177354,938175480,38.000
1331423226282,1779177354,958107655,31.000
1331443226971,1779177354,978108727,31.000
1331463231116,1779177354,998112712,38.000
1331483273277,1779177355,18154777,38.000
1331503255788,1779177355,38136808,38.000
1331523225467,1779177355,58107063,38.000
1331543254635,1779177355,78136583,38.000
1331563229786,1779177355,98111094,38.000
1331583226666,1779177355,118108486,0.000
1331603228313,1779177355,138109877,0.000
1331623267690,1779177355,158149030,38.000
1331643257369,1779177355,178138933,38.000
1331663223048,1779177355,198104900,38.000
1331683234904,1779177355,218114900,38.000
1331703235079,1779177355,238116419,19.000
1331723255415,1779177355,258136467,19.000
1331743224870,1779177355,278106338,38.000
1331763231926,1779177355,298113234,38.000
1331783225893,1779177355,318107297,38.000
1331803257558,1779177355,338139186,38.000
1331823231653,1779177355,358113281,0.000
1331843269269,1779177355,378150065,0.000
1331863229956,1779177355,398111936,38.000
1331883262900,1779177355,418142736,38.000
1331903227587,1779177355,438108831,38.000
1331923232754,1779177355,458114031,38.000
1331943227682,1779177355,478109278,38.000
1331963278035,1779177355,498158895,38.000
1331983231809,1779177355,518113117,0.000
1332003262577,1779177355,538143470,0.000
1332023285570,1779177355,558165982,38.000
1332043225840,1779177355,578107052,38.000
1332063229055,1779177355,598109947,38.000
1332083302257,1779177355,618181581,38.000
1332103227006,1779177355,638109242,25.000
1332123227086,1779177355,658108266,25.000
1332143226525,1779177355,678107898,38.000
1332163228045,1779177355,698109545,38.000
1332183268094,1779177355,718149402,0.000
1332203248909,1779177355,738130217,0.000
1332223231132,1779177355,758112472,0.000
1332243227083,1779177355,778107911,0.000
1332263229083,1779177355,798110743,0.000
1332283249259,1779177355,818130023,0.000
1332303230650,1779177355,838110806,39.000
1332323232266,1779177355,858113254,39.000
1332343229273,1779177355,878111733,38.000
1332363308939,1779177355,898190183,38.000
1332383225944,1779177355,918107476,25.000
1332403261929,1779177355,938143365,25.000
1332423229111,1779177355,958110836,0.000
1332443231719,1779177355,978113187,0.000
1332463228182,1779177355,998109843,0.000
1332483227301,1779177356,18109089,0.000
1332503233620,1779177356,38115376,0.000
1332523228994,1779177356,58110238,0.000
1332543229104,1779177356,78110572,39.000
1332563230655,1779177356,98112347,39.000
1332583227533,1779177356,118109193,0.000
1332603229083,1779177356,138110648,0.000
1332623233578,1779177356,158114886,0.000
1332643228600,1779177356,178110196,0.000
1332663227591,1779177356,198109123,0.000
1332683230965,1779177356,218113489,0.000
1332703230883,1779177356,238112576,39.000
1332723230290,1779177356,258112014,39.000
1332743227008,1779177356,278108540,25.000
1332763224334,1779177356,298106251,25.000
1332783280382,1779177356,318160986,38.000
1332803227371,1779177356,338108263,38.000
1332823227578,1779177356,358109270,4.000
1332843227592,1779177356,378109444,4.000
1332863227318,1779177356,398108275,38.000
1332883226949,1779177356,418108449,38.000
1332903227923,1779177356,438109487,38.000
1332923225570,1779177356,458107006,38.000
