wall_time_ns,scan_stamp_ns,scan_stamp_to_scan_ms,amcl_particle_count,scan_to_amcl_ms,amcl_to_ekf_ms,scan_to_ekf_ms,ekf_to_drive_ms,drive_to_ackermann_ms,scan_to_ackermann_ms
1779177380001266863,1779177379995814864,0.194,2000,2.436,1.255,3.691,1.502,0.058,5.252
1779177380026085396,1779177380020307181,0.218,2000,2.429,1.698,4.127,1.270,0.156,5.553
1779177380056014447,1779177380050283561,0.279,2000,2.276,1.705,3.981,1.314,0.150,5.445
1779177380106196868,1779177380100285914,0.186,2000,2.531,1.652,4.183,1.341,0.193,5.718
1779177380155794411,1779177380150281418,0.213,2000,2.695,1.207,3.902,1.262,0.129,5.293
1779177380206019489,1779177380200265114,0.217,2000,2.470,1.732,4.202,1.219,0.109,5.530
1779177380255761163,1779177380250275659,0.213,2000,2.631,1.307,3.939,1.193,0.134,5.266
1779177380305834973,1779177380300287612,0.423,2000,2.190,1.601,3.790,1.182,0.145,5.117
1779177380356020338,1779177380350278636,0.209,2000,2.651,1.313,3.963,1.329,0.233,5.525
1779177380405918016,1779177380400276028,0.221,2000,2.585,1.509,4.093,1.271,0.051,5.415
1779177380455792270,1779177380450276781,0.219,2000,2.802,1.321,4.123,1.051,0.116,5.290
1779177380505966562,1779177380500276221,0.209,2000,2.449,1.729,4.178,1.248,0.050,5.476
1779177380555651883,1779177380550270349,0.217,2000,2.580,1.347,3.927,1.165,0.068,5.159
1779177380606860600,1779177380600257086,0.218,2000,3.156,1.186,4.342,1.914,0.123,6.378
1779177380655873873,1779177380650254862,0.202,2000,2.436,1.585,4.020,1.339,0.052,5.411
1779177380706185577,1779177380700249182,0.215,2000,2.429,1.814,4.243,1.402,0.070,5.715
1779177380756179385,1779177380750269743,0.210,2000,2.583,1.619,4.203,1.337,0.153,5.693
1779177380805870723,1779177380800261440,0.273,2000,4.110,0.048,4.158,1.029,0.142,5.330
1779177380856607044,1779177380848175103,0.333,2000,3.263,2.743,6.007,1.260,0.826,8.092
1779177380876096556,1779177380870241315,0.279,2000,3.232,0.861,4.093,1.397,0.079,5.569
1779177380907743023,1779177380900279137,0.254,2000,2.517,2.042,4.559,2.496,0.148,7.204
1779177380958944796,1779177380950312306,0.209,2000,2.985,4.054,7.038,0.957,0.421,8.416
1779177380976325650,1779177380970284773,0.338,2000,2.290,1.469,3.759,1.146,0.790,5.695
1779177381006491795,1779177381000267170,0.266,2000,2.448,1.590,4.038,1.045,0.867,5.950
1779177381052682856,1779177381020264916,0.764,2000,1.932,1.502,3.433,2.510,-1.000,-1.000
1779177381056635940,1779177381048992690,0.222,2000,3.043,2.393,5.435,1.121,0.858,7.414
1779177381076484595,1779177381070272418,0.292,2000,3.377,1.000,4.377,1.407,0.130,5.914
1779177381106957113,1779177381100274942,0.199,2000,2.371,2.457,4.827,1.428,0.220,6.475
1779177381128273066,1779177381120275472,0.217,2000,2.338,2.634,4.973,1.134,1.667,7.773
1779177381156180341,1779177381150280011,0.721,2000,1.980,1.555,3.535,1.459,0.178,5.172
1779177381175985283,1779177381170277278,0.221,2000,2.608,1.316,3.924,1.309,0.246,5.479
1779177381206193603,1779177381200259929,0.609,2000,2.259,1.443,3.702,1.480,0.136,5.318
1779177381226519837,1779177381220270027,0.428,2000,2.378,1.266,3.644,1.269,0.900,5.814
1779177381256101327,1779177381250267783,0.184,2000,2.408,1.747,4.154,1.338,0.150,5.643
1779177381276103553,1779177381270265625,0.396,2000,2.544,1.428,3.972,1.375,0.089,5.436
1779177381307094932,1779177381300257172,0.557,2000,2.342,1.423,3.765,2.189,0.318,6.272
1779177381325863017,1779177381320263527,0.327,2000,2.410,1.399,3.809,1.292,0.166,5.266
1779177381355964519,1779177381350262146,0.205,2000,2.936,0.986,3.923,1.333,0.234,5.489
1779177381375964793,1779177381370245428,0.213,2000,2.521,1.534,4.055,1.214,0.231,5.499
1779177381406863978,1779177381400261552,0.220,2000,3.160,1.968,5.128,1.095,0.153,6.376
1779177381426124363,1779177381420288707,0.687,2000,1.961,1.449,3.410,1.385,0.346,5.142
1779177381457203552,1779177381450276318,0.204,2000,3.358,1.118,4.476,1.356,0.883,6.716
1779177381476317405,1779177381470262704,0.272,2000,2.433,1.811,4.244,1.456,0.077,5.777
1779177381506112084,1779177381500265516,0.630,2000,2.081,1.492,3.573,1.585,0.054,5.211
1779177381525967939,1779177381520265886,0.201,2000,2.376,1.580,3.956,1.216,0.321,5.493
1779177381556518795,1779177381550310138,0.294,2000,3.415,1.101,4.516,1.198,0.194,5.908
1779177381576109716,1779177381570273420,0.456,2000,2.565,1.246,3.811,1.192,0.370,5.373
1779177381606430839,1779177381600269223,0.237,2000,2.572,1.306,3.877,1.222,0.818,5.917
1779177381626445418,1779177381620269434,0.866,2000,2.076,1.388,3.464,1.819,0.022,5.305
1779177381656575560,1779177381650276757,0.654,2000,2.237,1.431,3.668,1.400,0.570,5.638
1779177381675870890,1779177381670283240,0.300,2000,2.359,1.634,3.993,1.169,0.120,5.282
1779177381706814011,1779177381700285987,0.259,2000,3.065,0.959,4.024,1.316,0.922,6.262
1779177381726147134,1779177381720279701,0.890,2000,2.503,0.864,3.366,1.582,0.023,4.972
1779177381756268253,1779177381750288433,0.213,2000,2.509,1.519,4.028,1.485,0.247,5.760
1779177381777206917,1779177381770280483,0.902,2000,2.497,1.321,3.818,1.328,0.872,6.018
1779177381806203785,1779177381800283295,0.334,2000,2.622,1.262,3.883,1.487,0.209,5.579
1779177381826850826,1779177381820266737,2.926,2000,0.023,2.036,2.059,1.456,0.136,3.651
1779177381855935056,1779177381850247980,1.153,2000,2.008,1.088,3.096,1.298,0.133,4.528
1779177381876089734,1779177381870438691,0.308,2000,2.379,1.614,3.993,1.324,0.022,5.339
1779177381905866749,1779177381900275226,0.295,2000,2.931,0.848,3.780,1.312,0.198,5.289
1779177381925984434,1779177381920283853,0.557,2000,2.383,1.302,3.684,1.155,0.297,5.137
1779177381956840321,1779177381950280488,1.465,2000,1.921,0.946,2.866,1.369,0.852,5.088
1779177382005773078,1779177382000281334,0.278,2000,2.829,1.079,3.908,1.200,0.099,5.207
1779177382056728279,1779177382050279585,0.280,2000,2.601,1.251,3.853,1.441,0.867,6.161
1779177382106553854,1779177382100284716,0.241,2000,2.678,1.888,4.566,1.325,0.130,6.021
1779177382136192848,1779177382130282726,0.241,2000,2.505,1.636,4.140,1.275,0.247,5.662
1779177382186103449,1779177382180272049,0.228,2000,2.605,1.427,4.032,1.370,0.195,5.596
1779177382236014114,1779177382230280124,0.926,2000,1.824,1.384,3.209,1.321,0.270,4.800
1779177382287058917,1779177382280278632,1.012,2000,1.882,1.386,3.268,1.944,0.550,5.762
1779177382336912045,1779177382330263506,0.578,2000,2.492,1.583,4.075,1.901,0.088,6.064
1779177382385775390,1779177382380267678,0.404,2000,2.510,1.230,3.739,1.212,0.145,5.096
1779177382435969069,1779177382430438893,0.240,2000,2.594,1.202,3.796,1.348,0.140,5.284
1779177382486320225,1779177382480262740,0.553,2000,2.179,1.933,4.112,1.219,0.166,5.497
1779177382535969860,1779177382530453059,0.669,2000,2.561,0.817,3.379,1.443,0.021,4.843
1779177382585928974,1779177382580256266,0.199,2000,2.336,1.669,4.005,1.178,0.284,5.467
1779177382636183935,1779177382630261973,0.175,2000,2.421,1.820,4.241,1.176,0.324,5.741
1779177382656170288,1779177382650260966,0.215,2000,2.387,1.834,4.221,1.285,0.181,5.687
1779177382685882915,1779177382680264352,0.241,2000,2.528,1.480,4.008,1.233,0.130,5.371
1779177382706030392,1779177382700276882,0.216,2000,2.894,1.203,4.097,1.233,0.200,5.530
1779177382736642304,1779177382730261835,0.214,2000,2.429,1.606,4.035,1.238,0.886,6.159
1779177382756109445,1779177382750263805,0.217,2000,2.738,1.441,4.179,1.392,0.053,5.623
1779177382786028157,1779177382780283671,0.240,2000,2.757,1.232,3.990,1.359,0.150,5.498
1779177382806145713,1779177382800268328,0.464,2000,2.476,1.327,3.802,1.434,0.168,5.404
1779177382836015559,1779177382830277218,0.238,2000,2.638,1.298,3.937,1.338,0.218,5.493
1779177382856723241,1779177382850272339,0.279,2000,2.635,1.435,4.069,1.221,0.873,6.164
1779177382886451325,1779177382880274349,0.342,2000,2.436,1.594,4.030,1.570,0.228,5.828
1779177382906169991,1779177382900281150,0.251,2000,2.659,1.295,3.954,1.550,0.126,5.630
1779177382935864442,1779177382930281528,0.270,2000,2.654,1.259,3.912,1.162,0.231,5.306
1779177382956183475,1779177382950285098,0.422,2000,2.472,1.485,3.957,1.328,0.185,5.469
1779177382986183629,1779177382980286147,2.676,2000,0.342,1.275,1.617,1.279,0.318,3.214
1779177383002024125,1779177382995937936,0.404,2000,2.138,1.197,3.335,1.378,0.963,5.675
1779177383036138869,1779177383030284173,0.210,2000,2.438,1.750,4.188,1.340,0.110,5.638
1779177383057345505,1779177383050275869,0.198,2000,3.284,2.027,5.310,1.371,0.183,6.865
1779177383086289857,1779177383080352247,0.530,2000,2.724,1.074,3.798,1.385,0.218,5.402
1779177383108644744,1779177383100305542,0.515,2000,2.762,2.028,4.790,2.888,0.139,7.817
1779177383136921528,1779177383130288062,0.561,2000,2.417,2.004,4.421,1.502,0.143,6.066
1779177383156939753,1779177383150288334,0.236,2000,2.982,1.989,4.971,1.206,0.231,6.408
1779177383186143343,1779177383180278534,0.224,2000,2.607,1.485,4.092,1.368,0.175,5.634
1779177383206387044,1779177383200299767,0.231,2000,2.336,1.873,4.209,1.477,0.164,5.850
1779177383236101462,1779177383230276303,0.517,2000,2.365,1.248,3.613,1.526,0.163,5.302
1779177383256834935,1779177383250252670,0.266,2000,2.859,1.782,4.641,1.434,0.234,6.309
1779177383286326436,1779177383280276087,0.418,2000,2.940,1.031,3.971,1.488,0.166,5.625
1779177383307568913,1779177383300273991,0.250,2000,3.195,1.727,4.923,1.222,0.893,7.038
1779177383337073246,1779177383330248383,0.388,2000,2.527,2.275,4.803,1.454,0.174,6.430
1779177383356109527,1779177383350267280,0.424,2000,2.302,1.681,3.983,1.315,0.113,5.411
1779177383386486168,1779177383380275752,0.237,2000,2.744,1.179,3.923,1.264,0.780,5.966
1779177383406747055,1779177383400272216,0.228,2000,2.633,1.337,3.970,1.534,0.735,6.240
1779177383436011894,1779177383430264880,1.241,2000,2.216,0.862,3.078,1.248,0.173,4.499
1779177383456199690,1779177383450269825,0.230,2000,2.669,1.356,4.025,1.449,0.218,5.692
1779177383486923475,1779177383480270137,0.237,2000,2.604,1.312,3.916,1.469,1.023,6.408
1779177383506607516,1779177383500265545,0.205,2000,2.930,0.988,3.919,1.303,0.908,6.129
1779177383536927292,1779177383530263521,0.584,2000,2.165,1.620,3.785,2.264,0.025,6.074
1779177383556604261,1779177383550280690,0.295,2000,2.618,1.990,4.609,1.283,0.130,6.022
1779177383585958414,1779177383580268042,0.222,2000,2.654,1.450,4.104,1.336,0.023,5.462
1779177383606837651,1779177383600270234,0.569,2000,2.234,1.384,3.618,1.452,0.921,5.990
1779177383635988311,1779177383630265970,0.281,2000,2.605,1.339,3.944,1.375,0.116,5.434
1779177383658857130,1779177383650264611,0.239,2000,2.622,5.661,8.283,0.050,0.015,8.349
1779177383686012704,1779177383680241434,0.221,2000,2.891,1.530,4.421,1.079,0.045,5.545
1779177383705910094,1779177383700252363,0.216,2000,2.561,1.419,3.980,1.303,0.153,5.435
1779177383756237662,1779177383750238931,0.211,2000,2.655,1.607,4.262,1.331,0.188,5.781
1779177383765006090,1779177383730266947,0.199,2000,2.438,1.560,3.998,1.513,-1.000,-1.000
1779177383786867397,1779177383780265228,0.198,2000,2.454,1.702,4.156,2.220,0.023,6.399
1779177383806179621,1779177383800256476,0.198,2000,2.755,1.385,4.140,1.557,0.023,5.720
1779177383835772756,1779177383830247732,0.200,2000,2.669,1.194,3.864,1.404,0.052,5.319
1779177383856578903,1779177383848327799,0.620,2000,1.974,3.510,5.483,1.287,0.854,7.623
1779177383887548838,1779177383880265533,0.289,2000,3.883,0.787,4.670,2.129,0.188,6.988
1779177383930978678,1779177383900250285,0.211,2000,2.565,1.596,4.161,2.163,-1.000,-1.000
1779177383936603352,1779177383930257797,0.567,2000,2.331,1.275,3.606,2.034,0.133,5.772
1779177383957042259,1779177383950244053,0.202,2000,2.473,1.767,4.240,2.325,0.026,6.591
1779177383985882864,1779177383980257261,1.509,2000,1.362,1.386,2.748,1.191,0.170,4.110
1779177384005888032,1779177384000280606,0.200,2000,2.469,1.495,3.963,1.316,0.122,5.401
1779177384031348718,1779177384026791396,0.348,2000,2.487,0.018,2.505,1.556,0.142,4.203
1779177384056094731,1779177384049065064,1.064,2000,1.943,2.671,4.614,1.143,0.202,5.958
1779177384082363403,1779177384078135401,0.223,2000,2.532,0.061,2.593,1.383,0.023,4.000
1779177384106582748,1779177384100232201,0.624,2000,2.388,1.757,4.145,1.523,0.053,5.721
1779177384136096455,1779177384127852520,0.313,2000,2.290,4.157,6.447,1.303,0.175,7.924
1779177384156012981,1779177384150251567,0.851,2000,1.957,1.454,3.411,1.471,0.023,4.905
1779177384187132357,1779177384180259174,0.208,2000,3.352,1.886,5.238,1.339,0.082,6.659
1779177384205907288,1779177384200248629,0.202,2000,2.555,1.419,3.974,1.209,0.265,5.449
1779177384236153524,1779177384230258476,0.544,2000,2.346,1.478,3.825,1.496,0.025,5.346
1779177384256274758,1779177384250257179,0.779,2000,2.227,1.431,3.658,1.553,0.022,5.233
1779177384286627941,1779177384280255218,0.197,2000,2.456,1.566,4.022,1.224,0.923,6.168
1779177384307320548,1779177384300253889,0.228,2000,2.409,1.806,4.216,1.798,0.817,6.830
1779177384337018836,1779177384330251607,0.730,2000,1.970,1.875,3.845,1.384,0.801,6.030
1779177384356800446,1779177384350242982,0.191,2000,2.874,2.083,4.957,1.284,0.119,6.360
1779177384386198695,1779177384380265821,0.202,2000,2.690,1.635,4.325,1.210,0.189,5.725
1779177384406982472,1779177384400264813,0.184,2000,2.746,2.204,4.950,1.423,0.154,6.527
1779177384437966358,1779177384430287620,0.265,2000,3.345,1.112,4.457,2.926,0.026,7.409
1779177384458279436,1779177384450260370,0.291,2000,3.399,1.884,5.283,2.417,0.023,7.722
1779177384486058319,1779177384480268873,0.220,2000,2.550,1.535,4.085,1.245,0.233,5.562
1779177384505913051,1779177384500261496,0.226,2000,2.658,1.490,4.148,1.106,0.165,5.418
1779177384537029356,1779177384530258159,0.218,2000,4.468,0.424,4.892,1.434,0.221,6.547
1779177384557028667,1779177384550263966,0.231,2000,2.599,1.577,4.176,2.330,0.023,6.528
1779177384585923544,1779177384580277653,0.222,2000,2.530,1.499,4.029,1.160,0.229,5.418
1779177384609257716,1779177384600240451,0.251,2000,2.458,4.414,6.872,1.703,0.185,8.760
1779177384636156739,1779177384630265083,0.223,2000,2.497,1.554,4.051,1.497,0.114,5.662
1779177384655993006,1779177384650253993,0.218,2000,2.345,1.804,4.148,1.250,0.117,5.515
1779177384686752695,1779177384680268960,0.214,2000,3.030,1.769,4.798,1.288,0.177,6.263
1779177384705944691,1779177384700263087,0.213,2000,2.378,1.658,4.036,1.282,0.144,5.462
1779177384735997579,1779177384730259430,0.207,2000,2.799,1.271,4.070,1.323,0.132,5.524
1779177384756275713,1779177384750254229,0.184,2000,2.538,1.683,4.221,1.562,0.049,5.832
1779177384786500444,1779177384780259436,0.211,2000,2.803,1.603,4.406,1.495,0.122,6.023
1779177384806864244,1779177384800245179,0.202,2000,2.700,1.453,4.154,1.302,0.954,6.410
1779177384836936844,1779177384830259186,0.206,2000,2.860,1.290,4.151,1.410,0.904,6.464
1779177384856247372,1779177384850254081,0.207,2000,2.515,1.715,4.231,1.379,0.169,5.779
1779177384886974099,1779177384880257656,0.199,2000,2.540,1.728,4.268,1.510,0.731,6.509
1779177384906241265,1779177384900259815,0.220,2000,2.537,1.742,4.279,1.276,0.200,5.755
1779177384936416876,1779177384930271774,0.197,2000,3.620,0.904,4.524,1.317,0.101,5.942
1779177384956218487,1779177384950268205,0.228,2000,2.929,1.345,4.274,1.344,0.098,5.716
1779177384986164812,1779177384980271139,0.182,2000,2.822,1.334,4.156,1.297,0.252,5.705
1779177385006015607,1779177385000272915,0.726,2000,1.808,1.758,3.566,1.231,0.214,5.010
1779177385037402093,1779177385030286792,0.228,2000,2.392,2.735,5.127,1.729,0.025,6.881
1779177385056208895,1779177385050272854,0.238,2000,2.655,1.415,4.070,1.495,0.127,5.692
1779177385086426553,1779177385080285579,0.382,2000,2.609,1.635,4.244,1.275,0.232,5.752
1779177385106077503,1779177385100275129,0.236,2000,2.420,1.823,4.244,1.268,0.049,5.560
1779177385136973289,1779177385130271022,0.221,2000,2.475,2.420,4.895,1.402,0.177,6.475
1779177385156399050,1779177385150269916,0.233,2000,2.630,1.662,4.292,1.530,0.068,5.890
1779177385186526178,1779177385180265873,0.205,2000,2.467,1.998,4.464,1.490,0.094,6.049
1779177385206219081,1779177385200673929,0.637,2000,2.044,1.550,3.594,1.182,0.125,4.901
1779177385236485956,1779177385230272021,0.246,2000,2.612,1.451,4.063,1.369,0.239,5.671
1779177385257050111,1779177385250276771,0.237,2000,4.435,0.468,4.904,1.513,0.113,6.530
1779177385286420838,1779177385280244023,0.238,2000,3.830,0.800,4.630,1.212,0.090,5.932
1779177385306748892,1779177385300274022,0.236,2000,2.845,1.690,4.535,1.550,0.147,6.232
1779177385335959006,1779177385330263515,0.271,2000,2.292,1.721,4.013,1.300,0.105,5.418
1779177385356460824,1779177385350278537,0.189,2000,2.973,1.789,4.762,1.098,0.129,5.988
1779177385386169670,1779177385380247326,0.228,2000,2.551,1.571,4.122,1.352,0.215,5.688
1779177385406218230,1779177385400260652,0.195,2000,2.520,2.067,4.588,1.146,0.024,5.757
1779177385437630859,1779177385430245185,0.187,2000,3.120,2.275,5.395,1.601,0.196,7.192
1779177385456358300,1779177385450239247,4.914,2000,0.044,0.039,0.083,0.882,0.233,1.198
1779177385486479220,1779177385480266020,0.192,2000,2.577,1.812,4.390,1.497,0.128,6.014
1779177385506088793,1779177385500255346,0.191,2000,2.274,1.946,4.219,1.217,0.199,5.635
1779177385536629147,1779177385530244615,0.186,2000,2.371,1.987,4.358,1.632,0.202,6.191
1779177385557232247,1779177385550233397,0.194,2000,3.879,1.172,5.050,1.632,0.116,6.799
1779177385586228309,1779177385580252075,0.201,2000,2.237,1.932,4.168,1.284,0.316,5.768
1779177385606904082,1779177385600249913,0.196,2000,2.303,1.975,4.278,2.044,0.130,6.452
1779177385636096149,1779177385630240749,0.191,2000,2.466,1.805,4.271,1.239,0.148,5.658
1779177385656335112,1779177385650237051,0.192,2000,2.366,1.845,4.211,1.495,0.192,5.897
1779177385686053015,1779177385680246897,0.212,2000,2.260,1.886,4.147,1.249,0.191,5.587
1779177385706236361,1779177385700262015,0.571,2000,2.291,1.743,4.034,1.259,0.104,5.397
1779177385736346209,1779177385730258356,0.336,2000,2.333,1.699,4.031,1.563,0.150,5.745
1779177385756202732,1779177385750262882,0.580,2000,2.248,1.732,3.980,1.164,0.211,5.354
1779177385786131391,1779177385780272888,0.215,2000,2.377,1.647,4.024,1.269,0.344,5.637
1779177385807371530,1779177385800251493,0.467,2000,4.152,0.336,4.487,2.094,0.065,6.647
1779177385836313831,1779177385830281499,0.622,2000,2.026,1.751,3.777,1.457,0.170,5.403
1779177385856396759,1779177385850257737,0.478,2000,2.179,1.774,3.953,1.679,0.023,5.655
1779177385886789397,1779177385880270110,0.210,2000,4.158,0.516,4.674,1.379,0.249,6.302
1779177385906067922,1779177385900251820,0.217,2000,2.595,1.500,4.094,1.258,0.240,5.592
1779177385936287244,1779177385930231168,0.215,2000,2.880,1.431,4.311,1.402,0.121,5.834
1779177385955914738,1779177385950250895,0.211,2000,2.503,1.671,4.174,1.161,0.111,5.446
1779177385984888335,1779177385980250020,0.229,2000,2.278,0.563,2.841,1.544,0.020,4.404
1779177386016166081,1779177386010270873,0.202,2000,2.735,1.292,4.028,1.326,0.332,5.686
1779177386036438292,1779177386030248774,0.180,2000,2.803,1.379,4.182,1.738,0.083,6.003
1779177386066246948,1779177386060245049,0.200,2000,2.772,1.541,4.313,1.462,0.022,5.797
1779177386088899726,1779177386080248230,0.196,2000,2.821,4.355,7.176,1.095,0.179,8.450
1779177386116217603,1779177386110264058,0.231,2000,2.634,1.406,4.041,1.624,0.052,5.717
1779177386136427637,1779177386130519341,0.214,2000,2.547,1.489,4.037,1.366,0.285,5.687
1779177386166047232,1779177386160263323,0.214,2000,2.620,1.482,4.102,1.224,0.238,5.564
1779177386186476151,1779177386180253640,0.647,2000,2.298,1.436,3.733,1.468,0.366,5.568
1779177386216438346,1779177386210247611,0.199,2000,2.773,1.434,4.207,1.756,0.024,5.987
1779177386236582298,1779177386230251656,0.206,2000,2.805,1.793,4.598,1.447,0.073,6.118
1779177386266185956,1779177386260251644,0.199,2000,2.557,1.561,4.118,1.362,0.249,5.729
1779177386286162769,1779177386280242216,0.194,2000,2.372,1.796,4.168,1.331,0.221,5.720
1779177386316471628,1779177386310242332,0.188,2000,2.647,1.839,4.485,1.252,0.297,6.034
1779177386335976525,1779177386330251945,0.189,2000,2.632,1.510,4.142,1.367,0.022,5.530
1779177386366421515,1779177386360243965,0.258,2000,2.676,1.547,4.223,1.517,0.173,5.913
1779177386386209427,1779177386380255978,0.205,2000,2.384,1.804,4.187,1.385,0.170,5.742
1779177386416170534,1779177386410268734,0.204,2000,2.949,1.307,4.256,1.198,0.236,5.690
1779177386436004463,1779177386430256330,0.899,2000,2.152,1.355,3.507,1.289,0.047,4.844
1779177386466191271,1779177386460251454,0.261,2000,2.354,1.819,4.173,1.479,0.023,5.674
1779177386487000742,1779177386480241035,0.222,2000,2.907,1.359,4.266,1.311,0.952,6.529
1779177386516159911,1779177386510245310,0.224,2000,2.628,1.544,4.172,1.372,0.140,5.684
1779177386535998448,1779177386530234859,0.280,2000,2.675,1.337,4.012,1.354,0.111,5.477
1779177386566814710,1779177386560290240,0.462,2000,2.452,1.766,4.218,1.618,0.220,6.056
1779177386586144948,1779177386580246380,0.207,2000,2.412,1.868,4.280,1.204,0.201,5.684
1779177386617038108,1779177386610243487,0.829,2000,4.021,0.576,4.597,1.059,0.303,5.959
1779177386636039250,1779177386630252301,0.204,2000,2.520,1.567,4.087,1.239,0.250,5.576
1779177386666209449,1779177386660233280,0.216,2000,2.826,1.293,4.119,1.385,0.249,5.753
1779177386686428860,1779177386680251277,0.213,2000,2.946,1.464,4.410,1.372,0.176,5.958
1779177386716107752,1779177386710247489,0.208,2000,2.546,1.653,4.199,1.399,0.048,5.646
1779177386736185494,1779177386730249870,0.196,2000,2.482,1.758,4.240,1.354,0.139,5.733
1779177386786450845,1779177386780243278,0.203,2000,2.558,1.851,4.409,1.322,0.266,5.997
1779177386791200907,1779177386760244705,0.447,2000,2.514,1.788,4.302,2.010,-1.000,-1.000
1779177386816200043,1779177386810241634,0.208,2000,2.733,1.506,4.239,1.206,0.298,5.744
1779177386836327675,1779177386830245359,0.564,2000,2.145,1.864,4.009,1.346,0.156,5.511
1779177386866228524,1779177386860246210,0.206,2000,2.696,1.424,4.120,1.418,0.231,5.769
1779177386886325275,1779177386880250383,0.217,2000,2.752,1.400,4.152,1.447,0.247,5.846
1779177386916522804,1779177386910277476,0.640,2000,2.188,1.970,4.158,1.224,0.216,5.598
1779177386936641283,1779177386930272464,0.268,2000,3.575,0.986,4.561,1.331,0.202,6.095
1779177386965963847,1779177386960257764,0.229,2000,2.812,1.408,4.220,1.134,0.117,5.470
1779177386985961492,1779177386980240976,0.478,2000,2.425,1.387,3.812,1.294,0.130,5.236
1779177387017270757,1779177387010256836,0.220,2000,2.493,1.715,4.208,2.518,0.062,6.788
1779177387031945847,1779177387027021285,0.308,2000,2.996,0.069,3.065,1.414,0.131,4.610
1779177387066382031,1779177387060255170,0.449,2000,2.345,1.773,4.118,1.356,0.197,5.670
1779177387086685890,1779177387078270272,0.221,2000,5.070,1.748,6.817,1.319,0.052,8.189
1779177387116593553,1779177387110253568,0.213,2000,2.516,2.015,4.531,1.419,0.170,6.120
1779177387136242357,1779177387127964311,0.266,2000,2.466,3.969,6.435,1.454,0.116,8.005
1779177387167281151,1779177387160264478,0.285,2000,3.739,1.287,5.026,1.587,0.112,6.725
1779177387186394711,1779177387180265226,0.280,2000,2.814,1.285,4.099,1.486,0.258,5.842
1779177387211301300,1779177387205974329,0.688,2000,2.025,0.975,3.000,1.474,0.158,4.632
1779177387236729852,1779177387230253352,0.211,2000,2.769,1.914,4.682,1.409,0.168,6.259
1779177387266327333,1779177387260250041,0.199,2000,2.906,1.296,4.202,1.452,0.218,5.871
1779177387286702618,1779177387280257158,0.217,2000,2.611,1.770,4.381,1.577,0.263,6.222
1779177387316395589,1779177387306926219,0.897,2000,2.458,4.433,6.891,1.606,0.070,8.567
1779177387336537588,1779177387330292036,0.319,2000,2.421,1.767,4.188,1.492,0.240,5.919
1779177387366475236,1779177387360243061,0.670,2000,2.228,1.831,4.059,1.353,0.143,5.555
1779177387386120840,1779177387380241985,0.672,2000,2.013,1.999,4.011,1.081,0.109,5.200
1779177387416779177,1779177387410230195,0.201,2000,2.618,2.158,4.776,1.390,0.176,6.342
1779177387436135751,1779177387430234207,0.213,2000,2.636,1.640,4.275,1.253,0.154,5.682
1779177387465093665,1779177387460224305,0.247,2000,2.565,0.737,3.302,1.146,0.167,4.616
1779177387486226087,1779177387480242173,0.200,2000,2.504,1.794,4.298,1.304,0.175,5.777
1779177387516384700,1779177387510242159,0.205,2000,2.448,1.621,4.069,1.840,0.024,5.932
1779177387536329479,1779177387530245435,0.606,2000,2.136,1.858,3.993,1.293,0.185,5.471
1779177387568898580,1779177387560237421,0.196,2000,2.433,4.452,6.884,1.470,0.105,8.459
1779177387588105006,1779177387580216792,0.206,2000,2.436,2.952,5.388,2.195,0.094,7.676
1779177387636177055,1779177387630230807,0.212,2000,2.677,1.549,4.226,1.309,0.193,5.728
1779177387641228628,1779177387610244555,0.212,2000,2.461,2.854,5.315,2.790,-1.000,-1.000
1779177387666452152,1779177387660263561,0.492,2000,2.476,1.814,4.291,1.110,0.289,5.689
1779177387686288064,1779177387680231669,0.269,2000,2.523,1.728,4.251,1.191,0.338,5.780
1779177387716155983,1779177387710240231,0.200,2000,2.708,1.559,4.267,1.298,0.144,5.709
1779177387735915541,1779177387730233235,0.197,2000,2.452,1.737,4.188,1.205,0.085,5.478
1779177387766185773,1779177387760238821,0.344,2000,2.309,1.733,4.042,1.410,0.145,5.597
1779177387787006028,1779177387780241521,0.312,2000,2.260,2.055,4.315,2.106,0.025,6.447
1779177387816442769,1779177387810237923,0.200,2000,2.543,1.545,4.087,1.893,0.020,6.000
1779177387836418621,1779177387830219406,0.217,2000,2.604,1.784,4.388,1.325,0.264,5.976
1779177387866409806,1779177387860245729,0.205,2000,2.889,1.400,4.289,1.436,0.226,5.952
1779177387887011944,1779177387880249837,0.308,2000,2.975,1.214,4.189,2.232,0.027,6.449
1779177387916430157,1779177387910258815,0.237,2000,3.261,1.005,4.266,1.439,0.223,5.928
1779177387936289430,1779177387930260075,0.230,2000,3.682,0.781,4.463,1.179,0.151,5.793
1779177387966600143,1779177387960262589,0.184,2000,2.545,2.175,4.720,1.213,0.213,6.147
1779177387991188804,1779177387980251433,0.205,2000,2.553,1.679,4.232,6.481,0.015,10.728
1779177388016624077,1779177388010244186,0.199,2000,2.349,1.806,4.155,1.242,0.770,6.167
1779177388036130124,1779177388030256037,0.185,2000,2.485,1.734,4.219,1.195,0.268,5.682
1779177388066101564,1779177388060257494,1.087,2000,3.179,0.084,3.263,1.223,0.265,4.751
1779177388086624947,1779177388080246112,0.198,2000,2.534,2.266,4.800,1.273,0.101,6.174
1779177388116195353,1779177388110247025,0.195,2000,2.695,1.413,4.109,1.306,0.332,5.746
