monotonic_time_ns,ros_time_sec,ros_time_nsec,cpu_core_0_percent,cpu_core_1_percent,cpu_core_2_percent,cpu_core_3_percent,cpu_core_4_percent,cpu_core_5_percent
1439063234604,1779177462,598116232,100.000,0.000,100.000,100.000,0.000,50.000
1439083237876,1779177462,618118672,0.000,50.000,50.000,0.000,50.000,0.000
1439103231228,1779177462,638113336,100.000,100.000,50.000,0.000,100.000,50.000
1439123208996,1779177462,658091488,50.000,50.000,0.000,0.000,50.000,0.000
1439143233868,1779177462,678115689,0.000,0.000,100.000,50.000,0.000,66.667
1439163228533,1779177462,698110513,100.000,0.000,100.000,0.000,0.000,0.000
1439183232669,1779177462,718114969,50.000,50.000,100.000,0.000,100.000,100.000
1439203231397,1779177462,738113345,100.000,0.000,100.000,50.000,0.000,0.000
1439223231245,1779177462,758113385,0.000,0.000,0.000,50.000,100.000,0.000
1439243230773,1779177462,778112689,0.000,100.000,50.000,0.000,0.000,0.000
1439263230877,1779177462,798112857,0.000,0.000,50.000,0.000,0.000,0.000
1439283231461,1779177462,818113858,50.000,100.000,50.000,0.000,0.000,0.000
1439303231566,1779177462,838113866,50.000,0.000,100.000,50.000,0.000,100.000
1439323234998,1779177462,858117490,0.000,100.000,50.000,50.000,0.000,0.000
1439343234558,1779177462,878116890,50.000,0.000,50.000,0.000,0.000,0.000
1439363229702,1779177462,898111746,100.000,0.000,50.000,0.000,0.000,0.000
1439383230254,1779177462,918112586,0.000,0.000,50.000,0.000,0.000,100.000
1439403228246,1779177462,938110802,0.000,0.000,100.000,0.000,0.000,0.000
1439423235998,1779177462,958118523,0.000,0.000,50.000,50.000,66.667,50.000
1439443235559,1779177462,978117635,0.000,0.000,0.000,0.000,0.000,0.000
1439463236847,1779177462,998119051,0.000,100.000,50.000,0.000,0.000,66.667
1439483236758,1779177463,18118578,100.000,0.000,50.000,50.000,0.000,0.000
1439503231422,1779177463,38113978,100.000,0.000,50.000,0.000,50.000,50.000
1439523230277,1779177463,58112225,0.000,0.000,0.000,0.000,50.000,0.000
1439543230476,1779177463,78112392,0.000,0.000,50.000,0.000,50.000,0.000
1439563233012,1779177463,98115408,50.000,100.000,100.000,50.000,50.000,50.000
1439583228923,1779177463,118111319,0.000,50.000,50.000,100.000,0.000,0.000
1439603230626,1779177463,138113214,0.000,0.000,50.000,0.000,0.000,100.000
1439623231530,1779177463,158113574,0.000,0.000,100.000,0.000,50.000,100.000
1439643232465,1779177463,178114765,66.667,0.000,0.000,50.000,100.000,50.000
1439663204440,1779177463,198086644,0.000,50.000,0.000,50.000,0.000,0.000
1439683251072,1779177463,218133180,66.667,100.000,100.000,0.000,50.000,0.000
1439703234919,1779177463,238116803,0.000,50.000,100.000,0.000,50.000,0.000
1439723230223,1779177463,258112043,0.000,100.000,50.000,0.000,0.000,100.000
1439743235190,1779177463,278117106,0.000,0.000,50.000,0.000,50.000,100.000
1439763229853,1779177463,298112153,100.000,50.000,50.000,0.000,0.000,0.000
1439783232357,1779177463,318114529,100.000,0.000,100.000,50.000,50.000,0.000
1439803232140,1779177463,338114440,50.000,50.000,100.000,50.000,50.000,100.000
1439823230419,1779177463,358112367,50.000,0.000,100.000,50.000,100.000,100.000
1439843233595,1779177463,378116119,50.000,0.000,100.000,0.000,50.000,50.000
1439863228866,1779177463,398111070,50.000,0.000,100.000,100.000,0.000,50.000
1439883233225,1779177463,418115622,0.000,100.000,0.000,0.000,0.000,0.000
1439903238897,1779177463,438121741,100.000,0.000,50.000,0.000,50.000,100.000
1439923233336,1779177463,458115540,0.000,0.000,50.000,50.000,50.000,0.000
1439943230335,1779177463,478112060,66.667,0.000,100.000,0.000,0.000,0.000
1439963235847,1779177463,498117667,100.000,0.000,0.000,0.000,0.000,0.000
1439983235214,1779177463,518117386,0.000,0.000,100.000,0.000,50.000,50.000
1440003230838,1779177463,538112690,100.000,0.000,100.000,0.000,0.000,50.000
1440023230813,1779177463,558113017,0.000,0.000,100.000,0.000,0.000,0.000
1440043231204,1779177463,578113792,50.000,0.000,0.000,0.000,0.000,100.000
1440063233580,1779177463,598116072,100.000,50.000,0.000,0.000,66.667,100.000
1440083232147,1779177463,618114351,50.000,0.000,100.000,100.000,0.000,100.000
1440103230234,1779177463,638112599,0.000,50.000,50.000,0.000,0.000,50.000
1440123231970,1779177463,658113918,0.000,50.000,0.000,0.000,50.000,0.000
1440143233865,1779177463,678116037,100.000,0.000,0.000,50.000,100.000,50.000
1440163202128,1779177463,698084588,100.000,50.000,50.000,0.000,0.000,0.000
1440183229720,1779177463,718111924,0.000,0.000,100.000,0.000,100.000,50.000
1440203232351,1779177463,738114299,100.000,50.000,0.000,100.000,100.000,0.000
1440223230663,1779177463,758113123,50.000,0.000,50.000,0.000,50.000,100.000
1440243230382,1779177463,778112298,50.000,50.000,50.000,50.000,0.000,0.000
1440263226325,1779177463,798108817,0.000,50.000,50.000,50.000,66.667,0.000
1440283233053,1779177463,818115545,0.000,0.000,50.000,100.000,50.000,50.000
1440303230852,1779177463,838112352,50.000,100.000,0.000,0.000,0.000,50.000
1440323229387,1779177463,858111816,50.000,0.000,0.000,50.000,100.000,50.000
1440343232339,1779177463,878114415,0.000,0.000,100.000,0.000,100.000,50.000
1440363230778,1779177463,898113366,50.000,0.000,100.000,0.000,50.000,0.000
1440383229889,1779177463,918112254,0.000,0.000,0.000,0.000,0.000,50.000
1440403238889,1779177463,938120933,50.000,0.000,0.000,50.000,0.000,0.000
1440423292753,1779177463,958175566,0.000,0.000,0.000,50.000,0.000,0.000
1440443230968,1779177463,978112980,50.000,66.667,50.000,50.000,50.000,50.000
1440463230335,1779177463,998112571,0.000,100.000,50.000,0.000,100.000,0.000
1440483228870,1779177464,18110978,50.000,0.000,100.000,0.000,50.000,0.000
1440503230636,1779177464,38112904,0.000,0.000,50.000,50.000,50.000,0.000
1440523233811,1779177464,58116303,100.000,100.000,0.000,0.000,0.000,0.000
1440543233338,1779177464,78115766,50.000,50.000,0.000,0.000,50.000,50.000
1440563235008,1779177464,98117308,0.000,0.000,100.000,50.000,50.000,50.000
1440583230055,1779177464,118112035,100.000,0.000,50.000,0.000,50.000,50.000
1440603228877,1779177464,138110761,50.000,0.000,100.000,0.000,50.000,50.000
1440623231476,1779177464,158113360,50.000,0.000,100.000,50.000,50.000,0.000
1440643230586,1779177464,178112471,0.000,0.000,0.000,0.000,50.000,0.000
1440663231713,1779177464,198113853,100.000,100.000,0.000,0.000,0.000,50.000
1440683229384,1779177464,218111748,0.000,0.000,0.000,50.000,0.000,0.000
1440703234190,1779177464,238116202,50.000,50.000,100.000,50.000,0.000,0.000
1440723231061,1779177464,258112849,100.000,0.000,100.000,0.000,100.000,50.000
1440743228443,1779177464,278110359,0.000,0.000,0.000,0.000,0.000,50.000
