CAND_ID,RICCATI_W,RICCATI_I,ACCUM_W,ACCUM_I,GUARD,CSIM_PASS,PASS_RATE,AVG_ITERS,STATUS
r32i16_a24i12_g14,32,16,24,12,14,1,,,done
r32i16_a24i12_g18,32,16,24,12,18,1,,,done
r32i16_a24i12_g16,32,16,24,12,16,1,,,done
r32i16_a24i12_g20,32,16,24,12,20,1,,,done
