# x_m, y_m, w_tr_right_m, w_tr_left_m
-3.884381, 2.405669, 1.3673, 1.8538
-3.805381, 2.417868, 1.3656, 1.8668
-3.726131, 2.428325, 1.3630, 1.8619
-3.646677, 2.437097, 1.3594, 1.8324
-3.567063, 2.444268, 1.3546, 1.7884
-3.487328, 2.449945, 1.3487, 1.7432
-3.407508, 2.454261, 1.3416, 1.7025
-3.327631, 2.457365, 1.3330, 1.6662
-3.247720, 2.459424, 1.3231, 1.6322
-3.167792, 2.460617, 1.3119, 1.5984
-3.087856, 2.461132, 1.2997, 1.5629
-3.007918, 2.461165, 1.2870, 1.5245
-2.927981, 2.460920, 1.2741, 1.4827
-2.848044, 2.460601, 1.2610, 1.4387
-2.768107, 2.460418, 1.2474, 1.3949
-2.688170, 2.460582, 1.2329, 1.3530
-2.608236, 2.461306, 1.2173, 1.3139
-2.528312, 2.462806, 1.2007, 1.2774
-2.448414, 2.465301, 1.1836, 1.2430
-2.368564, 2.469013, 1.1673, 1.2106
-2.288793, 2.474168, 1.1531, 1.1800
-2.209149, 2.480998, 1.1421, 1.1515
-2.129693, 2.489745, 1.1348, 1.1256
-2.050505, 2.500655, 1.1311, 1.1030
-1.971689, 2.513987, 1.1308, 1.0843
-1.893377, 2.530009, 1.1341, 1.0700
-1.815732, 2.549003, 1.1415, 1.0606
-1.738959, 2.571257, 1.1546, 1.0560
-1.663308, 2.597069, 1.1754, 1.0558
-1.589086, 2.626735, 1.2051, 1.0581
-1.516659, 2.660547, 1.2449, 1.0636
-1.446462, 2.698770, 1.2980, 0.9600
-1.378995, 2.741627, 1.3682, 0.9700
-1.314821, 2.789269, 1.4516, 1.0690
-1.254540, 2.841749, 1.5365, 1.0673
-1.198763, 2.898991, 1.6107, 1.0679
-1.148065, 2.960775, 1.6495, 1.0696
-1.102929, 3.026732, 1.6468, 0.9700
-1.063706, 3.096368, 1.6281, 0.9700
-1.030575, 3.169100, 1.5977, 0.9700
-1.003541, 3.244314, 1.5487, 0.9700
-0.982451, 3.321407, 1.4792, 0.9700
-0.967029, 3.399833, 1.4089, 0.9750
-0.956914, 3.479119, 1.3508, 0.9750
-0.951707, 3.558880, 1.3041, 1.0586
-0.950998, 3.638808, 1.2668, 1.0346
-0.954393, 3.718669, 1.2381, 1.0179
-0.961532, 3.798283, 1.2169, 1.0085
-0.972096, 3.877516, 1.2022, 1.0056
-0.985812, 3.956265, 1.1930, 1.0083
-1.002457, 4.034447, 1.1887, 1.0154
-1.021858, 4.111992, 1.1887, 1.0259
-1.043889, 4.188832, 1.1928, 1.0384
-1.068471, 4.264893, 1.2010, 1.0518
-1.095569, 4.340096, 1.2134, 1.0649
-1.125189, 4.414340, 1.2307, 1.0764
-1.157375, 4.487509, 1.2536, 1.0855
-1.192206, 4.559456, 1.2827, 1.0920
-1.229785, 4.630006, 1.3167, 1.0961
-1.270235, 4.698950, 1.3533, 1.0980
-1.313686, 4.766042, 1.3923, 1.0983
-1.360262, 4.831002, 1.4371, 1.0977
-1.410065, 4.893522, 1.4923, 1.0962
-1.463155, 4.953276, 1.5551, 1.0946
-1.519534, 5.009936, 1.6092, 1.0926
-1.579131, 5.063200, 1.6507, 1.0899
-1.641797, 5.112817, 1.7192, 1.0878
-1.707306, 5.158614, 1.8294, 1.0846
-1.775373, 5.200517, 1.9058, 1.0807
-1.845671, 5.238560, 1.9275, 1.0765
-1.917860, 5.272881, 1.9005, 1.0721
-1.991608, 5.303711, 1.8231, 1.0679
-2.066611, 5.331352, 1.7147, 1.0664
-2.142601, 5.356154, 1.6020, 1.0681
-2.219352, 5.378493, 1.4974, 1.0732
-2.296678, 5.398753, 1.4033, 1.0811
-2.374431, 5.417313, 1.3210, 1.0898
-2.452491, 5.434531, 1.2499, 1.0964
-2.530767, 5.450743, 1.1885, 1.0991
-2.609186, 5.466253, 1.1359, 1.0958
-2.687689, 5.481330, 1.0918, 1.0878
-2.766230, 5.496206, 1.0555, 1.0764
-2.844772, 5.511075, 1.0263, 1.0637
-2.923287, 5.526089, 1.0033, 1.0514
-3.001752, 5.541359, 0.9850, 1.0400
-3.080154, 5.556953, 0.9706, 1.0289
-3.158485, 5.572898, 0.9594, 1.0174
-3.236747, 5.589181, 0.9511, 1.0044
-3.314948, 5.605749, 0.9456, 0.9894
-3.393109, 5.622510, 0.9426, 0.9722
-3.471255, 5.639339, 0.9422, 0.9527
-3.549421, 5.656076, 0.9444, 0.9316
-3.627646, 5.672530, 0.9496, 0.9095
-3.705976, 5.688482, 0.9580, 0.8875
-3.784455, 5.703683, 0.9695, 0.8666
-3.863124, 5.717861, 0.9842, 0.8482
-3.942020, 5.730718, 1.0020, 0.8334
-4.021166, 5.741934, 1.0237, 0.8230
-4.100567, 5.751171, 1.0505, 0.8176
-4.180203, 5.758076, 1.0841, 0.8175
-4.260027, 5.762289, 1.1252, 0.8225
-4.339953, 5.763453, 1.1737, 0.8319
-4.419855, 5.761227, 1.2298, 0.8442
-4.499568, 5.755301, 1.2958, 0.8579
-4.578887, 5.745417, 1.3758, 0.8713
-4.657578, 5.731386, 1.4746, 0.8846
-4.735391, 5.713109, 1.5912, 0.8972
-4.812082, 5.690578, 1.7023, 0.9082
-4.887426, 5.663889, 1.7708, 0.9193
-4.961242, 5.633226, 1.7743, 0.9293
-5.033405, 5.598849, 1.7077, 0.9390
-5.103849, 5.561075, 1.5925, 0.9481
-5.172575, 5.520255, 1.4720, 0.9567
-5.239638, 5.476756, 1.3706, 0.9645
-5.305144, 5.430945, 1.2881, 0.9714
-5.369237, 5.383177, 1.2226, 0.9770
-5.432092, 5.333790, 1.1734, 0.9814
-5.493901, 5.283100, 1.1369, 0.9843
-5.554871, 5.231402, 1.1091, 0.9858
-5.615213, 5.178973, 1.0865, 0.9858
-5.675140, 5.126070, 1.0671, 0.9843
-5.734864, 5.072937, 1.0493, 0.9813
-5.794589, 5.019806, 1.0322, 0.9771
-5.854514, 4.966901, 1.0152, 0.9717
-5.914829, 4.914441, 0.9981, 0.9661
-5.975713, 4.862642, 0.9812, 0.9612
-6.037333, 4.811721, 0.9647, 0.9584
-6.099843, 4.761897, 0.9491, 0.9586
-6.163382, 4.713394, 0.9344, 0.9622
-6.228073, 4.666438, 0.9205, 0.9695
-6.294021, 4.621265, 0.9074, 0.9801
-6.361309, 4.578114, 0.8948, 0.9935
-6.429999, 4.537233, 0.8826, 1.0095
-6.500126, 4.498869, 0.8710, 1.0288
-6.571697, 4.463273, 0.8596, 1.0527
-6.644689, 4.430692, 0.8482, 1.0817
-6.719047, 4.401361, 0.8367, 1.1146
-6.794681, 4.375502, 0.8257, 1.1501
-6.871471, 4.353309, 0.8147, 1.1858
-6.949266, 4.334948, 0.8034, 1.2165
-7.027889, 4.320539, 0.7918, 1.2252
-7.107145, 4.310159, 0.7809, 1.1867
-7.186826, 4.303830, 0.7697, 1.1243
-7.266725, 4.301522, 0.7585, 1.0873
-7.346641, 4.303149, 0.7474, 1.0655
-7.426390, 4.308578, 0.7368, 1.0353
-7.505809, 4.317633, 0.7270, 0.9910
-7.584764, 4.330102, 0.7186, 0.9395
-7.663152, 4.345748, 0.7119, 0.8896
-7.740901, 4.364317, 0.7070, 0.8464
-7.817966, 4.385543, 0.7041, 0.8113
-7.894334, 4.409159, 0.7031, 0.7838
-7.970013, 4.434898, 0.7039, 0.7628
-8.045032, 4.462500, 0.7061, 0.7470
-8.119439, 4.491715, 0.7096, 0.7348
-8.193293, 4.522302, 0.7143, 0.7248
-8.266662, 4.554033, 0.7198, 0.7159
-8.339623, 4.586694, 0.7258, 0.7073
-8.412253, 4.620083, 0.7323, 0.6988
-8.484632, 4.654012, 0.7392, 0.6904
-8.556838, 4.688310, 0.7463, 0.6820
-8.628943, 4.722819, 0.7537, 0.6738
-8.701014, 4.757400, 0.7614, 0.6661
-8.773110, 4.791928, 0.7696, 0.6594
-8.845280, 4.826301, 0.7783, 0.6542
-8.917562, 4.860436, 0.7875, 0.6512
-8.989985, 4.894274, 0.7972, 0.6515
-9.062562, 4.927778, 0.8071, 0.6560
-9.135296, 4.960941, 0.8173, 0.6661
-9.208175, 4.993783, 0.8281, 0.6836
-9.281177, 5.026353, 0.8402, 0.7105
-9.354263, 5.058732, 0.8545, 0.7495
-9.427384, 5.091033, 0.8724, 0.8066
-9.500475, 5.123401, 0.8975, 0.8920
-9.573457, 5.156014, 0.9383, 1.0197
-9.646235, 5.189081, 1.0100, 1.2069
-9.718692, 5.222843, 3.0923, 1.4573
-9.790690, 5.257574, 5.1745, 1.7634
-9.862062, 5.293574, 5.1866, 2.1177
-9.932605, 5.331169, 5.2135, 2.5128
-10.002078, 5.370706, 5.2592, 1.8318
-10.070189, 5.412545, 5.3290, 1.8114
-10.136591, 5.457045, 5.4323, 1.8011
-10.200875, 5.504551, 5.5934, 2.5902
-10.262573, 5.555367, 5.8580, 2.3972
-10.321164, 5.609734, 6.2663, 2.2325
-10.376095, 5.667796, 6.9123, 2.0973
-10.426806, 5.729576, 7.6700, 1.9746
-10.472775, 5.794959, 5.2941, 1.8728
-10.513559, 5.863695, 5.2766, 1.7909
-10.548824, 5.935419, 5.2679, 1.7187
-10.578369, 6.009683, 4.9325, 1.6629
-10.602120, 6.085999, 4.5970, 1.6310
-10.620113, 6.163874, 4.4076, 1.6332
-10.632466, 6.242841, 4.2819, 1.6568
-10.639343, 6.322473, 4.1847, 1.6721
-10.640931, 6.402386, 4.0857, 1.6668
-10.637415, 6.482238, 3.9821, 1.6585
-10.628967, 6.561720, 3.8894, 1.6648
-10.615734, 6.640547, 3.8151, 1.6993
-10.597845, 6.718450, 3.7528, 1.7653
-10.575404, 6.795166, 3.6948, 1.8622
-10.548506, 6.870435, 3.6324, 1.9883
-10.517237, 6.943995, 1.6050, 2.1291
-10.481689, 7.015586, 1.6502, 2.2858
-10.441969, 7.084948, 1.6198, 2.4314
-10.398202, 7.151831, 1.6012, 2.5553
-10.350544, 7.216000, 1.5909, 2.6601
-10.299182, 7.277244, 1.5827, 2.6342
-10.244332, 7.335385, 1.5793, 2.5120
-10.186236, 7.390283, 1.5771, 2.3979
-10.125156, 7.441841, 1.5759, 2.2092
-10.061366, 7.490007, 1.5754, 2.0520
-9.995144, 7.534770, 1.5753, 2.0367
-9.926762, 7.576161, 1.5754, 2.0094
-9.856484, 7.614244, 1.5751, 1.9452
-9.784557, 7.649112, 1.5742, 1.8766
-9.711208, 7.680885, 1.5726, 1.8232
-9.636648, 7.709700, 1.5734, 1.7852
-9.561064, 7.735713, 1.5756, 1.7572
-9.484625, 7.759094, 1.5809, 1.7370
-9.407479, 7.780026, 1.5921, 1.7238
-9.329756, 7.798705, 1.6095, 1.7175
-9.251569, 7.815337, 1.6337, 1.7176
-9.173016, 7.830145, 1.6648, 1.7228
-9.094179, 7.843359, 1.7024, 1.7317
-9.015128, 7.855225, 1.7453, 1.7435
-8.935920, 7.866003, 1.7925, 1.7577
-8.856606, 7.875963, 1.8438, 1.7733
-8.777226, 7.885387, 1.8990, 1.7888
-8.697817, 7.894568, 1.9591, 1.8028
-8.618415, 7.903808, 2.0257, 1.8142
-8.539057, 7.913409, 2.1011, 1.8225
-8.459781, 7.923676, 2.1866, 1.8273
-8.380637, 7.934903, 2.2807, 1.8281
-8.301678, 7.947370, 2.3789, 1.8255
-8.222970, 7.961330, 2.4764, 1.8199
-8.144584, 7.976998, 2.5654, 1.8114
-8.066597, 7.994543, 2.6288, 1.8007
-7.989084, 8.014075, 2.6435, 1.7880
-7.912112, 8.035642, 2.6027, 1.7732
-7.835734, 8.059225, 2.5254, 1.7562
-7.759979, 8.084742, 2.4350, 1.7373
-7.684853, 8.112051, 2.3449, 1.7184
-7.610328, 8.140965, 2.2629, 1.7027
-7.536355, 8.171260, 2.1905, 1.6935
-7.462855, 8.202690, 2.1227, 1.6936
-7.389736, 8.234993, 2.0542, 1.7002
-7.316889, 8.267907, 1.9817, 1.7076
-7.244204, 8.301176, 1.9049, 1.7082
-7.171568, 8.334554, 1.8258, 1.6971
-7.098878, 8.367813, 1.7484, 1.6732
-7.026038, 8.400742, 1.6758, 1.6397
-6.952966, 8.433154, 1.6080, 1.6008
-6.879596, 8.464884, 1.5439, 1.5598
-6.805875, 8.495789, 1.4826, 1.5187
-6.731765, 8.525751, 1.4242, 1.4783
-6.657243, 8.554670, 1.3706, 1.4394
-6.582294, 8.582466, 1.3216, 1.4027
-6.506916, 8.609076, 1.2784, 1.3696
-6.431113, 8.634449, 1.2407, 1.3417
-6.354895, 8.658547, 1.2078, 1.3196
-6.278276, 8.681338, 1.1795, 1.3030
-6.201273, 8.702797, 1.1557, 1.2904
-6.123906, 8.722902, 1.1361, 1.2807
-6.046195, 8.741636, 1.1210, 1.2736
-5.968163, 8.758981, 1.1099, 1.2691
-5.889832, 8.774923, 1.1026, 1.2676
-5.811225, 8.789448, 1.0989, 1.2699
-5.732369, 8.802548, 1.0988, 1.2758
-5.653289, 8.814218, 1.1025, 1.2850
-5.574011, 8.824459, 1.1107, 1.2971
-5.494562, 8.833280, 1.1233, 1.3118
-5.414970, 8.840698, 1.1401, 1.3290
-5.335262, 8.846738, 1.1609, 1.3482
-5.255463, 8.851440, 1.1855, 1.3675
-5.175599, 8.854852, 1.2131, 1.3839
-5.095692, 8.857031, 1.2424, 1.3943
-5.015761, 8.858049, 1.2725, 1.3974
-4.935824, 8.857984, 1.3028, 1.3960
-4.855894, 8.856925, 1.3324, 1.3963
-4.775980, 8.854967, 1.3610, 1.4047
-4.696090, 8.852211, 1.3887, 1.4246
-4.616227, 8.848764, 1.4154, 1.4556
-4.536392, 8.844736, 1.4416, 1.4962
-4.456581, 8.840237, 1.4677, 1.5467
-4.376791, 8.835380, 1.4940, 1.6095
-4.297017, 8.830278, 1.5208, 1.6829
-4.217251, 8.825041, 1.5478, 1.7498
-4.137487, 8.819780, 1.5752, 1.7922
-4.057717, 8.814601, 1.6030, 1.8120
-3.977936, 8.809608, 1.6311, 1.8185
-3.898137, 8.804903, 1.6598, 1.8180
-3.818316, 8.800583, 1.6887, 1.8129
-3.738471, 8.796742, 1.7175, 1.8060
-3.658601, 8.793469, 1.7458, 1.7982
-3.578706, 8.790850, 1.7735, 1.7906
-3.498791, 8.788965, 1.8010, 1.7837
-3.418861, 8.787890, 1.8293, 1.7776
-3.338924, 8.787694, 1.8581, 1.7728
-3.258990, 8.788441, 1.8861, 1.7690
-3.179072, 8.790186, 1.9106, 1.7662
-3.099184, 8.792978, 1.9295, 1.7642
-3.019341, 8.796856, 1.9424, 1.7628
-2.939560, 8.801850, 1.9496, 1.7621
-2.859858, 8.807978, 1.9508, 1.7620
-2.780252, 8.815245, 1.9447, 1.7624
-2.700757, 8.823645, 1.9309, 1.7633
-2.621388, 8.833156, 1.9106, 1.7646
-2.542155, 8.843742, 1.8863, 1.7661
-2.463065, 8.855350, 1.8608, 1.7680
-2.384121, 8.867914, 1.8359, 1.7704
-2.305321, 8.881350, 1.8124, 1.7736
-2.226657, 8.895558, 1.7905, 1.7776
-2.148114, 8.910424, 1.7707, 1.7832
-2.069672, 8.925817, 1.7533, 1.7902
-1.991307, 8.941595, 1.7385, 1.7990
-1.912988, 8.957598, 1.7270, 1.8106
-1.834680, 8.973658, 1.7193, 1.8251
-1.756347, 8.989591, 1.7158, 1.8441
-1.677949, 9.005205, 1.7163, 1.8680
-1.599449, 9.020295, 1.7215, 1.8972
-1.520811, 9.034649, 1.7300, 1.9319
-1.442004, 9.048043, 1.7412, 1.9710
-1.363004, 9.060248, 1.7543, 2.0125
-1.283798, 9.071028, 1.7684, 2.0530
-1.204382, 9.080138, 1.7823, 2.0879
-1.124771, 9.087335, 1.7949, 2.1157
-1.044993, 9.092369, 1.8057, 2.1400
-0.965101, 9.094993, 1.8145, 2.1617
-0.885166, 9.094966, 1.8208, 2.1712
-0.805284, 9.092052, 1.8247, 2.1640
-0.725577, 9.086030, 1.8265, 2.1527
-0.646190, 9.076697, 1.8270, 2.1526
-0.567292, 9.063874, 1.8264, 2.1706
-0.489073, 9.047411, 1.8254, 2.2070
-0.411739, 9.027196, 1.8245, 2.2611
-0.335507, 9.003156, 1.8239, 2.3384
-0.260599, 8.975264, 1.8239, 2.4598
-0.187232, 8.943539, 1.8249, 2.6339
-0.115612, 8.908048, 1.8273, 2.8469
-0.045922, 8.868902, 1.8303, 3.0907
