wall_time_ns,scan_stamp_ns,scan_stamp_to_scan_ms,amcl_particle_count,amcl_processing_ms,amcl_pose_compute_ms,cpu_to_gpu_scan_ms,gpu_to_cpu_particles_ms,gpu_to_cpu_weights_ms,cpu_gpu_transfer_total_ms,cpu_to_gpu_scan_bytes,gpu_to_cpu_particles_bytes,gpu_to_cpu_weights_bytes,amcl_predict_ms,amcl_sensor_model_ms,amcl_normalize_ms,amcl_scan_confidence_ms,amcl_update_weights_total_ms,amcl_cluster_estimate_ms,amcl_resample_ms,amcl_kld_target_ms,amcl_full_compute_ms,amcl_callback_to_pose_publish_ms,amcl_pose_published,amcl_cluster_weight,scan_to_amcl_ms,amcl_to_ekf_ms,scan_to_ekf_ms,ekf_to_drive_ms,drive_to_ackermann_ms,scan_to_ackermann_ms
1779707259441920429,1779707259436469763,0.262,2000,1.333,1.300,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.400,0.251,0.066,0.040,0.432,0.466,0.032,nan,1.333,1.444,1.000,1.000,2.194,2.529,4.722,0.377,0.086,5.185
1779707259471961335,1779707259466352360,0.225,2000,1.808,1.546,0.031,nan,nan,0.031,1084.000,0.000,0.000,0.397,0.270,0.183,0.041,0.544,0.603,0.262,nan,1.808,1.920,1.000,1.000,1.434,3.438,4.872,0.497,0.011,5.380
1779707259491887845,1779707259486408890,0.235,2000,1.295,1.268,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.412,0.251,0.082,0.039,0.430,0.424,0.027,nan,1.295,1.417,1.000,0.990,1.421,3.382,4.803,0.297,0.141,5.240
1779707259522761609,1779707259516343777,0.222,2000,1.230,1.197,0.041,nan,nan,0.041,1084.000,0.000,0.000,0.398,0.242,0.055,0.038,0.393,0.404,0.033,nan,1.230,1.342,1.000,0.998,1.437,4.271,5.708,0.280,0.205,6.193
1779707259542360013,1779707259536350577,0.286,2000,1.542,1.284,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.409,0.257,0.071,0.039,0.439,0.434,0.029,nan,1.314,1.421,1.000,1.000,1.844,3.452,5.296,0.021,0.383,5.701
1779707259572047692,1779707259566357242,0.536,2000,1.542,1.338,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.466,0.259,0.081,0.038,0.429,0.442,0.203,nan,1.542,1.654,1.000,1.000,1.068,3.577,4.645,0.365,0.141,5.151
1779707259593033723,1779707259586353739,0.535,2000,1.358,1.196,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.406,0.255,0.047,0.037,0.391,0.398,0.032,nan,1.228,1.328,1.000,0.991,1.314,4.482,5.796,0.058,0.287,6.141
1779707259621963042,1779707259616310322,0.426,2000,1.382,1.264,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.402,0.247,0.067,0.037,0.408,0.452,0.094,nan,1.358,1.466,1.000,0.999,1.348,3.451,4.800,0.182,0.239,5.221
1779707259642136216,1779707259636321827,0.212,2000,1.382,1.350,0.041,nan,nan,0.041,1084.000,0.000,0.000,0.446,0.252,0.078,0.044,0.436,0.466,0.031,nan,1.382,1.502,1.000,1.000,1.833,3.404,5.238,0.269,0.093,5.600
1779707259671866456,1779707259666364013,0.229,2000,1.477,1.233,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.439,0.243,0.050,0.037,0.386,0.406,0.243,nan,1.477,1.593,1.000,1.000,1.388,3.498,4.886,0.221,0.163,5.271
1779707259692712739,1779707259686334012,0.850,2000,1.228,1.203,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.406,0.250,0.049,0.039,0.391,0.405,0.024,nan,1.228,1.343,1.000,0.990,1.452,3.695,5.148,0.336,0.042,5.526
1779707259722326240,1779707259716329028,0.555,2000,1.291,1.260,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.412,0.251,0.059,0.039,0.405,0.442,0.030,nan,1.291,1.408,1.000,0.999,1.997,2.920,4.918,0.254,0.268,5.440
1779707259742192716,1779707259736467353,1.110,2000,1.344,1.315,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.425,0.252,0.065,0.060,0.436,0.452,0.028,nan,1.344,1.463,1.000,1.000,1.620,2.502,4.122,0.335,0.155,4.612
1779707259772103954,1779707259766442881,0.343,2000,1.457,1.257,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.400,0.248,0.062,0.040,0.394,0.460,0.199,nan,1.457,1.569,1.000,1.000,1.615,3.253,4.868,0.311,0.135,5.314
1779707259792226054,1779707259786316334,0.389,2000,1.250,1.222,0.029,nan,nan,0.029,1084.000,0.000,0.000,0.404,0.243,0.047,0.037,0.373,0.444,0.028,nan,1.250,1.360,1.000,0.991,1.346,4.145,5.490,0.019,0.008,5.518
1779707259822018952,1779707259816349719,0.205,2000,1.299,1.271,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.423,0.254,0.064,0.036,0.407,0.439,0.027,nan,1.299,1.407,1.000,0.999,1.615,3.423,5.038,0.270,0.153,5.461
1779707259842568938,1779707259836361448,0.404,2000,1.317,1.291,0.037,nan,nan,0.037,1084.000,0.000,0.000,0.406,0.251,0.069,0.063,0.443,0.440,0.026,nan,1.317,1.430,1.000,1.000,1.640,3.876,5.516,0.272,0.011,5.800
1779707259871774906,1779707259866348496,0.345,2000,1.516,1.324,0.033,nan,nan,0.033,1084.000,0.000,0.000,0.401,0.263,0.145,0.039,0.498,0.423,0.191,nan,1.516,1.640,1.000,1.000,1.279,3.572,4.851,0.175,0.052,5.078
1779707259891748937,1779707259886350881,0.438,2000,1.287,1.259,0.037,nan,nan,0.037,1084.000,0.000,0.000,0.408,0.252,0.067,0.041,0.422,0.428,0.027,nan,1.287,1.394,1.000,0.991,1.196,3.404,4.599,0.212,0.145,4.957
1779707259942243794,1779707259936376506,0.515,2000,1.309,1.276,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.458,0.248,0.053,0.037,0.395,0.421,0.033,nan,1.309,1.423,1.000,1.000,1.250,3.278,4.528,0.240,0.582,5.350
1779707259942526170,1779707259916389130,0.601,2000,1.218,1.175,0.031,nan,nan,0.031,1084.000,0.000,0.000,0.397,0.238,0.048,0.034,0.371,0.404,0.042,nan,1.218,1.332,1.000,0.999,1.092,3.783,4.875,0.022,-1.000,-1.000
1779707259971765483,1779707259966354434,0.648,2000,1.440,1.244,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.408,0.252,0.062,0.039,0.408,0.426,0.195,nan,1.440,1.555,1.000,1.000,1.443,3.011,4.454,0.255,0.051,4.761
1779707259992031524,1779707259986333330,0.229,2000,1.318,1.286,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.453,0.252,0.064,0.046,0.418,0.413,0.031,nan,1.318,1.430,1.000,0.993,1.510,3.316,4.827,0.291,0.349,5.466
1779707260022738435,1779707260016393629,0.507,2000,1.275,1.250,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.415,0.248,0.068,0.038,0.406,0.427,0.025,nan,1.275,1.379,1.000,0.999,1.277,3.832,5.110,0.714,0.012,5.835
1779707260072094472,1779707260066351221,0.222,2000,1.406,1.372,0.037,nan,nan,0.037,1084.000,0.000,0.000,0.419,0.252,0.146,0.041,0.508,0.443,0.034,nan,1.406,1.521,1.000,1.000,1.778,3.300,5.078,0.369,0.072,5.519
1779707260121726934,1779707260116361742,0.215,2000,1.275,1.321,0.039,nan,nan,0.039,1084.000,0.000,0.000,0.420,0.244,0.137,0.042,0.484,0.415,0.197,nan,1.519,1.625,1.000,1.000,1.679,3.112,4.791,0.227,0.129,5.147
1779707260142129747,1779707260136361311,0.390,2000,1.275,1.247,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.407,0.252,0.065,0.041,0.415,0.422,0.028,nan,1.275,1.385,1.000,0.991,1.514,3.138,4.652,0.302,0.421,5.375
1779707260172343363,1779707260166364616,0.762,2000,1.221,1.188,0.027,nan,nan,0.027,1084.000,0.000,0.000,0.397,0.246,0.047,0.035,0.372,0.418,0.032,nan,1.221,1.334,1.000,0.999,1.389,3.472,4.861,0.179,0.173,5.213
1779707260222024914,1779707260216538791,0.634,2000,1.412,1.214,0.038,nan,nan,0.038,1084.000,0.000,0.000,0.408,0.242,0.051,0.038,0.389,0.416,0.197,nan,1.412,1.515,1.000,1.000,1.141,3.408,4.549,0.287,0.012,4.849
1779707260242034307,1779707260236330001,0.668,2000,1.307,1.272,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.410,0.254,0.066,0.040,0.420,0.440,0.035,nan,1.307,1.421,1.000,0.991,1.105,3.387,4.493,0.307,0.233,5.033
1779707260272179888,1779707260266363226,0.380,2000,1.326,1.299,0.040,nan,nan,0.040,1084.000,0.000,0.000,0.423,0.254,0.068,0.042,0.430,0.444,0.027,nan,1.326,1.439,1.000,0.999,1.843,3.061,4.903,0.214,0.317,5.434
1779707260291951546,1779707260286363115,0.443,2000,1.266,1.215,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.402,0.247,0.052,0.053,0.395,0.417,0.198,nan,1.414,1.532,1.000,1.000,1.333,3.397,4.730,0.309,0.103,5.142
1779707260321944002,1779707260316360436,0.469,2000,1.266,1.235,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.417,0.251,0.064,0.037,0.406,0.410,0.031,nan,1.266,1.365,1.000,0.994,1.255,3.500,4.754,0.346,0.011,5.111
1779707260342865935,1779707260336352740,0.529,2000,1.284,1.251,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.410,0.247,0.067,0.041,0.415,0.424,0.033,nan,1.284,1.394,1.000,0.999,1.129,4.789,5.918,0.057,0.005,5.981
1779707260372031198,1779707260366445744,0.368,2000,1.227,1.200,0.030,nan,nan,0.030,1084.000,0.000,0.000,0.389,0.237,0.049,0.038,0.373,0.436,0.027,nan,1.227,1.336,1.000,1.000,1.502,3.276,4.778,0.367,0.070,5.215
1779707260422082329,1779707260416437417,0.658,2000,1.486,1.273,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.410,0.251,0.064,0.040,0.414,0.446,0.213,nan,1.486,1.602,1.000,1.000,1.154,3.281,4.434,0.181,0.367,4.983
1779707260462183293,1779707260457776788,0.917,2000,1.376,1.349,0.038,nan,nan,0.038,1084.000,0.000,0.000,0.431,0.316,0.073,0.044,0.495,0.421,0.026,nan,1.376,1.494,1.000,0.992,1.291,2.063,3.355,0.125,0.007,3.487
1779707260487120552,1779707260484273103,0.247,2000,1.272,1.236,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.428,0.245,0.060,0.040,0.400,0.406,0.031,nan,1.268,1.391,1.000,0.999,1.447,1.121,2.568,0.021,0.008,2.598
1779707260512147382,1779707260509323869,0.196,2000,1.272,1.225,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.408,0.255,0.049,0.041,0.397,0.418,0.046,nan,1.272,1.387,1.000,1.000,1.736,0.438,2.174,0.440,0.011,2.625
1779707260542463656,1779707260536327529,0.237,2000,1.538,1.342,0.097,nan,nan,0.097,1084.000,0.000,0.000,0.408,0.264,0.054,0.085,0.521,0.412,0.195,nan,1.538,1.654,1.000,1.000,1.609,4.003,5.612,0.272,0.011,5.896
1779707260572661719,1779707260566325009,0.346,2000,1.278,1.252,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.408,0.264,0.078,0.041,0.437,0.404,0.026,nan,1.278,1.400,1.000,0.993,1.494,4.054,5.548,0.278,0.161,5.987
1779707260592873614,1779707260586412389,0.224,2000,1.440,1.408,0.042,nan,nan,0.042,1084.000,0.000,0.000,0.437,0.253,0.086,0.046,0.452,0.516,0.032,nan,1.440,1.562,1.000,0.999,1.960,2.969,4.929,1.292,0.013,6.234
1779707260622152705,1779707260616528913,0.317,2000,1.338,1.309,0.049,nan,nan,0.049,1084.000,0.000,0.000,0.400,0.251,0.076,0.041,0.439,0.468,0.029,nan,1.338,1.458,1.000,1.000,1.701,3.101,4.803,0.237,0.263,5.303
1779707260641971596,1779707260636441663,0.828,2000,1.357,1.320,0.039,nan,nan,0.039,1084.000,0.000,0.000,0.422,0.250,0.089,0.043,0.445,0.451,0.037,nan,1.357,1.487,1.000,1.000,1.794,2.502,4.296,0.328,0.074,4.699
1779707260678188631,1779707260666352773,0.735,2000,1.868,1.675,0.038,nan,nan,0.038,1084.000,0.000,0.000,0.424,0.468,0.176,0.046,0.793,0.455,0.192,nan,1.868,2.034,1.000,1.000,0.985,10.077,11.062,0.028,0.008,11.098
1779707260692072584,1779707260686364374,0.407,2000,1.264,1.231,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.404,0.255,0.063,0.039,0.417,0.409,0.033,nan,1.264,1.369,1.000,0.993,1.251,3.572,4.823,0.275,0.200,5.298
1779707260722200725,1779707260716324285,0.246,2000,1.288,1.255,0.039,nan,nan,0.039,1084.000,0.000,0.000,0.417,0.256,0.072,0.040,0.434,0.403,0.032,nan,1.288,1.395,1.000,0.999,1.462,3.733,5.195,0.087,0.346,5.627
1779707260742222950,1779707260736443314,0.788,2000,1.324,1.291,0.039,nan,nan,0.039,1084.000,0.000,0.000,0.420,0.272,0.068,0.042,0.445,0.424,0.032,nan,1.324,1.434,1.000,1.000,1.361,3.326,4.687,0.123,0.178,4.988
1779707260772239407,1779707260766310198,0.511,2000,1.291,1.257,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.403,0.242,0.073,0.039,0.411,0.441,0.033,nan,1.291,1.390,1.000,1.000,1.481,3.715,5.196,0.082,0.137,5.415
1779707260793206590,1779707260786503373,0.280,2000,1.548,1.352,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.405,0.261,0.072,0.043,0.431,0.515,0.195,nan,1.548,1.660,1.000,1.000,1.672,4.697,6.369,0.017,0.034,6.420
1779707260821967424,1779707260816344625,0.561,2000,1.294,1.267,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.412,0.251,0.060,0.040,0.407,0.446,0.027,nan,1.294,1.412,1.000,0.992,1.293,3.432,4.724,0.141,0.194,5.059
1779707260841879918,1779707260836429540,0.603,2000,1.348,1.321,0.030,nan,nan,0.030,1084.000,0.000,0.000,0.399,0.261,0.069,0.037,0.416,0.505,0.026,nan,1.348,1.452,1.000,0.998,1.699,2.846,4.545,0.157,0.143,4.845
1779707260872377382,1779707260866348266,0.614,2000,1.244,1.352,0.040,nan,nan,0.040,1084.000,0.000,0.000,0.420,0.321,0.072,0.040,0.497,0.433,0.083,nan,1.435,1.554,1.000,0.999,1.431,3.682,5.113,0.155,0.144,5.412
1779707260898522935,1779707260886388380,0.542,2000,1.244,1.202,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.411,0.243,0.049,0.038,0.385,0.405,0.042,nan,1.244,1.349,1.000,0.999,1.417,9.950,11.367,0.094,0.129,11.589
1779707260922219451,1779707260916361764,0.809,2000,1.391,1.195,0.033,nan,nan,0.033,1084.000,0.000,0.000,0.407,0.238,0.054,0.039,0.384,0.403,0.196,nan,1.391,1.501,1.000,0.999,1.076,3.668,4.744,0.130,0.171,5.046
1779707260942210923,1779707260936574459,0.447,2000,1.271,1.238,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.408,0.258,0.064,0.041,0.419,0.409,0.033,nan,1.271,1.375,1.000,0.989,1.360,3.401,4.761,0.180,0.246,5.187
1779707260972161266,1779707260966348189,0.870,2000,1.280,1.252,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.406,0.255,0.057,0.040,0.409,0.435,0.027,nan,1.280,1.386,1.000,0.998,1.203,3.361,4.564,0.064,0.311,4.939
1779707260991756566,1779707260986364206,0.867,2000,1.257,1.230,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.410,0.253,0.053,0.038,0.399,0.418,0.027,nan,1.257,1.362,1.000,0.999,1.393,2.898,4.291,0.098,0.133,4.522
1779707261021797760,1779707261016352822,0.500,2000,1.499,1.349,0.031,nan,nan,0.031,1084.000,0.000,0.000,0.409,0.253,0.113,0.039,0.524,0.414,0.032,nan,1.381,1.503,1.000,0.999,1.546,3.101,4.647,0.168,0.126,4.942
1779707261041866323,1779707261036373384,0.385,2000,1.266,1.301,0.041,nan,nan,0.041,1084.000,0.000,0.000,0.404,0.252,0.057,0.040,0.412,0.484,0.197,nan,1.499,1.610,1.000,0.999,1.994,2.760,4.754,0.175,0.176,5.105
1779707261072180390,1779707261066354768,0.209,2000,1.266,1.234,0.031,nan,nan,0.031,1084.000,0.000,0.000,0.394,0.256,0.060,0.038,0.404,0.434,0.031,nan,1.266,1.379,1.000,0.989,2.066,2.871,4.937,0.152,0.524,5.613
1779707261091975984,1779707261086285407,1.421,2000,1.384,1.222,0.033,nan,nan,0.033,1084.000,0.000,0.000,0.396,0.250,0.060,0.038,0.404,0.420,0.032,nan,1.254,1.365,1.000,0.997,0.915,3.029,3.944,0.122,0.201,4.267
1779707261122485545,1779707261116365834,0.471,2000,1.384,1.354,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.470,0.253,0.073,0.041,0.426,0.455,0.029,nan,1.384,1.486,1.000,0.999,1.687,3.700,5.387,0.121,0.137,5.645
1779707261141986346,1779707261136333018,0.204,2000,1.296,1.265,0.035,nan,nan,0.035,1084.000,0.000,0.000,0.404,0.244,0.049,0.045,0.394,0.465,0.031,nan,1.296,1.390,1.000,0.999,1.892,3.226,5.118,0.185,0.143,5.447
1779707261172521028,1779707261166353827,0.301,2000,1.447,1.247,0.040,nan,nan,0.040,1084.000,0.000,0.000,0.412,0.246,0.063,0.042,0.416,0.416,0.200,nan,1.447,1.563,1.000,1.000,1.696,3.813,5.509,0.210,0.144,5.863
1779707261192989763,1779707261186366517,0.563,2000,1.389,1.326,0.036,nan,nan,0.036,1084.000,0.000,0.000,0.431,0.266,0.064,0.041,0.427,0.466,0.062,nan,1.389,1.529,1.000,0.988,1.220,4.361,5.581,0.261,0.215,6.057
