x_ref_m,y_ref_m,width_left_m,width_right_m,psi_racetraj_rad,s_racetraj_m,kappa_racetraj_radpm,vx_racetraj_mps
-3.8920; 0.7568; 1.8046; 0.5875; -0.2904; 61.1683; 0.1084; 2.5000
-3.5947; 0.6854; 1.8347; 0.5937; -0.1854; 61.4740; 0.0676; 2.5000
-3.2309; 0.6328; 1.8387; 0.6132; -0.1249; 61.8417; 0.0420; 2.5000
-3.0234; 0.6137; 1.8184; 0.6356; -0.0780; 62.0500; 0.0301; 2.5000
-2.8021; 0.5992; 1.8349; 0.6495; -0.0550; 62.2718; 0.0226; 2.5000
-2.5704; 0.5888; 1.8294; 0.6390; -0.0366; 62.5037; 0.0176; 2.5000
-2.3317; 0.5820; 1.8048; 0.6528; -0.0215; 62.7425; 0.0142; 2.5000
-2.0894; 0.5785; 1.8188; 0.7319; -0.0090; 62.9849; 0.0118; 2.5000
-1.8469; 0.5777; 1.8057; 0.7549; 0.0016; 63.2274; 0.0101; 2.5000
-1.6076; 0.5792; 1.7023; 0.7350; 0.0106; 63.4666; 0.0089; 2.5000
-1.3750; 0.5827; 1.7507; 0.6932; 0.0185; 63.6993; 0.0080; 2.5000
-1.1524; 0.5876; 1.7373; 0.6901; 0.0253; 63.9220; 0.0074; 2.5000
-0.9432; 0.5936; 1.7597; 0.6889; 0.0337; 64.1313; 0.0065; 2.5000
-0.5787; 0.6070; 1.7738; 0.6490; 0.0405; 64.4960; 0.0069; 2.5000
-0.3089; 0.6193; 1.7039; 0.6541; 0.0457; 64.7661; 0.0069; 2.5000
