label,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,ADMM_ALPHA,ADMM_RHO,ADMM_RHO_U,ADMM_TOL,MAX_ADMM_ITER,MIN_LIN_VEL,N,Q_HDG,Q_LAT,Q_LAT_VEL,Q_VEL,Q_YAW,R_ACCEL,R_STEER,STABILITY_LIMIT,WALL_END,WALL_MARGIN,WALL_START,WALL_STRIDE,WP_ADVANCE_MAX,W_ACCEL_RATE,W_DELTA_ACT,W_JERK,dt
QL=2000+QH=10000+QV=80,600.0,4,2,0.3991,0.0024,0.2052,0.0017,3.6,0.0236,2.3189,10.1,88.7,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,8,10000,2000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=10000+QV=90,600.0,4,2,0.3796,0.0026,0.1922,0.0017,3.67,0.0222,2.3189,19.7,3206.0,1,0.0,1.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,10000,2000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=10,600.0,4,2,0.1782,0.0027,0.5415,0.0081,1.63,0.0506,2.3371,214.9,4159.5,1,0.0,16.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,10,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=10000+QV=100,600.0,4,2,0.1492,0.0005,0.2035,0.0011,2.92,0.0101,2.3189,21.6,3065.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,8,10000,2000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=50,600.0,4,2,0.2839,0.0032,0.3937,0.0033,3.44,0.0294,2.3189,110.2,647.8,1,0.0,17.8,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=26,600.0,4,2,0.2047,0.0007,0.4844,0.0028,1.97,0.014,2.3551,220.4,3182.9,1,0.0,15.9,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=15,600.0,4,2,0.2022,0.0032,0.4053,0.004,2.01,0.0547,2.5886,110.5,647.8,1,0.0,17.2,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=60,600.0,4,2,0.5932,0.0058,1.342,0.0045,4.72,0.0478,2.4943,184.1,9160.2,1,0.0,16.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,60,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=75,600.0,4,2,0.9656,0.0048,0.812,0.0045,4.19,0.0233,2.3189,220.4,4154.5,1,0.0,17.7,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,75,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=90,600.0,4,2,0.1257,0.0005,0.3677,0.0021,2.69,0.013,2.3189,235.0,5147.9,1,0.0,17.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=80,600.0,4,2,0.1332,0.0007,0.2794,0.0013,2.97,0.0126,2.3189,98.8,226.2,1,0.0,14.8,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=100,600.0,4,2,0.1451,0.0005,0.4806,0.0022,2.32,0.0091,2.3189,152.8,3163.7,1,0.0,18.6,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=2000+QH=20000+QV=120,600.0,4,2,0.1255,0.0004,0.3139,0.0013,2.58,0.0091,2.3189,230.0,4166.6,1,0.0,17.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,20000,2000,69.0,120,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=10,600.0,4,2,0.1516,0.0017,0.2877,0.0044,1.54,0.0496,2.6701,12.8,482.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,10,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=75,600.0,4,2,0.1588,0.0005,0.2779,0.0013,2.25,0.0095,2.3189,8.2,65.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,75,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=26,600.0,4,2,0.476,0.0048,0.3084,0.0036,2.66,0.0584,2.7487,10.0,58.8,1,0.0,1.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=15,600.0,4,2,0.1522,0.0011,0.3153,0.0032,1.71,0.0338,2.3189,9.7,112.4,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=50,600.0,4,2,0.1564,0.0006,0.2826,0.0017,2.04,0.0129,2.3189,8.3,55.7,1,0.0,1.0,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=80,600.0,4,2,0.1589,0.0005,0.276,0.0014,2.29,0.0093,2.3189,8.4,77.6,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=60,600.0,4,2,0.1571,0.0004,0.2643,0.0014,2.08,0.0104,2.3189,22.7,1699.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,60,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=90,600.0,4,2,0.1598,0.0005,0.2636,0.0013,2.37,0.009,2.3189,22.3,3041.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=120,600.0,4,2,0.1618,0.0006,0.2673,0.0013,2.45,0.0081,2.3189,7.3,68.4,1,0.0,1.0,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,120,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=10,600.0,4,2,0.1566,0.0019,0.2807,0.0041,1.47,0.051,2.5858,9.6,45.9,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,10,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=500+QV=100,600.0,4,2,0.1602,0.0005,0.2828,0.0014,2.44,0.0087,2.3189,8.2,53.8,1,0.0,1.0,OK,0.93,32.0,20.0,5.0,20,2.0,8,500,3000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=15,600.0,4,2,0.3924,0.0063,0.2983,0.0045,2.75,0.0915,3.0099,13.9,3042.0,1,0.0,1.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=60,600.0,4,2,0.155,0.0005,0.2518,0.0014,2.12,0.0108,2.3189,8.9,399.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,60,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=50,600.0,4,2,0.1541,0.0008,0.2616,0.0019,2.67,0.0162,2.3189,7.5,45.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=75,600.0,4,2,0.1557,0.0004,0.2595,0.0013,2.29,0.0096,2.3189,8.5,69.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,75,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=90,600.0,4,2,0.1562,0.0005,0.2641,0.0013,2.4,0.009,2.3189,7.6,59.6,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=26,600.0,4,2,0.4522,0.0042,0.2955,0.0035,2.7,0.0563,2.7527,10.0,64.0,1,0.0,1.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=80,600.0,4,2,0.156,0.0004,0.2596,0.0013,2.33,0.0094,2.3189,23.0,3052.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=120,600.0,4,2,0.158,0.0005,0.2497,0.0013,2.58,0.0081,2.3189,8.2,53.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,120,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=750+QV=100,600.0,4,2,0.1567,0.0005,0.267,0.0013,2.48,0.0087,2.3189,22.8,3032.6,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,750,3000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=10,600.0,4,2,0.1576,0.002,0.2756,0.004,1.48,0.051,2.5802,10.2,157.1,1,0.0,1.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,10,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=50,600.0,4,2,0.4124,0.0036,0.2593,0.0025,3.24,0.0358,2.3189,17.0,3039.1,1,0.0,1.0,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=15,600.0,4,2,0.3919,0.0063,0.2757,0.0045,2.75,0.0914,3.01,22.3,3069.0,1,0.0,1.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=26,600.0,4,2,0.4342,0.0041,0.2929,0.0034,2.71,0.056,2.7856,23.1,5615.4,1,0.0,1.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=60,600.0,4,2,0.1541,0.0006,0.2483,0.0015,2.26,0.0121,2.3189,20.6,3057.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,60,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=75,600.0,4,2,0.1549,0.0004,0.2558,0.0012,2.3,0.0095,2.3189,22.8,3039.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,75,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=80,600.0,4,2,0.1553,0.0004,0.255,0.0013,2.34,0.0094,2.3189,7.7,67.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=90,600.0,4,2,0.1553,0.0004,0.2611,0.0012,2.41,0.0089,2.3189,9.2,74.6,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=120,600.0,4,2,0.157,0.0005,0.2449,0.0012,2.59,0.0081,2.3189,12.2,860.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,120,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=800+QV=100,600.0,4,2,0.1559,0.0005,0.2635,0.0013,2.49,0.0087,2.3189,9.5,65.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,800,3000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=15,600.0,4,2,0.3837,0.0062,0.2739,0.0043,2.74,0.0912,3.0879,23.5,3106.6,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=26,600.0,4,2,0.4075,0.004,0.2876,0.0033,2.73,0.0556,2.8404,24.4,3701.9,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=50,600.0,4,2,0.3942,0.0034,0.2491,0.0024,3.22,0.0354,2.3189,14.8,4037.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=60,600.0,4,2,0.1521,0.0006,0.2402,0.0015,2.29,0.0121,2.3189,21.0,3055.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,60,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=80,600.0,4,2,0.1534,0.0004,0.2476,0.0012,2.36,0.0094,2.3189,8.0,79.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=75,600.0,4,2,0.1532,0.0004,0.2486,0.0012,2.31,0.0096,2.3189,11.5,295.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,75,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=90,600.0,4,2,0.1533,0.0004,0.2473,0.0012,2.46,0.0089,2.3189,10.4,68.3,1,0.0,1.3,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=100,600.0,4,2,0.1544,0.0004,0.2534,0.0012,2.51,0.0086,2.3189,23.5,3035.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=15,600.0,4,2,0.3764,0.0061,0.2765,0.0042,2.72,0.0911,3.14,25.1,4060.2,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1000+QV=120,600.0,4,2,0.1549,0.0005,0.2538,0.0012,2.62,0.0082,2.3189,8.2,69.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000,3000,69.0,120,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=26,600.0,4,2,0.4022,0.0039,0.2817,0.0032,2.74,0.0555,2.8866,14.4,1158.5,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=50,600.0,4,2,0.3632,0.0032,0.2416,0.0024,3.29,0.035,2.3189,8.0,57.2,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=60,600.0,4,2,0.1515,0.0006,0.235,0.0014,2.31,0.0121,2.3189,18.0,1618.6,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,60,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=75,600.0,4,2,0.1518,0.0004,0.2431,0.0012,2.33,0.0096,2.3189,8.3,68.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,75,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=80,600.0,4,2,0.1523,0.0004,0.2405,0.0012,2.37,0.0094,2.3189,22.0,2917.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=90,600.0,4,2,0.1528,0.0004,0.246,0.0012,2.44,0.009,2.3189,8.4,86.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=120,600.0,4,2,0.1541,0.0005,0.2287,0.0012,2.62,0.0082,2.3189,8.2,52.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,120,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1200+QV=100,600.0,4,2,0.1528,0.0004,0.2452,0.0012,2.52,0.0087,2.3189,22.9,3035.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1200,3000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=10,600.0,4,2,0.3723,0.0064,0.2725,0.0054,2.23,0.1172,3.4514,23.9,3038.7,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,10,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=26,600.0,4,2,0.3847,0.0038,0.2631,0.0031,2.76,0.0547,2.8865,15.2,3560.5,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=15,600.0,4,2,0.368,0.006,0.2743,0.004,2.72,0.0907,3.1782,17.5,4015.6,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=75,600.0,4,2,0.1507,0.0004,0.2343,0.0011,2.34,0.0097,2.3189,8.9,81.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,75,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=50,600.0,4,2,0.3549,0.003,0.2302,0.0023,3.25,0.0348,2.3189,7.8,52.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=80,600.0,4,2,0.1511,0.0004,0.2305,0.0011,2.39,0.0094,2.3189,8.0,65.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=90,600.0,4,2,0.1513,0.0004,0.2343,0.0011,2.47,0.009,2.3189,8.1,67.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=60,600.0,4,2,0.1502,0.0005,0.2282,0.0014,2.37,0.0121,2.3189,20.3,3050.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,60,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=120,600.0,4,2,0.1529,0.0004,0.2379,0.0011,2.64,0.0082,2.3189,22.3,3070.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,120,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=1500+QV=100,600.0,4,2,0.1518,0.0004,0.239,0.0011,2.53,0.0087,2.3189,24.4,3035.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1500,3000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=10,600.0,4,2,0.3651,0.0062,0.2661,0.0053,2.24,0.1166,3.44,10.6,79.9,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,10,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=50,600.0,4,2,0.3505,0.0028,0.22,0.0022,3.25,0.0345,2.3189,24.4,5105.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=26,600.0,4,2,0.3634,0.0037,0.2473,0.003,2.79,0.0544,2.8738,23.8,6039.7,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=60,600.0,4,2,0.3543,0.0029,0.2207,0.0021,3.32,0.0311,2.3189,26.0,4063.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,60,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=15,600.0,4,2,0.3539,0.0058,0.2608,0.0039,2.68,0.0901,3.2522,22.8,3897.5,1,0.0,1.4,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=80,600.0,4,2,0.1499,0.0006,0.2226,0.0013,2.6,0.0109,2.3189,8.6,80.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,80,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=75,600.0,4,2,0.1499,0.0005,0.2251,0.0013,2.56,0.0111,2.3189,30.2,5408.6,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,75,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=90,600.0,4,2,0.1502,0.0004,0.2279,0.0011,2.48,0.009,2.3189,8.2,63.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,90,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=100,600.0,4,2,0.1501,0.0004,0.2288,0.0011,2.55,0.0087,2.3189,23.1,3056.3,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,100,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=3000+QV=10,600.0,4,2,0.3651,0.0058,0.2584,0.0049,2.24,0.1158,3.4309,18.9,3098.3,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,8,3000,3000,69.0,10,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=2000+QV=120,600.0,4,2,0.1505,0.0004,0.2285,0.0011,2.67,0.0082,2.3189,22.6,3036.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,2000,3000,69.0,120,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=3000+QV=26,600.0,4,2,0.3354,0.0034,0.242,0.0028,2.86,0.0534,2.8624,15.2,3070.8,1,0.0,1.5,OK,0.93,32.0,20.0,5.0,20,2.0,8,3000,3000,69.0,26,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=3000+QV=15,600.0,4,2,0.3372,0.0056,0.2277,0.0037,2.68,0.0884,3.1369,12.0,101.9,1,0.0,1.6,OK,0.93,32.0,20.0,5.0,20,2.0,8,3000,3000,69.0,15,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
QL=3000+QH=3000+QV=50,600.0,4,2,0.3197,0.0025,0.2119,0.002,3.27,0.0339,2.3189,20.0,3554.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,3000,3000,69.0,50,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
