label,score,passed,failed,max_lat_err,avg_lat_err,max_hdg_err,avg_hdg_err,max_vx,avg_vel_err,max_vel_err,avg_solve_us,max_solve_us,wall_collisions,time_above_5ms,avg_iters,status,ADMM_ALPHA,ADMM_RHO,ADMM_RHO_U,ADMM_TOL,MAX_ADMM_ITER,MIN_LIN_VEL,N,Q_HDG,Q_LAT,Q_LAT_VEL,Q_VEL,Q_YAW,R_ACCEL,R_STEER,STABILITY_LIMIT,WALL_END,WALL_MARGIN,WALL_START,WALL_STRIDE,WP_ADVANCE_MAX,W_ACCEL_RATE,W_DELTA_ACT,W_JERK,dt
dt=0.04+N=8+WE=6+WM=0.03,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.5,47.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.03,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.8,50.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.01,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,8.0,291.2,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.1,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,5.6,42.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.0,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,21.0,1496.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.02,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.4,51.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.3,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.2,42.3,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.15,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,7.6,158.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.08,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.7,52.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.05,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,7.0,50.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.01,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.1,55.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.04,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.8,66.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.0,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.9,58.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.02,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.6,51.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=4+WM=0.2,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,7.2,53.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.15,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,9.5,81.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.04,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.8,58.2,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.3,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.6,49.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.05,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,7.3,50.6,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.02,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,20.2,3042.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.1,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,8.8,76.6,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.08,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,6.2,36.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.01,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,10.4,1440.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.04,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,25.0,5210.2,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.08,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,6.3,97.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.03,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,34.5,6072.3,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=8+WE=6+WM=0.2,600.0,4,2,0.1518,0.0004,0.2092,0.001,2.42,0.0091,2.3189,22.8,3590.3,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,8,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.0,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,8.1,53.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.05,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,8.4,71.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.1,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,20.3,3044.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.15,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,10.0,62.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.2,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,22.2,3055.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.01,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,9.3,69.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.0,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,14.5,3059.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.03,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,8.9,60.3,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.08,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,26.3,6064.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=4+WM=0.3,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,14.4,1943.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.1,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,9.1,461.3,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.04,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,9.8,465.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.3,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.76,0.028,2.3189,14.8,3062.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.15,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.77,0.028,2.3189,27.7,3080.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.02,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,20.9,2921.0,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.05,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,24.1,3104.5,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.0,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,10.1,72.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=6+WM=0.2,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.78,0.028,2.3189,20.0,3038.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.02,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,8.8,84.3,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.05,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,8.6,60.1,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.01,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,19.4,5078.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.03,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,8.1,55.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.1,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,8.2,191.8,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.08,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,8.6,61.4,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.15,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.77,0.028,2.3189,8.0,63.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.02,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,10.5,212.9,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.04,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.81,0.028,2.3189,21.6,3040.9,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.0,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,9.3,60.2,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.03,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,8.9,91.7,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.01,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,19.8,3034.9,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.2,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.78,0.028,2.3189,22.6,3197.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.04,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,9.2,103.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=9+WE=8+WM=0.3,600.0,4,2,0.1474,0.0013,0.1913,0.0017,3.76,0.028,2.3189,8.6,58.7,1,0.0,1.1,OK,0.93,32.0,20.0,5.0,20,2.0,9,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.05,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,9.9,63.3,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.15,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,15.0,2988.2,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.1,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,8.7,40.6,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.3,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,20.7,3271.7,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.3,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.0,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,19.1,3268.5,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.08,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,9.0,83.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.04,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,10.9,1003.5,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.04,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.01,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,9.9,120.4,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.08,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,8.0,58.2,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.08,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.03,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,9.4,58.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.03,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.02,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,10.5,311.9,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.02,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=4+WM=0.2,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,16.2,3678.4,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,4,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.1,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,8.4,62.7,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.1,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.05,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,8.6,67.2,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.05,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.15,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,11.6,1172.8,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.15,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=6+WM=0.2,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.8,0.0296,2.3189,9.9,64.5,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,6,0.2,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.0,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,15.5,3072.6,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.0,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.01,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,10.4,257.0,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.01,1,4,10,0.1,0.53,0.3,0.04
dt=0.04+N=10+WE=8+WM=0.05,600.0,4,2,0.1442,0.0011,0.1751,0.0017,3.78,0.0295,2.3189,10.1,81.9,1,0.0,1.2,OK,0.93,32.0,20.0,5.0,20,2.0,10,1000.0,5000.0,69.0,100.0,22.0,0.01,0.15,0.95,8,0.05,1,4,10,0.1,0.53,0.3,0.04
