# v_mps,ax_max_mps2,ay_max_mps2
# F1/10th: mu=0.72, ay_max = mu*g = 7.06 m/s^2
# ax_max = mu*g = 7.06 m/s^2 (tire-limited, braking)
# Motor accel limit handled separately by ax_max_machines.csv
0.0,7.06,7.06
1.0,7.06,7.06
2.0,7.06,7.06
3.0,7.06,7.06
4.0,7.06,7.06
5.0,7.06,7.06
6.0,7.06,7.06
7.0,7.06,7.06
8.0,7.06,7.06
9.0,7.06,7.06
10.0,7.06,7.06
11.0,7.06,7.06
12.0,7.06,7.06
13.0,7.06,7.06
14.0,7.06,7.06
15.0,7.06,7.06
