wall_time_ns,scan_stamp_ns,scan_stamp_to_scan_ms,amcl_particle_count,amcl_processing_ms,amcl_pose_compute_ms,cpu_to_gpu_scan_ms,gpu_to_cpu_particles_ms,gpu_to_cpu_weights_ms,cpu_gpu_transfer_total_ms,cpu_to_gpu_scan_bytes,gpu_to_cpu_particles_bytes,gpu_to_cpu_weights_bytes,amcl_predict_ms,amcl_sensor_model_ms,amcl_normalize_ms,amcl_scan_confidence_ms,amcl_update_weights_total_ms,amcl_cluster_estimate_ms,amcl_resample_ms,amcl_kld_target_ms,amcl_full_compute_ms,amcl_callback_to_pose_publish_ms,amcl_pose_published,amcl_cluster_weight,scan_to_amcl_ms,amcl_to_ekf_ms,scan_to_ekf_ms,ekf_to_drive_ms,drive_to_ackermann_ms,scan_to_ackermann_ms
1781364889719086558,1781364889710322926,0.202,1000,3.797,4.817,0.030,nan,nan,0.030,1084.000,0.000,0.000,0.423,0.362,0.095,0.290,0.804,0.321,0.741,0.368,5.592,5.731,1.000,0.995,4.045,4.218,8.264,0.169,0.124,8.556
1781364889749072457,1781364889740321369,0.205,1000,3.797,3.765,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.392,0.354,0.056,0.036,0.503,0.335,0.030,nan,3.797,3.962,1.000,0.993,4.216,3.949,8.165,0.357,0.020,8.542
1781364889769221943,1781364889760359907,0.180,1000,3.822,3.789,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.417,0.348,0.060,0.037,0.489,0.305,0.031,nan,3.822,3.962,1.000,0.992,4.334,3.929,8.263,0.394,0.020,8.677
1781364889799211490,1781364889790304332,0.206,1000,3.828,3.796,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.387,0.363,0.076,0.039,0.539,0.328,0.031,nan,3.828,4.030,1.000,0.992,4.719,3.556,8.275,0.404,0.019,8.698
1781364889819049827,1781364889810329685,0.232,1000,3.796,3.712,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.399,0.358,0.064,0.096,0.561,0.311,0.570,0.349,4.317,4.429,1.000,0.995,4.151,4.178,8.329,0.069,0.085,8.483
1781364889849412510,1781364889840319296,0.232,1000,3.796,3.763,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.396,0.358,0.080,0.233,0.733,0.325,0.031,nan,3.796,3.980,1.000,0.987,4.217,4.506,8.723,0.037,0.097,8.857
1781364889870424080,1781364889860316935,0.237,1000,4.041,4.005,0.038,nan,nan,0.038,1084.000,0.000,0.000,0.391,0.356,0.061,0.035,0.508,0.331,0.034,nan,4.041,4.147,1.000,0.980,4.606,4.967,9.573,0.068,0.219,9.860
1781364889899114148,1781364889890317203,0.228,1000,4.443,3.848,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.389,0.354,0.067,0.034,0.496,0.325,0.563,0.339,4.443,4.575,1.000,0.979,4.154,4.092,8.246,0.298,0.019,8.564
1781364889921708217,1781364889910317403,0.215,1000,3.889,3.854,0.038,nan,nan,0.038,1084.000,0.000,0.000,0.397,0.357,0.057,0.036,0.506,0.321,0.033,nan,3.889,4.003,1.000,0.975,5.492,2.731,8.223,2.870,0.077,11.171
1781364889949195035,1781364889940316710,0.242,1000,5.288,5.252,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.398,0.343,0.068,0.035,0.487,0.310,0.035,nan,5.288,5.410,1.000,0.970,4.612,3.734,8.346,0.171,0.115,8.631
1781364889971015567,1781364889960314606,0.218,1000,4.426,3.840,0.042,nan,nan,0.042,1084.000,0.000,0.000,0.402,0.351,0.059,0.037,0.509,0.315,0.554,0.336,4.426,4.527,1.000,0.962,4.767,3.579,8.346,1.911,0.220,10.477
1781364890007085498,1781364889990322042,0.263,1000,4.001,4.100,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.406,0.360,0.061,0.033,0.496,0.320,0.032,nan,4.134,4.255,1.000,0.970,4.227,3.896,8.123,8.065,0.307,16.496
1781364890019057296,1781364890010321281,0.251,1000,4.144,3.966,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.399,0.359,0.062,0.036,0.518,0.410,0.033,nan,4.001,4.123,1.000,0.957,4.367,3.825,8.192,0.222,0.066,8.481
1781364890049073339,1781364890040312460,0.221,1000,4.144,3.547,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.407,0.347,0.061,0.035,0.488,0.290,0.564,0.327,4.144,4.251,1.000,0.955,4.067,3.995,8.061,0.378,0.095,8.534
1781364890068981823,1781364890060320307,0.238,1000,3.849,3.743,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.393,0.350,0.060,0.039,0.511,0.342,0.104,nan,3.849,3.995,1.000,0.965,4.105,4.093,8.198,0.106,0.114,8.418
1781364890099450173,1781364890090300541,0.260,1000,3.897,3.864,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.393,0.354,0.074,0.039,0.508,0.309,0.031,nan,3.897,4.047,1.000,0.970,4.744,3.838,8.582,0.186,0.116,8.884
1781364890120144929,1781364890110327494,0.195,1000,4.552,3.963,0.022,nan,nan,0.022,1084.000,0.000,0.000,0.402,0.363,0.066,0.038,0.507,0.289,0.556,0.338,4.552,4.699,1.000,0.966,4.319,4.944,9.264,0.067,0.287,9.617
1781364890149066527,1781364890140329968,0.207,1000,3.743,3.709,0.029,nan,nan,0.029,1084.000,0.000,0.000,0.401,0.352,0.061,0.039,0.505,0.320,0.032,nan,3.743,3.900,1.000,0.960,4.269,3.964,8.233,0.119,0.171,8.524
1781364890169054022,1781364890160319991,0.207,1000,3.924,3.890,0.027,nan,nan,0.027,1084.000,0.000,0.000,0.388,0.354,0.057,0.037,0.496,0.337,0.032,nan,3.924,4.093,1.000,0.960,6.004,2.113,8.118,0.256,0.149,8.522
1781364890200147934,1781364890190326722,0.190,1000,4.089,4.752,0.022,nan,nan,0.022,1084.000,0.000,0.000,0.383,0.350,0.063,0.031,0.484,0.293,0.563,0.332,5.348,5.521,1.000,0.952,4.337,5.062,9.399,0.105,0.122,9.626
1781364890222568043,1781364890210321097,0.204,1000,4.089,4.058,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.399,0.359,0.053,0.037,0.491,0.315,0.029,nan,4.089,4.272,1.000,0.972,5.532,2.661,8.193,3.697,0.147,12.037
1781364890251748595,1781364890240328532,0.186,1000,3.756,4.669,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.390,0.350,0.059,0.036,0.488,0.617,0.558,0.337,5.259,5.362,1.000,0.973,4.089,4.014,8.103,3.068,0.059,11.230
1781364890269139949,1781364890260312603,0.186,1000,3.756,3.723,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.393,0.350,0.054,0.037,0.484,0.361,0.032,nan,3.756,3.872,1.000,0.967,4.662,3.817,8.480,0.127,0.024,8.631
1781364890299417539,1781364890290314149,0.186,1000,4.437,3.664,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.385,0.349,0.057,0.034,0.480,0.321,0.741,0.403,4.437,4.543,1.000,0.970,4.144,4.059,8.203,0.035,0.673,8.911
1781364890319273669,1781364890310325293,0.183,1000,3.920,3.636,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.396,0.350,0.053,0.036,0.480,0.341,0.032,nan,3.670,3.783,1.000,0.970,4.200,4.510,8.711,0.038,0.013,8.762
1781364890349069927,1781364890340305175,0.200,1000,4.714,3.889,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.386,0.346,0.048,0.030,0.463,0.310,0.030,nan,3.920,4.039,1.000,0.973,5.007,3.330,8.337,0.068,0.154,8.560
1781364890369030444,1781364890360327839,0.198,1040,4.462,4.127,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.406,0.354,0.057,0.036,0.491,0.364,0.553,0.325,4.714,4.825,1.000,0.971,4.756,3.481,8.237,0.171,0.093,8.500
1781364890399118587,1781364890390324714,0.187,1040,4.465,4.429,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.391,0.353,0.059,0.038,0.502,0.653,0.031,nan,4.462,4.585,1.000,0.977,4.726,3.649,8.375,0.035,0.193,8.602
1781364890419931908,1781364890410323697,0.194,1040,4.465,4.433,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.387,0.363,0.071,0.065,0.545,0.340,0.030,nan,4.465,4.588,1.000,0.987,5.304,3.716,9.020,0.228,0.161,9.409
1781364890448996616,1781364890440323644,0.205,1000,3.546,3.921,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.386,0.355,0.056,0.034,0.489,0.339,0.751,0.350,4.703,4.805,1.000,0.996,3.792,4.378,8.170,0.201,0.093,8.464
1781364890482266332,1781364890470325991,0.161,1000,3.633,3.515,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.402,0.354,0.056,0.036,0.489,0.299,0.030,nan,3.546,3.666,1.000,0.995,3.907,4.392,8.299,3.458,0.018,11.775
1781364890498943351,1781364890490321197,0.204,1000,3.633,3.602,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.403,0.352,0.057,0.037,0.491,0.280,0.030,nan,3.633,3.753,1.000,0.992,4.594,3.566,8.160,0.067,0.186,8.413
1781364890538328620,1781364890520325752,0.186,1046,3.646,3.784,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.397,0.347,0.055,0.036,0.480,0.332,0.572,0.331,4.390,4.500,1.000,0.995,3.911,4.538,8.449,9.002,0.360,17.811
1781364890549057358,1781364890540342304,0.284,1046,3.731,3.614,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.393,0.348,0.053,0.036,0.480,0.324,0.030,nan,3.646,3.873,1.000,0.986,3.929,4.204,8.134,0.036,0.256,8.425
1781364890579499307,1781364890570329514,0.190,1046,5.160,3.699,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.402,0.347,0.055,0.036,0.481,0.334,0.031,nan,3.731,3.881,1.000,0.990,5.410,3.079,8.488,0.363,0.122,8.974
1781364890599259720,1781364890590320145,0.198,1512,4.631,3.902,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.397,0.343,0.054,0.035,0.475,0.362,1.226,0.620,5.160,5.267,1.000,0.988,5.074,3.191,8.265,0.454,0.018,8.737
1781364890629280724,1781364890620300155,0.186,1512,4.631,4.596,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.403,0.354,0.057,0.037,0.497,0.386,0.033,nan,4.631,4.762,1.000,0.993,6.104,2.185,8.289,0.482,0.019,8.791
1781364890649736462,1781364890640316451,0.210,1468,5.898,4.746,0.030,nan,nan,0.030,1084.000,0.000,0.000,0.397,0.359,0.070,0.038,0.521,0.393,1.119,0.464,5.898,6.003,1.000,0.995,4.461,4.487,8.948,0.170,0.087,9.205
1781364890679276678,1781364890670327694,0.183,1468,4.264,4.234,0.031,nan,nan,0.031,1084.000,0.000,0.000,0.385,0.355,0.055,0.033,0.491,0.365,0.029,nan,4.264,4.375,1.000,0.995,5.637,2.631,8.269,0.473,0.020,8.762
1781364890702983432,1781364890690325749,0.194,1343,5.429,4.291,0.039,nan,nan,0.039,1084.000,0.000,0.000,0.402,0.372,0.084,0.041,0.564,0.371,1.108,0.454,5.429,5.532,1.000,0.993,4.335,4.052,8.387,3.802,0.269,12.458
1781364890729075919,1781364890720319840,0.199,1343,4.161,4.131,0.021,nan,nan,0.021,1084.000,0.000,0.000,0.382,0.359,0.061,0.034,0.493,0.351,0.029,nan,4.161,4.269,1.000,0.998,5.919,2.302,8.222,0.147,0.182,8.551
1781364890749314848,1781364890740321959,0.207,1129,3.877,4.245,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.397,0.358,0.053,0.036,0.488,0.360,1.101,0.428,5.388,5.609,1.000,0.999,4.337,3.820,8.156,0.398,0.226,8.781
1781364890778948028,1781364890770323954,0.189,1129,4.788,3.847,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.385,0.358,0.053,0.035,0.485,0.353,0.029,nan,3.877,3.987,1.000,1.000,5.251,2.929,8.179,0.153,0.097,8.430
1781364890799137547,1781364890790304760,0.180,1304,4.788,3.992,0.031,nan,nan,0.031,1084.000,0.000,0.000,0.392,0.354,0.056,0.035,0.494,0.343,0.768,0.369,4.788,4.891,1.000,0.995,4.273,4.024,8.297,0.331,0.020,8.648
1781364890830150464,1781364890820326340,0.184,1304,4.042,4.010,0.027,nan,nan,0.027,1084.000,0.000,0.000,0.402,0.357,0.058,0.039,0.505,0.353,0.030,nan,4.042,4.192,1.000,0.998,5.260,3.880,9.140,0.475,0.020,9.636
1781364890849210848,1781364890840343372,0.196,1068,3.996,4.021,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.390,0.357,0.056,0.053,0.508,0.358,0.754,0.400,4.810,4.914,1.000,0.998,4.829,3.786,8.615,0.039,0.013,8.667
1781364890879166473,1781364890870347639,0.496,1068,4.442,3.964,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.401,0.367,0.074,0.039,0.528,0.325,0.030,nan,3.996,4.591,1.000,0.997,4.404,3.479,7.883,0.417,0.019,8.319
1781364890895277325,1781364890890347870,0.202,1002,4.442,3.848,0.034,nan,nan,0.034,1084.000,0.000,0.000,0.407,0.353,0.063,0.041,0.518,0.359,0.563,0.344,4.442,4.547,1.000,0.998,3.961,0.051,4.012,0.432,0.279,4.723
1781364890928973523,1781364890920315687,0.211,1002,4.597,3.459,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.385,0.358,0.063,0.037,0.500,0.318,0.030,nan,3.491,3.607,1.000,0.999,5.157,3.205,8.362,0.038,0.043,8.443
1781364890949917185,1781364890940326767,0.217,1000,4.597,3.479,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.391,0.362,0.073,0.041,0.522,0.298,1.085,0.434,4.597,4.728,1.000,0.997,3.813,5.146,8.959,0.287,0.122,9.368
1781364890979728740,1781364890970335322,0.212,1000,3.580,3.548,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.377,0.359,0.062,0.036,0.500,0.303,0.030,nan,3.580,3.690,1.000,0.998,3.847,5.277,9.124,0.041,0.013,9.177
1781364890999044495,1781364890990336385,0.214,1000,5.175,3.586,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.396,0.351,0.054,0.037,0.487,0.330,0.032,nan,3.620,3.732,1.000,0.998,5.407,2.958,8.365,0.042,0.082,8.488
1781364891031619781,1781364891020341420,0.222,1000,4.557,4.590,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.390,0.352,0.061,0.033,0.487,0.408,0.553,0.330,5.175,5.283,1.000,0.997,4.802,3.533,8.335,2.639,0.077,11.051
1781364891049058912,1781364891040323186,0.197,1000,4.557,4.520,0.027,nan,nan,0.027,1084.000,0.000,0.000,0.398,0.353,0.056,0.038,0.498,1.305,0.035,nan,4.557,4.683,1.000,0.993,5.017,3.149,8.167,0.244,0.123,8.533
1781364891079087851,1781364891070327004,0.163,1035,4.817,4.210,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.385,0.345,0.057,0.035,0.480,0.300,0.580,0.349,4.817,4.918,1.000,0.987,4.898,3.421,8.319,0.166,0.109,8.593
1781364891099239384,1781364891090338627,0.193,1035,4.657,4.625,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.395,0.379,0.098,0.040,0.566,0.339,0.030,nan,4.657,4.775,1.000,0.978,5.947,2.619,8.566,0.042,0.095,8.702
1781364891129085020,1781364891120314284,0.260,1151,5.712,4.934,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.397,0.350,0.058,0.034,0.485,0.326,0.747,0.389,5.712,5.995,1.000,0.979,4.466,3.754,8.220,0.126,0.159,8.506
1781364891149595448,1781364891140349140,0.211,1151,4.245,4.212,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.412,0.362,0.058,0.039,0.504,0.429,0.031,nan,4.245,4.392,1.000,0.966,4.806,4.010,8.816,0.072,0.141,9.030
1781364891179234291,1781364891170342654,0.218,1315,4.603,3.806,0.022,nan,nan,0.022,1084.000,0.000,0.000,0.388,0.352,0.055,0.033,0.479,0.334,0.809,0.423,4.642,4.741,1.000,0.978,4.868,3.328,8.195,0.453,0.020,8.669
1781364891202053775,1781364891190335300,0.196,1315,4.603,4.568,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.389,0.358,0.052,0.035,0.485,0.372,0.032,nan,4.603,4.728,1.000,0.976,5.476,2.768,8.244,3.135,0.138,11.518
1781364891229126207,1781364891220341198,0.210,1419,4.599,4.156,0.029,nan,nan,0.029,1084.000,0.000,0.000,0.382,0.352,0.052,0.050,0.501,0.352,1.104,0.456,5.289,5.392,1.000,0.983,4.839,3.224,8.063,0.350,0.156,8.569
1781364891272227630,1781364891240336469,0.196,1419,4.599,4.567,0.030,nan,nan,0.030,1084.000,0.000,0.000,0.387,0.366,0.072,0.038,0.525,0.370,0.031,nan,4.599,4.718,1.000,0.979,6.233,2.128,8.361,0.438,-1.000,-1.000
1781364891277156028,1781364891270345247,0.205,1446,5.721,4.580,0.022,nan,nan,0.022,1084.000,0.000,0.000,0.383,0.354,0.051,0.033,0.476,0.388,1.108,0.481,5.721,5.828,1.000,0.978,4.765,1.443,6.207,0.374,0.020,6.601
1781364891299228602,1781364891290333445,0.207,1446,4.551,4.518,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.392,0.365,0.071,0.035,0.514,0.383,0.031,nan,4.551,4.719,1.000,0.980,6.119,2.088,8.207,0.457,0.020,8.684
1781364891330732739,1781364891320349104,0.206,1560,5.900,4.709,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.391,0.365,0.091,0.039,0.540,0.389,1.158,0.497,5.900,6.007,1.000,0.982,5.186,4.538,9.724,0.295,0.153,10.172
1781364891349883206,1781364891340343222,0.217,1560,4.806,4.775,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.388,0.354,0.078,0.035,0.508,0.394,0.029,nan,4.806,4.925,1.000,0.975,6.902,2.033,8.935,0.231,0.152,9.318
1781364891380015126,1781364891370344896,0.211,1766,6.083,4.851,0.037,nan,nan,0.037,1084.000,0.000,0.000,0.391,0.369,0.077,0.035,0.538,0.397,1.201,0.586,6.083,6.779,1.000,0.983,5.406,3.672,9.078,0.229,0.147,9.454
1781364891405866962,1781364891390336038,0.210,1766,6.572,5.182,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.402,0.362,0.059,0.035,0.512,0.429,0.033,nan,5.217,5.327,1.000,0.975,6.792,1.414,8.206,7.010,0.101,15.316
1781364891434095953,1781364891420339664,0.215,1804,6.572,5.285,0.022,nan,nan,0.022,1084.000,0.000,0.000,0.387,0.354,0.068,0.032,0.494,0.426,1.258,0.641,6.572,6.721,1.000,0.986,5.898,2.323,8.221,5.142,0.173,13.536
1781364891454010068,1781364891440331223,0.191,1804,8.219,5.660,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.405,0.371,0.077,0.038,0.530,0.447,0.031,nan,5.692,5.809,1.000,0.981,8.532,4.597,13.129,0.075,0.277,13.481
1781364891478987692,1781364891470328672,0.205,1793,8.219,5.554,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.389,0.371,0.080,0.038,0.548,0.457,2.632,0.703,8.219,8.445,1.000,0.990,5.491,2.672,8.163,0.167,0.119,8.449
1781364891500200325,1781364891490347912,0.210,1793,8.305,5.177,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.397,0.360,0.057,0.039,0.500,0.412,0.032,nan,5.210,5.326,1.000,0.981,8.718,0.644,9.362,0.142,0.134,9.638
1781364891529049887,1781364891520343922,0.223,1858,8.305,6.873,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.393,0.359,0.269,0.049,0.719,0.792,1.396,0.743,8.305,8.419,1.000,0.988,6.160,2.105,8.265,0.137,0.076,8.478
1781364891551259906,1781364891540341784,0.195,1858,5.878,5.696,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.396,0.364,0.059,0.035,0.499,0.408,0.181,nan,5.878,6.001,1.000,0.982,7.193,1.008,8.201,2.384,0.132,10.717
1781364891582103855,1781364891570340834,0.203,1750,6.999,5.615,0.031,nan,nan,0.031,1084.000,0.000,0.000,0.386,0.364,0.055,0.033,0.500,0.427,1.356,0.664,6.999,7.199,1.000,0.990,6.040,0.420,6.460,4.793,0.301,11.554
1781364891599197852,1781364891590337705,0.216,1750,5.789,5.744,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.396,0.362,0.058,0.036,0.499,0.444,0.044,nan,5.789,6.011,1.000,0.992,5.338,2.972,8.311,0.148,0.179,8.638
1781364891631811188,1781364891620345107,0.226,1750,5.093,5.061,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.395,0.353,0.055,0.035,0.490,0.400,0.030,nan,5.093,5.215,1.000,0.992,6.424,1.853,8.277,2.856,0.102,11.236
1781364891649027654,1781364891640333273,0.168,1528,6.204,5.341,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.400,0.353,0.055,0.036,0.489,0.407,0.827,0.540,6.204,6.308,1.000,0.993,4.744,3.470,8.214,0.183,0.124,8.521
1781364891682758508,1781364891670343907,0.183,1528,4.543,4.511,0.023,nan,nan,0.023,1084.000,0.000,0.000,0.386,0.351,0.052,0.033,0.476,0.373,0.030,nan,4.543,4.651,1.000,0.996,5.760,2.482,8.242,2.945,1.039,12.226
1781364891699078712,1781364891690341514,0.190,1348,5.537,4.758,0.030,nan,nan,0.030,1084.000,0.000,0.000,0.400,0.319,0.065,0.038,0.513,0.375,0.748,0.464,5.537,5.641,1.000,0.997,4.524,3.645,8.170,0.251,0.122,8.543
1781364891729049473,1781364891720317939,0.194,1348,4.282,4.251,0.025,nan,nan,0.025,1084.000,0.000,0.000,0.393,0.359,0.059,0.037,0.501,0.359,0.029,nan,4.282,4.411,1.000,0.997,5.325,2.814,8.139,0.254,0.139,8.532
1781364891749070568,1781364891740337850,0.190,1517,4.528,4.054,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.401,0.355,0.056,0.038,0.498,0.354,0.711,0.431,4.799,4.914,1.000,0.997,4.799,3.397,8.196,0.246,0.096,8.538
1781364891779189591,1781364891770345349,0.165,1517,6.054,4.497,0.028,nan,nan,0.028,1084.000,0.000,0.000,0.397,0.367,0.074,0.037,0.529,0.372,0.029,nan,4.528,4.645,1.000,0.998,6.419,2.098,8.517,0.040,0.118,8.675
1781364891801285590,1781364891790308106,0.208,1522,6.054,5.263,0.032,nan,nan,0.032,1084.000,0.000,0.000,0.394,0.355,0.058,0.036,0.500,0.383,0.751,0.485,6.054,6.291,1.000,0.994,4.681,3.595,8.276,2.376,0.112,10.765
1781364891829593241,1781364891820336885,0.260,1522,4.432,4.401,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.401,0.354,0.058,0.036,0.490,0.389,0.029,nan,4.432,4.578,1.000,0.996,5.622,2.499,8.120,0.709,0.161,8.990
1781364891854791322,1781364891840329819,0.163,1490,4.407,4.666,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.397,0.355,0.055,0.035,0.487,0.380,0.777,0.483,5.473,5.573,1.000,0.992,4.721,3.759,8.480,4.863,0.949,14.292
1781364891880340841,1781364891870339557,0.199,1490,6.430,4.373,0.026,nan,nan,0.026,1084.000,0.000,0.000,0.389,0.355,0.058,0.037,0.495,0.384,0.032,nan,4.407,4.525,1.000,0.996,6.746,1.445,8.191,0.920,0.686,9.797
1781364891899076154,1781364891890346988,0.195,1419,4.457,5.632,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.390,0.354,0.055,0.036,0.487,0.424,0.767,0.488,6.430,6.563,1.000,0.992,4.741,3.669,8.410,0.071,0.050,8.530
1781364891932566647,1781364891920341398,0.217,1419,5.147,4.425,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.390,0.358,0.054,0.034,0.487,0.377,0.030,nan,4.457,4.601,1.000,0.995,5.380,3.460,8.840,3.093,0.071,12.004
1781364891949087691,1781364891940335068,0.209,1430,5.147,4.378,0.027,nan,nan,0.027,1084.000,0.000,0.000,0.400,0.356,0.056,0.036,0.496,0.405,0.735,0.468,5.147,5.257,1.000,0.988,4.750,3.402,8.153,0.247,0.138,8.538
1781364891979189018,1781364891970338471,0.180,1430,5.193,4.516,0.024,nan,nan,0.024,1084.000,0.000,0.000,0.398,0.364,0.056,0.036,0.499,0.371,0.030,nan,4.549,4.664,1.000,0.995,5.449,2.936,8.385,0.165,0.116,8.665
