# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
42.895166,-1.573418,-6.575714,-3.0734161,-0.3450213,0.0000000,0.0000000,0.937643,0.688816
42.975047,-1.653186,-6.579951,-3.1049674,-0.4449704,0.0000000,0.0000000,0.898363,0.709225
43.054927,-1.733053,-6.581388,3.1400855,-0.5098392,0.0000000,0.0000000,0.863668,0.726616
43.134806,-1.812913,-6.579614,3.0983292,-0.5357363,0.0000000,0.0000000,0.835534,0.741733
43.214685,-1.892626,-6.574462,3.0559073,-0.5265088,0.0000000,0.0000000,0.813707,0.754785
43.294565,-1.972055,-6.565992,3.0152606,-0.4912663,0.0000000,0.0000000,0.795107,0.765532
43.374445,-2.051093,-6.554425,2.9779332,-0.4433748,0.0000000,0.0000000,0.781426,0.773659
43.454325,-2.129672,-6.540066,2.9444139,-0.3958967,0.0000000,0.0000000,0.770118,0.779180
43.534206,-2.207756,-6.523217,2.9142032,-0.3605187,0.0000000,0.0000000,0.764578,0.781756
43.614088,-2.285318,-6.504106,2.8859950,-0.3457533,0.0000000,0.0000000,0.759905,0.779445
43.693969,-2.362314,-6.482832,2.8578862,-0.3580304,0.0000000,0.0000000,0.757568,0.770730
43.773850,-2.438661,-6.459333,2.8275529,-0.4014533,0.0000000,0.0000000,0.760699,0.759046
43.853730,-2.514202,-6.433365,2.7923930,-0.4788899,0.0000000,0.0000000,0.768124,0.750620
43.933609,-2.588680,-6.404492,2.7495886,-0.5928907,0.0000000,0.0000000,0.785993,0.750175
44.013487,-2.661690,-6.372089,2.6961821,-0.7444324,0.0000000,0.0000000,0.815795,0.759050
44.093360,-2.732624,-6.335371,2.6291910,-0.9332120,0.0000000,0.0000000,0.853918,0.775153
44.173229,-2.800607,-6.293450,2.5459483,-1.1517458,0.0000000,0.0000000,0.912024,0.787418
44.253091,-2.864441,-6.245459,2.4448716,-1.3805084,0.0000000,0.0000000,0.995537,0.787800
44.332946,-2.922628,-6.190768,2.3267897,-1.5787037,0.0000000,0.0000000,1.121869,0.780931
44.412794,-2.973546,-6.129262,2.1962367,-1.6940422,0.0000000,0.0000000,0.822906,0.776196
44.492640,-3.015822,-6.061526,2.0614062,-1.6863159,0.0000000,0.0000000,0.819350,0.780384
44.572488,-3.048742,-5.988780,1.9317489,-1.5638640,0.0000000,0.0000000,1.215975,0.792951
44.652344,-3.072422,-5.912516,1.8145047,-1.3742716,0.0000000,0.0000000,1.059554,0.807684
44.732205,-3.087626,-5.834115,1.7128858,-1.1715760,0.0000000,0.0000000,0.947727,0.811306
44.812073,-3.095418,-5.754628,1.6265328,-0.9913701,0.0000000,0.0000000,0.876577,0.793072
44.891945,-3.096857,-5.674769,1.5529949,-0.8503534,0.0000000,0.0000000,0.830017,0.763658
44.971820,-3.092829,-5.594996,1.4889727,-0.7529342,0.0000000,0.0000000,0.801992,0.741054
45.051696,-3.083968,-5.515613,1.4310235,-0.6982114,0.0000000,0.0000000,0.783394,0.728467
45.131573,-3.070654,-5.436854,1.3758340,-0.6838049,0.0000000,0.0000000,0.772977,0.721728
45.211449,-3.053022,-5.358948,1.3203210,-0.7063177,0.0000000,0.0000000,0.767896,0.716982
45.291325,-3.030991,-5.282170,1.2616356,-0.7632762,0.0000000,0.0000000,0.772290,0.712060
45.371200,-3.004293,-5.206890,1.1971646,-0.8512735,0.0000000,0.0000000,0.791228,0.706556
45.451072,-2.972517,-5.133610,1.1245912,-0.9663118,0.0000000,0.0000000,0.818770,0.701112
45.530941,-2.935170,-5.063011,1.0420342,-1.1015250,0.0000000,0.0000000,0.860378,0.696468
45.610806,-2.891760,-4.995973,0.9483612,-1.2450711,0.0000000,0.0000000,0.925996,0.693216
45.690667,-2.841925,-4.933570,0.8436701,-1.3779866,0.0000000,0.0000000,1.014517,0.691173
45.770523,-2.785570,-4.876991,0.7298226,-1.4749764,0.0000000,0.0000000,1.146703,0.690798
45.850377,-2.723003,-4.827373,0.6106411,-1.5120013,0.0000000,0.0000000,1.174797,0.692027
45.930231,-2.654959,-4.785580,0.4914265,-1.4758180,0.0000000,0.0000000,1.082885,0.693903
46.010088,-2.582501,-4.752008,0.3776967,-1.3742076,0.0000000,0.0000000,0.953386,0.692820
46.089949,-2.506816,-4.726524,0.2738380,-1.2279782,0.0000000,0.0000000,0.861708,0.684198
46.169815,-2.428999,-4.708549,0.1823762,-1.0631589,0.0000000,0.0000000,0.802439,0.665475
46.249685,-2.349934,-4.697236,0.1040422,-0.8988093,0.0000000,0.0000000,0.761211,0.643823
46.329559,-2.270256,-4.691636,0.0383341,-0.7467287,0.0000000,0.0000000,0.733661,0.627074
46.409436,-2.190383,-4.690812,-0.0159101,-0.6115943,0.0000000,0.0000000,0.717078,0.618431
46.489315,-2.110565,-4.693909,-0.0600850,-0.4945214,0.0000000,0.0000000,0.707431,0.620585
46.569195,-2.030930,-4.700173,-0.0955818,-0.3942611,0.0000000,0.0000000,0.703115,0.633995
46.649077,-1.951533,-4.708958,-0.1236696,-0.3089933,0.0000000,0.0000000,0.705306,0.656154
46.728959,-1.872379,-4.719713,-0.1454683,-0.2367875,0.0000000,0.0000000,0.711094,0.679723
46.808841,-1.793443,-4.731975,-0.1619445,-0.1757268,0.0000000,0.0000000,0.716316,0.699068
46.888723,-1.714689,-4.745355,-0.1739336,-0.1244422,0.0000000,0.0000000,0.724921,0.713849
46.968606,-1.636073,-4.759525,-0.1821652,-0.0816490,0.0000000,0.0000000,0.733011,0.726019
47.048489,-1.557553,-4.774216,-0.1872821,-0.0464610,0.0000000,0.0000000,0.740855,0.737088
47.128372,-1.479089,-4.789205,-0.1898638,-0.0181771,0.0000000,0.0000000,0.752406,0.746870
47.208255,-1.400648,-4.804315,-0.1904348,0.0038817,0.0000000,0.0000000,0.764506,0.753488
47.288138,-1.322204,-4.819407,-0.1894723,0.0202163,0.0000000,0.0000000,0.774029,0.757921
47.368020,-1.243736,-4.834377,-0.1874078,0.0314726,0.0000000,0.0000000,0.781506,0.761953
47.447903,-1.165232,-4.849154,-0.1846228,0.0382533,0.0000000,0.0000000,0.788158,0.764800
47.527786,-1.086684,-4.863696,-0.1814489,0.0412104,0.0000000,0.0000000,0.793268,0.768031
47.607669,-1.008089,-4.877982,-0.1781637,0.0410404,0.0000000,0.0000000,0.797782,0.772600
47.687552,-0.929448,-4.892013,-0.1749922,0.0383643,0.0000000,0.0000000,0.802275,0.775902
47.767435,-0.850765,-4.905804,-0.1721088,0.0338256,0.0000000,0.0000000,0.807962,0.777790
47.847318,-0.772045,-4.919385,-0.1696416,0.0279460,0.0000000,0.0000000,0.813546,0.781372
47.927200,-0.693295,-4.932791,-0.1676793,0.0211811,0.0000000,0.0000000,0.817325,0.786113
48.007083,-0.614522,-4.946064,-0.1662779,0.0139065,0.0000000,0.0000000,0.819457,0.789483
48.086966,-0.535735,-4.959249,-0.1654660,0.0064204,0.0000000,0.0000000,0.818752,0.791499
48.166849,-0.456941,-4.972395,-0.1652505,-0.0010248,0.0000000,0.0000000,0.819079,0.793060
48.246732,-0.378148,-4.985546,-0.1656197,-0.0082196,0.0000000,0.0000000,0.823928,0.795850
48.326615,-0.299364,-4.998749,-0.1665458,-0.0149667,0.0000000,0.0000000,0.828046,0.799421
48.406498,-0.220596,-5.012045,-0.1679863,-0.0210965,0.0000000,0.0000000,0.826385,0.802721
48.486381,-0.141849,-5.025473,-0.1698847,-0.0264353,0.0000000,0.0000000,0.824212,0.806758
48.566263,-0.063132,-5.039067,-0.1721725,-0.0308418,0.0000000,0.0000000,0.826453,0.811081
48.646146,0.015553,-5.052853,-0.1747700,-0.0341920,0.0000000,0.0000000,0.833602,0.813366
48.726029,0.094199,-5.066853,-0.1775892,-0.0363907,0.0000000,0.0000000,0.841029,0.814676
48.805912,0.172805,-5.081080,-0.1805366,-0.0374041,0.0000000,0.0000000,0.842703,0.816652
48.885795,0.251368,-5.095541,-0.1835171,-0.0372171,0.0000000,0.0000000,0.841480,0.817880
48.965678,0.329888,-5.110234,-0.1864371,-0.0358902,0.0000000,0.0000000,0.841332,0.816691
49.045560,0.408366,-5.125151,-0.1892089,-0.0335060,0.0000000,0.0000000,0.842427,0.815467
49.125443,0.486803,-5.140277,-0.1917527,-0.0301831,0.0000000,0.0000000,0.846049,0.816111
49.205326,0.565204,-5.155591,-0.1939995,-0.0260688,0.0000000,0.0000000,0.849898,0.817186
49.285209,0.643574,-5.171068,-0.1958916,-0.0213026,0.0000000,0.0000000,0.851195,0.816411
49.365092,0.721917,-5.186678,-0.1973831,-0.0160389,0.0000000,0.0000000,0.850800,0.813632
49.444975,0.800239,-5.202387,-0.1984395,-0.0104115,0.0000000,0.0000000,0.848859,0.810633
49.524858,0.878549,-5.218162,-0.1990371,-0.0045483,0.0000000,0.0000000,0.845188,0.809301
49.604741,0.956853,-5.233965,-0.1991614,0.0014355,0.0000000,0.0000000,0.841007,0.806967
49.684623,1.035159,-5.249759,-0.1988071,0.0074346,0.0000000,0.0000000,0.838830,0.802560
49.764506,1.113475,-5.265506,-0.1979770,0.0133475,0.0000000,0.0000000,0.838012,0.799690
49.844389,1.191807,-5.281170,-0.1966820,0.0190762,0.0000000,0.0000000,0.835700,0.798057
49.924272,1.270163,-5.296715,-0.1949408,0.0245179,0.0000000,0.0000000,0.832140,0.796029
50.004155,1.348549,-5.312107,-0.1927802,0.0295764,0.0000000,0.0000000,0.828472,0.794330
50.084038,1.426971,-5.327315,-0.1902349,0.0341476,0.0000000,0.0000000,0.825924,0.794341
50.163921,1.505434,-5.342308,-0.1873475,0.0381445,0.0000000,0.0000000,0.825404,0.795220
50.243803,1.583942,-5.357064,-0.1841669,0.0414875,0.0000000,0.0000000,0.825282,0.796026
50.323686,1.662499,-5.371560,-0.1807478,0.0441160,0.0000000,0.0000000,0.823796,0.798941
50.403569,1.741106,-5.385779,-0.1771482,0.0460060,0.0000000,0.0000000,0.822040,0.804933
50.483452,1.819764,-5.399711,-0.1734275,0.0471461,0.0000000,0.0000000,0.822323,0.812291
50.563335,1.898475,-5.413347,-0.1696443,0.0475729,0.0000000,0.0000000,0.824134,0.817670
50.643218,1.977236,-5.426684,-0.1658535,0.0473367,0.0000000,0.0000000,0.826211,0.822647
50.723100,2.056047,-5.439724,-0.1621050,0.0465129,0.0000000,0.0000000,0.828863,0.827978
50.802983,2.134907,-5.452472,-0.1584421,0.0451939,0.0000000,0.0000000,0.833271,0.831980
50.882866,2.213811,-5.464935,-0.1549008,0.0434680,0.0000000,0.0000000,0.837880,0.834957
50.962749,2.292759,-5.477125,-0.1515099,0.0414312,0.0000000,0.0000000,0.841803,0.839400
51.042632,2.371746,-5.489053,-0.1482908,0.0391636,0.0000000,0.0000000,0.847761,0.844546
51.122515,2.450770,-5.500735,-0.1452591,0.0367383,0.0000000,0.0000000,0.854397,0.847668
51.202398,2.529828,-5.512184,-0.1424252,0.0342148,0.0000000,0.0000000,0.859378,0.850069
51.282280,2.608917,-5.523418,-0.1397949,0.0316398,0.0000000,0.0000000,0.864732,0.854158
51.362163,2.688034,-5.534451,-0.1373708,0.0290512,0.0000000,0.0000000,0.873123,0.860716
51.442046,2.767177,-5.545301,-0.1351529,0.0264781,0.0000000,0.0000000,0.883169,0.866391
51.521929,2.846342,-5.555984,-0.1331389,0.0239449,0.0000000,0.0000000,0.892502,0.868760
51.601812,2.925528,-5.566515,-0.1313249,0.0214709,0.0000000,0.0000000,0.899523,0.869981
51.681695,3.004731,-5.576910,-0.1297055,0.0190747,0.0000000,0.0000000,0.903855,0.872323
51.761578,3.083951,-5.587184,-0.1282738,0.0167705,0.0000000,0.0000000,0.907993,0.877424
51.841460,3.163184,-5.597352,-0.1270219,0.0145711,0.0000000,0.0000000,0.914973,0.884420
51.921343,3.242429,-5.607428,-0.1259412,0.0124865,0.0000000,0.0000000,0.922243,0.890997
52.001226,3.321684,-5.617425,-0.1250223,0.0105208,0.0000000,0.0000000,0.925619,0.895948
52.081109,3.400947,-5.627354,-0.1242554,0.0086789,0.0000000,0.0000000,0.926221,0.900317
52.160992,3.480217,-5.637229,-0.1236308,0.0069596,0.0000000,0.0000000,0.926547,0.905525
52.240875,3.559493,-5.647060,-0.1231386,0.0053617,0.0000000,0.0000000,0.928290,0.911390
52.320758,3.638773,-5.656856,-0.1227693,0.0038858,0.0000000,0.0000000,0.933177,0.917642
52.400641,3.718056,-5.666628,-0.1225127,0.0025388,0.0000000,0.0000000,0.937291,0.924401
52.480523,3.797341,-5.676383,-0.1223575,0.0013452,0.0000000,0.0000000,0.939421,0.929678
52.560406,3.876627,-5.686130,-0.1222897,0.0003524,0.0000000,0.0000000,0.944493,0.930988
52.640289,3.955913,-5.695874,-0.1222897,-0.0003510,0.0000000,0.0000000,0.953370,0.933360
52.720172,4.035199,-5.705620,-0.1223283,-0.0006150,0.0000000,0.0000000,0.964893,0.939342
52.800055,4.114485,-5.715369,-0.1223618,-0.0002235,0.0000000,0.0000000,0.979556,0.946967
52.879938,4.193771,-5.725118,-0.1223240,0.0011696,0.0000000,0.0000000,0.993255,0.958001
52.959821,4.273057,-5.734859,-0.1221167,0.0040195,0.0000000,0.0000000,1.001604,0.970815
53.039703,4.352348,-5.744572,-0.1216000,0.0089171,0.0000000,0.0000000,1.006538,0.984030
53.119586,4.431645,-5.754225,-0.1205817,0.0165773,0.0000000,0.0000000,1.012646,0.995739
53.199469,4.510956,-5.763770,-0.1188082,0.0278255,0.0000000,0.0000000,1.020940,1.006553
53.279352,4.590288,-5.773133,-0.1159518,0.0436890,0.0000000,0.0000000,1.028712,1.018222
53.359235,4.669653,-5.782214,-0.1116038,0.0651702,0.0000000,0.0000000,1.032911,1.029411
53.439118,4.749065,-5.790874,-0.1052709,0.0933864,0.0000000,0.0000000,1.033786,1.037790
53.519000,4.828540,-5.798934,-0.0963697,0.1294707,0.0000000,0.0000000,1.035512,1.044367
