# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
21.247845,5.210080,-0.756191,-0.2425028,-0.0035907,0.0000000,0.0000000,0.992746,0.966130
21.327727,5.287622,-0.775385,-0.2428096,-0.0040912,0.0000000,0.0000000,0.992894,0.969466
21.407610,5.365159,-0.794605,-0.2431682,-0.0048860,0.0000000,0.0000000,0.992757,0.971184
21.487493,5.442687,-0.813855,-0.2436019,-0.0059739,0.0000000,0.0000000,0.992637,0.971910
21.567376,5.520207,-0.833143,-0.2441341,-0.0073484,0.0000000,0.0000000,0.992540,0.972448
21.647259,5.597715,-0.852476,-0.2447866,-0.0089884,0.0000000,0.0000000,0.992418,0.974164
21.727142,5.675209,-0.871866,-0.2455795,-0.0108647,0.0000000,0.0000000,0.991928,0.975697
21.807025,5.752686,-0.891322,-0.2465305,-0.0129444,0.0000000,0.0000000,0.990883,0.974012
21.886908,5.830143,-0.910859,-0.2476541,-0.0151871,0.0000000,0.0000000,0.990450,0.970178
21.966790,5.907576,-0.930491,-0.2489619,-0.0175546,0.0000000,0.0000000,0.990491,0.968037
22.046673,5.984981,-0.950230,-0.2504621,-0.0200051,0.0000000,0.0000000,0.990118,0.968608
22.126556,6.062355,-0.970094,-0.2521597,-0.0224973,0.0000000,0.0000000,0.988964,0.969293
22.206439,6.139693,-0.990096,-0.2540562,-0.0249864,0.0000000,0.0000000,0.988485,0.967224
22.286322,6.216991,-1.010253,-0.2561495,-0.0274230,0.0000000,0.0000000,0.989103,0.962768
22.366205,6.294245,-1.030579,-0.2584331,-0.0297491,0.0000000,0.0000000,0.989420,0.959219
22.446088,6.371450,-1.051088,-0.2608953,-0.0318960,0.0000000,0.0000000,0.990305,0.957242
22.525970,6.448603,-1.071794,-0.2635187,-0.0337860,0.0000000,0.0000000,0.990682,0.954469
22.605853,6.525700,-1.092708,-0.2662791,-0.0353246,0.0000000,0.0000000,0.989812,0.950367
22.685736,6.602737,-1.113838,-0.2691446,-0.0364182,0.0000000,0.0000000,0.988293,0.947065
22.765619,6.679713,-1.135192,-0.2720755,-0.0369623,0.0000000,0.0000000,0.987151,0.945771
22.845502,6.756625,-1.156773,-0.2750242,-0.0368626,0.0000000,0.0000000,0.986258,0.945250
22.925385,6.833474,-1.178579,-0.2779361,-0.0360422,0.0000000,0.0000000,0.986132,0.944223
23.005268,6.910260,-1.200605,-0.2807510,-0.0344342,0.0000000,0.0000000,0.985806,0.943271
23.085150,6.986986,-1.222842,-0.2834053,-0.0320189,0.0000000,0.0000000,0.983047,0.942391
23.165033,7.063655,-1.245274,-0.2858340,-0.0287896,0.0000000,0.0000000,0.980135,0.941558
23.244916,7.140272,-1.267882,-0.2879738,-0.0247837,0.0000000,0.0000000,0.978443,0.941732
23.324799,7.216844,-1.290640,-0.2897651,-0.0200630,0.0000000,0.0000000,0.976115,0.941528
23.404682,7.293380,-1.313521,-0.2911537,-0.0147026,0.0000000,0.0000000,0.974323,0.939722
23.484565,7.369889,-1.336491,-0.2920923,-0.0087979,0.0000000,0.0000000,0.972814,0.938372
23.564448,7.446382,-1.359514,-0.2925413,-0.0024437,0.0000000,0.0000000,0.970365,0.939207
23.644330,7.522871,-1.382552,-0.2924695,0.0042417,0.0000000,0.0000000,0.969612,0.941249
23.724213,7.599368,-1.405563,-0.2918550,0.0111430,0.0000000,0.0000000,0.971630,0.943343
23.804096,7.675885,-1.428507,-0.2906844,0.0181639,0.0000000,0.0000000,0.972879,0.944327
23.883979,7.752435,-1.451339,-0.2889537,0.0251688,0.0000000,0.0000000,0.971765,0.943540
23.963862,7.829031,-1.474018,-0.2866725,0.0319436,0.0000000,0.0000000,0.970048,0.943692
24.043745,7.905684,-1.496502,-0.2838733,0.0381391,0.0000000,0.0000000,0.969150,0.946155
24.123628,7.982406,-1.518753,-0.2806237,0.0432197,0.0000000,0.0000000,0.968351,0.947971
24.203510,8.059203,-1.540741,-0.2770474,0.0463204,0.0000000,0.0000000,0.966670,0.949095
24.283393,8.136080,-1.562448,-0.2733500,0.0462503,0.0000000,0.0000000,0.965476,0.950549
24.363276,8.213035,-1.583876,-0.2698524,0.0413164,0.0000000,0.0000000,0.965680,0.951298
24.443159,8.290059,-1.605057,-0.2670285,0.0293861,0.0000000,0.0000000,0.964599,0.951042
24.523042,8.367129,-1.626067,-0.2655346,0.0080149,0.0000000,0.0000000,0.961572,0.950591
24.602925,8.444210,-1.647040,-0.2662400,-0.0256747,0.0000000,0.0000000,0.960065,0.949202
24.682808,8.521243,-1.668187,-0.2702312,-0.0742525,0.0000000,0.0000000,0.960812,0.945516
24.762690,8.598144,-1.689808,-0.2788031,-0.1403573,0.0000000,0.0000000,0.962471,0.940319
24.842573,8.674792,-1.712309,-0.2934291,-0.2258309,0.0000000,0.0000000,0.967191,0.934342
24.922455,8.751014,-1.736210,-0.3156949,-0.3316414,0.0000000,0.0000000,0.975800,0.927469
25.002335,8.826569,-1.762142,-0.3472159,-0.4575757,0.0000000,0.0000000,0.988259,0.919676
25.082215,8.901117,-1.790833,-0.3894843,-0.6007824,0.0000000,0.0000000,1.005225,0.911528
25.162092,8.974197,-1.823078,-0.4436443,-0.7554341,0.0000000,0.0000000,1.029452,0.903877
25.241966,9.045196,-1.859669,-0.5101606,-0.9103748,0.0000000,0.0000000,1.068675,0.897678
25.321836,9.113356,-1.901305,-0.5884250,-1.0499118,0.0000000,0.0000000,1.128070,0.893904
25.401703,9.177809,-1.948470,-0.6764263,-1.1545446,0.0000000,0.0000000,1.207402,0.893342
25.481568,9.237681,-2.001325,-0.7707708,-1.2090446,0.0000000,0.0000000,1.289322,0.896138
25.561432,9.292225,-2.059663,-0.8671891,-1.2065712,0.0000000,0.0000000,1.365950,0.901215
25.641297,9.340948,-2.122944,-0.9614228,-1.1542142,0.0000000,0.0000000,1.286354,0.905995
25.721164,9.383673,-2.190422,-1.0501086,-1.0673820,0.0000000,0.0000000,1.134512,0.906476
25.801033,9.420516,-2.261286,-1.1312030,-0.9638415,0.0000000,0.0000000,1.034857,0.897622
25.880905,9.451804,-2.334775,-1.2039662,-0.8585283,0.0000000,0.0000000,0.932203,0.874078
25.960780,9.477977,-2.410239,-1.2686575,-0.7615551,0.0000000,0.0000000,0.837894,0.832176
26.040656,9.499499,-2.487161,-1.3261889,-0.6791359,0.0000000,0.0000000,0.764561,0.775146
26.120533,9.516802,-2.565142,-1.3778494,-0.6144853,0.0000000,0.0000000,0.716866,0.712741
26.200412,9.530238,-2.643882,-1.4251274,-0.5693615,0.0000000,0.0000000,0.679340,0.651292
26.280291,9.540060,-2.723155,-1.4695895,-0.5439598,0.0000000,0.0000000,0.648646,0.596882
26.360170,9.546408,-2.802782,-1.5128010,-0.5380406,0.0000000,0.0000000,0.623023,0.556767
26.440049,9.549311,-2.882608,-1.5562568,-0.5500757,0.0000000,0.0000000,0.599215,0.528887
26.519927,9.548688,-2.962484,-1.6012955,-0.5776889,0.0000000,0.0000000,0.585830,0.509033
26.599806,9.544369,-3.042246,-1.6490161,-0.6172511,0.0000000,0.0000000,0.576318,0.495906
26.679683,9.536118,-3.121696,-1.7001674,-0.6636287,0.0000000,0.0000000,0.573818,0.488035
26.759560,9.523668,-3.200597,-1.7550392,-0.7104522,0.0000000,0.0000000,0.585618,0.483278
26.839436,9.506772,-3.278665,-1.8133647,-0.7501627,0.0000000,0.0000000,0.602431,0.481469
26.919311,9.485247,-3.355585,-1.8742778,-0.7752920,0.0000000,0.0000000,0.623918,0.484292
26.999186,9.459025,-3.431034,-1.9363478,-0.7791563,0.0000000,0.0000000,0.656064,0.492343
27.079062,9.428186,-3.504715,-1.9977405,-0.7583221,0.0000000,0.0000000,0.686059,0.502798
27.158937,9.392968,-3.576408,-2.0564618,-0.7122178,0.0000000,0.0000000,0.726680,0.512677
27.238814,9.353751,-3.645995,-2.1106345,-0.6443597,0.0000000,0.0000000,0.717892,0.520314
27.318693,9.311020,-3.713483,-2.1587432,-0.5603078,0.0000000,0.0000000,0.646189,0.525466
27.398572,9.265320,-3.778998,-2.1997614,-0.4667595,0.0000000,0.0000000,0.583581,0.527672
27.478453,9.217211,-3.842767,-2.2331881,-0.3701888,0.0000000,0.0000000,0.532053,0.526545
27.558334,9.167236,-3.905085,-2.2589981,-0.2760308,0.0000000,0.0000000,0.508986,0.522517
27.638216,9.115893,-3.966282,-2.2775531,-0.1885307,0.0000000,0.0000000,0.502861,0.517467
27.718099,9.063626,-4.026692,-2.2894993,-0.1105623,0.0000000,0.0000000,0.500296,0.514414
27.797982,9.010819,-4.086631,-2.2956702,-0.0439380,0.0000000,0.0000000,0.497185,0.512399
27.877865,8.957792,-4.146375,-2.2969872,0.0109663,0.0000000,0.0000000,0.493658,0.508438
27.957747,8.904809,-4.206158,-2.2943676,0.0546182,0.0000000,0.0000000,0.488678,0.502521
28.037630,8.852079,-4.266166,-2.2886400,0.0887835,0.0000000,0.0000000,0.480187,0.497829
28.117513,8.799771,-4.326540,-2.2804651,0.1158899,0.0000000,0.0000000,0.467758,0.496440
28.197396,8.748020,-4.387394,-2.2702859,0.1389651,0.0000000,0.0000000,0.455600,0.497101
28.277278,8.696948,-4.448817,-2.2582978,0.1611775,0.0000000,0.0000000,0.451161,0.499262
28.357161,8.646672,-4.510894,-2.2444529,0.1854580,0.0000000,0.0000000,0.454735,0.503489
28.437043,8.597326,-4.573712,-2.2284911,0.2141781,0.0000000,0.0000000,0.458300,0.507736
28.516925,8.549066,-4.637369,-2.2099964,0.2488776,0.0000000,0.0000000,0.458239,0.511387
28.596807,8.502088,-4.701976,-2.1884642,0.2902317,0.0000000,0.0000000,0.455742,0.515311
28.676689,8.456625,-4.767659,-2.1633805,0.3378049,0.0000000,0.0000000,0.452766,0.519263
28.756570,8.412956,-4.834547,-2.1342983,0.3903543,0.0000000,0.0000000,0.450142,0.521853
28.836451,8.371395,-4.902765,-2.1009114,0.4456014,0.0000000,0.0000000,0.447482,0.523116
28.916330,8.332289,-4.972418,-2.0631199,0.5006588,0.0000000,0.0000000,0.443259,0.524026
28.996210,8.295996,-5.043576,-2.0210817,0.5519627,0.0000000,0.0000000,0.435762,0.524340
29.076088,8.262867,-5.116261,-1.9752394,0.5959405,0.0000000,0.0000000,0.424664,0.523793
29.155966,8.233224,-5.190434,-1.9263190,0.6290625,0.0000000,0.0000000,0.413041,0.522024
29.235844,8.207329,-5.265998,-1.8752881,0.6488134,0.0000000,0.0000000,0.407259,0.518321
29.315721,8.185369,-5.342798,-1.8232668,0.6538703,0.0000000,0.0000000,0.409814,0.516002
29.395599,8.167432,-5.420635,-1.7714232,0.6443643,0.0000000,0.0000000,0.415263,0.511737
29.475476,8.153510,-5.499290,-1.7208456,0.6221524,0.0000000,0.0000000,0.419149,0.501858
29.555355,8.143501,-5.578539,-1.6724436,0.5898660,0.0000000,0.0000000,0.421800,0.495115
29.635233,8.137228,-5.658171,-1.6268816,0.5510134,0.0000000,0.0000000,0.424213,0.483915
29.715112,8.134462,-5.738002,-1.5845519,0.5089066,0.0000000,0.0000000,0.425690,0.474389
29.794992,8.134941,-5.817880,-1.5455925,0.4666033,0.0000000,0.0000000,0.425217,0.468006
29.874873,8.138400,-5.897686,-1.5099264,0.4264310,0.0000000,0.0000000,0.422579,0.461827
29.954753,8.144577,-5.977327,-1.4773185,0.3900172,0.0000000,0.0000000,0.418675,0.458737
30.034634,8.153238,-6.056737,-1.4474377,0.3581420,0.0000000,0.0000000,0.415925,0.457375
30.114516,8.164171,-6.135867,-1.4199190,0.3308667,0.0000000,0.0000000,0.416841,0.456822
30.194397,8.177196,-6.214680,-1.3944200,0.3075698,0.0000000,0.0000000,0.421523,0.455302
30.274279,8.192156,-6.293148,-1.3706729,0.2870013,0.0000000,0.0000000,0.429602,0.455696
30.354161,8.208911,-6.371253,-1.3485275,0.2674639,0.0000000,0.0000000,0.441583,0.460302
30.434043,8.227331,-6.448982,-1.3279854,0.2468553,0.0000000,0.0000000,0.455693,0.464831
30.513925,8.247276,-6.526334,-1.3092211,0.2229528,0.0000000,0.0000000,0.468180,0.468547
30.593807,8.268590,-6.603321,-1.2925899,0.1934433,0.0000000,0.0000000,0.474872,0.473778
30.673690,8.291083,-6.679971,-1.2786183,0.1563627,0.0000000,0.0000000,0.473608,0.473856
30.753572,8.314523,-6.756337,-1.2679825,0.1099254,0.0000000,0.0000000,0.468548,0.468717
30.833455,8.338621,-6.832499,-1.2614728,0.0530556,0.0000000,0.0000000,0.470053,0.463031
30.913338,8.363031,-6.908561,-1.2599463,-0.0148366,0.0000000,0.0000000,0.483080,0.460057
30.993221,8.387340,-6.984655,-1.2642816,-0.0937054,0.0000000,0.0000000,0.500658,0.460733
31.073103,8.411068,-7.060932,-1.2753200,-0.1826582,0.0000000,0.0000000,0.519009,0.465131
31.152986,8.433671,-7.137550,-1.2938080,-0.2802265,0.0000000,0.0000000,0.542373,0.473521
31.232867,8.454548,-7.214655,-1.3203268,-0.3837392,0.0000000,0.0000000,0.574249,0.485045
31.312748,8.473049,-7.292363,-1.3552052,-0.4895604,0.0000000,0.0000000,0.614269,0.498717
31.392627,8.488501,-7.370733,-1.3984207,-0.5925396,0.0000000,0.0000000,0.665814,0.515246
31.472504,8.500238,-7.449744,-1.4495067,-0.6867023,0.0000000,0.0000000,0.751696,0.535002
31.552380,8.507641,-7.529276,-1.5074977,-0.7655325,0.0000000,0.0000000,0.808681,0.556844
31.632255,8.510192,-7.609110,-1.5709763,-0.8242033,0.0000000,0.0000000,0.783973,0.578808
31.712129,8.507511,-7.688939,-1.6382580,-0.8608374,0.0000000,0.0000000,0.759828,0.600137
31.792002,8.499373,-7.768396,-1.7076841,-0.8779393,0.0000000,0.0000000,0.740352,0.621003
31.871875,8.485703,-7.847091,-1.7779688,-0.8823475,0.0000000,0.0000000,0.729890,0.641852
31.951747,8.466530,-7.924628,-1.8484613,-0.8831348,0.0000000,0.0000000,0.725948,0.662603
32.031620,8.441934,-8.000620,-1.9192583,-0.8899705,0.0000000,0.0000000,0.730502,0.682725
32.111492,8.411991,-8.074667,-1.9911512,-0.9105920,0.0000000,0.0000000,0.743011,0.701600
32.191364,8.376731,-8.146334,-2.0654308,-0.9497810,0.0000000,0.0000000,0.761433,0.718387
32.271235,8.336125,-8.215112,-2.1435865,-1.0077505,0.0000000,0.0000000,0.796903,0.732076
32.351103,8.290110,-8.280394,-2.2269263,-1.0797454,0.0000000,0.0000000,0.839467,0.742138
32.430970,8.238644,-8.341468,-2.3161301,-1.1548082,0.0000000,0.0000000,0.911812,0.748593
32.510835,8.181785,-8.397552,-2.4108205,-1.2173866,0.0000000,0.0000000,1.018388,0.752041
32.590698,8.119774,-8.447878,-2.5092974,-1.2498304,0.0000000,0.0000000,1.114845,0.753829
32.670561,8.053083,-8.491814,-2.6086819,-1.2401798,0.0000000,0.0000000,1.176813,0.754878
32.750425,7.982397,-8.528986,-2.7054854,-1.1850664,0.0000000,0.0000000,1.118138,0.755617
32.830291,7.908529,-8.559352,-2.7964320,-1.0932343,0.0000000,0.0000000,1.009124,0.756029
32.910160,7.832300,-8.583187,-2.8791391,-0.9784247,0.0000000,0.0000000,0.938396,0.755578
32.990032,7.754441,-8.601009,-2.9523601,-0.8554208,0.0000000,0.0000000,0.882740,0.754112
33.069906,7.675545,-8.613472,-3.0158745,-0.7351690,0.0000000,0.0000000,0.836710,0.751704
33.149783,7.596050,-8.621274,-3.0701740,-0.6245541,0.0000000,0.0000000,0.808032,0.749347
33.229662,7.516263,-8.625089,-3.1161543,-0.5267843,0.0000000,0.0000000,0.789082,0.747700
33.309542,7.436384,-8.625529,3.1283065,-0.4428338,0.0000000,0.0000000,0.776390,0.746824
33.389422,7.356539,-8.623131,3.0957504,-0.3723135,0.0000000,0.0000000,0.767826,0.746336
33.469304,7.276801,-8.618346,3.0683409,-0.3139602,0.0000000,0.0000000,0.762897,0.746289
33.549186,7.197209,-8.611551,3.0451611,-0.2664016,0.0000000,0.0000000,0.762256,0.746827
33.629068,7.117780,-8.603055,3.0254197,-0.2278693,0.0000000,0.0000000,0.763276,0.748475
33.708950,7.038520,-8.593107,3.0084583,-0.1967953,0.0000000,0.0000000,0.761554,0.753028
33.788832,6.959426,-8.581908,2.9937440,-0.1716062,0.0000000,0.0000000,0.760493,0.761442
33.868715,6.880494,-8.569621,2.9808634,-0.1508839,0.0000000,0.0000000,0.761441,0.771249
33.948598,6.801717,-8.556380,2.9695059,-0.1334729,0.0000000,0.0000000,0.763584,0.780571
34.028480,6.723085,-8.542297,2.9594474,-0.1183584,0.0000000,0.0000000,0.766163,0.788853
34.108363,6.644590,-8.527470,2.9505337,-0.1048116,0.0000000,0.0000000,0.766914,0.794251
34.188246,6.566223,-8.511986,2.9426617,-0.0922793,0.0000000,0.0000000,0.764784,0.796226
34.268128,6.487972,-8.495923,2.9357642,-0.0804109,0.0000000,0.0000000,0.764850,0.798079
34.348011,6.409825,-8.479357,2.9297963,-0.0690046,0.0000000,0.0000000,0.767802,0.800707
34.427894,6.331772,-8.462361,2.9247250,-0.0579660,0.0000000,0.0000000,0.768970,0.801623
34.507777,6.253797,-8.445003,2.9205206,-0.0472980,0.0000000,0.0000000,0.768412,0.801966
34.587660,6.175890,-8.427350,2.9171510,-0.0370651,0.0000000,0.0000000,0.769148,0.803098
34.667543,6.098034,-8.409466,2.9145777,-0.0273617,0.0000000,0.0000000,0.769846,0.801640
34.747425,6.020219,-8.391411,2.9127535,-0.0183107,0.0000000,0.0000000,0.769754,0.797049
34.827308,5.942430,-8.373242,2.9116221,-0.0100158,0.0000000,0.0000000,0.768715,0.791172
34.907191,5.864655,-8.355009,2.9111193,-0.0025719,0.0000000,0.0000000,0.767397,0.783732
34.987074,5.786885,-8.336759,2.9111748,0.0039608,0.0000000,0.0000000,0.765091,0.778626
35.066957,5.709109,-8.318534,2.9117150,0.0095658,0.0000000,0.0000000,0.762002,0.782216
35.146840,5.631319,-8.300366,2.9126658,0.0142387,0.0000000,0.0000000,0.759751,0.789903
35.226723,5.553509,-8.282286,2.9139546,0.0180283,0.0000000,0.0000000,0.759334,0.794933
35.306606,5.475674,-8.264318,2.9155126,0.0209777,0.0000000,0.0000000,0.759983,0.797242
35.386488,5.397808,-8.246479,2.9172740,0.0231235,0.0000000,0.0000000,0.760912,0.795930
35.466371,5.319910,-8.228783,2.9191753,0.0244769,0.0000000,0.0000000,0.760515,0.792157
35.546254,5.241978,-8.211238,2.9211499,0.0249609,0.0000000,0.0000000,0.760271,0.788768
35.626137,5.164011,-8.193848,2.9231206,0.0243793,0.0000000,0.0000000,0.762401,0.785371
35.706020,5.086010,-8.176608,2.9249871,0.0223526,0.0000000,0.0000000,0.764542,0.782789
35.785903,5.007980,-8.159505,2.9266095,0.0182665,0.0000000,0.0000000,0.764620,0.782161
35.865786,4.929925,-8.142514,2.9277903,0.0112958,0.0000000,0.0000000,0.764362,0.783159
35.945668,4.851856,-8.125588,2.9282525,0.0002773,0.0000000,0.0000000,0.763711,0.785581
36.025551,4.773787,-8.108659,2.9276219,-0.0160653,0.0000000,0.0000000,0.762511,0.787929
36.105434,4.695742,-8.091622,2.9254149,-0.0391926,0.0000000,0.0000000,0.762754,0.787720
36.185317,4.617753,-8.074333,2.9210344,-0.0704785,0.0000000,0.0000000,0.764182,0.787130
36.265200,4.539864,-8.056595,2.9137927,-0.1108312,0.0000000,0.0000000,0.765753,0.788313
36.345082,4.462138,-8.038159,2.9029493,-0.1606531,0.0000000,0.0000000,0.767820,0.789993
36.424965,4.384657,-8.018718,2.8877852,-0.2190092,0.0000000,0.0000000,0.773040,0.790124
36.504847,4.307531,-7.997919,2.8677080,-0.2836681,0.0000000,0.0000000,0.780592,0.787978
36.584728,4.230896,-7.975375,2.8423884,-0.3502740,0.0000000,0.0000000,0.787396,0.783770
36.664609,4.154922,-7.950701,2.8119208,-0.4125796,0.0000000,0.0000000,0.799346,0.778392
36.744490,4.079797,-7.923549,2.7769833,-0.4622115,0.0000000,0.0000000,0.816881,0.772510
36.824370,4.005718,-7.893665,2.7389424,-0.4903077,0.0000000,0.0000000,0.835125,0.765881
36.904250,3.932853,-7.860932,2.6998418,-0.4887503,0.0000000,0.0000000,0.857510,0.757626
36.984129,3.861304,-7.825413,2.6622444,-0.4526635,0.0000000,0.0000000,0.886134,0.747128
37.064010,3.791068,-7.787363,2.6289047,-0.3821181,0.0000000,0.0000000,0.916033,0.733941
37.143892,3.722009,-7.747214,2.6024094,-0.2812655,0.0000000,0.0000000,0.949371,0.716965
37.223774,3.653857,-7.705544,2.5848501,-0.1583635,0.0000000,0.0000000,0.984133,0.695550
37.303657,3.586229,-7.663026,2.5776222,-0.0225959,0.0000000,0.0000000,1.011285,0.670446
37.383539,3.518677,-7.620388,2.5813586,0.1161398,0.0000000,0.0000000,1.027205,0.642419
37.463422,3.450736,-7.578375,2.5959389,0.2489024,0.0000000,0.0000000,1.010710,0.614094
37.543304,3.381981,-7.537707,2.6205586,0.3675120,0.0000000,0.0000000,0.909515,0.584550
37.623184,3.312073,-7.499057,2.6538505,0.4660665,0.0000000,0.0000000,0.764677,0.556007
37.703064,3.240787,-7.463014,2.6940752,0.5411370,0.0000000,0.0000000,0.637975,0.530610
37.782942,3.168022,-7.430063,2.7393681,0.5930091,0.0000000,0.0000000,0.465937,0.507285
37.862820,3.093786,-7.400574,2.7880240,0.6253735,0.0000000,0.0000000,0.381983,0.489299
37.942698,3.018176,-7.374815,2.8387081,0.6438125,0.0000000,0.0000000,0.363392,0.478508
38.022576,2.941344,-7.352969,2.8905580,0.6545706,0.0000000,0.0000000,0.363132,0.470959
38.102453,2.863476,-7.335164,2.9431421,0.6622065,0.0000000,0.0000000,0.365827,0.465864
38.182330,2.784777,-7.321499,2.9963001,0.6689441,0.0000000,0.0000000,0.367557,0.469319
38.262207,2.705460,-7.312055,3.0499365,0.6741918,0.0000000,0.0000000,0.371549,0.479508
38.342084,2.625750,-7.306889,3.1038108,0.6749080,0.0000000,0.0000000,0.402411,0.494400
38.421961,2.545878,-7.306015,-3.1257927,0.6668679,0.0000000,0.0000000,1.049566,0.514477
38.501838,2.466072,-7.309381,-3.0733779,0.6456732,0.0000000,0.0000000,1.045511,0.540482
38.581716,2.386543,-7.316839,-3.0233044,0.6082186,0.0000000,0.0000000,1.040552,0.572432
38.661595,2.307467,-7.328131,-2.9769095,0.5535286,0.0000000,0.0000000,1.034126,0.613525
38.741474,2.228963,-7.342891,-2.9355370,0.4824202,0.0000000,0.0000000,1.025250,0.656891
38.821354,2.151081,-7.360650,-2.9003879,0.3976645,0.0000000,0.0000000,1.011953,0.706160
38.901236,2.073800,-7.380863,-2.8724280,0.3023898,0.0000000,0.0000000,0.992194,0.761527
38.981118,1.997026,-7.402930,-2.8523616,0.2000157,0.0000000,0.0000000,0.964754,0.814988
39.061000,1.920613,-7.426216,-2.8406396,0.0934640,0.0000000,0.0000000,0.928602,0.869245
39.140883,1.844375,-7.450071,-2.8374966,-0.0147750,0.0000000,0.0000000,0.885346,0.923233
39.220766,1.768109,-7.473836,-2.8429811,-0.1225369,0.0000000,0.0000000,0.839966,0.972317
39.300648,1.691615,-7.496855,-2.8569733,-0.2277820,0.0000000,0.0000000,0.792852,1.008781
39.380530,1.614717,-7.518484,-2.8791843,-0.3283199,0.0000000,0.0000000,0.744536,1.022366
39.460411,1.537281,-7.538096,-2.9091452,-0.4218429,0.0000000,0.0000000,0.695046,1.006996
39.540291,1.459231,-7.555098,-2.9461883,-0.5056736,0.0000000,0.0000000,0.652754,0.962777
39.620170,1.380562,-7.568947,-2.9894458,-0.5774860,0.0000000,0.0000000,0.616758,0.897819
39.700049,1.301340,-7.579169,-3.0378760,-0.6352390,0.0000000,0.0000000,0.580105,0.820160
39.779926,1.221705,-7.585375,-3.0903213,-0.6780653,0.0000000,0.0000000,0.550896,0.711850
39.859803,1.141851,-7.587277,3.1375723,-0.7065468,0.0000000,0.0000000,0.523741,0.578756
39.939679,1.062016,-7.584686,3.0805061,-0.7225195,0.0000000,0.0000000,0.504550,0.476312
40.019555,0.982464,-7.577505,3.0225321,-0.7292906,0.0000000,0.0000000,0.492770,0.435381
40.099431,0.903463,-7.565711,2.9642456,-0.7303435,0.0000000,0.0000000,0.487377,0.427596
40.179307,0.825284,-7.549334,2.9059671,-0.7290881,0.0000000,0.0000000,0.487480,0.430197
40.259183,0.748191,-7.528435,2.8477915,-0.7277651,0.0000000,0.0000000,0.491401,0.436905
40.339059,0.672442,-7.503092,2.7897004,-0.7269708,0.0000000,0.0000000,0.500567,0.449984
40.418935,0.598290,-7.473398,2.7317076,-0.7253054,0.0000000,0.0000000,0.518609,0.476223
40.498811,0.525980,-7.439464,2.6740208,-0.7193055,0.0000000,0.0000000,0.546244,0.525517
40.578687,0.455733,-7.401444,2.6171906,-0.7038494,0.0000000,0.0000000,0.578900,0.624157
40.658564,0.387724,-7.359550,2.5621945,-0.6733584,0.0000000,0.0000000,0.622170,0.662000
40.738441,0.322053,-7.314079,2.5104452,-0.6225164,0.0000000,0.0000000,0.674721,0.646523
40.818320,0.258706,-7.265419,2.4636783,-0.5485470,0.0000000,0.0000000,0.727312,0.638784
40.898200,0.197535,-7.214049,2.4237659,-0.4508323,0.0000000,0.0000000,0.773138,0.634915
40.978080,0.138237,-7.160527,2.3925072,-0.3318249,0.0000000,0.0000000,0.810036,0.632981
41.057962,0.080364,-7.105464,2.3714384,-0.1956772,0.0000000,0.0000000,0.870679,0.632013
41.137845,0.023350,-7.049512,2.3617283,-0.0474271,0.0000000,0.0000000,0.942471,0.944851
41.217728,-0.033457,-6.993349,2.3641221,0.1073590,0.0000000,0.0000000,0.987909,0.881187
41.297610,-0.090743,-6.937677,2.3789202,0.2631329,0.0000000,0.0000000,0.986251,0.815161
41.377492,-0.149183,-6.883217,2.4059552,0.4137531,0.0000000,0.0000000,0.930528,0.750652
41.457372,-0.209381,-6.830710,2.4445602,0.5528707,0.0000000,0.0000000,0.840372,0.688649
41.537250,-0.271825,-6.780898,2.4935383,0.6735701,0.0000000,0.0000000,0.735297,0.631046
41.617126,-0.336841,-6.734496,2.5511976,0.7703549,0.0000000,0.0000000,0.648796,0.578087
41.697000,-0.404569,-6.692154,2.6154691,0.8392543,0.0000000,0.0000000,0.577911,0.535412
41.776874,-0.474966,-6.654417,2.6841020,0.8796530,0.0000000,0.0000000,0.473400,0.499679
41.856746,-0.547825,-6.621689,2.7549082,0.8937227,0.0000000,0.0000000,0.367482,0.472692
41.936619,-0.622825,-6.594218,2.8259298,0.8850448,0.0000000,0.0000000,0.333663,0.459127
42.016492,-0.699572,-6.572091,2.8955173,0.8577767,0.0000000,0.0000000,0.323667,0.453133
42.096366,-0.777651,-6.555253,2.9622801,0.8142553,0.0000000,0.0000000,0.332000,0.453364
42.176241,-0.856657,-6.543508,3.0249608,0.7554823,0.0000000,0.0000000,0.648317,0.459367
42.256117,-0.936228,-6.536531,3.0823231,0.6809970,0.0000000,0.0000000,0.668455,0.471718
42.335994,-1.016062,-6.533873,3.1330688,0.5897258,0.0000000,0.0000000,0.714241,0.490904
42.415874,-1.095934,-6.534958,-3.1073329,0.4815584,0.0000000,0.0000000,0.831982,0.513000
42.495754,-1.175707,-6.539097,-3.0738312,0.3572671,0.0000000,0.0000000,0.956785,0.539361
42.575636,-1.255332,-6.545497,-3.0507872,0.2196891,0.0000000,0.0000000,1.015123,0.572334
42.655519,-1.334834,-6.553283,-3.0390862,0.0732638,0.0000000,0.0000000,1.022629,0.606898
42.735401,-1.414290,-6.561533,-3.0391769,-0.0755364,0.0000000,0.0000000,1.005461,0.637309
42.815284,-1.493793,-6.569309,-3.0509150,-0.2183434,0.0000000,0.0000000,0.976499,0.664519
