# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
253.666220,-27.571912,-7.411898,-2.880700,-0.003103,11.878948,-10.000000
254.010055,-27.904177,-7.500341,-2.881492,-0.000118,11.585883,-10.000000
254.354222,-28.236772,-7.588837,-2.880783,0.002585,11.284917,-10.000000
254.698780,-28.569610,-7.677937,-2.879712,0.002686,10.975346,-10.000000
255.043789,-28.902828,-7.767364,-2.878930,0.001875,10.656361,-10.000000
255.389311,-29.236457,-7.857235,-2.878417,0.000168,10.327032,-10.000000
255.735405,-29.570631,-7.947286,-2.878813,0.006336,9.986276,-10.000000
256.082132,-29.905494,-8.037207,-2.874037,0.027771,9.632817,-9.750924
256.429570,-30.240088,-8.130804,-2.859558,0.048633,9.274454,-9.209349
256.777886,-30.573731,-8.230834,-2.840222,0.066688,8.921881,-9.213047
257.127285,-30.906324,-8.337896,-2.813076,0.058578,8.553472,-10.000000
257.478342,-31.236633,-8.456796,-2.799141,-0.001087,8.132696,-10.000000
257.830237,-31.568456,-8.573944,-2.813751,-0.056483,7.687838,-9.180555
258.183177,-31.903883,-8.683738,-2.838962,-0.120137,7.254136,-7.611649
258.535895,-32.241982,-8.784233,-2.898923,-0.172921,6.874078,-6.889902
258.885548,-32.584939,-8.852332,-2.960741,-0.187277,6.514201,-6.456059
259.229420,-32.924117,-8.908960,-3.029602,-0.234484,6.163983,-4.831623
259.565409,-33.259554,-8.928200,-3.121189,-0.288413,5.894738,-3.087994
259.889760,-33.583854,-8.922423,3.061676,-0.311098,5.722303,-1.041630
260.200686,-33.891530,-8.877587,2.963942,-0.317376,5.665423,-0.774516
260.494332,-34.178569,-8.815646,2.869221,-0.321938,5.625135,3.416669
260.772766,-34.441480,-8.723979,2.781570,-0.291541,5.791786,2.078732
261.040750,-34.689796,-8.623206,2.712659,-0.287667,5.887182,-2.987360
261.310725,-34.930248,-8.500451,2.631239,-0.308263,5.748556,-1.732500
261.600361,-35.177762,-8.350031,2.544350,-0.315489,5.660592,-2.980396
261.918655,-35.432341,-8.158979,2.441581,-0.337927,5.490448,-0.323205
262.262144,-35.683176,-7.924317,2.319836,-0.340434,5.470191,4.606637
262.622433,-35.910460,-7.644764,2.199902,-0.274539,5.765624,6.355227
262.995204,-36.113927,-7.332419,2.116037,-0.212341,6.162833,7.064102
263.376247,-36.301208,-7.000576,2.038469,-0.181637,6.585133,8.181373
263.760198,-36.458430,-6.650291,1.976187,-0.106180,7.046024,9.510000
264.142548,-36.603380,-6.296481,1.956708,-0.017891,7.544453,9.510000
264.518472,-36.743846,-5.947786,1.962954,0.051535,8.004302,9.038761
264.884982,-36.887113,-5.610438,1.995667,0.101963,8.407998,7.180437
265.242293,-37.042124,-5.288503,2.036855,0.106545,8.707797,7.130903
265.592020,-37.204785,-4.978905,2.070693,0.089117,8.989631,8.096408
265.935520,-37.374368,-4.680185,2.098403,0.068042,9.293853,8.961882
266.274162,-37.548199,-4.389562,2.116887,0.049027,9.614855,9.403186
266.609287,-37.724281,-4.104424,2.131331,0.041368,9.937199,9.488406
266.942187,-37.903337,-3.823780,2.144460,0.039261,10.250137,9.379809
267.274145,-38.085102,-3.546007,2.157384,0.041270,10.549536,9.156674
267.606381,-38.270974,-3.270631,2.171823,0.043084,10.834069,9.057832
267.939963,-38.461605,-2.996885,2.186043,0.040101,11.109461,9.244630
268.275120,-38.656935,-2.724531,2.198645,0.033117,11.384943,9.510000
268.611770,-38.856222,-2.453204,2.208308,0.025443,11.662762,9.510000
268.949829,-39.058517,-2.182353,2.215823,0.020804,11.935237,9.510000
269.289204,-39.263505,-1.911881,2.222406,0.018172,12.202655,9.510000
269.629795,-39.470892,-1.641709,2.228183,0.015780,12.465266,9.510000
269.971498,-39.680420,-1.371785,2.233177,0.012918,12.723287,9.510000
270.314203,-39.891799,-1.102034,2.237029,0.009425,12.976913,9.510000
270.657796,-40.104571,-0.832249,2.239650,0.006222,13.226315,9.510000
271.002160,-40.318391,-0.562309,2.241313,0.003686,13.471645,9.510000
271.347176,-40.532946,-0.292119,2.242193,0.001631,13.713039,9.510000
271.692722,-40.747976,-0.021631,2.242440,-0.000241,13.950617,9.510000
272.038675,-40.963247,0.249186,2.242026,-0.002279,14.184489,9.510000
272.384910,-41.178483,0.520392,2.240862,-0.004262,14.414754,9.510000
272.731306,-41.393397,0.792057,2.239074,-0.005996,14.641502,9.510000
273.077739,-41.607783,1.064186,2.236707,-0.007610,14.864815,9.510000
273.424090,-41.821381,1.336830,2.233801,-0.009008,15.084772,9.510000
273.770246,-42.034012,1.609982,2.230468,-0.010113,15.301445,9.510000
274.116144,-42.245511,1.883686,2.226802,-0.011071,15.514935,9.510000
274.461791,-42.455823,2.157986,2.222811,-0.011864,15.725375,9.510000
274.807196,-42.664833,2.432977,2.218603,-0.012488,15.932891,9.510000
275.152370,-42.872545,2.708659,2.214187,-0.013013,16.137603,9.510000
275.497321,-43.078846,2.985121,2.209622,-0.013134,16.339620,9.510000
275.842059,-43.283773,3.262337,2.205129,-0.013129,16.539048,9.510000
276.186591,-43.487334,3.540304,2.200573,-0.013327,16.735983,9.510000
276.530928,-43.689491,3.819052,2.195948,-0.013315,16.930517,9.510000
276.875076,-43.890248,4.098577,2.191406,-0.012905,17.122736,9.510000
277.219045,-44.089652,4.378850,2.187068,-0.012275,17.312723,9.510000
277.562842,-44.287774,4.659820,2.182964,-0.011744,17.500554,9.510000
277.906476,-44.484679,4.941446,2.178995,-0.011485,17.686303,9.510000
278.249956,-44.680384,5.223718,2.175073,-0.011386,17.870039,9.510000
278.593290,-44.874903,5.506632,2.171175,-0.011353,18.051829,9.510000
278.936485,-45.068241,5.790187,2.167279,-0.011360,18.231733,9.510000
279.279549,-45.260399,6.074385,2.163379,-0.011338,18.409812,9.510000
279.622491,-45.451378,6.359228,2.159501,-0.011252,18.586122,9.510000
279.965316,-45.641194,6.644709,2.155663,-0.011131,18.760716,9.510000
280.308033,-45.829858,6.930823,2.151871,-0.010996,18.933646,9.510000
280.650649,-46.017387,7.217559,2.148127,-0.010865,19.104960,9.503836
280.993169,-46.203797,7.504913,2.144427,-0.010746,19.274595,9.492537
281.335602,-46.389101,7.792876,2.140767,-0.010632,19.442508,9.481322
281.677954,-46.573311,8.081444,2.137146,-0.010520,19.608748,9.470714
282.020231,-46.756441,8.370610,2.133565,-0.010406,19.773372,9.461035
282.362440,-46.938504,8.660368,2.130024,-0.010289,19.936437,3.709635
282.704586,-47.119512,8.950712,2.126524,-0.010171,20.000000,0.000000
283.046676,-47.299480,9.241637,2.123064,-0.010052,20.000000,0.000000
283.388715,-47.478419,9.533136,2.119647,-0.009933,20.000000,0.000000
283.730709,-47.656344,9.825202,2.116270,-0.009813,20.000000,0.000000
284.072664,-47.833268,10.117831,2.112935,-0.009693,20.000000,0.000000
284.414586,-48.009203,10.411015,2.109641,-0.009572,20.000000,0.000000
284.756478,-48.184163,10.704749,2.106389,-0.009451,20.000000,0.000000
285.098347,-48.358161,10.999026,2.103179,-0.009329,20.000000,0.000000
285.440198,-48.531210,11.293841,2.100011,-0.009206,20.000000,0.000000
285.782035,-48.703324,11.589187,2.096885,-0.009083,20.000000,0.000000
286.123863,-48.874515,11.885058,2.093801,-0.008960,20.000000,0.000000
286.465686,-49.044798,12.181448,2.090760,-0.008837,20.000000,0.000000
286.807510,-49.214184,12.478352,2.087760,-0.008712,20.000000,0.000000
287.149338,-49.382687,12.775762,2.084803,-0.008588,20.000000,0.000000
287.491174,-49.550321,13.073674,2.081889,-0.008463,20.000000,0.000000
287.833023,-49.717098,13.372079,2.079017,-0.008338,20.000000,0.000000
288.174889,-49.883033,13.670974,2.076188,-0.008213,20.000000,0.000000
288.516775,-50.048136,13.970351,2.073401,-0.008088,20.000000,0.000000
288.858685,-50.212423,14.270205,2.070658,-0.007962,20.000000,0.000000
289.200622,-50.375907,14.570529,2.067957,-0.007836,20.000000,0.000000
289.542591,-50.538600,14.871317,2.065299,-0.007709,20.000000,0.000000
289.884593,-50.700515,15.172563,2.062684,-0.007582,20.000000,0.000000
290.226634,-50.861666,15.474261,2.060112,-0.007456,20.000000,0.000000
290.568715,-51.022067,15.776405,2.057583,-0.007332,20.000000,0.000000
290.910839,-51.181729,16.078989,2.055096,-0.007209,20.000000,0.000000
291.253010,-51.340667,16.382008,2.052650,-0.007087,20.000000,0.000000
291.595231,-51.498891,16.685454,2.050246,-0.006957,20.000000,0.000000
291.937503,-51.656416,16.989322,2.047888,-0.006812,20.000000,0.000000
292.279829,-51.813257,17.293606,2.045582,-0.006657,20.000000,0.000000
292.622213,-51.969430,17.598297,2.043329,-0.006508,20.000000,0.000000
292.964656,-52.124951,17.903388,2.041125,-0.006386,20.000000,0.000000
293.307160,-52.279834,18.208872,2.038955,-0.006312,20.000000,0.000000
293.649728,-52.434085,18.514747,2.036801,-0.006260,20.000000,0.000000
293.992362,-52.587709,18.821011,2.034665,-0.006198,20.000000,0.000000
294.335064,-52.740712,19.127661,2.032554,-0.006107,20.000000,0.000000
294.677835,-52.893102,19.434694,2.030479,-0.005978,20.000000,0.000000
295.020677,-53.044894,19.742103,2.028455,-0.005825,20.000000,0.000000
295.363592,-53.196103,20.049880,2.026485,-0.005667,20.000000,0.000000
295.706582,-53.346748,20.358016,2.024568,-0.005502,20.000000,0.000000
296.049648,-53.496841,20.666506,2.022710,-0.005300,20.000000,0.000000
296.392791,-53.646407,20.975339,2.020931,-0.005045,20.000000,0.000000
296.736014,-53.795470,21.284502,2.019247,-0.004753,20.000000,0.000000
297.079316,-53.944063,21.593980,2.017668,-0.004441,20.000000,0.000000
297.422700,-54.092219,21.903758,2.016198,-0.004100,20.000000,0.000000
297.766160,-54.239969,22.213814,2.014852,-0.003723,20.000000,0.000000
298.109689,-54.387353,22.524121,2.013640,-0.003330,20.000000,0.000000
298.453277,-54.534406,22.834649,2.012564,-0.002902,20.000000,0.000000
298.796916,-54.681168,23.145371,2.011646,-0.002414,20.000000,0.000000
299.140594,-54.827689,23.456252,2.010905,-0.001893,20.000000,0.000000
299.484304,-54.974021,23.767256,2.010345,-0.001373,20.000000,0.000000
299.828036,-55.120217,24.078347,2.009961,-0.000854,20.000000,0.000000
300.171778,-55.266324,24.389493,2.009758,-0.000298,20.000000,0.000000
300.515523,-55.412399,24.700657,2.009756,0.000302,20.000000,0.000000
300.859260,-55.558502,25.011798,2.009965,0.000929,20.000000,0.000000
301.202978,-55.704696,25.322876,2.010395,0.001554,20.000000,0.000000
301.546670,-55.851047,25.633851,2.011034,0.002137,20.000000,0.000000
301.890324,-55.997611,25.944684,2.011863,0.002680,20.000000,0.000000
302.233932,-56.144443,26.255339,2.012876,0.003209,20.000000,0.000000
302.577484,-56.291592,26.565783,2.014068,0.003737,20.000000,0.000000
302.920971,-56.439112,26.875978,2.015443,0.004277,20.000000,0.000000
303.264384,-56.587055,27.185891,2.017006,0.004830,20.000000,0.000000
303.607715,-56.735476,27.495483,2.018760,0.005390,20.000000,0.000000
303.950956,-56.884430,27.804718,2.020707,0.005951,20.000000,0.000000
304.294098,-57.033973,28.113561,2.022845,0.006511,20.000000,0.000000
304.637135,-57.184159,28.421973,2.025174,0.007070,20.000000,0.000000
304.980059,-57.335043,28.729919,2.027695,0.007631,20.000000,0.000000
305.322863,-57.486680,29.037362,2.030407,0.008193,20.000000,0.000000
305.665542,-57.639123,29.344266,2.033311,0.008757,20.000000,0.000000
306.008090,-57.792428,29.650594,2.036407,0.009323,20.000000,0.000000
306.350503,-57.946648,29.956310,2.039697,0.009890,20.000000,0.000000
306.692775,-58.101840,30.261377,2.043179,0.010460,20.000000,0.000000
307.034904,-58.258057,30.565760,2.046856,0.011031,20.000000,0.000000
307.376887,-58.415355,30.869420,2.050726,0.011604,20.000000,0.000000
307.718721,-58.573786,31.172322,2.054791,0.012179,20.000000,0.000000
308.060405,-58.733408,31.474430,2.059051,0.012755,20.000000,0.000000
308.401939,-58.894273,31.775707,2.063505,0.013332,20.000000,0.000000
308.743322,-59.056436,32.076116,2.068156,0.013912,20.000000,0.000000
309.084557,-59.219953,32.375621,2.073002,0.014491,20.000000,0.000000
309.425645,-59.384878,32.674186,2.078044,0.015073,20.000000,-0.009290
309.766589,-59.551265,32.971773,2.083282,0.015654,19.999842,-8.143585
310.107394,-59.719169,33.268348,2.088716,0.016237,19.860587,-8.033972
310.448065,-59.888644,33.563872,2.094347,0.016820,19.722298,-7.924467
310.788608,-60.059746,33.858310,2.100174,0.017403,19.584989,-7.815277
311.129030,-60.232528,34.151625,2.106198,0.017987,19.448671,-7.706675
311.469341,-60.407045,34.443781,2.112418,0.018570,19.313350,-7.598863
311.809550,-60.583352,34.734742,2.118835,0.019153,19.179027,-7.492078
312.149668,-60.761503,35.024470,2.125449,0.019735,19.045700,-7.386580
312.489708,-60.941554,35.312930,2.132258,0.020317,18.913361,-7.282656
312.829683,-61.123558,35.600084,2.139264,0.020896,18.781996,-7.180954
313.169609,-61.307570,35.885897,2.146465,0.021473,18.651579,-7.082503
313.509502,-61.493646,36.170331,2.153861,0.022043,18.522063,-6.988377
313.849380,-61.681839,36.453351,2.161449,0.022605,18.393380,-6.897610
314.189262,-61.872203,36.734921,2.169227,0.023168,18.265478,-6.807756
314.529169,-62.064793,37.015004,2.177197,0.023737,18.138348,-6.713683
314.869125,-62.259664,37.293563,2.185364,0.024333,18.012078,-6.614390
315.209152,-62.456871,37.570561,2.193743,0.024940,17.886777,-6.524138
315.549277,-62.656482,37.845952,2.202326,0.025501,17.762285,-6.460767
315.889527,-62.858547,38.119703,2.211092,0.025984,17.638090,-6.444178
316.229931,-63.063122,38.391776,2.220011,0.026324,17.513280,-6.472131
316.570518,-63.270244,38.662147,2.229018,0.026598,17.386958,-6.508036
316.911323,-63.479934,38.930807,2.238134,0.026916,17.258921,-6.516887
317.252380,-63.692242,39.197725,2.247370,0.027359,17.129656,-6.425488
317.593726,-63.907199,39.462886,2.256803,0.028252,17.001132,-6.188747
317.935399,-64.124897,39.726227,2.266665,0.029475,16.876298,-5.851206
318.277438,-64.345489,39.987626,2.276954,0.030809,16.757289,-5.472883
318.619883,-64.569062,40.247016,2.287752,0.032091,16.645072,-5.280228
318.962774,-64.795811,40.504231,2.298945,0.032506,16.535941,-5.464098
319.306153,-65.025760,40.759245,2.310059,0.032155,16.422084,-5.726463
319.650065,-65.258861,41.012108,2.321044,0.032185,16.301719,-5.886569
319.994558,-65.495121,41.262820,2.332213,0.032316,16.176844,-6.155143
320.339680,-65.734652,41.511283,2.343328,0.031743,16.044990,-6.541872
320.685483,-65.977346,41.757616,2.354145,0.031063,15.903374,-6.955851
321.032023,-66.223201,42.001840,2.364833,0.030062,15.751075,-7.434772
321.379359,-66.472203,42.243997,2.375004,0.028502,15.586264,-7.879738
321.727556,-66.724174,42.484313,2.384656,0.027236,15.409225,-8.267691
322.076661,-66.979096,42.722828,2.393996,0.025646,15.220763,-8.681889
322.426596,-67.236793,42.959570,2.402588,0.023317,15.019835,-9.064197
322.777232,-67.496912,43.194695,2.410336,0.021111,14.806720,-9.381635
323.128427,-67.759188,43.428253,2.417409,0.018640,14.582503,-9.678718
323.480026,-68.023330,43.660310,2.423440,0.015298,14.347242,-9.923677
323.831868,-68.288893,43.891112,2.428174,0.012058,14.101781,-10.000000
324.183785,-68.555461,44.120865,2.431929,0.009505,13.849978,-10.000000
324.535605,-68.822733,44.349651,2.434864,0.006924,13.593583,-10.000000
324.887154,-69.090366,44.577597,2.436800,0.003125,13.332461,-10.000000
325.238261,-69.357978,44.804885,2.437058,-0.002567,13.066460,-10.000000
325.588754,-69.624924,45.032008,2.434994,-0.009815,12.795410,-10.000000
325.938462,-69.890532,45.259490,2.430178,-0.017506,12.519120,-9.838627
326.287213,-70.153962,45.488034,2.422757,-0.022707,12.241972,-9.675740
326.634843,-70.414605,45.718059,2.414359,-0.026213,11.964060,-9.572173
326.981188,-70.672368,45.949389,2.404556,-0.029097,11.683671,-9.472281
327.326095,-70.926444,46.182640,2.394239,-0.032749,11.400617,-9.313281
327.669416,-71.177171,46.417172,2.382003,-0.038056,11.116617,-9.252833
328.011020,-71.423082,46.654282,2.368161,-0.038723,10.828553,-9.346523
328.350780,-71.664689,46.893160,2.355621,-0.038884,10.531212,-9.405018
328.688598,-71.901918,47.133668,2.341803,-0.040965,10.225070,-9.485658
329.024411,-72.134101,47.376281,2.328027,-0.040263,9.908644,-9.559895
329.358309,-72.361940,47.620365,2.314860,-0.042661,9.581084,-9.638287
329.691126,-72.585645,47.866787,2.299620,-0.041736,9.240216,-9.870755
330.024044,-72.805300,48.116959,2.287123,-0.032018,8.877460,-10.000000
330.358220,-73.023667,48.369919,2.278283,-0.003959,8.492690,-10.000000
330.694781,-73.241225,48.626712,2.284366,0.045789,8.086690,-9.264901
331.034928,-73.466572,48.881502,2.309014,0.105723,7.687113,-6.736903
331.380009,-73.702318,49.133504,2.356297,0.179999,7.378493,-3.976163
331.732534,-73.959635,49.374464,2.433403,0.187571,7.186011,-6.527213
332.096226,-74.245794,49.598929,2.490925,0.151705,6.847698,-9.734591
332.468845,-74.545443,49.820415,2.544973,0.016527,6.295742,-9.734733
332.857513,-74.875080,50.026332,2.506031,-0.191375,5.662969,-7.836410
333.247093,-75.169868,50.281034,2.396805,-0.322309,5.095429,-5.962294
333.643231,-75.452470,50.558632,2.250756,-0.467370,4.608647,-4.580579
334.036942,-75.663230,50.891181,2.025134,-0.577720,4.199140,-1.564479
334.423479,-75.792766,51.255366,1.792303,-0.620265,4.052569,0.415380
334.787330,-75.826826,51.617620,1.542706,-0.609055,4.089693,5.184180
335.097377,-75.774003,51.923135,1.379998,-0.453786,4.465453,6.882319
335.329887,-75.723960,52.150195,1.321674,-0.313435,4.810476,0.310907
335.531615,-75.667005,52.343716,1.256119,-0.366258,4.823496,-5.818370
335.748519,-75.594438,52.548121,1.183445,-0.452053,4.554345,-4.586882
336.023837,-75.481230,52.799087,1.053796,-0.559212,4.268062,-2.817566
336.361392,-75.292584,53.079008,0.841620,-0.624414,4.039082,0.071286
336.718364,-75.022547,53.312480,0.605853,-0.622472,4.045378,2.102668
337.081838,-74.703695,53.486969,0.383078,-0.569299,4.230084,4.996894
337.441505,-74.356505,53.580886,0.193445,-0.436083,4.635520,6.238395
337.801323,-73.999395,53.624938,0.069338,-0.325545,5.096805,7.420581
338.163558,-73.637207,53.630840,-0.041107,-0.223265,5.599412,9.452139
338.531993,-73.270524,53.594959,-0.094790,-0.036123,6.190186,9.510000
338.896709,-72.907350,53.561449,-0.067487,0.108550,6.727206,8.104788
339.254780,-72.549603,53.546233,-0.015896,0.171620,7.145592,4.830063
339.607857,-72.196548,53.550149,0.054644,0.184264,7.380396,6.097173
339.957339,-71.848765,53.584568,0.112935,0.120075,7.663677,9.010083
340.306062,-71.502862,53.628825,0.138229,0.049153,8.063250,9.510000
340.654593,-71.158203,53.680636,0.147181,0.003203,8.464340,9.510000
341.002809,-70.813648,53.731003,0.140448,-0.011493,8.846928,9.510000
341.350653,-70.469005,53.778074,0.139187,-0.021834,9.213258,9.510000
341.698460,-70.124730,53.827516,0.125241,-0.045169,9.565533,9.317076
342.045492,-69.779712,53.864856,0.107807,-0.050284,9.897781,9.317076
