# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
125.877406,-35.387575,15.964879,0.299750,0.155675,7.924237,4.023459
126.219380,-35.063649,16.074507,0.351608,0.145964,8.096009,4.585391
126.564243,-34.742963,16.201356,0.400090,0.135110,8.289030,5.059938
126.911645,-34.426229,16.344071,0.445223,0.125694,8.498452,5.279293
127.261199,-34.114099,16.501436,0.487767,0.118885,8.712892,5.176831
127.612485,-33.807253,16.672453,0.528610,0.115395,8.919170,4.750868
127.965047,-33.506443,16.856338,0.569051,0.114073,9.105028,4.237987
128.318388,-33.212714,17.052738,0.609198,0.112133,9.268033,3.975535
128.671988,-32.926789,17.260777,0.648388,0.108847,9.418489,4.166834
129.025319,-32.649355,17.479575,0.686205,0.103271,9.573530,4.740770
129.377862,-32.380778,17.707946,0.721331,0.096015,9.746545,5.361914
129.729188,-32.120873,17.944334,0.753802,0.088884,9.937942,5.860972
130.079320,-31.869415,18.187975,0.783653,0.082382,10.142333,6.285045
130.428689,-31.625438,18.438044,0.811399,0.076020,10.356569,6.759841
130.777538,-31.388747,18.694311,0.836715,0.068635,10.581817,7.385631
131.125963,-31.158363,18.955697,0.859253,0.059332,10.822270,8.251682
131.473924,-30.934032,19.221691,0.878032,0.045639,11.084406,9.211205
131.821317,-30.714277,19.490744,0.890985,0.029013,11.369427,9.510000
132.167975,-30.497725,19.761441,0.898162,0.011558,11.655784,-8.359221
132.513691,-30.282896,20.032306,0.898973,-0.006238,11.405151,-10.000000
132.858231,-30.068100,20.301696,0.893835,-0.022679,11.098949,-9.648955
133.201354,-29.852128,20.568322,0.883350,-0.038649,10.796532,-8.881252
133.542829,-29.633687,20.830789,0.867341,-0.055402,10.511881,-7.800577
133.882461,-29.411569,21.087719,0.845574,-0.072170,10.256754,-6.511000
134.220104,-29.184484,21.337590,0.818421,-0.085913,10.040130,-5.335738
134.555696,-28.951547,21.579172,0.787711,-0.095076,9.860170,-4.437156
134.889295,-28.712450,21.811812,0.754797,-0.101902,9.708887,-3.741415
135.221158,-28.466887,22.035042,0.719925,-0.106977,9.580147,-3.185324
135.551798,-28.214423,22.248549,0.683995,-0.111244,9.469574,-2.571640
135.882147,-27.954667,22.452650,0.646503,-0.115259,9.379432,-2.040240
136.213374,-27.686456,22.647006,0.607850,-0.117600,9.307104,-1.224082
136.546190,-27.409669,22.831818,0.568473,-0.118717,9.263228,-0.130659
136.880987,-27.123958,23.006340,0.528629,-0.118838,9.258505,1.976111
137.217998,-26.829676,23.170578,0.488647,-0.116770,9.330158,2.737316
137.557266,-26.526948,23.323741,0.449653,-0.111115,9.429168,3.801988
137.898777,-26.216674,23.466430,0.412974,-0.103970,9.565880,4.568788
138.242406,-25.899509,23.598667,0.378386,-0.097542,9.728617,5.158205
138.587963,-25.576328,23.720995,0.345712,-0.090600,9.910141,5.906705
138.935179,-25.247809,23.833394,0.315582,-0.080980,10.114974,6.833772
139.283748,-24.914969,23.936924,0.289324,-0.069397,10.347792,7.703300
139.633319,-24.578735,24.032562,0.267095,-0.058023,10.604833,8.341585
139.983501,-24.240062,24.121600,0.248691,-0.049117,10.876793,8.696067
140.333865,-23.899764,24.204985,0.232662,-0.043873,11.153395,8.832280
140.683941,-23.558514,24.283095,0.217941,-0.041001,11.427255,8.855094
141.033270,-23.216922,24.356206,0.203975,-0.039266,11.694821,8.848904
141.381746,-22.875191,24.424441,0.190541,-0.037523,11.955589,8.878882
141.729448,-22.533358,24.488053,0.177856,-0.035241,12.211081,8.951226
142.076449,-22.191460,24.547346,0.166063,-0.032826,12.462852,9.016726
142.422821,-21.849534,24.602667,0.155099,-0.031008,12.710978,9.044769
142.768633,-21.507594,24.654271,0.144602,-0.029723,12.954711,9.060737
143.113948,-21.165630,24.702256,0.134559,-0.028393,13.194020,9.081278
143.458824,-20.823650,24.746861,0.125008,-0.027193,13.429296,9.085039
143.803317,-20.481648,24.788207,0.115815,-0.026384,13.660360,9.059870
144.147475,-20.139619,24.826438,0.106841,-0.025900,13.886739,9.012505
144.491343,-19.797551,24.861576,0.097996,-0.025595,14.108144,8.963878
144.834960,-19.455440,24.893700,0.089246,-0.025173,14.324804,8.952849
145.178359,-19.113277,24.922807,0.080702,-0.024261,14.537840,8.998506
145.521570,-18.771070,24.949051,0.072589,-0.022964,14.748748,9.081202
145.864621,-18.428827,24.972578,0.064943,-0.021521,14.958483,9.179112
146.207535,-18.086556,24.993568,0.057827,-0.020041,15.167449,9.278482
146.550333,-17.744265,25.012208,0.051201,-0.018631,15.375721,9.375939
146.893033,-17.401960,25.028651,0.045055,-0.017230,15.583295,9.472647
147.235651,-17.059645,25.043075,0.039393,-0.015864,15.790189,9.510000
147.578200,-16.717327,25.055634,0.034186,-0.014534,15.995166,9.510000
147.920689,-16.375010,25.066489,0.029437,-0.013260,16.197515,9.510000
148.263127,-16.032698,25.075794,0.025104,-0.012043,16.397337,9.510000
148.605521,-15.690395,25.083679,0.021190,-0.010845,16.594728,9.510000
148.947873,-15.348108,25.090302,0.017679,-0.009655,16.789774,9.510000
149.290186,-15.005838,25.095782,0.014579,-0.008503,16.982559,9.510000
149.632460,-14.663593,25.100283,0.011857,-0.007490,17.173159,9.510000
149.974696,-14.321377,25.103899,0.009452,-0.006595,17.361645,9.510000
150.316891,-13.979194,25.106752,0.007343,-0.005746,17.548084,9.510000
150.659042,-13.637050,25.108924,0.005520,-0.004944,17.732539,9.510000
151.001147,-13.294948,25.110529,0.003961,-0.004248,17.915072,9.510000
151.343209,-12.952888,25.111634,0.002614,-0.003608,18.095740,9.510000
151.685232,-12.610866,25.112317,0.001492,-0.003005,18.274602,9.510000
152.027220,-12.268878,25.112654,0.000559,-0.002527,18.451713,9.510000
152.369177,-11.926920,25.112699,-0.000236,-0.002172,18.627124,9.510000
152.711109,-11.584989,25.112493,-0.000927,-0.001878,18.800885,9.510000
153.053018,-11.243080,25.112065,-0.001520,-0.001581,18.973043,9.510000
153.394908,-10.901190,25.111454,-0.002008,-0.001311,19.143645,9.510000
153.736785,-10.559315,25.110692,-0.002416,-0.001119,19.312732,9.510000
154.078650,-10.217450,25.109801,-0.002773,-0.001005,19.480347,9.510000
154.420510,-9.875593,25.108796,-0.003104,-0.000954,19.646528,9.510000
154.762366,-9.533738,25.107679,-0.003425,-0.000896,19.811314,9.510000
155.104223,-9.191883,25.106454,-0.003717,-0.000750,19.974742,1.476763
155.446085,-8.850024,25.105138,-0.003938,-0.000506,20.000000,0.000000
155.787955,-8.508157,25.103762,-0.004063,-0.000211,20.000000,0.000000
156.129836,-8.166278,25.102360,-0.004083,0.000080,20.000000,0.000000
156.471734,-7.824383,25.100970,-0.004008,0.000336,20.000000,0.000000
156.813651,-7.482469,25.099619,-0.003853,0.000563,20.000000,0.000000
157.155591,-7.140531,25.098335,-0.003623,0.000780,20.000000,0.000000
157.497558,-6.798567,25.097142,-0.003320,0.000996,20.000000,0.000000
157.839555,-6.456571,25.096064,-0.002942,0.001219,20.000000,0.000000
158.181587,-6.114541,25.095130,-0.002486,0.001447,20.000000,0.000000
158.523656,-5.772472,25.094364,-0.001952,0.001675,20.000000,0.000000
158.865768,-5.430361,25.093794,-0.001340,0.001903,20.000000,0.000000
159.207925,-5.088204,25.093447,-0.000649,0.002130,20.000000,0.000000
159.550132,-4.745997,25.093350,0.000118,0.002357,20.000000,0.000000
159.892393,-4.403736,25.093528,0.000964,0.002583,20.000000,0.000000
160.234712,-4.061417,25.094009,0.001886,0.002808,20.000000,0.000000
160.577093,-3.719038,25.094820,0.002887,0.003034,20.000000,0.000000
160.919539,-3.376593,25.095986,0.003964,0.003259,20.000000,0.000000
161.262057,-3.034079,25.097535,0.005119,0.003484,20.000000,0.000000
161.604649,-2.691493,25.099493,0.006351,0.003708,20.000000,0.000000
161.947320,-2.348830,25.101887,0.007660,0.003932,20.000000,0.000000
162.290075,-2.006087,25.104743,0.009046,0.004155,20.000000,0.000000
162.632919,-1.663259,25.108089,0.010508,0.004376,20.000000,0.000000
162.975856,-1.320344,25.111949,0.012047,0.004595,20.000000,0.000000
163.318891,-0.977337,25.116352,0.013660,0.004814,20.000000,0.000000
163.662030,-0.634234,25.121322,0.015350,0.005040,20.000000,-3.830916
164.005277,-0.291032,25.126888,0.017119,0.005280,19.934144,-10.000000
164.348638,0.052273,25.133076,0.018975,0.005530,19.761146,-10.000000
164.692118,0.395685,25.139920,0.020917,0.005765,19.586559,-10.000000
165.035723,0.739207,25.147447,0.022936,0.005962,19.410337,-10.000000
165.379458,1.082844,25.155683,0.025016,0.006078,19.232433,-10.000000
165.723330,1.426599,25.164646,0.027115,0.006129,19.052796,-10.000000
166.067344,1.770477,25.174333,0.029231,0.006242,18.871374,-10.000000
166.411508,2.114482,25.184760,0.031411,0.006451,18.688111,-10.000000
166.755826,2.458619,25.195955,0.033673,0.006887,18.502949,-9.997282
167.100307,2.802891,25.207949,0.036155,0.007634,18.315877,-9.948399
167.444957,3.147299,25.220865,0.038933,0.008362,18.127712,-9.909855
167.789783,3.491843,25.234786,0.041920,0.008855,17.938216,-9.898141
168.134791,3.836525,25.249774,0.045041,0.008999,17.746823,-9.911963
168.479988,4.181347,25.265863,0.048131,0.008932,17.552964,-9.930573
168.825382,4.526316,25.283000,0.051210,0.008958,17.356458,-9.945236
169.170980,4.871433,25.301233,0.054321,0.008979,17.157288,-9.972745
169.516790,5.216703,25.320540,0.057418,0.008652,16.955093,-10.000000
169.862820,5.562132,25.340935,0.060307,0.007977,16.749764,-10.000000
170.209078,5.907733,25.362264,0.062941,0.007166,16.541747,-10.000000
170.555575,6.253515,25.384509,0.065271,0.006146,16.330936,-10.000000
170.902318,6.599496,25.407481,0.067202,0.004897,16.117215,-10.000000
171.249269,6.945643,25.431091,0.068669,0.003521,15.900490,-10.000000
171.596350,7.291892,25.455102,0.069646,0.002022,15.680688,-10.000000
171.943479,7.638169,25.479401,0.070073,0.000100,15.457729,-10.000000
172.290574,7.984412,25.503709,0.069715,-0.002183,15.231530,-10.000000
172.637553,8.330558,25.527749,0.068558,-0.004576,15.001997,-10.000000
172.984337,8.676545,25.551234,0.066540,-0.007132,14.769030,-10.000000
173.330846,9.022316,25.573847,0.063612,-0.009831,14.532517,-10.000000
173.677006,9.367813,25.595266,0.059728,-0.012688,14.292335,-9.898870
174.022747,9.712981,25.615148,0.054831,-0.015769,14.050835,-9.741754
174.368001,10.057766,25.633135,0.048830,-0.018978,13.809388,-9.570850
174.712707,10.402115,25.648825,0.041734,-0.022070,13.568380,-9.403970
175.056811,10.745972,25.661874,0.033625,-0.024955,13.327755,-9.234502
175.400265,11.089278,25.671940,0.024573,-0.028043,13.087621,-9.031717
175.743029,11.431974,25.678734,0.014378,-0.031682,12.848903,-8.805469
176.085072,11.774004,25.681785,0.002873,-0.035253,12.612320,-8.617806
176.426372,12.115303,25.680698,-0.009716,-0.038152,12.376918,-8.529382
176.766919,12.455804,25.675161,-0.023142,-0.039955,12.139967,-8.536501
177.106713,12.795445,25.664955,-0.036899,-0.041203,11.898634,-8.548302
177.445776,13.134183,25.650118,-0.051114,-0.043161,11.652496,-8.528387
177.784145,13.471974,25.630345,-0.066138,-0.045404,11.402157,-8.502995
178.121875,13.808784,25.605436,-0.081810,-0.047857,11.147455,-8.470754
178.459044,14.144594,25.575195,-0.098434,-0.050691,10.888232,-8.440547
178.795746,14.479369,25.539213,-0.115965,-0.053592,10.624015,-8.428576
179.132102,14.813105,25.497321,-0.134500,-0.056526,10.353728,-8.434804
179.468246,15.145764,25.449039,-0.153972,-0.059567,10.076163,-8.457331
179.804345,15.477364,25.394228,-0.174534,-0.062737,9.789998,-8.459767
180.140577,15.807843,25.332296,-0.196139,-0.067206,9.495008,-8.341804
180.477158,16.137237,25.263116,-0.219739,-0.075314,9.194553,-8.026692
180.814212,16.465226,25.185473,-0.246886,-0.087412,8.895445,-7.468900
181.151232,16.790804,25.098399,-0.278720,-0.103632,8.607822,-6.675087
181.487498,17.112431,25.000263,-0.316750,-0.121373,8.342984,-5.762375
181.822352,17.428402,24.889403,-0.360278,-0.137953,8.108408,-4.883349
182.155232,17.737131,24.764925,-0.408977,-0.151897,7.905387,-4.198855
182.485664,18.036806,24.625711,-0.461126,-0.162704,7.727889,-3.709701
182.813319,18.326278,24.472207,-0.516132,-0.172358,7.568967,-3.035509
183.138025,18.603954,24.303890,-0.573608,-0.183106,7.437605,-2.340266
183.459822,18.869083,24.121516,-0.634538,-0.189304,7.335652,-1.343909
183.778997,19.119891,23.924115,-0.694852,-0.192371,7.276943,-2.169419
184.096195,19.357718,23.714226,-0.756852,-0.197504,7.181757,1.326209
184.412450,19.580149,23.489411,-0.819701,-0.194344,7.239922,1.404114
184.729288,19.789584,23.251666,-0.879589,-0.191100,7.301111,-0.274775
185.048757,19.985581,22.999385,-0.940850,-0.191731,7.289078,1.908729
185.373530,20.168934,22.731319,-1.002653,-0.187359,7.373633,2.399023
185.705889,20.338989,22.445760,-1.063714,-0.180713,7.480985,2.548966
186.046589,20.495647,22.143213,-1.124281,-0.175544,7.596184,3.088118
186.395332,20.636566,21.824209,-1.184842,-0.164665,7.736661,4.563668
186.751398,20.760850,21.490538,-1.240583,-0.143485,7.943920,6.112569
187.113882,20.869472,21.144712,-1.288242,-0.118847,8.218107,7.371445
187.481705,20.964419,20.789355,-1.327646,-0.093750,8.541665,8.496465
187.853622,21.047545,20.426846,-1.357821,-0.065355,8.903932,9.489142
188.228273,21.122209,20.059710,-1.376616,-0.035030,9.294635,9.510000
188.604184,21.192372,19.690405,-1.384205,-0.007087,9.671612,9.510000
188.979795,21.261624,19.321233,-1.381945,0.014910,10.034152,9.510000
189.353485,21.333038,18.954431,-1.372973,0.028594,10.382282,9.510000
189.723573,21.407801,18.591973,-1.360595,0.034865,10.715916,9.422668
190.088343,21.486367,18.235765,-1.347280,0.037139,11.032002,9.196056
190.446159,21.567966,17.887377,-1.333708,0.038722,11.326343,8.967658
190.796178,21.652615,17.547747,-1.319867,0.039942,11.600162,8.761021
191.139318,21.740076,17.215942,-1.306065,0.040266,11.856486,8.564806
191.476793,21.830694,16.890860,-1.292513,0.040869,12.097814,-7.872758
191.809765,21.924248,16.571301,-1.278706,0.041179,11.879153,-8.727226
192.139309,22.021463,16.256422,-1.265279,0.039361,11.634529,-9.076834
192.466475,22.121774,15.945014,-1.252905,0.035534,11.376424,-9.444214
192.792249,22.225545,15.636209,-1.242119,0.030739,11.102687,-9.707608
193.117611,22.331953,15.328739,-1.232921,0.027606,10.814466,-9.841532
193.443495,22.441420,15.021791,-1.224166,0.026741,10.513719,-9.851164
193.770830,22.553869,14.714377,-1.215477,0.030364,10.202403,-9.764667
194.100547,22.669999,14.405788,-1.204263,0.036096,9.881795,-9.800514
194.433636,22.791402,14.095611,-1.191604,0.032713,9.545731,-10.000000
194.771162,22.918236,13.782823,-1.182315,0.022890,9.185340,-10.000000
195.114179,23.049179,13.465781,-1.176004,-0.005479,8.803983,-10.000000
195.463839,23.184650,13.143431,-1.185805,-0.054568,8.397435,-9.012330
195.820721,23.314500,12.811011,-1.214155,-0.100400,8.005264,-7.524698
196.185250,23.436485,12.467498,-1.258132,-0.139141,7.654953,-6.687102
196.553740,23.539882,12.113811,-1.316580,-0.152289,7.325983,-6.534866
196.921556,23.621572,11.755181,-1.370973,-0.173037,6.990192,-5.341382
197.283931,23.684780,11.398361,-1.444101,-0.217913,6.707579,-3.316673
197.636783,23.711836,11.046549,-1.527961,-0.238841,6.530776,1.954503
197.975217,23.714365,10.708124,-1.610232,-0.231655,6.631287,0.173454
198.296646,23.685850,10.387962,-1.680118,-0.230274,6.639690,-2.436107
198.603446,23.645837,10.083783,-1.754208,-0.239179,6.526154,0.378335
198.902976,23.575421,9.792648,-1.822863,-0.230369,6.543495,-3.422569
199.203926,23.496090,9.502341,-1.891645,-0.245807,6.384143,-2.837972
199.507856,23.384935,9.219467,-1.970607,-0.260985,6.247575,1.364536
199.817848,23.257200,8.937015,-2.052004,-0.255448,6.314918,2.904639
200.131903,23.096550,8.667160,-2.129750,-0.239621,6.457756,2.457796
200.452322,22.920819,8.399229,-2.204316,-0.235383,6.578577,3.676940
200.777431,22.714937,8.147618,-2.281502,-0.208741,6.757846,4.685662
201.108199,22.493076,7.902290,-2.341624,-0.192452,6.983424,4.599080
201.444111,22.250731,7.669684,-2.409742,-0.185036,7.201249,5.232533
201.784885,21.989934,7.450340,-2.467056,-0.156664,7.444744,6.839141
202.130176,21.715078,7.241341,-2.517411,-0.120757,7.755463,8.545790
202.479553,21.426439,7.044488,-2.551188,-0.069818,8.131334,9.510000
202.832365,21.131779,6.850448,-2.566669,-0.044357,8.533995,9.510000
203.188278,20.831669,6.659115,-2.582641,-0.049884,8.921802,9.288124
203.546763,20.526126,6.471618,-2.602313,-0.061379,9.287511,8.613099
203.907075,20.214922,6.290022,-2.626787,-0.069151,9.615855,8.171941
204.268326,19.898142,6.116377,-2.652269,-0.066096,9.918110,8.286934
204.629603,19.577229,5.950438,-2.674607,-0.057918,10.215511,8.569196
204.989964,19.253804,5.791515,-2.694114,-0.051250,10.513452,8.757678
205.348434,18.929201,5.639418,-2.711484,-0.046494,10.807932,8.847509
205.704137,18.604699,5.493736,-2.727330,-0.043455,11.095295,8.873662
206.057031,18.280562,5.354206,-2.742264,-0.041175,11.374027,8.901271
206.407405,17.956780,5.220313,-2.756269,-0.038627,11.645001,8.973703
206.755538,17.633286,5.091671,-2.769228,-0.035632,11.910253,9.086035
207.101697,17.310080,4.967721,-2.780992,-0.032456,12.171464,9.209543
207.446132,16.987118,4.848009,-2.791629,-0.029502,12.429350,9.328510
207.789086,16.664365,4.732043,-2.801260,-0.026716,12.684133,9.436318
208.130785,16.341741,4.619474,-2.809910,-0.024288,12.935841,9.510000
208.471444,16.019204,4.509846,-2.817826,-0.022103,13.183904,9.510000
208.811265,15.696621,4.402987,-2.824945,-0.019579,13.426791,9.510000
209.150443,15.373965,4.298419,-2.831114,-0.017199,13.664914,9.510000
209.489161,15.051140,4.195882,-2.836599,-0.015217,13.898644,9.510000
209.827596,14.728065,4.095079,-2.841415,-0.013157,14.128317,9.510000
210.165919,14.404645,3.995772,-2.845501,-0.010988,14.354241,9.510000
210.504300,14.080809,3.897628,-2.848849,-0.009085,14.576702,9.510000
210.842878,13.756487,3.800415,-2.851650,-0.007409,14.795945,9.510000
211.181676,13.431707,3.703968,-2.853869,-0.005879,15.012126,9.510000
211.520689,13.106540,3.608072,-2.855636,-0.004696,15.225373,9.510000
211.859914,12.781012,3.512654,-2.857054,-0.003683,15.435803,9.510000
212.199345,12.455172,3.417564,-2.858135,-0.003085,15.643529,9.510000
212.538979,12.129045,3.322735,-2.859149,-0.002855,15.848654,9.510000
212.878812,11.802628,3.228194,-2.860075,-0.002480,16.051276,9.510000
213.218839,11.475948,3.133861,-2.860835,-0.002148,16.251485,9.510000
213.559056,11.149018,3.039709,-2.861537,-0.002138,16.449368,9.510000
213.899460,10.821843,2.945731,-2.862290,-0.002465,16.645005,9.510000
214.240047,10.494417,2.851970,-2.863215,-0.003033,16.838472,9.510000
214.580811,10.166724,2.758499,-2.864356,-0.003535,17.029841,9.510000
214.921748,9.838747,2.665389,-2.865625,-0.003692,17.219178,9.510000
215.262853,9.510488,2.572657,-2.866875,-0.003512,17.406548,9.510000
215.604122,9.181960,2.480278,-2.868021,-0.003177,17.592012,9.510000
215.945551,8.853178,2.388211,-2.869044,-0.002878,17.775625,9.510000
216.287134,8.524160,2.296420,-2.869987,-0.002711,17.957443,9.510000
216.628867,8.194912,2.204892,-2.870897,-0.002632,18.137517,9.510000
216.970746,7.865442,2.113621,-2.871787,-0.002581,18.315896,9.510000
217.312765,7.535756,2.022603,-2.872662,-0.002523,18.492627,9.510000
217.654920,7.205860,1.931835,-2.873513,-0.002442,18.667754,9.510000
217.997206,6.875762,1.841309,-2.874333,-0.002348,18.841319,9.510000
218.339618,6.545470,1.751014,-2.875120,-0.002253,19.013363,9.510000
218.682151,6.214992,1.660942,-2.875876,-0.002160,19.183925,9.510000
219.024801,5.884334,1.571084,-2.876600,-0.002069,19.353040,9.510000
219.367562,5.553505,1.481432,-2.877294,-0.001980,19.520745,9.510000
219.710430,5.222512,1.391976,-2.877958,-0.001891,19.687073,9.510000
220.053400,4.891363,1.302708,-2.878591,-0.001802,19.852056,8.592889
220.396467,4.560066,1.213620,-2.879194,-0.001713,20.000000,0.000000
220.739625,4.228627,1.124703,-2.879767,-0.001625,20.000000,0.000000
221.082871,3.897055,1.035948,-2.880310,-0.001536,20.000000,0.000000
221.426198,3.565357,0.947347,-2.880822,-0.001448,20.000000,0.000000
221.769602,3.233541,0.858892,-2.881304,-0.001360,20.000000,0.000000
222.113078,2.901614,0.770572,-2.881756,-0.001272,20.000000,0.000000
222.456621,2.569584,0.682381,-2.882178,-0.001184,20.000000,0.000000
222.800226,2.237458,0.594309,-2.882570,-0.001097,20.000000,0.000000
223.143887,1.905245,0.506348,-2.882932,-0.001009,20.000000,0.000000
223.487600,1.572951,0.418488,-2.883264,-0.000922,20.000000,0.000000
223.831359,1.240584,0.330722,-2.883566,-0.000835,20.000000,0.000000
224.175160,0.908153,0.243041,-2.883838,-0.000748,20.000000,0.000000
224.518996,0.575663,0.155437,-2.884080,-0.000661,20.000000,0.000000
224.862864,0.243124,0.067900,-2.884292,-0.000573,20.000000,0.000000
225.206758,-0.089458,-0.019579,-2.884474,-0.000485,20.000000,0.000000
225.550673,-0.422074,-0.107006,-2.884626,-0.000397,20.000000,0.000000
225.894603,-0.754718,-0.194393,-2.884748,-0.000312,20.000000,0.000000
226.238545,-1.087381,-0.281747,-2.884840,-0.000230,20.000000,0.000000
226.582491,-1.420056,-0.369076,-2.884906,-0.000150,20.000000,0.000000
226.926438,-1.752736,-0.456387,-2.884944,-0.000069,20.000000,0.000000
227.270380,-2.085414,-0.543690,-2.884953,0.000020,20.000000,0.000000
227.614312,-2.418081,-0.630991,-2.884930,0.000121,20.000000,0.000000
227.958228,-2.750730,-0.718303,-2.884870,0.000229,20.000000,0.000000
228.302125,-3.083353,-0.805635,-2.884773,0.000334,20.000000,0.000000
228.645996,-3.415941,-0.893000,-2.884640,0.000430,20.000000,0.000000
228.989836,-3.748486,-0.980406,-2.884477,0.000515,20.000000,0.000000
229.333640,-4.080981,-1.067862,-2.884286,0.000593,20.000000,0.000000
229.677404,-4.413418,-1.155376,-2.884069,0.000673,20.000000,0.000000
230.021121,-4.745791,-1.242954,-2.883823,0.000750,20.000000,0.000000
230.364788,-5.078092,-1.330607,-2.883554,0.000813,20.000000,0.000000
230.708398,-5.410314,-1.418337,-2.883265,0.000862,20.000000,0.000000
231.051947,-5.742450,-1.506151,-2.882961,0.000904,20.000000,0.000000
231.395429,-6.074494,-1.594050,-2.882643,0.000941,20.000000,0.000000
231.738840,-6.406442,-1.682041,-2.882315,0.000968,20.000000,0.000000
232.082180,-6.738291,-1.770122,-2.881979,0.000987,20.000000,0.000000
232.425451,-7.070044,-1.858299,-2.881637,0.000999,20.000000,0.000000
232.768656,-7.401703,-1.946572,-2.881293,0.001003,20.000000,0.000000
233.111797,-7.733268,-2.034944,-2.880948,0.000991,20.000000,0.000000
233.454875,-8.064744,-2.123413,-2.880612,0.000969,20.000000,0.000000
233.797894,-8.396132,-2.211976,-2.880283,0.000950,20.000000,0.000000
234.140855,-8.727436,-2.300632,-2.879961,0.000928,20.000000,0.000000
234.483760,-9.058658,-2.389380,-2.879647,0.000897,20.000000,0.000000
234.826613,-9.389802,-2.478217,-2.879346,0.000854,20.000000,0.000000
235.169414,-9.720870,-2.567137,-2.879061,0.000804,20.000000,0.000000
235.512167,-10.051866,-2.656136,-2.878795,0.000756,20.000000,0.000000
235.854873,-10.382794,-2.745208,-2.878543,0.000720,20.000000,0.000000
236.197534,-10.713658,-2.834349,-2.878302,0.000693,20.000000,0.000000
236.540154,-11.044460,-2.923559,-2.878068,0.000671,20.000000,0.000000
236.882734,-11.375203,-3.012834,-2.877842,0.000649,20.000000,0.000000
237.225276,-11.705890,-3.102172,-2.877624,0.000623,20.000000,0.000000
237.567783,-12.036523,-3.191573,-2.877415,0.000594,20.000000,0.000000
237.910256,-12.367106,-3.281031,-2.877217,0.000564,20.000000,0.000000
238.252698,-12.697642,-3.370546,-2.877029,0.000533,20.000000,0.000000
238.595111,-13.028133,-3.460113,-2.876852,0.000504,20.000000,0.000000
238.937498,-13.358583,-3.549730,-2.876684,0.000475,20.000000,0.000000
239.279860,-13.688995,-3.639394,-2.876526,0.000446,20.000000,0.000000
239.622199,-14.019372,-3.729103,-2.876379,0.000417,20.000000,0.000000
239.964519,-14.349716,-3.818854,-2.876241,0.000388,20.000000,0.000000
240.306820,-14.680031,-3.908644,-2.876113,0.000359,20.000000,0.000000
240.649106,-15.010320,-3.998471,-2.875995,0.000330,20.000000,-7.879348
240.991378,-15.340586,-4.088331,-2.875887,0.000301,19.864698,-10.000000
241.333639,-15.670831,-4.178222,-2.875789,0.000271,19.691649,-10.000000
241.675891,-16.001059,-4.268142,-2.875701,0.000242,19.517069,-10.000000
242.018135,-16.331273,-4.358087,-2.875624,0.000213,19.340918,-10.000000
242.360375,-16.661475,-4.448055,-2.875556,0.000184,19.163150,-10.000000
242.702612,-16.991670,-4.538043,-2.875498,0.000155,18.983719,-10.000000
243.044848,-17.321859,-4.628048,-2.875450,0.000126,18.802575,-10.000000
243.387086,-17.652046,-4.718068,-2.875412,0.000096,18.619669,-10.000000
243.729328,-17.982233,-4.808100,-2.875384,0.000067,18.434946,-10.000000
244.071576,-18.312424,-4.898141,-2.875366,0.000038,18.248350,-10.000000
244.413832,-18.642622,-4.988188,-2.875358,0.000009,18.059822,-10.000000
244.756099,-18.972830,-5.078239,-2.875360,-0.000020,17.869299,-10.000000
245.098378,-19.303051,-5.168291,-2.875372,-0.000049,17.676715,-10.000000
245.440671,-19.633287,-5.258341,-2.875394,-0.000079,17.482001,-10.000000
245.782982,-19.963542,-5.348387,-2.875426,-0.000108,17.285085,-10.000000
246.125312,-20.293819,-5.438426,-2.875468,-0.000139,17.085888,-10.000000
246.467663,-20.624120,-5.528455,-2.875520,-0.000169,16.884328,-10.000000
246.810037,-20.954449,-5.618470,-2.875583,-0.000197,16.680319,-10.000000
247.152437,-21.284809,-5.708470,-2.875656,-0.000223,16.473769,-10.000000
247.494865,-21.615203,-5.798452,-2.875736,-0.000246,16.264578,-10.000000
247.837323,-21.945634,-5.888414,-2.875824,-0.000271,16.052643,-10.000000
248.179813,-22.276103,-5.978354,-2.875921,-0.000299,15.837851,-10.000000
248.522338,-22.606615,-6.068270,-2.876029,-0.000336,15.620085,-10.000000
248.864898,-22.937173,-6.158157,-2.876152,-0.000382,15.399215,-10.000000
249.207498,-23.267779,-6.248011,-2.876291,-0.000425,15.175106,-10.000000
249.550139,-23.598439,-6.337828,-2.876443,-0.000467,14.947610,-10.000000
249.892822,-23.929154,-6.427603,-2.876610,-0.000511,14.716568,-10.000000
250.235551,-24.259928,-6.517332,-2.876793,-0.000561,14.481809,-10.000000
250.578327,-24.590766,-6.607010,-2.876995,-0.000614,14.243148,-10.000000
250.921153,-24.921670,-6.696631,-2.877214,-0.000599,14.000384,-10.000000
251.264031,-25.252645,-6.786191,-2.877406,-0.000436,13.753297,-10.000000
251.606963,-25.583685,-6.875712,-2.877513,-0.000186,13.501650,-10.000000
251.949951,-25.914786,-6.965230,-2.877533,0.000010,13.245180,-10.000000
252.292997,-26.245941,-7.054768,-2.877507,-0.000160,12.983600,-10.000000
252.636106,-26.577153,-7.144335,-2.877643,-0.001127,12.716591,-10.000000
252.979306,-26.908481,-7.233823,-2.878280,-0.002500,12.443781,-10.000000
253.322657,-27.240041,-7.323031,-2.879359,-0.003524,12.164730,-10.000000
