idx,iterations,solve_time_us
358,2,267.4
359,2,293.9
360,2,260.0
361,2,252.1
362,2,268.4
363,2,263.5
364,2,261.6
365,2,263.9
366,2,258.5
367,2,321.9
368,2,258.1
369,2,322.2
370,2,306.2
371,2,398.7
372,2,417.8
373,2,252.9
374,2,248.1
375,2,256.8
376,2,335.7
377,2,316.5
378,2,258.1
379,2,254.7
380,2,390.1
381,2,297.5
382,2,259.5
383,2,285.3
384,2,289.1
385,2,289.0
386,2,261.1
387,2,261.7
388,2,258.1
389,2,253.5
390,2,261.0
391,2,254.6
392,2,246.7
393,2,268.3
394,2,313.4
395,2,377.2
396,2,308.5
397,2,287.3
398,6,351.2
399,2,269.8
400,2,344.6
401,2,435.0
402,2,427.2
403,2,445.8
404,2,309.6
405,6,362.2
406,2,272.2
407,2,267.4
408,2,269.2
409,2,265.7
410,6,351.6
411,2,268.0
412,2,262.8
413,2,263.3
414,2,270.3
415,2,265.9
416,2,263.7
417,2,261.1
418,2,268.2
419,2,335.2
420,2,441.7
421,2,385.8
422,2,392.3
423,2,441.3
424,2,322.5
425,2,329.5
426,2,260.4
427,6,356.5
428,2,332.0
429,2,291.8
430,5,348.0
431,2,267.7
432,2,270.6
433,2,267.0
434,2,267.7
435,2,263.9
436,2,260.3
437,2,257.9
438,2,268.3
439,2,261.2
440,6,347.0
441,5,334.8
442,5,391.4
443,2,313.0
444,2,313.9
445,2,321.7
446,2,320.5
447,2,334.0
448,2,285.0
449,2,265.8
450,2,261.2
451,2,259.1
452,5,338.5
453,5,337.5
454,2,262.3
455,2,292.0
456,2,260.9
457,2,259.6
458,2,253.4
459,2,254.6
460,2,303.6
461,2,302.7
462,2,300.4
463,2,293.3
464,5,358.8
465,4,345.4
466,2,352.6
467,2,270.4
468,2,261.0
469,5,317.8
470,4,402.6
471,2,361.4
472,2,259.9
473,2,269.1
474,2,266.5
475,2,259.6
476,5,330.8
477,2,269.7
478,2,264.4
479,2,256.8
480,2,262.6
481,2,291.4
482,2,310.6
483,4,325.7
484,2,291.4
485,2,306.2
486,2,293.5
487,2,289.2
488,2,291.1
489,2,294.9
490,2,300.4
491,2,363.6
492,2,259.4
493,2,355.0
494,2,361.8
495,4,434.6
496,2,290.9
497,2,290.0
498,2,286.3
499,2,288.4
500,2,258.6
501,2,364.1
502,2,271.7
503,2,265.3
504,2,257.4
505,2,251.0
506,3,281.0
507,2,261.8
508,2,253.2
509,2,316.8
510,2,297.9
511,2,293.1
512,2,304.4
513,4,336.3
514,2,313.2
515,2,295.3
516,2,256.1
517,2,269.5
518,2,321.1
519,2,352.6
520,2,404.3
521,2,294.2
522,3,309.8
523,2,290.4
524,2,379.2
525,5,332.5
526,2,259.9
527,2,262.9
528,2,260.7
529,2,256.1
530,2,292.7
531,5,361.9
532,2,344.0
533,2,290.0
534,2,260.9
535,3,272.4
536,5,320.3
537,2,263.7
538,5,328.8
539,2,260.6
540,2,251.2
541,5,318.0
542,5,326.8
543,4,318.4
544,5,420.5
545,2,260.0
546,2,445.3
547,2,313.5
548,2,319.9
549,2,313.7
550,2,312.3
551,2,261.7
552,2,258.5
553,2,253.1
554,2,255.1
555,2,254.9
556,2,252.9
557,2,250.4
558,2,261.1
559,2,256.1
560,2,254.5
561,2,263.8
562,2,256.9
563,2,255.5
564,2,248.5
565,5,320.3
566,2,250.3
567,5,385.5
568,2,312.1
569,2,426.8
570,5,480.6
571,5,378.6
572,4,321.6
573,5,334.5
574,2,316.3
575,6,430.6
576,2,313.3
577,2,317.1
578,6,399.4
579,2,314.6
580,2,265.6
581,2,292.5
582,2,296.9
583,2,283.6
584,5,321.3
585,6,342.6
586,2,349.4
587,2,258.3
588,2,247.4
589,2,255.9
590,6,334.0
591,2,331.9
592,2,325.6
593,2,315.9
594,2,500.3
595,2,427.0
596,2,327.8
597,2,318.1
598,2,312.3
599,2,314.3
600,2,316.0
601,2,423.1
602,2,323.6
603,2,312.1
604,2,310.1
605,2,267.1
606,2,256.0
607,2,246.8
608,6,332.6
609,6,337.0
610,2,251.1
611,2,252.2
612,2,249.0
613,2,250.5
614,2,254.8
615,2,328.0
616,2,268.0
617,2,257.8
618,2,252.7
619,2,262.5
620,6,440.0
621,6,437.5
622,2,263.1
623,2,258.9
624,2,261.2
625,2,259.7
626,2,254.6
627,2,256.5
628,2,254.8
629,2,298.5
630,2,267.2
631,2,252.4
632,2,253.5
633,2,255.4
634,2,270.3
635,2,329.3
636,3,289.7
637,6,338.5
638,2,254.8
639,6,425.2
640,5,333.2
641,6,348.4
642,5,395.5
643,6,348.2
644,6,568.0
645,6,503.3
646,6,398.2
647,6,404.7
648,5,405.6
649,6,398.5
650,6,334.6
651,2,258.6
652,2,261.9
653,2,465.8
654,2,263.6
655,2,252.3
656,6,337.9
657,6,332.7
658,6,343.5
659,6,340.6
660,5,326.0
661,6,344.1
662,6,347.2
663,5,333.2
664,6,344.0
665,6,337.9
666,3,391.6
667,2,260.2
668,2,251.7
669,2,366.8
670,6,500.7
671,6,403.3
672,2,388.5
673,2,319.1
674,2,253.4
675,5,324.6
676,6,341.4
677,6,466.9
678,6,400.6
679,2,250.8
680,2,253.4
681,2,249.6
682,6,334.8
683,2,258.7
684,2,252.2
685,2,255.3
686,6,398.3
687,6,386.9
688,6,346.1
689,2,259.6
690,2,266.3
691,2,253.4
692,6,336.1
693,6,344.7
694,6,339.4
695,2,398.3
696,2,373.1
697,2,260.7
698,2,250.1
699,6,335.0
700,6,336.8
701,2,482.6
702,2,276.2
703,2,251.9
704,6,331.4
705,6,378.5
706,6,418.0
707,2,258.9
708,2,251.7
709,2,250.7
710,6,335.5
711,6,339.0
712,6,338.9
713,6,343.4
714,2,266.2
715,2,252.7
716,2,281.4
717,2,263.8
718,6,339.3
719,2,256.3
720,2,362.1
721,6,441.7
722,2,255.4
723,2,252.2
724,2,316.0
725,2,330.5
726,2,322.1
727,2,253.9
728,2,262.1
729,2,257.5
730,2,312.6
731,2,326.5
732,2,292.3
733,2,291.1
734,2,258.3
735,2,298.9
736,2,288.2
737,2,285.9
738,2,260.6
739,2,259.8
740,6,385.9
741,2,258.7
742,2,320.2
743,2,314.5
744,2,444.4
745,2,367.4
746,2,253.8
747,2,259.6
748,2,254.7
749,2,263.7
750,2,253.6
751,2,246.0
752,6,339.2
753,2,259.4
754,2,313.2
755,2,342.2
756,2,310.5
757,2,389.1
758,2,298.1
759,2,321.3
760,2,297.3
761,2,307.2
762,2,309.1
763,2,285.3
764,6,379.3
765,2,266.1
1,2,370.9
2,2,274.4
3,2,257.2
4,6,352.7
5,2,339.1
6,2,286.4
7,2,289.3
8,2,378.0
9,2,288.2
10,2,251.7
11,6,332.6
12,2,300.6
13,2,301.1
14,6,343.8
15,2,253.0
16,2,252.5
17,2,251.5
18,2,259.0
19,2,251.6
20,2,254.1
21,2,295.1
22,2,291.3
23,6,333.7
24,2,259.2
25,6,337.5
26,6,339.2
27,2,258.4
28,6,335.3
29,2,256.0
30,6,350.4
31,2,344.6
32,2,362.6
33,2,340.3
34,2,399.0
35,6,470.3
36,6,472.5
37,6,492.9
38,6,406.8
39,6,341.5
40,2,256.1
41,6,336.6
42,6,338.1
43,6,337.3
44,6,332.2
45,6,337.6
46,2,249.7
47,6,336.3
48,2,256.1
49,2,254.9
50,6,370.4
51,6,358.4
52,6,338.9
53,6,358.6
54,6,349.4
55,6,352.3
56,2,270.0
57,2,269.6
58,2,253.0
59,6,334.7
60,2,253.0
61,6,335.4
62,6,347.0
63,6,338.7
64,6,333.4
65,6,514.8
66,6,404.5
67,6,408.1
68,6,410.1
69,2,263.0
70,2,259.9
71,6,336.1
72,2,258.2
73,2,249.4
74,2,257.2
75,2,254.1
76,2,248.8
77,6,406.6
78,6,341.5
79,6,340.7
80,2,453.9
81,2,342.2
82,2,336.0
83,6,372.6
84,2,334.5
85,6,380.7
86,2,289.7
87,3,354.9
88,6,371.0
89,6,419.1
90,6,380.1
91,2,335.5
92,2,291.8
93,2,298.1
94,2,331.6
95,2,308.9
96,2,257.6
97,2,259.1
98,2,252.8
99,2,261.8
100,2,252.6
101,2,244.5
102,6,336.5
103,2,255.6
104,2,261.3
105,2,351.5
106,2,286.1
107,2,283.9
108,6,420.9
109,6,419.2
110,6,440.8
111,2,281.5
112,2,256.1
113,6,327.6
114,6,342.2
115,2,248.1
116,2,248.3
117,2,254.3
118,2,249.0
119,2,344.2
120,2,293.0
121,2,352.1
122,2,263.6
123,2,251.9
124,2,245.2
125,6,339.1
126,2,319.1
127,6,341.0
128,2,337.0
129,2,331.2
130,2,330.6
131,2,293.8
132,2,287.4
133,2,289.3
134,2,291.0
135,2,260.3
136,6,515.9
137,2,296.6
138,2,257.1
139,2,255.2
140,2,260.8
141,2,250.8
142,2,308.0
143,2,286.8
144,2,285.1
145,2,283.0
146,2,255.5
147,2,290.3
148,2,257.6
149,6,336.3
150,2,332.0
151,2,320.1
152,2,248.3
153,2,250.0
154,2,265.4
155,2,252.4
156,2,255.3
157,2,257.6
158,2,247.1
159,2,249.2
160,2,247.8
161,2,246.7
162,2,254.9
163,2,257.9
164,2,252.4
165,2,250.2
166,6,343.4
167,2,287.6
168,2,292.4
169,2,289.4
170,2,255.6
171,2,255.0
172,2,247.8
173,6,338.1
174,2,256.7
175,6,345.6
176,2,290.9
177,6,405.7
178,6,391.9
179,6,509.7
180,6,611.5
181,6,456.9
182,6,354.3
183,6,399.3
184,6,339.5
185,6,334.5
186,5,375.1
187,2,249.6
188,6,347.0
189,6,394.5
190,6,404.3
191,6,425.7
192,5,402.3
193,6,374.3
194,6,354.6
195,6,373.3
196,6,338.3
197,6,367.5
198,5,354.4
199,5,355.1
200,6,404.1
201,6,343.5
202,6,397.5
203,6,395.1
204,5,448.4
205,5,379.6
206,6,343.5
207,5,380.9
208,6,394.3
209,6,407.3
210,6,344.4
211,6,399.3
212,5,378.5
213,6,402.7
214,6,469.8
215,6,376.9
216,6,419.2
217,5,355.6
218,6,450.5
219,5,360.0
220,5,319.6
221,6,336.2
222,5,350.6
223,6,382.3
224,5,329.1
225,6,335.0
226,6,395.8
227,5,412.7
228,6,426.8
229,5,419.1
230,6,397.2
231,5,336.0
232,6,405.9
233,6,339.9
234,5,542.7
235,6,405.6
236,5,436.9
237,6,365.4
238,6,358.9
239,5,388.4
240,6,427.8
241,6,421.0
242,6,466.3
243,6,373.1
244,6,337.7
245,3,304.0
246,2,285.7
247,3,313.5
248,3,278.6
249,2,248.6
250,6,339.8
251,6,450.9
252,6,455.8
253,6,400.5
254,2,280.7
255,2,254.1
256,3,362.4
257,6,357.4
258,2,246.4
259,6,333.7
260,3,271.3
261,3,263.9
262,6,341.9
263,3,280.6
264,2,250.9
265,3,280.8
266,2,260.0
267,2,251.7
268,2,252.1
269,6,339.5
270,2,265.7
271,6,383.4
272,2,286.0
273,2,259.1
274,6,369.1
275,3,325.1
276,6,459.4
277,6,400.4
278,3,384.4
279,2,481.8
280,3,376.2
281,7,412.8
282,6,358.1
283,3,368.1
284,3,365.6
285,3,282.4
286,3,283.2
287,6,347.3
288,6,348.8
289,6,424.0
290,6,559.8
291,7,422.3
292,4,287.4
293,3,267.7
294,3,270.0
295,6,345.1
296,7,351.8
297,6,334.0
298,6,334.0
299,6,337.1
300,6,448.4
301,6,407.8
302,6,398.7
303,7,419.1
304,6,398.7
305,6,392.0
306,6,355.6
307,6,403.8
308,6,398.9
309,2,251.7
310,6,396.0
311,6,354.5
312,3,301.6
313,3,278.1
314,6,364.1
315,6,378.1
316,3,306.8
317,6,371.9
318,6,371.8
319,2,269.6
320,3,317.1
321,2,266.1
322,6,394.1
323,3,318.9
324,6,381.9
325,2,314.9
326,2,334.3
327,3,394.9
328,2,301.7
329,3,323.1
330,2,291.2
331,2,287.1
332,2,361.3
333,3,324.9
334,6,350.5
335,6,339.4
336,6,454.6
337,6,350.9
338,6,518.4
339,6,377.1
340,6,339.7
341,6,336.2
342,2,266.9
343,6,457.4
344,6,346.0
345,6,333.6
346,6,343.2
347,3,278.2
348,6,341.0
349,2,304.1
350,2,275.6
351,3,335.6
352,2,313.8
353,6,464.6
354,2,424.0
355,3,437.0
356,2,263.4
357,2,308.9
358,6,349.5
359,3,271.4
360,6,342.3
361,2,258.2
362,2,252.0
363,2,260.4
364,2,249.0
365,6,332.6
366,2,256.2
367,2,265.1
368,2,255.9
369,2,246.5
370,6,351.5
371,3,371.6
372,6,399.8
373,2,291.4
374,2,266.5
375,2,254.1
376,6,357.2
377,2,260.8
378,2,258.5
379,2,262.4
380,2,255.2
381,2,254.4
382,6,339.2
383,2,261.6
384,6,344.3
385,2,264.4
386,2,271.5
387,3,270.9
388,2,248.2
389,2,294.8
390,2,283.5
391,2,486.1
392,2,280.9
393,2,258.2
394,6,341.5
395,3,273.9
396,5,340.7
397,2,255.5
398,2,257.8
399,3,275.4
400,2,288.1
401,5,380.4
402,2,286.2
403,2,289.7
404,2,303.9
405,2,275.2
406,5,323.2
407,5,362.2
408,5,358.9
409,2,340.8
410,2,405.3
411,3,290.8
412,2,254.0
413,6,330.7
414,3,290.6
415,6,543.3
416,2,259.4
417,2,252.3
418,5,325.1
419,6,391.2
420,5,332.2
421,2,271.5
422,2,256.5
423,3,271.6
424,2,254.1
425,2,311.3
426,2,264.7
427,6,342.6
428,2,268.0
429,2,363.2
430,5,462.5
431,2,267.2
432,6,350.4
433,2,253.1
434,2,370.9
435,3,328.2
436,2,342.5
437,2,357.0
438,2,265.3
439,2,388.1
440,2,290.1
441,2,284.4
442,2,285.7
443,2,288.5
444,5,538.8
445,2,265.7
446,2,291.5
447,6,379.1
448,2,286.0
449,6,347.7
450,2,361.1
451,2,359.2
452,3,375.9
453,2,369.2
454,2,357.2
455,3,331.7
456,6,443.7
457,6,449.0
458,2,320.9
459,2,361.2
460,2,251.7
461,2,414.1
462,2,420.1
463,6,521.2
464,2,392.7
465,2,287.0
466,2,333.4
467,3,355.3
468,6,407.9
469,2,347.1
470,3,273.7
471,2,254.6
472,2,269.3
473,6,358.7
474,2,262.0
475,2,373.3
476,2,360.0
477,2,360.9
478,2,360.1
479,2,358.7
480,6,396.9
481,2,356.5
482,2,405.4
483,6,396.4
484,2,252.8
485,2,311.3
486,2,459.3
487,2,502.7
488,2,282.0
489,6,393.0
490,2,255.2
491,6,341.4
492,6,532.7
493,2,263.7
494,2,257.2
495,2,255.9
496,6,341.0
497,6,338.6
498,6,375.2
499,2,284.5
500,6,389.9
501,6,377.9
502,6,374.3
503,2,295.5
504,6,373.6
505,2,290.1
506,2,289.6
507,6,377.2
508,2,294.1
509,6,377.0
510,6,372.9
511,2,424.3
512,2,326.5
513,6,341.3
514,6,337.9
515,6,342.3
516,6,524.7
517,6,353.5
518,6,400.4
519,6,396.2
520,6,349.9
521,6,347.5
522,6,353.7
523,2,266.7
524,6,350.6
525,6,355.5
526,6,348.6
527,6,378.2
528,2,293.3
529,2,306.6
530,6,388.5
531,2,301.1
532,2,295.7
533,2,334.9
534,2,292.1
535,6,389.8
536,6,627.8
537,6,353.7
538,6,374.2
539,2,287.0
540,2,373.5
541,6,374.7
542,2,285.9
543,2,286.5
544,2,285.8
545,2,272.0
546,2,252.4
547,2,251.2
548,2,251.7
549,2,254.9
550,6,399.1
551,6,386.7
552,2,285.9
553,2,288.0
554,2,335.7
555,2,289.6
556,2,293.8
557,6,373.9
558,6,376.6
559,7,448.5
560,2,285.7
561,2,289.7
562,2,408.9
563,2,288.8
564,6,455.2
565,6,402.0
566,2,278.5
567,2,300.7
568,2,297.4
569,6,390.6
570,2,251.0
571,6,341.5
572,2,255.4
573,2,247.6
574,2,317.7
575,6,376.8
576,2,296.6
577,6,372.6
578,2,319.5
579,6,371.7
580,2,291.0
581,2,287.7
582,2,289.9
583,2,296.0
584,2,287.7
585,2,286.9
586,6,376.3
587,6,374.5
588,2,415.2
589,2,305.7
590,2,261.8
591,2,253.7
592,2,253.8
593,2,253.8
594,2,252.5
595,2,251.8
596,2,257.2
597,2,263.0
598,2,255.0
599,2,254.2
600,6,398.7
601,2,299.0
602,2,288.2
603,2,306.6
604,2,288.4
605,2,289.5
606,6,372.9
607,2,289.3
608,2,296.5
609,2,287.5
610,2,291.3
611,6,377.5
612,2,292.7
613,2,296.4
614,2,291.5
615,2,285.8
616,2,289.2
617,6,348.7
618,2,292.8
619,2,252.4
620,6,335.3
621,3,269.7
622,6,338.4
623,6,336.6
624,6,335.9
625,2,297.1
626,2,294.0
627,3,308.3
628,3,308.4
629,6,374.6
630,2,288.1
631,2,379.8
632,2,285.1
633,2,284.2
634,2,413.0
635,2,296.2
636,6,587.2
637,2,303.7
638,2,292.7
639,2,286.9
640,6,371.9
641,2,249.5
642,2,292.0
643,2,291.8
644,2,287.5
645,2,257.3
646,2,246.0
647,2,251.8
648,6,337.4
649,2,288.3
650,2,267.9
651,2,258.8
652,6,335.5
653,5,421.8
654,2,440.8
655,2,445.6
656,6,406.2
657,6,347.7
658,6,375.7
659,2,288.2
660,2,285.3
661,6,383.5
662,2,289.9
663,6,373.9
664,2,297.6
665,5,322.8
666,2,293.7
667,2,292.4
668,5,355.4
669,2,287.9
670,2,258.9
671,2,250.6
672,6,339.2
673,2,251.7
674,2,260.0
675,6,380.9
676,2,294.9
677,2,288.8
678,2,290.0
679,2,288.0
680,2,289.5
681,2,288.5
682,2,291.3
683,2,290.8
684,6,376.4
685,3,313.4
686,6,378.2
687,6,383.9
688,2,291.6
689,2,300.2
690,2,285.6
691,3,393.2
692,2,303.9
693,2,295.3
694,3,311.1
695,2,259.6
696,6,339.6
697,2,256.5
698,6,387.1
699,2,261.2
700,2,257.2
701,2,300.6
702,2,288.6
703,5,362.3
704,6,376.0
705,2,289.8
706,2,292.9
707,2,289.4
708,6,380.1
709,5,445.0
710,3,318.4
711,2,293.8
712,2,289.7
713,3,333.2
714,2,258.8
715,5,385.2
716,5,410.5
717,5,405.6
718,5,355.7
719,2,256.2
720,6,342.1
721,5,328.6
722,6,355.1
723,3,275.7
724,2,249.1
725,2,306.9
726,2,297.8
727,6,504.3
728,6,493.4
729,6,425.8
730,5,412.1
731,3,302.2
732,6,462.7
733,6,403.9
734,6,375.8
735,6,401.0
736,2,365.5
737,6,486.2
738,6,410.1
739,6,392.3
740,6,394.3
741,6,411.3
742,5,374.4
743,5,367.4
744,6,391.7
745,5,373.6
746,6,412.1
747,6,392.4
748,6,388.9
749,6,355.3
750,6,347.6
751,6,341.7
752,6,352.4
753,6,343.5
754,6,347.4
755,6,341.4
756,6,426.7
757,6,426.1
758,6,420.9
759,6,374.6
760,6,419.2
761,6,383.3
762,6,373.4
763,6,420.4
764,6,378.2
765,6,387.4
766,6,427.2
767,6,377.5
768,6,377.3
769,6,392.7
770,6,375.3
771,6,365.5
772,6,345.6
773,6,338.1
774,6,344.3
775,6,524.2
776,6,399.4
777,6,350.7
778,6,346.2
779,6,341.2
780,6,340.5
781,6,339.8
782,6,338.9
783,6,344.5
784,6,343.4
785,6,335.2
786,6,344.8
787,6,337.2
788,6,394.4
789,6,462.4
790,6,379.9
791,6,368.1
792,6,371.9
793,6,352.6
794,6,477.2
795,6,379.5
796,6,347.8
797,6,346.0
798,6,342.3
799,6,397.6
800,6,350.2
801,6,399.0
802,6,469.1
803,6,418.2
804,6,414.4
805,5,398.0
806,6,418.3
807,6,416.3
808,6,422.0
809,6,416.9
810,6,379.1
811,6,422.2
812,6,372.9
813,6,408.4
814,6,355.7
815,5,322.0
816,6,377.2
817,6,424.0
818,6,385.5
819,6,379.6
820,5,318.4
821,6,337.7
822,6,344.2
823,6,347.1
824,5,328.5
825,6,341.6
826,5,327.9
827,6,349.3
828,6,396.4
829,5,417.1
830,6,424.1
831,5,407.6
832,6,376.5
833,6,363.4
834,6,354.5
835,6,387.6
836,6,454.5
837,5,453.4
838,5,463.0
839,6,437.8
840,6,479.8
841,5,430.6
842,5,333.1
843,5,332.2
844,2,249.8
845,2,254.0
846,2,259.4
847,5,332.9
848,5,332.2
849,5,327.0
850,2,264.5
851,2,258.1
852,5,322.7
853,5,324.2
854,6,337.6
855,5,321.4
856,5,325.5
857,5,317.3
858,5,326.4
859,5,322.5
860,5,323.7
861,6,341.0
862,5,343.2
863,5,328.0
864,5,405.8
865,5,365.1
866,5,359.1
867,5,365.9
868,5,326.2
869,5,326.3
870,6,341.6
871,50,1101.1
872,5,324.6
873,50,1093.7
874,5,328.4
875,5,369.0
876,50,1136.9
877,6,386.1
878,6,376.0
879,5,326.0
880,5,320.1
881,6,332.1
882,5,322.6
883,6,336.4
884,5,327.7
885,6,370.3
886,6,353.0
887,2,252.4
888,50,1148.9
889,50,1182.7
890,50,1159.8
891,50,1117.2
892,50,1090.0
893,50,1092.2
894,50,1096.2
895,50,1090.9
896,50,1094.1
897,50,1096.2
898,50,1094.8
899,50,1090.8
900,50,1112.9
901,50,1088.4
902,50,1098.6
903,50,1096.0
904,50,1086.9
905,50,1085.1
906,50,1083.0
907,50,1082.7
908,50,1090.5
909,50,1163.7
910,50,1158.1
911,50,1089.0
912,50,1084.4
913,50,1144.7
914,50,1243.6
915,50,1127.5
916,50,1084.7
917,50,1081.2
918,50,1087.5
919,50,1090.4
920,50,1087.5
921,50,1084.9
922,50,1096.2
923,50,1084.5
924,50,1086.7
925,50,1097.2
926,50,1079.3
927,50,1096.4
928,50,1253.3
929,50,1155.3
930,50,1091.3
931,50,1090.3
932,50,1088.6
933,50,1192.7
934,50,1154.9
935,50,1084.9
936,50,1211.3
937,50,1100.5
938,50,1249.9
939,50,1181.0
940,50,1090.2
941,50,1091.0
942,50,1234.5
943,50,1144.4
944,50,1146.8
945,50,1093.1
946,50,1101.6
947,50,1090.0
948,50,1088.1
949,50,1128.1
950,50,1112.7
951,50,1197.9
952,50,1129.0
953,50,1253.2
954,50,1189.9
955,50,1127.4
956,50,1277.0
957,50,1104.1
958,50,1138.4
959,50,1127.6
960,50,1128.7
961,50,1130.7
962,50,1131.6
963,50,1135.8
964,50,1087.2
965,50,1132.2
966,50,1131.2
967,50,1129.4
968,50,1129.3
969,50,1131.2
970,50,1093.8
