timestamp_sec,timestamp_nsec,cpu_percent,memory_percent,memory_used_mb,scan_to_pose_latency_ms,scan_rate_hz,pose_rate_hz,gpu_percent,gpu_freq_mhz,emc_percent
1769952456,195554140,4.5,15.0,879.6,0.0,1834.6,0.0,0.0,0.0,0.0
1769952456,295874581,3.4,15.0,880.0,0.0,1834.6,0.0,0.0,0.0,0.0
1769952456,395893737,6.6,15.0,880.2,0.0,1834.6,0.0,0.0,0.0,0.0
1769952456,495239598,14.8,15.0,880.1,0.0,97.8,0.0,0.0,0.0,0.0
1769952456,595233601,25.8,15.0,880.3,0.0,130.4,0.0,0.0,0.0,0.0
1769952456,695245652,18.3,15.0,880.8,0.0,151.4,0.0,0.0,0.0,0.0
1769952456,795283048,29.2,15.0,880.7,0.0,298.7,0.0,0.0,0.0,0.0
1769952456,895222330,13.1,15.0,881.1,0.0,250.3,0.0,0.0,0.0,0.0
1769952456,995229645,11.7,15.0,881.3,0.0,250.4,0.0,0.0,0.0,0.0
1769952457,95209727,17.2,15.0,880.8,0.0,250.5,0.0,0.0,0.0,0.0
1769952457,195211153,16.9,15.0,881.2,0.0,250.7,0.0,0.0,0.0,0.0
1769952457,295215587,14.8,15.0,881.9,0.0,250.0,0.0,0.0,0.0,0.0
1769952457,395219605,15.6,15.1,882.1,0.0,250.2,0.0,0.0,0.0,0.0
1769952457,495211655,17.2,15.1,882.3,0.0,250.2,0.0,0.0,0.0,0.0
1769952457,595223770,11.5,15.0,880.5,0.0,250.0,0.0,0.0,0.0,0.0
1769952457,695218220,11.5,15.0,880.4,0.0,250.4,0.0,0.0,0.0,0.0
1769952457,796360758,13.1,15.0,880.1,0.0,249.9,0.0,0.0,0.0,0.0
1769952457,895221296,18.7,15.0,880.4,0.0,250.3,0.0,0.0,0.0,0.0
1769952457,995207618,15.6,15.0,880.6,0.0,250.3,0.0,0.0,0.0,0.0
1769952458,95215764,13.1,15.0,881.0,0.0,250.0,0.0,0.0,0.0,0.0
1769952458,195218693,15.9,15.0,881.7,0.0,251.2,0.0,0.0,0.0,0.0
1769952458,295222583,14.8,15.0,880.2,0.0,250.5,0.0,0.0,0.0,0.0
1769952458,395240392,16.9,15.0,880.4,0.0,250.2,0.0,0.0,0.0,0.0
1769952458,495248634,14.5,15.0,880.6,0.0,250.1,0.0,0.0,0.0,0.0
1769952458,595238187,14.5,15.0,880.0,0.0,250.2,0.0,0.0,0.0,0.0
1769952458,695230812,12.9,15.0,880.7,0.0,250.2,0.0,0.0,0.0,0.0
1769952458,795211501,12.9,15.0,881.0,0.0,250.1,0.0,0.0,0.0,0.0
1769952458,895242815,17.5,15.0,881.2,0.0,250.2,0.0,0.0,0.0,0.0
1769952458,995220272,15.9,15.0,881.3,0.0,250.2,0.0,0.0,0.0,0.0
1769952459,95224481,10.2,15.0,881.1,0.0,250.1,0.0,0.0,0.0,0.0
1769952459,195208497,11.5,15.0,881.2,0.0,250.2,0.0,0.0,0.0,0.0
1769952459,295229666,13.1,15.0,880.8,0.0,250.3,0.0,0.0,0.0,0.0
1769952459,395227762,13.1,15.0,880.5,0.0,250.2,0.0,0.0,0.0,0.0
1769952459,495214467,11.7,15.0,880.7,0.0,250.1,0.0,0.0,0.0,0.0
1769952459,595211475,11.5,15.0,881.3,0.0,250.1,0.0,0.0,0.0,0.0
1769952459,695214116,13.1,15.0,881.2,0.0,250.2,0.0,0.0,0.0,0.0
1769952459,795212564,14.5,15.0,881.1,0.0,250.1,0.0,0.0,0.0,0.0
1769952459,895216741,15.9,15.0,880.5,0.0,250.3,0.0,0.0,0.0,0.0
1769952459,995212597,13.1,15.0,880.8,0.0,250.3,0.0,0.0,0.0,0.0
1769952460,95214821,12.9,15.0,880.7,0.0,250.1,0.0,0.0,0.0,0.0
1769952460,195211125,14.5,15.0,881.2,0.0,250.0,0.0,0.0,0.0,0.0
1769952460,295216421,10.3,15.0,881.1,0.0,250.1,0.0,0.0,0.0,0.0
1769952460,395222548,12.9,15.0,881.5,0.0,250.0,0.0,0.0,0.0,0.0
1769952460,495213540,11.7,15.0,881.0,0.0,252.0,0.0,0.0,0.0,0.0
1769952460,595211028,14.5,15.0,880.5,0.0,251.8,0.0,0.0,0.0,0.0
1769952460,695215459,10.2,15.0,881.1,0.0,251.7,0.0,0.0,0.0,0.0
1769952460,795260692,12.9,15.0,879.6,0.0,251.4,0.0,0.0,0.0,0.0
1769952460,895220451,17.5,15.0,880.1,0.0,251.3,0.0,0.0,0.0,0.0
1769952460,995213106,11.7,15.0,880.5,0.0,251.3,0.0,0.0,0.0,0.0
1769952461,95211393,14.5,15.0,881.2,0.0,251.2,0.0,0.0,0.0,0.0
1769952461,195228337,11.7,15.0,881.6,0.0,251.3,0.0,0.0,0.0,0.0
1769952461,295222623,14.5,15.0,880.3,0.0,251.2,0.0,0.0,0.0,0.0
1769952461,395241167,12.9,15.0,880.7,0.0,251.3,0.0,0.0,0.0,0.0
1769952461,495211837,10.0,15.0,881.2,0.0,250.1,0.0,0.0,0.0,0.0
1769952461,595220492,10.0,15.0,881.3,0.0,250.1,0.0,0.0,0.0,0.0
1769952461,695220667,11.7,15.0,881.7,0.0,250.2,0.0,0.0,0.0,0.0
1769952461,795208906,12.9,15.0,881.1,0.0,250.0,0.0,0.0,0.0,0.0
1769952461,895214873,15.9,15.0,881.5,0.0,250.0,0.0,0.0,0.0,0.0
1769952461,995237928,15.9,15.1,882.2,0.0,250.0,0.0,0.0,0.0,0.0
1769952462,95215926,14.3,15.0,881.5,0.0,250.0,0.0,0.0,0.0,0.0
1769952462,195234596,13.1,15.0,880.0,0.0,250.2,0.0,0.0,0.0,0.0
1769952462,295219922,14.3,15.0,880.0,0.0,250.1,0.0,0.0,0.0,0.0
1769952462,395219008,13.1,15.0,880.2,0.0,250.2,0.0,0.0,0.0,0.0
1769952462,495249679,12.9,15.0,880.6,0.0,250.1,0.0,0.0,0.0,0.0
1769952462,595209916,14.5,15.0,881.3,0.0,250.3,0.0,0.0,0.0,0.0
1769952462,695206314,11.9,15.0,879.9,0.0,250.2,0.0,0.0,0.0,0.0
1769952462,795207960,12.9,15.0,880.1,0.0,250.2,0.0,0.0,0.0,0.0
