idx,iterations,status,solve_time_us,total_call_us,opencl_overhead_us,input_pack_us,input_migrate_enq_us,kernel_enq_us,output_migrate_enq_us,wait_us,output_unpack_us,input_migrate_us,kernel_us,output_migrate_us,in_mig_submit_us,in_mig_sched_us,gap_in_to_kernel_us,kernel_submit_us,kernel_sched_us,gap_kernel_to_out_us,out_mig_submit_us,out_mig_sched_us,udp_recv_us,crc_us
1,8,0,1086.527,1163.655,745.973,5.731,44.655,831.912,15.981,220.731,0.290,213.441,417.682,18.332,2.700,52.485,343.094,1.080,1.600,35.463,149.705,32.833,8.040,92.829
2,6,0,265.596,302.830,166.657,5.490,16.962,111.021,8.081,140.084,0.240,40.984,136.173,11.121,0.800,31.843,9.811,0.760,0.930,26.633,85.949,24.842,13.441,92.479
3,1,0,181.438,212.561,128.593,4.831,14.412,74.237,8.020,92.820,0.230,9.811,83.968,9.621,0.750,21.892,22.002,0.730,0.800,23.313,43.585,21.512,6.801,92.569
4,1,0,177.017,207.461,123.433,4.831,13.802,71.637,7.351,92.059,0.240,9.241,84.028,9.421,0.750,21.382,21.112,0.710,0.770,20.882,45.755,19.181,6.500,92.489
5,1,0,174.797,205.531,123.083,4.821,14.032,71.987,6.981,89.989,0.230,9.071,82.448,9.281,0.750,19.872,22.822,0.720,0.760,20.442,44.264,18.762,10.581,92.489
6,1,0,183.848,214.561,126.202,4.820,14.141,72.317,6.970,98.690,0.250,9.571,88.359,9.371,0.760,20.812,21.842,0.730,0.780,23.182,50.155,21.442,6.600,92.520
7,1,0,181.918,212.361,125.463,4.820,13.861,71.967,6.941,96.979,0.250,10.631,86.898,9.431,0.760,19.722,21.173,0.700,0.761,22.792,48.464,21.102,5.931,92.499
8,1,0,205.521,235.724,148.926,4.821,13.611,71.927,7.001,120.812,0.240,9.020,86.798,9.411,0.720,19.602,22.643,0.690,0.770,47.285,48.355,45.644,7.521,92.499
9,1,0,182.618,213.191,125.572,4.850,13.931,73.297,6.870,96.600,0.270,9.241,87.619,9.351,0.770,20.192,22.312,0.680,0.780,22.902,48.315,21.202,6.060,92.479
10,1,0,182.238,212.791,124.392,4.830,13.721,71.907,7.070,97.410,0.240,9.101,88.399,9.141,0.710,20.112,22.622,0.690,0.760,22.322,50.305,20.632,6.660,92.530
11,1,0,181.638,212.031,125.523,4.821,13.871,72.167,6.791,96.869,0.230,8.780,86.508,9.271,0.710,19.742,23.463,0.720,0.740,23.023,48.484,21.353,8.991,92.509
12,2,0,196.439,229.383,132.733,4.841,15.312,79.518,7.171,103.480,0.230,10.371,96.650,10.791,0.760,22.552,24.272,0.710,0.820,21.282,55.305,19.562,7.071,92.529
13,1,0,186.738,218.662,131.833,4.841,15.032,81.228,7.161,91.989,0.250,11.591,86.829,9.291,0.890,22.112,23.672,0.730,0.850,22.342,43.994,20.592,6.551,92.499
14,2,0,191.269,223.502,129.562,4.851,15.222,78.918,7.011,99.200,0.240,9.621,93.940,9.171,0.740,22.302,24.812,0.700,0.800,21.502,52.945,19.722,6.711,92.509
15,2,0,228.313,262.886,165.246,4.830,17.411,47.734,7.931,165.776,0.250,12.872,97.640,9.481,0.760,72.577,4.790,29.173,0.720,22.432,117.732,20.592,6.510,92.620
16,1,0,227.262,259.576,164.217,4.821,15.062,46.875,6.170,168.376,0.260,11.961,95.359,9.311,0.800,72.537,4.931,31.134,0.720,23.172,120.082,21.352,6.921,92.569
17,1,0,220.382,254.555,163.525,4.821,16.882,47.785,6.301,160.416,0.250,12.271,91.030,10.891,0.890,71.177,4.950,27.752,0.840,21.332,112.171,19.542,6.621,92.529
18,1,0,434.483,467.816,188.799,4.821,15.612,83.778,7.050,337.554,0.250,10.451,279.017,11.561,0.810,27.893,22.202,0.700,0.890,72.788,237.114,70.797,7.351,92.699
19,1,0,429.973,462.576,189.149,4.831,15.232,83.439,6.870,333.423,0.240,10.331,273.427,11.752,0.870,24.032,25.363,0.730,0.890,74.127,231.453,72.107,6.711,92.539
20,1,0,426.082,459.315,188.198,4.840,15.591,82.338,7.011,330.412,0.240,10.161,271.117,11.571,0.770,22.983,27.232,0.700,1.030,72.117,230.312,70.127,6.990,92.520
21,1,0,229.032,263.726,147.665,4.850,16.292,86.658,7.170,128.673,0.250,11.191,116.061,11.641,1.061,23.332,28.413,0.700,0.920,25.703,73.118,23.712,7.281,92.529
22,1,0,233.263,268.817,148.015,4.951,16.932,90.659,7.381,128.333,0.240,10.941,120.802,10.801,0.900,24.762,30.653,0.680,0.940,25.103,76.358,23.122,6.381,92.599
23,1,0,238.404,273.507,150.885,4.821,16.282,92.500,7.311,132.223,0.260,11.542,122.622,12.111,1.000,23.402,31.503,0.670,0.960,26.613,77.358,24.573,8.131,92.619
24,1,0,229.493,263.776,144.334,4.841,16.392,87.979,7.231,127.953,0.260,10.051,119.442,10.931,0.890,27.413,26.812,0.730,0.920,23.682,75.637,21.742,7.111,92.509
25,1,0,268.647,302.230,147.065,4.960,15.861,85.798,7.161,168.997,0.250,9.821,155.165,11.561,0.930,24.363,28.383,0.680,0.931,26.483,112.481,24.483,6.650,92.620
26,1,0,330.233,363.566,141.794,4.820,15.661,85.959,7.171,230.913,0.240,11.021,221.772,11.741,0.890,24.483,24.892,0.720,0.930,25.783,177.067,24.033,6.780,92.599
27,1,0,243.534,275.488,139.075,4.821,14.772,81.948,7.040,148.385,0.230,9.951,136.413,11.681,0.890,23.732,25.003,0.710,0.980,25.243,94.830,23.562,6.771,92.589
28,1,0,326.593,358.846,137.734,4.830,15.061,81.298,7.231,232.063,0.241,9.751,221.112,11.591,0.841,24.622,23.862,0.700,0.910,24.963,179.367,23.163,8.121,92.519
29,1,0,324.293,356.665,138.643,4.870,14.981,80.998,7.211,229.863,0.530,9.991,218.022,11.762,0.921,24.052,24.272,0.690,0.910,25.162,176.637,23.392,6.601,92.619
30,1,0,291.508,325.312,186.418,4.860,15.932,48.935,6.651,230.112,0.230,12.051,138.894,26.093,1.050,73.707,5.021,30.883,0.830,24.632,163.046,22.832,7.571,92.529
31,1,0,272.827,306.080,168.656,4.850,15.061,49.735,6.350,210.901,0.270,12.021,137.424,11.901,0.770,70.668,4.990,27.223,0.830,24.862,157.886,23.142,6.851,92.589
32,1,0,218.922,252.995,163.146,4.830,16.841,46.884,6.370,159.916,0.250,11.761,89.849,9.751,0.750,72.128,4.920,28.833,0.820,21.872,112.241,20.142,6.710,92.589
33,1,0,235.993,276.517,175.517,4.840,20.042,107.051,7.341,113.611,0.290,15.862,101.000,11.431,1.400,26.212,38.494,0.840,0.950,24.962,51.805,23.282,6.320,92.709
34,1,0,218.082,257.666,152.155,4.841,21.502,93.359,7.281,111.101,0.230,12.601,105.511,10.991,0.750,33.713,26.803,0.680,0.960,23.172,60.236,21.342,7.051,92.589
35,1,0,204.781,239.133,144.174,4.830,16.641,92.579,7.181,98.600,0.250,11.911,94.959,9.621,1.130,23.513,31.093,0.720,0.950,23.523,49.875,21.582,7.370,92.530
36,1,0,196.529,229.023,135.754,4.851,15.012,85.669,7.091,97.679,0.250,12.601,93.269,9.291,0.730,24.763,22.772,0.700,0.900,23.683,48.994,21.903,6.510,92.499
37,1,0,203.250,235.644,133.884,4.851,14.952,78.748,6.961,111.201,0.240,10.531,101.760,9.791,0.750,24.022,22.533,0.701,0.930,23.712,61.356,21.962,6.561,92.519
38,1,0,345.794,378.138,270.207,4.831,15.102,45.814,6.290,287.959,0.260,11.791,107.931,11.601,0.780,75.707,5.191,35.924,0.860,122.392,137.734,120.342,7.021,92.549
39,1,0,454.455,488.479,219.142,4.841,15.502,84.769,6.961,356.505,0.650,9.971,269.337,10.721,0.890,23.592,25.883,0.710,0.970,25.772,225.743,23.762,6.741,92.499
40,1,0,228.382,261.336,167.317,4.831,15.312,46.955,6.271,169.266,0.250,11.591,94.019,10.941,0.800,71.677,5.131,30.333,0.850,23.402,117.762,21.622,7.031,92.509
41,1,0,195.320,227.823,137.154,4.910,14.721,82.698,7.021,99.140,0.250,9.831,90.669,10.451,0.760,23.832,24.652,0.710,0.920,23.893,47.415,22.122,9.771,92.519
42,3,0,243.944,288.258,181.298,4.840,26.813,46.934,6.210,184.979,0.250,13.671,106.960,11.101,0.730,74.528,5.041,33.294,0.810,22.493,133.763,20.683,6.931,92.589
43,1,0,193.409,226.432,137.763,4.830,15.331,81.259,7.241,98.899,0.270,10.551,88.669,10.371,0.870,22.583,25.212,0.700,0.920,23.702,47.145,21.902,6.600,92.680
44,1,0,226.032,259.076,168.567,4.821,15.542,46.095,6.281,167.976,0.270,11.681,90.509,10.781,0.740,73.367,5.001,32.503,0.840,22.512,116.662,20.682,6.471,92.519
45,1,0,198.120,230.373,139.444,4.830,14.621,84.298,7.031,100.590,0.260,10.871,90.929,10.501,0.760,25.123,22.702,0.680,0.930,25.613,47.034,23.833,7.091,92.509
46,1,0,231.993,264.486,173.387,4.831,14.982,46.465,6.350,173.598,0.280,11.941,91.099,11.081,0.780,75.187,5.121,34.314,0.860,23.842,119.122,22.002,6.801,92.529
47,1,0,228.382,269.467,168.047,4.851,20.462,104.120,7.720,108.821,0.300,15.272,101.420,10.851,1.040,25.913,37.893,0.690,0.910,26.423,53.556,24.682,6.601,92.959
48,1,0,200.330,231.693,134.403,4.820,14.391,85.228,6.901,102.140,0.280,11.281,97.290,10.401,0.751,23.192,24.072,0.710,0.920,22.692,52.165,20.962,6.481,92.499
49,1,0,208.150,240.084,150.705,4.831,14.542,81.148,7.021,113.891,0.260,10.561,89.379,23.862,0.870,21.892,25.393,0.731,0.970,24.242,47.615,22.542,6.441,92.529
50,1,0,202.250,235.193,138.603,4.820,15.161,83.739,7.271,104.980,0.280,12.212,96.590,10.291,0.880,22.232,25.492,0.710,0.900,22.682,54.265,20.802,6.850,92.519
51,1,0,200.369,234.573,142.804,4.840,15.872,87.439,7.241,99.499,0.250,11.641,91.769,10.381,1.120,23.052,27.173,0.720,0.920,24.072,47.055,22.352,7.031,92.489
52,1,0,194.570,226.982,134.083,4.820,14.711,81.458,6.971,100.030,0.260,9.491,92.899,10.241,0.741,21.352,26.572,0.730,0.900,22.463,50.285,20.742,6.951,92.529
53,1,0,197.470,229.392,137.263,4.850,14.401,80.258,7.471,103.571,0.260,10.562,92.129,10.401,0.740,24.112,22.552,0.700,0.960,23.302,50.475,21.442,6.610,92.599
54,1,0,196.870,229.002,137.733,4.830,14.631,80.128,7.080,103.461,0.260,9.741,91.269,12.121,0.760,23.192,24.173,0.710,0.940,22.602,49.825,20.752,7.100,92.590
55,1,0,231.553,271.857,168.127,4.851,19.222,105.361,7.381,112.081,0.490,16.051,103.730,11.231,1.420,24.843,37.114,0.660,0.940,25.213,55.255,23.543,7.431,92.859
56,1,0,221.542,256.206,153.856,4.841,16.312,95.860,7.211,111.951,0.300,11.502,102.350,11.582,0.910,25.842,32.393,0.750,0.950,25.712,57.156,23.672,9.831,92.619
57,1,0,222.182,261.236,163.506,4.831,19.652,100.120,7.760,107.781,0.670,14.332,97.730,11.231,0.960,24.682,37.003,0.700,0.950,25.033,51.035,23.233,7.601,92.529
58,1,0,321.292,364.327,256.057,5.231,20.682,122.502,7.430,183.919,0.331,16.812,108.270,12.291,1.220,27.882,45.805,0.711,0.950,38.404,54.386,36.313,8.221,103.800
59,1,0,224.842,262.246,161.336,4.821,18.252,101.501,7.351,109.500,0.490,13.041,100.910,10.801,0.930,27.743,33.324,0.700,0.921,26.872,53.086,25.102,7.401,92.599
60,1,0,232.023,269.347,165.136,4.970,17.632,103.730,7.340,113.632,0.280,14.102,104.211,11.121,0.990,25.482,36.293,0.690,0.930,28.052,55.526,26.022,8.481,92.519
61,1,0,201.450,234.584,143.815,4.821,15.582,86.079,7.061,102.030,0.280,11.762,90.769,10.301,0.870,24.012,25.982,0.720,0.870,24.843,47.144,23.093,6.831,92.509
62,1,0,202.880,249.465,153.856,4.871,29.023,83.149,7.011,106.460,0.260,11.772,95.609,10.631,0.760,22.912,23.142,0.700,0.820,25.863,52.166,24.132,7.041,92.529
63,1,0,195.600,227.442,136.053,4.820,14.221,81.688,6.981,100.700,0.250,11.001,91.389,10.401,0.750,21.873,24.602,0.720,0.850,23.443,49.095,21.703,6.851,92.579
64,1,0,217.792,253.745,152.555,4.960,16.271,92.249,7.571,110.991,0.340,12.001,101.190,11.572,0.960,25.363,29.173,0.690,0.930,24.712,55.425,22.902,7.440,92.720
65,1,0,192.559,226.243,142.955,4.881,15.652,90.179,7.351,88.259,0.260,11.802,83.288,10.731,0.790,24.862,24.782,0.700,0.840,24.883,34.994,22.922,6.351,92.529
66,1,0,227.512,263.036,156.176,4.840,16.902,97.930,7.471,115.691,0.300,13.622,106.860,10.951,0.991,27.652,29.803,0.681,0.900,24.983,60.486,22.873,8.500,92.619
67,1,0,198.730,231.733,139.414,4.860,15.221,83.949,7.171,101.240,0.280,11.471,92.319,10.401,0.780,26.073,22.862,0.720,0.790,23.883,49.165,22.202,6.970,92.520
68,1,0,201.320,233.523,137.403,4.830,14.901,83.539,7.351,104.170,0.310,10.091,96.120,10.551,0.870,24.313,24.862,0.700,0.930,22.942,53.135,21.192,7.200,92.620
69,1,0,245.114,282.258,177.257,4.831,18.062,54.896,6.131,177.947,0.270,13.701,105.001,10.771,1.230,73.818,5.110,26.722,0.690,24.942,124.712,23.012,8.311,92.699
70,1,0,295.999,334.613,206.890,4.841,18.952,97.510,7.111,184.368,0.280,14.871,127.723,11.061,1.150,27.783,26.933,0.710,0.920,24.552,79.248,22.402,8.421,92.659
71,1,0,253.125,285.028,197.150,4.850,14.612,80.528,7.061,159.276,0.260,11.011,87.878,11.551,0.790,22.542,23.903,0.720,0.790,84.339,46.245,82.578,7.290,92.489
72,1,0,246.304,278.298,185.249,4.891,14.522,81.558,7.071,151.255,0.270,10.031,93.049,10.571,0.780,22.212,25.383,0.710,0.991,23.022,50.805,21.162,10.751,92.589
73,1,0,452.035,521.131,359.265,5.400,37.673,133.243,7.750,299.850,0.300,29.423,161.866,17.132,2.781,185.808,7.151,65.557,1.220,33.563,219.162,31.183,14.171,92.929
74,1,0,456.035,516.351,335.233,5.531,33.563,195.269,8.701,229.652,0.350,30.553,181.118,14.561,1.700,49.635,82.288,0.720,1.260,30.763,106.491,28.653,9.311,92.699
75,1,0,241.444,276.908,177.839,5.071,16.491,57.625,6.320,171.357,0.270,12.521,99.069,10.191,0.770,75.958,5.281,23.332,0.821,29.753,115.972,27.842,9.051,92.709
76,1,0,216.901,253.555,151.635,4.830,17.842,97.610,7.511,105.360,0.250,12.882,101.920,10.371,0.990,26.932,29.453,0.690,0.931,24.342,53.586,22.392,7.560,92.600
77,1,0,228.033,261.126,167.336,4.860,14.081,50.305,6.420,165.217,0.270,12.421,93.790,9.781,0.750,72.118,5.050,28.783,0.880,24.302,115.822,22.362,7.380,92.599
78,1,0,270.847,306.821,152.276,4.821,16.882,107.621,7.411,149.105,0.240,12.461,154.545,11.701,0.860,23.653,30.313,0.690,0.930,26.823,93.719,24.803,7.371,92.579
79,1,0,226.763,260.165,166.876,4.850,15.211,50.265,6.370,164.157,0.250,11.842,93.289,9.381,0.870,71.527,4.880,26.943,0.810,25.963,113.381,24.073,7.020,92.530
80,1,0,206.730,243.764,148.525,4.841,17.972,94.810,7.511,97.189,0.230,12.631,95.239,9.771,1.220,25.453,30.193,0.710,0.890,24.443,48.564,22.343,7.271,93.449
81,1,0,306.371,340.203,201.640,4.850,15.581,85.558,7.461,206.591,0.260,13.811,138.563,11.552,0.870,23.423,23.873,0.720,0.921,82.598,94.339,80.888,7.370,92.580
82,1,0,293.530,326.202,205.130,4.830,14.941,82.638,7.011,197.550,0.250,9.941,121.072,11.732,0.770,24.432,24.892,0.710,0.930,90.639,79.288,88.668,7.081,92.579
83,2,0,322.482,358.986,212.171,4.831,17.422,92.489,7.561,215.391,0.250,13.181,146.815,13.281,1.080,25.283,30.413,0.710,0.890,81.458,102.190,79.708,12.151,92.639
84,1,0,297.490,330.022,196.768,4.840,14.931,82.878,7.361,200.920,0.240,10.311,133.254,11.781,0.910,24.603,24.882,0.680,0.930,81.818,91.269,79.958,7.080,92.520
85,1,0,311.861,346.424,204.780,4.841,16.352,92.189,7.190,205.621,0.240,14.272,141.644,11.561,0.870,22.542,31.033,0.711,0.940,80.058,97.650,78.378,8.351,92.619
86,2,0,322.592,355.415,212.050,4.850,14.991,97.310,7.241,211.841,0.250,10.391,143.365,11.921,0.740,23.943,38.113,0.710,0.930,83.778,99.760,82.018,7.110,92.509
87,2,0,203.340,235.533,135.663,4.820,14.591,80.728,7.090,109.321,0.240,10.771,99.870,9.521,0.770,21.992,25.033,0.700,0.910,23.632,58.346,21.912,6.780,92.510
88,1,0,206.970,243.104,146.934,4.860,18.432,91.089,7.141,102.140,0.240,11.821,96.170,10.001,1.030,24.822,31.253,0.690,0.930,24.752,52.015,22.772,7.451,92.529
89,2,0,200.970,232.993,134.383,4.841,14.511,82.998,7.221,104.470,0.230,12.701,98.610,9.200,0.780,24.262,22.222,0.700,0.940,23.103,56.235,21.293,6.981,92.589
90,2,0,229.482,268.756,159.375,4.870,19.252,103.590,7.460,111.431,0.440,14.682,109.381,9.701,1.140,26.872,36.223,0.700,0.950,23.973,62.156,21.973,7.060,92.740
91,2,0,220.412,255.705,150.945,4.821,16.892,94.900,7.611,111.631,0.230,12.482,104.760,9.281,1.070,24.322,32.313,0.680,0.930,27.523,59.116,25.653,7.111,92.509
92,2,0,194.989,225.952,130.933,4.820,14.181,79.058,6.961,103.030,0.240,10.471,95.019,9.181,0.760,23.762,22.473,0.720,0.920,23.592,54.515,21.802,6.290,92.570
93,2,0,197.200,228.963,134.163,4.841,14.591,78.858,7.201,105.100,0.240,10.871,94.800,9.191,0.850,21.902,24.062,0.690,0.920,25.572,54.486,23.812,6.741,92.509
94,1,0,193.469,226.152,138.273,4.851,14.732,84.738,7.060,95.470,0.270,11.231,87.879,10.992,0.800,21.382,23.602,0.700,0.850,25.292,41.014,23.272,6.471,92.539
95,2,0,224.293,257.795,148.474,4.830,15.691,93.209,7.091,117.392,0.350,11.191,109.321,10.681,0.770,25.953,26.943,0.720,0.930,26.542,60.976,24.852,7.081,92.639
96,1,0,228.242,262.966,144.055,4.870,17.112,84.538,7.230,130.263,0.280,10.411,118.911,10.771,0.771,24.512,27.273,0.710,0.920,23.663,76.038,21.702,6.911,92.599
97,1,0,221.842,258.915,155.945,4.840,17.792,96.370,7.351,111.291,0.330,13.772,102.970,10.791,0.890,26.392,30.923,0.700,0.940,24.972,56.896,23.312,7.550,92.609
98,2,0,226.502,259.665,142.153,4.820,15.181,86.859,7.141,126.252,0.260,10.551,117.512,10.731,0.780,24.733,27.162,0.700,0.970,23.722,74.277,21.722,7.100,92.509
99,1,0,217.842,253.056,152.766,4.821,16.882,93.610,7.191,110.381,0.321,13.871,100.290,10.631,0.930,25.763,28.523,0.720,0.970,26.623,55.035,24.853,12.171,92.569
100,2,0,206.221,239.173,139.883,4.860,15.471,82.629,7.171,110.161,0.250,10.241,99.290,10.831,0.750,25.143,24.162,0.730,0.930,23.402,56.595,21.602,7.100,92.540
101,2,0,255.145,293.879,163.036,4.940,18.902,106.971,20.202,120.722,0.300,12.401,130.843,11.891,1.170,24.572,38.434,0.700,0.980,27.363,65.076,25.433,7.281,103.220
102,3,0,254.755,288.829,174.037,4.861,15.662,53.305,6.260,189.319,0.250,12.831,114.792,11.191,0.890,76.048,4.890,29.233,0.840,23.602,137.534,21.572,7.701,92.499
103,1,0,203.980,236.454,140.875,4.841,14.782,85.569,7.191,104.750,0.260,10.701,95.579,10.431,0.870,21.562,28.073,0.710,0.950,25.683,51.926,23.662,8.661,92.599
104,2,0,246.074,283.148,176.747,4.830,18.382,56.826,6.481,176.577,0.260,13.662,106.401,11.171,1.100,75.387,5.230,24.462,0.890,23.072,123.982,21.202,7.651,92.639
105,1,0,198.899,231.483,139.024,4.821,15.002,83.418,7.000,102.250,0.260,10.021,92.459,10.731,0.860,21.912,27.953,0.710,0.910,24.022,50.535,22.242,6.701,92.509
106,2,0,246.774,284.868,178.347,4.860,18.202,57.106,6.621,176.317,0.300,13.752,106.521,11.361,1.150,75.107,5.030,23.942,0.890,22.572,123.372,20.782,7.530,92.529
107,2,0,218.631,251.795,145.555,4.841,15.122,85.589,7.081,119.701,0.270,10.591,106.240,10.381,0.900,22.582,27.683,0.710,0.930,26.493,62.637,24.632,6.741,92.529
108,2,0,253.195,285.568,177.888,4.830,14.621,46.264,6.301,194.859,0.270,11.491,107.680,11.531,0.750,76.128,4.911,35.234,0.820,24.443,136.523,22.633,6.571,92.519
109,3,0,238.053,273.417,149.735,4.850,17.082,92.719,7.020,131.753,0.310,11.061,123.682,10.611,0.950,24.102,32.644,0.730,0.951,24.452,79.558,22.402,7.081,92.529
110,7,0,284.248,322.512,166.367,5.111,17.772,108.930,7.430,160.606,0.280,13.971,156.145,10.811,1.210,28.143,35.484,0.700,0.940,26.883,103.221,24.912,8.211,92.539
111,2,0,222.733,257.915,153.074,4.810,16.871,94.529,7.141,114.452,0.280,11.821,104.841,12.261,1.100,24.263,33.203,0.710,0.810,25.252,60.006,23.262,7.840,92.670
112,2,0,207.750,240.194,141.244,4.861,14.692,81.958,7.021,112.761,0.280,11.181,98.950,10.551,0.770,23.582,23.612,0.740,0.830,25.483,56.805,23.733,6.431,92.559
113,2,0,218.242,252.865,150.155,4.851,16.382,91.889,7.440,112.192,0.260,12.332,102.710,10.711,0.860,24.092,29.653,0.720,0.921,24.512,57.136,22.622,6.991,92.519
114,2,0,233.463,266.427,140.375,4.831,15.072,84.238,7.020,135.974,0.280,10.901,126.052,10.921,0.860,22.662,25.973,0.700,0.960,24.523,82.788,22.513,7.151,92.559
115,1,0,222.982,256.495,139.903,4.910,15.211,82.908,7.091,126.532,0.270,10.441,116.592,10.961,0.870,21.713,26.642,0.710,0.810,23.782,74.087,21.782,10.921,92.570
116,1,0,253.015,290.429,163.947,4.861,18.352,101.850,7.250,136.983,0.260,13.931,126.482,10.691,0.860,27.143,34.524,0.700,0.801,25.273,79.868,23.263,8.491,92.599
117,1,0,224.112,256.996,138.985,4.841,15.072,84.548,7.200,126.313,0.290,10.631,118.011,10.401,0.880,21.632,27.133,0.721,0.940,23.913,74.998,21.842,7.891,92.519
118,1,0,236.203,271.627,172.687,4.841,16.412,50.105,6.390,173.867,0.270,12.441,98.940,11.251,1.110,72.517,5.021,28.163,0.860,23.052,120.682,21.112,7.091,92.519
119,1,0,201.220,233.373,139.504,4.830,14.711,82.818,7.051,104.940,0.260,9.951,93.869,10.421,0.870,21.552,27.773,0.690,0.921,25.782,52.085,23.932,7.001,92.509
120,1,0,231.293,263.236,171.126,4.840,14.851,45.774,6.451,173.267,0.250,11.691,92.110,11.211,0.730,75.738,4.900,35.153,0.810,22.202,120.852,20.362,8.711,92.509
121,1,0,194.739,226.593,134.343,4.831,14.542,81.638,7.061,99.770,0.290,9.951,92.250,10.661,0.740,21.072,26.562,0.710,0.810,22.892,49.875,21.012,6.721,92.519
122,2,0,287.929,321.012,220.202,4.820,15.531,47.134,6.190,228.813,0.280,11.591,100.810,10.921,0.850,74.508,5.130,32.493,0.830,22.773,126.953,20.892,6.711,92.519
123,1,0,201.129,233.883,138.234,4.890,15.342,85.368,7.090,102.360,0.260,10.091,95.649,10.571,0.820,22.062,27.123,0.700,0.901,23.282,51.175,21.432,8.511,92.489
124,2,0,233.783,265.956,167.536,4.840,14.821,47.064,6.240,174.767,0.280,11.871,98.420,10.681,0.850,73.668,4.990,32.483,0.830,21.852,124.372,20.092,6.641,92.519
125,1,0,196.720,229.403,135.943,4.830,15.151,82.098,7.231,101.200,0.250,10.121,93.460,10.451,0.871,21.102,26.442,0.690,0.830,23.062,50.685,21.372,6.731,92.529
126,1,0,229.742,261.756,170.807,4.841,14.422,46.165,6.230,171.587,0.250,11.691,90.949,10.761,0.740,73.167,5.071,33.034,0.720,24.162,117.342,22.452,7.441,103.200
127,1,0,195.810,227.942,135.403,4.830,14.621,81.448,7.051,101.130,0.250,10.241,92.539,10.361,0.850,21.593,25.902,0.690,0.830,22.953,50.685,21.153,6.801,92.529
128,1,0,237.653,271.767,176.167,4.831,16.612,47.285,6.321,178.227,0.250,11.471,95.600,10.771,0.770,78.748,4.870,35.313,0.840,23.992,123.872,22.292,7.121,92.699
129,1,0,200.910,232.603,136.643,4.821,14.672,80.708,7.071,106.961,0.270,10.351,95.960,10.731,0.790,23.392,23.702,0.730,0.890,22.792,54.415,20.942,6.731,92.529
130,1,0,197.820,229.792,138.743,4.830,14.652,81.818,7.250,102.461,0.330,9.921,91.049,10.301,0.760,22.012,25.263,0.730,0.820,24.922,47.675,23.082,7.090,92.569
131,2,0,200.680,232.303,133.904,4.820,14.281,79.938,7.071,107.491,0.260,11.772,98.399,10.381,0.760,23.492,21.052,0.700,0.800,23.013,56.626,21.172,6.740,92.519
132,1,0,197.169,229.443,137.274,4.831,14.922,82.498,7.270,100.980,0.270,10.061,92.169,10.251,0.860,21.162,28.003,0.730,0.820,23.372,49.835,21.552,10.091,92.609
133,1,0,198.709,230.823,135.613,4.901,14.712,80.808,7.141,104.640,0.260,10.241,95.210,10.501,0.750,21.322,24.782,0.700,0.840,22.722,52.405,20.922,6.591,92.529
134,1,0,191.960,223.892,135.843,4.841,14.661,80.468,7.021,98.300,0.260,10.201,88.049,10.001,0.770,22.242,25.782,0.730,0.910,23.002,47.434,21.132,6.821,92.529
135,1,0,195.230,227.233,135.454,4.831,14.731,80.478,7.101,101.540,0.290,10.011,91.779,10.081,0.790,21.462,25.572,0.700,0.810,22.973,49.885,21.182,7.071,92.499
136,1,0,197.889,229.663,137.184,4.841,14.282,79.158,7.141,105.280,0.280,9.401,92.479,10.241,0.730,20.542,26.013,0.700,0.801,23.032,51.105,21.192,6.311,92.499
137,1,0,197.530,229.243,135.724,4.820,14.641,79.147,7.100,105.020,0.250,9.941,93.519,10.371,0.770,21.373,24.782,0.690,0.800,25.133,52.235,23.223,6.321,92.489
138,1,0,257.846,291.699,174.088,4.880,15.471,49.115,6.180,196.800,0.310,13.731,117.611,10.551,0.821,73.877,4.911,32.124,0.830,23.103,143.585,21.112,8.191,92.529
139,1,0,221.462,254.205,138.214,4.851,15.032,82.778,7.171,125.283,0.260,10.211,115.991,10.501,0.750,21.452,27.083,0.721,0.790,24.393,73.737,22.403,6.671,92.599
140,1,0,252.805,286.798,171.436,4.840,15.721,46.974,6.270,193.659,0.270,11.781,115.362,10.691,0.900,73.878,4.960,31.883,0.830,23.302,140.804,21.262,6.830,92.519
141,1,0,208.841,241.934,139.014,4.831,15.242,81.268,7.360,113.882,0.260,10.221,102.920,10.622,0.860,21.682,26.233,0.710,0.800,25.102,60.916,23.212,8.251,92.529
142,1,0,228.533,261.076,169.647,4.841,15.362,47.995,6.191,168.447,0.250,11.992,91.429,12.331,0.770,73.257,5.040,30.953,0.720,21.932,115.861,20.102,6.520,92.619
143,1,0,200.450,232.473,138.944,4.891,14.762,82.298,7.060,104.791,0.320,10.071,93.529,12.342,0.750,21.152,26.153,0.701,0.790,25.162,50.095,23.412,7.121,92.599
144,1,0,229.103,260.986,168.897,4.830,14.721,45.705,6.421,171.237,0.280,11.431,92.089,10.951,0.780,73.348,5.010,33.003,0.810,22.123,118.722,20.362,7.110,92.499
145,2,0,202.640,235.044,136.735,4.831,14.652,80.248,7.071,109.101,0.270,10.301,98.309,10.731,0.750,23.062,23.293,0.691,0.830,24.803,56.516,22.942,7.271,92.489
146,1,0,208.090,240.654,148.175,4.841,15.402,81.718,7.071,113.041,0.280,11.501,92.479,10.511,0.810,21.372,24.513,0.720,0.931,32.413,49.515,30.593,6.601,92.569
