idx,iterations,status,solve_time_us,total_call_us,opencl_overhead_us,input_pack_us,input_migrate_enq_us,kernel_enq_us,output_migrate_enq_us,wait_us,output_unpack_us,input_migrate_us,kernel_us,output_migrate_us,in_mig_submit_us,in_mig_sched_us,gap_in_to_kernel_us,kernel_submit_us,kernel_sched_us,gap_kernel_to_out_us,out_mig_submit_us,out_mig_sched_us,udp_recv_us,crc_us
10288,1,0,220.269,252.627,162.116,4.821,14.834,47.521,6.292,160.626,0.261,11.832,90.511,9.483,0.761,71.126,4.921,29.467,0.820,21.814,113.505,20.034,7.622,92.581
10289,1,0,223.480,255.967,165.346,4.851,14.924,47.301,6.472,163.527,0.240,13.523,90.621,9.432,0.781,70.035,4.961,30.216,0.820,24.465,113.905,22.685,6.692,92.611
10290,1,0,192.473,224.780,132.650,4.851,15.134,82.589,7.032,96.762,0.250,10.322,92.130,9.272,0.761,23.725,23.986,0.700,0.931,22.775,48.951,21.004,6.821,92.551
10291,1,0,274.491,306.719,133.801,4.831,14.904,79.868,7.082,181.230,0.240,10.402,172.918,9.322,0.780,22.185,25.026,0.710,0.911,24.006,131.580,22.255,6.801,92.671
10292,1,0,243.624,276.772,138.461,4.861,15.254,82.018,6.992,148.383,0.240,10.052,138.311,11.513,0.760,23.836,25.196,0.730,0.881,24.025,96.402,22.305,6.862,92.671
10293,1,0,190.963,223.200,135.430,4.821,14.843,80.898,7.001,96.892,0.250,9.862,87.770,9.072,0.790,21.995,26.246,0.730,0.920,23.275,46.240,21.575,7.082,92.640
10294,1,0,186.821,219.009,130.819,4.841,14.994,78.088,7.132,95.581,0.250,9.822,88.190,9.482,0.791,24.855,21.645,0.710,0.960,20.735,47.830,18.965,6.751,92.521
10295,1,0,186.771,219.239,131.209,4.841,15.234,81.998,7.162,91.580,0.250,10.542,88.030,9.392,0.851,24.555,21.985,0.690,0.960,21.785,44.560,20.015,7.252,92.571
10296,1,0,192.633,225.241,134.161,4.861,15.423,79.457,7.192,99.712,0.240,10.512,91.080,9.292,0.860,25.766,21.575,0.691,0.950,24.436,50.152,22.655,6.321,92.521
10297,1,0,190.623,222.880,132.490,4.851,14.963,77.938,7.112,99.522,0.240,10.262,90.390,9.042,0.730,24.256,21.955,0.700,0.910,24.296,50.261,22.445,8.902,92.631
10298,1,0,200.505,233.742,139.020,4.831,15.584,85.569,7.212,101.303,0.240,10.793,94.722,9.902,0.891,25.535,25.725,0.690,0.940,23.875,51.562,22.155,8.792,92.671
10299,1,0,245.895,280.323,140.802,4.842,16.643,83.639,7.182,148.823,0.250,10.142,139.521,9.962,0.980,24.636,26.336,0.720,0.950,25.366,97.662,23.595,7.121,92.600
10300,1,0,396.979,429.536,209.707,4.841,15.264,83.029,7.101,300.768,0.260,10.053,219.829,11.913,0.791,25.225,23.005,0.700,0.931,95.851,176.379,93.981,6.681,92.611
10301,1,0,317.491,349.648,133.360,4.821,14.994,81.269,7.052,223.110,0.240,10.222,216.288,9.442,0.980,23.565,24.526,0.690,0.910,22.185,175.059,20.344,6.341,92.531
10302,1,0,396.049,429.146,213.147,4.861,15.563,80.568,7.081,302.278,0.260,10.182,215.999,11.363,0.800,23.496,24.275,0.730,0.930,100.212,174.539,98.342,8.202,92.510
10303,1,0,324.253,357.961,140.492,4.822,16.053,84.319,7.091,226.591,0.240,10.352,217.469,11.063,1.010,24.446,26.226,0.720,0.950,24.375,175.179,22.685,6.941,92.530
10304,1,0,393.608,429.096,214.037,4.871,17.844,83.579,7.131,296.807,0.260,9.943,215.059,11.742,0.870,27.906,26.015,0.700,0.930,94.991,173.669,93.181,6.602,92.560
10305,2,0,318.511,350.808,135.230,4.831,15.053,81.228,6.951,224.310,0.270,10.052,215.578,9.202,0.930,22.155,25.886,0.710,0.930,24.176,174.059,22.525,6.752,92.550
10306,1,0,410.041,448.920,225.090,4.831,19.635,94.171,7.002,302.427,0.240,12.132,223.830,11.903,1.320,25.536,33.338,0.661,0.920,95.491,178.560,93.691,6.972,92.590
10307,1,0,329.184,363.042,145.053,4.831,15.793,86.879,7.141,229.021,0.231,10.332,217.989,11.082,0.860,25.466,26.816,0.690,0.910,26.736,174.959,24.906,6.581,92.551
10308,1,0,245.755,278.453,140.462,4.832,15.573,83.368,7.252,148.953,0.260,9.982,137.991,11.623,0.890,24.536,26.666,0.731,0.880,24.885,96.262,23.175,6.632,92.620
10309,1,0,241.484,274.071,136.791,4.871,15.113,84.259,7.291,143.632,0.240,9.883,137.280,9.802,0.880,22.245,27.586,0.711,0.810,24.206,93.501,22.535,7.142,92.611
10310,2,0,319.341,351.899,137.591,4.831,15.124,80.358,7.262,225.610,0.250,10.202,214.308,11.383,0.770,23.285,24.986,0.680,0.790,24.535,173.489,22.785,6.981,92.561
10311,1,0,236.823,268.870,133.290,4.821,14.653,80.448,7.152,143.012,0.240,10.062,135.580,9.212,0.780,21.505,26.226,0.681,0.830,23.015,94.482,21.244,7.801,92.621
10312,1,0,320.662,353.609,139.221,4.841,15.293,80.918,7.191,226.161,0.260,10.122,214.388,11.472,0.810,22.985,25.806,0.720,0.910,25.106,173.179,23.365,6.591,92.601
10313,3,0,255.317,287.935,135.581,4.831,15.234,79.398,7.051,162.656,0.231,10.512,152.354,10.903,0.790,22.315,24.456,0.720,0.931,24.245,111.325,22.535,6.411,92.591
10314,1,0,258.448,290.755,141.821,4.841,15.193,80.818,7.251,164.077,0.230,9.853,148.934,13.483,0.790,23.795,25.085,0.720,0.960,23.995,107.584,22.285,20.995,92.570
10315,1,0,193.223,225.671,134.131,4.831,15.344,80.378,7.152,99.492,0.230,9.892,91.540,9.373,0.790,24.915,23.276,0.720,0.921,23.655,50.242,21.874,7.012,92.541
10316,1,0,186.192,220.219,133.070,4.841,16.644,80.008,7.142,92.921,0.240,9.882,87.149,9.792,0.750,26.256,22.735,0.701,0.940,21.655,45.530,19.914,6.371,92.531
10317,1,0,254.657,287.025,198.785,4.902,15.253,80.118,7.582,160.886,0.280,10.302,88.240,11.723,0.890,24.216,23.125,0.690,0.930,85.839,46.760,84.089,6.471,92.590
10318,1,0,235.582,268.230,134.280,4.851,15.394,80.598,7.162,141.681,0.250,9.822,133.950,9.302,0.851,23.485,25.516,0.721,0.960,23.495,93.171,21.805,7.212,92.581
10319,1,0,298.427,331.234,195.924,4.821,15.474,79.568,7.502,205.256,0.250,10.082,135.310,11.422,0.990,22.615,24.946,0.710,0.911,83.299,94.111,81.619,6.831,92.541
10320,1,0,186.682,221.280,133.710,4.821,17.214,79.808,7.012,93.831,0.240,9.942,87.570,9.492,0.790,23.415,26.526,0.730,0.910,21.145,46.820,19.415,6.581,92.551
10321,1,0,299.157,331.754,194.113,4.831,15.173,81.748,7.191,204.076,0.240,10.422,137.641,11.483,0.980,24.046,24.145,0.710,0.920,80.038,95.832,78.197,6.812,92.550
10322,1,0,194.984,227.191,134.551,4.861,14.723,80.838,7.141,100.832,0.240,10.042,92.640,9.502,0.760,24.346,24.026,0.710,0.911,22.355,51.682,20.504,6.722,92.591
10323,1,0,325.203,358.810,137.720,4.821,15.994,82.969,6.941,228.862,0.250,10.663,221.090,9.612,0.740,24.025,24.655,0.680,0.940,24.195,178.780,22.265,7.242,92.551
10324,1,0,395.729,429.036,213.158,4.831,15.873,81.818,7.212,300.347,0.240,10.242,215.878,11.432,0.760,25.706,23.596,0.720,0.921,97.912,174.019,96.182,6.552,92.520
10325,1,0,317.081,349.648,134.670,4.851,15.044,81.569,7.092,222.060,0.260,10.192,214.978,9.112,0.860,21.765,26.716,0.710,0.920,23.685,173.198,22.035,6.981,92.541
10326,1,0,320.451,353.129,137.731,4.821,15.454,82.389,7.272,224.630,0.240,9.982,215.398,11.823,0.871,23.195,24.746,0.720,0.921,24.555,171.908,22.865,6.731,92.531
10327,1,0,349.248,381.955,163.666,4.871,14.683,48.011,6.402,288.454,0.240,11.563,218.289,9.182,0.760,70.866,4.921,28.507,0.800,23.845,239.674,22.015,7.872,92.530
10328,1,0,353.229,387.617,171.349,4.881,15.814,49.361,6.571,291.526,0.261,12.233,216.268,11.732,0.851,72.706,4.921,29.036,0.801,25.376,238.273,23.536,7.022,92.631
10329,1,0,347.778,380.856,164.808,4.891,15.203,49.521,6.362,286.014,0.241,11.793,216.048,8.642,0.960,72.216,4.931,28.807,0.810,23.706,238.044,21.795,6.761,92.521
10330,1,0,424.825,456.852,239.373,4.831,14.943,48.061,6.522,364.341,0.250,11.533,217.479,11.603,0.740,71.956,5.241,29.337,0.840,94.841,239.864,93.121,6.952,92.620
10331,1,0,318.121,350.729,134.871,4.871,14.824,83.139,7.171,221.610,0.541,10.332,215.858,8.972,0.981,23.155,25.636,0.721,0.930,23.455,173.029,21.804,8.902,92.561
10332,2,0,321.182,353.449,138.861,4.861,14.733,81.009,7.232,226.721,0.260,9.872,214.588,11.783,0.760,23.055,25.386,0.690,0.940,24.915,173.068,23.195,6.971,92.631
10333,1,0,317.061,349.268,134.820,4.851,14.943,83.379,7.382,220.309,0.330,10.193,214.448,8.782,0.820,21.995,27.076,0.710,0.931,23.575,171.908,21.785,6.492,92.530
10334,1,0,321.342,355.290,141.962,4.831,16.083,81.178,7.301,226.711,0.240,9.923,213.328,11.443,0.890,23.965,25.475,0.700,0.920,26.996,171.818,25.296,6.981,92.531
10335,3,0,260.128,292.666,136.891,4.811,15.044,83.379,7.031,163.217,0.230,10.263,155.775,9.322,0.870,24.185,25.515,0.710,0.920,24.346,114.036,22.455,7.011,92.521
10336,1,0,192.583,224.651,136.611,4.862,14.783,79.417,7.112,100.032,0.290,10.052,88.040,11.723,0.760,24.926,22.675,0.730,0.930,24.515,47.681,22.755,6.641,92.540
10337,1,0,186.722,218.619,130.569,4.831,14.723,81.298,7.081,92.021,0.250,9.792,88.050,8.862,0.720,24.396,23.885,0.720,0.940,21.075,46.040,19.405,6.412,92.520
10338,3,0,201.065,233.173,130.480,4.832,15.023,78.427,7.072,109.314,0.260,9.992,102.693,9.773,0.750,23.425,23.316,0.680,0.931,21.404,62.004,19.654,6.362,92.560
10339,1,0,218.589,251.476,162.226,4.901,15.134,48.261,6.211,158.326,0.260,12.122,89.250,9.012,1.040,70.636,4.821,28.476,0.800,22.065,111.255,20.234,7.062,92.551
10340,1,0,225.020,258.428,165.897,4.881,15.784,47.910,6.261,164.967,0.250,12.143,92.531,9.682,0.750,72.626,4.941,30.387,0.840,22.815,116.236,21.065,7.061,92.531
10341,4,0,244.985,277.153,161.868,4.832,14.543,48.160,6.511,184.471,0.251,12.243,115.285,8.892,0.770,70.186,4.971,28.526,0.841,22.976,137.301,21.095,7.172,92.520
10342,2,0,356.089,389.247,171.418,4.841,15.294,49.311,6.271,294.836,0.250,14.073,217.829,11.683,1.231,72.116,4.741,30.877,0.800,24.705,242.364,22.785,6.581,92.531
10343,2,0,349.159,382.385,164.976,4.871,15.283,48.041,6.252,288.865,0.270,12.073,217.409,9.082,0.970,70.336,5.031,28.767,0.850,24.755,239.343,22.875,8.022,92.530
10344,2,0,421.744,454.872,238.694,4.851,15.944,48.741,6.371,360.560,0.230,11.802,216.178,11.743,0.841,71.926,5.012,28.066,0.841,94.551,237.433,92.701,7.672,92.521
10345,2,0,350.528,382.936,164.987,4.851,14.794,47.931,6.391,290.155,0.260,11.602,217.949,8.922,0.880,70.536,5.081,28.596,0.800,24.056,239.744,22.215,7.041,92.611
10346,2,0,423.575,455.962,239.404,4.841,15.134,48.741,6.361,362.572,0.240,13.373,216.558,11.772,0.760,71.776,5.091,30.407,0.820,94.312,240.284,92.461,7.271,92.551
10347,2,0,348.248,380.895,164.336,4.831,15.203,50.031,6.371,286.094,0.250,11.863,216.559,8.942,0.900,70.786,4.991,26.866,0.820,24.735,236.963,22.705,7.382,92.531
10348,2,0,283.423,316.601,169.568,4.901,15.594,48.511,6.311,222.860,0.250,11.763,147.033,11.753,0.851,72.526,4.951,29.506,0.811,25.115,170.008,23.175,9.712,92.611
10349,1,0,269.880,302.918,163.427,4.841,15.223,49.681,6.412,207.896,0.260,11.673,139.491,9.042,0.760,70.816,5.031,26.836,0.821,23.245,159.605,21.495,9.722,92.541
10350,2,0,354.900,388.767,170.998,4.831,16.584,49.501,6.542,293.146,0.250,13.763,217.769,11.763,0.770,72.226,4.911,28.987,0.840,24.845,240.153,22.935,6.851,92.561
10351,2,0,349.998,382.675,166.037,4.841,14.863,48.631,6.532,288.674,0.240,12.153,216.638,10.802,0.980,70.886,5.101,28.757,0.820,23.836,238.344,21.905,6.882,92.540
10352,1,0,354.700,387.847,171.778,4.831,15.423,47.881,6.442,294.706,0.261,12.202,216.069,13.243,0.800,72.607,4.961,30.657,0.840,25.145,240.114,23.235,6.802,92.631
10353,6,0,326.534,358.260,132.560,4.841,14.533,84.529,7.031,228.602,0.240,10.512,225.700,8.832,0.771,22.915,26.026,0.741,0.960,21.605,182.031,19.864,6.972,92.551
10354,4,0,335.356,369.462,141.581,4.861,15.993,83.059,7.342,238.894,0.250,10.182,227.881,11.723,1.000,25.396,24.666,0.711,1.180,24.515,185.711,22.775,6.872,92.530
10355,1,0,237.613,269.940,133.850,4.871,15.104,82.929,7.302,141.222,0.240,10.033,136.090,8.672,0.751,21.884,27.526,0.691,0.930,22.615,93.921,20.874,7.032,92.531
10356,2,0,274.552,312.440,157.986,4.851,17.684,95.481,7.032,165.337,0.250,11.643,154.454,12.243,0.990,28.126,30.917,0.721,0.920,25.706,108.925,23.865,7.632,92.700
10357,2,0,205.896,239.954,141.191,4.821,15.863,82.368,7.081,110.345,0.260,10.733,98.763,11.123,0.910,27.336,21.644,0.710,0.910,25.845,57.363,23.935,8.442,92.521
10358,2,0,194.114,226.560,131.359,4.831,14.863,81.178,7.391,99.383,0.240,10.372,95.201,9.742,0.730,25.526,21.545,0.710,0.920,21.445,52.312,19.664,6.982,92.530
10359,2,0,193.634,225.620,130.999,4.831,14.973,80.138,7.471,99.793,0.260,10.093,94.621,9.342,0.880,22.285,24.845,0.720,0.950,22.005,52.832,20.144,7.632,92.541
10360,2,0,238.163,271.911,168.878,4.891,15.583,48.170,6.171,177.819,0.250,12.352,103.033,9.382,0.870,74.707,5.022,32.877,0.821,21.995,129.179,20.055,7.141,92.541
10361,2,0,233.712,266.430,165.308,4.842,15.073,47.840,6.191,173.528,0.240,11.402,101.122,11.162,0.850,70.796,5.002,28.026,0.861,23.986,122.658,22.195,6.921,92.561
10362,1,0,427.226,461.923,242.984,4.841,16.744,50.351,6.401,363.972,0.240,12.243,218.939,14.123,0.970,72.516,5.071,27.446,0.830,94.211,239.403,92.181,6.371,103.703
10363,1,0,346.658,379.865,162.747,4.901,15.443,48.310,6.372,285.904,0.260,11.722,217.118,8.932,0.890,70.566,5.252,27.546,1.121,23.095,238.164,21.294,7.121,92.611
10364,1,0,424.025,457.563,240.334,4.841,15.293,48.681,6.712,362.871,0.250,11.843,217.229,11.743,0.890,72.286,4.861,29.397,0.810,94.781,239.583,93.041,6.511,92.601
10365,1,0,318.792,351.218,133.700,4.851,14.703,84.949,7.161,220.460,0.260,10.202,217.518,9.032,1.071,22.585,26.326,0.701,0.940,22.085,173.549,20.324,9.372,92.501
10366,1,0,395.018,427.626,209.967,4.831,15.194,81.669,7.092,299.587,0.250,10.222,217.659,11.323,0.760,23.475,25.226,0.700,0.950,95.921,175.769,94.231,6.931,92.641
10367,1,0,318.671,350.769,134.090,4.821,14.863,83.588,7.262,221.389,0.240,11.843,216.679,8.922,0.750,22.385,25.255,0.710,0.960,23.005,173.619,21.185,6.451,92.581
10368,2,0,250.506,285.114,139.941,4.841,17.094,81.508,7.021,155.575,0.260,10.032,145.173,11.573,0.761,26.906,23.495,0.710,1.180,24.245,103.433,22.495,6.682,92.531
10369,2,0,267.080,315.611,195.404,4.921,26.096,135.260,7.562,115.566,0.290,20.694,120.207,9.892,1.661,30.247,54.272,0.710,1.050,25.966,63.635,24.235,6.342,92.750
10370,2,0,213.968,247.305,147.302,4.861,15.244,90.911,7.052,109.915,0.240,13.893,100.003,12.793,0.751,26.516,24.755,0.720,0.920,25.375,55.232,23.605,6.942,92.541
10371,1,0,356.770,431.617,296.647,5.912,42.370,203.786,8.022,132.980,0.310,31.958,134.970,14.683,2.730,45.110,89.430,1.030,1.421,38.569,62.404,36.799,16.864,92.841
10372,2,0,362.291,432.718,275.783,5.632,39.419,203.176,7.491,141.441,0.290,31.097,156.935,12.442,2.751,40.179,88.400,0.681,1.460,28.497,82.019,26.516,14.144,92.961
10373,1,0,353.989,427.546,276.142,5.781,42.940,204.305,7.392,130.739,0.290,30.017,151.404,12.193,2.351,39.619,94.421,0.690,1.541,27.006,74.326,24.936,12.493,92.901
10374,1,0,212.278,247.286,155.286,4.951,16.613,100.223,20.005,85.669,0.240,13.743,92.000,11.773,0.890,31.837,28.777,0.691,0.940,24.706,33.628,22.775,8.402,92.601
10375,2,0,200.435,234.532,135.860,4.831,16.964,82.859,7.301,104.134,0.230,10.063,98.672,9.492,0.870,22.095,28.956,0.710,0.910,21.995,56.433,20.224,6.832,92.601
10376,1,0,192.303,226.101,136.681,4.821,16.854,81.239,7.192,97.692,0.241,11.442,89.420,9.672,0.750,24.686,24.246,0.701,0.940,22.225,47.770,20.415,7.002,92.540
10377,2,0,199.675,231.132,135.131,4.841,14.554,80.668,7.012,105.914,0.230,9.492,96.001,11.253,0.851,20.874,27.697,0.691,0.930,21.415,55.103,19.554,7.112,92.611
10378,2,0,197.304,287.074,188.732,4.861,72.716,81.638,7.351,101.972,0.240,10.153,98.342,9.332,0.750,80.738,25.165,0.700,0.970,21.235,55.783,19.494,6.591,92.530
10379,2,0,200.285,232.452,130.899,4.831,14.734,81.388,7.232,105.624,0.230,9.262,101.553,9.252,0.781,20.664,27.256,0.730,0.930,21.525,59.044,19.694,6.652,92.521
10380,2,0,194.403,226.441,129.539,4.891,14.114,79.588,7.121,101.563,0.280,9.802,96.902,9.202,0.780,24.705,21.855,0.680,0.890,21.455,55.603,19.694,11.563,92.541
10381,1,0,194.744,226.621,132.980,4.841,14.814,79.238,7.192,102.253,0.230,10.772,93.641,9.412,0.760,20.925,24.636,0.710,0.931,22.875,52.222,21.065,6.951,92.561
10382,2,0,248.435,282.954,142.023,4.822,16.694,88.320,7.271,146.543,0.240,11.803,140.931,10.282,1.040,25.536,26.976,0.701,0.910,22.946,97.282,20.895,7.731,92.511
10383,2,0,230.152,262.749,136.981,4.841,14.933,83.229,6.992,133.950,0.250,10.232,125.768,10.212,0.930,20.905,27.627,0.710,0.901,23.575,83.479,21.425,6.891,92.510
10384,2,0,223.270,255.097,132.350,4.861,14.674,80.308,7.042,129.739,0.240,9.872,122.747,9.632,0.741,24.585,23.086,0.700,0.931,22.145,82.039,20.134,6.411,92.561
10385,2,0,219.689,251.247,129.419,4.851,14.173,78.448,6.951,128.129,0.240,9.763,121.828,9.402,0.870,20.634,25.475,0.700,0.950,21.455,81.458,19.475,6.681,92.611
10386,2,0,222.630,254.317,131.390,4.841,14.514,81.138,7.112,128.289,0.240,9.832,122.927,9.812,0.881,23.535,24.246,0.700,0.951,21.295,81.449,19.174,6.822,92.531
10387,3,0,223.110,254.918,132.461,4.842,14.733,79.608,7.212,130.179,0.240,9.442,122.457,9.342,0.880,22.085,25.386,0.701,0.950,23.316,81.558,21.355,7.891,92.551
10388,2,0,226.251,258.158,132.920,4.831,14.683,79.838,7.222,133.190,0.240,10.042,125.238,9.132,0.830,22.365,24.116,0.711,0.950,24.576,83.808,22.606,6.801,92.500
10389,3,0,225.291,259.998,137.171,4.841,16.904,82.698,7.282,128.969,0.570,9.972,122.827,9.602,0.970,21.285,29.867,0.720,0.941,22.095,81.149,20.024,7.082,92.541
10390,2,0,222.190,254.448,131.660,4.852,15.093,80.878,7.021,127.979,0.260,9.802,122.788,9.532,1.230,25.366,22.345,0.700,0.950,21.575,81.128,19.625,6.471,92.541
10391,3,0,222.190,254.577,134.030,4.851,15.233,80.388,7.001,128.729,0.230,9.412,120.547,9.442,0.841,20.844,27.767,0.700,0.951,23.225,80.148,21.225,7.252,92.531
10392,2,0,223.580,255.427,133.679,4.831,14.453,80.588,7.131,129.759,0.250,9.602,121.748,9.262,0.770,24.466,23.375,0.710,0.910,23.665,80.618,21.735,8.232,92.531
10393,2,0,293.276,325.333,216.298,4.821,14.673,49.691,6.211,231.452,0.250,11.852,109.035,11.643,0.850,72.747,4.981,29.416,0.820,71.916,131.879,69.966,7.312,92.560
10394,2,0,326.994,359.091,140.331,4.892,15.003,84.009,7.132,229.742,0.240,9.742,218.760,13.103,0.870,24.366,25.475,0.730,0.930,24.425,175.719,22.705,7.211,92.551
10395,2,0,279.363,311.460,211.618,4.861,14.713,47.041,6.482,220.199,0.250,11.633,99.842,11.603,0.890,69.746,4.951,28.767,0.810,70.626,121.878,68.935,6.592,92.601
10396,1,0,321.192,355.070,139.111,4.901,16.494,82.639,7.101,225.501,0.240,9.612,215.959,11.473,0.901,22.325,28.186,0.710,0.950,24.285,173.409,22.585,6.522,92.531
10397,2,0,240.214,272.541,166.787,4.831,14.953,47.621,6.262,180.400,0.250,11.783,105.754,9.773,0.770,71.006,5.011,29.026,0.840,24.195,128.318,22.405,10.633,92.541
10398,2,0,252.986,284.704,138.261,4.871,14.534,84.369,7.312,155.294,0.260,9.582,146.443,11.443,0.910,23.735,24.586,0.721,0.930,23.785,101.763,22.065,7.062,92.541
10399,2,0,225.761,259.288,136.280,4.851,15.934,82.818,7.191,129.679,0.230,10.092,123.008,9.612,1.070,21.535,27.936,0.710,0.960,22.745,81.378,20.765,6.591,92.531
10400,2,0,230.862,264.100,138.101,4.842,15.413,85.869,7.001,131.619,0.230,11.023,125.999,9.692,0.880,27.246,24.065,0.730,0.900,22.345,83.799,20.375,6.571,92.541
10401,2,0,198.825,230.442,132.600,4.831,14.523,81.948,7.112,103.633,0.240,9.592,97.842,9.092,0.770,20.565,28.867,0.710,0.931,21.745,56.553,20.035,7.022,92.521
10402,1,0,188.282,219.370,130.400,4.841,14.123,78.478,7.171,96.562,0.230,9.792,88.970,9.232,0.780,23.315,22.915,0.690,0.960,23.026,48.361,21.335,6.301,92.531
10403,2,0,196.054,228.901,131.689,4.891,15.294,82.529,7.081,100.233,0.240,9.172,97.212,9.132,0.711,22.805,26.836,0.741,0.850,20.624,54.422,18.814,6.352,92.531
10404,4,0,216.069,248.456,134.480,4.841,14.783,79.628,7.222,123.038,0.240,10.062,113.976,9.392,0.860,25.276,21.345,0.700,1.180,23.325,72.536,21.575,6.852,92.541
10405,5,0,226.691,258.259,132.311,4.832,14.313,78.977,7.092,134.150,0.231,9.312,125.948,9.252,0.770,22.665,24.686,0.731,0.960,23.215,85.059,21.435,6.601,92.521
10406,2,0,210.798,246.215,139.281,4.831,17.084,87.550,7.382,109.475,0.250,10.942,106.934,8.962,1.100,25.716,26.976,0.680,0.940,21.925,63.144,19.954,9.182,92.531
10407,2,0,295.186,327.183,222.599,4.851,14.523,48.541,6.302,234.622,0.240,12.163,104.584,11.923,0.770,76.437,5.091,34.498,0.830,72.296,132.850,70.326,6.651,92.531
10408,2,0,396.969,429.496,211.627,4.861,15.574,84.259,6.991,299.547,0.270,9.732,217.869,11.442,0.861,22.795,27.736,0.730,0.940,96.622,175.189,94.812,6.832,92.521
10409,2,0,287.605,320.372,215.578,4.821,15.183,49.621,6.241,225.571,0.240,12.253,104.794,11.893,1.130,71.236,5.051,27.976,0.830,71.656,126.078,69.846,6.982,92.621
10410,2,0,302.608,335.306,231.582,4.831,15.123,48.921,6.152,241.544,0.270,26.186,103.724,12.993,0.790,72.536,5.221,43.530,0.860,71.236,140.802,69.466,6.831,92.601
10411,2,0,285.334,318.191,214.227,4.831,15.314,47.201,6.172,226.061,0.250,11.382,103.964,11.692,0.961,70.666,5.291,29.087,1.050,71.466,126.808,69.636,6.712,92.611
10412,5,0,307.189,341.267,215.749,4.831,15.743,47.680,6.402,246.925,0.260,11.473,125.518,11.493,0.770,72.676,5.001,30.097,0.830,70.656,148.824,68.875,10.242,92.511
10413,2,0,229.272,262.719,164.017,4.821,15.283,48.051,6.252,169.078,0.270,11.623,98.702,9.752,0.990,71.026,5.071,28.637,0.830,22.855,120.717,21.175,7.211,92.541
10414,4,0,297.097,330.335,215.239,4.821,15.613,47.300,6.271,237.744,0.261,11.793,115.096,11.323,0.870,72.976,5.011,31.057,0.860,71.196,139.601,69.486,6.531,92.581
10415,2,0,227.792,260.038,162.736,4.831,15.233,46.070,6.301,169.729,0.250,11.973,97.302,9.632,0.860,70.796,5.161,30.957,0.840,22.635,121.838,20.894,6.802,92.551
10416,5,0,305.519,337.706,214.968,4.821,14.923,47.681,6.442,245.625,0.240,11.813,122.738,12.973,0.880,71.506,4.991,29.797,0.830,70.816,145.843,69.136,6.562,92.500
10417,4,0,295.176,327.714,211.998,4.841,14.834,45.531,6.712,237.133,0.260,11.452,115.716,11.513,0.880,70.176,5.011,30.207,0.820,70.536,139.182,68.805,7.722,92.611
10418,2,0,326.934,359.761,141.772,4.861,15.383,85.019,7.311,228.562,0.241,10.503,217.989,11.543,0.870,22.075,27.536,0.720,0.930,24.125,174.599,22.325,7.342,92.600
10419,3,0,207.627,239.754,134.840,4.841,14.823,83.319,7.132,110.885,0.250,9.692,104.914,9.572,0.760,21.865,26.976,0.720,0.920,23.555,61.443,21.725,7.032,92.610
10420,5,0,221.560,253.497,130.229,4.821,14.473,81.298,7.172,126.958,0.500,9.602,123.268,9.322,0.840,24.316,23.415,0.680,0.930,20.935,80.848,19.125,6.792,92.521
10421,3,0,204.266,236.323,130.899,4.821,14.743,79.638,7.122,111.335,0.240,9.352,105.424,9.132,0.740,21.195,26.696,0.690,1.290,21.765,64.534,19.925,6.882,92.521
10422,2,0,204.076,235.553,134.140,4.831,14.483,80.078,7.101,110.625,0.240,9.542,101.413,9.532,0.950,24.796,22.855,0.680,0.920,23.215,60.233,21.355,6.772,92.601
10423,4,0,218.519,250.597,132.341,4.821,14.963,79.948,7.162,125.268,0.240,9.632,118.256,9.072,0.800,25.076,22.465,0.701,0.900,23.066,76.677,21.255,6.831,92.511
10424,2,0,199.154,231.022,129.850,4.831,14.804,80.618,7.132,105.173,0.230,9.983,101.172,9.182,0.901,25.135,22.185,0.690,0.931,20.895,59.324,19.054,6.451,92.611
10425,2,0,202.446,233.872,132.809,4.861,14.383,80.608,7.191,108.195,0.240,10.203,101.063,9.162,0.780,22.875,25.085,0.720,0.930,22.755,60.133,20.845,6.502,92.510
10426,2,0,335.395,367.993,169.298,4.841,14.743,47.140,6.321,275.732,0.240,12.043,198.695,11.413,1.100,72.616,4.861,31.437,0.790,24.665,223.580,22.695,6.921,92.551
10427,4,0,228.762,261.278,136.070,4.831,14.923,85.969,6.961,129.399,0.250,9.793,125.208,9.412,0.760,22.465,28.216,0.710,0.930,21.825,81.698,19.735,6.881,92.610
10428,2,0,255.517,287.795,164.007,4.861,14.993,48.141,6.101,195.464,0.230,11.873,123.788,9.152,0.760,73.516,5.041,31.067,0.850,21.885,148.623,19.955,6.501,92.601
10429,2,0,228.262,261.018,136.110,4.831,15.093,84.889,7.251,129.800,0.260,9.672,124.908,11.092,0.880,20.505,29.717,0.691,0.920,21.575,81.358,19.595,10.073,92.550
10430,2,0,263.089,298.258,172.499,4.842,17.084,48.371,6.311,202.356,0.251,12.883,125.759,8.972,0.870,75.407,5.021,32.007,0.840,26.355,151.214,24.315,7.042,104.423
10431,2,0,224.961,256.808,134.491,4.861,14.573,82.178,7.062,129.499,0.271,9.563,122.317,9.572,0.730,22.415,26.636,0.700,0.931,23.195,80.659,21.164,7.002,92.601
10432,2,0,256.068,291.975,168.457,4.841,18.114,48.961,6.292,195.084,0.240,11.722,123.518,8.792,1.021,75.957,4.811,29.526,0.820,23.295,146.893,21.244,7.172,92.511
