idx,stamp_ns,compute_ok,status,iters,control_flags,out_steer_fp,out_accel_fp,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp,ref_vx0_fp,ref_kappa0_fp,total_call_ns,kernel_ns,wait_ns
1,1778515493824155281,1,0,0,1,0,0,-5699,-2179,0,0,-108,0,0,176747,-11713,1719536,1060598,926538
2,1778515493827411165,1,1,50,0,22404,1851568,-5699,-2180,0,0,-63,0,0,176836,-11713,1103558,869708,949798
3,1778515493836130100,1,1,50,0,-22405,1851568,-5699,-2179,0,0,-33,0,1851568,177019,-11713,1062978,863468,951468
4,1778515493851519493,1,1,50,0,-22405,-1851569,-5699,-2179,0,0,-6,0,1851568,177110,-11713,1062888,863309,950269
5,1778515493872547810,1,1,50,0,22404,1851568,-5699,-2178,0,0,29,0,-1851569,177202,-11713,984849,861579,875669
6,1778515493882317671,1,1,50,0,22404,1851568,-5699,-2178,0,0,13,0,1851568,177248,-11713,884909,767599,776039
7,1778515493888812671,1,1,50,0,22404,1851568,-5699,-2178,0,0,-3,0,1851568,177296,-11713,886039,767709,775889
8,1778515493894034406,1,1,50,0,22404,-1851569,-5699,-2178,0,0,-9,0,1851568,177296,-11713,899048,768898,789059
9,1778515493897432372,1,1,50,0,-22405,-1851569,-5699,-2178,0,0,-6,0,-1851569,177339,-11713,885518,766288,774828
10,1778515493901741038,1,1,50,0,-22405,1851568,-5699,-2178,0,0,-5,0,-1851569,177339,-11713,882828,766878,774728
11,1778515493906029128,1,1,50,0,22404,-1851569,-5699,-2178,0,0,-13,0,1851568,177387,-11713,884368,767098,774988
12,1778515493911025100,1,1,50,0,-22405,1851568,-5699,-2178,0,0,-23,0,-1851569,177480,-11713,886008,768329,777148
13,1778515493919291005,1,1,50,0,22404,1851568,-5699,-2179,0,0,-27,0,1851568,177529,-11713,884839,767519,774259
14,1778515493924326529,1,1,50,0,-22405,-1851569,-5699,-2179,0,0,-5,0,1851568,177674,-11713,881339,766309,773299
15,1778515493934296296,1,1,50,0,22404,-1851569,-5699,-2179,0,0,3,0,-1851569,177674,-11713,882518,765339,773219
16,1778515493939105769,1,1,50,0,-22405,1851568,-5699,-2179,0,0,2,0,-1851569,177712,-11713,883628,767168,774548
17,1778515493942108402,1,1,50,0,-22405,-1851569,-5699,-2179,0,0,8,0,1851568,177712,-11713,885938,766878,776728
18,1778515493945897702,1,1,50,0,22404,1851568,-5699,-2179,0,0,12,0,-1851569,177751,-11713,882138,766378,773298
19,1778515493950886889,1,1,50,0,22404,1851568,-5699,-2179,0,0,2,0,1851568,177797,-11713,882569,766849,774549
20,1778515493955954062,1,1,50,0,-22405,1851568,-5699,-2179,0,0,-26,0,1851568,177842,-11713,889379,766449,781759
21,1778515493960900177,1,1,50,0,22404,1851568,-5699,-2179,0,0,-53,0,1851568,177888,-11713,882928,766799,774699
22,1778515493965909333,1,1,50,0,22404,-1851569,-5699,-2179,0,0,-69,0,1851568,177934,-11713,884008,766818,773889
23,1778515493970943258,1,1,50,0,-22405,1851568,-5699,-2180,0,0,-72,0,-1851569,177980,-11713,881348,765588,772658
24,1778515493975877725,1,1,50,0,-22405,1851568,-5699,-2180,0,0,-77,0,1851568,178026,-11713,881598,766968,773918
25,1778515493980910689,1,1,50,0,22404,-1851569,-5699,-2180,0,0,-82,0,1851568,178071,-11713,900308,767988,775918
26,1778515493985895781,1,1,50,0,-22405,1851568,-5699,-2180,0,0,-70,0,-1851569,178117,-11713,885119,766019,776779
27,1778515493990884680,1,1,50,0,22404,-1851569,-5699,-2181,0,0,-45,0,1851568,178163,-11713,882479,765959,774369
28,1778515493995900940,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,-25,0,-1851569,178209,-11713,880078,764989,771639
29,1778515494000912240,1,1,50,0,22404,-1851569,-5699,-2181,0,0,-19,0,-1851569,178254,-11713,887068,766908,779339
30,1778515494005900276,1,1,50,0,-22405,1851568,-5699,-2181,0,0,-25,0,-1851569,178301,-11713,884798,766408,775128
31,1778515494011027546,1,1,50,0,-22405,1851568,-5699,-2181,0,0,-27,0,1851568,178347,-11713,884288,766518,774338
32,1778515494015947676,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,-10,0,1851568,178392,-11713,885578,767079,776368
33,1778515494021010561,1,1,50,0,22404,1851568,-5699,-2181,0,0,23,0,-1851569,178438,-11713,890789,771279,781649
34,1778515494025918787,1,1,50,0,22404,1851568,-5699,-2181,0,0,60,0,1851568,178484,-11713,886409,768909,777589
35,1778515494030925159,1,1,50,0,-22405,1851568,-5699,-2181,0,0,74,0,1851568,178529,-11713,888068,769549,778619
36,1778515494035971468,1,1,50,0,22404,1851568,-5699,-2181,0,0,55,0,1851568,178578,-11713,885668,769388,776929
37,1778515494040966159,1,1,50,0,22404,1851568,-5699,-2181,0,0,21,0,1851568,178621,-11713,893248,770328,781159
38,1778515494045949843,1,1,50,0,22404,-1851569,-5699,-2181,0,0,-15,0,1851568,178666,-11713,888448,770458,778828
39,1778515494050932694,1,1,50,0,22404,1851568,-5699,-2181,0,0,-39,0,-1851569,178712,-11713,884688,767378,774528
40,1778515494055968603,1,1,50,0,22404,-1851569,-5699,-2181,0,0,-37,0,1851568,178758,-11713,885248,767618,774508
41,1778515494060932190,1,1,50,0,22404,1851568,-5699,-2182,0,0,-21,0,-1851569,178804,-11713,885079,767749,776489
42,1778515494065962338,1,1,50,0,-22405,1851568,-5699,-2181,0,0,-5,0,1851568,178850,-11713,884159,767589,775179
43,1778515494071106568,1,1,50,0,22404,-1851569,-5699,-2181,0,0,10,0,1851568,178895,-11713,883889,766679,775069
44,1778515494075962953,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,18,0,-1851569,178941,-11713,882818,765348,774599
45,1778515494080926157,1,1,50,0,-22405,1851568,-5699,-2181,0,0,9,0,-1851569,178987,-11713,882228,765398,773458
46,1778515494085960017,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,-9,0,1851568,179033,-11713,882188,766598,773588
47,1778515494090909396,1,1,50,0,22404,-1851569,-5699,-2181,0,0,-27,0,-1851569,179079,-11713,884548,766839,776458
48,1778515494096004409,1,1,50,0,22404,1851568,-5699,-2182,0,0,-33,0,-1851569,179124,-11713,926948,770699,848258
49,1778515494101078174,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,-24,0,1851568,179170,-11713,889249,769079,779809
50,1778515494106100066,1,1,50,0,-22405,1851568,-5699,-2182,0,0,-18,0,-1851569,179216,-11713,923829,767809,846209
51,1778515494111033253,1,1,50,0,22404,-1851569,-5699,-2182,0,0,-28,0,1851568,179262,-11713,885678,768239,776749
52,1778515494115990248,1,1,50,0,22404,1851568,-5699,-2182,0,0,-39,0,-1851569,179307,-11713,921468,767309,843338
53,1778515494121066573,1,1,50,0,22404,1506652,-5699,-2182,0,0,-21,0,1851568,179353,-11713,887788,768498,778478
54,1778515494125972335,1,1,50,0,22404,-1851569,-5699,-2182,0,0,24,0,1506652,179399,-11713,921498,769598,844088
55,1778515494131015764,1,1,50,0,22404,-1851569,-5699,-2182,0,0,50,0,-1851569,179445,-11713,881308,765918,770828
56,1778515494135997399,1,1,50,0,22404,-1851569,-5699,-2182,0,0,47,0,-1851569,179492,-11713,922028,767998,844138
57,1778515494140988379,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,39,0,-1851569,179536,-11713,977988,811768,868848
58,1778515494145988318,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,46,0,-1851569,179582,-11713,887278,768359,773558
59,1778515494151014883,1,1,50,0,-22405,1851568,-5699,-2181,0,0,66,0,-1851569,179628,-11713,883919,766529,773849
60,1778515494155999334,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,80,0,1851568,179674,-11713,881169,766169,770979
61,1778515494160985546,1,1,50,0,22404,-1851569,-5699,-2180,0,0,68,0,-1851569,179719,-11713,881098,765469,771929
62,1778515494165958285,1,1,50,0,22404,-1851569,-5699,-2180,0,0,31,0,-1851569,179765,-11713,881468,764578,772718
63,1778515494170904560,1,1,50,0,22404,1851568,-5699,-2180,0,0,-5,0,-1851569,179811,-11713,881498,765318,772168
64,1778515494176011893,1,1,50,0,22404,1851568,-5699,-2181,0,0,-17,0,1851568,179857,-11713,886368,766798,777568
65,1778515494181150331,1,1,50,0,-22405,1851568,-5699,-2180,0,0,-6,0,1851568,179903,-11713,884228,768099,775738
66,1778515494186007677,1,1,50,0,22404,-1851569,-5699,-2180,0,0,0,0,1851568,179948,-11713,882709,767389,774309
67,1778515494191087938,1,1,50,0,22404,-1851569,-5699,-2180,0,0,-18,0,-1851569,179994,-11713,883789,766349,775429
68,1778515494197852829,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,-43,0,-1851569,180088,-11713,881618,765819,773489
69,1778515494201043496,1,1,50,0,22404,-1851569,-5699,-2181,0,0,-43,0,-1851569,180088,-11713,893378,766938,782218
70,1778515494206154574,1,1,50,0,-22405,1851568,-5699,-2181,0,0,-37,0,-1851569,180131,-11713,881928,766508,773408
71,1778515494211078608,1,1,50,0,22404,1851568,-5699,-2181,0,0,-27,0,1851568,180178,-11713,882738,767288,774568
72,1778515494216141909,1,1,50,0,-22405,-1714471,-5699,-2181,0,0,-28,0,1851568,180224,-11713,883079,767179,774699
73,1778515494221022455,1,1,50,0,-22405,-1714471,-5699,-2181,0,0,-36,0,-1714471,180269,-11713,887769,767939,776489
74,1778515494225998619,1,1,50,0,-22405,-1714471,-5699,-2182,0,0,-24,0,-1714471,180314,-11713,886419,767599,776589
75,1778515494231172897,1,1,50,0,22404,1851568,-5699,-2182,0,0,3,0,-1714471,180361,-11713,883028,766659,773719
76,1778515494236006498,1,1,50,0,-22405,1851568,-5699,-2182,0,0,22,0,1851568,180406,-11713,886408,768828,777439
77,1778515494240968870,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,27,0,1851568,180452,-11713,889568,770728,781278
78,1778515494246277389,1,1,50,0,22404,1851568,-5699,-2181,0,0,16,0,-1851569,180497,-11713,899618,770298,777158
79,1778515494251001133,1,1,50,0,-22405,1851568,-5699,-2181,0,0,-7,0,1851568,180543,-11713,888768,770908,780788
80,1778515494255989425,1,1,50,0,-22405,1851568,-5699,-2181,0,0,-24,0,1851568,180589,-11713,888519,770399,779969
81,1778515494261015541,1,1,50,0,-22405,1851568,-5699,-2182,0,0,-27,0,1851568,180635,-11713,888469,770499,780389
82,1778515494266028153,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,-18,0,1851568,180680,-11713,890099,771069,781949
83,1778515494271050749,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,-2,0,-1851569,180731,-11713,886928,769179,778109
84,1778515494279004329,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,21,0,-1851569,180818,-11713,885138,768348,776958
85,1778515494280714592,1,1,50,0,22404,-1851569,-5699,-2181,0,0,42,0,-1851569,180818,-11713,886288,768938,777578
86,1778515494285930119,1,1,50,0,22404,1851568,-5699,-2181,0,0,51,0,-1851569,180864,-11713,892858,770868,783618
87,1778515494291104525,1,1,50,0,-22405,1851568,-5699,-2181,0,0,41,0,1851568,180910,-11713,888198,768539,773688
88,1778515494295962767,1,1,50,0,22404,1851568,-5699,-2181,0,0,26,0,1851568,180955,-11713,884189,766469,776279
89,1778515494300902770,1,1,50,0,-22405,-914481,-5699,-2181,0,0,14,0,1851568,181001,-11713,884669,768839,776679
90,1778515494305931734,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,1,0,-914481,181046,-11713,885138,768379,776399
91,1778515494310922137,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,3,0,-1851569,181092,-11713,886058,767538,777628
92,1778515494315965982,1,1,50,0,22404,1851568,-5699,-2181,0,0,23,0,-1851569,181138,-11713,882448,768188,774378
93,1778515494321034883,1,1,50,0,22404,-1851569,-5699,-2181,0,0,42,0,1851568,181184,-11713,885708,769418,776808
94,1778515494325929381,1,1,50,0,22404,-1851569,-5699,-2180,0,0,56,0,-1851569,181230,-11713,883819,768069,776109
95,1778515494331027402,1,1,50,0,-22405,-1851569,-5699,-2180,0,0,61,0,-1851569,181276,-11713,880719,765159,772619
96,1778515494336017166,1,1,50,0,-22405,1851568,-5699,-2180,0,0,50,0,-1851569,181321,-11713,880828,765819,771019
97,1778515494340988593,1,1,50,0,22404,-1851569,-5699,-2180,0,0,29,0,1851568,181367,-11713,883178,766928,773919
98,1778515494345989493,1,1,50,0,-22405,-1851569,-5699,-2180,0,0,13,0,-1851569,181413,-11713,884528,767298,776688
99,1778515494351031929,1,1,50,0,-22405,-1851569,-5699,-2180,0,0,3,0,-1851569,181459,-11713,883208,766758,774448
100,1778515494356018845,1,1,50,0,-22405,-1851569,-5699,-2180,0,0,-19,0,-1851569,181505,-11713,884378,766459,775628
101,1778515494361040705,1,1,50,0,-22405,-1851569,-5699,-2180,0,0,-53,0,-1851569,181550,-11713,885399,767119,775979
102,1778515494366339944,1,1,50,0,-22405,1851568,-5699,-2181,0,0,-85,0,-1851569,181596,-11713,882119,766219,774219
103,1778515494371027752,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,-113,0,1851568,181642,-11713,881648,766679,773239
104,1778515494376039628,1,1,50,0,-22405,1851568,-5699,-2182,0,0,-125,0,-1851569,181688,-11713,881738,766208,772629
105,1778515494381102993,1,1,50,0,22404,-1851569,-5699,-2182,0,0,-110,0,1851568,181779,-11713,880738,765908,771308
106,1778515494385988211,1,1,50,0,-22405,1851568,-5699,-2183,0,0,-98,0,-1851569,181779,-11713,900398,775338,792518
107,1778515494391001015,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,-95,0,1851568,181825,-11713,892148,769608,777538
108,1778515494396009755,1,1,50,0,-22405,1851568,-5699,-2184,0,0,-64,0,-1851569,181871,-11713,886829,766909,773519
109,1778515494401041535,1,1,50,0,-22405,-1851569,-5699,-2184,0,0,-9,0,1851568,181917,-11713,885489,766779,776169
110,1778515494405990146,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,41,0,-1851569,181962,-11713,902029,779419,791199
111,1778515494411066279,1,1,50,0,22404,-1851569,-5699,-2183,0,0,67,0,-1851569,182008,-11713,884878,766269,775539
112,1778515494415980169,1,1,50,0,-22405,1851568,-5699,-2183,0,0,54,0,-1851569,182054,-11713,885568,766308,776849
113,1778515494421092110,1,1,50,0,22404,1851568,-5699,-2183,0,0,24,0,1851568,182100,-11713,882708,766278,773888
114,1778515494426007089,1,1,50,0,22404,-1851569,-5699,-2183,0,0,9,0,1851568,182145,-11713,881548,766528,773858
115,1778515494431033493,1,1,50,0,-22405,1851568,-5699,-2183,0,0,1,0,-1851569,182192,-11713,883748,765519,775368
116,1778515494436273756,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,-11,0,1851568,182237,-11713,882119,767159,774069
117,1778515494441021213,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,-1,0,-1851569,182283,-11713,881319,765049,771729
118,1778515494446002880,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,27,0,-1851569,182328,-11713,880198,765879,772439
119,1778515494451069861,1,1,50,0,22404,1851568,-5699,-2182,0,0,49,0,-1851569,182374,-11713,892978,777318,771489
120,1778515494455990087,1,1,50,0,22404,-1851569,-5699,-2182,0,0,59,0,1851568,182420,-11713,883358,766498,774878
121,1778515494461350576,1,1,50,0,22404,1851568,-5699,-2182,0,0,51,0,-1851569,182466,-11713,883898,765598,775618
122,1778515494466000655,1,1,50,0,22404,1851568,-5699,-2182,0,0,17,0,1851568,182511,-11713,881298,766229,773678
123,1778515494470997491,1,1,50,0,-22405,1851568,-5699,-2182,0,0,-16,0,1851568,182557,-11713,883489,767019,775129
124,1778515494476158553,1,1,50,0,22404,1851568,-5699,-2182,0,0,-32,0,1851568,182603,-11713,883469,767529,773709
125,1778515494481360415,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,-24,0,1851568,182649,-11713,882478,766619,774119
126,1778515494486025470,1,1,50,0,22404,-1851569,-5699,-2182,0,0,1,0,-1851569,182695,-11713,884008,764988,773848
127,1778515494490999106,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,34,0,-1851569,182740,-11713,883048,766418,774538
128,1778515494496106471,1,1,50,0,-22405,1851568,-5699,-2182,0,0,56,0,-1851569,182786,-11713,883568,766778,773948
129,1778515494500982281,1,1,50,0,22404,-1851569,-5699,-2181,0,0,69,0,1851568,182832,-11713,882359,766579,773669
130,1778515494506110671,1,1,50,0,-22405,1851568,-5699,-2181,0,0,71,0,-1851569,182877,-11713,883669,766939,775829
131,1778515494511018065,1,1,50,0,22404,-1851569,-5699,-2181,0,0,54,0,1851568,182923,-11713,887299,768959,777719
132,1778515494515984852,1,1,50,0,-22405,1851568,-5699,-2181,0,0,34,0,-1851569,182969,-11713,882798,767688,774029
133,1778515494520995480,1,1,50,0,-22405,1851568,-5699,-2181,0,0,25,0,1851568,183015,-11713,882768,767688,774878
134,1778515494526057661,1,1,50,0,22404,1851568,-5699,-2180,0,0,27,0,1851568,183061,-11713,886028,768038,777408
135,1778515494531002592,1,1,50,0,22404,-1851569,-5699,-2180,0,0,24,0,1851568,183107,-11713,888108,769658,777508
136,1778515494536084261,1,1,50,0,-22405,1851568,-5699,-2181,0,0,2,0,-1851569,183152,-11713,885759,766139,777029
137,1778515494540961639,1,1,50,0,22404,-1851569,-5699,-2181,0,0,-38,0,1851568,183198,-11713,883329,767329,774539
138,1778515494545959691,1,1,50,0,22404,-1851569,-5699,-2181,0,0,-60,0,-1851569,183244,-11713,884168,766119,775569
139,1778515494551054416,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,-53,0,-1851569,183290,-11713,945988,824258,837509
140,1778515494555996563,1,1,50,0,-22405,1196535,-5699,-2181,0,0,-42,0,-1851569,183335,-11713,935688,818218,827169
141,1778515494561012759,1,1,50,0,22404,1851568,-5699,-2182,0,0,-36,0,1196535,183381,-11713,936918,818568,827808
142,1778515494565997498,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,-22,0,1851568,183427,-11713,936848,818198,829308
143,1778515494571058655,1,1,50,0,-22405,1851568,-5699,-2182,0,0,-22,0,-1851569,183474,-11713,982928,863718,874798
144,1778515494575993506,1,1,50,0,22404,-1851569,-5699,-2182,0,0,30,0,1851568,183518,-11713,1073848,864488,995248
145,1778515494581031430,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,43,0,-1851569,183564,-11713,930198,811259,821089
146,1778515494585979401,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,39,0,-1851569,183611,-11713,1034588,816029,955409
147,1778515494591043982,1,1,50,0,22404,1851568,-5699,-2181,0,0,21,0,-1851569,183656,-11713,938759,815869,829049
148,1778515494596000881,1,1,50,0,-22405,1851568,-5699,-2181,0,0,-4,0,1851568,183702,-11713,1033208,817389,955158
149,1778515494601017653,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,-22,0,1851568,183747,-11713,891539,772089,782279
150,1778515494605993528,1,1,50,0,-22405,1851568,-5699,-2182,0,0,-17,0,-1851569,183793,-11713,886679,770189,778209
151,1778515494611273440,1,1,50,0,-22405,1851568,-5699,-2181,0,0,8,0,1851568,183839,-11713,895018,767839,774819
152,1778515494615954463,1,1,50,0,-22405,1851568,-5699,-2181,0,0,29,0,1851568,183885,-11713,882758,766598,774578
153,1778515494620973539,1,1,50,0,22404,1851568,-5699,-2181,0,0,40,0,1851568,183930,-11713,883508,766978,774838
154,1778515494629912188,1,1,50,0,22404,-1851569,-5699,-2181,0,0,75,0,1851568,184030,-11713,881948,766618,772388
155,1778515494630812712,1,1,50,0,-22405,1851568,-5699,-2180,0,0,75,0,-1851569,184030,-11713,885178,767569,775588
156,1778515494635971822,1,1,50,0,-22405,1851568,-5699,-2180,0,0,96,0,1851568,184068,-11713,883649,766269,774839
157,1778515494641225654,1,1,50,0,-22405,1851568,-5699,-2180,0,0,98,0,1851568,184116,-11713,880629,765659,772429
158,1778515494646394940,1,1,50,0,22404,1851568,-5699,-2179,0,0,82,0,1851568,184159,-11713,882698,765829,774529
159,1778515494651058715,1,1,50,0,22404,-1851569,-5699,-2179,0,0,59,0,1851568,184205,-11713,883348,766848,774478
160,1778515494656247137,1,1,50,0,-22405,-1851569,-5699,-2179,0,0,32,0,-1851569,184251,-11713,881408,766418,773048
161,1778515494660994209,1,1,50,0,-22405,-1851569,-5699,-2179,0,0,-14,0,-1851569,184297,-11713,882128,765528,773168
162,1778515494665977253,1,1,50,0,22404,1851568,-5699,-2179,0,0,-61,0,-1851569,184342,-11713,882509,765919,774259
163,1778515494670959240,1,1,50,0,-22405,-1851569,-5699,-2180,0,0,-93,0,1851568,184388,-11713,886109,767869,775699
164,1778515494676088942,1,1,50,0,-22405,1851568,-5699,-2180,0,0,-107,0,-1851569,184434,-11713,880888,765649,772509
165,1778515494681224116,1,1,50,0,-22405,-1851569,-5699,-2181,0,0,-101,0,1851568,184485,-11713,882658,766698,773919
166,1778515494685907411,1,1,50,0,22404,1851568,-5699,-2181,0,0,-78,0,-1851569,184526,-11713,880208,765118,772508
167,1778515494690941143,1,1,50,0,22404,1851568,-5699,-2181,0,0,-59,0,1851568,184571,-11713,882868,767228,774648
168,1778515494695903163,1,1,50,0,-22405,1851568,-5699,-2182,0,0,-53,0,1851568,184663,-11713,882948,766929,774548
169,1778515494700898622,1,1,50,0,-22405,-1851569,-5699,-2182,0,0,-55,0,1851568,184663,-11713,882719,766359,774089
170,1778515494705912354,1,1,50,0,-22405,-690897,-5699,-2182,0,0,-47,0,-1851569,184709,-11713,878409,764339,771209
171,1778515494711087592,1,1,50,0,-22405,1851568,-5699,-2182,0,0,-38,0,-690897,184755,-11713,882578,766969,774469
172,1778515494715980139,1,1,50,0,22404,1851568,-5699,-2183,0,0,-41,0,1851568,184801,-11713,883808,766218,772698
173,1778515494720995727,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,-50,0,1851568,184846,-11713,881608,766048,773128
174,1778515494727235715,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,-47,0,-1851569,184943,-11713,880848,765738,773408
175,1778515494731169048,1,1,50,0,22404,-1851569,-5699,-2183,0,0,-19,0,-1851569,184943,-11713,882998,766969,773519
176,1778515494736005690,1,1,50,0,22404,1851568,-5699,-2183,0,0,-2,0,-1851569,184983,-11713,880959,765699,772769
177,1778515494741049374,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,-12,0,1851568,185033,-11713,883979,766189,773809
178,1778515494746007809,1,1,50,0,22404,1851568,-5699,-2183,0,0,-18,0,-1851569,185076,-11713,882858,765498,774419
179,1778515494751007077,1,1,50,0,22404,1851568,-5699,-2184,0,0,-13,0,1851568,185121,-11713,884898,767108,775918
180,1778515494755978505,1,1,50,0,22404,1851568,-5699,-2184,0,0,-1,0,1851568,185167,-11713,883178,767618,774588
181,1778515494760997197,1,1,50,0,22404,1387881,-5699,-2183,0,0,20,0,1851568,185212,-11713,884578,766868,776148
182,1778515494765973456,1,1,50,0,22404,1387881,-5699,-2183,0,0,37,0,1387881,185258,-11713,886248,768069,774228
183,1778515494770969652,1,1,50,0,22404,1851568,-5699,-2183,0,0,45,0,1387881,185304,-11713,882949,766429,773899
184,1778515494775967223,1,1,50,0,-22405,-1851569,-5699,-2183,0,0,58,0,1851568,185349,-11713,881629,766319,772479
185,1778515494781004796,1,1,50,0,22404,1851568,-5699,-2183,0,0,66,0,-1851569,185395,-11713,882918,765199,773659
186,1778515494785998239,1,1,50,0,22404,-1851569,-5699,-2183,0,0,50,0,1851568,185441,-11713,880268,766268,772258
187,1778515494791031012,1,1,50,0,-22405,1851568,-5699,-2183,0,0,20,0,-1851569,185487,-11713,880398,764848,772388
188,1778515494796055560,1,1,50,0,-22405,1851568,-5699,-2183,0,0,-7,0,1851568,185533,-11713,886598,767048,764848
189,1778515494800995019,1,1,50,0,22404,1851568,-5699,-2183,0,0,-13,0,1851568,185579,-11713,886408,766939,776638
190,1778515494806051503,1,1,50,0,22404,1851568,-5699,-2183,0,0,-2,0,1851568,185624,-11713,884799,766529,774799
191,1778515494810924241,1,1,50,0,22404,-1851569,-5699,-2182,0,0,6,0,1851568,185670,-11713,884939,766879,776289
192,1778515494815965654,1,1,50,0,-22405,1851568,-5699,-2182,0,0,4,0,-1851569,185716,-11713,887368,766749,776299
193,1778515494826411651,1,1,50,0,22404,1851568,-5699,-2182,0,0,10,0,1851568,185809,-11713,883908,766278,775868
194,1778515494831138307,1,1,50,0,22404,1851568,-5699,-2182,0,0,55,0,1851568,185855,-11713,885178,766678,776578
195,1778515494837273974,1,1,50,0,-22405,1851568,-5699,-2182,0,0,64,0,1851568,185899,-11713,886668,766718,777748
196,1778515494841006761,1,1,50,0,22404,1851568,-5699,-2181,0,0,41,0,1851568,185945,-11713,884538,767459,776458
197,1778515494846010733,1,1,50,0,22404,1851568,-5699,-2181,0,0,29,0,1851568,185993,-11713,883259,765719,775199
198,1778515494850960496,1,1,50,0,-22405,1851568,-5699,-2181,0,0,41,0,1851568,186036,-11713,882819,766689,770789
199,1778515494855985780,1,1,50,0,22404,-1851569,-5699,-2181,0,0,65,0,1851568,186082,-11713,884728,766739,774739
200,1778515494860962263,1,1,50,0,-22405,-1851569,-5699,-2180,0,0,85,0,-1851569,186128,-11713,883388,765778,775188
201,1778515494865975387,1,1,50,0,22404,1851568,-5699,-2180,0,0,94,0,-1851569,186173,-11713,883068,765128,774558
202,1778515494870959807,1,1,50,0,-22405,-1851569,-5699,-2180,0,0,93,0,1851568,186219,-11713,887298,766888,777928
203,1778515494876006275,1,1,50,0,22404,1851568,-5699,-2180,0,0,83,0,-1851569,186265,-11713,890428,770039,781218
204,1778515494881019719,1,1,50,0,22404,1851568,-5699,-2179,0,0,71,0,1851568,186311,-11713,890059,770759,782409
205,1778515494885957066,1,1,50,0,-22405,1851568,-5699,-2179,0,0,57,0,1851568,186356,-11713,887659,770419,780069
206,1778515494890969582,1,1,50,0,-22405,1851568,-5699,-2179,0,0,34,0,1851568,186402,-11713,886478,770859,777999
207,1778515494896015026,1,1,50,0,22404,1851568,-5699,-2179,0,0,4,0,1851568,186448,-11713,888558,771118,778678
208,1778515494900981750,1,1,50,0,-22405,-1851569,-5699,-2179,0,0,-7,0,1851568,186494,-11713,886888,771018,778728
209,1778515494906050458,1,1,50,0,-22405,1851568,-5699,-2179,0,0,13,0,-1851569,186539,-11713,885898,766328,775368
210,1778515494911016990,1,1,50,0,-22405,1851568,-5699,-2178,0,0,30,0,1851568,186585,-11713,885458,766399,777018
211,1778515494916008001,1,1,50,0,22404,1851568,-5699,-2178,0,0,23,0,1851568,186631,-11713,886859,765979,777779
212,1778515494921037701,1,1,50,0,-22405,1851568,-5699,-2178,0,0,14,0,1851568,186677,-11713,964709,845939,854449
213,1778515494925932936,1,1,50,0,22404,-1851569,-5699,-2178,0,0,14,0,1851568,186723,-11713,980179,773399,902919
214,1778515494931748375,1,1,50,0,-22405,1851568,-5699,-2178,0,0,14,0,-1851569,186769,-11713,937649,767799,829289
215,1778515494935986768,1,1,50,0,22404,-1851569,-5699,-2178,0,0,25,0,1851568,186814,-11713,971739,766649,894499
216,1778515494940970451,1,1,50,0,22404,1851568,-5699,-2178,0,0,41,0,-1851569,186860,-11713,936399,766779,827509
217,1778515494945984567,1,1,50,0,-22405,-1851569,-5699,-2177,0,0,50,0,1851568,186905,-11713,884719,766069,772989
218,1778515494950956955,1,1,50,0,-22405,1851568,-5699,-2177,0,0,43,0,-1851569,186951,-11713,881708,766108,773609
219,1778515494956077440,1,1,50,0,-22405,1851568,-5699,-2177,0,0,25,0,1851568,186998,-11713,883018,765528,771559
220,1778515494961000547,1,1,50,0,-22405,1851568,-5699,-2177,0,0,2,0,1851568,187043,-11713,883878,766008,775818
