idx,stamp_sec,stamp_nsec,status,iters,used_fallback,max_iter_streak,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp,out_steer_fp,out_accel_fp,pub_steer,pub_speed,pub_accel,ref_vx0_fp,ref_kappa0_fp,ref_left0_fp,ref_right0_fp
84,1779104506,23926270,1,50,0,84,41225,-104419,0,0,-7660,-12623,131072,9781,1851568,0.0373116,0.5000000,7.0631714,621376,-100514,390595,235930
85,1779104506,28800157,1,50,0,85,41225,-104482,0,0,-13010,9781,1851568,-12624,1851568,-0.0481567,0.5000000,7.0631714,621517,-100514,390595,235930
86,1779104506,33946019,1,50,0,86,41225,-104573,0,0,-17522,-12624,1851568,9780,-1851569,0.0373077,0.5000000,0.5000000,621659,-100514,390595,235930
87,1779104506,38921189,1,50,0,87,41217,-104564,0,0,-19963,9780,131072,-12625,-1851569,-0.0481606,0.5000000,0.5000000,621801,-100514,390595,235930
88,1779104506,43922824,1,50,0,88,41217,-104663,0,0,-19784,-12625,131072,-35030,-1851569,-0.1336288,0.5000000,0.5000000,621941,-100514,390595,235930
89,1779104506,48903626,1,50,0,89,41217,-104749,0,0,-17164,-35030,131072,-12626,1851568,-0.0481644,0.5000000,7.0631714,622083,-100514,390595,235930
90,1779104506,53912748,1,50,0,90,41116,-104822,51272,-140,-14633,-12626,1851568,9778,1851568,0.0373001,0.5000000,7.0631714,622224,-100514,390595,235930
91,1779104506,58939279,1,50,0,91,41001,-104756,54180,133,-8628,9778,1851568,-12627,1851568,-0.0481682,0.5000000,7.0631714,622365,-100514,390595,235930
92,1779104506,63859824,1,50,0,92,40859,-104806,73407,-182,-10059,-12627,1851568,-35032,-1851569,-0.1336365,0.5000000,-7.0631752,622507,-100514,390595,235930
93,1779104506,68918612,1,50,0,93,40695,-104881,81893,-761,-14891,-35032,-1851569,-57437,1851568,-0.2191048,0.5242921,7.0631714,622648,-100514,390595,235930
94,1779104506,73951447,1,50,0,94,40524,-104987,83554,-1392,-20964,-57437,1851568,-79842,-1851569,-0.3045731,0.5000000,-7.0631752,622789,-100514,390595,235930
95,1779104506,78916664,1,50,0,95,40363,-105123,78866,-1881,-27503,-79842,-1851569,-102236,-1851569,-0.3899994,0.5000000,-7.0631752,622932,-100514,390595,235930
96,1779104506,83906235,1,50,0,96,40206,-105297,75187,-2311,-34723,-102236,-1851569,-102236,-1851569,-0.3899994,0.5000000,-7.0631752,623074,-100514,390595,235930
97,1779104506,88912285,1,50,0,97,40163,-105237,0,0,-16925,-102236,-1851569,-102236,-1851569,-0.3899994,0.5000000,0.5000000,623213,-100514,390595,235930
98,1779104506,93912832,1,50,0,98,40163,-105306,0,0,-13725,-102236,131072,-79832,-1851569,-0.3045349,0.5000000,0.5000000,623354,-100514,390595,235930
99,1779104506,98899458,1,50,0,99,40163,-105379,0,0,-14678,-79832,131072,-57428,1851568,-0.2190704,0.5000000,7.0631714,623502,-100514,390595,235930
100,1779104506,103900196,1,50,0,100,40163,-105475,0,0,-19166,-57428,1851568,-79833,-1851569,-0.3045387,0.5000000,0.5000000,623637,-100514,390595,235930
101,1779104506,108941864,1,50,0,101,40149,-105425,0,0,-18167,-79833,131072,-57429,1851568,-0.2190742,0.5000000,7.0631714,623919,-100514,390595,235930
102,1779104506,113983371,1,50,0,102,40149,-105472,0,0,-9332,-79833,1851568,-57429,1800255,-0.2190742,0.5000000,6.8674278,623919,-100514,390595,235930
103,1779104506,118905995,1,50,0,103,40149,-105455,0,0,3491,-57429,1800255,-79834,-1851569,-0.3045425,0.5000000,0.5000000,624062,-100514,390595,235930
104,1779104506,123897838,1,50,0,104,40149,-105370,0,0,16942,-79834,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,624202,-100514,390595,235930
105,1779104506,128933617,1,50,0,105,40149,-105230,0,0,27913,-102236,1851568,-79832,-1851569,-0.3045349,0.5000000,0.5000000,624365,-100514,390595,235930
106,1779104506,133914099,1,50,0,106,40149,-105067,0,0,32785,-79832,131072,-57428,1851568,-0.2190704,0.5000000,7.0631714,624485,-100514,390595,235930
107,1779104506,139098106,1,50,0,107,40139,-104765,0,0,29071,-57428,1851568,-79833,1851568,-0.3045387,0.5000000,7.0631714,624628,-100514,390595,235930
108,1779104506,143925400,1,50,0,108,40139,-104693,0,0,14987,-79833,1851568,-57429,-1851569,-0.2190742,0.5000000,0.5000000,624767,-100514,390595,235930
109,1779104506,148917978,1,50,0,109,40139,-104720,0,0,-5422,-57429,131072,-35025,1851568,-0.1336098,0.5000000,7.0631714,624908,-100514,390595,235930
110,1779104506,153913629,1,50,0,110,40139,-104863,0,0,-28686,-35025,1851568,-57430,-1851569,-0.2190781,0.5000000,0.5000000,625049,-100514,390595,235930
111,1779104506,158917119,1,50,0,111,40126,-105022,0,0,-48963,-57430,131072,-35026,1851568,-0.1336136,0.5000000,7.0631714,625191,-100514,390595,235930
112,1779104506,163903265,1,50,0,112,40126,-105332,0,0,-62134,-35026,1851568,-12622,-1851569,-0.0481491,0.5000000,0.5000000,625332,-100514,390595,235930
113,1779104506,168926116,1,50,0,113,40126,-105671,0,0,-67355,-12622,131072,-35027,1851568,-0.1336174,0.5000000,7.0631714,625474,-100514,390595,235930
114,1779104506,174187693,1,50,0,114,40126,-106017,0,0,-65816,-35027,1851568,-12623,1851568,-0.0481529,0.5000000,7.0631714,625615,-100514,390595,235930
115,1779104506,179149295,1,50,0,115,40126,-106308,0,0,-58634,-12623,1851568,9781,-1851569,0.0373116,0.5000000,0.5000000,625757,-100514,390595,235930
116,1779104506,183919915,1,50,0,116,40126,-106539,0,0,-48530,9781,131072,32185,-1851569,0.1227760,0.5000000,0.5000000,625897,-100514,390595,235930
117,1779104506,189095986,1,50,0,117,40105,-106588,0,0,-37953,32185,131072,9780,-1851569,0.0373077,0.5000000,0.5000000,626039,-100514,390595,235930
118,1779104506,193915376,1,50,0,118,40105,-106725,0,0,-28357,9780,131072,-12625,-1851569,-0.0481606,0.5000000,0.5000000,626180,-100514,390595,235930
119,1779104506,198908018,1,50,0,119,40105,-106831,0,0,-21279,-12625,131072,9779,1851568,0.0373039,0.5000000,7.0631714,626322,-100514,390595,235930
120,1779104506,203986007,1,50,0,120,40105,-106914,0,0,-16292,9779,1851568,32183,-1851569,0.1227684,0.5000000,0.5000000,626463,-100514,390595,235930
121,1779104506,208799892,1,50,0,121,40086,-106822,0,0,-12194,32183,131072,54587,1851568,0.2082329,0.5000000,7.0631714,626604,-100514,390595,235930
122,1779104506,213925370,1,50,0,122,40086,-106864,0,0,-8325,54587,1851568,32182,1851568,0.1227646,0.5000000,7.0631714,626887,-100514,390595,235930
123,1779104506,218909244,1,50,0,123,40086,-106888,0,0,-4733,54587,1851568,76991,-1851569,0.2936974,0.5000000,0.5000000,626887,-100514,390595,235930
124,1779104506,223967200,1,50,0,124,40086,-106901,0,0,-2543,76991,131072,99395,1851568,0.3791618,0.5000000,7.0631714,627027,-100514,390595,235930
125,1779104506,228902465,1,50,0,125,40086,-106915,0,0,-2840,99395,1851568,102236,1851568,0.3899994,0.5000000,7.0631714,627172,-100514,390595,235930
126,1779104506,233918243,1,50,0,126,40086,-106943,0,0,-5661,102236,1851568,102236,1851568,0.3899994,0.5000000,7.0631714,627310,-100514,390595,235930
127,1779104506,238900261,1,50,0,127,40069,-106859,0,0,-10053,102236,1851568,79831,-1851569,0.3045311,0.5000000,0.5000000,627453,-100514,390595,235930
128,1779104506,243904136,1,50,0,128,40069,-106928,0,0,-13954,79831,131072,102235,1851568,0.3899956,0.5000000,7.0631714,627604,-100514,390595,235930
129,1779104506,248901994,1,50,0,129,39995,-106954,39819,1019,-5103,102235,1851568,102236,1851568,0.3899994,0.5000000,7.0631714,627749,-100514,390595,235930
130,1779104506,254013872,1,50,0,130,39915,-106962,42193,1237,-1553,102236,1851568,79831,-1851569,0.3045311,0.5000000,-7.0631752,627875,-100514,390595,235930
131,1779104506,259239832,1,50,0,131,39812,-106827,44566,1111,1824,79831,-1851569,102235,1851568,0.3899956,0.5000000,7.0631714,628026,-100514,390595,235930
132,1779104506,264140856,1,50,0,132,39725,-106788,47593,1103,7813,102235,1851568,79830,-1851569,0.3045273,0.5000000,-7.0631752,628158,-100514,390595,235930
133,1779104506,269213564,1,50,0,133,39725,-106762,0,0,5242,79830,-1851569,102234,1851568,0.3899918,0.5000000,7.0631714,628299,-100514,390595,235930
134,1779104506,273925431,1,50,0,134,39725,-106708,0,0,11408,102234,1851568,79829,-1851569,0.3045235,0.5000000,0.5000000,628440,-100514,390595,235930
135,1779104506,278913241,1,50,0,135,39725,-106627,0,0,16164,79829,131072,102233,1851568,0.3899879,0.5000000,7.0631714,628583,-100514,390595,235930
136,1779104506,283945788,1,50,0,136,39725,-106533,0,0,18744,102233,1851568,102236,1851568,0.3899994,0.5000000,7.0631714,628725,-100514,390595,235930
137,1779104506,289078274,1,50,0,137,39712,-106316,0,0,19310,102236,1851568,79831,1851568,0.3045311,0.5000000,7.0631714,628867,-100514,390595,235930
138,1779104506,293932673,1,50,0,138,39712,-106223,0,0,19123,79831,1851568,102235,-1851569,0.3899956,0.5000000,0.5000000,629006,-100514,390595,235930
139,1779104506,298916195,1,50,0,139,39712,-106126,0,0,19536,102235,131072,79830,1851568,0.3045273,0.5000000,7.0631714,629147,-100514,390595,235930
140,1779104506,303904709,1,50,0,140,39712,-106021,0,0,20936,79830,1851568,57425,-1851569,0.2190590,0.5000000,0.5000000,629288,-100514,390595,235930
141,1779104506,309105005,1,50,0,141,39694,-105767,0,0,22961,57425,131072,35020,1851568,0.1335907,0.5000000,7.0631714,629434,-100514,390595,235930
142,1779104506,313920074,1,50,0,142,39694,-105646,0,0,25262,35020,1851568,57424,1851568,0.2190552,0.5000000,7.0631714,629575,-100514,390595,235930
143,1779104506,318918829,1,50,0,143,39694,-105511,0,0,26973,57424,1851568,79828,1851568,0.3045197,0.5000000,7.0631714,629713,-100514,390595,235930
144,1779104506,323693641,1,50,0,144,39694,-105380,0,0,27373,79828,1851568,102232,1851568,0.3899841,0.5000000,7.0631714,629853,-100514,390595,235930
145,1779104506,328988467,1,50,0,145,39694,-105241,0,0,26198,102232,1851568,79827,-1851569,0.3045158,0.5000000,0.5000000,629995,-100514,390595,235930
146,1779104506,333914900,1,50,0,146,39694,-105122,0,0,24205,79827,131072,102231,1851568,0.3899803,0.5000000,7.0631714,630138,-100514,390595,235930
147,1779104506,339208254,1,50,0,147,39674,-104920,0,0,21791,102231,1851568,79826,1851568,0.3045120,0.5000000,7.0631714,630281,-100514,390595,235930
148,1779104506,343630737,1,50,0,148,39674,-104830,0,0,20477,79826,1851568,102230,-1851569,0.3899765,0.5000000,0.5000000,630418,-100514,390595,235930
149,1779104506,349274116,1,50,0,149,39674,-104705,0,0,22019,102230,131072,102236,1851568,0.3899994,0.5000000,7.0631714,630560,-100514,390595,235930
150,1779104506,354276327,1,50,0,150,39674,-104574,0,0,26311,102236,1851568,79831,1851568,0.3045311,0.5000000,7.0631714,630701,-100514,390595,235930
151,1779104506,358953537,1,50,0,151,39654,-104298,0,0,32443,79831,1851568,57426,1851568,0.2190628,0.5000000,7.0631714,630990,-100514,390595,235930
152,1779104506,364055622,1,50,0,152,39654,-104104,0,0,38009,57426,1851568,35021,-1851569,0.1335945,0.5000000,0.5000000,630990,-100514,390595,235930
153,1779104506,369234157,1,50,0,153,39654,-103890,0,0,41373,35021,131072,57425,1851568,0.2190590,0.5000000,7.0631714,631125,-100514,390595,235930
154,1779104506,373980745,1,50,0,154,39654,-103695,0,0,40929,57425,1851568,35020,1851568,0.1335907,0.5000000,7.0631714,631266,-100514,390595,235930
155,1779104506,379646525,1,50,0,155,39654,-103488,0,0,36583,35020,1851568,57424,1851568,0.2190552,0.5000000,7.0631714,631410,-100514,390595,235930
156,1779104506,383719623,1,50,0,156,39654,-103378,0,0,27095,57424,1851568,79828,1851568,0.3045197,0.5000000,7.0631714,631549,-100514,390595,235930
157,1779104506,388940495,1,50,0,157,39637,-103179,0,0,17570,79828,1851568,57423,-1851569,0.2190514,0.5000000,0.5000000,631726,-100514,390595,235930
158,1779104506,393939537,1,50,0,158,39637,-103131,0,0,9606,57423,131072,35018,-1851569,0.1335831,0.5000000,0.5000000,631869,-100514,390595,235930
159,1779104506,399004246,1,50,0,159,39637,-103107,0,0,4771,35018,131072,57422,1851568,0.2190475,0.5000000,7.0631714,631973,-100514,390595,235930
160,1779104506,403976535,1,50,0,160,39637,-103084,0,0,4455,57422,1851568,35017,-1851569,0.1335793,0.5000000,0.5000000,632115,-100514,390595,235930
161,1779104506,408929240,1,50,0,161,39637,-103042,0,0,8586,35017,131072,12612,1851568,0.0481110,0.5000000,7.0631714,632280,-100514,390595,235930
162,1779104506,413930587,1,50,0,162,39637,-102962,0,0,16018,12612,1851568,35016,1851568,0.1335754,0.5000000,7.0631714,632421,-100514,390595,235930
163,1779104506,418941214,1,50,0,163,39617,-102755,0,0,25531,35016,1851568,12611,-1851569,0.0481071,0.5000000,0.5000000,632544,-100514,390595,235930
164,1779104506,423949952,1,50,0,164,39617,-102577,0,0,35566,12611,131072,35015,1851568,0.1335716,0.5000000,7.0631714,632820,-100514,390595,235930
165,1779104506,428934082,1,50,0,165,39617,-102361,0,0,43293,12611,1851568,35015,-1851569,0.1335716,0.5000000,0.5000000,632820,-100514,390595,235930
166,1779104506,434046440,1,50,0,166,39538,-102112,41480,325,48565,35015,131072,12610,1851568,0.0481033,0.5000000,7.0631714,632961,-100514,390595,235930
167,1779104506,438938823,1,50,0,167,38746,-99087,43795,125,46178,12610,1851568,-9795,-1851569,-0.0373650,0.5000000,-7.0631752,638467,-99456,387973,238551
168,1779104506,443853767,1,50,0,168,38662,-98885,45872,-153,40913,-9795,-1851569,-32200,-1851569,-0.1228333,0.5000000,-7.0631752,638617,-99456,387973,238551
