idx,stamp_sec,stamp_nsec,status,iters,used_fallback,max_iter_streak,ey_fp,epsi_fp,vx_fp,vy_fp,omega_fp,steer_meas_fp,prev_accel_in_fp,out_steer_fp,out_accel_fp,pub_steer,pub_speed,pub_accel,ref_vx0_fp,ref_kappa0_fp,ref_left0_fp,ref_right0_fp
18,1779104209,214396592,1,50,0,18,47405,-44042,0,0,201,-32194,131072,-9790,1851568,-0.0373459,0.5000000,7.0631714,484145,-96849,387973,238551
19,1779104209,218368715,1,50,0,19,47405,-44041,0,0,235,-9790,1851568,-32195,1851568,-0.1228142,0.5000000,7.0631714,484145,-96849,387973,238551
20,1779104209,223576972,1,50,0,20,47405,-44039,0,0,388,-9790,1851568,12614,1851568,0.0481186,0.5000000,7.0631714,484263,-96849,387973,238551
21,1779104209,228466371,1,50,0,21,47405,-44037,0,0,457,12614,1851568,35018,1851568,0.1335831,0.5000000,7.0631714,484544,-96849,387973,238551
22,1779104209,233391036,1,50,0,22,47332,-44016,0,0,591,35018,1851568,57422,-1851569,0.2190475,0.5000000,0.5000000,484746,-96849,387973,238551
23,1779104209,238421943,1,50,0,23,47332,-44011,0,0,1167,35018,131072,12613,-1851569,0.0481148,0.5000000,0.5000000,484746,-96849,387973,238551
24,1779104209,243267853,1,50,0,24,47332,-43998,0,0,2527,57422,131072,79826,-1851569,0.3045120,0.5000000,0.5000000,484900,-96849,387973,238551
25,1779104209,248362538,1,50,0,25,47332,-43975,0,0,4589,12613,131072,35017,-1851569,0.1335793,0.5000000,0.5000000,485041,-96849,387973,238551
26,1779104209,253359909,1,50,0,26,47332,-43937,0,0,7605,79826,131072,57421,-1851569,0.2190437,0.5000000,0.5000000,485041,-96849,387973,238551
27,1779104209,258398017,1,50,0,27,47332,-43879,0,0,11482,35017,131072,57421,1851568,0.2190437,0.5000000,7.0631714,485185,-96849,387973,238551
28,1779104209,263260215,1,50,0,28,47332,-43802,0,0,15903,57421,1851568,35016,-1851569,0.1335754,0.5000000,0.5000000,485185,-96849,387973,238551
29,1779104209,268157871,1,50,0,29,47332,-43701,0,0,20584,57421,131072,35016,1851568,0.1335754,0.5000000,7.0631714,485328,-96849,387973,238551
30,1779104209,273357199,1,50,0,30,47332,-43578,0,0,23723,35016,1851568,12611,1851568,0.0481071,0.5000000,7.0631714,485477,-96849,387973,238551
31,1779104209,279366345,1,50,0,31,47293,-43431,0,0,23645,12611,1851568,-9794,1851568,-0.0373611,0.5000000,7.0631714,485766,-96849,387973,238551
32,1779104209,284867923,1,50,0,32,47293,-43339,0,0,16696,-9794,1851568,12610,-1851569,0.0481033,0.5000000,0.5000000,485906,-96849,387973,238551
33,1779104209,288259484,1,50,0,33,47271,-43313,0,0,5611,12610,131072,-9795,1851568,-0.0373650,0.5000000,7.0631714,486052,-96849,387973,238551
34,1779104209,292903020,1,50,0,34,47271,-43329,0,0,-3388,12610,1851568,35014,-1851569,0.1335678,0.5000000,0.5000000,486213,-96849,387973,238551
35,1779104209,299053162,1,50,0,35,47271,-43395,0,0,-10656,12610,131072,-9795,-1851569,-0.0373650,0.5000000,0.5000000,486346,-96849,387973,238551
36,1779104209,303346191,1,50,0,36,47242,-43454,41124,124,-13753,35014,131072,57418,-1851569,0.2190323,0.5000000,-7.0631752,486487,-96849,387973,238551
37,1779104209,308227557,1,50,0,37,47209,-43521,43439,410,-13775,-9795,-1851569,-32200,-1851569,-0.1228333,0.5000000,-7.0631752,486487,-96849,387973,238551
38,1779104209,313361444,1,50,0,38,47170,-43616,45694,-37,-18442,-32200,-1851569,-9796,1851568,-0.0373688,0.5000000,7.0631714,486632,-96849,387973,238551
39,1779104209,318246939,1,50,0,39,47127,-43714,50322,-382,-20166,-32200,1851568,-54605,-1851569,-0.2083015,0.5000000,-7.0631752,486632,-96849,387973,238551
40,1779104209,322859402,1,50,0,40,46421,-41172,0,0,-14763,-54605,-1851569,-77010,-1851569,-0.2937698,0.5000000,0.5000000,490644,-95320,385352,246415
41,1779104209,328290418,1,50,0,41,46415,-41216,0,0,-10519,-77010,131072,-54606,-1851569,-0.2083054,0.5000000,0.5000000,490936,-95320,385352,246415
42,1779104209,333327662,1,50,0,42,46415,-41239,0,0,-4421,-54606,131072,-77011,1851568,-0.2937737,0.5000000,7.0631714,491085,-95320,385352,246415
43,1779104209,338323240,1,50,0,43,46415,-41218,0,0,4063,-77011,1851568,-99416,1851568,-0.3792419,0.5000000,7.0631714,491085,-95320,385352,246415
44,1779104209,343415558,1,50,0,44,46415,-41146,0,0,14293,-99416,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,491228,-95320,385352,246415
45,1779104209,348357726,1,50,0,45,46362,-41008,0,0,24171,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,491523,-95320,385352,246415
46,1779104209,353295223,1,50,0,46,46362,-40854,0,0,31205,-102236,131072,-79832,-1851569,-0.3045349,0.5000000,0.5000000,491523,-95320,385352,246415
47,1779104209,358686206,1,50,0,47,46362,-40663,0,0,35480,-79832,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,491666,-95320,385352,246415
48,1779104209,363236234,1,50,0,48,46362,-40492,0,0,37440,-102236,1851568,-79832,-1851569,-0.3045349,0.5000000,0.5000000,491815,-95320,385352,246415
49,1779104209,368447852,1,50,0,49,46362,-40301,0,0,36784,-79832,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,491957,-95320,385352,246415
50,1779104209,372980280,1,50,0,50,46362,-40156,0,0,31951,-102236,131072,-79832,-1851569,-0.3045349,0.5000000,0.5000000,492250,-95320,385352,246415
51,1779104209,378326269,1,50,0,51,46267,-40038,0,0,23835,-79832,131072,-57428,1851568,-0.2190704,0.5000000,7.0631714,492398,-95320,385352,246415
52,1779104209,383321111,1,50,0,52,46267,-39958,0,0,15871,-57428,1851568,-79833,1851568,-0.3045387,0.5000000,7.0631714,492543,-95320,385352,246415
53,1779104209,388319186,1,50,0,53,46267,-39914,0,0,8908,-79833,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,492543,-95320,385352,246415
54,1779104209,393551892,1,50,0,54,46267,-39897,0,0,3279,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,492686,-95320,385352,246415
55,1779104209,398861176,1,50,0,55,46278,-39906,0,0,-1024,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,492834,-95320,385352,246415
56,1779104209,403577002,1,50,0,56,46278,-39925,0,0,-4014,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,492983,-95320,385352,246415
57,1779104209,408317148,1,50,0,57,46278,-39956,0,0,-6489,-79832,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,493125,-95320,385352,246415
58,1779104209,413288054,1,50,0,58,46278,-40006,0,0,-9990,-102236,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,493271,-95320,385352,246415
59,1779104209,418124844,1,50,0,59,46278,-40082,0,0,-15831,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,493417,-95320,385352,246415
60,1779104209,423263626,1,50,0,60,46278,-40203,0,0,-23544,-79832,1851568,-57428,1851568,-0.2190704,0.5000000,7.0631714,493563,-95320,385352,246415
61,1779104209,428275557,1,50,0,61,46238,-40360,0,0,-32195,-57428,1851568,-35024,-1851569,-0.1336060,0.5000000,0.5000000,493709,-95320,385352,246415
62,1779104209,433273984,1,50,0,62,46238,-40557,0,0,-39408,-35024,131072,-57429,-1851569,-0.2190742,0.5000000,0.5000000,493855,-95320,385352,246415
63,1779104209,438296315,1,50,0,63,46238,-40776,0,0,-43699,-57429,131072,-79834,1851568,-0.3045425,0.5000000,7.0631714,494001,-95320,385352,246415
64,1779104209,443218356,1,50,0,64,46238,-40995,0,0,-44393,-79834,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,494147,-95320,385352,246415
65,1779104209,448169005,1,50,0,65,46223,-41190,0,0,-41816,-102236,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,494440,-95320,385352,246415
66,1779104209,453260298,1,50,0,66,46223,-41381,0,0,-37503,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,494440,-95320,385352,246415
67,1779104209,458215619,1,50,0,67,46223,-41548,0,0,-33828,-102236,1851568,-79832,1851568,-0.3045349,0.5000000,7.0631714,494585,-95320,385352,246415
68,1779104209,463300416,1,50,0,68,46223,-41714,0,0,-32631,-79832,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,494732,-95320,385352,246415
69,1779104209,468236185,1,50,0,69,46223,-41886,0,0,-34864,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,495024,-95320,385352,246415
70,1779104209,473466331,1,50,0,70,46223,-42095,0,0,-39906,-102236,1851568,-79832,-1851569,-0.3045349,0.5000000,0.5000000,495024,-95320,385352,246415
71,1779104209,478407540,1,50,0,71,46111,-42301,0,0,-46366,-79832,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,495170,-95320,385352,246415
72,1779104209,483376813,1,50,0,72,46111,-42557,0,0,-51434,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,495468,-95320,385352,246415
73,1779104209,488339751,1,50,0,73,46073,-42862,40650,-968,-61598,-79832,1851568,-102236,-1851569,-0.3899994,0.5000000,-7.0631752,495610,-95320,385352,246415
74,1779104209,493627050,1,50,0,74,46031,-43185,42905,-967,-61047,-79832,-1851569,-102236,-1851569,-0.3899994,0.5000000,-7.0631752,495610,-95320,385352,246415
75,1779104209,498374685,1,50,0,75,45991,-43470,45753,-944,-60052,-102236,-1851569,-102236,-1851569,-0.3899994,0.5000000,-7.0631752,495810,-95320,385352,246415
76,1779104209,504129647,1,50,0,76,45936,-43837,49076,-1492,-63672,-102236,-1851569,-102236,1851568,-0.3899994,0.5000000,7.0631714,496198,-95320,385352,246415
77,1779104209,508202893,1,50,0,77,45931,-43100,46525,-1133,-58157,-102236,1851568,-102236,-1851569,-0.3899994,0.5000000,-7.0631752,496198,-95320,385352,246415
78,1779104209,513728472,1,50,0,78,45931,-43358,0,0,-46736,-102236,-1851569,-102236,-1851569,-0.3899994,0.5000000,0.5000000,496483,-95320,385352,246415
79,1779104209,518552749,1,50,0,79,45931,-43561,0,0,-42207,-102236,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,496638,-95320,385352,246415
80,1779104209,523343905,1,50,0,80,45646,-44456,0,0,-36984,-102236,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,496811,-95320,385352,246415
81,1779104209,528269081,1,50,0,81,45646,-44609,0,0,-31051,-102236,131072,-79832,-1851569,-0.3045349,0.5000000,0.5000000,496811,-95320,385352,246415
82,1779104209,533328790,1,50,0,82,45646,-44728,0,0,-23656,-79832,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,496918,-95320,385352,246415
83,1779104209,538210765,1,50,0,83,45646,-44818,0,0,-18321,-79832,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,497067,-95320,385352,246415
84,1779104209,543257673,1,50,0,84,45646,-44897,0,0,-15689,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,497067,-95320,385352,246415
85,1779104209,549063036,1,50,0,85,45492,-45157,0,0,-15740,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,497359,-95320,385352,246415
86,1779104209,553216701,1,50,0,86,45492,-45233,0,0,-18472,-79832,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,497359,-95320,385352,246415
87,1779104209,559584706,1,50,0,87,45492,-45373,0,0,-21864,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,497505,-95320,385352,246415
88,1779104209,563247315,1,50,0,88,45492,-45476,0,0,-28271,-102236,1851568,-79832,1851568,-0.3045349,0.5000000,7.0631714,497814,-95320,385352,246415
89,1779104209,568507382,1,50,0,89,45492,-45650,0,0,-32950,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,498019,-95320,385352,246415
90,1779104209,573649077,1,50,0,90,45492,-45833,0,0,-35705,-79832,1851568,-57428,1851568,-0.2190704,0.5000000,7.0631714,498099,-95320,385352,246415
91,1779104209,578213794,1,50,0,91,45349,-45972,0,0,-37149,-57428,1851568,-79833,1851568,-0.3045387,0.5000000,7.0631714,498235,-95320,385352,246415
92,1779104209,584018933,1,50,0,92,45349,-46193,0,0,-37983,-79833,1851568,-57429,1851568,-0.2190742,0.5000000,7.0631714,498382,-95320,385352,246415
93,1779104209,588225207,1,50,0,93,45349,-46354,0,0,-38271,-57429,1851568,-35025,-1851569,-0.1336098,0.5000000,0.5000000,498529,-95320,385352,246415
94,1779104209,593188049,1,50,0,94,45349,-46542,0,0,-37931,-35025,131072,-57430,-1851569,-0.2190781,0.5000000,0.5000000,498673,-95320,385352,246415
95,1779104209,598940963,1,50,0,95,45182,-46702,0,0,-36231,-57430,131072,-79835,1851568,-0.3045464,0.5000000,7.0631714,498819,-95320,385352,246415
96,1779104209,603590386,1,50,0,96,45182,-46854,0,0,-32774,-57430,1851568,-35026,1851568,-0.1336136,0.5000000,7.0631714,498819,-95320,385352,246415
97,1779104209,608296356,1,50,0,97,45182,-46991,0,0,-29033,-35026,1851568,-57431,-1851569,-0.2190819,0.5000000,0.5000000,498966,-95320,385352,246415
98,1779104209,613242077,1,50,0,98,45182,-47115,0,0,-25073,-57431,131072,-79836,-1851569,-0.3045502,0.5000000,0.5000000,499111,-95320,385352,246415
99,1779104209,618247576,1,50,0,99,45182,-47220,0,0,-21074,-79836,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,499256,-95320,385352,246415
100,1779104209,623334549,1,50,0,100,45182,-47310,0,0,-17549,-102236,1851568,-79832,1851568,-0.3045349,0.5000000,7.0631714,499402,-95320,385352,246415
101,1779104209,628438995,1,50,0,101,44986,-47322,0,0,-14898,-102236,1851568,-79832,1851568,-0.3045349,0.5000000,7.0631714,499785,-95320,385352,246415
102,1779104209,633422029,1,50,0,102,44986,-47387,0,0,-13093,-79832,1851568,-57428,-1851569,-0.2190704,0.5000000,0.5000000,499785,-95320,385352,246415
103,1779104209,638104926,1,50,0,103,44986,-47442,0,0,-11762,-57428,131072,-79833,-1851569,-0.3045387,0.5000000,0.5000000,499986,-95320,385352,246415
104,1779104209,643260893,1,50,0,104,44986,-47497,0,0,-10750,-79833,131072,-57429,-1851569,-0.2190742,0.5000000,0.5000000,499986,-95320,385352,246415
105,1779104209,648978702,1,50,0,105,44846,-47510,0,0,-10023,-57429,131072,-35025,-1851569,-0.1336098,0.5000000,0.5000000,500281,-95320,385352,246415
106,1779104209,653609181,1,50,0,106,44846,-47554,0,0,-9425,-35025,131072,-12621,-1851569,-0.0481453,0.5000000,0.5000000,500435,-95320,385352,246415
107,1779104209,658225708,1,50,0,107,44846,-47595,0,0,-8922,-12621,131072,-35026,-1851569,-0.1336136,0.5000000,0.5000000,500435,-95320,385352,246415
108,1779104209,663257543,1,50,0,108,44846,-47637,0,0,-8416,-35026,131072,-12622,1851568,-0.0481491,0.5000000,7.0631714,500573,-95320,385352,246415
109,1779104209,668427271,1,50,0,109,44846,-47677,0,0,-7635,-12622,1851568,9782,-1851569,0.0373154,0.5000000,0.5000000,500886,-95320,385352,246415
110,1779104209,673625480,1,50,0,110,44691,-47645,0,0,-6460,9782,131072,32186,-1851569,0.1227798,0.5000000,0.5000000,501025,-95320,385352,246415
111,1779104209,678595330,1,50,0,111,44691,-47669,0,0,-4935,9782,131072,-12623,-1851569,-0.0481529,0.5000000,0.5000000,501177,-95320,385352,246415
112,1779104209,683674079,1,50,0,112,44655,-47681,39641,106,-2266,-12623,131072,-35028,1851568,-0.1336212,0.5000000,7.0631714,501312,-95320,385352,246415
113,1779104209,688687610,1,50,0,113,44616,-47696,42074,-118,-3063,-35028,1851568,-12624,1851568,-0.0481567,0.5000000,7.0631714,501455,-95320,385352,246415
114,1779104209,693238246,1,50,0,114,44578,-47719,43973,-369,-5020,-12624,1851568,9780,-1851569,0.0373077,0.5000000,-7.0631752,501601,-95320,385352,246415
115,1779104209,698186687,1,50,0,115,44395,-47676,46168,-196,-4461,9780,-1851569,32184,1851568,0.1227722,0.5000000,7.0631714,501738,-95320,385352,246415
116,1779104209,703187450,1,50,0,116,44349,-47703,52043,103,-5381,32184,1851568,9779,1851568,0.0373039,0.5000000,7.0631714,501738,-95320,385352,246415
117,1779104209,708920971,1,50,0,117,44349,-47779,0,0,-13308,9779,1851568,-12626,1851568,-0.0481644,0.5000000,7.0631714,502031,-95320,385352,246415
118,1779104209,713192399,1,50,0,118,44349,-47869,0,0,-20909,-12626,1851568,-35031,1851568,-0.1336327,0.5000000,7.0631714,502031,-95320,385352,246415
119,1779104209,718204586,1,50,0,119,44349,-48004,0,0,-26968,-35031,1851568,-57436,-1851569,-0.2191010,0.5000000,0.5000000,502176,-95320,385352,246415
120,1779104209,723212805,1,50,0,120,44349,-48162,0,0,-31529,-57436,131072,-35032,1851568,-0.1336365,0.5000000,7.0631714,502322,-95320,385352,246415
121,1779104209,728470824,1,50,0,121,44153,-48267,0,0,-33469,-35032,1851568,-57437,-1851569,-0.2191048,0.5000000,0.5000000,502467,-95320,385352,246415
122,1779104209,733176985,1,50,0,122,44153,-48412,0,0,-30895,-57437,131072,-79842,1851568,-0.3045731,0.5000000,7.0631714,502614,-95320,385352,246415
123,1779104209,738283895,1,50,0,123,44153,-48536,0,0,-24166,-79842,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,502760,-95320,385352,246415
124,1779104209,743229328,1,50,0,124,44153,-48601,0,0,-13192,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,502906,-95320,385352,246415
125,1779104209,748129960,1,50,0,125,43967,-48542,0,0,-1848,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,503052,-95320,385352,246415
126,1779104209,753236645,1,50,0,126,43967,-48505,0,0,7202,-102236,1851568,-79832,-1851569,-0.3045349,0.5000000,0.5000000,503200,-95320,385352,246415
127,1779104209,758221792,1,50,0,127,43967,-48443,0,0,12537,-79832,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,503343,-95320,385352,246415
128,1779104209,763349342,1,50,0,128,43967,-48374,0,0,13461,-102236,131072,-102236,-1851569,-0.3899994,0.5000000,0.5000000,503489,-95320,385352,246415
129,1779104209,768297079,1,50,0,129,43967,-48325,0,0,9776,-102236,131072,-79832,1851568,-0.3045349,0.5000000,7.0631714,503636,-95320,385352,246415
130,1779104209,773262609,1,50,0,130,43967,-48314,0,0,2319,-79832,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,503781,-95320,385352,246415
131,1779104209,778300812,1,50,0,131,43752,-48286,0,0,-8249,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,503931,-95320,385352,246415
132,1779104209,783245509,1,50,0,132,43752,-48388,0,0,-20722,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,504076,-95320,385352,246415
133,1779104209,788262432,1,50,0,133,43752,-48554,0,0,-33059,-102236,1851568,-79832,1851568,-0.3045349,0.5000000,7.0631714,504220,-95320,385352,246415
134,1779104209,793290524,1,50,0,134,43752,-48773,0,0,-43489,-79832,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,504367,-95320,385352,246415
135,1779104209,798398938,1,50,0,135,43527,-48985,0,0,-50298,-102236,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,504660,-95320,385352,246415
136,1779104209,803245264,1,50,0,136,43527,-49241,0,0,-52762,-102236,131072,-102236,1851568,-0.3899994,0.5000000,7.0631714,504805,-95320,385352,246415
137,1779104209,808229450,1,50,0,137,43527,-49497,0,0,-51430,-102236,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,504968,-95320,385352,246415
138,1779104209,813219844,1,50,0,138,43527,-49731,0,0,-46820,-102236,1851568,-79832,1851568,-0.3045349,0.5000000,7.0631714,505099,-95320,385352,246415
139,1779104209,818229279,1,50,0,139,43527,-49933,0,0,-40361,-79832,1851568,-57428,1851568,-0.2190704,0.5000000,7.0631714,505241,-95320,385352,246415
140,1779104209,823194073,1,50,0,140,43527,-50102,0,0,-34044,-57428,1851568,-79833,1851568,-0.3045387,0.5000000,7.0631714,505387,-95320,385352,246415
141,1779104209,828819943,1,50,0,141,43302,-50190,0,0,-29573,-79833,1851568,-102236,1851568,-0.3899994,0.5000000,7.0631714,505534,-95320,385352,246415
142,1779104209,833184141,1,50,0,142,43302,-50315,0,0,-28558,-102236,1851568,-102236,-1851569,-0.3899994,0.5000000,0.5000000,505677,-95320,385352,246415
143,1779104209,838178216,1,50,0,143,43302,-50467,0,0,-30461,-102236,131072,-79832,-1851569,-0.3045349,0.5000000,0.5000000,505677,-95320,385352,246415
144,1779104209,843201699,1,50,0,144,43302,-50651,0,0,-36536,-79832,131072,-57428,1851568,-0.2190704,0.5000000,7.0631714,505825,-95320,385352,246415
145,1779104209,848463750,1,50,0,145,43084,-50814,0,0,-45569,-57428,1851568,-35024,-1851569,-0.1336060,0.5000000,0.5000000,506117,-95320,385352,246415
146,1779104209,853245050,1,50,0,146,43084,-51080,0,0,-55639,-35024,131072,-12620,-1851569,-0.0481415,0.5000000,0.5000000,506263,-95320,385352,246415
147,1779104209,858222868,1,50,0,147,43084,-51397,0,0,-63672,-12620,131072,-35025,1851568,-0.1336098,0.5000000,7.0631714,506409,-95320,385352,246415
148,1779104209,863247151,1,50,0,148,43044,-51735,39997,-56,-67171,-35025,1851568,-57430,-1851569,-0.2190781,0.5000000,-7.0631752,506556,-95320,385352,246415
149,1779104209,868205896,1,50,0,149,43002,-52088,42371,-301,-71318,-35025,-1851569,-12621,-1851569,-0.0481453,0.5000000,-7.0631752,506556,-95320,385352,246415
150,1779104209,873330855,1,50,0,150,42950,-52471,47711,-659,-74632,-12621,-1851569,-35026,-1851569,-0.1336136,0.5000000,-7.0631752,506707,-95320,385352,246415
151,1779104209,878476774,1,50,0,151,42687,-52782,45753,-149,-68748,-35026,-1851569,-57431,1851568,-0.2190819,0.5000000,7.0631714,507000,-95320,385352,246415
152,1779104209,883250650,1,50,0,152,42645,-53106,43201,-308,-67925,-35026,1851568,-12622,1851568,-0.0481491,0.5000000,7.0631714,507000,-95320,385352,246415
153,1779104209,888326775,1,50,0,153,42645,-53418,0,0,-61365,-12622,1851568,9782,1851568,0.0373154,0.5000000,7.0631714,507139,-95320,385352,246415
154,1779104209,893234958,1,50,0,154,42645,-53682,0,0,-53943,9782,1851568,-12623,-1851569,-0.0481529,0.5000000,0.5000000,507283,-95320,385352,246415
155,1779104209,898609140,1,50,0,155,42432,-53856,0,0,-45543,-12623,131072,9781,-1851569,0.0373116,0.5000000,0.5000000,507578,-95320,385352,246415
156,1779104209,903246852,1,50,0,156,42432,-54026,0,0,-36540,-12623,131072,9781,-1851569,0.0373116,0.5000000,0.5000000,507578,-95320,385352,246415
157,1779104209,908449413,1,50,0,157,42432,-54179,0,0,-29441,9781,131072,32185,-1851569,0.1227760,0.5000000,0.5000000,507723,-95320,385352,246415
158,1779104209,913344412,1,50,0,158,42432,-54302,0,0,-25125,32185,131072,54589,1851568,0.2082405,0.5000000,7.0631714,507911,-95320,385352,246415
159,1779104209,918641568,1,50,0,159,42432,-54426,0,0,-23467,54589,1851568,32184,1851568,0.1227722,0.5000000,7.0631714,508162,-95320,385352,246415
160,1779104209,928346700,1,50,0,160,42432,-54661,0,0,-24572,54589,1851568,32184,-1851569,0.1227722,0.5000000,0.5000000,508427,-95320,385352,246415
161,1779104209,933355463,1,50,0,161,42230,-54474,0,0,-25641,32184,131072,54588,-1851569,0.2082367,0.5000000,0.5000000,508600,-95320,385352,246415
162,1779104209,938243326,1,50,0,162,42230,-54604,0,0,-26479,54588,131072,32183,-1851569,0.1227684,0.5000000,0.5000000,508744,-95320,385352,246415
163,1779104209,943307291,1,50,0,163,42230,-54739,0,0,-26776,54588,131072,32183,-1851569,0.1227684,0.5000000,0.5000000,508893,-95320,385352,246415
164,1779104209,948285941,1,50,0,164,42045,-55039,0,0,-26237,32183,131072,54587,1851568,0.2082329,0.5000000,7.0631714,509037,-95320,385352,246415
165,1779104209,953231469,1,50,0,165,42045,-55161,0,0,-24718,54587,1851568,32182,-1851569,0.1227646,0.5000000,0.5000000,509181,-95320,385352,246415
166,1779104209,958246921,1,50,0,166,42045,-55273,0,0,-22364,32182,131072,9777,1851568,0.0372963,0.5000000,7.0631714,509181,-95320,385352,246415
167,1779104209,963314053,1,50,0,167,42045,-55372,0,0,-19483,9777,1851568,32181,1851568,0.1227608,0.5000000,7.0631714,509328,-95320,385352,246415
168,1779104209,968256702,1,50,0,168,42045,-55453,0,0,-16443,32181,1851568,9776,1851568,0.0372925,0.5000000,7.0631714,509622,-95320,385352,246415
